nop,$\mu_{m}$,success_rate,avg_pvalue,Wrong_ranking_cost_without_no,Wrong_ranking_cost_with_no_proportion
10,760,0.845,0.10807949785056305,0.06031111111111155,0.016644444444444396
10,780,0.852,0.09518918687793479,0.062655555555556,0.01615555555555551
10,800,0.866,0.1100083685562154,0.05995555555555604,0.015455555555555507
10,820,0.882,0.08647289457612796,0.05976666666666705,0.015577777777777732
10,840,0.851,0.10059606316711162,0.057611111111111515,0.015522222222222177
10,860,0.859,0.10663772340632713,0.0582666666666671,0.01577777777777773
10,880,0.885,0.10296832930751362,0.05628888888888941,0.014822222222222178
10,900,0.883,0.09125523081598433,0.05418888888888933,0.014599999999999955
10,920,0.885,0.09236319941211736,0.053911111111111534,0.014877777777777733
10,940,0.882,0.09226006102454917,0.05160000000000052,0.014211111111111072
10,960,0.889,0.09672922427377935,0.05274444444444494,0.014311111111111068
10,980,0.883,0.09564735851270155,0.052022222222222664,0.014366666666666625
10,1000,0.884,0.08171762599331062,0.051000000000000476,0.014711111111111067
10,1020,0.891,0.1009053606544041,0.04775555555555606,0.013533333333333295
10,1040,0.895,0.09372349519517596,0.049155555555556056,0.013999999999999957
10,1060,0.882,0.08457293565967743,0.048488888888889345,0.013844444444444406
10,1080,0.914,0.08463479240747618,0.047222222222222686,0.013577777777777737
10,1100,0.897,0.0798009602444482,0.04724444444444491,0.013955555555555513
10,1120,0.901,0.09412497296485889,0.045388888888889346,0.01298888888888885
10,1140,0.903,0.09639981618077165,0.044900000000000495,0.012955555555555519
10,1160,0.893,0.0901732790728531,0.04367777777777821,0.012511111111111074
10,1180,0.91,0.08300204868935299,0.045022222222222665,0.013655555555555515
10,1200,0.905,0.07792514480484998,0.043255555555556095,0.012544444444444407
10,1220,0.921,0.06923440363013483,0.04240000000000045,0.013311111111111072
10,1240,0.926,0.0725953608586359,0.04264444444444494,0.013533333333333295
10,1260,0.911,0.09474484607131428,0.04135555555555603,0.01257777777777774
10,1280,0.921,0.07582376687055706,0.042033333333333735,0.012688888888888852
10,1300,0.923,0.0770089265563469,0.03987777777777824,0.011177777777777747
10,1320,0.91,0.0910714600585422,0.04015555555555599,0.01204444444444441
10,1340,0.923,0.07029468417716223,0.04003333333333378,0.012822222222222186
10,1360,0.92,0.07314875630185011,0.038633333333333714,0.011488888888888856
10,1380,0.909,0.07396519130087638,0.03918888888888925,0.012299999999999964
10,1400,0.909,0.0763504434916112,0.03803333333333375,0.012222222222222188
10,1420,0.937,0.06514090958582484,0.03730000000000045,0.011266666666666631
10,1440,0.925,0.07818263566449866,0.0359333333333337,0.010777777777777747
10,1460,0.913,0.08535679325115231,0.03647777777777817,0.011999999999999964
10,1480,0.932,0.0793194850601837,0.036533333333333744,0.012488888888888851
10,1500,0.92,0.07640119149897644,0.03603333333333373,0.012022222222222188
10,1520,0.927,0.07648885377027868,0.03553333333333372,0.012044444444444408
10,1540,0.922,0.08348226106174661,0.03597777777777813,0.01152222222222219
10,1560,0.917,0.07825794762068296,0.03476666666666705,0.010755555555555527
10,1580,0.926,0.06327569147190715,0.03376666666666704,0.010599999999999969
10,1600,0.913,0.07649196908563302,0.035088888888889246,0.011577777777777746
10,1620,0.938,0.07246908213113575,0.033266666666667055,0.011911111111111075
10,1640,0.918,0.07245478377942936,0.03267777777777811,0.01079999999999997
10,1660,0.929,0.07326374529788317,0.03252222222222258,0.010533333333333304
10,1680,0.945,0.06052157888395689,0.03288888888888922,0.010766666666666636
10,1700,0.933,0.06871698659651472,0.03340000000000037,0.01152222222222219
10,1720,0.936,0.06540757631193567,0.03200000000000033,0.010755555555555527
10,1740,0.951,0.049881068718697796,0.03143333333333363,0.011066666666666634
10,1760,0.937,0.06636205414108665,0.032655555555555875,0.011477777777777745
10,1780,0.959,0.05701499561111357,0.029344444444444777,0.009599999999999971
10,1800,0.945,0.0565623019277994,0.03145555555555586,0.010066666666666639
10,1820,0.953,0.060371053214204204,0.030444444444444746,0.010111111111111081
10,1840,0.946,0.06070299370998763,0.02964444444444472,0.009822222222222194
10,1860,0.932,0.07461003337500072,0.0303555555555559,0.010133333333333307
10,1880,0.927,0.07361983944295798,0.029833333333333618,0.010133333333333307
10,1900,0.934,0.07152491454788143,0.028955555555555818,0.009588888888888864
10,1920,0.954,0.059798222730640255,0.02996666666666696,0.010422222222222192
10,1940,0.944,0.05470792846634602,0.02876666666666701,0.009977777777777749
10,1960,0.945,0.06770165897606734,0.028600000000000268,0.009611111111111084
10,1980,0.938,0.06434507090646949,0.027400000000000237,0.009777777777777748
20,500,0.749,0.16759887927066658,0.0887999999999999,0.02205263157894731
20,520,0.771,0.1696167599216266,0.08627894736842119,0.02054473684210522
20,540,0.763,0.18004166447049866,0.08374736842105275,0.020199999999999916
20,560,0.751,0.18077901897943077,0.08303947368421041,0.020110526315789405
20,580,0.785,0.1755919240431482,0.07908684210526319,0.01963684210526307
20,600,0.79,0.17317312605964713,0.07631578947368435,0.018707894736842024
20,620,0.813,0.15786278783786153,0.07466578947368417,0.01889999999999992
20,640,0.799,0.16735739070224911,0.07232894736842103,0.018194736842105184
20,660,0.818,0.16169964148646998,0.07070526315789477,0.017768421052631482
20,680,0.817,0.1673840862505659,0.06914473684210529,0.01766052631578938
20,700,0.833,0.14573717957906332,0.06832631578947368,0.017176315789473557
20,720,0.846,0.14874188961475332,0.06591842105263165,0.017089473684210377
20,740,0.854,0.1418859717899598,0.06321052631578944,0.01629999999999983
20,760,0.852,0.1398745146214226,0.06425789473684215,0.016605263157894613
20,780,0.856,0.13441012087226636,0.06249999999999996,0.016518421052631443
20,800,0.853,0.14897860073779898,0.05968157894736836,0.01567894736842088
20,820,0.863,0.13090059763470424,0.05995789473684213,0.015768421052631425
20,840,0.877,0.13776800601737385,0.05933157894736845,0.015078947368420881
20,860,0.869,0.14173921521620952,0.05879736842105266,0.016165789473684057
20,880,0.876,0.12905227259459828,0.055707894736842026,0.015026315789473532
20,900,0.864,0.1329264249137741,0.0543421052631579,0.015213157894736677
20,920,0.868,0.14619572163754377,0.05379473684210529,0.014773684210526156
20,940,0.869,0.12400623194773763,0.0534657894736842,0.015147368421052453
20,960,0.878,0.12098343754463677,0.05293684210526309,0.014913157894736677
20,980,0.872,0.1317776983201818,0.05114736842105265,0.014255263157894554
20,1000,0.884,0.12917879575280802,0.05017368421052623,0.014218421052631405
20,1020,0.884,0.13244156852788627,0.05001578947368421,0.01395263157894721
20,1040,0.895,0.12447426081769482,0.048523684210526365,0.013673684210526147
20,1060,0.897,0.11854537938316813,0.04736842105263155,0.013999999999999837
20,1080,0.896,0.12089795716831228,0.04787105263157895,0.013605263157894586
20,1100,0.887,0.13172722533834164,0.04567368421052641,0.013573684210526148
20,1120,0.893,0.12586796659401137,0.045276315789473595,0.013386842105263003
20,1140,0.882,0.12077200151002576,0.04465789473684203,0.013210526315789308
20,1160,0.895,0.13295525551535084,0.044257894736842045,0.013163157894736684
20,1180,0.889,0.12917607253956548,0.04364210526315788,0.012942105263157732
20,1200,0.912,0.10521403351759172,0.04308421052631575,0.012973684210526165
20,1220,0.903,0.11697536810018287,0.042123684210526285,0.012473684210526172
20,1240,0.902,0.1217796863921155,0.04222368421052631,0.0124105263157893
20,1260,0.903,0.11411585527364962,0.04188421052631584,0.012655263157894595
20,1280,0.908,0.1102099877466409,0.041318421052631484,0.012678947368420894
20,1300,0.903,0.11393263949296854,0.04026052631578954,0.012457894736841961
20,1320,0.9,0.12005623346664032,0.03944473684210526,0.012447368421052478
20,1340,0.899,0.10732669463820627,0.04024473684210521,0.012347368421052479
20,1360,0.896,0.11879366423146923,0.03872894736842102,0.011678947368420903
20,1380,0.913,0.10298379750460651,0.03879210526315786,0.011736842105263018
20,1400,0.902,0.11793359580236296,0.03842368421052628,0.012060526315789332
20,1420,0.918,0.10749680237624318,0.037136842105263156,0.011468421052631428
20,1440,0.9,0.1073318031803454,0.03734473684210531,0.011389473684210383
20,1460,0.91,0.11473393702993795,0.03718947368421051,0.011394736842105123
20,1480,0.9,0.11436752981143523,0.036684210526315736,0.011810526315789324
20,1500,0.905,0.11378453712771806,0.036305263157894695,0.011949999999999851
20,1520,0.916,0.10407337722660924,0.03528947368421047,0.011552631578947209
20,1540,0.928,0.0966179654797909,0.0355736842105263,0.011728947368420905
20,1560,0.936,0.10858053445465202,0.034963157894736786,0.011221052631578823
20,1580,0.916,0.12140050514945347,0.03444999999999995,0.011415789473684077
20,1600,0.924,0.10721603807801268,0.03484210526315789,0.011813157894736677
20,1620,0.92,0.10162907037940434,0.034121052631578934,0.01135789473684195
20,1640,0.924,0.10528966064852473,0.03346052631578942,0.010697368421052497
20,1660,0.923,0.10032373786017872,0.03277894736842106,0.010839473684210376
20,1680,0.926,0.10252513790281093,0.03339999999999996,0.010744736842105147
20,1700,0.925,0.11149490266001072,0.03268421052631574,0.011026315789473539
20,1720,0.92,0.0965080016655719,0.031984210526315775,0.010484210526315655
20,1740,0.925,0.0965869576197093,0.03211315789473679,0.011026315789473556
20,1760,0.934,0.0981359979228775,0.03139210526315788,0.010715789473684073
20,1780,0.91,0.11536992470665951,0.0318736842105263,0.01099473684210511
20,1800,0.904,0.109011737768647,0.030586842105263117,0.010378947368420937
20,1820,0.922,0.0967617348658905,0.030542105263157853,0.010718421052631448
20,1840,0.92,0.09271216787880279,0.03002894736842105,0.010376315789473557
20,1860,0.913,0.09990698890399899,0.0298815789473684,0.010373684210526186
20,1880,0.937,0.08709186805349936,0.02971842105263153,0.009876315789473568
20,1900,0.917,0.0981983742169069,0.030210526315789427,0.010544736842105138
20,1920,0.928,0.10032235321726941,0.028823684210526272,0.009857894736841979
20,1940,0.923,0.09455434417320596,0.02885526315789473,0.009899999999999883
20,1960,0.927,0.09880643939271687,0.02884473684210527,0.010139473684210388
20,1980,0.914,0.10252204797254257,0.028868421052631522,0.00991052631578935
