,muh1,muh2,mux1,mux2,success_rate
7855,-0.1,-0.2,-2.4,-4.8,0.788
7856,-0.1,-0.2,-2.3,-4.6,0.808
7857,-0.1,-0.2,-2.2,-4.4,0.816
7858,-0.1,-0.2,-2.1,-4.2,0.841
7859,-0.1,-0.2,-2.0,-4.0,0.836
7860,-0.1,-0.2,-1.9,-3.8,0.842
7861,-0.1,-0.2,-1.8,-3.6,0.839
7862,-0.1,-0.2,-1.7,-3.4,0.86
7863,-0.1,-0.2,-1.6,-3.2,0.859
7864,-0.1,-0.2,-1.5,-3.0,0.861
7865,-0.1,-0.2,-1.4,-2.8,0.862
7866,-0.1,-0.2,-1.3,-2.6,0.879
7867,-0.1,-0.2,-1.2,-2.4,0.875
7868,-0.1,-0.2,-1.1,-2.2,0.876
7869,-0.1,-0.2,-1.0,-2.0,0.867
7870,-0.1,-0.2,-0.9,-1.8,0.877
7871,-0.1,-0.2,-0.8,-1.6,0.868
7872,-0.1,-0.2,-0.7,-1.4,0.877
7873,-0.1,-0.2,-0.6,-1.2,0.877
7874,-0.1,-0.2,-0.5,-1.0,0.869
7875,-0.1,-0.2,-0.4,-0.8,0.869
7876,-0.1,-0.2,-0.3,-0.6,0.873
7877,-0.1,-0.2,-0.2,-0.4,0.863
7878,-0.1,-0.2,-0.1,-0.2,0.876
7879,-0.1,-0.2,0.0,0.0,0.889
7880,-0.1,-0.2,0.1,0.2,0.855
7881,-0.1,-0.2,0.2,0.4,0.862
7882,-0.1,-0.2,0.3,0.6,0.855
7883,-0.1,-0.2,0.4,0.8,0.87
7884,-0.1,-0.2,0.5,1.0,0.87
7885,-0.1,-0.2,0.6,1.2,0.866
7886,-0.1,-0.2,0.7,1.4,0.862
7887,-0.1,-0.2,0.8,1.6,0.856
7888,-0.1,-0.2,0.9,1.8,0.845
7889,-0.1,-0.2,1.0,2.0,0.863
7890,-0.1,-0.2,1.1,2.2,0.839
7891,-0.1,-0.2,1.2,2.4,0.788
7892,-0.1,-0.2,1.3,2.6,0.806
7893,-0.1,-0.2,1.4,2.8,0.747
7894,-0.1,-0.2,1.5,3.0,0.722
7895,-0.1,-0.2,1.6,3.2,0.685
7896,-0.1,-0.2,1.7,3.4,0.633
7897,-0.1,-0.2,1.8,3.6,0.571
7898,-0.1,-0.2,1.9,3.8,0.484
7899,-0.1,-0.2,2.0,4.0,0.454
7900,-0.1,-0.2,2.1,4.2,0.425
7901,-0.1,-0.2,2.2,4.4,0.364
7902,-0.1,-0.2,2.3,4.6,0.315
7903,-0.1,-0.2,2.4,4.8,0.284
7904,-0.1,-0.2,2.5,5.0,0.267
7905,-0.1,-0.2,2.6,5.2,0.221
7906,-0.1,-0.2,2.7,5.4,0.204
7907,-0.1,-0.2,2.8,5.6,0.216
7908,-0.1,-0.2,2.9,5.8,0.191
7909,-0.1,-0.2,3.0,6.0,0.204
7910,-0.1,-0.2,3.1,6.2,0.18
7911,-0.1,-0.2,3.2,6.4,0.175
7912,-0.1,-0.2,3.3,6.6,0.174
7913,-0.1,-0.2,3.4,6.8,0.17
7914,-0.1,-0.2,3.5,7.0,0.157
7915,-0.1,-0.2,3.6,7.2,0.155
7916,-0.1,-0.2,3.7,7.4,0.148
7917,-0.1,-0.2,3.8,7.6,0.146
7918,-0.1,-0.2,3.9,7.8,0.155
7919,-0.1,-0.2,4.0,8.0,0.142
7920,-0.1,-0.2,4.1,8.2,0.135
7921,-0.1,-0.2,4.2,8.4,0.125
7922,-0.1,-0.2,4.3,8.6,0.14
7923,-0.1,-0.2,4.4,8.8,0.13
7924,-0.1,-0.2,4.5,9.0,0.137
7925,-0.1,-0.2,4.6,9.2,0.132
7926,-0.1,-0.2,4.7,9.4,0.111
7927,-0.1,-0.2,4.8,9.6,0.107
7928,-0.1,-0.2,4.9,9.8,0.118
7929,-0.1,-0.2,5.0,10.0,0.109
7930,-0.1,-0.2,5.1,10.2,0.1
7931,-0.1,-0.2,5.2,10.4,0.11
7932,-0.1,-0.2,5.3,10.6,0.114
7933,-0.1,-0.2,5.4,10.8,0.117
7934,-0.1,-0.2,5.5,11.0,0.12
7935,-0.1,-0.2,5.6,11.2,0.113
7936,-0.1,-0.2,5.7,11.4,0.112
7937,-0.1,-0.2,5.8,11.6,0.114
7938,-0.1,-0.2,5.9,11.8,0.102
7939,-0.1,-0.2,6.0,12.0,0.108
7940,-0.1,-0.2,6.1,12.2,0.097
7941,-0.1,-0.2,6.2,12.4,0.109
7942,-0.1,-0.2,6.3,12.6,0.098
7943,-0.1,-0.2,6.4,12.8,0.105
7944,-0.1,-0.2,6.5,13.0,0.1
7945,-0.1,-0.2,6.6,13.2,0.097
7946,-0.1,-0.2,6.7,13.4,0.083
7947,-0.1,-0.2,6.8,13.6,0.116
7948,-0.1,-0.2,6.9,13.8,0.097
7949,-0.1,-0.2,7.0,14.0,0.096
7950,-0.1,-0.2,7.1,14.2,0.112
7951,-0.1,-0.2,7.2,14.4,0.091
7952,-0.1,-0.2,7.3,14.6,0.093
7953,-0.1,-0.2,7.4,14.8,0.105
7954,-0.1,-0.2,7.5,15.0,0.084
7955,-0.1,-0.2,7.6,15.2,0.102
7956,-0.1,-0.2,7.7,15.4,0.103
7957,-0.1,-0.2,7.8,15.6,0.095
7958,-0.1,-0.2,7.9,15.8,0.093
7959,-0.1,-0.2,8.0,16.0,0.117
7960,-0.1,-0.2,8.1,16.2,0.097
7961,-0.1,-0.2,8.2,16.4,0.099
7962,-0.1,-0.2,8.3,16.6,0.103
7963,-0.1,-0.2,8.4,16.8,0.12
7964,-0.1,-0.2,8.5,17.0,0.112
7965,-0.1,-0.2,8.6,17.2,0.103
7966,-0.1,-0.2,8.7,17.4,0.108
7967,-0.1,-0.2,8.8,17.6,0.111
7968,-0.1,-0.2,8.9,17.8,0.091
7969,-0.1,-0.2,9.0,18.0,0.11
7970,-0.1,-0.2,9.1,18.2,0.102
7971,-0.1,-0.2,9.2,18.4,0.094
7972,-0.1,-0.2,9.3,18.6,0.088
7973,-0.1,-0.2,9.4,18.8,0.109
7974,-0.1,-0.2,9.5,19.0,0.104
7975,-0.1,-0.2,9.6,19.2,0.112
7976,-0.1,-0.2,9.7,19.4,0.091
7977,-0.1,-0.2,9.8,19.6,0.102
7978,-0.1,-0.2,9.9,19.8,0.093
7979,-0.1,-0.2,10.0,20.0,0.087
7980,-0.1,-0.2,10.1,20.2,0.106
7981,-0.1,-0.2,10.2,20.4,0.11
7982,-0.1,-0.2,10.3,20.6,0.104
7983,-0.1,-0.2,10.4,20.8,0.109
7984,-0.1,-0.2,10.5,21.0,0.103
7985,-0.1,-0.2,10.6,21.2,0.115
7986,-0.1,-0.2,10.7,21.4,0.102
7987,-0.1,-0.2,10.8,21.6,0.109
7988,-0.1,-0.2,10.9,21.8,0.108
7989,-0.1,-0.2,11.0,22.0,0.091
7990,-0.1,-0.2,11.1,22.2,0.099
7991,-0.1,-0.2,11.2,22.4,0.119
7992,-0.1,-0.2,11.3,22.6,0.117
7993,-0.1,-0.2,11.4,22.8,0.112
7994,-0.1,-0.2,11.5,23.0,0.089
7995,-0.1,-0.2,11.6,23.2,0.124
7996,-0.1,-0.2,11.7,23.4,0.104
7997,-0.1,-0.2,11.8,23.6,0.102
7998,-0.1,-0.2,11.9,23.8,0.093
7999,-0.1,-0.2,12.0,24.0,0.102
8000,-0.1,-0.2,12.1,24.2,0.127
8001,-0.1,-0.2,12.2,24.4,0.078
8002,-0.1,-0.2,12.3,24.6,0.09
8003,-0.1,-0.2,12.4,24.8,0.106
8004,-0.1,-0.2,12.5,25.0,0.118
8005,-0.1,-0.2,12.6,25.2,0.111
8006,-0.1,-0.2,12.7,25.4,0.105
8007,-0.1,-0.2,12.8,25.6,0.094
8008,-0.1,-0.2,12.9,25.8,0.109
8009,-0.1,-0.2,13.0,26.0,0.094
8010,-0.1,-0.2,13.1,26.2,0.099
8011,-0.1,-0.2,13.2,26.4,0.095
8012,-0.1,-0.2,13.3,26.6,0.092
8013,-0.1,-0.2,13.4,26.8,0.093
8014,-0.1,-0.2,13.5,27.0,0.096
8015,-0.1,-0.2,13.6,27.2,0.096
8016,-0.1,-0.2,13.7,27.4,0.103
8017,-0.1,-0.2,13.8,27.6,0.101
8018,-0.1,-0.2,13.9,27.8,0.097
8019,-0.1,-0.2,14.0,28.0,0.114
8020,-0.1,-0.2,14.1,28.2,0.1
8021,-0.1,-0.2,14.2,28.4,0.103
8022,-0.1,-0.2,14.3,28.6,0.098
8023,-0.1,-0.2,14.4,28.8,0.092
8024,-0.1,-0.2,14.5,29.0,0.102
8025,-0.1,-0.2,14.6,29.2,0.088
8026,-0.1,-0.2,14.7,29.4,0.095
8027,-0.1,-0.2,14.8,29.6,0.106
8028,-0.1,-0.2,14.9,29.8,0.08
8029,-0.1,-0.2,15.0,30.0,0.098
8030,-0.1,-0.2,15.1,30.2,0.102
8031,-0.1,-0.2,15.2,30.4,0.097
8032,-0.1,-0.2,15.3,30.6,0.103
8033,-0.1,-0.2,15.4,30.8,0.108
8034,-0.1,-0.2,15.5,31.0,0.086
8035,-0.1,-0.2,15.6,31.2,0.121
8036,-0.1,-0.2,15.7,31.4,0.106
8037,-0.1,-0.2,15.8,31.6,0.1
8038,-0.1,-0.2,15.9,31.8,0.106
8039,-0.1,-0.2,16.0,32.0,0.102
8040,0.0,0.0,-4.0,-8.0,0.295
8041,0.0,0.0,-3.9,-7.8,0.305
8042,0.0,0.0,-3.8,-7.6,0.327
8043,0.0,0.0,-3.7,-7.4,0.394
8044,0.0,0.0,-3.6,-7.2,0.415
8045,0.0,0.0,-3.5,-7.0,0.471
8046,0.0,0.0,-3.4,-6.8,0.477
8047,0.0,0.0,-3.3,-6.6,0.531
8048,0.0,0.0,-3.2,-6.4,0.531
8049,0.0,0.0,-3.1,-6.2,0.598
8050,0.0,0.0,-3.0,-6.0,0.639
8051,0.0,0.0,-2.9,-5.8,0.632
8052,0.0,0.0,-2.8,-5.6,0.669
8053,0.0,0.0,-2.7,-5.4,0.704
8054,0.0,0.0,-2.6,-5.2,0.718
8055,0.0,0.0,-2.5,-5.0,0.741
8056,0.0,0.0,-2.4,-4.8,0.761
8057,0.0,0.0,-2.3,-4.6,0.787
8058,0.0,0.0,-2.2,-4.4,0.805
8059,0.0,0.0,-2.1,-4.2,0.823
8060,0.0,0.0,-2.0,-4.0,0.816
8061,0.0,0.0,-1.9,-3.8,0.859
8062,0.0,0.0,-1.8,-3.6,0.85
8063,0.0,0.0,-1.7,-3.4,0.855
8064,0.0,0.0,-1.6,-3.2,0.867
8065,0.0,0.0,-1.5,-3.0,0.87
8066,0.0,0.0,-1.4,-2.8,0.873
8067,0.0,0.0,-1.3,-2.6,0.883
8068,0.0,0.0,-1.2,-2.4,0.872
8069,0.0,0.0,-1.1,-2.2,0.855
8070,0.0,0.0,-1.0,-2.0,0.899
8071,0.0,0.0,-0.9,-1.8,0.874
8072,0.0,0.0,-0.8,-1.6,0.877
8073,0.0,0.0,-0.7,-1.4,0.884
8074,0.0,0.0,-0.6,-1.2,0.874
8075,0.0,0.0,-0.5,-1.0,0.896
8076,0.0,0.0,-0.4,-0.8,0.879
8077,0.0,0.0,-0.3,-0.6,0.875
8078,0.0,0.0,-0.2,-0.4,0.859
8079,0.0,0.0,-0.1,-0.2,0.882
8080,0.0,0.0,0.0,0.0,0.878
8081,0.0,0.0,0.1,0.2,0.877
8082,0.0,0.0,0.2,0.4,0.862
8083,0.0,0.0,0.3,0.6,0.881
8084,0.0,0.0,0.4,0.8,0.867
8085,0.0,0.0,0.5,1.0,0.889
8086,0.0,0.0,0.6,1.2,0.848
8087,0.0,0.0,0.7,1.4,0.859
8088,0.0,0.0,0.8,1.6,0.868
8089,0.0,0.0,0.9,1.8,0.847
8090,0.0,0.0,1.0,2.0,0.843
8091,0.0,0.0,1.1,2.2,0.835
8092,0.0,0.0,1.2,2.4,0.827
8093,0.0,0.0,1.3,2.6,0.805
8094,0.0,0.0,1.4,2.8,0.776
8095,0.0,0.0,1.5,3.0,0.764
8096,0.0,0.0,1.6,3.2,0.704
8097,0.0,0.0,1.7,3.4,0.673
8098,0.0,0.0,1.8,3.6,0.63
8099,0.0,0.0,1.9,3.8,0.546
8100,0.0,0.0,2.0,4.0,0.503
8101,0.0,0.0,2.1,4.2,0.46
8102,0.0,0.0,2.2,4.4,0.377
8103,0.0,0.0,2.3,4.6,0.338
8104,0.0,0.0,2.4,4.8,0.302
8105,0.0,0.0,2.5,5.0,0.256
8106,0.0,0.0,2.6,5.2,0.238
8107,0.0,0.0,2.7,5.4,0.217
8108,0.0,0.0,2.8,5.6,0.198
8109,0.0,0.0,2.9,5.8,0.222
8110,0.0,0.0,3.0,6.0,0.186
8111,0.0,0.0,3.1,6.2,0.186
8112,0.0,0.0,3.2,6.4,0.165
8113,0.0,0.0,3.3,6.6,0.195
8114,0.0,0.0,3.4,6.8,0.165
8115,0.0,0.0,3.5,7.0,0.164
8116,0.0,0.0,3.6,7.2,0.167
8117,0.0,0.0,3.7,7.4,0.16
8118,0.0,0.0,3.8,7.6,0.135
8119,0.0,0.0,3.9,7.8,0.145
8120,0.0,0.0,4.0,8.0,0.154
8121,0.0,0.0,4.1,8.2,0.144
8122,0.0,0.0,4.2,8.4,0.131
8123,0.0,0.0,4.3,8.6,0.127
8124,0.0,0.0,4.4,8.8,0.137
8125,0.0,0.0,4.5,9.0,0.132
8126,0.0,0.0,4.6,9.2,0.121
8127,0.0,0.0,4.7,9.4,0.126
8128,0.0,0.0,4.8,9.6,0.127
8129,0.0,0.0,4.9,9.8,0.121
8130,0.0,0.0,5.0,10.0,0.122
8131,0.0,0.0,5.1,10.2,0.103
8132,0.0,0.0,5.2,10.4,0.098
8133,0.0,0.0,5.3,10.6,0.098
8134,0.0,0.0,5.4,10.8,0.107
8135,0.0,0.0,5.5,11.0,0.091
8136,0.0,0.0,5.6,11.2,0.108
8137,0.0,0.0,5.7,11.4,0.114
8138,0.0,0.0,5.8,11.6,0.125
8139,0.0,0.0,5.9,11.8,0.095
8140,0.0,0.0,6.0,12.0,0.098
8141,0.0,0.0,6.1,12.2,0.11
8142,0.0,0.0,6.2,12.4,0.104
8143,0.0,0.0,6.3,12.6,0.103
8144,0.0,0.0,6.4,12.8,0.088
8145,0.0,0.0,6.5,13.0,0.111
8146,0.0,0.0,6.6,13.2,0.081
8147,0.0,0.0,6.7,13.4,0.104
8148,0.0,0.0,6.8,13.6,0.101
8149,0.0,0.0,6.9,13.8,0.092
8150,0.0,0.0,7.0,14.0,0.097
8151,0.0,0.0,7.1,14.2,0.116
8152,0.0,0.0,7.2,14.4,0.11
8153,0.0,0.0,7.3,14.6,0.102
8154,0.0,0.0,7.4,14.8,0.101
8155,0.0,0.0,7.5,15.0,0.087
8156,0.0,0.0,7.6,15.2,0.092
8157,0.0,0.0,7.7,15.4,0.081
8158,0.0,0.0,7.8,15.6,0.1
8159,0.0,0.0,7.9,15.8,0.113
8160,0.0,0.0,8.0,16.0,0.103
8161,0.0,0.0,8.1,16.2,0.089
8162,0.0,0.0,8.2,16.4,0.11
8163,0.0,0.0,8.3,16.6,0.084
8164,0.0,0.0,8.4,16.8,0.119
8165,0.0,0.0,8.5,17.0,0.114
8166,0.0,0.0,8.6,17.2,0.095
8167,0.0,0.0,8.7,17.4,0.089
8168,0.0,0.0,8.8,17.6,0.115
8169,0.0,0.0,8.9,17.8,0.113
8170,0.0,0.0,9.0,18.0,0.097
8171,0.0,0.0,9.1,18.2,0.101
8172,0.0,0.0,9.2,18.4,0.098
8173,0.0,0.0,9.3,18.6,0.09
8174,0.0,0.0,9.4,18.8,0.107
8175,0.0,0.0,9.5,19.0,0.095
8176,0.0,0.0,9.6,19.2,0.094
8177,0.0,0.0,9.7,19.4,0.1
8178,0.0,0.0,9.8,19.6,0.092
8179,0.0,0.0,9.9,19.8,0.096
8180,0.0,0.0,10.0,20.0,0.116
8181,0.0,0.0,10.1,20.2,0.095
8182,0.0,0.0,10.2,20.4,0.097
8183,0.0,0.0,10.3,20.6,0.095
8184,0.0,0.0,10.4,20.8,0.103
8185,0.0,0.0,10.5,21.0,0.101
8186,0.0,0.0,10.6,21.2,0.092
8187,0.0,0.0,10.7,21.4,0.108
8188,0.0,0.0,10.8,21.6,0.107
8189,0.0,0.0,10.9,21.8,0.103
8190,0.0,0.0,11.0,22.0,0.104
8191,0.0,0.0,11.1,22.2,0.091
8192,0.0,0.0,11.2,22.4,0.099
8193,0.0,0.0,11.3,22.6,0.098
8194,0.0,0.0,11.4,22.8,0.101
8195,0.0,0.0,11.5,23.0,0.105
8196,0.0,0.0,11.6,23.2,0.103
8197,0.0,0.0,11.7,23.4,0.101
8198,0.0,0.0,11.8,23.6,0.101
8199,0.0,0.0,11.9,23.8,0.08
8200,0.0,0.0,12.0,24.0,0.093
8201,0.0,0.0,12.1,24.2,0.113
8202,0.0,0.0,12.2,24.4,0.092
8203,0.0,0.0,12.3,24.6,0.099
8204,0.0,0.0,12.4,24.8,0.103
8205,0.0,0.0,12.5,25.0,0.099
8206,0.0,0.0,12.6,25.2,0.107
8207,0.0,0.0,12.7,25.4,0.091
8208,0.0,0.0,12.8,25.6,0.098
8209,0.0,0.0,12.9,25.8,0.101
8210,0.0,0.0,13.0,26.0,0.1
8211,0.0,0.0,13.1,26.2,0.093
8212,0.0,0.0,13.2,26.4,0.103
8213,0.0,0.0,13.3,26.6,0.088
8214,0.0,0.0,13.4,26.8,0.106
8215,0.0,0.0,13.5,27.0,0.102
8216,0.0,0.0,13.6,27.2,0.111
8217,0.0,0.0,13.7,27.4,0.089
8218,0.0,0.0,13.8,27.6,0.1
8219,0.0,0.0,13.9,27.8,0.106
8220,0.0,0.0,14.0,28.0,0.096
8221,0.0,0.0,14.1,28.2,0.094
8222,0.0,0.0,14.2,28.4,0.104
8223,0.0,0.0,14.3,28.6,0.092
8224,0.0,0.0,14.4,28.8,0.083
8225,0.0,0.0,14.5,29.0,0.095
8226,0.0,0.0,14.6,29.2,0.093
8227,0.0,0.0,14.7,29.4,0.097
8228,0.0,0.0,14.8,29.6,0.122
8229,0.0,0.0,14.9,29.8,0.095
8230,0.0,0.0,15.0,30.0,0.104
8231,0.0,0.0,15.1,30.2,0.083
8232,0.0,0.0,15.2,30.4,0.09
8233,0.0,0.0,15.3,30.6,0.11
8234,0.0,0.0,15.4,30.8,0.098
8235,0.0,0.0,15.5,31.0,0.097
8236,0.0,0.0,15.6,31.2,0.099
8237,0.0,0.0,15.7,31.4,0.108
8238,0.0,0.0,15.8,31.6,0.102
8239,0.0,0.0,15.9,31.8,0.103
8240,0.0,0.0,16.0,32.0,0.104
8241,0.1,0.2,-4.0,-8.0,0.327
8242,0.1,0.2,-3.9,-7.8,0.296
8243,0.1,0.2,-3.8,-7.6,0.323
8244,0.1,0.2,-3.7,-7.4,0.372
8245,0.1,0.2,-3.6,-7.2,0.388
8246,0.1,0.2,-3.5,-7.0,0.404
8247,0.1,0.2,-3.4,-6.8,0.465
8248,0.1,0.2,-3.3,-6.6,0.501
8249,0.1,0.2,-3.2,-6.4,0.513
8250,0.1,0.2,-3.1,-6.2,0.577
8251,0.1,0.2,-3.0,-6.0,0.597
8252,0.1,0.2,-2.9,-5.8,0.672
8253,0.1,0.2,-2.8,-5.6,0.636
8254,0.1,0.2,-2.7,-5.4,0.704
8255,0.1,0.2,-2.6,-5.2,0.724
8256,0.1,0.2,-2.5,-5.0,0.735
8257,0.1,0.2,-2.4,-4.8,0.755
8258,0.1,0.2,-2.3,-4.6,0.79
8259,0.1,0.2,-2.2,-4.4,0.789
8260,0.1,0.2,-2.1,-4.2,0.81
8261,0.1,0.2,-2.0,-4.0,0.817
8262,0.1,0.2,-1.9,-3.8,0.84
8263,0.1,0.2,-1.8,-3.6,0.85
8264,0.1,0.2,-1.7,-3.4,0.848
8265,0.1,0.2,-1.6,-3.2,0.847
8266,0.1,0.2,-1.5,-3.0,0.857
8267,0.1,0.2,-1.4,-2.8,0.867
8268,0.1,0.2,-1.3,-2.6,0.868
8269,0.1,0.2,-1.2,-2.4,0.851
8270,0.1,0.2,-1.1,-2.2,0.874
8271,0.1,0.2,-1.0,-2.0,0.844
8272,0.1,0.2,-0.9,-1.8,0.871
8273,0.1,0.2,-0.8,-1.6,0.88
8274,0.1,0.2,-0.7,-1.4,0.891
8275,0.1,0.2,-0.6,-1.2,0.859
8276,0.1,0.2,-0.5,-1.0,0.887
8277,0.1,0.2,-0.4,-0.8,0.847
8278,0.1,0.2,-0.3,-0.6,0.851
8279,0.1,0.2,-0.2,-0.4,0.879
8280,0.1,0.2,-0.1,-0.2,0.848
8281,0.1,0.2,0.0,0.0,0.88
8282,0.1,0.2,0.1,0.2,0.864
8283,0.1,0.2,0.2,0.4,0.875
8284,0.1,0.2,0.3,0.6,0.862
8285,0.1,0.2,0.4,0.8,0.88
8286,0.1,0.2,0.5,1.0,0.868
8287,0.1,0.2,0.6,1.2,0.887
8288,0.1,0.2,0.7,1.4,0.861
8289,0.1,0.2,0.8,1.6,0.85
8290,0.1,0.2,0.9,1.8,0.851
8291,0.1,0.2,1.0,2.0,0.865
8292,0.1,0.2,1.1,2.2,0.855
8293,0.1,0.2,1.2,2.4,0.832
8294,0.1,0.2,1.3,2.6,0.805
8295,0.1,0.2,1.4,2.8,0.828
8296,0.1,0.2,1.5,3.0,0.787
8297,0.1,0.2,1.6,3.2,0.731
8298,0.1,0.2,1.7,3.4,0.708
8299,0.1,0.2,1.8,3.6,0.633
8300,0.1,0.2,1.9,3.8,0.6
8301,0.1,0.2,2.0,4.0,0.51
8302,0.1,0.2,2.1,4.2,0.453
8303,0.1,0.2,2.2,4.4,0.392
8304,0.1,0.2,2.3,4.6,0.365
8305,0.1,0.2,2.4,4.8,0.315
8306,0.1,0.2,2.5,5.0,0.279
8307,0.1,0.2,2.6,5.2,0.262
8308,0.1,0.2,2.7,5.4,0.231
8309,0.1,0.2,2.8,5.6,0.225
8310,0.1,0.2,2.9,5.8,0.197
8311,0.1,0.2,3.0,6.0,0.196
8312,0.1,0.2,3.1,6.2,0.205
8313,0.1,0.2,3.2,6.4,0.172
8314,0.1,0.2,3.3,6.6,0.178
8315,0.1,0.2,3.4,6.8,0.18
8316,0.1,0.2,3.5,7.0,0.144
8317,0.1,0.2,3.6,7.2,0.168
8318,0.1,0.2,3.7,7.4,0.156
8319,0.1,0.2,3.8,7.6,0.146
8320,0.1,0.2,3.9,7.8,0.151
8321,0.1,0.2,4.0,8.0,0.159
8322,0.1,0.2,4.1,8.2,0.142
8323,0.1,0.2,4.2,8.4,0.137
8324,0.1,0.2,4.3,8.6,0.143
8325,0.1,0.2,4.4,8.8,0.141
8326,0.1,0.2,4.5,9.0,0.14
8327,0.1,0.2,4.6,9.2,0.118
8328,0.1,0.2,4.7,9.4,0.122
8329,0.1,0.2,4.8,9.6,0.121
8330,0.1,0.2,4.9,9.8,0.121
8331,0.1,0.2,5.0,10.0,0.116
8332,0.1,0.2,5.1,10.2,0.134
8333,0.1,0.2,5.2,10.4,0.119
8334,0.1,0.2,5.3,10.6,0.106
8335,0.1,0.2,5.4,10.8,0.117
8336,0.1,0.2,5.5,11.0,0.105
8337,0.1,0.2,5.6,11.2,0.123
8338,0.1,0.2,5.7,11.4,0.102
8339,0.1,0.2,5.8,11.6,0.105
8340,0.1,0.2,5.9,11.8,0.11
8341,0.1,0.2,6.0,12.0,0.118
8342,0.1,0.2,6.1,12.2,0.114
8343,0.1,0.2,6.2,12.4,0.106
8344,0.1,0.2,6.3,12.6,0.099
8345,0.1,0.2,6.4,12.8,0.1
8346,0.1,0.2,6.5,13.0,0.109
8347,0.1,0.2,6.6,13.2,0.103
8348,0.1,0.2,6.7,13.4,0.089
8349,0.1,0.2,6.8,13.6,0.103
8350,0.1,0.2,6.9,13.8,0.097
8351,0.1,0.2,7.0,14.0,0.107
8352,0.1,0.2,7.1,14.2,0.111
8353,0.1,0.2,7.2,14.4,0.099
8354,0.1,0.2,7.3,14.6,0.103
8355,0.1,0.2,7.4,14.8,0.097
8356,0.1,0.2,7.5,15.0,0.1
8357,0.1,0.2,7.6,15.2,0.101
8358,0.1,0.2,7.7,15.4,0.083
8359,0.1,0.2,7.8,15.6,0.109
8360,0.1,0.2,7.9,15.8,0.128
8361,0.1,0.2,8.0,16.0,0.103
8362,0.1,0.2,8.1,16.2,0.1
8363,0.1,0.2,8.2,16.4,0.107
8364,0.1,0.2,8.3,16.6,0.084
8365,0.1,0.2,8.4,16.8,0.117
8366,0.1,0.2,8.5,17.0,0.108
8367,0.1,0.2,8.6,17.2,0.09
8368,0.1,0.2,8.7,17.4,0.103
8369,0.1,0.2,8.8,17.6,0.108
8370,0.1,0.2,8.9,17.8,0.093
8371,0.1,0.2,9.0,18.0,0.094
8372,0.1,0.2,9.1,18.2,0.094
8373,0.1,0.2,9.2,18.4,0.093
8374,0.1,0.2,9.3,18.6,0.1
8375,0.1,0.2,9.4,18.8,0.11
8376,0.1,0.2,9.5,19.0,0.095
8377,0.1,0.2,9.6,19.2,0.095
8378,0.1,0.2,9.7,19.4,0.104
8379,0.1,0.2,9.8,19.6,0.112
8380,0.1,0.2,9.9,19.8,0.113
8381,0.1,0.2,10.0,20.0,0.104
8382,0.1,0.2,10.1,20.2,0.102
8383,0.1,0.2,10.2,20.4,0.088
8384,0.1,0.2,10.3,20.6,0.094
8385,0.1,0.2,10.4,20.8,0.111
8386,0.1,0.2,10.5,21.0,0.104
8387,0.1,0.2,10.6,21.2,0.103
8388,0.1,0.2,10.7,21.4,0.114
8389,0.1,0.2,10.8,21.6,0.11
8390,0.1,0.2,10.9,21.8,0.118
8391,0.1,0.2,11.0,22.0,0.091
8392,0.1,0.2,11.1,22.2,0.111
8393,0.1,0.2,11.2,22.4,0.101
8394,0.1,0.2,11.3,22.6,0.103
8395,0.1,0.2,11.4,22.8,0.104
8396,0.1,0.2,11.5,23.0,0.11
8397,0.1,0.2,11.6,23.2,0.093
8398,0.1,0.2,11.7,23.4,0.096
8399,0.1,0.2,11.8,23.6,0.097
8400,0.1,0.2,11.9,23.8,0.115
8401,0.1,0.2,12.0,24.0,0.103
8402,0.1,0.2,12.1,24.2,0.087
8403,0.1,0.2,12.2,24.4,0.089
8404,0.1,0.2,12.3,24.6,0.119
8405,0.1,0.2,12.4,24.8,0.093
8406,0.1,0.2,12.5,25.0,0.092
8407,0.1,0.2,12.6,25.2,0.11
8408,0.1,0.2,12.7,25.4,0.087
8409,0.1,0.2,12.8,25.6,0.091
8410,0.1,0.2,12.9,25.8,0.108
8411,0.1,0.2,13.0,26.0,0.112
8412,0.1,0.2,13.1,26.2,0.095
8413,0.1,0.2,13.2,26.4,0.089
8414,0.1,0.2,13.3,26.6,0.114
8415,0.1,0.2,13.4,26.8,0.091
8416,0.1,0.2,13.5,27.0,0.114
8417,0.1,0.2,13.6,27.2,0.094
8418,0.1,0.2,13.7,27.4,0.092
8419,0.1,0.2,13.8,27.6,0.09
8420,0.1,0.2,13.9,27.8,0.097
8421,0.1,0.2,14.0,28.0,0.098
8422,0.1,0.2,14.1,28.2,0.104
8423,0.1,0.2,14.2,28.4,0.113
8424,0.1,0.2,14.3,28.6,0.101
8425,0.1,0.2,14.4,28.8,0.1
8426,0.1,0.2,14.5,29.0,0.104
8427,0.1,0.2,14.6,29.2,0.087
8428,0.1,0.2,14.7,29.4,0.098
8429,0.1,0.2,14.8,29.6,0.101
8430,0.1,0.2,14.9,29.8,0.106
8431,0.1,0.2,15.0,30.0,0.095
8432,0.1,0.2,15.1,30.2,0.093
8433,0.1,0.2,15.2,30.4,0.123
8434,0.1,0.2,15.3,30.6,0.112
8435,0.1,0.2,15.4,30.8,0.094
8436,0.1,0.2,15.5,31.0,0.105
