sigx1,sigx2,sigh1,sigh2,success_rate
2.28,2.28,2.0,4.0,0.839
3.72,3.72,1.48,2.96,0.854
0.96,0.96,1.76,3.52,0.749
0.2,0.2,1.16,2.32,0.442
2.04,2.04,1.8,3.6,0.842
2.88,2.88,1.64,3.28,0.865
3.44,3.44,1.28,2.56,0.842
3.92,3.92,1.68,3.36,0.861
1.84,1.84,1.6,3.2,0.834
0.8,0.8,1.56,3.12,0.728
1.24,1.24,1.96,3.92,0.774
0.48,0.48,1.36,2.72,0.61
3.16,3.16,1.84,3.68,0.838
0.16,0.16,1.92,3.84,0.261
2.12,2.12,1.04,2.08,0.882
1.56,1.56,1.4,2.8,0.832
1.32,1.32,1.2,2.4,0.83
2.64,2.64,1.44,2.88,0.873
2.36,2.36,1.24,2.48,0.852
3.2,3.2,1.08,2.16,0.853
2.32,2.32,2.0,4.0,0.812
3.76,3.76,1.48,2.96,0.84
1.0,1.0,1.76,3.52,0.756
0.24,0.24,1.16,2.32,0.458
2.08,2.08,1.8,3.6,0.843
3.48,3.48,1.28,2.56,0.856
2.92,2.92,1.64,3.28,0.853
3.96,3.96,1.68,3.36,0.862
1.88,1.88,1.6,3.2,0.827
0.84,0.84,1.56,3.12,0.709
1.28,1.28,1.96,3.92,0.781
0.52,0.52,1.36,2.72,0.649
3.2,3.2,1.84,3.68,0.86
0.2,0.2,1.92,3.84,0.307
2.16,2.16,1.04,2.08,0.874
1.36,1.36,1.2,2.4,0.824
1.6,1.6,1.4,2.8,0.811
2.68,2.68,1.44,2.88,0.859
2.4,2.4,1.24,2.48,0.862
3.24,3.24,1.08,2.16,0.852
2.36,2.36,2.0,4.0,0.826
3.8,3.8,1.48,2.96,0.819
1.04,1.04,1.76,3.52,0.775
0.28,0.28,1.16,2.32,0.566
2.12,2.12,1.8,3.6,0.835
3.52,3.52,1.28,2.56,0.837
2.96,2.96,1.64,3.28,0.845
1.92,1.92,1.6,3.2,0.839
4.0,4.0,1.68,3.36,0.826
0.88,0.88,1.56,3.12,0.769
1.32,1.32,1.96,3.92,0.814
0.56,0.56,1.36,2.72,0.686
3.24,3.24,1.84,3.68,0.848
2.2,2.2,1.04,2.08,0.864
0.24,0.24,1.92,3.84,0.345
1.4,1.4,1.2,2.4,0.833
1.64,1.64,1.4,2.8,0.85
2.72,2.72,1.44,2.88,0.845
2.44,2.44,1.24,2.48,0.864
3.28,3.28,1.08,2.16,0.839
2.4,2.4,2.0,4.0,0.815
3.84,3.84,1.48,2.96,0.839
1.08,1.08,1.76,3.52,0.769
0.32,0.32,1.16,2.32,0.564
2.16,2.16,1.8,3.6,0.842
3.56,3.56,1.28,2.56,0.834
3.0,3.0,1.64,3.28,0.843
1.96,1.96,1.6,3.2,0.851
0.0,0.0,1.72,3.44,0.09
0.92,0.92,1.56,3.12,0.761
1.36,1.36,1.96,3.92,0.781
0.6,0.6,1.36,2.72,0.667
3.28,3.28,1.84,3.68,0.867
2.24,2.24,1.04,2.08,0.869
0.28,0.28,1.92,3.84,0.405
1.44,1.44,1.2,2.4,0.831
1.68,1.68,1.4,2.8,0.85
2.76,2.76,1.44,2.88,0.87
2.48,2.48,1.24,2.48,0.864
3.32,3.32,1.08,2.16,0.848
2.44,2.44,2.0,4.0,0.842
3.88,3.88,1.48,2.96,0.86
1.12,1.12,1.76,3.52,0.753
0.36,0.36,1.16,2.32,0.618
3.6,3.6,1.28,2.56,0.84
2.2,2.2,1.8,3.6,0.85
3.04,3.04,1.64,3.28,0.867
2.0,2.0,1.6,3.2,0.845
0.04,0.04,1.72,3.44,0.159
0.96,0.96,1.56,3.12,0.768
0.64,0.64,1.36,2.72,0.712
1.4,1.4,1.96,3.92,0.791
3.32,3.32,1.84,3.68,0.852
0.32,0.32,1.92,3.84,0.441
2.28,2.28,1.04,2.08,0.88
1.72,1.72,1.4,2.8,0.845
1.48,1.48,1.2,2.4,0.848
3.36,3.36,1.08,2.16,0.836
2.52,2.52,1.24,2.48,0.861
2.8,2.8,1.44,2.88,0.852
2.48,2.48,2.0,4.0,0.845
3.92,3.92,1.48,2.96,0.844
0.4,0.4,1.16,2.32,0.623
1.16,1.16,1.76,3.52,0.757
3.64,3.64,1.28,2.56,0.854
2.24,2.24,1.8,3.6,0.832
3.08,3.08,1.64,3.28,0.852
2.04,2.04,1.6,3.2,0.846
0.08,0.08,1.72,3.44,0.172
1.0,1.0,1.56,3.12,0.762
1.44,1.44,1.96,3.92,0.772
0.68,0.68,1.36,2.72,0.745
3.36,3.36,1.84,3.68,0.844
2.32,2.32,1.04,2.08,0.853
0.36,0.36,1.92,3.84,0.475
1.76,1.76,1.4,2.8,0.842
3.4,3.4,1.08,2.16,0.838
1.52,1.52,1.2,2.4,0.86
2.84,2.84,1.44,2.88,0.868
2.56,2.56,1.24,2.48,0.863
2.52,2.52,2.0,4.0,0.827
1.2,1.2,1.76,3.52,0.774
3.96,3.96,1.48,2.96,0.86
0.44,0.44,1.16,2.32,0.659
3.68,3.68,1.28,2.56,0.836
3.12,3.12,1.64,3.28,0.856
1.04,1.04,1.56,3.12,0.773
2.28,2.28,1.8,3.6,0.834
0.12,0.12,1.72,3.44,0.238
2.08,2.08,1.6,3.2,0.856
0.72,0.72,1.36,2.72,0.732
1.48,1.48,1.96,3.92,0.782
3.4,3.4,1.84,3.68,0.828
2.36,2.36,1.04,2.08,0.861
0.4,0.4,1.92,3.84,0.522
1.8,1.8,1.4,2.8,0.851
3.44,3.44,1.08,2.16,0.846
2.88,2.88,1.44,2.88,0.863
1.56,1.56,1.2,2.4,0.847
2.6,2.6,1.24,2.48,0.844
2.56,2.56,2.0,4.0,0.827
4.0,4.0,1.48,2.96,0.83
1.24,1.24,1.76,3.52,0.789
0.48,0.48,1.16,2.32,0.687
3.72,3.72,1.28,2.56,0.851
0.16,0.16,1.72,3.44,0.265
2.32,2.32,1.8,3.6,0.834
1.08,1.08,1.56,3.12,0.783
3.16,3.16,1.64,3.28,0.844
2.12,2.12,1.6,3.2,0.831
3.44,3.44,1.84,3.68,0.857
1.52,1.52,1.96,3.92,0.791
0.76,0.76,1.36,2.72,0.759
0.44,0.44,1.92,3.84,0.527
2.4,2.4,1.04,2.08,0.863
3.48,3.48,1.08,2.16,0.849
1.84,1.84,1.4,2.8,0.864
2.92,2.92,1.44,2.88,0.865
1.6,1.6,1.2,2.4,0.846
2.64,2.64,1.24,2.48,0.865
2.6,2.6,2.0,4.0,0.83
0.0,0.0,1.52,3.04,0.111
1.28,1.28,1.76,3.52,0.783
0.52,0.52,1.16,2.32,0.68
3.76,3.76,1.28,2.56,0.836
0.2,0.2,1.72,3.44,0.357
2.36,2.36,1.8,3.6,0.85
3.48,3.48,1.84,3.68,0.866
1.12,1.12,1.56,3.12,0.771
3.2,3.2,1.64,3.28,0.856
2.16,2.16,1.6,3.2,0.828
1.56,1.56,1.96,3.92,0.813
0.8,0.8,1.36,2.72,0.743
3.52,3.52,1.08,2.16,0.831
0.48,0.48,1.92,3.84,0.533
1.88,1.88,1.4,2.8,0.847
2.44,2.44,1.04,2.08,0.861
2.68,2.68,1.24,2.48,0.848
1.64,1.64,1.2,2.4,0.848
2.96,2.96,1.44,2.88,0.854
2.64,2.64,2.0,4.0,0.832
0.04,0.04,1.52,3.04,0.137
0.56,0.56,1.16,2.32,0.712
3.8,3.8,1.28,2.56,0.843
1.32,1.32,1.76,3.52,0.792
0.24,0.24,1.72,3.44,0.386
2.4,2.4,1.8,3.6,0.838
3.52,3.52,1.84,3.68,0.835
2.8,2.8,2.0,4.0,0.854
3.24,3.24,1.64,3.28,0.846
2.2,2.2,1.6,3.2,0.845
3.88,3.88,2.04,4.08,0.86
0.84,0.84,1.36,2.72,0.769
1.6,1.6,1.96,3.92,0.817
0.52,0.52,1.92,3.84,0.56
1.92,1.92,1.4,2.8,0.848
2.72,2.72,1.24,2.48,0.866
0.92,0.92,2.12,4.24,0.7
3.0,3.0,1.44,2.88,0.873
2.68,2.68,2.0,4.0,0.841
2.0,2.0,2.16,4.32,0.821
3.08,3.08,2.2,4.4,0.833
1.2,1.2,2.32,4.64,0.693
1.36,1.36,1.76,3.52,0.802
0.12,0.12,2.28,4.56,0.178
0.28,0.28,1.72,3.44,0.427
2.44,2.44,1.8,3.6,0.854
3.56,3.56,1.84,3.68,0.864
2.84,2.84,2.0,4.0,0.857
3.28,3.28,1.64,3.28,0.84
2.28,2.28,2.36,4.72,0.812
1.64,1.64,1.96,3.92,0.829
3.36,3.36,2.4,4.8,0.869
3.92,3.92,2.04,4.08,0.858
1.48,1.48,2.52,5.04,0.759
0.56,0.56,1.92,3.84,0.546
0.4,0.4,2.48,4.96,0.401
0.96,0.96,2.12,4.24,0.712
2.04,2.04,2.16,4.32,0.825
2.72,2.72,2.0,4.0,0.856
2.56,2.56,2.56,5.12,0.812
3.12,3.12,2.2,4.4,0.838
0.16,0.16,2.28,4.56,0.24
1.24,1.24,2.32,4.64,0.738
1.4,1.4,1.76,3.52,0.799
0.32,0.32,1.72,3.44,0.468
2.48,2.48,1.8,3.6,0.834
3.64,3.64,2.6,5.2,0.862
2.88,2.88,2.0,4.0,0.844
2.32,2.32,2.36,4.72,0.831
0.68,0.68,2.68,5.36,0.556
1.68,1.68,1.96,3.92,0.835
3.4,3.4,2.4,4.8,0.843
3.96,3.96,2.04,4.08,0.861
1.52,1.52,2.52,5.04,0.754
1.0,1.0,2.12,4.24,0.699
0.6,0.6,1.92,3.84,0.609
0.44,0.44,2.48,4.96,0.428
2.08,2.08,2.16,4.32,0.805
2.76,2.76,2.0,4.0,0.854
2.6,2.6,2.56,5.12,0.818
0.2,0.2,2.28,4.56,0.284
3.16,3.16,2.2,4.4,0.823
1.28,1.28,2.32,4.64,0.754
1.76,1.76,2.72,5.44,0.77
2.84,2.84,2.76,5.52,0.817
3.92,3.92,2.8,5.6,0.854
0.96,0.96,2.88,5.76,0.613
3.68,3.68,2.6,5.2,0.831
2.92,2.92,2.0,4.0,0.858
0.72,0.72,2.68,5.36,0.561
2.36,2.36,2.36,4.72,0.827
3.44,3.44,2.4,4.8,0.854
1.56,1.56,2.52,5.04,0.756
4.0,4.0,2.04,4.08,0.851
2.12,2.12,2.16,4.32,0.821
1.04,1.04,2.12,4.24,0.732
0.48,0.48,2.48,4.96,0.487
2.04,2.04,2.92,5.84,0.778
3.12,3.12,2.96,5.92,0.826
2.64,2.64,2.56,5.12,0.819
0.24,0.24,2.28,4.56,0.304
1.32,1.32,2.32,4.64,0.765
3.2,3.2,2.2,4.4,0.829
1.8,1.8,2.72,5.44,0.76
2.88,2.88,2.76,5.52,0.831
3.96,3.96,2.8,5.6,0.841
3.72,3.72,2.6,5.2,0.849
2.96,2.96,2.0,4.0,0.838
0.76,0.76,2.68,5.36,0.604
1.0,1.0,2.88,5.76,0.664
3.48,3.48,2.4,4.8,0.854
2.4,2.4,2.36,4.72,0.838
1.6,1.6,2.52,5.04,0.759
0.0,0.0,2.08,4.16,0.108
2.16,2.16,2.16,4.32,0.822
1.08,1.08,2.12,4.24,0.736
0.52,0.52,2.48,4.96,0.496
3.16,3.16,2.96,5.92,0.827
2.08,2.08,2.92,5.84,0.804
2.68,2.68,2.56,5.12,0.818
1.36,1.36,2.32,4.64,0.768
3.24,3.24,2.2,4.4,0.84
0.28,0.28,2.28,4.56,0.369
1.84,1.84,2.72,5.44,0.757
0.8,0.8,2.68,5.36,0.563
4.0,4.0,2.8,5.6,0.857
3.76,3.76,2.6,5.2,0.865
2.92,2.92,2.76,5.52,0.782
3.0,3.0,2.0,4.0,0.872
3.52,3.52,2.4,4.8,0.821
1.04,1.04,2.88,5.76,0.658
1.64,1.64,2.52,5.04,0.772
0.04,0.04,2.08,4.16,0.143
2.44,2.44,2.36,4.72,0.842
1.12,1.12,2.12,4.24,0.744
2.2,2.2,2.16,4.32,0.824
0.56,0.56,2.48,4.96,0.523
3.2,3.2,2.96,5.92,0.839
2.12,2.12,2.92,5.84,0.775
2.72,2.72,2.56,5.12,0.833
3.28,3.28,2.2,4.4,0.846
1.4,1.4,2.32,4.64,0.758
0.32,0.32,2.28,4.56,0.381
1.88,1.88,2.72,5.44,0.79
3.8,3.8,2.6,5.2,0.847
0.84,0.84,2.68,5.36,0.608
3.56,3.56,2.4,4.8,0.835
0.0,0.0,2.84,5.68,0.095
3.04,3.04,2.0,4.0,0.845
2.96,2.96,2.76,5.52,0.823
0.08,0.08,2.08,4.16,0.161
1.68,1.68,2.52,5.04,0.795
1.08,1.08,2.88,5.76,0.655
2.48,2.48,2.36,4.72,0.844
1.16,1.16,2.12,4.24,0.747
2.24,2.24,2.16,4.32,0.819
3.24,3.24,2.96,5.92,0.843
2.16,2.16,2.92,5.84,0.809
0.6,0.6,2.48,4.96,0.525
2.76,2.76,2.56,5.12,0.83
3.32,3.32,2.2,4.4,0.85
1.44,1.44,2.32,4.64,0.753
0.36,0.36,2.28,4.56,0.41
1.92,1.92,2.72,5.44,0.772
3.84,3.84,2.6,5.2,0.841
3.6,3.6,2.4,4.8,0.863
3.08,3.08,2.0,4.0,0.853
0.88,0.88,2.68,5.36,0.64
0.04,0.04,2.84,5.68,0.126
3.0,3.0,2.76,5.52,0.832
1.72,1.72,2.52,5.04,0.771
0.12,0.12,2.08,4.16,0.214
2.52,2.52,2.36,4.72,0.831
1.12,1.12,2.88,5.76,0.672
1.2,1.2,2.12,4.24,0.753
2.28,2.28,2.16,4.32,0.83
3.28,3.28,2.96,5.92,0.831
2.2,2.2,2.92,5.84,0.789
0.64,0.64,2.48,4.96,0.545
2.8,2.8,2.56,5.12,0.825
1.48,1.48,2.32,4.64,0.747
3.36,3.36,2.2,4.4,0.848
0.4,0.4,2.28,4.56,0.46
3.88,3.88,2.6,5.2,0.86
1.96,1.96,2.72,5.44,0.759
3.64,3.64,2.4,4.8,0.831
0.92,0.92,2.68,5.36,0.615
3.12,3.12,2.0,4.0,0.844
0.16,0.16,2.08,4.16,0.225
1.76,1.76,2.52,5.04,0.789
0.08,0.08,2.84,5.68,0.153
3.04,3.04,2.76,5.52,0.82
2.56,2.56,2.36,4.72,0.841
2.32,2.32,2.16,4.32,0.817
1.24,1.24,2.12,4.24,0.749
3.32,3.32,2.96,5.92,0.833
1.16,1.16,2.88,5.76,0.662
2.84,2.84,2.56,5.12,0.825
2.24,2.24,2.92,5.84,0.777
3.4,3.4,2.2,4.4,0.838
0.68,0.68,2.48,4.96,0.573
0.44,0.44,2.28,4.56,0.457
1.52,1.52,2.32,4.64,0.768
3.92,3.92,2.6,5.2,0.863
2.0,2.0,2.72,5.44,0.766
3.16,3.16,2.0,4.0,0.848
3.68,3.68,2.4,4.8,0.834
0.96,0.96,2.68,5.36,0.637
0.2,0.2,2.08,4.16,0.315
2.6,2.6,2.36,4.72,0.813
1.8,1.8,2.52,5.04,0.795
0.12,0.12,2.84,5.68,0.179
3.08,3.08,2.76,5.52,0.828
2.36,2.36,2.16,4.32,0.809
1.2,1.2,2.88,5.76,0.662
1.28,1.28,2.12,4.24,0.752
3.36,3.36,2.96,5.92,0.828
2.88,2.88,2.56,5.12,0.828
2.28,2.28,2.92,5.84,0.794
3.44,3.44,2.2,4.4,0.854
1.56,1.56,2.32,4.64,0.774
0.48,0.48,2.28,4.56,0.502
0.72,0.72,2.48,4.96,0.58
3.96,3.96,2.6,5.2,0.836
2.04,2.04,2.72,5.44,0.772
3.2,3.2,2.0,4.0,0.839
1.0,1.0,2.68,5.36,0.664
3.72,3.72,2.4,4.8,0.836
0.24,0.24,2.08,4.16,0.329
2.64,2.64,2.36,4.72,0.831
1.84,1.84,2.52,5.04,0.792
3.12,3.12,2.76,5.52,0.844
1.24,1.24,2.88,5.76,0.695
0.16,0.16,2.84,5.68,0.205
2.4,2.4,2.16,4.32,0.823
1.32,1.32,2.12,4.24,0.773
3.4,3.4,2.96,5.92,0.838
2.32,2.32,2.92,5.84,0.827
3.48,3.48,2.2,4.4,0.863
2.92,2.92,2.56,5.12,0.833
1.6,1.6,2.32,4.64,0.788
0.52,0.52,2.28,4.56,0.511
0.76,0.76,2.48,4.96,0.582
4.0,4.0,2.6,5.2,0.839
2.08,2.08,2.72,5.44,0.82
3.24,3.24,2.0,4.0,0.828
1.04,1.04,2.68,5.36,0.662
0.28,0.28,2.08,4.16,0.375
3.76,3.76,2.4,4.8,0.846
2.68,2.68,2.36,4.72,0.839
1.88,1.88,2.52,5.04,0.788
3.16,3.16,2.76,5.52,0.851
0.2,0.2,2.84,5.68,0.221
1.28,1.28,2.88,5.76,0.717
2.44,2.44,2.16,4.32,0.843
3.44,3.44,2.96,5.92,0.829
1.36,1.36,2.12,4.24,0.752
2.36,2.36,2.92,5.84,0.791
2.96,2.96,2.56,5.12,0.838
3.52,3.52,2.2,4.4,0.854
1.64,1.64,2.32,4.64,0.78
0.56,0.56,2.28,4.56,0.514
0.8,0.8,2.48,4.96,0.589
0.0,0.0,2.64,5.28,0.094
2.12,2.12,2.72,5.44,0.795
3.28,3.28,2.0,4.0,0.844
1.08,1.08,2.68,5.36,0.665
3.8,3.8,2.4,4.8,0.845
0.32,0.32,2.08,4.16,0.404
2.72,2.72,2.36,4.72,0.814
1.92,1.92,2.52,5.04,0.804
0.24,0.24,2.84,5.68,0.244
3.2,3.2,2.76,5.52,0.816
1.32,1.32,2.88,5.76,0.692
2.48,2.48,2.16,4.32,0.831
3.48,3.48,2.96,5.92,0.824
1.4,1.4,2.12,4.24,0.761
3.0,3.0,2.56,5.12,0.853
3.56,3.56,2.2,4.4,0.872
2.4,2.4,2.92,5.84,0.804
1.68,1.68,2.32,4.64,0.789
0.6,0.6,2.28,4.56,0.584
0.84,0.84,2.48,4.96,0.632
0.04,0.04,2.64,5.28,0.12
1.12,1.12,2.68,5.36,0.659
2.16,2.16,2.72,5.44,0.774
3.32,3.32,2.0,4.0,0.849
0.36,0.36,2.08,4.16,0.442
2.76,2.76,2.36,4.72,0.836
1.96,1.96,2.52,5.04,0.823
3.84,3.84,2.4,4.8,0.836
0.28,0.28,2.84,5.68,0.304
3.24,3.24,2.76,5.52,0.831
1.36,1.36,2.88,5.76,0.717
3.52,3.52,2.96,5.92,0.844
2.52,2.52,2.16,4.32,0.837
1.44,1.44,2.12,4.24,0.796
3.04,3.04,2.56,5.12,0.82
1.72,1.72,2.32,4.64,0.789
3.6,3.6,2.2,4.4,0.836
2.44,2.44,2.92,5.84,0.787
0.64,0.64,2.28,4.56,0.598
0.88,0.88,2.48,4.96,0.64
0.08,0.08,2.64,5.28,0.167
2.2,2.2,2.72,5.44,0.808
3.36,3.36,2.0,4.0,0.83
1.16,1.16,2.68,5.36,0.679
0.4,0.4,2.08,4.16,0.465
0.32,0.32,2.84,5.68,0.303
2.8,2.8,2.36,4.72,0.841
3.28,3.28,2.76,5.52,0.85
3.88,3.88,2.4,4.8,0.856
2.0,2.0,2.52,5.04,0.784
1.4,1.4,2.88,5.76,0.716
1.48,1.48,2.12,4.24,0.759
3.56,3.56,2.96,5.92,0.825
2.56,2.56,2.16,4.32,0.827
3.08,3.08,2.56,5.12,0.827
1.76,1.76,2.32,4.64,0.809
3.64,3.64,2.2,4.4,0.847
2.48,2.48,2.92,5.84,0.799
0.68,0.68,2.28,4.56,0.572
0.92,0.92,2.48,4.96,0.656
0.12,0.12,2.64,5.28,0.174
3.4,3.4,2.0,4.0,0.854
0.44,0.44,2.08,4.16,0.505
2.24,2.24,2.72,5.44,0.786
0.36,0.36,2.84,5.68,0.373
1.2,1.2,2.68,5.36,0.714
2.04,2.04,2.52,5.04,0.832
3.92,3.92,2.4,4.8,0.86
3.32,3.32,2.76,5.52,0.842
2.84,2.84,2.36,4.72,0.833
2.6,2.6,2.16,4.32,0.842
1.44,1.44,2.88,5.76,0.719
3.6,3.6,2.96,5.92,0.848
1.52,1.52,2.12,4.24,0.803
3.12,3.12,2.56,5.12,0.827
1.8,1.8,2.32,4.64,0.784
2.52,2.52,2.92,5.84,0.794
3.68,3.68,2.2,4.4,0.833
0.96,0.96,2.48,4.96,0.66
0.72,0.72,2.28,4.56,0.595
0.16,0.16,2.64,5.28,0.206
3.44,3.44,2.0,4.0,0.854
0.48,0.48,2.08,4.16,0.542
2.28,2.28,2.72,5.44,0.829
2.08,2.08,2.52,5.04,0.803
0.4,0.4,2.84,5.68,0.382
1.24,1.24,2.68,5.36,0.72
3.96,3.96,2.4,4.8,0.857
3.36,3.36,2.76,5.52,0.865
2.88,2.88,2.36,4.72,0.847
2.64,2.64,2.16,4.32,0.83
1.48,1.48,2.88,5.76,0.739
1.56,1.56,2.12,4.24,0.776
3.64,3.64,2.96,5.92,0.856
3.16,3.16,2.56,5.12,0.833
1.84,1.84,2.32,4.64,0.815
2.56,2.56,2.92,5.84,0.813
3.72,3.72,2.2,4.4,0.834
0.2,0.2,2.64,5.28,0.245
1.0,1.0,2.48,4.96,0.686
3.48,3.48,2.0,4.0,0.852
0.76,0.76,2.28,4.56,0.623
0.52,0.52,2.08,4.16,0.552
2.32,2.32,2.72,5.44,0.814
2.12,2.12,2.52,5.04,0.805
4.0,4.0,2.4,4.8,0.848
0.44,0.44,2.84,5.68,0.404
1.28,1.28,2.68,5.36,0.732
2.92,2.92,2.36,4.72,0.831
2.68,2.68,2.16,4.32,0.816
1.52,1.52,2.88,5.76,0.719
1.6,1.6,2.12,4.24,0.784
3.2,3.2,2.56,5.12,0.845
3.4,3.4,2.76,5.52,0.85
3.76,3.76,2.2,4.4,0.851
3.68,3.68,2.96,5.92,0.832
1.88,1.88,2.32,4.64,0.818
0.24,0.24,2.64,5.28,0.269
3.52,3.52,2.0,4.0,0.844
2.6,2.6,2.92,5.84,0.827
0.56,0.56,2.08,4.16,0.574
2.36,2.36,2.72,5.44,0.804
2.16,2.16,2.52,5.04,0.789
0.48,0.48,2.84,5.68,0.46
1.04,1.04,2.48,4.96,0.716
0.0,0.0,2.44,4.88,0.106
1.32,1.32,2.68,5.36,0.695
2.96,2.96,2.36,4.72,0.84
0.8,0.8,2.28,4.56,0.67
1.56,1.56,2.88,5.76,0.734
1.64,1.64,2.12,4.24,0.803
2.72,2.72,2.16,4.32,0.842
3.24,3.24,2.56,5.12,0.838
3.44,3.44,2.76,5.52,0.839
3.8,3.8,2.2,4.4,0.843
1.92,1.92,2.32,4.64,0.792
0.28,0.28,2.64,5.28,0.301
3.72,3.72,2.96,5.92,0.832
3.56,3.56,2.0,4.0,0.844
0.6,0.6,2.08,4.16,0.576
2.64,2.64,2.92,5.84,0.819
2.4,2.4,2.72,5.44,0.825
0.52,0.52,2.84,5.68,0.451
2.2,2.2,2.52,5.04,0.798
0.04,0.04,2.44,4.88,0.126
1.08,1.08,2.48,4.96,0.707
1.36,1.36,2.68,5.36,0.726
3.0,3.0,2.36,4.72,0.838
0.84,0.84,2.28,4.56,0.65
1.6,1.6,2.88,5.76,0.747
3.28,3.28,2.56,5.12,0.837
2.76,2.76,2.16,4.32,0.842
1.68,1.68,2.12,4.24,0.77
3.84,3.84,2.2,4.4,0.862
1.96,1.96,2.32,4.64,0.795
3.48,3.48,2.76,5.52,0.838
0.32,0.32,2.64,5.28,0.343
3.76,3.76,2.96,5.92,0.864
3.6,3.6,2.0,4.0,0.834
0.64,0.64,2.08,4.16,0.622
0.56,0.56,2.84,5.68,0.499
2.68,2.68,2.92,5.84,0.803
2.44,2.44,2.72,5.44,0.826
2.24,2.24,2.52,5.04,0.826
1.12,1.12,2.48,4.96,0.694
0.08,0.08,2.44,4.88,0.14
3.04,3.04,2.36,4.72,0.867
1.4,1.4,2.68,5.36,0.727
0.88,0.88,2.28,4.56,0.68
1.64,1.64,2.88,5.76,0.75
3.32,3.32,2.56,5.12,0.832
1.72,1.72,2.12,4.24,0.81
2.8,2.8,2.16,4.32,0.834
2.0,2.0,2.32,4.64,0.831
3.88,3.88,2.2,4.4,0.844
3.52,3.52,2.76,5.52,0.847
3.64,3.64,2.0,4.0,0.862
0.36,0.36,2.64,5.28,0.392
0.68,0.68,2.08,4.16,0.618
3.8,3.8,2.96,5.92,0.856
2.72,2.72,2.92,5.84,0.804
0.6,0.6,2.84,5.68,0.492
2.48,2.48,2.72,5.44,0.82
1.16,1.16,2.48,4.96,0.682
3.08,3.08,2.36,4.72,0.844
2.28,2.28,2.52,5.04,0.818
1.44,1.44,2.68,5.36,0.731
0.12,0.12,2.44,4.88,0.174
1.68,1.68,2.88,5.76,0.768
0.92,0.92,2.28,4.56,0.708
1.76,1.76,2.12,4.24,0.795
3.36,3.36,2.56,5.12,0.829
2.84,2.84,2.16,4.32,0.838
3.92,3.92,2.2,4.4,0.854
2.04,2.04,2.32,4.64,0.794
3.56,3.56,2.76,5.52,0.835
3.84,3.84,2.96,5.92,0.851
3.68,3.68,2.0,4.0,0.847
0.4,0.4,2.64,5.28,0.398
2.76,2.76,2.92,5.84,0.817
0.72,0.72,2.08,4.16,0.639
0.64,0.64,2.84,5.68,0.509
3.12,3.12,2.36,4.72,0.823
2.52,2.52,2.72,5.44,0.81
1.48,1.48,2.68,5.36,0.747
2.32,2.32,2.52,5.04,0.805
0.16,0.16,2.44,4.88,0.204
1.2,1.2,2.48,4.96,0.735
1.8,1.8,2.12,4.24,0.824
3.4,3.4,2.56,5.12,0.829
1.72,1.72,2.88,5.76,0.749
0.96,0.96,2.28,4.56,0.7
2.88,2.88,2.16,4.32,0.845
3.96,3.96,2.2,4.4,0.852
3.6,3.6,2.76,5.52,0.838
2.08,2.08,2.32,4.64,0.799
3.88,3.88,2.96,5.92,0.827
0.68,0.68,2.84,5.68,0.496
0.76,0.76,2.08,4.16,0.665
0.44,0.44,2.64,5.28,0.441
3.72,3.72,2.0,4.0,0.856
2.8,2.8,2.92,5.84,0.797
2.56,2.56,2.72,5.44,0.82
1.52,1.52,2.68,5.36,0.749
2.36,2.36,2.52,5.04,0.815
0.2,0.2,2.44,4.88,0.256
1.24,1.24,2.48,4.96,0.724
3.16,3.16,2.36,4.72,0.851
1.84,1.84,2.12,4.24,0.815
1.76,1.76,2.88,5.76,0.767
2.92,2.92,2.16,4.32,0.841
3.44,3.44,2.56,5.12,0.836
1.0,1.0,2.28,4.56,0.703
3.64,3.64,2.76,5.52,0.853
4.0,4.0,2.2,4.4,0.841
3.92,3.92,2.96,5.92,0.834
2.12,2.12,2.32,4.64,0.826
0.72,0.72,2.84,5.68,0.544
0.48,0.48,2.64,5.28,0.443
0.8,0.8,2.08,4.16,0.65
3.76,3.76,2.0,4.0,0.856
2.84,2.84,2.92,5.84,0.868
0.24,0.24,2.44,4.88,0.3
2.6,2.6,2.72,5.44,0.818
1.56,1.56,2.68,5.36,0.751
3.2,3.2,2.36,4.72,0.832
1.28,1.28,2.48,4.96,0.73
2.4,2.4,2.52,5.04,0.819
1.88,1.88,2.12,4.24,0.817
1.8,1.8,2.88,5.76,0.781
3.48,3.48,2.56,5.12,0.852
2.96,2.96,2.16,4.32,0.85
1.04,1.04,2.28,4.56,0.715
3.68,3.68,2.76,5.52,0.854
0.0,0.0,2.24,4.48,0.101
2.16,2.16,2.32,4.64,0.836
3.96,3.96,2.96,5.92,0.855
0.84,0.84,2.08,4.16,0.692
0.52,0.52,2.64,5.28,0.505
0.76,0.76,2.84,5.68,0.553
3.8,3.8,2.0,4.0,0.834
2.88,2.88,2.92,5.84,0.822
2.64,2.64,2.72,5.44,0.832
0.28,0.28,2.44,4.88,0.337
1.32,1.32,2.48,4.96,0.722
3.24,3.24,2.36,4.72,0.84
1.6,1.6,2.68,5.36,0.747
2.44,2.44,2.52,5.04,0.821
1.92,1.92,2.12,4.24,0.8
1.84,1.84,2.88,5.76,0.779
3.52,3.52,2.56,5.12,0.835
3.0,3.0,2.16,4.32,0.84
1.08,1.08,2.28,4.56,0.714
3.72,3.72,2.76,5.52,0.844
