,$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
105,0.04,0.08,0.16,0.16,0.417
106,0.04,0.08,0.2,0.2,0.432
107,0.04,0.08,0.24,0.24,0.344
108,0.04,0.08,0.28,0.28,0.345
109,0.04,0.08,0.32,0.32,0.33
110,0.04,0.08,0.36,0.36,0.372
111,0.04,0.08,0.4,0.4,0.439
112,0.04,0.08,0.44,0.44,0.483
113,0.04,0.08,0.48,0.48,0.572
114,0.04,0.08,0.52,0.52,0.616
115,0.04,0.08,0.56,0.56,0.657
116,0.04,0.08,0.6,0.6,0.675
117,0.04,0.08,0.64,0.64,0.727
118,0.04,0.08,0.68,0.68,0.747
119,0.04,0.08,0.72,0.72,0.776
120,0.04,0.08,0.76,0.76,0.818
121,0.04,0.08,0.8,0.8,0.787
122,0.04,0.08,0.84,0.84,0.794
123,0.04,0.08,0.88,0.88,0.778
124,0.04,0.08,0.92,0.92,0.767
125,0.04,0.08,0.96,0.96,0.757
126,0.04,0.08,1,1,0.76
127,0.04,0.08,1.04,1.04,0.743
128,0.04,0.08,1.08,1.08,0.704
129,0.04,0.08,1.12,1.12,0.701
130,0.04,0.08,1.16,1.16,0.7
131,0.04,0.08,1.2,1.2,0.658
132,0.04,0.08,1.24,1.24,0.647
133,0.04,0.08,1.28,1.28,0.637
134,0.04,0.08,1.32,1.32,0.612
135,0.04,0.08,1.36,1.36,0.623
136,0.04,0.08,1.4,1.4,0.632
137,0.04,0.08,1.44,1.44,0.597
138,0.04,0.08,1.48,1.48,0.559
139,0.04,0.08,1.52,1.52,0.55
140,0.04,0.08,1.56,1.56,0.548
141,0.04,0.08,1.6,1.6,0.534
142,0.04,0.08,1.64,1.64,0.518
143,0.04,0.08,1.68,1.68,0.518
144,0.04,0.08,1.72,1.72,0.521
145,0.04,0.08,1.76,1.76,0.498
146,0.04,0.08,1.8,1.8,0.508
147,0.04,0.08,1.84,1.84,0.473
148,0.04,0.08,1.88,1.88,0.492
149,0.04,0.08,1.92,1.92,0.442
150,0.04,0.08,1.96,1.96,0.454
151,0.04,0.08,2,2,0.476
152,0.04,0.08,2.04,2.04,0.447
153,0.04,0.08,2.08,2.08,0.436
154,0.04,0.08,2.12,2.12,0.456
155,0.04,0.08,2.16,2.16,0.442
156,0.04,0.08,2.2,2.2,0.429
157,0.04,0.08,2.24,2.24,0.421
158,0.04,0.08,2.28,2.28,0.39
159,0.04,0.08,2.32,2.32,0.398
160,0.04,0.08,2.36,2.36,0.406
161,0.04,0.08,2.4,2.4,0.43
162,0.04,0.08,2.44,2.44,0.399
163,0.04,0.08,2.48,2.48,0.396
164,0.04,0.08,2.52,2.52,0.397
165,0.04,0.08,2.56,2.56,0.405
166,0.04,0.08,2.6,2.6,0.411
167,0.04,0.08,2.64,2.64,0.393
168,0.04,0.08,2.68,2.68,0.371
169,0.04,0.08,2.72,2.72,0.359
170,0.04,0.08,2.76,2.76,0.384
171,0.04,0.08,2.8,2.8,0.351
172,0.04,0.08,2.84,2.84,0.354
173,0.04,0.08,2.88,2.88,0.368
174,0.04,0.08,2.92,2.92,0.358
175,0.04,0.08,2.96,2.96,0.37
176,0.04,0.08,3,3,0.353
177,0.04,0.08,3.04,3.04,0.361
178,0.04,0.08,3.08,3.08,0.344
179,0.04,0.08,3.12,3.12,0.378
180,0.04,0.08,3.16,3.16,0.393
181,0.04,0.08,3.2,3.2,0.331
182,0.04,0.08,3.24,3.24,0.332
183,0.04,0.08,3.28,3.28,0.37
184,0.04,0.08,3.32,3.32,0.328
185,0.04,0.08,3.36,3.36,0.36
186,0.04,0.08,3.4,3.4,0.339
187,0.04,0.08,3.44,3.44,0.373
188,0.04,0.08,3.48,3.48,0.331
189,0.04,0.08,3.52,3.52,0.327
190,0.04,0.08,3.56,3.56,0.342
191,0.04,0.08,3.6,3.6,0.317
192,0.04,0.08,3.64,3.64,0.328
193,0.04,0.08,3.68,3.68,0.337
194,0.04,0.08,3.72,3.72,0.356
195,0.04,0.08,3.76,3.76,0.299
196,0.04,0.08,3.8,3.8,0.341
197,0.04,0.08,3.84,3.84,0.336
198,0.04,0.08,3.88,3.88,0.319
199,0.04,0.08,3.92,3.92,0.334
200,0.04,0.08,3.96,3.96,0.317
201,0.04,0.08,4,4,0.313
202,0.08,0.16,0,0,0.088
203,0.08,0.16,0.04,0.04,0.704
204,0.08,0.16,0.08,0.08,0.795
205,0.08,0.16,0.12,0.12,0.744
206,0.08,0.16,0.16,0.16,0.709
207,0.08,0.16,0.2,0.2,0.62
208,0.08,0.16,0.24,0.24,0.554
209,0.08,0.16,0.28,0.28,0.556
210,0.08,0.16,0.32,0.32,0.564
211,0.08,0.16,0.36,0.36,0.616
212,0.08,0.16,0.4,0.4,0.672
213,0.08,0.16,0.44,0.44,0.733
214,0.08,0.16,0.48,0.48,0.749
215,0.08,0.16,0.52,0.52,0.801
216,0.08,0.16,0.56,0.56,0.829
217,0.08,0.16,0.6,0.6,0.849
218,0.08,0.16,0.64,0.64,0.862
219,0.08,0.16,0.68,0.68,0.868
220,0.08,0.16,0.72,0.72,0.883
221,0.08,0.16,0.76,0.76,0.892
222,0.08,0.16,0.8,0.8,0.911
223,0.08,0.16,0.84,0.84,0.858
224,0.08,0.16,0.88,0.88,0.865
225,0.08,0.16,0.92,0.92,0.887
226,0.08,0.16,0.96,0.96,0.87
227,0.08,0.16,1,1,0.847
228,0.08,0.16,1.04,1.04,0.82
229,0.08,0.16,1.08,1.08,0.796
230,0.08,0.16,1.12,1.12,0.784
231,0.08,0.16,1.16,1.16,0.795
232,0.08,0.16,1.2,1.2,0.757
233,0.08,0.16,1.24,1.24,0.748
234,0.08,0.16,1.28,1.28,0.748
235,0.08,0.16,1.32,1.32,0.707
236,0.08,0.16,1.36,1.36,0.689
237,0.08,0.16,1.4,1.4,0.672
238,0.08,0.16,1.44,1.44,0.657
239,0.08,0.16,1.48,1.48,0.679
