$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
0.6,0.6,2.8,4.8,0.507
2.64,2.64,2.88,4.88,0.84
0.08,0.08,2.4,4.4,0.164
3.88,3.88,2.16,4.16,0.87
3.76,3.76,2.92,4.92,0.866
0.76,0.76,2.04,4.04,0.682
1.96,1.96,2.08,4.08,0.828
0.88,0.88,2.24,4.24,0.68
2.24,2.24,2.48,4.48,0.816
1.16,1.16,2.44,4.4399999999999995,0.709
1.6,1.6,2.84,4.84,0.761
2.52,2.52,2.68,4.68,0.856
0.28,0.28,2.6,4.6,0.325
3.6,3.6,2.72,4.720000000000001,0.852
1.44,1.44,2.64,4.640000000000001,0.737
0.76,0.76,3.0,5.0,0.571
0.64,0.64,2.8,4.8,0.53
0.8,0.8,2.04,4.04,0.682
2.92,2.92,2.12,4.12,0.848
1.96,1.96,2.28,4.279999999999999,0.807
0.12,0.12,2.4,4.4,0.18
3.08,3.08,2.32,4.32,0.847
3.32,3.32,2.52,4.52,0.858
3.92,3.92,2.16,4.16,0.857
2.68,2.68,2.88,4.88,0.841
2.0,2.0,2.08,4.08,0.804
0.92,0.92,2.24,4.24,0.681
3.8,3.8,2.92,4.92,0.869
2.56,2.56,2.68,4.68,0.834
1.2,1.2,2.44,4.4399999999999995,0.744
1.64,1.64,2.84,4.84,0.764
0.32,0.32,2.6,4.6,0.36
2.28,2.28,2.48,4.48,0.814
3.64,3.64,2.72,4.720000000000001,0.864
0.68,0.68,2.8,4.8,0.551
0.8,0.8,3.0,5.0,0.595
1.48,1.48,2.64,4.640000000000001,0.736
2.72,2.72,2.88,4.88,0.838
0.84,0.84,2.04,4.04,0.662
0.16,0.16,2.4,4.4,0.223
3.12,3.12,2.32,4.32,0.843
3.36,3.36,2.52,4.52,0.847
3.96,3.96,2.16,4.16,0.836
2.0,2.0,2.28,4.279999999999999,0.796
2.96,2.96,2.12,4.12,0.857
2.04,2.04,2.08,4.08,0.815
0.96,0.96,2.24,4.24,0.693
2.6,2.6,2.68,4.68,0.807
2.32,2.32,2.48,4.48,0.814
3.68,3.68,2.72,4.720000000000001,0.842
1.68,1.68,2.84,4.84,0.768
3.84,3.84,2.92,4.92,0.835
0.36,0.36,2.6,4.6,0.398
1.24,1.24,2.44,4.4399999999999995,0.761
0.72,0.72,2.8,4.8,0.577
0.84,0.84,3.0,5.0,0.57
0.88,0.88,2.04,4.04,0.71
2.76,2.76,2.88,4.88,0.836
3.4,3.4,2.52,4.52,0.856
1.52,1.52,2.64,4.640000000000001,0.785
3.16,3.16,2.32,4.32,0.869
0.2,0.2,2.4,4.4,0.265
3.0,3.0,2.12,4.12,0.851
2.04,2.04,2.28,4.279999999999999,0.816
3.72,3.72,2.72,4.720000000000001,0.88
4.0,4.0,2.16,4.16,0.847
2.08,2.08,2.08,4.08,0.82
2.36,2.36,2.48,4.48,0.825
0.76,0.76,2.8,4.8,0.62
0.4,0.4,2.6,4.6,0.42
1.0,1.0,2.24,4.24,0.713
2.64,2.64,2.68,4.68,0.833
0.88,0.88,3.0,5.0,0.615
3.88,3.88,2.92,4.92,0.838
1.72,1.72,2.84,4.84,0.755
1.28,1.28,2.44,4.4399999999999995,0.728
0.92,0.92,2.04,4.04,0.702
2.8,2.8,2.88,4.88,0.852
3.44,3.44,2.52,4.52,0.863
1.56,1.56,2.64,4.640000000000001,0.752
3.04,3.04,2.12,4.12,0.844
3.2,3.2,2.32,4.32,0.855
0.24,0.24,2.4,4.4,0.332
0.8,0.8,2.8,4.8,0.58
3.76,3.76,2.72,4.720000000000001,0.849
0.0,0.0,2.2,4.2,0.105
2.68,2.68,2.68,4.68,0.851
3.92,3.92,2.92,4.92,0.846
0.44,0.44,2.6,4.6,0.442
2.4,2.4,2.48,4.48,0.83
2.08,2.08,2.28,4.279999999999999,0.829
1.76,1.76,2.84,4.84,0.765
1.32,1.32,2.44,4.4399999999999995,0.765
2.12,2.12,2.08,4.08,0.823
0.92,0.92,3.0,5.0,0.623
1.04,1.04,2.24,4.24,0.719
3.48,3.48,2.52,4.52,0.839
1.6,1.6,2.64,4.640000000000001,0.78
3.08,3.08,2.12,4.12,0.842
0.96,0.96,2.04,4.04,0.701
3.24,3.24,2.32,4.32,0.855
2.84,2.84,2.88,4.88,0.832
0.28,0.28,2.4,4.4,0.331
3.96,3.96,2.92,4.92,0.858
2.16,2.16,2.08,4.08,0.83
1.8,1.8,2.84,4.84,0.772
2.72,2.72,2.68,4.68,0.852
0.84,0.84,2.8,4.8,0.607
3.8,3.8,2.72,4.720000000000001,0.862
0.04,0.04,2.2,4.2,0.135
0.48,0.48,2.6,4.6,0.473
2.44,2.44,2.48,4.48,0.831
2.12,2.12,2.28,4.279999999999999,0.816
1.36,1.36,2.44,4.4399999999999995,0.781
0.96,0.96,3.0,5.0,0.633
3.12,3.12,2.12,4.12,0.843
1.64,1.64,2.64,4.640000000000001,0.778
1.08,1.08,2.24,4.24,0.728
1.0,1.0,2.04,4.04,0.726
3.52,3.52,2.52,4.52,0.857
4.0,4.0,2.92,4.92,0.836
3.28,3.28,2.32,4.32,0.847
1.84,1.84,2.84,4.84,0.782
2.2,2.2,2.08,4.08,0.839
2.88,2.88,2.88,4.88,0.827
0.32,0.32,2.4,4.4,0.361
2.76,2.76,2.68,4.68,0.84
3.84,3.84,2.72,4.720000000000001,0.873
0.08,0.08,2.2,4.2,0.164
0.88,0.88,2.8,4.8,0.622
0.52,0.52,2.6,4.6,0.501
2.48,2.48,2.48,4.48,0.84
1.0,1.0,3.0,5.0,0.635
1.4,1.4,2.44,4.4399999999999995,0.766
1.68,1.68,2.64,4.640000000000001,0.807
2.16,2.16,2.28,4.279999999999999,0.819
3.56,3.56,2.52,4.52,0.847
1.12,1.12,2.24,4.24,0.743
3.16,3.16,2.12,4.12,0.846
1.04,1.04,2.04,4.04,0.726
0.0,0.0,2.96,4.96,0.097
0.36,0.36,2.4,4.4,0.4
2.8,2.8,2.68,4.68,0.821
0.92,0.92,2.8,4.8,0.634
2.24,2.24,2.08,4.08,0.819
2.92,2.92,2.88,4.88,0.848
0.12,0.12,2.2,4.2,0.178
2.52,2.52,2.48,4.48,0.827
3.32,3.32,2.32,4.32,0.864
1.88,1.88,2.84,4.84,0.795
3.88,3.88,2.72,4.720000000000001,0.857
0.56,0.56,2.6,4.6,0.548
2.2,2.2,2.28,4.279999999999999,0.838
1.72,1.72,2.64,4.640000000000001,0.788
0.04,0.04,2.96,4.96,0.112
1.04,1.04,3.0,5.0,0.645
1.44,1.44,2.44,4.4399999999999995,0.759
1.08,1.08,2.04,4.04,0.738
3.6,3.6,2.52,4.52,0.851
1.16,1.16,2.24,4.24,0.729
3.2,3.2,2.12,4.12,0.847
0.4,0.4,2.4,4.4,0.434
2.28,2.28,2.08,4.08,0.815
0.96,0.96,2.8,4.8,0.667
2.56,2.56,2.48,4.48,0.832
3.92,3.92,2.72,4.720000000000001,0.856
2.84,2.84,2.68,4.68,0.821
2.96,2.96,2.88,4.88,0.824
0.16,0.16,2.2,4.2,0.245
1.92,1.92,2.84,4.84,0.82
3.36,3.36,2.32,4.32,0.835
0.6,0.6,2.6,4.6,0.537
1.12,1.12,2.04,4.04,0.724
0.08,0.08,2.96,4.96,0.159
1.76,1.76,2.64,4.640000000000001,0.766
2.24,2.24,2.28,4.279999999999999,0.845
2.6,2.6,2.48,4.48,0.811
3.24,3.24,2.12,4.12,0.872
1.08,1.08,3.0,5.0,0.658
1.48,1.48,2.44,4.4399999999999995,0.775
1.2,1.2,2.24,4.24,0.721
3.64,3.64,2.52,4.52,0.849
0.44,0.44,2.4,4.4,0.496
1.0,1.0,2.8,4.8,0.664
3.96,3.96,2.72,4.720000000000001,0.855
0.64,0.64,2.6,4.6,0.558
3.0,3.0,2.88,4.88,0.821
2.32,2.32,2.08,4.08,0.819
1.96,1.96,2.84,4.84,0.777
2.88,2.88,2.68,4.68,0.835
0.12,0.12,2.96,4.96,0.196
2.64,2.64,2.48,4.48,0.842
0.2,0.2,2.2,4.2,0.283
1.8,1.8,2.64,4.640000000000001,0.78
3.4,3.4,2.32,4.32,0.84
1.16,1.16,2.04,4.04,0.748
2.28,2.28,2.28,4.279999999999999,0.819
3.28,3.28,2.12,4.12,0.843
3.04,3.04,2.88,4.88,0.835
1.24,1.24,2.24,4.24,0.77
1.12,1.12,3.0,5.0,0.653
1.04,1.04,2.8,4.8,0.668
1.52,1.52,2.44,4.4399999999999995,0.776
3.68,3.68,2.52,4.52,0.858
0.48,0.48,2.4,4.4,0.479
2.36,2.36,2.08,4.08,0.826
4.0,4.0,2.72,4.720000000000001,0.859
0.68,0.68,2.6,4.6,0.593
0.24,0.24,2.2,4.2,0.305
2.68,2.68,2.48,4.48,0.854
2.0,2.0,2.84,4.84,0.783
2.92,2.92,2.68,4.68,0.845
1.84,1.84,2.64,4.640000000000001,0.794
3.44,3.44,2.32,4.32,0.856
0.16,0.16,2.96,4.96,0.182
1.2,1.2,2.04,4.04,0.743
2.32,2.32,2.28,4.279999999999999,0.826
3.32,3.32,2.12,4.12,0.851
1.08,1.08,2.8,4.8,0.689
1.28,1.28,2.24,4.24,0.754
1.16,1.16,3.0,5.0,0.686
3.72,3.72,2.52,4.52,0.84
0.72,0.72,2.6,4.6,0.575
0.52,0.52,2.4,4.4,0.534
3.08,3.08,2.88,4.88,0.848
2.4,2.4,2.08,4.08,0.844
1.56,1.56,2.44,4.4399999999999995,0.784
3.48,3.48,2.32,4.32,0.831
0.0,0.0,2.76,4.76,0.125
0.2,0.2,2.96,4.96,0.229
2.96,2.96,2.68,4.68,0.831
0.28,0.28,2.2,4.2,0.361
1.88,1.88,2.64,4.640000000000001,0.784
2.72,2.72,2.48,4.48,0.843
1.24,1.24,2.04,4.04,0.768
3.36,3.36,2.12,4.12,0.856
2.04,2.04,2.84,4.84,0.807
1.2,1.2,3.0,5.0,0.706
3.76,3.76,2.52,4.52,0.845
3.12,3.12,2.88,4.88,0.849
2.36,2.36,2.28,4.279999999999999,0.832
0.76,0.76,2.6,4.6,0.644
1.12,1.12,2.8,4.8,0.686
1.32,1.32,2.24,4.24,0.779
0.56,0.56,2.4,4.4,0.546
2.44,2.44,2.08,4.08,0.835
3.52,3.52,2.32,4.32,0.835
0.24,0.24,2.96,4.96,0.266
3.0,3.0,2.68,4.68,0.847
0.32,0.32,2.2,4.2,0.388
0.04,0.04,2.76,4.76,0.118
1.28,1.28,2.04,4.04,0.773
1.6,1.6,2.44,4.4399999999999995,0.75
1.92,1.92,2.64,4.640000000000001,0.781
2.76,2.76,2.48,4.48,0.82
2.08,2.08,2.84,4.84,0.805
3.4,3.4,2.12,4.12,0.852
3.8,3.8,2.52,4.52,0.841
1.24,1.24,3.0,5.0,0.701
2.4,2.4,2.28,4.279999999999999,0.852
1.36,1.36,2.24,4.24,0.779
3.16,3.16,2.88,4.88,0.842
3.56,3.56,2.32,4.32,0.839
1.16,1.16,2.8,4.8,0.695
0.8,0.8,2.6,4.6,0.623
0.6,0.6,2.4,4.4,0.564
0.28,0.28,2.96,4.96,0.302
0.36,0.36,2.2,4.2,0.431
0.08,0.08,2.76,4.76,0.162
3.04,3.04,2.68,4.68,0.833
2.48,2.48,2.08,4.08,0.823
1.32,1.32,2.04,4.04,0.759
3.84,3.84,2.52,4.52,0.862
3.44,3.44,2.12,4.12,0.856
1.64,1.64,2.44,4.4399999999999995,0.778
2.8,2.8,2.48,4.48,0.825
1.28,1.28,3.0,5.0,0.672
1.4,1.4,2.24,4.24,0.766
2.12,2.12,2.84,4.84,0.808
1.96,1.96,2.64,4.640000000000001,0.784
3.2,3.2,2.88,4.88,0.839
2.44,2.44,2.28,4.279999999999999,0.837
0.32,0.32,2.96,4.96,0.327
1.2,1.2,2.8,4.8,0.694
0.84,0.84,2.6,4.6,0.618
3.6,3.6,2.32,4.32,0.875
0.4,0.4,2.2,4.2,0.464
0.64,0.64,2.4,4.4,0.556
0.12,0.12,2.76,4.76,0.172
3.88,3.88,2.52,4.52,0.841
3.48,3.48,2.12,4.12,0.861
2.52,2.52,2.08,4.08,0.846
2.84,2.84,2.48,4.48,0.817
3.08,3.08,2.68,4.68,0.82
1.36,1.36,2.04,4.04,0.76
1.32,1.32,3.0,5.0,0.724
1.44,1.44,2.24,4.24,0.756
1.68,1.68,2.44,4.4399999999999995,0.781
2.48,2.48,2.28,4.279999999999999,0.835
1.24,1.24,2.8,4.8,0.702
2.16,2.16,2.84,4.84,0.798
0.36,0.36,2.96,4.96,0.371
3.24,3.24,2.88,4.88,0.845
2.0,2.0,2.64,4.640000000000001,0.804
0.88,0.88,2.6,4.6,0.652
3.64,3.64,2.32,4.32,0.873
3.92,3.92,2.52,4.52,0.86
0.44,0.44,2.2,4.2,0.494
2.56,2.56,2.08,4.08,0.867
0.16,0.16,2.76,4.76,0.211
3.52,3.52,2.12,4.12,0.851
2.88,2.88,2.48,4.48,0.838
0.68,0.68,2.4,4.4,0.59
1.36,1.36,3.0,5.0,0.734
1.72,1.72,2.44,4.4399999999999995,0.784
1.4,1.4,2.04,4.04,0.775
2.52,2.52,2.28,4.279999999999999,0.843
1.28,1.28,2.8,4.8,0.713
0.4,0.4,2.96,4.96,0.4
3.12,3.12,2.68,4.68,0.847
3.28,3.28,2.88,4.88,0.842
2.2,2.2,2.84,4.84,0.8
1.48,1.48,2.24,4.24,0.784
0.92,0.92,2.6,4.6,0.654
2.04,2.04,2.64,4.640000000000001,0.797
0.2,0.2,2.76,4.76,0.248
3.56,3.56,2.12,4.12,0.853
3.68,3.68,2.32,4.32,0.85
2.92,2.92,2.48,4.48,0.856
3.96,3.96,2.52,4.52,0.855
0.48,0.48,2.2,4.2,0.53
1.76,1.76,2.44,4.4399999999999995,0.783
1.32,1.32,2.8,4.8,0.746
0.44,0.44,2.96,4.96,0.396
2.6,2.6,2.08,4.08,0.826
2.56,2.56,2.28,4.279999999999999,0.848
0.72,0.72,2.4,4.4,0.635
1.44,1.44,2.04,4.04,0.788
1.4,1.4,3.0,5.0,0.706
3.16,3.16,2.68,4.68,0.841
3.32,3.32,2.88,4.88,0.838
1.52,1.52,2.24,4.24,0.793
2.24,2.24,2.84,4.84,0.812
0.96,0.96,2.6,4.6,0.661
2.08,2.08,2.64,4.640000000000001,0.799
3.6,3.6,2.12,4.12,0.867
0.24,0.24,2.76,4.76,0.265
2.96,2.96,2.48,4.48,0.832
1.36,1.36,2.8,4.8,0.751
0.52,0.52,2.2,4.2,0.529
3.72,3.72,2.32,4.32,0.855
1.8,1.8,2.44,4.4399999999999995,0.807
0.48,0.48,2.96,4.96,0.419
1.48,1.48,2.04,4.04,0.795
4.0,4.0,2.52,4.52,0.861
0.76,0.76,2.4,4.4,0.644
3.36,3.36,2.88,4.88,0.861
3.2,3.2,2.68,4.68,0.864
2.6,2.6,2.28,4.279999999999999,0.828
2.64,2.64,2.08,4.08,0.848
1.44,1.44,3.0,5.0,0.714
1.56,1.56,2.24,4.24,0.79
2.28,2.28,2.84,4.84,0.819
0.28,0.28,2.76,4.76,0.33
3.0,3.0,2.48,4.48,0.84
2.12,2.12,2.64,4.640000000000001,0.801
0.56,0.56,2.2,4.2,0.553
3.64,3.64,2.12,4.12,0.836
1.52,1.52,2.04,4.04,0.81
1.0,1.0,2.6,4.6,0.698
0.52,0.52,2.96,4.96,0.477
1.4,1.4,2.8,4.8,0.733
0.0,0.0,2.56,4.5600000000000005,0.077
3.76,3.76,2.32,4.32,0.854
1.84,1.84,2.44,4.4399999999999995,0.807
3.4,3.4,2.88,4.88,0.852
2.68,2.68,2.08,4.08,0.853
0.8,0.8,2.4,4.4,0.636
2.64,2.64,2.28,4.279999999999999,0.846
3.24,3.24,2.68,4.68,0.847
2.32,2.32,2.84,4.84,0.805
3.04,3.04,2.48,4.48,0.84
1.48,1.48,3.0,5.0,0.729
3.68,3.68,2.12,4.12,0.863
2.16,2.16,2.64,4.640000000000001,0.825
1.6,1.6,2.24,4.24,0.772
0.32,0.32,2.76,4.76,0.341
0.56,0.56,2.96,4.96,0.505
0.6,0.6,2.2,4.2,0.59
1.56,1.56,2.04,4.04,0.8
1.44,1.44,2.8,4.8,0.74
3.8,3.8,2.32,4.32,0.882
1.04,1.04,2.6,4.6,0.705
0.04,0.04,2.56,4.5600000000000005,0.122
0.84,0.84,2.4,4.4,0.657
2.72,2.72,2.08,4.08,0.821
2.68,2.68,2.28,4.279999999999999,0.836
1.88,1.88,2.44,4.4399999999999995,0.815
3.44,3.44,2.88,4.88,0.844
3.28,3.28,2.68,4.68,0.849
2.2,2.2,2.64,4.640000000000001,0.826
2.36,2.36,2.84,4.84,0.802
3.08,3.08,2.48,4.48,0.856
3.72,3.72,2.12,4.12,0.848
0.36,0.36,2.76,4.76,0.349
1.48,1.48,2.8,4.8,0.737
1.64,1.64,2.24,4.24,0.79
0.64,0.64,2.2,4.2,0.59
1.52,1.52,3.0,5.0,0.757
1.08,1.08,2.6,4.6,0.676
1.6,1.6,2.04,4.04,0.774
0.6,0.6,2.96,4.96,0.497
3.84,3.84,2.32,4.32,0.846
0.08,0.08,2.56,4.5600000000000005,0.157
2.76,2.76,2.08,4.08,0.844
1.92,1.92,2.44,4.4399999999999995,0.754
0.88,0.88,2.4,4.4,0.664
3.32,3.32,2.68,4.68,0.856
2.72,2.72,2.28,4.279999999999999,0.852
3.76,3.76,2.12,4.12,0.851
2.24,2.24,2.64,4.640000000000001,0.813
3.48,3.48,2.88,4.88,0.841
3.12,3.12,2.48,4.48,0.85
1.68,1.68,2.24,4.24,0.816
0.4,0.4,2.76,4.76,0.415
1.52,1.52,2.8,4.8,0.782
2.4,2.4,2.84,4.84,0.812
0.68,0.68,2.2,4.2,0.654
1.56,1.56,3.0,5.0,0.699
1.12,1.12,2.6,4.6,0.719
0.92,0.92,2.4,4.4,0.688
1.64,1.64,2.04,4.04,0.809
3.88,3.88,2.32,4.32,0.874
2.8,2.8,2.08,4.08,0.84
0.64,0.64,2.96,4.96,0.539
3.8,3.8,2.12,4.12,0.859
2.76,2.76,2.28,4.279999999999999,0.843
3.52,3.52,2.88,4.88,0.854
0.12,0.12,2.56,4.5600000000000005,0.187
2.28,2.28,2.64,4.640000000000001,0.808
1.96,1.96,2.44,4.4399999999999995,0.799
3.36,3.36,2.68,4.68,0.839
2.44,2.44,2.84,4.84,0.827
0.44,0.44,2.76,4.76,0.438
1.56,1.56,2.8,4.8,0.763
3.16,3.16,2.48,4.48,0.859
1.72,1.72,2.24,4.24,0.807
0.72,0.72,2.2,4.2,0.643
0.96,0.96,2.4,4.4,0.668
1.6,1.6,3.0,5.0,0.744
2.8,2.8,2.28,4.279999999999999,0.834
3.92,3.92,2.32,4.32,0.859
3.56,3.56,2.88,4.88,0.837
0.16,0.16,2.56,4.5600000000000005,0.236
0.68,0.68,2.96,4.96,0.551
1.68,1.68,2.04,4.04,0.815
1.16,1.16,2.6,4.6,0.704
2.32,2.32,2.64,4.640000000000001,0.825
2.84,2.84,2.08,4.08,0.841
2.48,2.48,2.84,4.84,0.847
2.0,2.0,2.44,4.4399999999999995,0.813
3.84,3.84,2.12,4.12,0.856
3.4,3.4,2.68,4.68,0.855
0.48,0.48,2.76,4.76,0.456
1.76,1.76,2.24,4.24,0.795
1.6,1.6,2.8,4.8,0.751
1.0,1.0,2.4,4.4,0.703
1.64,1.64,3.0,5.0,0.778
3.2,3.2,2.48,4.48,0.846
0.76,0.76,2.2,4.2,0.622
0.72,0.72,2.96,4.96,0.553
2.84,2.84,2.28,4.279999999999999,0.842
3.6,3.6,2.88,4.88,0.858
1.72,1.72,2.04,4.04,0.804
2.36,2.36,2.64,4.640000000000001,0.828
2.52,2.52,2.84,4.84,0.812
0.2,0.2,2.56,4.5600000000000005,0.24
3.96,3.96,2.32,4.32,0.857
2.88,2.88,2.08,4.08,0.835
0.52,0.52,2.76,4.76,0.496
1.2,1.2,2.6,4.6,0.712
3.88,3.88,2.12,4.12,0.829
3.44,3.44,2.68,4.68,0.841
2.04,2.04,2.44,4.4399999999999995,0.799
1.8,1.8,2.24,4.24,0.794
1.04,1.04,2.4,4.4,0.715
1.64,1.64,2.8,4.8,0.767
1.68,1.68,3.0,5.0,0.772
2.56,2.56,2.84,4.84,0.825
0.76,0.76,2.96,4.96,0.565
2.88,2.88,2.28,4.279999999999999,0.838
2.4,2.4,2.64,4.640000000000001,0.828
1.76,1.76,2.04,4.04,0.803
3.64,3.64,2.88,4.88,0.847
4.0,4.0,2.32,4.32,0.859
0.8,0.8,2.2,4.2,0.653
3.24,3.24,2.48,4.48,0.848
0.24,0.24,2.56,4.5600000000000005,0.287
0.56,0.56,2.76,4.76,0.488
2.92,2.92,2.08,4.08,0.845
3.92,3.92,2.12,4.12,0.857
3.48,3.48,2.68,4.68,0.858
1.84,1.84,2.24,4.24,0.812
1.24,1.24,2.6,4.6,0.706
2.08,2.08,2.44,4.4399999999999995,0.825
1.8,1.8,2.04,4.04,0.808
0.84,0.84,2.2,4.2,0.667
0.0,0.0,2.36,4.359999999999999,0.097
1.72,1.72,3.0,5.0,0.781
1.68,1.68,2.8,4.8,0.775
2.6,2.6,2.84,4.84,0.83
1.08,1.08,2.4,4.4,0.737
2.44,2.44,2.64,4.640000000000001,0.805
3.68,3.68,2.88,4.88,0.866
0.8,0.8,2.96,4.96,0.593
3.28,3.28,2.48,4.48,0.85
2.92,2.92,2.28,4.279999999999999,0.846
1.88,1.88,2.24,4.24,0.826
0.6,0.6,2.76,4.76,0.506
0.28,0.28,2.56,4.5600000000000005,0.33
3.52,3.52,2.68,4.68,0.867
2.96,2.96,2.08,4.08,0.843
3.96,3.96,2.12,4.12,0.826
0.04,0.04,2.36,4.359999999999999,0.151
1.28,1.28,2.6,4.6,0.733
2.64,2.64,2.84,4.84,0.821
1.84,1.84,2.04,4.04,0.806
0.88,0.88,2.2,4.2,0.679
1.72,1.72,2.8,4.8,0.791
2.12,2.12,2.44,4.4399999999999995,0.834
1.76,1.76,3.0,5.0,0.793
3.72,3.72,2.88,4.88,0.836
0.84,0.84,2.96,4.96,0.593
1.12,1.12,2.4,4.4,0.721
2.96,2.96,2.28,4.279999999999999,0.849
2.48,2.48,2.64,4.640000000000001,0.829
3.56,3.56,2.68,4.68,0.849
3.32,3.32,2.48,4.48,0.84
4.0,4.0,2.12,4.12,0.848
1.92,1.92,2.24,4.24,0.819
0.32,0.32,2.56,4.5600000000000005,0.332
0.64,0.64,2.76,4.76,0.544
1.88,1.88,2.04,4.04,0.798
0.08,0.08,2.36,4.359999999999999,0.167
1.32,1.32,2.6,4.6,0.723
3.0,3.0,2.08,4.08,0.845
2.68,2.68,2.84,4.84,0.813
3.76,3.76,2.88,4.88,0.855
2.16,2.16,2.44,4.4399999999999995,0.835
0.88,0.88,2.96,4.96,0.605
0.92,0.92,2.2,4.2,0.686
3.6,3.6,2.68,4.68,0.838
1.76,1.76,2.8,4.8,0.761
3.0,3.0,2.28,4.279999999999999,0.851
1.8,1.8,3.0,5.0,0.764
0.0,0.0,2.16,4.16,0.098
2.52,2.52,2.64,4.640000000000001,0.822
3.36,3.36,2.48,4.48,0.831
1.16,1.16,2.4,4.4,0.734
0.36,0.36,2.56,4.5600000000000005,0.383
1.92,1.92,2.04,4.04,0.807
1.96,1.96,2.24,4.24,0.807
0.68,0.68,2.76,4.76,0.572
1.36,1.36,2.6,4.6,0.762
0.92,0.92,2.96,4.96,0.618
3.04,3.04,2.08,4.08,0.847
3.8,3.8,2.88,4.88,0.84
2.2,2.2,2.44,4.4399999999999995,0.821
3.04,3.04,2.28,4.279999999999999,0.833
0.12,0.12,2.36,4.359999999999999,0.227
0.04,0.04,2.16,4.16,0.136
1.84,1.84,3.0,5.0,0.766
3.64,3.64,2.68,4.68,0.855
2.72,2.72,2.84,4.84,0.837
0.96,0.96,2.2,4.2,0.691
2.56,2.56,2.64,4.640000000000001,0.818
1.8,1.8,2.8,4.8,0.765
1.96,1.96,2.04,4.04,0.811
1.2,1.2,2.4,4.4,0.737
3.4,3.4,2.48,4.48,0.864
1.4,1.4,2.6,4.6,0.779
2.0,2.0,2.24,4.24,0.817
0.96,0.96,2.96,4.96,0.641
3.84,3.84,2.88,4.88,0.866
0.4,0.4,2.56,4.5600000000000005,0.432
2.24,2.24,2.44,4.4399999999999995,0.795
0.72,0.72,2.76,4.76,0.579
3.08,3.08,2.08,4.08,0.82
1.88,1.88,3.0,5.0,0.77
3.08,3.08,2.28,4.279999999999999,0.807
0.08,0.08,2.16,4.16,0.162
3.68,3.68,2.68,4.68,0.84
2.0,2.0,2.04,4.04,0.828
0.16,0.16,2.36,4.359999999999999,0.238
1.0,1.0,2.2,4.2,0.707
3.44,3.44,2.48,4.48,0.849
2.76,2.76,2.84,4.84,0.813
1.24,1.24,2.4,4.4,0.743
2.6,2.6,2.64,4.640000000000001,0.829
1.84,1.84,2.8,4.8,0.786
3.88,3.88,2.88,4.88,0.866
1.44,1.44,2.6,4.6,0.754
2.28,2.28,2.44,4.4399999999999995,0.842
2.04,2.04,2.24,4.24,0.809
1.0,1.0,2.96,4.96,0.664
0.12,0.12,2.16,4.16,0.22
1.92,1.92,3.0,5.0,0.789
0.76,0.76,2.76,4.76,0.612
0.44,0.44,2.56,4.5600000000000005,0.461
3.72,3.72,2.68,4.68,0.854
2.04,2.04,2.04,4.04,0.823
3.12,3.12,2.28,4.279999999999999,0.843
3.12,3.12,2.08,4.08,0.836
3.48,3.48,2.48,4.48,0.844
0.2,0.2,2.36,4.359999999999999,0.271
1.28,1.28,2.4,4.4,0.732
2.8,2.8,2.84,4.84,0.826
3.92,3.92,2.88,4.88,0.856
1.04,1.04,2.2,4.2,0.697
1.88,1.88,2.8,4.8,0.813
2.64,2.64,2.64,4.640000000000001,0.812
1.48,1.48,2.6,4.6,0.756
0.16,0.16,2.16,4.16,0.265
2.08,2.08,2.24,4.24,0.814
1.96,1.96,3.0,5.0,0.779
2.32,2.32,2.44,4.4399999999999995,0.837
2.08,2.08,2.04,4.04,0.81
3.76,3.76,2.68,4.68,0.867
0.48,0.48,2.56,4.5600000000000005,0.481
1.04,1.04,2.96,4.96,0.656
3.52,3.52,2.48,4.48,0.85
0.8,0.8,2.76,4.76,0.609
3.16,3.16,2.08,4.08,0.855
3.16,3.16,2.28,4.279999999999999,0.844
2.84,2.84,2.84,4.84,0.822
1.08,1.08,2.2,4.2,0.713
0.24,0.24,2.36,4.359999999999999,0.306
1.32,1.32,2.4,4.4,0.744
2.68,2.68,2.64,4.640000000000001,0.869
1.92,1.92,2.8,4.8,0.793
3.96,3.96,2.88,4.88,0.846
0.2,0.2,2.16,4.16,0.273
2.12,2.12,2.24,4.24,0.837
1.52,1.52,2.6,4.6,0.773
2.12,2.12,2.04,4.04,0.828
2.0,2.0,3.0,5.0,0.799
2.36,2.36,2.44,4.4399999999999995,0.826
3.8,3.8,2.68,4.68,0.835
1.08,1.08,2.96,4.96,0.683
3.56,3.56,2.48,4.48,0.861
0.52,0.52,2.56,4.5600000000000005,0.502
3.2,3.2,2.08,4.08,0.852
0.84,0.84,2.76,4.76,0.618
2.88,2.88,2.84,4.84,0.835
3.2,3.2,2.28,4.279999999999999,0.851
1.96,1.96,2.8,4.8,0.782
1.12,1.12,2.2,4.2,0.746
0.28,0.28,2.36,4.359999999999999,0.332
0.24,0.24,2.16,4.16,0.332
4.0,4.0,2.88,4.88,0.847
1.36,1.36,2.4,4.4,0.74
2.72,2.72,2.64,4.640000000000001,0.829
2.16,2.16,2.04,4.04,0.818
2.16,2.16,2.24,4.24,0.814
3.6,3.6,2.48,4.48,0.837
2.4,2.4,2.44,4.4399999999999995,0.831
1.56,1.56,2.6,4.6,0.773
2.04,2.04,3.0,5.0,0.815
