$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0.1,0.1,-1.9,3.1,0.271
0.3,0.3,2.3,7.3,0.125
1.2,1.2,5.0,10.0,0.095
0.9,0.9,-1.3,3.7,0.282
0.8,0.8,-3.4,1.6,0.606
0.0,0.0,-4.0,1.0,0.544
0.6,0.6,8.6,13.6,0.09
0.5,0.5,6.5,11.5,0.115
0.2,0.2,0.2,5.2,0.192
0.4,0.4,4.4,9.4,0.112
1.1,1.1,2.9,7.9,0.137
1.0,1.0,0.8,5.8,0.228
0.3,0.3,2.4,7.4,0.144
0.9,0.9,-1.2,3.8,0.269
1.2,1.2,5.1,10.1,0.099
0.0,0.0,-3.9,1.1,0.548
0.6,0.6,8.7,13.7,0.089
0.1,0.1,-1.8,3.2,0.272
0.5,0.5,6.6,11.6,0.09
0.8,0.8,-3.3,1.7000000000000002,0.585
0.4,0.4,4.5,9.5,0.103
1.1,1.1,3.0,8.0,0.112
1.0,1.0,0.9,5.9,0.211
0.2,0.2,0.3,5.3,0.183
0.9,0.9,-1.1,3.9,0.267
0.3,0.3,2.5,7.5,0.124
0.5,0.5,6.7,11.7,0.086
1.2,1.2,5.2,10.2,0.089
0.6,0.6,8.8,13.8,0.11
0.4,0.4,4.6,9.6,0.087
0.8,0.8,-3.2,1.7999999999999998,0.568
0.0,0.0,-3.8,1.2000000000000002,0.554
1.1,1.1,3.1,8.1,0.134
1.0,1.0,1.0,6.0,0.203
0.1,0.1,-1.7,3.3,0.265
0.2,0.2,0.4,5.4,0.19
0.9,0.9,-1.0,4.0,0.246
1.2,1.2,5.3,10.3,0.118
0.6,0.6,8.9,13.9,0.091
0.4,0.4,4.7,9.7,0.103
0.3,0.3,2.6,7.6,0.112
0.5,0.5,6.8,11.8,0.101
0.0,0.0,-3.7,1.2999999999999998,0.484
0.8,0.8,-3.1,1.9,0.558
1.0,1.0,1.1,6.1,0.206
0.1,0.1,-1.6,3.4,0.253
1.1,1.1,3.2,8.2,0.111
0.2,0.2,0.5,5.5,0.197
1.2,1.2,5.4,10.4,0.093
0.9,0.9,-0.9,4.1,0.235
0.6,0.6,9.0,14.0,0.103
0.3,0.3,2.7,7.7,0.127
0.5,0.5,6.9,11.9,0.096
0.0,0.0,-3.6,1.4,0.468
0.4,0.4,4.8,9.8,0.108
1.0,1.0,1.2,6.2,0.193
0.8,0.8,-3.0,2.0,0.526
0.1,0.1,-1.5,3.5,0.245
1.1,1.1,3.3,8.3,0.131
0.2,0.2,0.6,5.6,0.189
1.2,1.2,5.5,10.5,0.104
0.6,0.6,9.1,14.1,0.094
0.5,0.5,7.0,12.0,0.084
0.3,0.3,2.8,7.8,0.11
0.4,0.4,4.9,9.9,0.107
0.0,0.0,-3.5,1.5,0.458
1.0,1.0,1.3,6.3,0.176
0.1,0.1,-1.4,3.6,0.24
0.8,0.8,-2.9,2.1,0.516
0.9,0.9,-0.8,4.2,0.251
1.1,1.1,3.4,8.4,0.119
0.2,0.2,0.7,5.7,0.18
0.6,0.6,9.2,14.2,0.073
1.2,1.2,5.6,10.6,0.105
0.5,0.5,7.1,12.1,0.104
0.3,0.3,2.9,7.9,0.095
0.4,0.4,5.0,10.0,0.106
0.0,0.0,-3.4,1.6,0.438
0.8,0.8,-2.8,2.2,0.507
0.9,0.9,-0.7,4.3,0.228
0.1,0.1,-1.3,3.7,0.259
1.0,1.0,1.4,6.4,0.178
1.1,1.1,3.5,8.5,0.114
0.2,0.2,0.8,5.8,0.194
0.3,0.3,3.0,8.0,0.091
0.6,0.6,9.3,14.3,0.099
1.2,1.2,5.7,10.7,0.092
0.8,0.8,-2.7,2.3,0.466
0.1,0.1,-1.2,3.8,0.239
0.9,0.9,-0.6,4.4,0.239
0.0,0.0,-3.3,1.7000000000000002,0.418
1.0,1.0,1.5,6.5,0.169
0.4,0.4,5.1,10.1,0.095
0.5,0.5,7.2,12.2,0.108
1.1,1.1,3.6,8.6,0.119
0.2,0.2,0.9,5.9,0.175
0.8,0.8,-2.6,2.4,0.463
0.6,0.6,9.4,14.4,0.09
0.3,0.3,3.1,8.1,0.119
0.1,0.1,-1.1,3.9,0.26
0.0,0.0,-3.2,1.7999999999999998,0.412
1.0,1.0,1.6,6.6,0.174
0.9,0.9,-0.5,4.5,0.239
1.2,1.2,5.8,10.8,0.092
0.5,0.5,7.3,12.3,0.104
0.4,0.4,5.2,10.2,0.097
1.1,1.1,3.7,8.7,0.111
0.2,0.2,1.0,6.0,0.165
0.8,0.8,-2.5,2.5,0.423
0.6,0.6,9.5,14.5,0.081
0.3,0.3,3.2,8.2,0.113
0.0,0.0,-3.1,1.9,0.392
0.1,0.1,-1.0,4.0,0.223
