,muh,sigmah,success_rate
2850,-1.76,0.22,0.237
2851,-1.76,0.23,0.21933333333333332
2852,-1.76,0.24,0.23033333333333333
2853,-1.76,0.25,0.257
2854,-1.76,0.26,0.24066666666666667
2855,-1.76,0.27,0.2613333333333333
2856,-1.76,0.28,0.24833333333333332
2857,-1.76,0.29,0.242
2858,-1.76,0.3,0.25
2859,-1.76,0.31,0.249
2860,-1.76,0.32,0.25066666666666665
2861,-1.76,0.33,0.25833333333333336
2862,-1.76,0.34,0.25833333333333336
2863,-1.76,0.35,0.25766666666666665
2864,-1.76,0.36,0.2703333333333333
2865,-1.76,0.37,0.282
2866,-1.76,0.38,0.2733333333333333
2867,-1.76,0.39,0.269
2868,-1.76,0.4,0.26466666666666666
2869,-1.76,0.41,0.286
2870,-1.76,0.42,0.2966666666666667
2871,-1.76,0.43,0.302
2872,-1.76,0.44,0.31066666666666665
2873,-1.76,0.45,0.30333333333333334
2874,-1.76,0.46,0.29233333333333333
2875,-1.76,0.47,0.311
2876,-1.76,0.48,0.31233333333333335
2877,-1.76,0.49,0.316
2878,-1.76,0.5,0.318
2879,-1.76,0.51,0.311
2880,-1.76,0.52,0.328
2881,-1.76,0.53,0.32033333333333336
2882,-1.76,0.54,0.32666666666666666
2883,-1.76,0.55,0.327
2884,-1.76,0.56,0.33166666666666667
2885,-1.76,0.57,0.3243333333333333
2886,-1.76,0.58,0.346
2887,-1.76,0.59,0.345
2888,-1.76,0.6,0.321
2889,-1.76,0.61,0.33366666666666667
2890,-1.76,0.62,0.366
2891,-1.76,0.63,0.3406666666666667
2892,-1.76,0.64,0.36333333333333334
2893,-1.76,0.65,0.3636666666666667
2894,-1.76,0.66,0.3586666666666667
2895,-1.76,0.67,0.3586666666666667
2896,-1.76,0.68,0.37366666666666665
2897,-1.76,0.69,0.37966666666666665
2898,-1.76,0.7,0.36733333333333335
2899,-1.76,0.71,0.387
2900,-1.76,0.72,0.39766666666666667
2901,-1.76,0.73,0.38266666666666665
2902,-1.76,0.74,0.389
2903,-1.76,0.75,0.3913333333333333
2904,-1.76,0.76,0.405
2905,-1.76,0.77,0.39766666666666667
2906,-1.76,0.78,0.404
2907,-1.76,0.79,0.396
2908,-1.76,0.8,0.39866666666666667
2909,-1.76,0.81,0.41933333333333334
2910,-1.76,0.82,0.43
2911,-1.76,0.83,0.42233333333333334
2912,-1.76,0.84,0.41233333333333333
2913,-1.76,0.85,0.43
2914,-1.76,0.86,0.426
2915,-1.76,0.87,0.451
2916,-1.76,0.88,0.43666666666666665
2917,-1.76,0.89,0.43866666666666665
2918,-1.76,0.9,0.44166666666666665
2919,-1.76,0.91,0.4493333333333333
2920,-1.76,0.92,0.445
2921,-1.76,0.93,0.4533333333333333
2922,-1.76,0.94,0.4543333333333333
2923,-1.76,0.95,0.457
2924,-1.76,0.96,0.4693333333333333
2925,-1.76,0.97,0.4756666666666667
2926,-1.76,0.98,0.4653333333333333
2927,-1.76,0.99,0.4686666666666667
2928,-1.76,1.0,0.4723333333333333
2929,-1.68,0.0,0.14933333333333335
2930,-1.68,0.01,0.16466666666666666
2931,-1.68,0.02,0.162
2932,-1.68,0.03,0.17833333333333334
2933,-1.68,0.04,0.18733333333333332
2934,-1.68,0.05,0.16733333333333333
2935,-1.68,0.06,0.18266666666666667
2936,-1.68,0.07,0.20433333333333334
2937,-1.68,0.08,0.211
2938,-1.68,0.09,0.20133333333333334
2939,-1.68,0.1,0.20233333333333334
2940,-1.68,0.11,0.20133333333333334
2941,-1.68,0.12,0.20466666666666666
2942,-1.68,0.13,0.21633333333333332
2943,-1.68,0.14,0.21033333333333334
2944,-1.68,0.15,0.22566666666666665
2945,-1.68,0.16,0.222
2946,-1.68,0.17,0.21566666666666667
2947,-1.68,0.18,0.23666666666666666
2948,-1.68,0.19,0.237
2949,-1.68,0.2,0.233
2950,-1.68,0.21,0.24233333333333335
2951,-1.68,0.22,0.24
2952,-1.68,0.23,0.24766666666666667
2953,-1.68,0.24,0.258
2954,-1.68,0.25,0.25633333333333336
2955,-1.68,0.26,0.25866666666666666
2956,-1.68,0.27,0.25333333333333335
2957,-1.68,0.28,0.27366666666666667
2958,-1.68,0.29,0.265
2959,-1.68,0.3,0.267
2960,-1.68,0.31,0.2653333333333333
2961,-1.68,0.32,0.274
2962,-1.68,0.33,0.276
2963,-1.68,0.34,0.275
2964,-1.68,0.35,0.287
2965,-1.68,0.36,0.2853333333333333
2966,-1.68,0.37,0.29733333333333334
2967,-1.68,0.38,0.29533333333333334
2968,-1.68,0.39,0.28933333333333333
2969,-1.68,0.4,0.303
2970,-1.68,0.41,0.30033333333333334
2971,-1.68,0.42,0.298
2972,-1.68,0.43,0.30633333333333335
2973,-1.68,0.44,0.304
2974,-1.68,0.45,0.31466666666666665
2975,-1.68,0.46,0.30833333333333335
2976,-1.68,0.47,0.319
2977,-1.68,0.48,0.3396666666666667
2978,-1.68,0.49,0.33066666666666666
2979,-1.68,0.5,0.32466666666666666
2980,-1.68,0.51,0.33166666666666667
2981,-1.68,0.52,0.3433333333333333
2982,-1.68,0.53,0.3443333333333333
2983,-1.68,0.54,0.349
2984,-1.68,0.55,0.3396666666666667
2985,-1.68,0.56,0.35633333333333334
2986,-1.68,0.57,0.36133333333333334
2987,-1.68,0.58,0.36033333333333334
2988,-1.68,0.59,0.36933333333333335
2989,-1.68,0.6,0.378
2990,-1.68,0.61,0.365
2991,-1.68,0.62,0.386
2992,-1.68,0.63,0.37966666666666665
2993,-1.68,0.64,0.401
2994,-1.68,0.65,0.3933333333333333
2995,-1.68,0.66,0.39066666666666666
2996,-1.68,0.67,0.3993333333333333
2997,-1.68,0.68,0.3963333333333333
2998,-1.68,0.69,0.3923333333333333
2999,-1.68,0.7,0.43633333333333335
3000,-1.68,0.71,0.4196666666666667
3001,-1.68,0.72,0.39266666666666666
3002,-1.68,0.73,0.4053333333333333
3003,-1.68,0.74,0.4103333333333333
3004,-1.68,0.75,0.4076666666666667
3005,-1.68,0.76,0.4236666666666667
3006,-1.68,0.77,0.448
3007,-1.68,0.78,0.44766666666666666
3008,-1.68,0.79,0.43266666666666664
3009,-1.68,0.8,0.4603333333333333
3010,-1.68,0.81,0.43333333333333335
3011,-1.68,0.82,0.44766666666666666
3012,-1.68,0.83,0.44266666666666665
3013,-1.68,0.84,0.441
3014,-1.68,0.85,0.4553333333333333
3015,-1.68,0.86,0.473
3016,-1.68,0.87,0.48133333333333334
3017,-1.68,0.88,0.479
3018,-1.68,0.89,0.47933333333333333
3019,-1.68,0.9,0.4736666666666667
3020,-1.68,0.91,0.49433333333333335
3021,-1.68,0.92,0.4713333333333333
3022,-1.68,0.93,0.5073333333333333
3023,-1.68,0.94,0.503
3024,-1.68,0.95,0.49
3025,-1.68,0.96,0.5073333333333333
3026,-1.68,0.97,0.49466666666666664
3027,-1.68,0.98,0.5146666666666667
3028,-1.68,0.99,0.5156666666666667
3029,-1.68,1.0,0.5296666666666666
3030,-1.6,0.0,0.16
3031,-1.6,0.01,0.16933333333333334
3032,-1.6,0.02,0.187
3033,-1.6,0.03,0.17533333333333334
3034,-1.6,0.04,0.18633333333333332
3035,-1.6,0.05,0.18166666666666667
3036,-1.6,0.06,0.201
3037,-1.6,0.07,0.20466666666666666
3038,-1.6,0.08,0.20966666666666667
3039,-1.6,0.09,0.20866666666666667
3040,-1.6,0.1,0.21166666666666667
3041,-1.6,0.11,0.20066666666666666
3042,-1.6,0.12,0.20733333333333334
3043,-1.6,0.13,0.23666666666666666
3044,-1.6,0.14,0.232
3045,-1.6,0.15,0.22633333333333333
3046,-1.6,0.16,0.23033333333333333
3047,-1.6,0.17,0.24633333333333332
3048,-1.6,0.18,0.25266666666666665
3049,-1.6,0.19,0.24
3050,-1.6,0.2,0.25633333333333336
3051,-1.6,0.21,0.24266666666666667
3052,-1.6,0.22,0.2663333333333333
3053,-1.6,0.23,0.263
3054,-1.6,0.24,0.26766666666666666
3055,-1.6,0.25,0.27266666666666667
3056,-1.6,0.26,0.261
3057,-1.6,0.27,0.273
3058,-1.6,0.28,0.2833333333333333
3059,-1.6,0.29,0.291
3060,-1.6,0.3,0.2826666666666667
3061,-1.6,0.31,0.29033333333333333
3062,-1.6,0.32,0.286
3063,-1.6,0.33,0.305
3064,-1.6,0.34,0.3
3065,-1.6,0.35,0.30033333333333334
3066,-1.6,0.36,0.2946666666666667
3067,-1.6,0.37,0.319
3068,-1.6,0.38,0.30966666666666665
3069,-1.6,0.39,0.3233333333333333
3070,-1.6,0.4,0.31933333333333336
3071,-1.6,0.41,0.33766666666666667
3072,-1.6,0.42,0.3446666666666667
3073,-1.6,0.43,0.33
3074,-1.6,0.44,0.325
3075,-1.6,0.45,0.32866666666666666
3076,-1.6,0.46,0.3446666666666667
3077,-1.6,0.47,0.351
3078,-1.6,0.48,0.349
3079,-1.6,0.49,0.3416666666666667
3080,-1.6,0.5,0.36233333333333334
3081,-1.6,0.51,0.3526666666666667
3082,-1.6,0.52,0.36733333333333335
3083,-1.6,0.53,0.38066666666666665
3084,-1.6,0.54,0.37433333333333335
3085,-1.6,0.55,0.393
3086,-1.6,0.56,0.38333333333333336
3087,-1.6,0.57,0.393
3088,-1.6,0.58,0.38533333333333336
3089,-1.6,0.59,0.397
3090,-1.6,0.6,0.3913333333333333
3091,-1.6,0.61,0.3973333333333333
3092,-1.6,0.62,0.3983333333333333
3093,-1.6,0.63,0.41933333333333334
3094,-1.6,0.64,0.412
3095,-1.6,0.65,0.4106666666666667
3096,-1.6,0.66,0.4026666666666667
3097,-1.6,0.67,0.42133333333333334
3098,-1.6,0.68,0.421
3099,-1.6,0.69,0.433
3100,-1.6,0.7,0.44566666666666666
3101,-1.6,0.71,0.433
3102,-1.6,0.72,0.435
3103,-1.6,0.73,0.451
3104,-1.6,0.74,0.46066666666666667
3105,-1.6,0.75,0.445
3106,-1.6,0.76,0.4766666666666667
3107,-1.6,0.77,0.463
3108,-1.6,0.78,0.4676666666666667
3109,-1.6,0.79,0.47933333333333333
3110,-1.6,0.8,0.4876666666666667
3111,-1.6,0.81,0.485
3112,-1.6,0.82,0.4756666666666667
3113,-1.6,0.83,0.484
3114,-1.6,0.84,0.49333333333333335
3115,-1.6,0.85,0.502
3116,-1.6,0.86,0.5
3117,-1.6,0.87,0.518
3118,-1.6,0.88,0.5263333333333333
3119,-1.6,0.89,0.512
3120,-1.6,0.9,0.5103333333333333
3121,-1.6,0.91,0.5203333333333333
3122,-1.6,0.92,0.5276666666666666
3123,-1.6,0.93,0.524
3124,-1.6,0.94,0.5356666666666666
3125,-1.6,0.95,0.5466666666666666
3126,-1.6,0.96,0.5383333333333333
3127,-1.6,0.97,0.5476666666666666
3128,-1.6,0.98,0.5496666666666666
3129,-1.6,0.99,0.5496666666666666
3130,-1.6,1.0,0.543
3131,-1.52,0.0,0.175
3132,-1.52,0.01,0.18166666666666667
3133,-1.52,0.02,0.18866666666666668
3134,-1.52,0.03,0.18533333333333332
3135,-1.52,0.04,0.18166666666666667
3136,-1.52,0.05,0.206
3137,-1.52,0.06,0.20666666666666667
3138,-1.52,0.07,0.21533333333333332
3139,-1.52,0.08,0.21766666666666667
3140,-1.52,0.09,0.23666666666666666
3141,-1.52,0.1,0.209
3142,-1.52,0.11,0.25266666666666665
3143,-1.52,0.12,0.232
3144,-1.52,0.13,0.245
3145,-1.52,0.14,0.236
3146,-1.52,0.15,0.255
3147,-1.52,0.16,0.25366666666666665
3148,-1.52,0.17,0.239
3149,-1.52,0.18,0.26266666666666666
3150,-1.52,0.19,0.271
3151,-1.52,0.2,0.27166666666666667
3152,-1.52,0.21,0.27666666666666667
3153,-1.52,0.22,0.292
3154,-1.52,0.23,0.2796666666666667
3155,-1.52,0.24,0.29433333333333334
3156,-1.52,0.25,0.2846666666666667
3157,-1.52,0.26,0.28733333333333333
3158,-1.52,0.27,0.30633333333333335
3159,-1.52,0.28,0.311
3160,-1.52,0.29,0.31066666666666665
3161,-1.52,0.3,0.31033333333333335
3162,-1.52,0.31,0.326
3163,-1.52,0.32,0.335
3164,-1.52,0.33,0.30666666666666664
3165,-1.52,0.34,0.314
3166,-1.52,0.35,0.323
3167,-1.52,0.36,0.3453333333333333
3168,-1.52,0.37,0.3456666666666667
3169,-1.52,0.38,0.3333333333333333
3170,-1.52,0.39,0.3473333333333333
3171,-1.52,0.4,0.349
3172,-1.52,0.41,0.35433333333333333
3173,-1.52,0.42,0.36833333333333335
3174,-1.52,0.43,0.3616666666666667
3175,-1.52,0.44,0.355
3176,-1.52,0.45,0.38
3177,-1.52,0.46,0.38
3178,-1.52,0.47,0.37166666666666665
3179,-1.52,0.48,0.3873333333333333
3180,-1.52,0.49,0.38433333333333336
3181,-1.52,0.5,0.394
3182,-1.52,0.51,0.3923333333333333
3183,-1.52,0.52,0.388
3184,-1.52,0.53,0.4056666666666667
3185,-1.52,0.54,0.4043333333333333
3186,-1.52,0.55,0.434
3187,-1.52,0.56,0.4073333333333333
3188,-1.52,0.57,0.4246666666666667
3189,-1.52,0.58,0.438
3190,-1.52,0.59,0.428
3191,-1.52,0.6,0.43333333333333335
3192,-1.52,0.61,0.44166666666666665
3193,-1.52,0.62,0.42866666666666664
3194,-1.52,0.63,0.42966666666666664
3195,-1.52,0.64,0.44566666666666666
3196,-1.52,0.65,0.44066666666666665
3197,-1.52,0.66,0.46366666666666667
3198,-1.52,0.67,0.457
3199,-1.52,0.68,0.47433333333333333
3200,-1.52,0.69,0.4696666666666667
3201,-1.52,0.7,0.4746666666666667
3202,-1.52,0.71,0.4623333333333333
3203,-1.52,0.72,0.47533333333333333
3204,-1.52,0.73,0.49466666666666664
3205,-1.52,0.74,0.4686666666666667
3206,-1.52,0.75,0.48433333333333334
3207,-1.52,0.76,0.49433333333333335
3208,-1.52,0.77,0.5086666666666667
3209,-1.52,0.78,0.5126666666666667
3210,-1.52,0.79,0.508
3211,-1.52,0.8,0.5276666666666666
3212,-1.52,0.81,0.5243333333333333
3213,-1.52,0.82,0.5206666666666667
3214,-1.52,0.83,0.525
3215,-1.52,0.84,0.532
3216,-1.52,0.85,0.527
3217,-1.52,0.86,0.527
3218,-1.52,0.87,0.541
3219,-1.52,0.88,0.56
3220,-1.52,0.89,0.564
3221,-1.52,0.9,0.5426666666666666
3222,-1.52,0.91,0.5523333333333333
3223,-1.52,0.92,0.5706666666666667
3224,-1.52,0.93,0.5653333333333334
3225,-1.52,0.94,0.5763333333333334
3226,-1.52,0.95,0.594
3227,-1.52,0.96,0.5823333333333334
3228,-1.52,0.97,0.58
3229,-1.52,0.98,0.5956666666666667
3230,-1.52,0.99,0.5993333333333334
3231,-1.52,1.0,0.588
3232,-1.44,0.0,0.17833333333333334
3233,-1.44,0.01,0.19
3234,-1.44,0.02,0.181
3235,-1.44,0.03,0.21366666666666667
3236,-1.44,0.04,0.21366666666666667
3237,-1.44,0.05,0.22966666666666666
3238,-1.44,0.06,0.216
3239,-1.44,0.07,0.213
3240,-1.44,0.08,0.23433333333333334
3241,-1.44,0.09,0.23
3242,-1.44,0.1,0.244
3243,-1.44,0.11,0.248
3244,-1.44,0.12,0.24266666666666667
3245,-1.44,0.13,0.24733333333333332
3246,-1.44,0.14,0.2633333333333333
3247,-1.44,0.15,0.25833333333333336
3248,-1.44,0.16,0.27066666666666667
3249,-1.44,0.17,0.2783333333333333
3250,-1.44,0.18,0.26666666666666666
3251,-1.44,0.19,0.2896666666666667
3252,-1.44,0.2,0.27466666666666667
3253,-1.44,0.21,0.3
3254,-1.44,0.22,0.295
3255,-1.44,0.23,0.29933333333333334
3256,-1.44,0.24,0.293
3257,-1.44,0.25,0.31166666666666665
3258,-1.44,0.26,0.30533333333333335
3259,-1.44,0.27,0.32066666666666666
3260,-1.44,0.28,0.32966666666666666
3261,-1.44,0.29,0.3333333333333333
3262,-1.44,0.3,0.323
3263,-1.44,0.31,0.323
3264,-1.44,0.32,0.337
3265,-1.44,0.33,0.3626666666666667
3266,-1.44,0.34,0.3496666666666667
3267,-1.44,0.35,0.35133333333333333
3268,-1.44,0.36,0.357
3269,-1.44,0.37,0.37266666666666665
3270,-1.44,0.38,0.3893333333333333
3271,-1.44,0.39,0.36133333333333334
3272,-1.44,0.4,0.37433333333333335
3273,-1.44,0.41,0.38233333333333336
3274,-1.44,0.42,0.38066666666666665
3275,-1.44,0.43,0.3873333333333333
3276,-1.44,0.44,0.38133333333333336
3277,-1.44,0.45,0.4036666666666667
3278,-1.44,0.46,0.40066666666666667
3279,-1.44,0.47,0.4196666666666667
3280,-1.44,0.48,0.401
3281,-1.44,0.49,0.43233333333333335
3282,-1.44,0.5,0.4156666666666667
3283,-1.44,0.51,0.426
3284,-1.44,0.52,0.43766666666666665
3285,-1.44,0.53,0.43633333333333335
3286,-1.44,0.54,0.43633333333333335
3287,-1.44,0.55,0.435
3288,-1.44,0.56,0.453
3289,-1.44,0.57,0.43866666666666665
3290,-1.44,0.58,0.4603333333333333
3291,-1.44,0.59,0.46066666666666667
3292,-1.44,0.6,0.4663333333333333
3293,-1.44,0.61,0.47733333333333333
3294,-1.44,0.62,0.4686666666666667
3295,-1.44,0.63,0.4646666666666667
3296,-1.44,0.64,0.49433333333333335
3297,-1.44,0.65,0.49166666666666664
3298,-1.44,0.66,0.493
3299,-1.44,0.67,0.497
3300,-1.44,0.68,0.49866666666666665
3301,-1.44,0.69,0.49033333333333334
3302,-1.44,0.7,0.49466666666666664
3303,-1.44,0.71,0.5126666666666667
3304,-1.44,0.72,0.5033333333333333
3305,-1.44,0.73,0.5183333333333333
3306,-1.44,0.74,0.5293333333333333
3307,-1.44,0.75,0.5303333333333333
3308,-1.44,0.76,0.5346666666666666
3309,-1.44,0.77,0.5396666666666666
3310,-1.44,0.78,0.555
3311,-1.44,0.79,0.5433333333333333
3312,-1.44,0.8,0.541
3313,-1.44,0.81,0.5566666666666666
3314,-1.44,0.82,0.5583333333333333
3315,-1.44,0.83,0.576
3316,-1.44,0.84,0.5606666666666666
3317,-1.44,0.85,0.5783333333333334
3318,-1.44,0.86,0.568
3319,-1.44,0.87,0.5776666666666667
3320,-1.44,0.88,0.5916666666666667
3321,-1.44,0.89,0.586
3322,-1.44,0.9,0.5856666666666667
3323,-1.44,0.91,0.5866666666666667
3324,-1.44,0.92,0.5946666666666667
3325,-1.44,0.93,0.5986666666666667
3326,-1.44,0.94,0.6163333333333333
3327,-1.44,0.95,0.6223333333333333
3328,-1.44,0.96,0.6153333333333333
3329,-1.44,0.97,0.627
3330,-1.44,0.98,0.6446666666666667
3331,-1.44,0.99,0.6253333333333333
3332,-1.44,1.0,0.6483333333333333
3333,-1.36,0.0,0.17666666666666667
3334,-1.36,0.01,0.19633333333333333
3335,-1.36,0.02,0.20233333333333334
3336,-1.36,0.03,0.23033333333333333
3337,-1.36,0.04,0.21166666666666667
3338,-1.36,0.05,0.23933333333333334
3339,-1.36,0.06,0.23866666666666667
3340,-1.36,0.07,0.247
3341,-1.36,0.08,0.263
3342,-1.36,0.09,0.2683333333333333
3343,-1.36,0.1,0.24266666666666667
3344,-1.36,0.11,0.25366666666666665
3345,-1.36,0.12,0.26166666666666666
3346,-1.36,0.13,0.28633333333333333
3347,-1.36,0.14,0.2876666666666667
3348,-1.36,0.15,0.2856666666666667
3349,-1.36,0.16,0.282
3350,-1.36,0.17,0.2823333333333333
3351,-1.36,0.18,0.2956666666666667
3352,-1.36,0.19,0.30433333333333334
3353,-1.36,0.2,0.31
3354,-1.36,0.21,0.32166666666666666
3355,-1.36,0.22,0.31433333333333335
3356,-1.36,0.23,0.31
3357,-1.36,0.24,0.31633333333333336
3358,-1.36,0.25,0.334
3359,-1.36,0.26,0.32566666666666666
3360,-1.36,0.27,0.33466666666666667
3361,-1.36,0.28,0.36
3362,-1.36,0.29,0.3443333333333333
3363,-1.36,0.3,0.3426666666666667
3364,-1.36,0.31,0.383
3365,-1.36,0.32,0.359
3366,-1.36,0.33,0.37266666666666665
3367,-1.36,0.34,0.37266666666666665
3368,-1.36,0.35,0.3626666666666667
3369,-1.36,0.36,0.39566666666666667
3370,-1.36,0.37,0.38
3371,-1.36,0.38,0.39566666666666667
3372,-1.36,0.39,0.4136666666666667
3373,-1.36,0.4,0.4083333333333333
3374,-1.36,0.41,0.397
3375,-1.36,0.42,0.4186666666666667
3376,-1.36,0.43,0.415
3377,-1.36,0.44,0.4136666666666667
3378,-1.36,0.45,0.427
3379,-1.36,0.46,0.435
3380,-1.36,0.47,0.44333333333333336
3381,-1.36,0.48,0.43833333333333335
3382,-1.36,0.49,0.45466666666666666
3383,-1.36,0.5,0.4483333333333333
3384,-1.36,0.51,0.4553333333333333
3385,-1.36,0.52,0.4643333333333333
3386,-1.36,0.53,0.4766666666666667
3387,-1.36,0.54,0.46066666666666667
3388,-1.36,0.55,0.4796666666666667
3389,-1.36,0.56,0.49
3390,-1.36,0.57,0.5023333333333333
3391,-1.36,0.58,0.5046666666666667
3392,-1.36,0.59,0.5093333333333333
3393,-1.36,0.6,0.5143333333333333
3394,-1.36,0.61,0.505
3395,-1.36,0.62,0.5193333333333333
3396,-1.36,0.63,0.5153333333333333
3397,-1.36,0.64,0.512
3398,-1.36,0.65,0.5326666666666666
3399,-1.36,0.66,0.5456666666666666
3400,-1.36,0.67,0.5313333333333333
3401,-1.36,0.68,0.5493333333333333
3402,-1.36,0.69,0.543
3403,-1.36,0.7,0.556
3404,-1.36,0.71,0.5436666666666666
3405,-1.36,0.72,0.5586666666666666
3406,-1.36,0.73,0.5693333333333334
3407,-1.36,0.74,0.573
3408,-1.36,0.75,0.5673333333333334
3409,-1.36,0.76,0.5783333333333334
3410,-1.36,0.77,0.5843333333333334
3411,-1.36,0.78,0.592
3412,-1.36,0.79,0.595
3413,-1.36,0.8,0.591
3414,-1.36,0.81,0.604
3415,-1.36,0.82,0.591
3416,-1.36,0.83,0.6123333333333333
3417,-1.36,0.84,0.6076666666666667
3418,-1.36,0.85,0.6333333333333333
3419,-1.36,0.86,0.6166666666666667
3420,-1.36,0.87,0.6306666666666667
3421,-1.36,0.88,0.6163333333333333
3422,-1.36,0.89,0.626
3423,-1.36,0.9,0.644
3424,-1.36,0.91,0.635
3425,-1.36,0.92,0.6373333333333333
3426,-1.36,0.93,0.6466666666666666
3427,-1.36,0.94,0.657
3428,-1.36,0.95,0.674
3429,-1.36,0.96,0.6493333333333333
3430,-1.36,0.97,0.6406666666666667
3431,-1.36,0.98,0.6646666666666666
3432,-1.36,0.99,0.6726666666666666
3433,-1.36,1.0,0.6643333333333333
3434,-1.28,0.0,0.19866666666666666
3435,-1.28,0.01,0.208
3436,-1.28,0.02,0.22266666666666668
3437,-1.28,0.03,0.22566666666666665
3438,-1.28,0.04,0.24266666666666667
3439,-1.28,0.05,0.24733333333333332
3440,-1.28,0.06,0.25066666666666665
3441,-1.28,0.07,0.26266666666666666
3442,-1.28,0.08,0.2613333333333333
3443,-1.28,0.09,0.27266666666666667
3444,-1.28,0.1,0.2843333333333333
3445,-1.28,0.11,0.27366666666666667
3446,-1.28,0.12,0.301
3447,-1.28,0.13,0.3006666666666667
3448,-1.28,0.14,0.30466666666666664
3449,-1.28,0.15,0.30733333333333335
3450,-1.28,0.16,0.30266666666666664
3451,-1.28,0.17,0.31733333333333336
3452,-1.28,0.18,0.315
3453,-1.28,0.19,0.31
3454,-1.28,0.2,0.331
3455,-1.28,0.21,0.3373333333333333
3456,-1.28,0.22,0.335
3457,-1.28,0.23,0.3466666666666667
3458,-1.28,0.24,0.368
3459,-1.28,0.25,0.3636666666666667
3460,-1.28,0.26,0.36733333333333335
3461,-1.28,0.27,0.36866666666666664
3462,-1.28,0.28,0.36733333333333335
3463,-1.28,0.29,0.393
3464,-1.28,0.3,0.37766666666666665
3465,-1.28,0.31,0.4056666666666667
3466,-1.28,0.32,0.4073333333333333
3467,-1.28,0.33,0.40166666666666667
3468,-1.28,0.34,0.4166666666666667
3469,-1.28,0.35,0.388
3470,-1.28,0.36,0.428
3471,-1.28,0.37,0.423
3472,-1.28,0.38,0.432
3473,-1.28,0.39,0.44166666666666665
3474,-1.28,0.4,0.444
3475,-1.28,0.41,0.44666666666666666
3476,-1.28,0.42,0.45066666666666666
3477,-1.28,0.43,0.4646666666666667
3478,-1.28,0.44,0.4613333333333333
3479,-1.28,0.45,0.4663333333333333
3480,-1.28,0.46,0.467
3481,-1.28,0.47,0.4736666666666667
3482,-1.28,0.48,0.47833333333333333
3483,-1.28,0.49,0.4703333333333333
3484,-1.28,0.5,0.508
3485,-1.28,0.51,0.5003333333333333
3486,-1.28,0.52,0.506
3487,-1.28,0.53,0.5156666666666667
3488,-1.28,0.54,0.5266666666666666
3489,-1.28,0.55,0.5163333333333333
3490,-1.28,0.56,0.5423333333333333
3491,-1.28,0.57,0.5326666666666666
3492,-1.28,0.58,0.525
3493,-1.28,0.59,0.5383333333333333
3494,-1.28,0.6,0.551
3495,-1.28,0.61,0.546
3496,-1.28,0.62,0.5453333333333333
3497,-1.28,0.63,0.5453333333333333
3498,-1.28,0.64,0.5616666666666666
3499,-1.28,0.65,0.5893333333333334
3500,-1.28,0.66,0.569
3501,-1.28,0.67,0.5816666666666667
3502,-1.28,0.68,0.574
3503,-1.28,0.69,0.5936666666666667
3504,-1.28,0.7,0.6016666666666667
3505,-1.28,0.71,0.5923333333333334
3506,-1.28,0.72,0.5906666666666667
3507,-1.28,0.73,0.6156666666666667
3508,-1.28,0.74,0.598
3509,-1.28,0.75,0.6136666666666667
3510,-1.28,0.76,0.6083333333333333
3511,-1.28,0.77,0.62
3512,-1.28,0.78,0.6166666666666667
3513,-1.28,0.79,0.6226666666666667
3514,-1.28,0.8,0.6503333333333333
3515,-1.28,0.81,0.6483333333333333
3516,-1.28,0.82,0.6506666666666666
3517,-1.28,0.83,0.6436666666666667
3518,-1.28,0.84,0.6536666666666666
3519,-1.28,0.85,0.6473333333333333
3520,-1.28,0.86,0.644
3521,-1.28,0.87,0.6616666666666666
3522,-1.28,0.88,0.6713333333333333
3523,-1.28,0.89,0.668
3524,-1.28,0.9,0.6656666666666666
3525,-1.28,0.91,0.6873333333333334
3526,-1.28,0.92,0.6623333333333333
3527,-1.28,0.93,0.6686666666666666
3528,-1.28,0.94,0.6836666666666666
3529,-1.28,0.95,0.6916666666666667
3530,-1.28,0.96,0.6883333333333334
3531,-1.28,0.97,0.68
3532,-1.28,0.98,0.7013333333333334
3533,-1.28,0.99,0.7086666666666667
3534,-1.28,1.0,0.7003333333333334
3535,-1.2,0.0,0.20066666666666666
3536,-1.2,0.01,0.21433333333333332
3537,-1.2,0.02,0.23
3538,-1.2,0.03,0.24333333333333335
3539,-1.2,0.04,0.25666666666666665
3540,-1.2,0.05,0.2673333333333333
3541,-1.2,0.06,0.266
3542,-1.2,0.07,0.26966666666666667
3543,-1.2,0.08,0.2776666666666667
3544,-1.2,0.09,0.278
3545,-1.2,0.1,0.288
3546,-1.2,0.11,0.30266666666666664
3547,-1.2,0.12,0.319
3548,-1.2,0.13,0.31633333333333336
3549,-1.2,0.14,0.306
3550,-1.2,0.15,0.33766666666666667
3551,-1.2,0.16,0.323
3552,-1.2,0.17,0.337
3553,-1.2,0.18,0.3393333333333333
3554,-1.2,0.19,0.33766666666666667
3555,-1.2,0.2,0.365
3556,-1.2,0.21,0.3586666666666667
3557,-1.2,0.22,0.38433333333333336
3558,-1.2,0.23,0.38366666666666666
3559,-1.2,0.24,0.38766666666666666
3560,-1.2,0.25,0.3943333333333333
3561,-1.2,0.26,0.39366666666666666
3562,-1.2,0.27,0.387
3563,-1.2,0.28,0.41133333333333333
3564,-1.2,0.29,0.435
3565,-1.2,0.3,0.4146666666666667
3566,-1.2,0.31,0.43666666666666665
3567,-1.2,0.32,0.43033333333333335
3568,-1.2,0.33,0.434
