,opt,sigh,success_rate
3240,60,2.37,0.31
3241,60,2.38,0.301
3242,60,2.39,0.315
3243,60,2.4,0.296
3244,60,2.41,0.287
3245,60,2.42,0.311
3246,60,2.43,0.315
3247,60,2.44,0.296
3248,60,2.45,0.306
3249,60,2.46,0.329
3250,60,2.47,0.304
3251,60,2.48,0.286
3252,60,2.49,0.33
3253,60,2.5,0.329
3254,60,2.5100000000000002,0.315
3255,60,2.52,0.307
3256,60,2.5300000000000002,0.309
3257,60,2.54,0.285
3258,60,2.5500000000000003,0.31
3259,60,2.56,0.311
3260,60,2.57,0.305
3261,60,2.58,0.297
3262,60,2.59,0.29
3263,60,2.6,0.311
3264,60,2.61,0.312
3265,60,2.62,0.32
3266,60,2.63,0.315
3267,60,2.64,0.298
3268,60,2.65,0.309
3269,60,2.66,0.309
3270,60,2.67,0.29
3271,60,2.68,0.285
3272,60,2.69,0.293
3273,60,2.7,0.305
3274,60,2.71,0.307
3275,60,2.72,0.277
3276,60,2.73,0.302
3277,60,2.74,0.307
3278,60,2.75,0.281
3279,60,2.7600000000000002,0.302
3280,60,2.77,0.303
3281,60,2.7800000000000002,0.315
3282,60,2.79,0.31
3283,60,2.8000000000000003,0.275
3284,60,2.81,0.293
3285,60,2.82,0.287
3286,60,2.83,0.295
3287,60,2.84,0.307
3288,60,2.85,0.273
3289,60,2.86,0.282
3290,60,2.87,0.32
3291,60,2.88,0.289
3292,60,2.89,0.305
3293,60,2.9,0.286
3294,60,2.91,0.291
3295,60,2.92,0.269
3296,60,2.93,0.304
3297,60,2.94,0.285
3298,60,2.95,0.292
3299,60,2.96,0.295
3300,60,2.97,0.305
3301,60,2.98,0.298
3302,60,2.99,0.307
3303,60,3.0,0.277
3304,60,3.0100000000000002,0.29
3305,60,3.02,0.295
3306,60,3.0300000000000002,0.286
3307,60,3.04,0.292
3308,60,3.0500000000000003,0.292
3309,60,3.06,0.268
3310,60,3.0700000000000003,0.277
3311,60,3.08,0.283
3312,60,3.09,0.271
3313,60,3.1,0.281
3314,60,3.11,0.292
3315,60,3.12,0.257
3316,60,3.13,0.281
3317,60,3.14,0.295
3318,60,3.15,0.262
3319,60,3.16,0.305
3320,60,3.17,0.271
3321,60,3.18,0.286
3322,60,3.19,0.281
3323,60,3.2,0.286
3324,60,3.21,0.268
3325,60,3.22,0.291
3326,60,3.23,0.287
3327,60,3.24,0.284
3328,60,3.25,0.285
3329,60,3.2600000000000002,0.271
3330,60,3.27,0.281
3331,60,3.2800000000000002,0.282
3332,60,3.29,0.26
3333,60,3.3000000000000003,0.278
3334,60,3.31,0.25
3335,60,3.3200000000000003,0.288
3336,60,3.33,0.271
3337,60,3.34,0.293
3338,60,3.35,0.279
3339,60,3.36,0.266
3340,60,3.37,0.261
3341,60,3.38,0.288
3342,60,3.39,0.283
3343,60,3.4,0.262
3344,60,3.41,0.252
3345,60,3.42,0.246
3346,60,3.43,0.276
3347,60,3.44,0.262
3348,60,3.45,0.244
3349,60,3.46,0.25
3350,60,3.47,0.272
3351,60,3.48,0.244
3352,60,3.49,0.256
3353,60,3.5,0.259
3354,60,3.5100000000000002,0.28
3355,60,3.52,0.278
3356,60,3.5300000000000002,0.261
3357,60,3.54,0.243
3358,60,3.5500000000000003,0.266
3359,60,3.56,0.267
3360,60,3.5700000000000003,0.247
3361,60,3.58,0.264
3362,60,3.59,0.257
3363,60,3.6,0.251
3364,60,3.61,0.242
3365,60,3.62,0.267
3366,60,3.63,0.268
3367,60,3.64,0.26
3368,60,3.65,0.26
3369,60,3.66,0.276
3370,60,3.67,0.269
3371,60,3.68,0.288
3372,60,3.69,0.285
3373,60,3.7,0.255
3374,60,3.71,0.254
3375,60,3.72,0.256
3376,60,3.73,0.269
3377,60,3.74,0.265
3378,60,3.75,0.26
3379,60,3.7600000000000002,0.256
3380,60,3.77,0.247
3381,60,3.7800000000000002,0.257
3382,60,3.79,0.249
3383,60,3.8000000000000003,0.262
3384,60,3.81,0.249
3385,60,3.8200000000000003,0.258
3386,60,3.83,0.252
3387,60,3.84,0.261
3388,60,3.85,0.257
3389,60,3.86,0.262
3390,60,3.87,0.243
3391,60,3.88,0.261
3392,60,3.89,0.274
3393,60,3.9,0.229
3394,60,3.91,0.266
3395,60,3.92,0.251
3396,60,3.93,0.263
3397,60,3.94,0.222
3398,60,3.95,0.275
3399,60,3.96,0.268
3400,60,3.97,0.245
3401,60,3.98,0.256
3402,60,3.99,0.252
3403,60,4.0,0.224
3404,60,4.01,0.253
3405,60,4.0200000000000005,0.233
3406,60,4.03,0.257
3407,60,4.04,0.247
3408,60,4.05,0.235
3409,60,4.0600000000000005,0.251
3410,60,4.07,0.251
3411,60,4.08,0.27
3412,60,4.09,0.256
3413,60,4.1,0.252
3414,60,4.11,0.236
3415,60,4.12,0.238
3416,60,4.13,0.212
3417,60,4.14,0.258
3418,60,4.15,0.247
3419,60,4.16,0.253
3420,60,4.17,0.267
3421,60,4.18,0.225
3422,60,4.19,0.243
3423,60,4.2,0.243
3424,60,4.21,0.234
3425,60,4.22,0.236
3426,60,4.23,0.239
3427,60,4.24,0.256
3428,60,4.25,0.247
3429,60,4.26,0.234
3430,60,4.2700000000000005,0.239
3431,60,4.28,0.234
3432,60,4.29,0.261
3433,60,4.3,0.226
3434,60,4.3100000000000005,0.247
3435,60,4.32,0.252
3436,60,4.33,0.25
3437,60,4.34,0.269
3438,60,4.3500000000000005,0.239
3439,60,4.36,0.252
3440,60,4.37,0.269
3441,60,4.38,0.254
3442,60,4.39,0.241
3443,60,4.4,0.243
3444,60,4.41,0.233
3445,60,4.42,0.232
3446,60,4.43,0.235
3447,60,4.44,0.276
3448,60,4.45,0.235
3449,60,4.46,0.244
3450,60,4.47,0.253
3451,60,4.48,0.25
3452,60,4.49,0.229
3453,60,4.5,0.228
3454,60,4.51,0.263
3455,60,4.5200000000000005,0.233
3456,60,4.53,0.241
3457,60,4.54,0.251
3458,60,4.55,0.242
3459,60,4.5600000000000005,0.264
3460,60,4.57,0.24
3461,60,4.58,0.229
3462,60,4.59,0.229
3463,60,4.6000000000000005,0.23
3464,60,4.61,0.236
3465,60,4.62,0.223
3466,60,4.63,0.227
3467,60,4.64,0.234
3468,60,4.65,0.241
3469,60,4.66,0.234
3470,60,4.67,0.233
3471,60,4.68,0.237
3472,60,4.69,0.248
3473,60,4.7,0.23
3474,60,4.71,0.247
3475,60,4.72,0.251
3476,60,4.73,0.216
3477,60,4.74,0.227
3478,60,4.75,0.262
3479,60,4.76,0.236
3480,60,4.7700000000000005,0.245
3481,60,4.78,0.247
3482,60,4.79,0.259
3483,60,4.8,0.227
3484,60,4.8100000000000005,0.24
3485,60,4.82,0.232
3486,60,4.83,0.229
3487,60,4.84,0.244
3488,60,4.8500000000000005,0.232
3489,60,4.86,0.241
3490,60,4.87,0.259
3491,60,4.88,0.242
3492,60,4.89,0.234
3493,60,4.9,0.23
3494,60,4.91,0.235
3495,60,4.92,0.221
3496,60,4.93,0.247
3497,60,4.94,0.239
3498,60,4.95,0.231
3499,60,4.96,0.217
3500,60,4.97,0.244
3501,60,4.98,0.221
3502,60,4.99,0.214
3503,60,5.0,0.246
3504,60,5.01,0.247
3505,60,5.0200000000000005,0.226
3506,60,5.03,0.2
3507,60,5.04,0.261
3508,60,5.05,0.215
3509,60,5.0600000000000005,0.228
3510,60,5.07,0.219
3511,60,5.08,0.231
3512,60,5.09,0.229
3513,60,5.1000000000000005,0.241
3514,60,5.11,0.201
3515,60,5.12,0.201
3516,60,5.13,0.233
3517,60,5.14,0.265
3518,60,5.15,0.205
3519,60,5.16,0.23
3520,60,5.17,0.217
3521,60,5.18,0.234
3522,60,5.19,0.217
3523,60,5.2,0.22
3524,60,5.21,0.237
3525,60,5.22,0.233
3526,60,5.23,0.238
3527,60,5.24,0.198
3528,60,5.25,0.222
3529,60,5.26,0.22
3530,60,5.2700000000000005,0.228
3531,60,5.28,0.238
3532,60,5.29,0.259
3533,60,5.3,0.253
3534,60,5.3100000000000005,0.228
3535,60,5.32,0.251
3536,60,5.33,0.235
3537,60,5.34,0.252
3538,60,5.3500000000000005,0.245
3539,60,5.36,0.225
3540,60,5.37,0.232
3541,60,5.38,0.218
3542,60,5.39,0.226
3543,60,5.4,0.214
3544,60,5.41,0.236
3545,60,5.42,0.239
3546,60,5.43,0.229
3547,60,5.44,0.217
3548,60,5.45,0.23
3549,60,5.46,0.227
3550,60,5.47,0.226
3551,60,5.48,0.217
3552,60,5.49,0.215
3553,60,5.5,0.206
3554,60,5.51,0.227
3555,60,5.5200000000000005,0.209
3556,60,5.53,0.216
3557,60,5.54,0.225
3558,60,5.55,0.216
3559,60,5.5600000000000005,0.217
3560,60,5.57,0.247
3561,60,5.58,0.221
3562,60,5.59,0.199
3563,60,5.6000000000000005,0.237
3564,60,5.61,0.226
3565,60,5.62,0.261
3566,60,5.63,0.205
3567,60,5.64,0.224
3568,60,5.65,0.221
3569,60,5.66,0.227
3570,60,5.67,0.223
3571,60,5.68,0.206
3572,60,5.69,0.196
3573,60,5.7,0.217
3574,60,5.71,0.211
3575,60,5.72,0.217
3576,60,5.73,0.242
3577,60,5.74,0.217
3578,60,5.75,0.208
3579,60,5.76,0.233
3580,60,5.7700000000000005,0.23
3581,60,5.78,0.219
3582,60,5.79,0.228
3583,60,5.8,0.229
3584,60,5.8100000000000005,0.215
3585,60,5.82,0.208
3586,60,5.83,0.233
3587,60,5.84,0.192
3588,60,5.8500000000000005,0.219
3589,60,5.86,0.222
3590,60,5.87,0.2
3591,60,5.88,0.213
3592,60,5.89,0.221
3593,60,5.9,0.193
3594,60,5.91,0.215
3595,60,5.92,0.223
3596,60,5.93,0.208
3597,60,5.94,0.19
3598,60,5.95,0.213
3599,60,5.96,0.233
3600,60,5.97,0.217
3601,60,5.98,0.206
3602,60,5.99,0.22
3603,60,6.0,0.229
3604,60,6.01,0.213
3605,60,6.0200000000000005,0.229
3606,60,6.03,0.201
3607,60,6.04,0.204
3608,60,6.05,0.225
3609,60,6.0600000000000005,0.194
3610,60,6.07,0.205
3611,60,6.08,0.227
3612,60,6.09,0.19
3613,60,6.1000000000000005,0.214
3614,60,6.11,0.199
3615,60,6.12,0.21
3616,60,6.13,0.225
3617,60,6.140000000000001,0.224
3618,60,6.15,0.222
3619,60,6.16,0.211
3620,60,6.17,0.191
3621,60,6.18,0.201
3622,60,6.19,0.21
3623,60,6.2,0.186
3624,60,6.21,0.209
3625,60,6.22,0.222
3626,60,6.23,0.205
3627,60,6.24,0.197
3628,60,6.25,0.216
3629,60,6.26,0.213
3630,60,6.2700000000000005,0.205
3631,60,6.28,0.19
3632,60,6.29,0.202
3633,60,6.3,0.215
3634,60,6.3100000000000005,0.22
3635,60,6.32,0.217
3636,60,6.33,0.203
3637,60,6.34,0.211
3638,60,6.3500000000000005,0.234
3639,60,6.36,0.203
3640,60,6.37,0.198
3641,60,6.38,0.209
3642,60,6.390000000000001,0.202
3643,60,6.4,0.193
3644,60,6.41,0.226
3645,60,6.42,0.164
3646,60,6.43,0.202
3647,60,6.44,0.199
3648,60,6.45,0.195
3649,60,6.46,0.223
3650,60,6.47,0.198
3651,60,6.48,0.192
3652,60,6.49,0.192
3653,60,6.5,0.197
3654,60,6.51,0.222
3655,60,6.5200000000000005,0.222
3656,60,6.53,0.223
3657,60,6.54,0.198
3658,60,6.55,0.214
3659,60,6.5600000000000005,0.207
3660,60,6.57,0.194
3661,60,6.58,0.166
3662,60,6.59,0.189
3663,60,6.6000000000000005,0.192
3664,60,6.61,0.196
3665,60,6.62,0.211
3666,60,6.63,0.193
3667,60,6.640000000000001,0.218
3668,60,6.65,0.224
3669,60,6.66,0.222
3670,60,6.67,0.217
3671,60,6.68,0.197
3672,60,6.69,0.207
3673,60,6.7,0.199
3674,60,6.71,0.183
3675,60,6.72,0.201
3676,60,6.73,0.185
3677,60,6.74,0.215
3678,60,6.75,0.179
3679,60,6.76,0.201
3680,60,6.7700000000000005,0.19
3681,60,6.78,0.179
3682,60,6.79,0.23
3683,60,6.8,0.216
3684,60,6.8100000000000005,0.219
3685,60,6.82,0.186
3686,60,6.83,0.17
3687,60,6.84,0.207
3688,60,6.8500000000000005,0.189
3689,60,6.86,0.232
3690,60,6.87,0.194
3691,60,6.88,0.193
3692,60,6.890000000000001,0.194
3693,60,6.9,0.202
3694,60,6.91,0.201
3695,60,6.92,0.221
3696,60,6.93,0.226
3697,60,6.94,0.231
3698,60,6.95,0.195
3699,60,6.96,0.176
3700,60,6.97,0.201
3701,60,6.98,0.212
3702,60,6.99,0.201
3703,60,7.0,0.2
3704,60,7.01,0.211
3705,60,7.0200000000000005,0.209
3706,60,7.03,0.199
3707,60,7.04,0.196
3708,60,7.05,0.207
3709,60,7.0600000000000005,0.223
3710,60,7.07,0.201
3711,60,7.08,0.204
3712,60,7.09,0.217
3713,60,7.1000000000000005,0.211
3714,60,7.11,0.194
3715,60,7.12,0.204
3716,60,7.13,0.181
3717,60,7.140000000000001,0.182
3718,60,7.15,0.204
3719,60,7.16,0.212
3720,60,7.17,0.21
3721,60,7.18,0.217
3722,60,7.19,0.207
3723,60,7.2,0.172
3724,60,7.21,0.187
3725,60,7.22,0.189
3726,60,7.23,0.206
3727,60,7.24,0.203
3728,60,7.25,0.178
3729,60,7.26,0.204
3730,60,7.2700000000000005,0.207
3731,60,7.28,0.208
3732,60,7.29,0.185
3733,60,7.3,0.176
3734,60,7.3100000000000005,0.183
3735,60,7.32,0.201
3736,60,7.33,0.189
3737,60,7.34,0.203
3738,60,7.3500000000000005,0.185
3739,60,7.36,0.197
3740,60,7.37,0.186
3741,60,7.38,0.203
3742,60,7.390000000000001,0.201
3743,60,7.4,0.216
3744,60,7.41,0.196
3745,60,7.42,0.184
3746,60,7.43,0.206
3747,60,7.44,0.19
3748,60,7.45,0.18
3749,60,7.46,0.209
3750,60,7.47,0.216
3751,60,7.48,0.201
3752,60,7.49,0.179
3753,60,7.5,0.186
3754,60,7.51,0.198
3755,60,7.5200000000000005,0.199
3756,60,7.53,0.204
3757,60,7.54,0.186
3758,60,7.55,0.161
3759,60,7.5600000000000005,0.202
3760,60,7.57,0.182
3761,60,7.58,0.204
3762,60,7.59,0.195
3763,60,7.6000000000000005,0.194
3764,60,7.61,0.186
3765,60,7.62,0.203
3766,60,7.63,0.196
3767,60,7.640000000000001,0.202
3768,60,7.65,0.18
3769,60,7.66,0.196
3770,60,7.67,0.185
3771,60,7.68,0.202
3772,60,7.69,0.182
3773,60,7.7,0.217
3774,60,7.71,0.176
3775,60,7.72,0.183
3776,60,7.73,0.183
3777,60,7.74,0.205
3778,60,7.75,0.194
3779,60,7.76,0.181
3780,60,7.7700000000000005,0.211
3781,60,7.78,0.191
3782,60,7.79,0.194
3783,60,7.8,0.187
3784,60,7.8100000000000005,0.209
3785,60,7.82,0.201
3786,60,7.83,0.189
3787,60,7.84,0.189
3788,60,7.8500000000000005,0.186
3789,60,7.86,0.187
3790,60,7.87,0.183
3791,60,7.88,0.202
3792,60,7.890000000000001,0.196
3793,60,7.9,0.195
3794,60,7.91,0.178
3795,60,7.92,0.201
3796,60,7.930000000000001,0.193
3797,60,7.94,0.177
3798,60,7.95,0.202
3799,60,7.96,0.191
3800,60,7.97,0.207
3801,60,7.98,0.201
3802,60,7.99,0.198
3803,60,8.0,0.205
3804,60,8.01,0.202
3805,60,8.02,0.197
3806,60,8.03,0.189
3807,60,8.040000000000001,0.184
3808,60,8.05,0.208
3809,60,8.06,0.181
3810,60,8.07,0.184
3811,60,8.08,0.209
3812,60,8.09,0.211
3813,60,8.1,0.188
3814,60,8.11,0.174
3815,60,8.120000000000001,0.196
3816,60,8.13,0.174
3817,60,8.14,0.169
3818,60,8.15,0.204
3819,60,8.16,0.201
3820,60,8.17,0.197
3821,60,8.18,0.207
3822,60,8.19,0.191
3823,60,8.2,0.194
3824,60,8.21,0.188
3825,60,8.22,0.173
3826,60,8.23,0.18
3827,60,8.24,0.183
3828,60,8.25,0.183
3829,60,8.26,0.205
3830,60,8.27,0.184
3831,60,8.28,0.166
3832,60,8.290000000000001,0.215
3833,60,8.3,0.155
3834,60,8.31,0.199
3835,60,8.32,0.185
3836,60,8.33,0.214
3837,60,8.34,0.187
3838,60,8.35,0.195
3839,60,8.36,0.17
3840,60,8.370000000000001,0.183
3841,60,8.38,0.191
3842,60,8.39,0.174
3843,60,8.4,0.187
3844,60,8.41,0.175
3845,60,8.42,0.176
3846,60,8.43,0.192
3847,60,8.44,0.175
3848,60,8.45,0.178
3849,60,8.46,0.205
3850,60,8.47,0.207
3851,60,8.48,0.179
3852,60,8.49,0.188
3853,60,8.5,0.195
3854,60,8.51,0.16
3855,60,8.52,0.195
3856,60,8.53,0.17
3857,60,8.540000000000001,0.171
3858,60,8.55,0.189
3859,60,8.56,0.2
3860,60,8.57,0.195
3861,60,8.58,0.171
3862,60,8.59,0.185
3863,60,8.6,0.189
3864,60,8.61,0.203
3865,60,8.620000000000001,0.204
3866,60,8.63,0.182
3867,60,8.64,0.178
3868,60,8.65,0.202
3869,60,8.66,0.173
3870,60,8.67,0.174
3871,60,8.68,0.19
3872,60,8.69,0.165
3873,60,8.700000000000001,0.201
3874,60,8.71,0.181
3875,60,8.72,0.194
3876,60,8.73,0.18
3877,60,8.74,0.204
3878,60,8.75,0.213
3879,60,8.76,0.158
3880,60,8.77,0.174
3881,60,8.78,0.191
3882,60,8.790000000000001,0.177
3883,60,8.8,0.194
3884,60,8.81,0.192
3885,60,8.82,0.166
3886,60,8.83,0.178
3887,60,8.84,0.186
3888,60,8.85,0.191
3889,60,8.86,0.195
3890,60,8.870000000000001,0.185
3891,60,8.88,0.187
3892,60,8.89,0.196
3893,60,8.9,0.191
3894,60,8.91,0.198
3895,60,8.92,0.191
3896,60,8.93,0.178
3897,60,8.94,0.193
3898,60,8.950000000000001,0.193
3899,60,8.96,0.199
3900,60,8.97,0.184
3901,60,8.98,0.208
3902,60,8.99,0.177
3903,60,9.0,0.187
3904,60,9.01,0.182
3905,60,9.02,0.187
3906,60,9.03,0.186
3907,60,9.040000000000001,0.149
3908,60,9.05,0.161
3909,60,9.06,0.193
3910,60,9.07,0.171
3911,60,9.08,0.176
3912,60,9.09,0.185
3913,60,9.1,0.187
3914,60,9.11,0.168
3915,60,9.120000000000001,0.184
3916,60,9.13,0.181
3917,60,9.14,0.173
3918,60,9.15,0.18
3919,60,9.16,0.184
3920,60,9.17,0.164
3921,60,9.18,0.162
3922,60,9.19,0.178
3923,60,9.200000000000001,0.194
3924,60,9.21,0.181
3925,60,9.22,0.174
3926,60,9.23,0.164
3927,60,9.24,0.196
3928,60,9.25,0.174
3929,60,9.26,0.175
3930,60,9.27,0.191
3931,60,9.28,0.162
3932,60,9.290000000000001,0.183
3933,60,9.3,0.187
3934,60,9.31,0.173
3935,60,9.32,0.177
3936,60,9.33,0.168
3937,60,9.34,0.158
3938,60,9.35,0.186
3939,60,9.36,0.192
3940,60,9.370000000000001,0.171
3941,60,9.38,0.196
3942,60,9.39,0.19
3943,60,9.4,0.157
3944,60,9.41,0.181
3945,60,9.42,0.167
3946,60,9.43,0.169
3947,60,9.44,0.175
3948,60,9.450000000000001,0.159
3949,60,9.46,0.174
3950,60,9.47,0.159
3951,60,9.48,0.175
3952,60,9.49,0.177
3953,60,9.5,0.148
3954,60,9.51,0.169
3955,60,9.52,0.189
3956,60,9.53,0.198
3957,60,9.540000000000001,0.183
3958,60,9.55,0.159
3959,60,9.56,0.179
3960,60,9.57,0.161
3961,60,9.58,0.158
3962,60,9.59,0.179
3963,60,9.6,0.19
3964,60,9.61,0.146
3965,60,9.620000000000001,0.172
3966,60,9.63,0.191
3967,60,9.64,0.176
3968,60,9.65,0.178
3969,60,9.66,0.165
3970,60,9.67,0.164
3971,60,9.68,0.18
3972,60,9.69,0.172
3973,60,9.700000000000001,0.175
3974,60,9.71,0.177
3975,60,9.72,0.179
3976,60,9.73,0.185
3977,60,9.74,0.166
3978,60,9.75,0.188
3979,60,9.76,0.179
3980,60,9.77,0.171
3981,60,9.78,0.184
3982,60,9.790000000000001,0.189
3983,60,9.8,0.185
3984,60,9.81,0.183
3985,60,9.82,0.196
3986,60,9.83,0.161
3987,60,9.84,0.165
3988,60,9.85,0.171
3989,60,9.86,0.185
3990,60,9.870000000000001,0.172
3991,60,9.88,0.186
3992,60,9.89,0.186
3993,60,9.9,0.181
3994,60,9.91,0.182
3995,60,9.92,0.183
3996,60,9.93,0.17
3997,60,9.94,0.176
3998,60,9.950000000000001,0.186
3999,60,9.96,0.178
4000,60,9.97,0.183
4001,60,9.98,0.159
4002,60,9.99,0.18
4003,60,10.0,0.156
