,sigh,sigx,success_rate
2401,0.92,3.12,0.817
2402,0.92,3.16,0.796
2403,0.92,3.2,0.813
2404,0.92,3.24,0.787
2405,0.92,3.28,0.802
2406,0.92,3.32,0.778
2407,0.92,3.36,0.78
2408,0.92,3.4,0.783
2409,0.92,3.44,0.77
2410,0.92,3.48,0.732
2411,0.92,3.52,0.756
2412,0.92,3.56,0.789
2413,0.92,3.6,0.733
2414,0.92,3.64,0.748
2415,0.92,3.68,0.745
2416,0.92,3.72,0.735
2417,0.92,3.76,0.763
2418,0.92,3.8,0.749
2419,0.92,3.84,0.759
2420,0.92,3.88,0.75
2421,0.92,3.92,0.726
2422,0.92,3.96,0.754
2423,0.92,4.0,0.762
2424,0.96,0.0,0.104
2425,0.96,0.04,0.374
2426,0.96,0.08,0.497
2427,0.96,0.12,0.547
2428,0.96,0.16,0.582
2429,0.96,0.2,0.577
2430,0.96,0.24,0.619
2431,0.96,0.28,0.644
2432,0.96,0.32,0.664
2433,0.96,0.36,0.632
2434,0.96,0.4,0.649
2435,0.96,0.44,0.651
2436,0.96,0.48,0.714
2437,0.96,0.52,0.699
2438,0.96,0.56,0.714
2439,0.96,0.6,0.757
2440,0.96,0.64,0.709
2441,0.96,0.68,0.738
2442,0.96,0.72,0.744
2443,0.96,0.76,0.761
2444,0.96,0.8,0.761
2445,0.96,0.84,0.778
2446,0.96,0.88,0.758
2447,0.96,0.92,0.777
2448,0.96,0.96,0.778
2449,0.96,1.0,0.78
2450,0.96,1.04,0.803
2451,0.96,1.08,0.791
2452,0.96,1.12,0.781
2453,0.96,1.16,0.786
2454,0.96,1.2,0.804
2455,0.96,1.24,0.801
2456,0.96,1.28,0.786
2457,0.96,1.32,0.788
2458,0.96,1.36,0.777
2459,0.96,1.4,0.787
2460,0.96,1.44,0.777
2461,0.96,1.48,0.753
2462,0.96,1.52,0.777
2463,0.96,1.56,0.774
2464,0.96,1.6,0.756
2465,0.96,1.64,0.78
2466,0.96,1.68,0.776
2467,0.96,1.72,0.753
2468,0.96,1.76,0.779
2469,0.96,1.8,0.766
2470,0.96,1.84,0.76
2471,0.96,1.88,0.779
2472,0.96,1.92,0.8
2473,0.96,1.96,0.786
2474,0.96,2.0,0.807
2475,0.96,2.04,0.785
2476,0.96,2.08,0.764
2477,0.96,2.12,0.78
2478,0.96,2.16,0.787
2479,0.96,2.2,0.785
2480,0.96,2.24,0.791
2481,0.96,2.28,0.778
2482,0.96,2.32,0.814
2483,0.96,2.36,0.788
2484,0.96,2.4,0.835
2485,0.96,2.44,0.817
2486,0.96,2.48,0.801
2487,0.96,2.52,0.84
2488,0.96,2.56,0.822
2489,0.96,2.6,0.815
2490,0.96,2.64,0.812
2491,0.96,2.68,0.815
2492,0.96,2.72,0.821
2493,0.96,2.76,0.832
2494,0.96,2.8,0.842
2495,0.96,2.84,0.797
2496,0.96,2.88,0.831
2497,0.96,2.92,0.824
2498,0.96,2.96,0.82
2499,0.96,3.0,0.828
2500,0.96,3.04,0.786
2501,0.96,3.08,0.78
2502,0.96,3.12,0.82
2503,0.96,3.16,0.797
2504,0.96,3.2,0.808
2505,0.96,3.24,0.793
2506,0.96,3.28,0.796
2507,0.96,3.32,0.778
2508,0.96,3.36,0.766
2509,0.96,3.4,0.778
2510,0.96,3.44,0.793
2511,0.96,3.48,0.764
2512,0.96,3.52,0.771
2513,0.96,3.56,0.813
2514,0.96,3.6,0.773
2515,0.96,3.64,0.746
2516,0.96,3.68,0.751
2517,0.96,3.72,0.757
2518,0.96,3.76,0.762
2519,0.96,3.8,0.752
2520,0.96,3.84,0.755
2521,0.96,3.88,0.734
2522,0.96,3.92,0.761
2523,0.96,3.96,0.768
2524,0.96,4.0,0.729
2525,1.0,0.0,0.107
2526,1.0,0.04,0.414
2527,1.0,0.08,0.486
2528,1.0,0.12,0.57
2529,1.0,0.16,0.533
2530,1.0,0.2,0.629
2531,1.0,0.24,0.657
2532,1.0,0.28,0.607
2533,1.0,0.32,0.659
2534,1.0,0.36,0.633
2535,1.0,0.4,0.683
2536,1.0,0.44,0.702
2537,1.0,0.48,0.696
2538,1.0,0.52,0.692
2539,1.0,0.56,0.698
2540,1.0,0.6,0.713
2541,1.0,0.64,0.716
2542,1.0,0.68,0.733
2543,1.0,0.72,0.721
2544,1.0,0.76,0.75
2545,1.0,0.8,0.744
2546,1.0,0.84,0.779
2547,1.0,0.88,0.785
2548,1.0,0.92,0.781
2549,1.0,0.96,0.765
2550,1.0,1.0,0.761
2551,1.0,1.04,0.788
2552,1.0,1.08,0.771
2553,1.0,1.12,0.798
2554,1.0,1.16,0.805
2555,1.0,1.2,0.79
2556,1.0,1.24,0.776
2557,1.0,1.28,0.781
2558,1.0,1.32,0.815
2559,1.0,1.36,0.787
2560,1.0,1.4,0.765
2561,1.0,1.44,0.797
2562,1.0,1.48,0.767
2563,1.0,1.52,0.8
2564,1.0,1.56,0.763
2565,1.0,1.6,0.813
2566,1.0,1.64,0.785
2567,1.0,1.68,0.787
2568,1.0,1.72,0.782
2569,1.0,1.76,0.804
2570,1.0,1.8,0.746
2571,1.0,1.84,0.766
2572,1.0,1.88,0.76
2573,1.0,1.92,0.761
2574,1.0,1.96,0.76
2575,1.0,2.0,0.771
2576,1.0,2.04,0.78
2577,1.0,2.08,0.79
2578,1.0,2.12,0.785
2579,1.0,2.16,0.78
2580,1.0,2.2,0.789
2581,1.0,2.24,0.771
2582,1.0,2.28,0.792
2583,1.0,2.32,0.795
2584,1.0,2.36,0.8
2585,1.0,2.4,0.789
2586,1.0,2.44,0.794
2587,1.0,2.48,0.829
2588,1.0,2.52,0.827
2589,1.0,2.56,0.83
2590,1.0,2.6,0.825
2591,1.0,2.64,0.83
2592,1.0,2.68,0.826
2593,1.0,2.72,0.822
2594,1.0,2.76,0.826
2595,1.0,2.8,0.822
2596,1.0,2.84,0.802
2597,1.0,2.88,0.81
2598,1.0,2.92,0.817
2599,1.0,2.96,0.81
2600,1.0,3.0,0.84
2601,1.0,3.04,0.798
2602,1.0,3.08,0.804
2603,1.0,3.12,0.816
2604,1.0,3.16,0.804
2605,1.0,3.2,0.808
2606,1.0,3.24,0.796
2607,1.0,3.28,0.802
2608,1.0,3.32,0.775
2609,1.0,3.36,0.792
2610,1.0,3.4,0.798
2611,1.0,3.44,0.774
2612,1.0,3.48,0.792
2613,1.0,3.52,0.786
2614,1.0,3.56,0.764
2615,1.0,3.6,0.796
2616,1.0,3.64,0.777
2617,1.0,3.68,0.782
2618,1.0,3.72,0.766
2619,1.0,3.76,0.769
2620,1.0,3.8,0.757
2621,1.0,3.84,0.759
2622,1.0,3.88,0.762
2623,1.0,3.92,0.734
2624,1.0,3.96,0.74
2625,1.0,4.0,0.732
2626,1.04,0.0,0.105
2627,1.04,0.04,0.386
2628,1.04,0.08,0.506
2629,1.04,0.12,0.538
2630,1.04,0.16,0.587
2631,1.04,0.2,0.618
2632,1.04,0.24,0.617
2633,1.04,0.28,0.634
2634,1.04,0.32,0.633
2635,1.04,0.36,0.646
2636,1.04,0.4,0.661
2637,1.04,0.44,0.688
2638,1.04,0.48,0.692
2639,1.04,0.52,0.675
2640,1.04,0.56,0.683
2641,1.04,0.6,0.706
2642,1.04,0.64,0.724
2643,1.04,0.68,0.723
2644,1.04,0.72,0.721
2645,1.04,0.76,0.741
2646,1.04,0.8,0.735
2647,1.04,0.84,0.743
2648,1.04,0.88,0.786
2649,1.04,0.92,0.758
2650,1.04,0.96,0.768
2651,1.04,1.0,0.78
2652,1.04,1.04,0.78
2653,1.04,1.08,0.806
2654,1.04,1.12,0.784
2655,1.04,1.16,0.805
2656,1.04,1.2,0.789
2657,1.04,1.24,0.787
2658,1.04,1.28,0.792
2659,1.04,1.32,0.814
2660,1.04,1.36,0.795
2661,1.04,1.4,0.778
2662,1.04,1.44,0.777
2663,1.04,1.48,0.77
2664,1.04,1.52,0.786
2665,1.04,1.56,0.784
2666,1.04,1.6,0.787
2667,1.04,1.64,0.768
2668,1.04,1.68,0.781
2669,1.04,1.72,0.79
2670,1.04,1.76,0.811
2671,1.04,1.8,0.773
2672,1.04,1.84,0.785
2673,1.04,1.88,0.79
2674,1.04,1.92,0.795
2675,1.04,1.96,0.784
2676,1.04,2.0,0.785
2677,1.04,2.04,0.802
2678,1.04,2.08,0.771
2679,1.04,2.12,0.779
2680,1.04,2.16,0.793
2681,1.04,2.2,0.771
2682,1.04,2.24,0.809
2683,1.04,2.28,0.791
2684,1.04,2.32,0.819
2685,1.04,2.36,0.79
2686,1.04,2.4,0.814
2687,1.04,2.44,0.802
2688,1.04,2.48,0.795
2689,1.04,2.52,0.801
2690,1.04,2.56,0.829
2691,1.04,2.6,0.807
2692,1.04,2.64,0.797
2693,1.04,2.68,0.818
2694,1.04,2.72,0.833
2695,1.04,2.76,0.821
2696,1.04,2.8,0.792
2697,1.04,2.84,0.811
2698,1.04,2.88,0.818
2699,1.04,2.92,0.825
2700,1.04,2.96,0.812
2701,1.04,3.0,0.817
2702,1.04,3.04,0.816
2703,1.04,3.08,0.849
2704,1.04,3.12,0.812
2705,1.04,3.16,0.791
2706,1.04,3.2,0.824
2707,1.04,3.24,0.801
2708,1.04,3.28,0.826
2709,1.04,3.32,0.817
2710,1.04,3.36,0.805
2711,1.04,3.4,0.804
2712,1.04,3.44,0.786
2713,1.04,3.48,0.821
2714,1.04,3.52,0.818
2715,1.04,3.56,0.792
2716,1.04,3.6,0.789
2717,1.04,3.64,0.802
2718,1.04,3.68,0.765
2719,1.04,3.72,0.762
2720,1.04,3.76,0.785
2721,1.04,3.8,0.783
2722,1.04,3.84,0.758
2723,1.04,3.88,0.775
2724,1.04,3.92,0.745
2725,1.04,3.96,0.751
2726,1.04,4.0,0.744
2727,1.08,0.0,0.107
2728,1.08,0.04,0.398
2729,1.08,0.08,0.455
2730,1.08,0.12,0.528
2731,1.08,0.16,0.562
2732,1.08,0.2,0.625
2733,1.08,0.24,0.631
2734,1.08,0.28,0.633
2735,1.08,0.32,0.652
2736,1.08,0.36,0.646
2737,1.08,0.4,0.649
2738,1.08,0.44,0.675
2739,1.08,0.48,0.666
2740,1.08,0.52,0.684
2741,1.08,0.56,0.685
2742,1.08,0.6,0.674
2743,1.08,0.64,0.705
2744,1.08,0.68,0.723
2745,1.08,0.72,0.74
2746,1.08,0.76,0.731
2747,1.08,0.8,0.735
2748,1.08,0.84,0.732
2749,1.08,0.88,0.724
2750,1.08,0.92,0.749
2751,1.08,0.96,0.724
2752,1.08,1.0,0.779
2753,1.08,1.04,0.783
2754,1.08,1.08,0.795
2755,1.08,1.12,0.783
2756,1.08,1.16,0.783
2757,1.08,1.2,0.793
2758,1.08,1.24,0.801
2759,1.08,1.28,0.804
2760,1.08,1.32,0.79
2761,1.08,1.36,0.798
2762,1.08,1.4,0.797
2763,1.08,1.44,0.812
2764,1.08,1.48,0.799
2765,1.08,1.52,0.783
2766,1.08,1.56,0.791
2767,1.08,1.6,0.772
2768,1.08,1.64,0.767
2769,1.08,1.68,0.779
2770,1.08,1.72,0.778
2771,1.08,1.76,0.788
2772,1.08,1.8,0.79
2773,1.08,1.84,0.774
2774,1.08,1.88,0.783
2775,1.08,1.92,0.766
2776,1.08,1.96,0.781
2777,1.08,2.0,0.786
2778,1.08,2.04,0.784
2779,1.08,2.08,0.783
2780,1.08,2.12,0.798
2781,1.08,2.16,0.765
2782,1.08,2.2,0.783
2783,1.08,2.24,0.776
2784,1.08,2.28,0.823
2785,1.08,2.32,0.808
2786,1.08,2.36,0.813
2787,1.08,2.4,0.795
2788,1.08,2.44,0.806
2789,1.08,2.48,0.795
2790,1.08,2.52,0.814
2791,1.08,2.56,0.806
2792,1.08,2.6,0.802
2793,1.08,2.64,0.83
2794,1.08,2.68,0.833
2795,1.08,2.72,0.823
2796,1.08,2.76,0.826
2797,1.08,2.8,0.8
2798,1.08,2.84,0.828
2799,1.08,2.88,0.809
2800,1.08,2.92,0.82
2801,1.08,2.96,0.797
2802,1.08,3.0,0.819
2803,1.08,3.04,0.834
2804,1.08,3.08,0.831
2805,1.08,3.12,0.813
2806,1.08,3.16,0.842
2807,1.08,3.2,0.808
2808,1.08,3.24,0.829
2809,1.08,3.28,0.834
2810,1.08,3.32,0.832
2811,1.08,3.36,0.794
2812,1.08,3.4,0.788
2813,1.08,3.44,0.802
2814,1.08,3.48,0.78
2815,1.08,3.52,0.801
2816,1.08,3.56,0.792
2817,1.08,3.6,0.786
2818,1.08,3.64,0.8
2819,1.08,3.68,0.759
2820,1.08,3.72,0.795
2821,1.08,3.76,0.783
2822,1.08,3.8,0.783
2823,1.08,3.84,0.76
2824,1.08,3.88,0.746
2825,1.08,3.92,0.753
2826,1.08,3.96,0.757
2827,1.08,4.0,0.776
2828,1.12,0.0,0.11
2829,1.12,0.04,0.405
2830,1.12,0.08,0.496
2831,1.12,0.12,0.535
2832,1.12,0.16,0.569
2833,1.12,0.2,0.597
2834,1.12,0.24,0.606
2835,1.12,0.28,0.627
2836,1.12,0.32,0.651
2837,1.12,0.36,0.665
2838,1.12,0.4,0.646
2839,1.12,0.44,0.652
2840,1.12,0.48,0.699
2841,1.12,0.52,0.713
2842,1.12,0.56,0.689
2843,1.12,0.6,0.691
2844,1.12,0.64,0.746
2845,1.12,0.68,0.71
2846,1.12,0.72,0.697
2847,1.12,0.76,0.698
2848,1.12,0.8,0.732
2849,1.12,0.84,0.75
2850,1.12,0.88,0.758
2851,1.12,0.92,0.749
2852,1.12,0.96,0.779
2853,1.12,1.0,0.793
2854,1.12,1.04,0.772
2855,1.12,1.08,0.787
2856,1.12,1.12,0.779
2857,1.12,1.16,0.799
2858,1.12,1.2,0.793
2859,1.12,1.24,0.805
2860,1.12,1.28,0.805
2861,1.12,1.32,0.812
2862,1.12,1.36,0.78
2863,1.12,1.4,0.77
2864,1.12,1.44,0.802
2865,1.12,1.48,0.785
2866,1.12,1.52,0.773
2867,1.12,1.56,0.794
2868,1.12,1.6,0.802
2869,1.12,1.64,0.792
2870,1.12,1.68,0.788
2871,1.12,1.72,0.797
2872,1.12,1.76,0.77
2873,1.12,1.8,0.78
2874,1.12,1.84,0.771
2875,1.12,1.88,0.793
2876,1.12,1.92,0.776
2877,1.12,1.96,0.788
2878,1.12,2.0,0.765
2879,1.12,2.04,0.781
2880,1.12,2.08,0.763
2881,1.12,2.12,0.777
2882,1.12,2.16,0.77
2883,1.12,2.2,0.763
2884,1.12,2.24,0.806
2885,1.12,2.28,0.792
2886,1.12,2.32,0.794
2887,1.12,2.36,0.803
2888,1.12,2.4,0.767
2889,1.12,2.44,0.795
2890,1.12,2.48,0.796
2891,1.12,2.52,0.793
2892,1.12,2.56,0.829
2893,1.12,2.6,0.798
2894,1.12,2.64,0.804
2895,1.12,2.68,0.794
2896,1.12,2.72,0.807
2897,1.12,2.76,0.809
2898,1.12,2.8,0.82
2899,1.12,2.84,0.779
2900,1.12,2.88,0.828
2901,1.12,2.92,0.823
2902,1.12,2.96,0.823
2903,1.12,3.0,0.804
2904,1.12,3.04,0.833
2905,1.12,3.08,0.826
2906,1.12,3.12,0.812
2907,1.12,3.16,0.814
2908,1.12,3.2,0.817
2909,1.12,3.24,0.839
2910,1.12,3.28,0.798
2911,1.12,3.32,0.825
2912,1.12,3.36,0.828
2913,1.12,3.4,0.799
2914,1.12,3.44,0.815
2915,1.12,3.48,0.799
2916,1.12,3.52,0.787
2917,1.12,3.56,0.801
2918,1.12,3.6,0.775
2919,1.12,3.64,0.775
2920,1.12,3.68,0.779
2921,1.12,3.72,0.766
2922,1.12,3.76,0.784
2923,1.12,3.8,0.769
2924,1.12,3.84,0.785
2925,1.12,3.88,0.781
2926,1.12,3.92,0.808
2927,1.12,3.96,0.788
2928,1.12,4.0,0.768
2929,1.16,0.0,0.114
2930,1.16,0.04,0.389
2931,1.16,0.08,0.48
2932,1.16,0.12,0.526
2933,1.16,0.16,0.576
2934,1.16,0.2,0.603
2935,1.16,0.24,0.622
2936,1.16,0.28,0.658
2937,1.16,0.32,0.674
2938,1.16,0.36,0.633
2939,1.16,0.4,0.662
2940,1.16,0.44,0.686
2941,1.16,0.48,0.657
2942,1.16,0.52,0.671
2943,1.16,0.56,0.689
2944,1.16,0.6,0.694
2945,1.16,0.64,0.735
2946,1.16,0.68,0.732
2947,1.16,0.72,0.719
2948,1.16,0.76,0.706
2949,1.16,0.8,0.741
2950,1.16,0.84,0.732
2951,1.16,0.88,0.741
2952,1.16,0.92,0.735
2953,1.16,0.96,0.77
2954,1.16,1.0,0.779
2955,1.16,1.04,0.766
2956,1.16,1.08,0.774
2957,1.16,1.12,0.78
2958,1.16,1.16,0.803
2959,1.16,1.2,0.781
2960,1.16,1.24,0.779
2961,1.16,1.28,0.801
2962,1.16,1.32,0.78
2963,1.16,1.36,0.782
2964,1.16,1.4,0.81
2965,1.16,1.44,0.806
2966,1.16,1.48,0.798
2967,1.16,1.52,0.792
2968,1.16,1.56,0.777
2969,1.16,1.6,0.789
2970,1.16,1.64,0.794
2971,1.16,1.68,0.797
2972,1.16,1.72,0.8
2973,1.16,1.76,0.805
2974,1.16,1.8,0.795
2975,1.16,1.84,0.806
2976,1.16,1.88,0.791
2977,1.16,1.92,0.791
2978,1.16,1.96,0.782
2979,1.16,2.0,0.771
2980,1.16,2.04,0.761
2981,1.16,2.08,0.796
2982,1.16,2.12,0.783
2983,1.16,2.16,0.758
2984,1.16,2.2,0.792
2985,1.16,2.24,0.784
2986,1.16,2.28,0.788
2987,1.16,2.32,0.798
2988,1.16,2.36,0.798
2989,1.16,2.4,0.799
2990,1.16,2.44,0.808
2991,1.16,2.48,0.803
2992,1.16,2.52,0.807
2993,1.16,2.56,0.8
2994,1.16,2.6,0.815
2995,1.16,2.64,0.804
2996,1.16,2.68,0.785
2997,1.16,2.72,0.797
2998,1.16,2.76,0.806
2999,1.16,2.8,0.818
3000,1.16,2.84,0.819
3001,1.16,2.88,0.838
3002,1.16,2.92,0.806
3003,1.16,2.96,0.822
3004,1.16,3.0,0.834
3005,1.16,3.04,0.84
3006,1.16,3.08,0.82
3007,1.16,3.12,0.829
3008,1.16,3.16,0.811
3009,1.16,3.2,0.807
3010,1.16,3.24,0.818
3011,1.16,3.28,0.814
3012,1.16,3.32,0.814
3013,1.16,3.36,0.815
3014,1.16,3.4,0.823
3015,1.16,3.44,0.813
3016,1.16,3.48,0.811
3017,1.16,3.52,0.835
3018,1.16,3.56,0.807
3019,1.16,3.6,0.8
3020,1.16,3.64,0.795
3021,1.16,3.68,0.809
3022,1.16,3.72,0.807
3023,1.16,3.76,0.792
3024,1.16,3.8,0.782
3025,1.16,3.84,0.791
3026,1.16,3.88,0.775
3027,1.16,3.92,0.788
3028,1.16,3.96,0.759
3029,1.16,4.0,0.789
3030,1.2,0.0,0.108
3031,1.2,0.04,0.38
3032,1.2,0.08,0.478
3033,1.2,0.12,0.554
3034,1.2,0.16,0.56
3035,1.2,0.2,0.596
3036,1.2,0.24,0.611
3037,1.2,0.28,0.636
3038,1.2,0.32,0.657
3039,1.2,0.36,0.644
3040,1.2,0.4,0.65
3041,1.2,0.44,0.655
3042,1.2,0.48,0.664
3043,1.2,0.52,0.655
3044,1.2,0.56,0.657
3045,1.2,0.6,0.694
3046,1.2,0.64,0.682
3047,1.2,0.68,0.716
3048,1.2,0.72,0.695
3049,1.2,0.76,0.696
3050,1.2,0.8,0.727
3051,1.2,0.84,0.712
3052,1.2,0.88,0.73
3053,1.2,0.92,0.769
3054,1.2,0.96,0.782
3055,1.2,1.0,0.748
3056,1.2,1.04,0.748
3057,1.2,1.08,0.77
3058,1.2,1.12,0.78
3059,1.2,1.16,0.791
3060,1.2,1.2,0.803
3061,1.2,1.24,0.783
3062,1.2,1.28,0.779
3063,1.2,1.32,0.777
3064,1.2,1.36,0.793
3065,1.2,1.4,0.804
3066,1.2,1.44,0.797
3067,1.2,1.48,0.799
3068,1.2,1.52,0.803
3069,1.2,1.56,0.795
3070,1.2,1.6,0.792
3071,1.2,1.64,0.822
3072,1.2,1.68,0.801
3073,1.2,1.72,0.817
3074,1.2,1.76,0.776
3075,1.2,1.8,0.775
3076,1.2,1.84,0.77
3077,1.2,1.88,0.811
3078,1.2,1.92,0.77
3079,1.2,1.96,0.781
3080,1.2,2.0,0.778
3081,1.2,2.04,0.782
3082,1.2,2.08,0.781
3083,1.2,2.12,0.793
3084,1.2,2.16,0.777
3085,1.2,2.2,0.783
3086,1.2,2.24,0.792
3087,1.2,2.28,0.758
3088,1.2,2.32,0.768
3089,1.2,2.36,0.777
3090,1.2,2.4,0.787
3091,1.2,2.44,0.792
3092,1.2,2.48,0.787
3093,1.2,2.52,0.801
3094,1.2,2.56,0.804
3095,1.2,2.6,0.808
3096,1.2,2.64,0.787
3097,1.2,2.68,0.834
3098,1.2,2.72,0.818
3099,1.2,2.76,0.814
3100,1.2,2.8,0.828
3101,1.2,2.84,0.819
3102,1.2,2.88,0.813
3103,1.2,2.92,0.824
3104,1.2,2.96,0.825
3105,1.2,3.0,0.83
3106,1.2,3.04,0.823
3107,1.2,3.08,0.846
3108,1.2,3.12,0.825
3109,1.2,3.16,0.848
3110,1.2,3.2,0.815
3111,1.2,3.24,0.835
3112,1.2,3.28,0.835
3113,1.2,3.32,0.813
3114,1.2,3.36,0.805
3115,1.2,3.4,0.817
3116,1.2,3.44,0.807
3117,1.2,3.48,0.817
3118,1.2,3.52,0.815
3119,1.2,3.56,0.809
3120,1.2,3.6,0.816
3121,1.2,3.64,0.802
3122,1.2,3.68,0.8
3123,1.2,3.72,0.782
3124,1.2,3.76,0.794
3125,1.2,3.8,0.797
3126,1.2,3.84,0.792
3127,1.2,3.88,0.787
3128,1.2,3.92,0.785
3129,1.2,3.96,0.796
3130,1.2,4.0,0.772
3131,1.24,0.0,0.096
3132,1.24,0.04,0.402
3133,1.24,0.08,0.49
3134,1.24,0.12,0.55
3135,1.24,0.16,0.548
3136,1.24,0.2,0.6
3137,1.24,0.24,0.598
3138,1.24,0.28,0.626
3139,1.24,0.32,0.675
3140,1.24,0.36,0.654
3141,1.24,0.4,0.682
3142,1.24,0.44,0.665
3143,1.24,0.48,0.665
3144,1.24,0.52,0.69
3145,1.24,0.56,0.667
3146,1.24,0.6,0.706
3147,1.24,0.64,0.694
3148,1.24,0.68,0.721
3149,1.24,0.72,0.712
3150,1.24,0.76,0.714
3151,1.24,0.8,0.73
3152,1.24,0.84,0.705
3153,1.24,0.88,0.708
3154,1.24,0.92,0.74
3155,1.24,0.96,0.765
3156,1.24,1.0,0.771
3157,1.24,1.04,0.774
3158,1.24,1.08,0.779
3159,1.24,1.12,0.786
3160,1.24,1.16,0.794
3161,1.24,1.2,0.793
3162,1.24,1.24,0.812
3163,1.24,1.28,0.776
3164,1.24,1.32,0.806
3165,1.24,1.36,0.798
3166,1.24,1.4,0.802
3167,1.24,1.44,0.797
3168,1.24,1.48,0.815
3169,1.24,1.52,0.787
3170,1.24,1.56,0.789
3171,1.24,1.6,0.807
3172,1.24,1.64,0.802
3173,1.24,1.68,0.788
3174,1.24,1.72,0.776
3175,1.24,1.76,0.779
3176,1.24,1.8,0.801
3177,1.24,1.84,0.782
3178,1.24,1.88,0.778
3179,1.24,1.92,0.801
3180,1.24,1.96,0.783
3181,1.24,2.0,0.789
3182,1.24,2.04,0.761
3183,1.24,2.08,0.782
3184,1.24,2.12,0.786
3185,1.24,2.16,0.785
3186,1.24,2.2,0.787
3187,1.24,2.24,0.78
3188,1.24,2.28,0.786
3189,1.24,2.32,0.797
3190,1.24,2.36,0.781
3191,1.24,2.4,0.798
3192,1.24,2.44,0.793
3193,1.24,2.48,0.805
3194,1.24,2.52,0.816
3195,1.24,2.56,0.794
3196,1.24,2.6,0.798
3197,1.24,2.64,0.797
3198,1.24,2.68,0.8
3199,1.24,2.72,0.805
3200,1.24,2.76,0.81
3201,1.24,2.8,0.822
3202,1.24,2.84,0.802
3203,1.24,2.88,0.814
3204,1.24,2.92,0.811
3205,1.24,2.96,0.84
3206,1.24,3.0,0.802
3207,1.24,3.04,0.837
3208,1.24,3.08,0.824
3209,1.24,3.12,0.813
3210,1.24,3.16,0.813
3211,1.24,3.2,0.81
3212,1.24,3.24,0.829
3213,1.24,3.28,0.802
3214,1.24,3.32,0.812
3215,1.24,3.36,0.784
3216,1.24,3.4,0.799
3217,1.24,3.44,0.808
3218,1.24,3.48,0.846
3219,1.24,3.52,0.835
3220,1.24,3.56,0.794
3221,1.24,3.6,0.817
3222,1.24,3.64,0.792
3223,1.24,3.68,0.803
3224,1.24,3.72,0.838
3225,1.24,3.76,0.812
3226,1.24,3.8,0.788
3227,1.24,3.84,0.793
3228,1.24,3.88,0.793
3229,1.24,3.92,0.782
3230,1.24,3.96,0.778
3231,1.24,4.0,0.795
3232,1.28,0.0,0.102
3233,1.28,0.04,0.381
3234,1.28,0.08,0.469
3235,1.28,0.12,0.494
3236,1.28,0.16,0.563
3237,1.28,0.2,0.594
3238,1.28,0.24,0.592
3239,1.28,0.28,0.623
3240,1.28,0.32,0.623
3241,1.28,0.36,0.655
3242,1.28,0.4,0.67
3243,1.28,0.44,0.657
3244,1.28,0.48,0.679
3245,1.28,0.52,0.674
3246,1.28,0.56,0.687
3247,1.28,0.6,0.691
3248,1.28,0.64,0.688
3249,1.28,0.68,0.696
3250,1.28,0.72,0.699
3251,1.28,0.76,0.751
3252,1.28,0.8,0.74
3253,1.28,0.84,0.735
3254,1.28,0.88,0.754
3255,1.28,0.92,0.738
3256,1.28,0.96,0.725
3257,1.28,1.0,0.744
3258,1.28,1.04,0.769
3259,1.28,1.08,0.789
3260,1.28,1.12,0.767
3261,1.28,1.16,0.764
3262,1.28,1.2,0.783
3263,1.28,1.24,0.778
3264,1.28,1.28,0.759
3265,1.28,1.32,0.823
3266,1.28,1.36,0.801
3267,1.28,1.4,0.816
3268,1.28,1.44,0.804
3269,1.28,1.48,0.797
3270,1.28,1.52,0.798
3271,1.28,1.56,0.778
3272,1.28,1.6,0.793
3273,1.28,1.64,0.811
3274,1.28,1.68,0.794
3275,1.28,1.72,0.815
3276,1.28,1.76,0.796
3277,1.28,1.8,0.801
3278,1.28,1.84,0.778
3279,1.28,1.88,0.788
3280,1.28,1.92,0.795
3281,1.28,1.96,0.791
3282,1.28,2.0,0.812
3283,1.28,2.04,0.787
3284,1.28,2.08,0.802
3285,1.28,2.12,0.8
3286,1.28,2.16,0.775
3287,1.28,2.2,0.808
3288,1.28,2.24,0.78
3289,1.28,2.28,0.782
3290,1.28,2.32,0.764
3291,1.28,2.36,0.805
3292,1.28,2.4,0.789
3293,1.28,2.44,0.794
3294,1.28,2.48,0.802
3295,1.28,2.52,0.791
3296,1.28,2.56,0.802
3297,1.28,2.6,0.779
3298,1.28,2.64,0.795
3299,1.28,2.68,0.814
3300,1.28,2.72,0.791
3301,1.28,2.76,0.799
3302,1.28,2.8,0.818
3303,1.28,2.84,0.835
3304,1.28,2.88,0.821
3305,1.28,2.92,0.853
3306,1.28,2.96,0.837
3307,1.28,3.0,0.816
3308,1.28,3.04,0.816
3309,1.28,3.08,0.831
3310,1.28,3.12,0.822
3311,1.28,3.16,0.821
3312,1.28,3.2,0.843
3313,1.28,3.24,0.829
3314,1.28,3.28,0.817
3315,1.28,3.32,0.813
3316,1.28,3.36,0.827
3317,1.28,3.4,0.836
3318,1.28,3.44,0.827
3319,1.28,3.48,0.821
3320,1.28,3.52,0.807
3321,1.28,3.56,0.823
3322,1.28,3.6,0.827
3323,1.28,3.64,0.808
3324,1.28,3.68,0.801
3325,1.28,3.72,0.821
3326,1.28,3.76,0.809
3327,1.28,3.8,0.806
3328,1.28,3.84,0.794
3329,1.28,3.88,0.799
3330,1.28,3.92,0.811
3331,1.28,3.96,0.796
3332,1.28,4.0,0.787
