,sigh,sigx,success_rate
0,0.0,0.0,0.097
1,0.0,0.04,0.243
2,0.0,0.08,0.232
3,0.0,0.12,0.198
4,0.0,0.16,0.221
5,0.0,0.2,0.221
6,0.0,0.24,0.223
7,0.0,0.28,0.229
8,0.0,0.32,0.241
9,0.0,0.36,0.372
10,0.0,0.4,0.487
11,0.0,0.44,0.57
12,0.0,0.48,0.602
13,0.0,0.52,0.59
14,0.0,0.56,0.608
15,0.0,0.6,0.615
16,0.0,0.64,0.608
17,0.0,0.68,0.585
18,0.0,0.72,0.569
19,0.0,0.76,0.608
20,0.0,0.8,0.582
21,0.0,0.84,0.558
22,0.0,0.88,0.549
23,0.0,0.92,0.554
24,0.0,0.96,0.551
25,0.0,1.0,0.523
26,0.0,1.04,0.535
27,0.0,1.08,0.525
28,0.0,1.12,0.493
29,0.0,1.16,0.521
30,0.0,1.2,0.5
31,0.0,1.24,0.492
32,0.0,1.28,0.476
33,0.0,1.32,0.465
34,0.0,1.36,0.468
35,0.0,1.4,0.483
36,0.0,1.44,0.47
37,0.0,1.48,0.447
38,0.0,1.52,0.488
39,0.0,1.56,0.431
40,0.0,1.6,0.437
41,0.0,1.64,0.465
42,0.0,1.68,0.434
43,0.0,1.72,0.425
44,0.0,1.76,0.427
45,0.0,1.8,0.416
46,0.0,1.84,0.419
47,0.0,1.88,0.428
48,0.0,1.92,0.41
49,0.0,1.96,0.437
50,0.0,2.0,0.419
51,0.0,2.04,0.44
52,0.0,2.08,0.431
53,0.0,2.12,0.421
54,0.0,2.16,0.411
55,0.0,2.2,0.397
56,0.0,2.24,0.413
57,0.0,2.28,0.412
58,0.0,2.32,0.402
59,0.0,2.36,0.399
60,0.0,2.4,0.371
61,0.0,2.44,0.422
62,0.0,2.48,0.398
63,0.0,2.52,0.394
64,0.0,2.56,0.387
65,0.0,2.6,0.402
66,0.0,2.64,0.384
67,0.0,2.68,0.379
68,0.0,2.72,0.395
69,0.0,2.76,0.38
70,0.0,2.8,0.386
71,0.0,2.84,0.383
72,0.0,2.88,0.378
73,0.0,2.92,0.38
74,0.0,2.96,0.364
75,0.0,3.0,0.383
76,0.0,3.04,0.366
77,0.0,3.08,0.361
78,0.0,3.12,0.356
79,0.0,3.16,0.375
80,0.0,3.2,0.373
81,0.0,3.24,0.371
82,0.0,3.28,0.395
83,0.0,3.32,0.37
84,0.0,3.36,0.375
85,0.0,3.4,0.39
86,0.0,3.44,0.391
87,0.0,3.48,0.374
88,0.0,3.52,0.375
89,0.0,3.56,0.366
90,0.0,3.6,0.349
91,0.0,3.64,0.363
92,0.0,3.68,0.342
93,0.0,3.72,0.35
94,0.0,3.76,0.363
95,0.0,3.8,0.377
96,0.0,3.84,0.356
97,0.0,3.88,0.373
98,0.0,3.92,0.336
99,0.0,3.96,0.345
100,0.0,4.0,0.363
101,0.04,0.0,0.121
102,0.04,0.04,0.644
103,0.04,0.08,0.556
104,0.04,0.12,0.465
105,0.04,0.16,0.44
106,0.04,0.2,0.485
107,0.04,0.24,0.534
108,0.04,0.28,0.595
109,0.04,0.32,0.655
110,0.04,0.36,0.689
111,0.04,0.4,0.738
112,0.04,0.44,0.727
113,0.04,0.48,0.766
114,0.04,0.52,0.774
115,0.04,0.56,0.834
116,0.04,0.6,0.836
117,0.04,0.64,0.827
118,0.04,0.68,0.849
119,0.04,0.72,0.854
120,0.04,0.76,0.856
121,0.04,0.8,0.815
122,0.04,0.84,0.811
123,0.04,0.88,0.797
124,0.04,0.92,0.778
125,0.04,0.96,0.789
126,0.04,1.0,0.766
127,0.04,1.04,0.754
128,0.04,1.08,0.737
129,0.04,1.12,0.741
130,0.04,1.16,0.694
131,0.04,1.2,0.702
132,0.04,1.24,0.676
133,0.04,1.28,0.668
134,0.04,1.32,0.667
135,0.04,1.36,0.668
136,0.04,1.4,0.642
137,0.04,1.44,0.621
138,0.04,1.48,0.633
139,0.04,1.52,0.627
140,0.04,1.56,0.611
141,0.04,1.6,0.597
142,0.04,1.64,0.608
143,0.04,1.68,0.578
144,0.04,1.72,0.599
145,0.04,1.76,0.585
146,0.04,1.8,0.586
147,0.04,1.84,0.571
148,0.04,1.88,0.57
149,0.04,1.92,0.548
150,0.04,1.96,0.54
151,0.04,2.0,0.564
152,0.04,2.04,0.542
153,0.04,2.08,0.528
154,0.04,2.12,0.521
155,0.04,2.16,0.536
156,0.04,2.2,0.521
157,0.04,2.24,0.509
158,0.04,2.28,0.512
159,0.04,2.32,0.498
160,0.04,2.36,0.508
161,0.04,2.4,0.524
162,0.04,2.44,0.491
163,0.04,2.48,0.492
164,0.04,2.52,0.473
165,0.04,2.56,0.494
166,0.04,2.6,0.482
167,0.04,2.64,0.471
168,0.04,2.68,0.464
169,0.04,2.72,0.471
170,0.04,2.76,0.465
171,0.04,2.8,0.465
172,0.04,2.84,0.459
173,0.04,2.88,0.454
174,0.04,2.92,0.505
175,0.04,2.96,0.452
176,0.04,3.0,0.464
177,0.04,3.04,0.471
178,0.04,3.08,0.45
179,0.04,3.12,0.466
180,0.04,3.16,0.423
181,0.04,3.2,0.432
182,0.04,3.24,0.438
183,0.04,3.28,0.438
184,0.04,3.32,0.433
185,0.04,3.36,0.436
186,0.04,3.4,0.431
187,0.04,3.44,0.447
188,0.04,3.48,0.436
189,0.04,3.52,0.429
190,0.04,3.56,0.435
191,0.04,3.6,0.423
192,0.04,3.64,0.455
193,0.04,3.68,0.415
194,0.04,3.72,0.404
195,0.04,3.76,0.431
196,0.04,3.8,0.429
197,0.04,3.84,0.385
198,0.04,3.88,0.422
199,0.04,3.92,0.402
200,0.04,3.96,0.42
201,0.04,4.0,0.376
202,0.08,0.0,0.106
203,0.08,0.04,0.547
204,0.08,0.08,0.629
205,0.08,0.12,0.619
206,0.08,0.16,0.665
207,0.08,0.2,0.656
208,0.08,0.24,0.667
209,0.08,0.28,0.674
210,0.08,0.32,0.703
211,0.08,0.36,0.702
212,0.08,0.4,0.731
213,0.08,0.44,0.718
214,0.08,0.48,0.759
215,0.08,0.52,0.755
216,0.08,0.56,0.796
217,0.08,0.6,0.798
218,0.08,0.64,0.784
219,0.08,0.68,0.809
220,0.08,0.72,0.848
221,0.08,0.76,0.857
222,0.08,0.8,0.879
223,0.08,0.84,0.861
224,0.08,0.88,0.858
225,0.08,0.92,0.85
226,0.08,0.96,0.832
227,0.08,1.0,0.809
228,0.08,1.04,0.788
229,0.08,1.08,0.809
230,0.08,1.12,0.789
231,0.08,1.16,0.757
232,0.08,1.2,0.756
233,0.08,1.24,0.743
234,0.08,1.28,0.751
235,0.08,1.32,0.731
236,0.08,1.36,0.729
237,0.08,1.4,0.711
238,0.08,1.44,0.696
239,0.08,1.48,0.682
240,0.08,1.52,0.708
241,0.08,1.56,0.679
242,0.08,1.6,0.647
243,0.08,1.64,0.676
244,0.08,1.68,0.661
245,0.08,1.72,0.65
246,0.08,1.76,0.616
247,0.08,1.8,0.635
248,0.08,1.84,0.617
249,0.08,1.88,0.625
250,0.08,1.92,0.596
251,0.08,1.96,0.606
252,0.08,2.0,0.605
253,0.08,2.04,0.593
254,0.08,2.08,0.563
255,0.08,2.12,0.558
256,0.08,2.16,0.566
257,0.08,2.2,0.554
258,0.08,2.24,0.535
259,0.08,2.28,0.54
260,0.08,2.32,0.583
261,0.08,2.36,0.559
262,0.08,2.4,0.509
263,0.08,2.44,0.533
264,0.08,2.48,0.556
265,0.08,2.52,0.527
266,0.08,2.56,0.523
267,0.08,2.6,0.522
268,0.08,2.64,0.498
269,0.08,2.68,0.531
270,0.08,2.72,0.509
271,0.08,2.76,0.527
272,0.08,2.8,0.488
273,0.08,2.84,0.508
274,0.08,2.88,0.517
275,0.08,2.92,0.55
276,0.08,2.96,0.513
277,0.08,3.0,0.506
278,0.08,3.04,0.498
279,0.08,3.08,0.48
280,0.08,3.12,0.508
281,0.08,3.16,0.479
282,0.08,3.2,0.478
283,0.08,3.24,0.472
284,0.08,3.28,0.477
285,0.08,3.32,0.488
286,0.08,3.36,0.485
287,0.08,3.4,0.502
288,0.08,3.44,0.468
289,0.08,3.48,0.452
290,0.08,3.52,0.483
291,0.08,3.56,0.478
292,0.08,3.6,0.464
293,0.08,3.64,0.459
294,0.08,3.68,0.45
295,0.08,3.72,0.456
296,0.08,3.76,0.455
297,0.08,3.8,0.451
298,0.08,3.84,0.422
299,0.08,3.88,0.448
300,0.08,3.92,0.446
301,0.08,3.96,0.439
302,0.08,4.0,0.444
303,0.12,0.0,0.094
304,0.12,0.04,0.484
305,0.12,0.08,0.609
306,0.12,0.12,0.705
307,0.12,0.16,0.723
308,0.12,0.2,0.709
309,0.12,0.24,0.729
310,0.12,0.28,0.671
311,0.12,0.32,0.72
312,0.12,0.36,0.676
313,0.12,0.4,0.709
314,0.12,0.44,0.723
315,0.12,0.48,0.753
316,0.12,0.52,0.738
317,0.12,0.56,0.745
318,0.12,0.6,0.774
319,0.12,0.64,0.784
320,0.12,0.68,0.791
321,0.12,0.72,0.781
322,0.12,0.76,0.8
323,0.12,0.8,0.819
324,0.12,0.84,0.852
325,0.12,0.88,0.852
326,0.12,0.92,0.828
327,0.12,0.96,0.816
328,0.12,1.0,0.822
329,0.12,1.04,0.851
330,0.12,1.08,0.851
331,0.12,1.12,0.829
332,0.12,1.16,0.814
333,0.12,1.2,0.81
334,0.12,1.24,0.821
335,0.12,1.28,0.799
336,0.12,1.32,0.753
337,0.12,1.36,0.788
338,0.12,1.4,0.754
339,0.12,1.44,0.758
340,0.12,1.48,0.754
341,0.12,1.52,0.753
342,0.12,1.56,0.728
343,0.12,1.6,0.699
344,0.12,1.64,0.722
345,0.12,1.68,0.699
346,0.12,1.72,0.713
347,0.12,1.76,0.684
348,0.12,1.8,0.67
349,0.12,1.84,0.687
350,0.12,1.88,0.66
351,0.12,1.92,0.674
352,0.12,1.96,0.644
353,0.12,2.0,0.634
354,0.12,2.04,0.636
355,0.12,2.08,0.63
356,0.12,2.12,0.611
357,0.12,2.16,0.607
358,0.12,2.2,0.619
359,0.12,2.24,0.591
360,0.12,2.28,0.573
361,0.12,2.32,0.618
362,0.12,2.36,0.589
363,0.12,2.4,0.574
364,0.12,2.44,0.588
365,0.12,2.48,0.571
366,0.12,2.52,0.565
367,0.12,2.56,0.583
368,0.12,2.6,0.549
369,0.12,2.64,0.548
370,0.12,2.68,0.565
371,0.12,2.72,0.547
372,0.12,2.76,0.574
373,0.12,2.8,0.552
374,0.12,2.84,0.536
375,0.12,2.88,0.546
376,0.12,2.92,0.52
377,0.12,2.96,0.53
378,0.12,3.0,0.556
379,0.12,3.04,0.513
380,0.12,3.08,0.512
381,0.12,3.12,0.506
382,0.12,3.16,0.519
383,0.12,3.2,0.529
384,0.12,3.24,0.528
385,0.12,3.28,0.497
386,0.12,3.32,0.522
387,0.12,3.36,0.488
388,0.12,3.4,0.488
389,0.12,3.44,0.509
390,0.12,3.48,0.496
391,0.12,3.52,0.506
392,0.12,3.56,0.467
393,0.12,3.6,0.523
394,0.12,3.64,0.502
395,0.12,3.68,0.506
396,0.12,3.72,0.46
397,0.12,3.76,0.484
398,0.12,3.8,0.458
399,0.12,3.84,0.47
400,0.12,3.88,0.474
401,0.12,3.92,0.482
402,0.12,3.96,0.467
403,0.12,4.0,0.479
404,0.16,0.0,0.104
405,0.16,0.04,0.465
406,0.16,0.08,0.605
407,0.16,0.12,0.698
408,0.16,0.16,0.719
409,0.16,0.2,0.73
410,0.16,0.24,0.708
411,0.16,0.28,0.724
412,0.16,0.32,0.704
413,0.16,0.36,0.728
414,0.16,0.4,0.726
415,0.16,0.44,0.753
416,0.16,0.48,0.719
417,0.16,0.52,0.733
418,0.16,0.56,0.72
419,0.16,0.6,0.757
420,0.16,0.64,0.772
421,0.16,0.68,0.739
422,0.16,0.72,0.77
423,0.16,0.76,0.796
424,0.16,0.8,0.79
425,0.16,0.84,0.809
426,0.16,0.88,0.81
427,0.16,0.92,0.826
428,0.16,0.96,0.832
429,0.16,1.0,0.826
430,0.16,1.04,0.843
431,0.16,1.08,0.848
432,0.16,1.12,0.829
433,0.16,1.16,0.824
434,0.16,1.2,0.813
435,0.16,1.24,0.822
436,0.16,1.28,0.809
437,0.16,1.32,0.809
438,0.16,1.36,0.807
439,0.16,1.4,0.806
440,0.16,1.44,0.794
441,0.16,1.48,0.755
442,0.16,1.52,0.772
443,0.16,1.56,0.743
444,0.16,1.6,0.768
445,0.16,1.64,0.736
446,0.16,1.68,0.723
447,0.16,1.72,0.701
448,0.16,1.76,0.726
449,0.16,1.8,0.688
450,0.16,1.84,0.676
451,0.16,1.88,0.712
452,0.16,1.92,0.68
453,0.16,1.96,0.673
454,0.16,2.0,0.656
455,0.16,2.04,0.671
456,0.16,2.08,0.676
457,0.16,2.12,0.676
458,0.16,2.16,0.638
459,0.16,2.2,0.65
460,0.16,2.24,0.653
461,0.16,2.28,0.627
462,0.16,2.32,0.572
463,0.16,2.36,0.614
464,0.16,2.4,0.634
465,0.16,2.44,0.591
466,0.16,2.48,0.594
467,0.16,2.52,0.61
468,0.16,2.56,0.622
469,0.16,2.6,0.577
470,0.16,2.64,0.586
471,0.16,2.68,0.592
472,0.16,2.72,0.581
473,0.16,2.76,0.558
474,0.16,2.8,0.596
475,0.16,2.84,0.553
476,0.16,2.88,0.582
477,0.16,2.92,0.575
478,0.16,2.96,0.554
479,0.16,3.0,0.596
480,0.16,3.04,0.534
481,0.16,3.08,0.546
482,0.16,3.12,0.546
483,0.16,3.16,0.564
484,0.16,3.2,0.507
485,0.16,3.24,0.547
486,0.16,3.28,0.558
487,0.16,3.32,0.504
488,0.16,3.36,0.547
489,0.16,3.4,0.537
490,0.16,3.44,0.504
491,0.16,3.48,0.523
492,0.16,3.52,0.521
493,0.16,3.56,0.507
494,0.16,3.6,0.526
495,0.16,3.64,0.517
496,0.16,3.68,0.497
497,0.16,3.72,0.493
498,0.16,3.76,0.523
499,0.16,3.8,0.499
500,0.16,3.84,0.504
501,0.16,3.88,0.477
502,0.16,3.92,0.485
503,0.16,3.96,0.464
504,0.16,4.0,0.496
505,0.2,0.0,0.089
506,0.2,0.04,0.467
507,0.2,0.08,0.614
508,0.2,0.12,0.681
509,0.2,0.16,0.698
510,0.2,0.2,0.755
511,0.2,0.24,0.757
512,0.2,0.28,0.747
513,0.2,0.32,0.724
514,0.2,0.36,0.728
515,0.2,0.4,0.721
516,0.2,0.44,0.717
517,0.2,0.48,0.708
518,0.2,0.52,0.731
519,0.2,0.56,0.708
520,0.2,0.6,0.755
521,0.2,0.64,0.715
522,0.2,0.68,0.765
523,0.2,0.72,0.745
524,0.2,0.76,0.74
525,0.2,0.8,0.748
526,0.2,0.84,0.768
527,0.2,0.88,0.783
528,0.2,0.92,0.791
529,0.2,0.96,0.802
530,0.2,1.0,0.812
531,0.2,1.04,0.82
532,0.2,1.08,0.813
533,0.2,1.12,0.835
534,0.2,1.16,0.814
535,0.2,1.2,0.813
536,0.2,1.24,0.848
537,0.2,1.28,0.838
538,0.2,1.32,0.824
539,0.2,1.36,0.802
540,0.2,1.4,0.808
541,0.2,1.44,0.808
542,0.2,1.48,0.779
543,0.2,1.52,0.822
544,0.2,1.56,0.778
545,0.2,1.6,0.792
546,0.2,1.64,0.774
547,0.2,1.68,0.747
548,0.2,1.72,0.769
549,0.2,1.76,0.746
550,0.2,1.8,0.741
551,0.2,1.84,0.71
552,0.2,1.88,0.738
553,0.2,1.92,0.718
554,0.2,1.96,0.699
555,0.2,2.0,0.697
556,0.2,2.04,0.696
557,0.2,2.08,0.695
558,0.2,2.12,0.701
559,0.2,2.16,0.698
560,0.2,2.2,0.682
561,0.2,2.24,0.685
562,0.2,2.28,0.663
563,0.2,2.32,0.671
564,0.2,2.36,0.641
565,0.2,2.4,0.646
566,0.2,2.44,0.659
567,0.2,2.48,0.621
568,0.2,2.52,0.608
569,0.2,2.56,0.629
570,0.2,2.6,0.624
571,0.2,2.64,0.62
572,0.2,2.68,0.63
573,0.2,2.72,0.619
574,0.2,2.76,0.613
575,0.2,2.8,0.582
576,0.2,2.84,0.583
577,0.2,2.88,0.596
578,0.2,2.92,0.586
579,0.2,2.96,0.579
580,0.2,3.0,0.563
581,0.2,3.04,0.567
582,0.2,3.08,0.577
583,0.2,3.12,0.569
584,0.2,3.16,0.554
585,0.2,3.2,0.551
586,0.2,3.24,0.569
587,0.2,3.28,0.559
588,0.2,3.32,0.539
589,0.2,3.36,0.545
590,0.2,3.4,0.576
591,0.2,3.44,0.53
592,0.2,3.48,0.539
593,0.2,3.52,0.532
594,0.2,3.56,0.545
595,0.2,3.6,0.529
596,0.2,3.64,0.53
597,0.2,3.68,0.537
598,0.2,3.72,0.518
599,0.2,3.76,0.532
600,0.2,3.8,0.513
601,0.2,3.84,0.529
602,0.2,3.88,0.506
603,0.2,3.92,0.513
604,0.2,3.96,0.497
605,0.2,4.0,0.498
606,0.24,0.0,0.116
607,0.24,0.04,0.482
608,0.24,0.08,0.573
609,0.24,0.12,0.651
610,0.24,0.16,0.693
611,0.24,0.2,0.72
612,0.24,0.24,0.728
613,0.24,0.28,0.751
614,0.24,0.32,0.769
615,0.24,0.36,0.762
616,0.24,0.4,0.737
617,0.24,0.44,0.762
618,0.24,0.48,0.734
619,0.24,0.52,0.743
620,0.24,0.56,0.72
621,0.24,0.6,0.707
622,0.24,0.64,0.75
623,0.24,0.68,0.723
624,0.24,0.72,0.744
625,0.24,0.76,0.761
626,0.24,0.8,0.774
627,0.24,0.84,0.764
628,0.24,0.88,0.749
629,0.24,0.92,0.787
630,0.24,0.96,0.771
631,0.24,1.0,0.773
632,0.24,1.04,0.782
633,0.24,1.08,0.798
634,0.24,1.12,0.806
635,0.24,1.16,0.823
636,0.24,1.2,0.838
637,0.24,1.24,0.84
638,0.24,1.28,0.822
639,0.24,1.32,0.823
640,0.24,1.36,0.826
641,0.24,1.4,0.839
642,0.24,1.44,0.825
643,0.24,1.48,0.815
644,0.24,1.52,0.819
645,0.24,1.56,0.803
646,0.24,1.6,0.798
647,0.24,1.64,0.792
648,0.24,1.68,0.798
649,0.24,1.72,0.767
650,0.24,1.76,0.757
651,0.24,1.8,0.752
652,0.24,1.84,0.765
653,0.24,1.88,0.727
654,0.24,1.92,0.737
655,0.24,1.96,0.735
656,0.24,2.0,0.748
657,0.24,2.04,0.731
658,0.24,2.08,0.724
659,0.24,2.12,0.701
660,0.24,2.16,0.671
661,0.24,2.2,0.689
662,0.24,2.24,0.695
663,0.24,2.28,0.68
664,0.24,2.32,0.661
665,0.24,2.36,0.677
666,0.24,2.4,0.67
667,0.24,2.44,0.703
668,0.24,2.48,0.657
669,0.24,2.52,0.659
670,0.24,2.56,0.623
671,0.24,2.6,0.653
672,0.24,2.64,0.64
673,0.24,2.68,0.642
674,0.24,2.72,0.614
675,0.24,2.76,0.628
676,0.24,2.8,0.618
677,0.24,2.84,0.629
678,0.24,2.88,0.605
679,0.24,2.92,0.58
680,0.24,2.96,0.593
681,0.24,3.0,0.603
682,0.24,3.04,0.578
683,0.24,3.08,0.582
684,0.24,3.12,0.61
685,0.24,3.16,0.599
686,0.24,3.2,0.569
687,0.24,3.24,0.601
688,0.24,3.28,0.563
689,0.24,3.32,0.577
690,0.24,3.36,0.555
691,0.24,3.4,0.529
692,0.24,3.44,0.552
693,0.24,3.48,0.567
694,0.24,3.52,0.545
695,0.24,3.56,0.54
696,0.24,3.6,0.54
697,0.24,3.64,0.551
698,0.24,3.68,0.58
699,0.24,3.72,0.532
700,0.24,3.76,0.547
701,0.24,3.8,0.534
702,0.24,3.84,0.509
703,0.24,3.88,0.505
704,0.24,3.92,0.53
705,0.24,3.96,0.536
706,0.24,4.0,0.514
707,0.28,0.0,0.098
708,0.28,0.04,0.488
709,0.28,0.08,0.6
710,0.28,0.12,0.631
711,0.28,0.16,0.674
712,0.28,0.2,0.709
713,0.28,0.24,0.74
714,0.28,0.28,0.756
715,0.28,0.32,0.769
716,0.28,0.36,0.757
717,0.28,0.4,0.752
718,0.28,0.44,0.743
719,0.28,0.48,0.709
720,0.28,0.52,0.729
721,0.28,0.56,0.74
722,0.28,0.6,0.728
723,0.28,0.64,0.743
724,0.28,0.68,0.728
725,0.28,0.72,0.746
726,0.28,0.76,0.73
727,0.28,0.8,0.75
728,0.28,0.84,0.755
729,0.28,0.88,0.761
730,0.28,0.92,0.77
731,0.28,0.96,0.791
732,0.28,1.0,0.773
733,0.28,1.04,0.789
734,0.28,1.08,0.796
735,0.28,1.12,0.784
736,0.28,1.16,0.804
737,0.28,1.2,0.811
738,0.28,1.24,0.822
739,0.28,1.28,0.843
740,0.28,1.32,0.826
741,0.28,1.36,0.828
742,0.28,1.4,0.838
743,0.28,1.44,0.819
744,0.28,1.48,0.828
745,0.28,1.52,0.819
746,0.28,1.56,0.818
747,0.28,1.6,0.825
748,0.28,1.64,0.789
749,0.28,1.68,0.787
750,0.28,1.72,0.801
751,0.28,1.76,0.812
752,0.28,1.8,0.77
753,0.28,1.84,0.793
754,0.28,1.88,0.783
755,0.28,1.92,0.768
756,0.28,1.96,0.743
757,0.28,2.0,0.736
758,0.28,2.04,0.749
759,0.28,2.08,0.715
760,0.28,2.12,0.702
761,0.28,2.16,0.718
762,0.28,2.2,0.704
763,0.28,2.24,0.682
764,0.28,2.28,0.732
765,0.28,2.32,0.678
766,0.28,2.36,0.699
767,0.28,2.4,0.687
768,0.28,2.44,0.699
769,0.28,2.48,0.681
770,0.28,2.52,0.684
771,0.28,2.56,0.673
772,0.28,2.6,0.673
773,0.28,2.64,0.652
774,0.28,2.68,0.649
775,0.28,2.72,0.645
776,0.28,2.76,0.648
777,0.28,2.8,0.653
778,0.28,2.84,0.664
779,0.28,2.88,0.618
780,0.28,2.92,0.644
781,0.28,2.96,0.634
782,0.28,3.0,0.583
783,0.28,3.04,0.61
784,0.28,3.08,0.622
785,0.28,3.12,0.604
786,0.28,3.16,0.601
787,0.28,3.2,0.615
788,0.28,3.24,0.595
789,0.28,3.28,0.583
790,0.28,3.32,0.622
791,0.28,3.36,0.581
792,0.28,3.4,0.588
793,0.28,3.44,0.578
794,0.28,3.48,0.589
795,0.28,3.52,0.577
796,0.28,3.56,0.582
797,0.28,3.6,0.583
798,0.28,3.64,0.553
799,0.28,3.68,0.566
800,0.28,3.72,0.551
801,0.28,3.76,0.581
802,0.28,3.8,0.532
803,0.28,3.84,0.547
804,0.28,3.88,0.552
805,0.28,3.92,0.549
806,0.28,3.96,0.566
807,0.28,4.0,0.552
808,0.32,0.0,0.084
809,0.32,0.04,0.461
810,0.32,0.08,0.563
811,0.32,0.12,0.616
812,0.32,0.16,0.659
813,0.32,0.2,0.685
814,0.32,0.24,0.713
815,0.32,0.28,0.691
816,0.32,0.32,0.753
817,0.32,0.36,0.767
818,0.32,0.4,0.781
819,0.32,0.44,0.772
820,0.32,0.48,0.75
821,0.32,0.52,0.739
822,0.32,0.56,0.735
823,0.32,0.6,0.713
824,0.32,0.64,0.742
825,0.32,0.68,0.742
826,0.32,0.72,0.756
827,0.32,0.76,0.743
828,0.32,0.8,0.763
829,0.32,0.84,0.74
830,0.32,0.88,0.77
831,0.32,0.92,0.746
832,0.32,0.96,0.762
833,0.32,1.0,0.77
834,0.32,1.04,0.775
835,0.32,1.08,0.753
836,0.32,1.12,0.768
837,0.32,1.16,0.791
838,0.32,1.2,0.818
839,0.32,1.24,0.813
840,0.32,1.28,0.812
841,0.32,1.32,0.814
842,0.32,1.36,0.816
843,0.32,1.4,0.84
844,0.32,1.44,0.846
845,0.32,1.48,0.823
846,0.32,1.52,0.831
847,0.32,1.56,0.845
848,0.32,1.6,0.82
849,0.32,1.64,0.826
850,0.32,1.68,0.829
851,0.32,1.72,0.83
852,0.32,1.76,0.813
853,0.32,1.8,0.78
854,0.32,1.84,0.829
855,0.32,1.88,0.809
856,0.32,1.92,0.768
857,0.32,1.96,0.779
858,0.32,2.0,0.77
859,0.32,2.04,0.76
860,0.32,2.08,0.763
861,0.32,2.12,0.755
862,0.32,2.16,0.759
863,0.32,2.2,0.734
864,0.32,2.24,0.733
865,0.32,2.28,0.699
866,0.32,2.32,0.727
867,0.32,2.36,0.712
868,0.32,2.4,0.708
869,0.32,2.44,0.737
870,0.32,2.48,0.698
871,0.32,2.52,0.679
872,0.32,2.56,0.689
873,0.32,2.6,0.662
874,0.32,2.64,0.702
875,0.32,2.68,0.685
876,0.32,2.72,0.677
877,0.32,2.76,0.66
878,0.32,2.8,0.671
879,0.32,2.84,0.648
880,0.32,2.88,0.652
881,0.32,2.92,0.648
882,0.32,2.96,0.651
883,0.32,3.0,0.643
884,0.32,3.04,0.658
885,0.32,3.08,0.636
886,0.32,3.12,0.605
887,0.32,3.16,0.628
888,0.32,3.2,0.607
889,0.32,3.24,0.602
890,0.32,3.28,0.61
891,0.32,3.32,0.582
892,0.32,3.36,0.611
893,0.32,3.4,0.599
894,0.32,3.44,0.602
895,0.32,3.48,0.583
896,0.32,3.52,0.584
897,0.32,3.56,0.568
898,0.32,3.6,0.596
899,0.32,3.64,0.567
900,0.32,3.68,0.571
901,0.32,3.72,0.596
902,0.32,3.76,0.572
903,0.32,3.8,0.565
904,0.32,3.84,0.552
905,0.32,3.88,0.546
906,0.32,3.92,0.568
907,0.32,3.96,0.539
908,0.32,4.0,0.55
909,0.36,0.0,0.103
910,0.36,0.04,0.473
911,0.36,0.08,0.569
912,0.36,0.12,0.592
913,0.36,0.16,0.641
914,0.36,0.2,0.667
915,0.36,0.24,0.695
916,0.36,0.28,0.728
917,0.36,0.32,0.736
918,0.36,0.36,0.765
919,0.36,0.4,0.755
920,0.36,0.44,0.76
921,0.36,0.48,0.763
922,0.36,0.52,0.777
923,0.36,0.56,0.756
924,0.36,0.6,0.753
925,0.36,0.64,0.754
926,0.36,0.68,0.759
927,0.36,0.72,0.748
928,0.36,0.76,0.749
929,0.36,0.8,0.746
930,0.36,0.84,0.742
931,0.36,0.88,0.756
932,0.36,0.92,0.743
933,0.36,0.96,0.756
934,0.36,1.0,0.755
935,0.36,1.04,0.784
936,0.36,1.08,0.789
937,0.36,1.12,0.752
938,0.36,1.16,0.777
939,0.36,1.2,0.775
940,0.36,1.24,0.799
941,0.36,1.28,0.792
942,0.36,1.32,0.798
943,0.36,1.36,0.802
944,0.36,1.4,0.817
945,0.36,1.44,0.838
946,0.36,1.48,0.818
947,0.36,1.52,0.837
948,0.36,1.56,0.822
949,0.36,1.6,0.819
950,0.36,1.64,0.816
951,0.36,1.68,0.843
952,0.36,1.72,0.817
953,0.36,1.76,0.81
954,0.36,1.8,0.836
955,0.36,1.84,0.806
956,0.36,1.88,0.801
957,0.36,1.92,0.809
958,0.36,1.96,0.781
959,0.36,2.0,0.779
960,0.36,2.04,0.758
961,0.36,2.08,0.775
962,0.36,2.12,0.766
963,0.36,2.16,0.766
964,0.36,2.2,0.765
965,0.36,2.24,0.744
966,0.36,2.28,0.744
967,0.36,2.32,0.726
968,0.36,2.36,0.699
969,0.36,2.4,0.729
970,0.36,2.44,0.715
971,0.36,2.48,0.763
972,0.36,2.52,0.72
973,0.36,2.56,0.709
974,0.36,2.6,0.715
975,0.36,2.64,0.701
976,0.36,2.68,0.707
977,0.36,2.72,0.684
978,0.36,2.76,0.688
979,0.36,2.8,0.674
980,0.36,2.84,0.701
981,0.36,2.88,0.671
982,0.36,2.92,0.642
983,0.36,2.96,0.646
984,0.36,3.0,0.618
985,0.36,3.04,0.632
986,0.36,3.08,0.66
987,0.36,3.12,0.66
988,0.36,3.16,0.641
989,0.36,3.2,0.639
990,0.36,3.24,0.614
991,0.36,3.28,0.625
992,0.36,3.32,0.608
993,0.36,3.36,0.586
994,0.36,3.4,0.635
995,0.36,3.44,0.645
996,0.36,3.48,0.593
997,0.36,3.52,0.633
998,0.36,3.56,0.603
