,$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0,0.0,2.0,-4.0,-2.0,0.78
1,0.0,2.0,-3.9,-1.9,0.824
2,0.0,2.0,-3.8,-1.7999999999999998,0.837
3,0.0,2.0,-3.7,-1.7000000000000002,0.855
4,0.0,2.0,-3.6,-1.6,0.865
5,0.0,2.0,-3.5,-1.5,0.845
6,0.0,2.0,-3.4,-1.4,0.874
7,0.0,2.0,-3.3,-1.2999999999999998,0.857
8,0.0,2.0,-3.2,-1.2000000000000002,0.871
9,0.0,2.0,-3.1,-1.1,0.862
10,0.0,2.0,-3.0,-1.0,0.857
11,0.1,2.1,-4.0,-2.0,0.801
12,0.1,2.1,-3.9,-1.9,0.803
13,0.1,2.1,-3.8,-1.7999999999999998,0.856
14,0.1,2.1,-3.7,-1.7000000000000002,0.838
15,0.1,2.1,-3.6,-1.6,0.847
16,0.1,2.1,-3.5,-1.5,0.855
17,0.1,2.1,-3.4,-1.4,0.856
18,0.1,2.1,-3.3,-1.2999999999999998,0.871
19,0.1,2.1,-3.2,-1.2000000000000002,0.867
20,0.1,2.1,-3.1,-1.1,0.858
21,0.1,2.1,-3.0,-1.0,0.876
22,0.2,2.2,-4.0,-2.0,0.787
23,0.2,2.2,-3.9,-1.9,0.804
24,0.2,2.2,-3.8,-1.7999999999999998,0.8
25,0.2,2.2,-3.7,-1.7000000000000002,0.823
26,0.2,2.2,-3.6,-1.6,0.82
27,0.2,2.2,-3.5,-1.5,0.815
28,0.2,2.2,-3.4,-1.4,0.85
29,0.2,2.2,-3.3,-1.2999999999999998,0.847
30,0.2,2.2,-3.2,-1.2000000000000002,0.854
31,0.2,2.2,-3.1,-1.1,0.849
32,0.2,2.2,-3.0,-1.0,0.861
33,0.3,2.3,-4.0,-2.0,0.78
34,0.3,2.3,-3.9,-1.9,0.797
35,0.3,2.3,-3.8,-1.7999999999999998,0.808
36,0.3,2.3,-3.7,-1.7000000000000002,0.829
37,0.3,2.3,-3.6,-1.6,0.817
38,0.3,2.3,-3.5,-1.5,0.826
39,0.3,2.3,-3.4,-1.4,0.844
40,0.3,2.3,-3.3,-1.2999999999999998,0.841
41,0.3,2.3,-3.2,-1.2000000000000002,0.861
42,0.3,2.3,-3.1,-1.1,0.841
43,0.3,2.3,-3.0,-1.0,0.872
44,0.4,2.4,-4.0,-2.0,0.755
45,0.4,2.4,-3.9,-1.9,0.803
46,0.4,2.4,-3.8,-1.7999999999999998,0.802
47,0.4,2.4,-3.7,-1.7000000000000002,0.827
48,0.4,2.4,-3.6,-1.6,0.806
49,0.4,2.4,-3.5,-1.5,0.819
50,0.4,2.4,-3.4,-1.4,0.835
51,0.4,2.4,-3.3,-1.2999999999999998,0.835
52,0.4,2.4,-3.2,-1.2000000000000002,0.84
53,0.4,2.4,-3.1,-1.1,0.84
54,0.4,2.4,-3.0,-1.0,0.858
55,0.5,2.5,-4.0,-2.0,0.738
56,0.5,2.5,-3.9,-1.9,0.755
57,0.5,2.5,-3.8,-1.7999999999999998,0.753
58,0.5,2.5,-3.7,-1.7000000000000002,0.801
59,0.5,2.5,-3.6,-1.6,0.789
60,0.5,2.5,-3.5,-1.5,0.81
61,0.5,2.5,-3.4,-1.4,0.822
62,0.5,2.5,-3.3,-1.2999999999999998,0.831
63,0.5,2.5,-3.2,-1.2000000000000002,0.844
64,0.5,2.5,-3.1,-1.1,0.831
65,0.5,2.5,-3.0,-1.0,0.843
66,0.6,2.6,-4.0,-2.0,0.702
67,0.6,2.6,-3.9,-1.9,0.756
68,0.6,2.6,-3.8,-1.7999999999999998,0.75
69,0.6,2.6,-3.7,-1.7000000000000002,0.773
70,0.6,2.6,-3.6,-1.6,0.779
71,0.6,2.6,-3.5,-1.5,0.783
72,0.6,2.6,-3.4,-1.4,0.798
73,0.6,2.6,-3.3,-1.2999999999999998,0.831
74,0.6,2.6,-3.2,-1.2000000000000002,0.821
75,0.6,2.6,-3.1,-1.1,0.851
76,0.6,2.6,-3.0,-1.0,0.838
77,0.7,2.7,-4.0,-2.0,0.699
