mux,muh,success_rate
1.12,-1.36,0.267
-0.08,-0.72,0.808
3.04,-1.76,0.104
-1.04,-0.08,0.857
2.88,-2.0,0.109
-1.44,-1.84,0.809
3.28,-0.88,0.127
-3.92,-1.44,0.845
0.24,-1.6,0.527
2.0,-1.12,0.145
-3.44,-0.56,0.819
1.36,-0.48,0.529
-2.4,-1.2,0.843
-1.92,-0.32,0.86
2.24,-0.24,0.262
-1.12,-0.96,0.843
-1.36,-1.84,0.825
0.0,-0.72,0.842
-0.96,-0.08,0.858
1.2,-1.36,0.251
2.96,-2.0,0.088
3.36,-0.88,0.111
3.12,-1.76,0.094
-3.84,-1.44,0.864
1.44,-0.48,0.482
0.32,-1.6,0.469
-3.36,-0.56,0.87
-2.32,-1.2,0.876
2.08,-1.12,0.142
-1.84,-0.32,0.855
-1.28,-1.84,0.821
-1.04,-0.96,0.859
2.32,-0.24,0.267
-0.88,-0.08,0.851
0.08,-0.72,0.831
1.28,-1.36,0.231
-3.76,-1.44,0.845
-1.76,-0.32,0.838
3.04,-2.0,0.095
3.44,-0.88,0.089
3.2,-1.76,0.108
1.52,-0.48,0.454
-1.2,-1.84,0.82
0.4,-1.6,0.437
-3.28,-0.56,0.815
-2.24,-1.2,0.865
2.16,-1.12,0.141
-0.96,-0.96,0.855
2.4,-0.24,0.232
-1.12,-1.84,0.814
-0.8,-0.08,0.872
-3.68,-1.44,0.865
0.16,-0.72,0.798
-1.68,-0.32,0.85
2.24,-1.12,0.148
1.36,-1.36,0.206
3.12,-2.0,0.108
3.52,-0.88,0.103
1.6,-0.48,0.394
3.28,-1.76,0.104
-3.2,-0.56,0.839
0.48,-1.6,0.41
-0.88,-0.96,0.831
-2.16,-1.2,0.842
-1.04,-1.84,0.817
2.32,-1.12,0.111
2.48,-0.24,0.205
-0.72,-0.08,0.852
-0.8,-0.96,0.857
-3.6,-1.44,0.84
-1.6,-0.32,0.837
0.24,-0.72,0.797
1.44,-1.36,0.2
-3.12,-0.56,0.855
3.2,-2.0,0.105
3.6,-0.88,0.081
1.68,-0.48,0.334
3.36,-1.76,0.113
-0.96,-1.84,0.77
0.56,-1.6,0.387
-2.08,-1.2,0.871
2.4,-1.12,0.121
-0.72,-0.96,0.837
-3.52,-1.44,0.851
-0.64,-0.08,0.866
2.56,-0.24,0.18
-1.52,-0.32,0.871
-0.88,-1.84,0.801
-3.04,-0.56,0.845
0.32,-0.72,0.796
2.48,-1.12,0.113
1.52,-1.36,0.19
3.28,-2.0,0.1
3.68,-0.88,0.113
-2.0,-1.2,0.864
-0.64,-0.96,0.854
1.76,-0.48,0.335
3.44,-1.76,0.105
0.64,-1.6,0.345
2.56,-1.12,0.113
-3.44,-1.44,0.855
-0.56,-0.08,0.864
-1.44,-0.32,0.851
-0.56,-0.96,0.843
2.64,-0.24,0.176
-0.8,-1.84,0.787
-2.96,-0.56,0.85
0.4,-0.72,0.766
1.6,-1.36,0.177
-1.92,-1.2,0.853
3.36,-2.0,0.116
3.76,-0.88,0.101
1.84,-0.48,0.279
3.52,-1.76,0.097
0.72,-1.6,0.299
2.64,-1.12,0.117
-0.48,-0.96,0.82
-3.36,-1.44,0.856
-0.48,-0.08,0.844
-1.36,-0.32,0.85
-2.88,-0.56,0.85
2.72,-0.24,0.159
-0.72,-1.84,0.774
0.48,-0.72,0.756
2.72,-1.12,0.111
-1.84,-1.2,0.872
1.68,-1.36,0.163
-0.4,-0.96,0.825
3.44,-2.0,0.095
3.84,-0.88,0.104
1.92,-0.48,0.3
0.8,-1.6,0.322
3.6,-1.76,0.104
-3.28,-1.44,0.846
-1.28,-0.32,0.874
-0.4,-0.08,0.861
2.8,-1.12,0.112
-0.32,-0.96,0.829
-2.8,-0.56,0.841
-0.64,-1.84,0.771
2.8,-0.24,0.184
3.68,-1.76,0.11
-1.76,-1.2,0.822
0.56,-0.72,0.705
1.76,-1.36,0.167
3.52,-2.0,0.103
3.92,-0.88,0.104
2.0,-0.48,0.273
0.88,-1.6,0.257
2.88,-1.12,0.108
-0.24,-0.96,0.795
-3.2,-1.44,0.837
-1.2,-0.32,0.856
-0.32,-0.08,0.839
3.76,-1.76,0.116
-2.72,-0.56,0.822
-0.56,-1.84,0.742
2.88,-0.24,0.14
-1.68,-1.2,0.85
0.64,-0.72,0.698
2.96,-1.12,0.114
-0.16,-0.96,0.805
1.84,-1.36,0.136
3.6,-2.0,0.093
4.0,-0.88,0.096
2.08,-0.48,0.241
0.96,-1.6,0.244
3.84,-1.76,0.103
-3.12,-1.44,0.847
-1.12,-0.32,0.865
-2.64,-0.56,0.86
-0.24,-0.08,0.851
-0.08,-0.96,0.794
3.04,-1.12,0.099
-0.48,-1.84,0.713
-1.6,-1.2,0.858
2.96,-0.24,0.147
3.92,-1.76,0.104
0.72,-0.72,0.704
-4.0,-0.8,0.818
1.92,-1.36,0.138
3.68,-2.0,0.102
2.16,-0.48,0.214
1.04,-1.6,0.217
-3.04,-1.44,0.846
3.12,-1.12,0.1
-1.04,-0.32,0.85
-2.56,-0.56,0.856
-0.16,-0.08,0.859
-0.4,-1.84,0.685
0.0,-0.96,0.785
-1.52,-1.2,0.852
4.0,-1.76,0.101
-2.96,-1.44,0.862
3.04,-0.24,0.136
0.8,-0.72,0.701
-3.92,-0.8,0.808
2.0,-1.36,0.125
3.76,-2.0,0.089
2.24,-0.48,0.195
1.12,-1.6,0.214
-0.32,-1.84,0.642
-0.96,-0.32,0.841
-2.48,-0.56,0.853
3.2,-1.12,0.112
-0.08,-0.08,0.856
-2.88,-1.44,0.848
0.08,-0.96,0.759
-1.44,-1.2,0.846
-4.0,-1.68,0.824
-3.84,-0.8,0.836
0.88,-0.72,0.639
3.12,-0.24,0.114
-0.24,-1.84,0.596
2.08,-1.36,0.124
3.84,-2.0,0.104
2.32,-0.48,0.202
-2.8,-1.44,0.83
1.2,-1.6,0.191
-0.88,-0.32,0.86
0.16,-0.96,0.772
-2.4,-0.56,0.82
3.28,-1.12,0.105
0.0,-0.08,0.834
-0.16,-1.84,0.579
-3.92,-1.68,0.857
-1.36,-1.2,0.86
-3.76,-0.8,0.824
-2.72,-1.44,0.85
0.96,-0.72,0.563
3.2,-0.24,0.134
0.24,-0.96,0.755
2.16,-1.36,0.115
3.92,-2.0,0.098
2.4,-0.48,0.169
-0.8,-0.32,0.84
-0.08,-1.84,0.573
1.28,-1.6,0.171
-2.32,-0.56,0.853
0.08,-0.08,0.827
-2.64,-1.44,0.863
3.36,-1.12,0.125
-3.84,-1.68,0.843
0.32,-0.96,0.732
-1.28,-1.2,0.844
-3.68,-0.8,0.814
1.04,-0.72,0.556
0.0,-1.84,0.495
3.28,-0.24,0.118
-2.56,-1.44,0.849
2.24,-1.36,0.131
4.0,-2.0,0.094
2.48,-0.48,0.169
-0.72,-0.32,0.86
-2.24,-0.56,0.847
0.4,-0.96,0.706
1.36,-1.6,0.161
0.16,-0.08,0.835
3.44,-1.12,0.106
-3.76,-1.68,0.841
-3.6,-0.8,0.852
-1.2,-1.2,0.859
0.08,-1.84,0.495
-2.48,-1.44,0.871
1.12,-0.72,0.528
0.48,-0.96,0.698
-4.0,-1.92,0.853
3.36,-0.24,0.107
2.32,-1.36,0.122
-2.16,-0.56,0.849
-0.64,-0.32,0.836
2.56,-0.48,0.165
-2.4,-1.44,0.841
0.16,-1.84,0.465
1.44,-1.6,0.149
0.24,-0.08,0.857
-3.68,-1.68,0.869
3.52,-1.12,0.091
-3.52,-0.8,0.853
-1.12,-1.2,0.834
0.56,-0.96,0.66
1.2,-0.72,0.503
-3.92,-1.92,0.851
0.24,-1.84,0.39
-2.08,-0.56,0.86
3.44,-0.24,0.125
2.4,-1.36,0.116
-0.56,-0.32,0.845
2.64,-0.48,0.155
-2.32,-1.44,0.856
3.6,-1.12,0.1
-3.6,-1.68,0.854
0.32,-0.08,0.864
1.52,-1.6,0.153
-3.44,-0.8,0.844
0.64,-0.96,0.606
1.28,-0.72,0.475
-1.04,-1.2,0.838
0.32,-1.84,0.389
-3.84,-1.92,0.883
3.68,-1.12,0.104
-2.0,-0.56,0.859
-0.48,-0.32,0.844
3.52,-0.24,0.122
2.48,-1.36,0.123
-2.24,-1.44,0.851
2.72,-0.48,0.142
1.36,-0.72,0.396
-3.52,-1.68,0.862
-3.36,-0.8,0.818
0.4,-0.08,0.838
0.4,-1.84,0.317
1.6,-1.6,0.167
0.72,-0.96,0.591
-0.96,-1.2,0.837
3.76,-1.12,0.102
-3.76,-1.92,0.862
1.44,-0.72,0.397
-1.92,-0.56,0.838
0.48,-1.84,0.304
-0.4,-0.32,0.853
3.6,-0.24,0.131
2.56,-1.36,0.103
-2.16,-1.44,0.849
-3.44,-1.68,0.847
-3.28,-0.8,0.83
2.8,-0.48,0.138
3.84,-1.12,0.109
0.48,-0.08,0.822
1.68,-1.6,0.135
0.8,-0.96,0.592
-0.88,-1.2,0.821
1.52,-0.72,0.349
0.56,-1.84,0.276
-3.68,-1.92,0.862
-1.84,-0.56,0.871
3.92,-1.12,0.118
-0.32,-0.32,0.849
-3.36,-1.68,0.845
-2.08,-1.44,0.858
-3.2,-0.8,0.849
3.68,-0.24,0.11
2.64,-1.36,0.108
2.88,-0.48,0.113
1.6,-0.72,0.32
0.56,-0.08,0.825
0.64,-1.84,0.258
1.76,-1.6,0.128
0.88,-0.96,0.541
-0.8,-1.2,0.841
4.0,-1.12,0.092
-3.6,-1.92,0.868
-1.76,-0.56,0.854
1.68,-0.72,0.286
-0.24,-0.32,0.81
-3.28,-1.68,0.853
0.72,-1.84,0.24
-3.12,-0.8,0.854
-2.0,-1.44,0.856
3.76,-0.24,0.119
2.72,-1.36,0.107
-4.0,-1.04,0.812
2.96,-0.48,0.133
0.64,-0.08,0.825
1.84,-1.6,0.143
0.96,-0.96,0.468
-3.52,-1.92,0.859
1.76,-0.72,0.245
-0.72,-1.2,0.823
0.8,-1.84,0.236
-1.68,-0.56,0.848
-3.92,-1.04,0.828
-3.2,-1.68,0.873
-0.16,-0.32,0.829
-3.04,-0.8,0.831
-1.92,-1.44,0.848
3.84,-0.24,0.105
2.8,-1.36,0.103
0.72,-0.08,0.788
3.04,-0.48,0.136
1.84,-0.72,0.238
0.88,-1.84,0.21
1.92,-1.6,0.145
-3.84,-1.04,0.848
1.04,-0.96,0.419
-3.44,-1.92,0.857
-0.64,-1.2,0.807
-1.6,-0.56,0.851
-3.12,-1.68,0.878
-2.96,-0.8,0.87
-0.08,-0.32,0.842
1.92,-0.72,0.209
-1.84,-1.44,0.876
0.96,-1.84,0.201
3.92,-0.24,0.108
2.88,-1.36,0.1
0.8,-0.08,0.812
-3.76,-1.04,0.817
3.12,-0.48,0.108
2.0,-1.6,0.119
-3.36,-1.92,0.878
1.12,-0.96,0.417
-0.56,-1.2,0.836
2.0,-0.72,0.215
-1.52,-0.56,0.851
1.04,-1.84,0.18
-3.04,-1.68,0.862
-2.88,-0.8,0.846
0.0,-0.32,0.826
-1.76,-1.44,0.846
0.88,-0.08,0.806
-3.68,-1.04,0.83
2.96,-1.36,0.115
4.0,-0.24,0.111
-3.28,-1.92,0.861
3.2,-0.48,0.096
2.08,-0.72,0.198
2.08,-1.6,0.115
1.2,-0.96,0.369
-0.48,-1.2,0.833
-1.44,-0.56,0.855
-2.96,-1.68,0.867
1.12,-1.84,0.172
-2.8,-0.8,0.853
0.08,-0.32,0.84
3.04,-1.36,0.094
-1.68,-1.44,0.841
2.16,-0.72,0.179
-3.2,-1.92,0.854
-3.6,-1.04,0.847
-4.0,-0.16,0.65
0.96,-0.08,0.792
3.28,-0.48,0.124
-2.88,-1.68,0.852
2.16,-1.6,0.116
1.28,-0.96,0.326
-1.36,-0.56,0.871
3.12,-1.36,0.092
-0.4,-1.2,0.828
-2.72,-0.8,0.848
1.2,-1.84,0.171
2.24,-0.72,0.158
-3.12,-1.92,0.87
-1.6,-1.44,0.827
0.16,-0.32,0.817
-3.52,-1.04,0.855
-3.92,-0.16,0.68
-2.8,-1.68,0.888
1.04,-0.08,0.763
2.24,-1.6,0.137
3.36,-0.48,0.114
2.32,-0.72,0.17
-1.28,-0.56,0.845
3.2,-1.36,0.118
1.36,-0.96,0.333
-0.32,-1.2,0.812
-2.64,-0.8,0.868
-3.04,-1.92,0.87
1.28,-1.84,0.139
-2.72,-1.68,0.861
-1.52,-1.44,0.848
0.24,-0.32,0.827
-3.44,-1.04,0.837
-3.84,-0.16,0.697
2.32,-1.6,0.118
1.12,-0.08,0.736
-2.96,-1.92,0.874
3.44,-0.48,0.112
2.4,-0.72,0.153
3.28,-1.36,0.108
-1.2,-0.56,0.835
-2.56,-0.8,0.856
-2.64,-1.68,0.865
1.44,-0.96,0.263
-0.24,-1.2,0.784
1.36,-1.84,0.145
2.4,-1.6,0.108
-1.44,-1.44,0.845
0.32,-0.32,0.832
-3.36,-1.04,0.868
-3.76,-0.16,0.755
3.36,-1.36,0.102
-2.88,-1.92,0.86
1.2,-0.08,0.724
-2.56,-1.68,0.85
3.52,-0.48,0.097
2.48,-0.72,0.132
-1.12,-0.56,0.871
-2.48,-0.8,0.84
-0.16,-1.2,0.782
1.44,-1.84,0.132
1.52,-0.96,0.253
2.48,-1.6,0.116
-3.28,-1.04,0.883
-1.36,-1.44,0.836
-3.68,-0.16,0.765
3.44,-1.36,0.106
0.4,-0.32,0.827
-2.48,-1.68,0.847
-2.8,-1.92,0.842
1.28,-0.08,0.736
-1.04,-0.56,0.839
3.6,-0.48,0.092
1.52,-1.84,0.136
2.56,-0.72,0.138
-2.4,-0.8,0.836
-0.08,-1.2,0.754
1.6,-0.96,0.23
3.52,-1.36,0.094
-3.6,-0.16,0.777
-3.2,-1.04,0.845
2.56,-1.6,0.106
-2.4,-1.68,0.873
-1.28,-1.44,0.851
0.48,-0.32,0.804
-2.72,-1.92,0.848
1.6,-1.84,0.129
1.36,-0.08,0.684
3.6,-1.36,0.111
-0.96,-0.56,0.85
3.68,-0.48,0.108
2.64,-0.72,0.14
-2.32,-0.8,0.84
-2.32,-1.68,0.878
0.0,-1.2,0.752
1.68,-0.96,0.227
-3.52,-0.16,0.8
-3.12,-1.04,0.857
-1.2,-1.44,0.848
2.64,-1.6,0.088
0.56,-0.32,0.805
-2.64,-1.92,0.847
1.68,-1.84,0.116
3.68,-1.36,0.116
-2.24,-1.68,0.865
1.44,-0.08,0.657
-0.88,-0.56,0.863
-2.24,-0.8,0.86
2.72,-0.72,0.135
3.76,-0.48,0.12
-3.44,-0.16,0.803
-3.04,-1.04,0.853
0.08,-1.2,0.752
1.76,-0.96,0.197
-1.12,-1.44,0.835
1.76,-1.84,0.116
2.72,-1.6,0.108
3.76,-1.36,0.105
0.64,-0.32,0.773
-2.56,-1.92,0.872
-2.16,-1.68,0.835
-0.8,-0.56,0.865
1.52,-0.08,0.631
-2.16,-0.8,0.848
1.84,-1.84,0.124
-3.36,-0.16,0.817
2.8,-0.72,0.129
3.84,-0.48,0.092
-2.96,-1.04,0.859
0.16,-1.2,0.704
-2.08,-1.68,0.85
1.84,-0.96,0.184
-1.04,-1.44,0.85
3.84,-1.36,0.108
2.8,-1.6,0.106
-2.48,-1.92,0.851
0.72,-0.32,0.825
-2.0,-1.68,0.839
1.92,-1.84,0.114
-2.08,-0.8,0.864
-0.72,-0.56,0.846
1.6,-0.08,0.57
-3.28,-0.16,0.825
-2.88,-1.04,0.857
2.88,-0.72,0.121
3.92,-0.48,0.108
0.24,-1.2,0.719
3.92,-1.36,0.091
1.92,-0.96,0.19
-0.96,-1.44,0.844
2.88,-1.6,0.108
-2.4,-1.92,0.847
0.8,-0.32,0.755
-1.92,-1.68,0.857
-2.0,-0.8,0.86
-0.64,-0.56,0.852
2.0,-1.84,0.122
-2.8,-1.04,0.857
-3.2,-0.16,0.828
1.68,-0.08,0.57
0.32,-1.2,0.671
-1.84,-1.68,0.837
2.96,-0.72,0.108
4.0,-0.48,0.097
4.0,-1.36,0.099
2.0,-0.96,0.157
-0.88,-1.44,0.836
-2.32,-1.92,0.842
2.96,-1.6,0.104
0.88,-0.32,0.768
-2.72,-1.04,0.857
-1.92,-0.8,0.853
0.4,-1.2,0.639
-1.76,-1.68,0.863
-0.56,-0.56,0.818
-3.12,-0.16,0.824
2.08,-1.84,0.122
-4.0,-0.4,0.748
1.76,-0.08,0.511
-2.64,-1.04,0.855
3.04,-0.72,0.109
-4.0,-1.28,0.82
-0.8,-1.44,0.799
2.08,-0.96,0.17
-2.24,-1.92,0.853
-1.68,-1.68,0.863
3.04,-1.6,0.114
0.96,-0.32,0.743
-1.84,-0.8,0.841
0.48,-1.2,0.595
-3.04,-0.16,0.83
-0.48,-0.56,0.853
2.16,-1.84,0.095
-3.92,-0.4,0.734
-2.56,-1.04,0.874
1.84,-0.08,0.5
-1.6,-1.68,0.857
-3.92,-1.28,0.836
3.12,-0.72,0.106
-2.96,-0.16,0.833
-0.72,-1.44,0.827
-2.16,-1.92,0.853
2.16,-0.96,0.158
-1.76,-0.8,0.852
3.12,-1.6,0.095
1.04,-0.32,0.738
0.56,-1.2,0.572
-0.4,-0.56,0.849
-1.52,-1.68,0.853
-3.84,-0.4,0.802
-2.88,-0.16,0.827
2.24,-1.84,0.101
-2.48,-1.04,0.853
-3.84,-1.28,0.83
1.92,-0.08,0.432
3.2,-0.72,0.121
-0.32,-0.56,0.85
-2.08,-1.92,0.861
-0.64,-1.44,0.809
2.24,-0.96,0.14
-1.44,-1.68,0.823
-1.68,-0.8,0.844
3.2,-1.6,0.106
-2.8,-0.16,0.835
0.64,-1.2,0.507
1.12,-0.32,0.694
-3.76,-0.4,0.787
-2.4,-1.04,0.86
-0.24,-0.56,0.845
2.32,-1.84,0.103
-3.76,-1.28,0.861
-1.36,-1.68,0.849
2.0,-0.08,0.4
-2.72,-0.16,0.838
3.28,-0.72,0.102
-2.0,-1.92,0.851
-0.56,-1.44,0.824
-1.6,-0.8,0.846
2.32,-0.96,0.134
3.28,-1.6,0.11
0.72,-1.2,0.468
1.2,-0.32,0.67
-0.16,-0.56,0.828
-1.28,-1.68,0.84
-3.68,-0.4,0.792
-2.64,-0.16,0.845
-2.32,-1.04,0.85
-3.68,-1.28,0.866
2.4,-1.84,0.096
2.08,-0.08,0.383
-1.92,-1.92,0.839
3.36,-0.72,0.094
-0.08,-0.56,0.843
-0.48,-1.44,0.788
-1.52,-0.8,0.863
-1.2,-1.68,0.816
-2.56,-0.16,0.83
2.4,-0.96,0.143
3.36,-1.6,0.112
0.8,-1.2,0.455
-3.6,-0.4,0.821
1.28,-0.32,0.632
-2.24,-1.04,0.874
-3.6,-1.28,0.846
0.0,-0.56,0.837
2.48,-1.84,0.11
-2.48,-0.16,0.863
-1.12,-1.68,0.815
2.16,-0.08,0.343
-1.84,-1.92,0.855
-1.44,-0.8,0.848
3.44,-0.72,0.092
-0.4,-1.44,0.786
2.48,-0.96,0.134
-3.52,-0.4,0.828
3.44,-1.6,0.1
0.88,-1.2,0.384
0.08,-0.56,0.828
-1.04,-1.68,0.81
1.36,-0.32,0.625
-2.4,-0.16,0.852
-2.16,-1.04,0.871
-3.52,-1.28,0.859
2.56,-1.84,0.111
2.24,-0.08,0.312
-1.76,-1.92,0.835
-1.36,-0.8,0.856
0.16,-0.56,0.831
3.52,-0.72,0.119
-0.32,-1.44,0.768
-0.96,-1.68,0.834
-3.44,-0.4,0.814
2.56,-0.96,0.133
3.52,-1.6,0.086
0.96,-1.2,0.381
-2.32,-0.16,0.851
-2.08,-1.04,0.873
-3.44,-1.28,0.847
1.44,-0.32,0.56
-1.28,-0.8,0.847
0.24,-0.56,0.803
-0.88,-1.68,0.799
2.64,-1.84,0.102
-1.68,-1.92,0.853
2.32,-0.08,0.286
-0.24,-1.44,0.746
3.6,-0.72,0.094
-3.36,-0.4,0.835
2.64,-0.96,0.125
-1.2,-0.8,0.847
-2.24,-0.16,0.862
3.6,-1.6,0.099
1.04,-1.2,0.339
0.32,-0.56,0.782
-2.0,-1.04,0.868
-3.36,-1.28,0.857
-0.8,-1.68,0.808
1.52,-0.32,0.538
2.72,-1.84,0.114
-1.6,-1.92,0.818
-1.12,-0.8,0.859
2.4,-0.08,0.253
-0.16,-1.44,0.727
-3.28,-0.4,0.809
3.68,-0.72,0.102
2.72,-0.96,0.145
-2.16,-0.16,0.84
-0.72,-1.68,0.797
-3.28,-1.28,0.837
-1.92,-1.04,0.844
0.4,-0.56,0.792
3.68,-1.6,0.105
1.12,-1.2,0.315
1.6,-0.32,0.464
2.8,-1.84,0.098
-1.04,-0.8,0.846
-1.52,-1.92,0.842
-1.84,-1.04,0.871
2.48,-0.08,0.237
-3.2,-0.4,0.833
-0.08,-1.44,0.722
3.76,-0.72,0.102
-2.08,-0.16,0.843
2.88,-1.84,0.094
-0.96,-0.8,0.862
-3.2,-1.28,0.859
2.8,-0.96,0.118
-0.64,-1.68,0.762
0.48,-0.56,0.806
1.2,-1.2,0.292
3.76,-1.6,0.089
1.68,-0.32,0.469
-1.76,-1.04,0.848
-0.88,-0.8,0.836
-1.44,-1.92,0.821
2.96,-1.84,0.098
-3.12,-0.4,0.842
2.56,-0.08,0.248
-2.0,-0.16,0.846
-0.56,-1.68,0.771
3.84,-0.72,0.103
-3.12,-1.28,0.865
0.0,-1.44,0.682
-1.68,-1.04,0.854
2.88,-0.96,0.117
0.56,-0.56,0.792
1.28,-1.2,0.245
3.84,-1.6,0.093
-0.8,-0.8,0.852
1.76,-0.32,0.415
-1.36,-1.92,0.837
-1.6,-1.04,0.856
-3.04,-0.4,0.826
-0.48,-1.68,0.747
3.04,-1.84,0.104
-1.92,-0.16,0.834
2.64,-0.08,0.207
-3.04,-1.28,0.863
3.92,-0.72,0.109
0.08,-1.44,0.63
2.96,-0.96,0.119
0.64,-0.56,0.746
1.36,-1.2,0.255
-0.72,-0.8,0.851
3.92,-1.6,0.109
-1.28,-1.92,0.833
-1.52,-1.04,0.86
1.84,-0.32,0.367
-2.96,-0.4,0.849
-0.4,-1.68,0.732
3.04,-0.96,0.119
3.12,-1.84,0.103
-1.84,-0.16,0.864
-2.96,-1.28,0.839
2.72,-0.08,0.208
-1.44,-1.04,0.846
-1.2,-1.92,0.821
4.0,-0.72,0.092
0.16,-1.44,0.621
0.72,-0.56,0.705
-0.64,-0.8,0.841
1.44,-1.2,0.224
4.0,-1.6,0.093
1.92,-0.32,0.354
3.12,-0.96,0.115
-2.88,-0.4,0.868
-1.36,-1.04,0.858
-1.12,-1.92,0.825
-1.76,-0.16,0.828
-0.32,-1.68,0.705
-2.88,-1.28,0.856
3.2,-1.84,0.087
2.8,-0.08,0.183
-4.0,-0.64,0.797
0.24,-1.44,0.609
3.2,-0.96,0.117
0.8,-0.56,0.727
-4.0,-1.52,0.824
-0.56,-0.8,0.85
-1.28,-1.04,0.847
1.52,-1.2,0.212
-1.04,-1.92,0.793
2.0,-0.32,0.325
-2.8,-0.4,0.84
-1.68,-0.16,0.853
-2.8,-1.28,0.853
3.28,-0.96,0.118
-0.24,-1.68,0.697
3.28,-1.84,0.09
-3.92,-0.64,0.806
-1.2,-1.04,0.854
2.88,-0.08,0.151
-0.96,-1.92,0.8
0.32,-1.44,0.543
-3.92,-1.52,0.841
0.88,-0.56,0.709
-0.48,-0.8,0.834
1.6,-1.2,0.18
-2.72,-0.4,0.846
3.36,-0.96,0.103
2.08,-0.32,0.28
-1.12,-1.04,0.866
-1.6,-0.16,0.863
-0.88,-1.92,0.783
-2.72,-1.28,0.869
-3.84,-0.64,0.82
3.36,-1.84,0.123
-0.16,-1.68,0.673
2.96,-0.08,0.139
-3.84,-1.52,0.845
0.4,-1.44,0.547
3.44,-0.96,0.102
-0.4,-0.8,0.851
0.96,-0.56,0.662
-1.04,-1.04,0.858
-2.64,-0.4,0.851
1.68,-1.2,0.158
-0.8,-1.92,0.747
2.16,-0.32,0.256
-1.52,-0.16,0.87
-2.64,-1.28,0.864
-3.76,-0.64,0.809
3.44,-1.84,0.087
3.04,-0.08,0.153
-0.08,-1.68,0.616
3.52,-0.96,0.09
-3.76,-1.52,0.851
-0.96,-1.04,0.858
-0.72,-1.92,0.735
0.48,-1.44,0.488
1.76,-1.2,0.171
-0.32,-0.8,0.816
1.04,-0.56,0.63
-2.56,-0.4,0.839
-1.44,-0.16,0.863
2.24,-0.32,0.229
-2.56,-1.28,0.869
-3.68,-0.64,0.813
-0.64,-1.92,0.717
3.12,-0.08,0.163
1.84,-1.2,0.18
3.52,-1.84,0.102
-3.68,-1.52,0.853
0.0,-1.68,0.598
3.6,-0.96,0.087
-0.88,-1.04,0.845
0.56,-1.44,0.454
-0.24,-0.8,0.821
-2.48,-0.4,0.86
1.12,-0.56,0.591
-0.56,-1.92,0.72
-1.36,-0.16,0.856
1.92,-1.2,0.153
-2.48,-1.28,0.864
2.32,-0.32,0.199
-3.6,-0.64,0.832
3.2,-0.08,0.135
-3.6,-1.52,0.847
3.6,-1.84,0.092
0.08,-1.68,0.536
-0.8,-1.04,0.847
3.68,-0.96,0.11
-2.4,-0.4,0.862
-0.16,-0.8,0.817
0.64,-1.44,0.409
-0.48,-1.92,0.698
1.2,-0.56,0.569
-1.28,-0.16,0.858
2.0,-1.2,0.163
-2.4,-1.28,0.866
-3.52,-0.64,0.833
3.68,-1.84,0.075
2.4,-0.32,0.217
0.16,-1.68,0.487
-3.52,-1.52,0.857
3.28,-0.08,0.144
-0.72,-1.04,0.843
3.76,-0.96,0.106
1.28,-0.56,0.528
-2.32,-0.4,0.859
-0.08,-0.8,0.813
0.72,-1.44,0.387
-0.4,-1.92,0.672
3.76,-1.84,0.104
-1.2,-0.16,0.856
0.24,-1.68,0.453
-2.32,-1.28,0.839
-3.44,-0.64,0.835
2.08,-1.2,0.14
2.48,-0.32,0.174
-3.44,-1.52,0.863
1.36,-0.56,0.487
3.36,-0.08,0.139
3.84,-1.84,0.108
-0.64,-1.04,0.851
0.32,-1.68,0.448
-2.24,-0.4,0.858
3.84,-0.96,0.092
0.0,-0.8,0.796
0.8,-1.44,0.326
-0.32,-1.92,0.617
-1.12,-0.16,0.841
-3.36,-0.64,0.843
-2.24,-1.28,0.846
1.44,-0.56,0.454
2.16,-1.2,0.128
3.92,-1.84,0.09
2.56,-0.32,0.193
-3.36,-1.52,0.834
0.4,-1.68,0.408
3.44,-0.08,0.128
-0.56,-1.04,0.823
-2.16,-0.4,0.849
3.92,-0.96,0.113
1.52,-0.56,0.429
0.08,-0.8,0.811
-1.04,-0.16,0.841
0.88,-1.44,0.292
-0.24,-1.92,0.59
-3.28,-0.64,0.851
4.0,-1.84,0.099
-2.16,-1.28,0.854
0.48,-1.68,0.362
2.24,-1.2,0.127
-3.28,-1.52,0.835
2.64,-0.32,0.158
1.6,-0.56,0.359
-4.0,-1.76,0.843
-0.48,-1.04,0.825
3.52,-0.08,0.116
-2.08,-0.4,0.855
0.56,-1.68,0.327
4.0,-0.96,0.108
0.16,-0.8,0.786
-0.96,-0.16,0.842
-3.2,-0.64,0.863
0.96,-1.44,0.273
-2.08,-1.28,0.879
-0.16,-1.92,0.555
1.68,-0.56,0.357
2.32,-1.2,0.116
-3.2,-1.52,0.857
-3.92,-1.76,0.853
2.72,-0.32,0.145
0.64,-1.68,0.318
-0.4,-1.04,0.826
-2.0,-0.4,0.858
3.6,-0.08,0.12
-4.0,-0.88,0.812
-0.88,-0.16,0.846
1.76,-0.56,0.325
-3.12,-0.64,0.841
0.24,-0.8,0.782
-3.84,-1.76,0.855
-2.0,-1.28,0.851
1.04,-1.44,0.239
-0.08,-1.92,0.525
0.72,-1.68,0.283
-3.12,-1.52,0.853
2.4,-1.2,0.126
2.8,-0.32,0.184
1.84,-0.56,0.275
-3.76,-1.76,0.84
-0.32,-1.04,0.809
-1.92,-0.4,0.851
-3.92,-0.88,0.797
