,$\mu_h$,$\mu_x$,success_rate
5065,0,-2.8,0.84
5066,0,-2.72,0.831
5067,0,-2.64,0.848
5068,0,-2.56,0.841
5069,0,-2.48,0.855
5070,0,-2.4,0.842
5071,0,-2.32,0.843
5072,0,-2.24,0.838
5073,0,-2.16,0.849
5074,0,-2.08,0.855
5075,0,-2,0.862
5076,0,-1.92,0.857
5077,0,-1.84,0.86
5078,0,-1.76,0.873
5079,0,-1.68,0.844
5080,0,-1.6,0.855
5081,0,-1.52,0.847
5082,0,-1.44,0.875
5083,0,-1.36,0.874
5084,0,-1.28,0.852
5085,0,-1.2,0.868
5086,0,-1.12,0.865
5087,0,-1.04,0.86
5088,0,-0.96,0.852
5089,0,-0.88,0.879
5090,0,-0.8,0.846
5091,0,-0.72,0.855
5092,0,-0.64,0.854
5093,0,-0.56,0.854
5094,0,-0.48,0.855
5095,0,-0.4,0.852
5096,0,-0.32,0.874
5097,0,-0.24,0.84
5098,0,-0.16,0.851
5099,0,-0.08,0.855
5100,0,0,0.855
5101,0,0.08,0.85
5102,0,0.16,0.829
5103,0,0.24,0.84
5104,0,0.32,0.826
5105,0,0.4,0.851
5106,0,0.48,0.833
5107,0,0.56,0.814
5108,0,0.64,0.816
5109,0,0.72,0.801
5110,0,0.8,0.804
5111,0,0.88,0.802
5112,0,0.96,0.796
5113,0,1.04,0.788
5114,0,1.12,0.759
5115,0,1.2,0.766
5116,0,1.28,0.736
5117,0,1.36,0.698
5118,0,1.44,0.717
5119,0,1.52,0.679
5120,0,1.6,0.637
5121,0,1.68,0.588
5122,0,1.76,0.583
5123,0,1.84,0.532
5124,0,1.92,0.505
5125,0,2,0.443
5126,0,2.08,0.429
5127,0,2.16,0.372
5128,0,2.24,0.349
5129,0,2.32,0.304
5130,0,2.4,0.293
5131,0,2.48,0.248
5132,0,2.56,0.211
5133,0,2.64,0.196
5134,0,2.72,0.217
5135,0,2.8,0.2
5136,0,2.88,0.186
5137,0,2.96,0.152
5138,0,3.04,0.138
5139,0,3.12,0.158
5140,0,3.2,0.144
5141,0,3.28,0.148
5142,0,3.36,0.113
5143,0,3.44,0.135
5144,0,3.52,0.123
5145,0,3.6,0.129
5146,0,3.68,0.135
5147,0,3.76,0.121
5148,0,3.84,0.112
5149,0,3.92,0.113
5150,0,4,0.099
5151,0.08,-4,0.539
5152,0.08,-3.92,0.568
5153,0.08,-3.84,0.601
5154,0.08,-3.76,0.638
5155,0.08,-3.68,0.668
5156,0.08,-3.6,0.693
5157,0.08,-3.52,0.706
5158,0.08,-3.44,0.752
5159,0.08,-3.36,0.776
5160,0.08,-3.28,0.777
5161,0.08,-3.2,0.774
5162,0.08,-3.12,0.813
5163,0.08,-3.04,0.814
5164,0.08,-2.96,0.835
5165,0.08,-2.88,0.832
5166,0.08,-2.8,0.81
5167,0.08,-2.72,0.832
5168,0.08,-2.64,0.833
5169,0.08,-2.56,0.822
5170,0.08,-2.48,0.847
5171,0.08,-2.4,0.856
5172,0.08,-2.32,0.837
5173,0.08,-2.24,0.858
5174,0.08,-2.16,0.878
5175,0.08,-2.08,0.871
5176,0.08,-2,0.875
5177,0.08,-1.92,0.864
5178,0.08,-1.84,0.843
5179,0.08,-1.76,0.847
5180,0.08,-1.68,0.86
5181,0.08,-1.6,0.871
5182,0.08,-1.52,0.852
5183,0.08,-1.44,0.847
5184,0.08,-1.36,0.849
5185,0.08,-1.28,0.853
5186,0.08,-1.2,0.862
5187,0.08,-1.12,0.849
5188,0.08,-1.04,0.859
5189,0.08,-0.96,0.868
5190,0.08,-0.88,0.866
5191,0.08,-0.8,0.862
5192,0.08,-0.72,0.855
5193,0.08,-0.64,0.855
5194,0.08,-0.56,0.87
5195,0.08,-0.48,0.843
5196,0.08,-0.4,0.844
5197,0.08,-0.32,0.86
5198,0.08,-0.24,0.859
5199,0.08,-0.16,0.854
5200,0.08,-0.08,0.824
5201,0.08,0,0.849
5202,0.08,0.08,0.855
5203,0.08,0.16,0.848
5204,0.08,0.24,0.841
5205,0.08,0.32,0.834
5206,0.08,0.4,0.821
5207,0.08,0.48,0.85
5208,0.08,0.56,0.828
5209,0.08,0.64,0.812
5210,0.08,0.72,0.825
5211,0.08,0.8,0.823
5212,0.08,0.88,0.826
5213,0.08,0.96,0.828
5214,0.08,1.04,0.771
5215,0.08,1.12,0.766
5216,0.08,1.2,0.769
5217,0.08,1.28,0.754
5218,0.08,1.36,0.71
5219,0.08,1.44,0.696
5220,0.08,1.52,0.663
5221,0.08,1.6,0.669
5222,0.08,1.68,0.621
5223,0.08,1.76,0.613
5224,0.08,1.84,0.564
5225,0.08,1.92,0.515
5226,0.08,2,0.48
5227,0.08,2.08,0.447
5228,0.08,2.16,0.445
5229,0.08,2.24,0.374
5230,0.08,2.32,0.333
5231,0.08,2.4,0.318
5232,0.08,2.48,0.284
5233,0.08,2.56,0.274
5234,0.08,2.64,0.264
5235,0.08,2.72,0.201
5236,0.08,2.8,0.205
5237,0.08,2.88,0.177
5238,0.08,2.96,0.179
5239,0.08,3.04,0.159
5240,0.08,3.12,0.166
5241,0.08,3.2,0.141
5242,0.08,3.28,0.129
5243,0.08,3.36,0.143
5244,0.08,3.44,0.13
5245,0.08,3.52,0.155
5246,0.08,3.6,0.109
5247,0.08,3.68,0.118
5248,0.08,3.76,0.12
5249,0.08,3.84,0.101
5250,0.08,3.92,0.112
5251,0.08,4,0.108
5252,0.16,-4,0.471
5253,0.16,-3.92,0.522
5254,0.16,-3.84,0.559
5255,0.16,-3.76,0.588
5256,0.16,-3.68,0.631
5257,0.16,-3.6,0.682
5258,0.16,-3.52,0.706
5259,0.16,-3.44,0.723
5260,0.16,-3.36,0.744
5261,0.16,-3.28,0.779
5262,0.16,-3.2,0.799
5263,0.16,-3.12,0.789
5264,0.16,-3.04,0.802
5265,0.16,-2.96,0.813
5266,0.16,-2.88,0.821
5267,0.16,-2.8,0.81
5268,0.16,-2.72,0.852
5269,0.16,-2.64,0.819
5270,0.16,-2.56,0.839
5271,0.16,-2.48,0.84
5272,0.16,-2.4,0.839
5273,0.16,-2.32,0.842
5274,0.16,-2.24,0.843
5275,0.16,-2.16,0.851
5276,0.16,-2.08,0.844
5277,0.16,-2,0.845
5278,0.16,-1.92,0.852
5279,0.16,-1.84,0.814
5280,0.16,-1.76,0.87
5281,0.16,-1.68,0.872
5282,0.16,-1.6,0.843
5283,0.16,-1.52,0.847
5284,0.16,-1.44,0.865
5285,0.16,-1.36,0.85
5286,0.16,-1.28,0.858
5287,0.16,-1.2,0.872
5288,0.16,-1.12,0.838
5289,0.16,-1.04,0.847
5290,0.16,-0.96,0.838
5291,0.16,-0.88,0.846
5292,0.16,-0.8,0.842
5293,0.16,-0.72,0.866
5294,0.16,-0.64,0.86
5295,0.16,-0.56,0.852
5296,0.16,-0.48,0.854
5297,0.16,-0.4,0.864
5298,0.16,-0.32,0.856
5299,0.16,-0.24,0.849
5300,0.16,-0.16,0.866
5301,0.16,-0.08,0.864
5302,0.16,0,0.848
5303,0.16,0.08,0.875
5304,0.16,0.16,0.801
5305,0.16,0.24,0.84
5306,0.16,0.32,0.859
5307,0.16,0.4,0.836
5308,0.16,0.48,0.813
5309,0.16,0.56,0.826
5310,0.16,0.64,0.841
5311,0.16,0.72,0.82
5312,0.16,0.8,0.828
5313,0.16,0.88,0.816
5314,0.16,0.96,0.839
5315,0.16,1.04,0.794
5316,0.16,1.12,0.803
5317,0.16,1.2,0.8
5318,0.16,1.28,0.738
5319,0.16,1.36,0.772
5320,0.16,1.44,0.728
5321,0.16,1.52,0.749
5322,0.16,1.6,0.663
5323,0.16,1.68,0.635
5324,0.16,1.76,0.642
5325,0.16,1.84,0.572
5326,0.16,1.92,0.57
5327,0.16,2,0.523
5328,0.16,2.08,0.485
5329,0.16,2.16,0.435
5330,0.16,2.24,0.417
5331,0.16,2.32,0.377
5332,0.16,2.4,0.329
5333,0.16,2.48,0.314
5334,0.16,2.56,0.295
5335,0.16,2.64,0.266
5336,0.16,2.72,0.216
5337,0.16,2.8,0.193
5338,0.16,2.88,0.224
5339,0.16,2.96,0.181
5340,0.16,3.04,0.162
5341,0.16,3.12,0.16
5342,0.16,3.2,0.162
5343,0.16,3.28,0.12
5344,0.16,3.36,0.157
5345,0.16,3.44,0.142
5346,0.16,3.52,0.136
5347,0.16,3.6,0.134
5348,0.16,3.68,0.119
5349,0.16,3.76,0.125
5350,0.16,3.84,0.13
5351,0.16,3.92,0.139
5352,0.16,4,0.115
5353,0.24,-4,0.465
5354,0.24,-3.92,0.479
5355,0.24,-3.84,0.537
5356,0.24,-3.76,0.569
5357,0.24,-3.68,0.602
5358,0.24,-3.6,0.631
5359,0.24,-3.52,0.67
5360,0.24,-3.44,0.699
5361,0.24,-3.36,0.759
5362,0.24,-3.28,0.745
5363,0.24,-3.2,0.795
5364,0.24,-3.12,0.785
5365,0.24,-3.04,0.793
5366,0.24,-2.96,0.814
5367,0.24,-2.88,0.814
5368,0.24,-2.8,0.836
5369,0.24,-2.72,0.817
5370,0.24,-2.64,0.835
5371,0.24,-2.56,0.845
5372,0.24,-2.48,0.826
5373,0.24,-2.4,0.838
5374,0.24,-2.32,0.831
5375,0.24,-2.24,0.864
5376,0.24,-2.16,0.837
5377,0.24,-2.08,0.844
5378,0.24,-2,0.836
5379,0.24,-1.92,0.847
5380,0.24,-1.84,0.835
5381,0.24,-1.76,0.869
5382,0.24,-1.68,0.854
5383,0.24,-1.6,0.834
5384,0.24,-1.52,0.853
5385,0.24,-1.44,0.853
5386,0.24,-1.36,0.859
5387,0.24,-1.28,0.842
5388,0.24,-1.2,0.864
5389,0.24,-1.12,0.838
5390,0.24,-1.04,0.878
5391,0.24,-0.96,0.844
5392,0.24,-0.88,0.836
5393,0.24,-0.8,0.845
5394,0.24,-0.72,0.827
5395,0.24,-0.64,0.854
5396,0.24,-0.56,0.862
5397,0.24,-0.48,0.85
5398,0.24,-0.4,0.862
5399,0.24,-0.32,0.857
5400,0.24,-0.24,0.868
5401,0.24,-0.16,0.845
5402,0.24,-0.08,0.865
5403,0.24,0,0.846
5404,0.24,0.08,0.871
5405,0.24,0.16,0.876
5406,0.24,0.24,0.843
5407,0.24,0.32,0.853
5408,0.24,0.4,0.839
5409,0.24,0.48,0.846
5410,0.24,0.56,0.856
5411,0.24,0.64,0.84
5412,0.24,0.72,0.823
5413,0.24,0.8,0.837
5414,0.24,0.88,0.81
5415,0.24,0.96,0.809
5416,0.24,1.04,0.817
5417,0.24,1.12,0.8
5418,0.24,1.2,0.796
5419,0.24,1.28,0.786
5420,0.24,1.36,0.765
5421,0.24,1.44,0.779
5422,0.24,1.52,0.733
5423,0.24,1.6,0.719
5424,0.24,1.68,0.698
5425,0.24,1.76,0.695
5426,0.24,1.84,0.641
5427,0.24,1.92,0.595
5428,0.24,2,0.549
5429,0.24,2.08,0.543
5430,0.24,2.16,0.477
5431,0.24,2.24,0.463
5432,0.24,2.32,0.416
5433,0.24,2.4,0.371
5434,0.24,2.48,0.341
5435,0.24,2.56,0.298
5436,0.24,2.64,0.277
5437,0.24,2.72,0.276
5438,0.24,2.8,0.26
5439,0.24,2.88,0.22
5440,0.24,2.96,0.185
5441,0.24,3.04,0.198
5442,0.24,3.12,0.164
5443,0.24,3.2,0.175
5444,0.24,3.28,0.174
5445,0.24,3.36,0.145
5446,0.24,3.44,0.14
5447,0.24,3.52,0.134
5448,0.24,3.6,0.151
5449,0.24,3.68,0.139
5450,0.24,3.76,0.13
5451,0.24,3.84,0.117
5452,0.24,3.92,0.111
5453,0.24,4,0.124
5454,0.32,-4,0.399
5455,0.32,-3.92,0.44
5456,0.32,-3.84,0.467
5457,0.32,-3.76,0.513
5458,0.32,-3.68,0.565
5459,0.32,-3.6,0.59
5460,0.32,-3.52,0.638
5461,0.32,-3.44,0.692
5462,0.32,-3.36,0.694
5463,0.32,-3.28,0.713
5464,0.32,-3.2,0.772
5465,0.32,-3.12,0.768
5466,0.32,-3.04,0.802
5467,0.32,-2.96,0.794
5468,0.32,-2.88,0.795
5469,0.32,-2.8,0.81
5470,0.32,-2.72,0.812
5471,0.32,-2.64,0.816
5472,0.32,-2.56,0.842
5473,0.32,-2.48,0.823
5474,0.32,-2.4,0.845
5475,0.32,-2.32,0.855
5476,0.32,-2.24,0.839
5477,0.32,-2.16,0.839
5478,0.32,-2.08,0.85
5479,0.32,-2,0.848
5480,0.32,-1.92,0.848
5481,0.32,-1.84,0.85
5482,0.32,-1.76,0.84
5483,0.32,-1.68,0.849
5484,0.32,-1.6,0.857
5485,0.32,-1.52,0.852
5486,0.32,-1.44,0.861
5487,0.32,-1.36,0.856
5488,0.32,-1.28,0.862
5489,0.32,-1.2,0.843
5490,0.32,-1.12,0.856
5491,0.32,-1.04,0.859
5492,0.32,-0.96,0.868
5493,0.32,-0.88,0.861
5494,0.32,-0.8,0.848
5495,0.32,-0.72,0.848
5496,0.32,-0.64,0.858
5497,0.32,-0.56,0.852
5498,0.32,-0.48,0.841
5499,0.32,-0.4,0.869
5500,0.32,-0.32,0.845
5501,0.32,-0.24,0.862
5502,0.32,-0.16,0.861
5503,0.32,-0.08,0.853
5504,0.32,0,0.85
5505,0.32,0.08,0.843
5506,0.32,0.16,0.844
5507,0.32,0.24,0.856
5508,0.32,0.32,0.839
5509,0.32,0.4,0.856
5510,0.32,0.48,0.843
5511,0.32,0.56,0.864
5512,0.32,0.64,0.818
5513,0.32,0.72,0.825
5514,0.32,0.8,0.847
5515,0.32,0.88,0.84
5516,0.32,0.96,0.826
5517,0.32,1.04,0.833
5518,0.32,1.12,0.795
5519,0.32,1.2,0.785
5520,0.32,1.28,0.772
5521,0.32,1.36,0.773
5522,0.32,1.44,0.79
5523,0.32,1.52,0.776
5524,0.32,1.6,0.721
5525,0.32,1.68,0.69
5526,0.32,1.76,0.679
5527,0.32,1.84,0.665
5528,0.32,1.92,0.636
5529,0.32,2,0.581
5530,0.32,2.08,0.555
5531,0.32,2.16,0.528
5532,0.32,2.24,0.506
5533,0.32,2.32,0.441
5534,0.32,2.4,0.41
5535,0.32,2.48,0.376
5536,0.32,2.56,0.338
5537,0.32,2.64,0.32
5538,0.32,2.72,0.273
5539,0.32,2.8,0.244
5540,0.32,2.88,0.249
5541,0.32,2.96,0.221
5542,0.32,3.04,0.19
5543,0.32,3.12,0.164
5544,0.32,3.2,0.174
5545,0.32,3.28,0.17
5546,0.32,3.36,0.157
5547,0.32,3.44,0.147
5548,0.32,3.52,0.13
5549,0.32,3.6,0.135
5550,0.32,3.68,0.132
5551,0.32,3.76,0.133
5552,0.32,3.84,0.132
5553,0.32,3.92,0.121
5554,0.32,4,0.133
5555,0.4,-4,0.373
5556,0.4,-3.92,0.378
5557,0.4,-3.84,0.435
5558,0.4,-3.76,0.48
5559,0.4,-3.68,0.522
5560,0.4,-3.6,0.583
5561,0.4,-3.52,0.595
5562,0.4,-3.44,0.63
5563,0.4,-3.36,0.681
5564,0.4,-3.28,0.689
5565,0.4,-3.2,0.723
5566,0.4,-3.12,0.74
5567,0.4,-3.04,0.76
5568,0.4,-2.96,0.795
5569,0.4,-2.88,0.809
5570,0.4,-2.8,0.802
5571,0.4,-2.72,0.808
5572,0.4,-2.64,0.832
5573,0.4,-2.56,0.828
5574,0.4,-2.48,0.834
5575,0.4,-2.4,0.823
5576,0.4,-2.32,0.848
5577,0.4,-2.24,0.851
5578,0.4,-2.16,0.845
5579,0.4,-2.08,0.852
5580,0.4,-2,0.844
5581,0.4,-1.92,0.861
5582,0.4,-1.84,0.852
5583,0.4,-1.76,0.857
5584,0.4,-1.68,0.839
5585,0.4,-1.6,0.863
5586,0.4,-1.52,0.854
5587,0.4,-1.44,0.854
5588,0.4,-1.36,0.861
5589,0.4,-1.28,0.85
5590,0.4,-1.2,0.837
5591,0.4,-1.12,0.847
5592,0.4,-1.04,0.843
5593,0.4,-0.96,0.87
5594,0.4,-0.88,0.854
5595,0.4,-0.8,0.854
5596,0.4,-0.72,0.862
5597,0.4,-0.64,0.865
5598,0.4,-0.56,0.871
5599,0.4,-0.48,0.834
5600,0.4,-0.4,0.85
5601,0.4,-0.32,0.861
5602,0.4,-0.24,0.84
5603,0.4,-0.16,0.874
5604,0.4,-0.08,0.825
5605,0.4,0,0.861
5606,0.4,0.08,0.861
5607,0.4,0.16,0.836
5608,0.4,0.24,0.866
5609,0.4,0.32,0.84
5610,0.4,0.4,0.838
5611,0.4,0.48,0.833
5612,0.4,0.56,0.841
5613,0.4,0.64,0.848
5614,0.4,0.72,0.834
5615,0.4,0.8,0.848
5616,0.4,0.88,0.832
5617,0.4,0.96,0.833
5618,0.4,1.04,0.833
5619,0.4,1.12,0.826
5620,0.4,1.2,0.829
5621,0.4,1.28,0.804
5622,0.4,1.36,0.773
5623,0.4,1.44,0.787
5624,0.4,1.52,0.794
5625,0.4,1.6,0.74
5626,0.4,1.68,0.731
5627,0.4,1.76,0.695
5628,0.4,1.84,0.692
5629,0.4,1.92,0.671
5630,0.4,2,0.63
5631,0.4,2.08,0.618
5632,0.4,2.16,0.564
5633,0.4,2.24,0.533
5634,0.4,2.32,0.468
5635,0.4,2.4,0.451
5636,0.4,2.48,0.417
5637,0.4,2.56,0.384
5638,0.4,2.64,0.345
5639,0.4,2.72,0.309
5640,0.4,2.8,0.275
5641,0.4,2.88,0.284
5642,0.4,2.96,0.259
5643,0.4,3.04,0.244
5644,0.4,3.12,0.224
5645,0.4,3.2,0.193
5646,0.4,3.28,0.187
5647,0.4,3.36,0.176
5648,0.4,3.44,0.165
5649,0.4,3.52,0.149
5650,0.4,3.6,0.138
5651,0.4,3.68,0.146
5652,0.4,3.76,0.13
5653,0.4,3.84,0.125
5654,0.4,3.92,0.128
5655,0.4,4,0.117
5656,0.48,-4,0.341
5657,0.48,-3.92,0.392
5658,0.48,-3.84,0.389
5659,0.48,-3.76,0.438
5660,0.48,-3.68,0.46
5661,0.48,-3.6,0.553
5662,0.48,-3.52,0.558
5663,0.48,-3.44,0.649
5664,0.48,-3.36,0.622
5665,0.48,-3.28,0.683
5666,0.48,-3.2,0.728
5667,0.48,-3.12,0.749
5668,0.48,-3.04,0.763
5669,0.48,-2.96,0.793
5670,0.48,-2.88,0.766
5671,0.48,-2.8,0.784
5672,0.48,-2.72,0.83
5673,0.48,-2.64,0.813
5674,0.48,-2.56,0.827
5675,0.48,-2.48,0.826
5676,0.48,-2.4,0.808
5677,0.48,-2.32,0.82
5678,0.48,-2.24,0.834
5679,0.48,-2.16,0.844
5680,0.48,-2.08,0.857
5681,0.48,-2,0.839
5682,0.48,-1.92,0.843
5683,0.48,-1.84,0.876
5684,0.48,-1.76,0.852
5685,0.48,-1.68,0.848
5686,0.48,-1.6,0.832
5687,0.48,-1.52,0.863
5688,0.48,-1.44,0.853
5689,0.48,-1.36,0.861
5690,0.48,-1.28,0.862
5691,0.48,-1.2,0.855
5692,0.48,-1.12,0.856
5693,0.48,-1.04,0.86
5694,0.48,-0.96,0.866
5695,0.48,-0.88,0.881
5696,0.48,-0.8,0.871
5697,0.48,-0.72,0.857
5698,0.48,-0.64,0.849
5699,0.48,-0.56,0.864
5700,0.48,-0.48,0.85
5701,0.48,-0.4,0.828
5702,0.48,-0.32,0.864
5703,0.48,-0.24,0.833
5704,0.48,-0.16,0.859
5705,0.48,-0.08,0.868
5706,0.48,0,0.845
5707,0.48,0.08,0.858
5708,0.48,0.16,0.852
5709,0.48,0.24,0.862
5710,0.48,0.32,0.862
5711,0.48,0.4,0.833
5712,0.48,0.48,0.85
5713,0.48,0.56,0.854
5714,0.48,0.64,0.832
5715,0.48,0.72,0.833
5716,0.48,0.8,0.854
5717,0.48,0.88,0.849
5718,0.48,0.96,0.843
5719,0.48,1.04,0.813
5720,0.48,1.12,0.826
5721,0.48,1.2,0.825
5722,0.48,1.28,0.802
5723,0.48,1.36,0.806
5724,0.48,1.44,0.802
5725,0.48,1.52,0.772
5726,0.48,1.6,0.774
5727,0.48,1.68,0.774
5728,0.48,1.76,0.721
5729,0.48,1.84,0.721
5730,0.48,1.92,0.698
5731,0.48,2,0.649
5732,0.48,2.08,0.615
5733,0.48,2.16,0.604
5734,0.48,2.24,0.547
5735,0.48,2.32,0.534
5736,0.48,2.4,0.522
5737,0.48,2.48,0.438
5738,0.48,2.56,0.399
5739,0.48,2.64,0.371
5740,0.48,2.72,0.343
5741,0.48,2.8,0.312
5742,0.48,2.88,0.286
5743,0.48,2.96,0.252
5744,0.48,3.04,0.246
5745,0.48,3.12,0.235
5746,0.48,3.2,0.21
5747,0.48,3.28,0.173
5748,0.48,3.36,0.186
5749,0.48,3.44,0.174
5750,0.48,3.52,0.143
5751,0.48,3.6,0.148
5752,0.48,3.68,0.151
5753,0.48,3.76,0.139
5754,0.48,3.84,0.132
5755,0.48,3.92,0.143
5756,0.48,4,0.129
5757,0.56,-4,0.335
5758,0.56,-3.92,0.32
5759,0.56,-3.84,0.361
5760,0.56,-3.76,0.404
5761,0.56,-3.68,0.466
5762,0.56,-3.6,0.473
5763,0.56,-3.52,0.523
5764,0.56,-3.44,0.569
5765,0.56,-3.36,0.589
5766,0.56,-3.28,0.628
5767,0.56,-3.2,0.663
5768,0.56,-3.12,0.685
5769,0.56,-3.04,0.746
5770,0.56,-2.96,0.749
5771,0.56,-2.88,0.773
5772,0.56,-2.8,0.769
5773,0.56,-2.72,0.796
5774,0.56,-2.64,0.81
5775,0.56,-2.56,0.824
5776,0.56,-2.48,0.813
5777,0.56,-2.4,0.823
5778,0.56,-2.32,0.816
5779,0.56,-2.24,0.835
5780,0.56,-2.16,0.823
5781,0.56,-2.08,0.845
5782,0.56,-2,0.837
5783,0.56,-1.92,0.824
5784,0.56,-1.84,0.851
5785,0.56,-1.76,0.82
5786,0.56,-1.68,0.857
5787,0.56,-1.6,0.841
5788,0.56,-1.52,0.851
5789,0.56,-1.44,0.846
5790,0.56,-1.36,0.854
5791,0.56,-1.28,0.833
5792,0.56,-1.2,0.87
5793,0.56,-1.12,0.854
5794,0.56,-1.04,0.858
5795,0.56,-0.96,0.875
5796,0.56,-0.88,0.873
5797,0.56,-0.8,0.866
5798,0.56,-0.72,0.858
5799,0.56,-0.64,0.876
5800,0.56,-0.56,0.832
5801,0.56,-0.48,0.844
5802,0.56,-0.4,0.872
5803,0.56,-0.32,0.858
5804,0.56,-0.24,0.85
5805,0.56,-0.16,0.86
5806,0.56,-0.08,0.852
5807,0.56,0,0.859
5808,0.56,0.08,0.86
5809,0.56,0.16,0.86
5810,0.56,0.24,0.862
5811,0.56,0.32,0.839
5812,0.56,0.4,0.846
5813,0.56,0.48,0.863
5814,0.56,0.56,0.839
5815,0.56,0.64,0.845
5816,0.56,0.72,0.854
5817,0.56,0.8,0.844
5818,0.56,0.88,0.827
5819,0.56,0.96,0.847
5820,0.56,1.04,0.83
5821,0.56,1.12,0.829
5822,0.56,1.2,0.816
5823,0.56,1.28,0.822
5824,0.56,1.36,0.797
5825,0.56,1.44,0.801
5826,0.56,1.52,0.797
5827,0.56,1.6,0.774
5828,0.56,1.68,0.773
5829,0.56,1.76,0.75
5830,0.56,1.84,0.737
5831,0.56,1.92,0.723
5832,0.56,2,0.713
5833,0.56,2.08,0.678
5834,0.56,2.16,0.626
5835,0.56,2.24,0.616
5836,0.56,2.32,0.564
5837,0.56,2.4,0.569
5838,0.56,2.48,0.456
5839,0.56,2.56,0.454
5840,0.56,2.64,0.391
5841,0.56,2.72,0.376
5842,0.56,2.8,0.358
5843,0.56,2.88,0.288
5844,0.56,2.96,0.274
5845,0.56,3.04,0.264
5846,0.56,3.12,0.24
5847,0.56,3.2,0.226
5848,0.56,3.28,0.181
5849,0.56,3.36,0.209
5850,0.56,3.44,0.174
5851,0.56,3.52,0.165
5852,0.56,3.6,0.136
5853,0.56,3.68,0.159
5854,0.56,3.76,0.152
5855,0.56,3.84,0.13
5856,0.56,3.92,0.149
5857,0.56,4,0.121
5858,0.64,-4,0.226
5859,0.64,-3.92,0.267
5860,0.64,-3.84,0.332
5861,0.64,-3.76,0.354
5862,0.64,-3.68,0.404
5863,0.64,-3.6,0.442
5864,0.64,-3.52,0.498
5865,0.64,-3.44,0.508
5866,0.64,-3.36,0.569
5867,0.64,-3.28,0.619
5868,0.64,-3.2,0.623
5869,0.64,-3.12,0.642
5870,0.64,-3.04,0.716
5871,0.64,-2.96,0.74
5872,0.64,-2.88,0.736
5873,0.64,-2.8,0.754
5874,0.64,-2.72,0.81
5875,0.64,-2.64,0.806
5876,0.64,-2.56,0.79
5877,0.64,-2.48,0.788
5878,0.64,-2.4,0.806
5879,0.64,-2.32,0.835
5880,0.64,-2.24,0.827
5881,0.64,-2.16,0.838
5882,0.64,-2.08,0.841
5883,0.64,-2,0.845
5884,0.64,-1.92,0.839
5885,0.64,-1.84,0.851
5886,0.64,-1.76,0.84
5887,0.64,-1.68,0.851
5888,0.64,-1.6,0.86
5889,0.64,-1.52,0.856
5890,0.64,-1.44,0.831
5891,0.64,-1.36,0.856
5892,0.64,-1.28,0.842
5893,0.64,-1.2,0.861
5894,0.64,-1.12,0.862
5895,0.64,-1.04,0.851
5896,0.64,-0.96,0.837
5897,0.64,-0.88,0.859
5898,0.64,-0.8,0.845
5899,0.64,-0.72,0.879
5900,0.64,-0.64,0.857
5901,0.64,-0.56,0.856
5902,0.64,-0.48,0.863
5903,0.64,-0.4,0.874
5904,0.64,-0.32,0.85
5905,0.64,-0.24,0.86
5906,0.64,-0.16,0.866
5907,0.64,-0.08,0.851
5908,0.64,0,0.84
5909,0.64,0.08,0.852
5910,0.64,0.16,0.844
5911,0.64,0.24,0.854
5912,0.64,0.32,0.849
5913,0.64,0.4,0.87
5914,0.64,0.48,0.844
5915,0.64,0.56,0.827
5916,0.64,0.64,0.853
5917,0.64,0.72,0.845
5918,0.64,0.8,0.843
5919,0.64,0.88,0.869
5920,0.64,0.96,0.857
5921,0.64,1.04,0.836
5922,0.64,1.12,0.848
5923,0.64,1.2,0.835
5924,0.64,1.28,0.823
5925,0.64,1.36,0.808
5926,0.64,1.44,0.823
5927,0.64,1.52,0.838
5928,0.64,1.6,0.798
5929,0.64,1.68,0.77
5930,0.64,1.76,0.773
5931,0.64,1.84,0.774
5932,0.64,1.92,0.737
5933,0.64,2,0.698
5934,0.64,2.08,0.725
5935,0.64,2.16,0.661
5936,0.64,2.24,0.639
5937,0.64,2.32,0.603
5938,0.64,2.4,0.549
5939,0.64,2.48,0.509
5940,0.64,2.56,0.48
5941,0.64,2.64,0.475
5942,0.64,2.72,0.416
5943,0.64,2.8,0.382
5944,0.64,2.88,0.319
5945,0.64,2.96,0.292
5946,0.64,3.04,0.283
5947,0.64,3.12,0.245
5948,0.64,3.2,0.237
5949,0.64,3.28,0.224
5950,0.64,3.36,0.188
5951,0.64,3.44,0.195
5952,0.64,3.52,0.191
5953,0.64,3.6,0.151
5954,0.64,3.68,0.128
5955,0.64,3.76,0.132
5956,0.64,3.84,0.154
5957,0.64,3.92,0.151
5958,0.64,4,0.145
5959,0.72,-4,0.239
5960,0.72,-3.92,0.27
5961,0.72,-3.84,0.305
5962,0.72,-3.76,0.345
5963,0.72,-3.68,0.363
5964,0.72,-3.6,0.403
5965,0.72,-3.52,0.454
5966,0.72,-3.44,0.482
5967,0.72,-3.36,0.541
5968,0.72,-3.28,0.578
5969,0.72,-3.2,0.625
5970,0.72,-3.12,0.63
5971,0.72,-3.04,0.651
5972,0.72,-2.96,0.712
5973,0.72,-2.88,0.743
5974,0.72,-2.8,0.756
5975,0.72,-2.72,0.781
5976,0.72,-2.64,0.794
5977,0.72,-2.56,0.806
5978,0.72,-2.48,0.781
5979,0.72,-2.4,0.825
5980,0.72,-2.32,0.803
5981,0.72,-2.24,0.826
5982,0.72,-2.16,0.834
