,opt,sigma,success_rate
1410,60,2.07,0.641
1411,60,2.08,0.638
1412,60,2.09,0.637
1413,60,2.1,0.639
1414,60,2.11,0.628
1415,60,2.12,0.651
1416,60,2.13,0.663
1417,60,2.14,0.629
1418,60,2.15,0.642
1419,60,2.16,0.649
1420,60,2.17,0.641
1421,60,2.18,0.599
1422,60,2.19,0.64
1423,60,2.2,0.616
1424,60,2.21,0.659
1425,60,2.22,0.626
1426,60,2.23,0.649
1427,60,2.24,0.665
1428,60,2.25,0.632
1429,60,2.2600000000000002,0.622
1430,60,2.27,0.635
1431,60,2.2800000000000002,0.635
1432,60,2.29,0.63
1433,60,2.3000000000000003,0.605
1434,60,2.31,0.614
1435,60,2.32,0.626
1436,60,2.33,0.626
1437,60,2.34,0.604
1438,60,2.35,0.608
1439,60,2.36,0.607
1440,60,2.37,0.618
1441,60,2.38,0.61
1442,60,2.39,0.624
1443,60,2.4,0.615
1444,60,2.41,0.609
1445,60,2.42,0.614
1446,60,2.43,0.619
1447,60,2.44,0.621
1448,60,2.45,0.624
1449,60,2.46,0.611
1450,60,2.47,0.607
1451,60,2.48,0.602
1452,60,2.49,0.607
1453,60,2.5,0.598
1454,60,2.5100000000000002,0.62
1455,60,2.52,0.612
1456,60,2.5300000000000002,0.595
1457,60,2.54,0.591
1458,60,2.5500000000000003,0.63
1459,60,2.56,0.596
1460,60,2.57,0.644
1461,60,2.58,0.569
1462,60,2.59,0.625
1463,60,2.6,0.57
1464,60,2.61,0.595
1465,60,2.62,0.589
1466,60,2.63,0.615
1467,60,2.64,0.601
1468,60,2.65,0.608
1469,60,2.66,0.61
1470,60,2.67,0.587
1471,60,2.68,0.581
1472,60,2.69,0.58
1473,60,2.7,0.584
1474,60,2.71,0.588
1475,60,2.72,0.601
1476,60,2.73,0.599
1477,60,2.74,0.598
1478,60,2.75,0.584
1479,60,2.7600000000000002,0.585
1480,60,2.77,0.569
1481,60,2.7800000000000002,0.586
1482,60,2.79,0.554
1483,60,2.8000000000000003,0.592
1484,60,2.81,0.568
1485,60,2.82,0.564
1486,60,2.83,0.581
1487,60,2.84,0.605
1488,60,2.85,0.601
1489,60,2.86,0.561
1490,60,2.87,0.575
1491,60,2.88,0.576
1492,60,2.89,0.594
1493,60,2.9,0.572
1494,60,2.91,0.574
1495,60,2.92,0.59
1496,60,2.93,0.594
1497,60,2.94,0.582
1498,60,2.95,0.59
1499,60,2.96,0.554
1500,60,2.97,0.59
1501,60,2.98,0.583
1502,60,2.99,0.545
1503,60,3.0,0.539
1504,60,3.0100000000000002,0.549
1505,60,3.02,0.563
1506,60,3.0300000000000002,0.54
1507,60,3.04,0.577
1508,60,3.0500000000000003,0.534
1509,60,3.06,0.549
1510,60,3.0700000000000003,0.567
1511,60,3.08,0.58
1512,60,3.09,0.566
1513,60,3.1,0.571
1514,60,3.11,0.555
1515,60,3.12,0.556
1516,60,3.13,0.539
1517,60,3.14,0.563
1518,60,3.15,0.566
1519,60,3.16,0.576
1520,60,3.17,0.53
1521,60,3.18,0.54
1522,60,3.19,0.515
1523,60,3.2,0.534
1524,60,3.21,0.562
1525,60,3.22,0.555
1526,60,3.23,0.536
1527,60,3.24,0.546
1528,60,3.25,0.563
1529,60,3.2600000000000002,0.548
1530,60,3.27,0.554
1531,60,3.2800000000000002,0.532
1532,60,3.29,0.53
1533,60,3.3000000000000003,0.532
1534,60,3.31,0.492
1535,60,3.3200000000000003,0.535
1536,60,3.33,0.485
1537,60,3.34,0.532
1538,60,3.35,0.519
1539,60,3.36,0.531
1540,60,3.37,0.534
1541,60,3.38,0.547
1542,60,3.39,0.52
1543,60,3.4,0.515
1544,60,3.41,0.522
1545,60,3.42,0.51
1546,60,3.43,0.533
1547,60,3.44,0.528
1548,60,3.45,0.517
1549,60,3.46,0.521
1550,60,3.47,0.54
1551,60,3.48,0.539
1552,60,3.49,0.506
1553,60,3.5,0.483
1554,60,3.5100000000000002,0.538
1555,60,3.52,0.513
1556,60,3.5300000000000002,0.528
1557,60,3.54,0.507
1558,60,3.5500000000000003,0.511
1559,60,3.56,0.5
1560,60,3.5700000000000003,0.51
1561,60,3.58,0.511
1562,60,3.59,0.504
1563,60,3.6,0.49
1564,60,3.61,0.525
1565,60,3.62,0.523
1566,60,3.63,0.5
1567,60,3.64,0.509
1568,60,3.65,0.505
1569,60,3.66,0.51
1570,60,3.67,0.492
1571,60,3.68,0.471
1572,60,3.69,0.494
1573,60,3.7,0.513
1574,60,3.71,0.518
1575,60,3.72,0.521
1576,60,3.73,0.504
1577,60,3.74,0.51
1578,60,3.75,0.476
1579,60,3.7600000000000002,0.47
1580,60,3.77,0.501
1581,60,3.7800000000000002,0.486
1582,60,3.79,0.464
1583,60,3.8000000000000003,0.475
1584,60,3.81,0.47
1585,60,3.8200000000000003,0.498
1586,60,3.83,0.505
1587,60,3.84,0.489
1588,60,3.85,0.49
1589,60,3.86,0.475
1590,60,3.87,0.486
1591,60,3.88,0.49
1592,60,3.89,0.464
1593,60,3.9,0.471
1594,60,3.91,0.452
1595,60,3.92,0.486
1596,60,3.93,0.471
1597,60,3.94,0.462
1598,60,3.95,0.485
1599,60,3.96,0.473
1600,60,3.97,0.47
1601,60,3.98,0.458
1602,60,3.99,0.498
1603,60,4.0,0.467
