,mu,sigma,success_rate
2095,-2.4,0.75,0.16633333333333333
2096,-2.4,0.76,0.15266666666666667
2097,-2.4,0.77,0.16433333333333333
2098,-2.4,0.78,0.15966666666666668
2099,-2.4,0.79,0.169
2100,-2.4,0.8,0.161
2101,-2.4,0.81,0.16566666666666666
2102,-2.4,0.82,0.16933333333333334
2103,-2.4,0.83,0.17733333333333334
2104,-2.4,0.84,0.18033333333333335
2105,-2.4,0.85,0.16733333333333333
2106,-2.4,0.86,0.18733333333333332
2107,-2.4,0.87,0.17766666666666667
2108,-2.4,0.88,0.19166666666666668
2109,-2.4,0.89,0.19966666666666666
2110,-2.4,0.9,0.20333333333333334
2111,-2.4,0.91,0.21266666666666667
2112,-2.4,0.92,0.20266666666666666
2113,-2.4,0.93,0.20633333333333334
2114,-2.4,0.94,0.204
2115,-2.4,0.95,0.23633333333333334
2116,-2.4,0.96,0.225
2117,-2.4,0.97,0.24166666666666667
2118,-2.4,0.98,0.23833333333333334
2119,-2.4,0.99,0.23266666666666666
2120,-2.4,1.0,0.22933333333333333
2121,-2.32,0.0,0.10566666666666667
2122,-2.32,0.01,0.11
2123,-2.32,0.02,0.105
2124,-2.32,0.03,0.108
2125,-2.32,0.04,0.10733333333333334
2126,-2.32,0.05,0.1
2127,-2.32,0.06,0.102
2128,-2.32,0.07,0.09833333333333333
2129,-2.32,0.08,0.10866666666666666
2130,-2.32,0.09,0.09866666666666667
2131,-2.32,0.1,0.10133333333333333
2132,-2.32,0.11,0.099
2133,-2.32,0.12,0.09833333333333333
2134,-2.32,0.13,0.10033333333333333
2135,-2.32,0.14,0.097
2136,-2.32,0.15,0.10866666666666666
2137,-2.32,0.16,0.09866666666666667
2138,-2.32,0.17,0.10533333333333333
2139,-2.32,0.18,0.098
2140,-2.32,0.19,0.10466666666666667
2141,-2.32,0.2,0.09066666666666667
2142,-2.32,0.21,0.102
2143,-2.32,0.22,0.104
2144,-2.32,0.23,0.09666666666666666
2145,-2.32,0.24,0.11233333333333333
2146,-2.32,0.25,0.095
2147,-2.32,0.26,0.10866666666666666
2148,-2.32,0.27,0.11266666666666666
2149,-2.32,0.28,0.10766666666666666
2150,-2.32,0.29,0.10533333333333333
2151,-2.32,0.3,0.10333333333333333
2152,-2.32,0.31,0.10666666666666667
2153,-2.32,0.32,0.10933333333333334
2154,-2.32,0.33,0.11366666666666667
2155,-2.32,0.34,0.10833333333333334
2156,-2.32,0.35,0.10566666666666667
2157,-2.32,0.36,0.11733333333333333
2158,-2.32,0.37,0.10766666666666666
2159,-2.32,0.38,0.10433333333333333
2160,-2.32,0.39,0.11933333333333333
2161,-2.32,0.4,0.11533333333333333
2162,-2.32,0.41,0.11166666666666666
2163,-2.32,0.42,0.105
2164,-2.32,0.43,0.12233333333333334
2165,-2.32,0.44,0.10866666666666666
2166,-2.32,0.45,0.12266666666666666
2167,-2.32,0.46,0.11166666666666666
2168,-2.32,0.47,0.123
2169,-2.32,0.48,0.122
2170,-2.32,0.49,0.12633333333333333
2171,-2.32,0.5,0.11666666666666667
2172,-2.32,0.51,0.10066666666666667
2173,-2.32,0.52,0.124
2174,-2.32,0.53,0.11966666666666667
2175,-2.32,0.54,0.12533333333333332
2176,-2.32,0.55,0.13233333333333333
2177,-2.32,0.56,0.12166666666666667
2178,-2.32,0.57,0.119
2179,-2.32,0.58,0.13066666666666665
2180,-2.32,0.59,0.12966666666666668
2181,-2.32,0.6,0.13666666666666666
2182,-2.32,0.61,0.13233333333333333
2183,-2.32,0.62,0.13933333333333334
2184,-2.32,0.63,0.139
2185,-2.32,0.64,0.14066666666666666
2186,-2.32,0.65,0.14466666666666667
2187,-2.32,0.66,0.13566666666666666
2188,-2.32,0.67,0.147
2189,-2.32,0.68,0.153
2190,-2.32,0.69,0.15633333333333332
2191,-2.32,0.7,0.14266666666666666
2192,-2.32,0.71,0.15266666666666667
2193,-2.32,0.72,0.15666666666666668
2194,-2.32,0.73,0.14666666666666667
2195,-2.32,0.74,0.15033333333333335
2196,-2.32,0.75,0.162
2197,-2.32,0.76,0.15533333333333332
2198,-2.32,0.77,0.167
2199,-2.32,0.78,0.16666666666666666
2200,-2.32,0.79,0.17966666666666667
2201,-2.32,0.8,0.17166666666666666
2202,-2.32,0.81,0.18666666666666668
2203,-2.32,0.82,0.18133333333333335
2204,-2.32,0.83,0.18566666666666667
2205,-2.32,0.84,0.17966666666666667
2206,-2.32,0.85,0.201
2207,-2.32,0.86,0.19033333333333333
2208,-2.32,0.87,0.19633333333333333
2209,-2.32,0.88,0.201
2210,-2.32,0.89,0.193
2211,-2.32,0.9,0.224
2212,-2.32,0.91,0.20366666666666666
2213,-2.32,0.92,0.223
2214,-2.32,0.93,0.22033333333333333
2215,-2.32,0.94,0.231
2216,-2.32,0.95,0.22966666666666666
2217,-2.32,0.96,0.24
2218,-2.32,0.97,0.24266666666666667
2219,-2.32,0.98,0.24866666666666667
2220,-2.32,0.99,0.253
2221,-2.32,1.0,0.2663333333333333
2222,-2.24,0.0,0.097
2223,-2.24,0.01,0.10166666666666667
2224,-2.24,0.02,0.109
2225,-2.24,0.03,0.09966666666666667
2226,-2.24,0.04,0.09933333333333333
2227,-2.24,0.05,0.10133333333333333
2228,-2.24,0.06,0.09966666666666667
2229,-2.24,0.07,0.107
2230,-2.24,0.08,0.10066666666666667
2231,-2.24,0.09,0.103
2232,-2.24,0.1,0.101
2233,-2.24,0.11,0.10166666666666667
2234,-2.24,0.12,0.098
2235,-2.24,0.13,0.10066666666666667
2236,-2.24,0.14,0.09533333333333334
2237,-2.24,0.15,0.10633333333333334
2238,-2.24,0.16,0.11066666666666666
2239,-2.24,0.17,0.099
2240,-2.24,0.18,0.105
2241,-2.24,0.19,0.11133333333333334
2242,-2.24,0.2,0.1
2243,-2.24,0.21,0.10166666666666667
2244,-2.24,0.22,0.10966666666666666
2245,-2.24,0.23,0.10133333333333333
2246,-2.24,0.24,0.11433333333333333
2247,-2.24,0.25,0.10766666666666666
2248,-2.24,0.26,0.11033333333333334
2249,-2.24,0.27,0.106
2250,-2.24,0.28,0.10566666666666667
2251,-2.24,0.29,0.11866666666666667
2252,-2.24,0.3,0.10733333333333334
2253,-2.24,0.31,0.105
2254,-2.24,0.32,0.09333333333333334
2255,-2.24,0.33,0.11366666666666667
2256,-2.24,0.34,0.12033333333333333
2257,-2.24,0.35,0.10666666666666667
2258,-2.24,0.36,0.11366666666666667
2259,-2.24,0.37,0.11566666666666667
2260,-2.24,0.38,0.112
2261,-2.24,0.39,0.11733333333333333
2262,-2.24,0.4,0.11433333333333333
2263,-2.24,0.41,0.11
2264,-2.24,0.42,0.107
2265,-2.24,0.43,0.12366666666666666
2266,-2.24,0.44,0.121
2267,-2.24,0.45,0.11633333333333333
2268,-2.24,0.46,0.119
2269,-2.24,0.47,0.115
2270,-2.24,0.48,0.12066666666666667
2271,-2.24,0.49,0.11933333333333333
2272,-2.24,0.5,0.132
2273,-2.24,0.51,0.12266666666666666
2274,-2.24,0.52,0.13
2275,-2.24,0.53,0.12566666666666668
2276,-2.24,0.54,0.126
2277,-2.24,0.55,0.12866666666666668
2278,-2.24,0.56,0.137
2279,-2.24,0.57,0.12733333333333333
2280,-2.24,0.58,0.13033333333333333
2281,-2.24,0.59,0.13633333333333333
2282,-2.24,0.6,0.12733333333333333
2283,-2.24,0.61,0.138
2284,-2.24,0.62,0.14166666666666666
2285,-2.24,0.63,0.14533333333333334
2286,-2.24,0.64,0.14833333333333334
2287,-2.24,0.65,0.13233333333333333
2288,-2.24,0.66,0.15166666666666667
2289,-2.24,0.67,0.15333333333333332
2290,-2.24,0.68,0.147
2291,-2.24,0.69,0.15566666666666668
2292,-2.24,0.7,0.15433333333333332
2293,-2.24,0.71,0.16033333333333333
2294,-2.24,0.72,0.155
2295,-2.24,0.73,0.15833333333333333
2296,-2.24,0.74,0.16333333333333333
2297,-2.24,0.75,0.17333333333333334
2298,-2.24,0.76,0.19
2299,-2.24,0.77,0.18066666666666667
2300,-2.24,0.78,0.17133333333333334
2301,-2.24,0.79,0.18733333333333332
2302,-2.24,0.8,0.192
2303,-2.24,0.81,0.18433333333333332
2304,-2.24,0.82,0.19566666666666666
2305,-2.24,0.83,0.188
2306,-2.24,0.84,0.196
2307,-2.24,0.85,0.20033333333333334
2308,-2.24,0.86,0.22466666666666665
2309,-2.24,0.87,0.20333333333333334
2310,-2.24,0.88,0.21966666666666668
2311,-2.24,0.89,0.23933333333333334
2312,-2.24,0.9,0.223
2313,-2.24,0.91,0.21933333333333332
2314,-2.24,0.92,0.22733333333333333
2315,-2.24,0.93,0.24533333333333332
2316,-2.24,0.94,0.24533333333333332
2317,-2.24,0.95,0.24566666666666667
2318,-2.24,0.96,0.24233333333333335
2319,-2.24,0.97,0.25833333333333336
2320,-2.24,0.98,0.276
2321,-2.24,0.99,0.265
2322,-2.24,1.0,0.27466666666666667
2323,-2.16,0.0,0.11633333333333333
2324,-2.16,0.01,0.102
2325,-2.16,0.02,0.11166666666666666
2326,-2.16,0.03,0.09966666666666667
2327,-2.16,0.04,0.10166666666666667
2328,-2.16,0.05,0.095
2329,-2.16,0.06,0.10133333333333333
2330,-2.16,0.07,0.10366666666666667
2331,-2.16,0.08,0.10133333333333333
2332,-2.16,0.09,0.09566666666666666
2333,-2.16,0.1,0.104
2334,-2.16,0.11,0.101
2335,-2.16,0.12,0.10633333333333334
2336,-2.16,0.13,0.104
2337,-2.16,0.14,0.11033333333333334
2338,-2.16,0.15,0.09966666666666667
2339,-2.16,0.16,0.10733333333333334
2340,-2.16,0.17,0.102
2341,-2.16,0.18,0.10333333333333333
2342,-2.16,0.19,0.108
2343,-2.16,0.2,0.10266666666666667
2344,-2.16,0.21,0.10966666666666666
2345,-2.16,0.22,0.11066666666666666
2346,-2.16,0.23,0.11033333333333334
2347,-2.16,0.24,0.10033333333333333
2348,-2.16,0.25,0.09866666666666667
2349,-2.16,0.26,0.10833333333333334
2350,-2.16,0.27,0.10866666666666666
2351,-2.16,0.28,0.11233333333333333
2352,-2.16,0.29,0.121
2353,-2.16,0.3,0.11266666666666666
2354,-2.16,0.31,0.11333333333333333
2355,-2.16,0.32,0.10966666666666666
2356,-2.16,0.33,0.10666666666666667
2357,-2.16,0.34,0.113
2358,-2.16,0.35,0.11333333333333333
2359,-2.16,0.36,0.10733333333333334
2360,-2.16,0.37,0.11166666666666666
2361,-2.16,0.38,0.11266666666666666
2362,-2.16,0.39,0.12033333333333333
2363,-2.16,0.4,0.12233333333333334
2364,-2.16,0.41,0.116
2365,-2.16,0.42,0.119
2366,-2.16,0.43,0.11933333333333333
2367,-2.16,0.44,0.12666666666666668
2368,-2.16,0.45,0.12733333333333333
2369,-2.16,0.46,0.11633333333333333
2370,-2.16,0.47,0.11733333333333333
2371,-2.16,0.48,0.11366666666666667
2372,-2.16,0.49,0.12333333333333334
2373,-2.16,0.5,0.11733333333333333
2374,-2.16,0.51,0.12833333333333333
2375,-2.16,0.52,0.12366666666666666
2376,-2.16,0.53,0.126
2377,-2.16,0.54,0.132
2378,-2.16,0.55,0.131
2379,-2.16,0.56,0.13266666666666665
2380,-2.16,0.57,0.14466666666666667
2381,-2.16,0.58,0.14833333333333334
2382,-2.16,0.59,0.14133333333333334
2383,-2.16,0.6,0.144
2384,-2.16,0.61,0.144
2385,-2.16,0.62,0.148
2386,-2.16,0.63,0.154
2387,-2.16,0.64,0.15866666666666668
2388,-2.16,0.65,0.15333333333333332
2389,-2.16,0.66,0.14666666666666667
2390,-2.16,0.67,0.16166666666666665
2391,-2.16,0.68,0.156
2392,-2.16,0.69,0.15266666666666667
2393,-2.16,0.7,0.161
2394,-2.16,0.71,0.17166666666666666
2395,-2.16,0.72,0.16033333333333333
2396,-2.16,0.73,0.17766666666666667
2397,-2.16,0.74,0.182
2398,-2.16,0.75,0.17533333333333334
2399,-2.16,0.76,0.161
2400,-2.16,0.77,0.18666666666666668
2401,-2.16,0.78,0.18866666666666668
2402,-2.16,0.79,0.19266666666666668
2403,-2.16,0.8,0.198
2404,-2.16,0.81,0.20333333333333334
2405,-2.16,0.82,0.214
2406,-2.16,0.83,0.205
2407,-2.16,0.84,0.21866666666666668
2408,-2.16,0.85,0.22366666666666668
2409,-2.16,0.86,0.22066666666666668
2410,-2.16,0.87,0.222
2411,-2.16,0.88,0.24266666666666667
2412,-2.16,0.89,0.23966666666666667
2413,-2.16,0.9,0.23766666666666666
2414,-2.16,0.91,0.22966666666666666
2415,-2.16,0.92,0.24933333333333332
2416,-2.16,0.93,0.251
2417,-2.16,0.94,0.264
2418,-2.16,0.95,0.263
2419,-2.16,0.96,0.26266666666666666
2420,-2.16,0.97,0.279
2421,-2.16,0.98,0.285
2422,-2.16,0.99,0.28833333333333333
2423,-2.16,1.0,0.29533333333333334
2424,-2.08,0.0,0.10366666666666667
2425,-2.08,0.01,0.115
2426,-2.08,0.02,0.10133333333333333
2427,-2.08,0.03,0.10033333333333333
2428,-2.08,0.04,0.10333333333333333
2429,-2.08,0.05,0.11566666666666667
2430,-2.08,0.06,0.106
2431,-2.08,0.07,0.10333333333333333
2432,-2.08,0.08,0.10266666666666667
2433,-2.08,0.09,0.09566666666666666
2434,-2.08,0.1,0.10166666666666667
2435,-2.08,0.11,0.09566666666666666
2436,-2.08,0.12,0.101
2437,-2.08,0.13,0.10566666666666667
2438,-2.08,0.14,0.089
2439,-2.08,0.15,0.10133333333333333
2440,-2.08,0.16,0.107
2441,-2.08,0.17,0.106
2442,-2.08,0.18,0.10766666666666666
2443,-2.08,0.19,0.10333333333333333
2444,-2.08,0.2,0.10833333333333334
2445,-2.08,0.21,0.09966666666666667
2446,-2.08,0.22,0.098
2447,-2.08,0.23,0.11466666666666667
2448,-2.08,0.24,0.11066666666666666
2449,-2.08,0.25,0.11333333333333333
2450,-2.08,0.26,0.118
2451,-2.08,0.27,0.10533333333333333
2452,-2.08,0.28,0.11433333333333333
2453,-2.08,0.29,0.10966666666666666
2454,-2.08,0.3,0.11933333333333333
2455,-2.08,0.31,0.11466666666666667
2456,-2.08,0.32,0.11366666666666667
2457,-2.08,0.33,0.10833333333333334
2458,-2.08,0.34,0.11866666666666667
2459,-2.08,0.35,0.11233333333333333
2460,-2.08,0.36,0.112
2461,-2.08,0.37,0.12066666666666667
2462,-2.08,0.38,0.11266666666666666
2463,-2.08,0.39,0.11833333333333333
2464,-2.08,0.4,0.13066666666666665
2465,-2.08,0.41,0.113
2466,-2.08,0.42,0.123
2467,-2.08,0.43,0.127
2468,-2.08,0.44,0.12133333333333333
2469,-2.08,0.45,0.125
2470,-2.08,0.46,0.13
2471,-2.08,0.47,0.121
2472,-2.08,0.48,0.13166666666666665
2473,-2.08,0.49,0.12366666666666666
2474,-2.08,0.5,0.13333333333333333
2475,-2.08,0.51,0.13166666666666665
2476,-2.08,0.52,0.13466666666666666
2477,-2.08,0.53,0.133
2478,-2.08,0.54,0.131
2479,-2.08,0.55,0.132
2480,-2.08,0.56,0.13766666666666666
2481,-2.08,0.57,0.133
2482,-2.08,0.58,0.13933333333333334
2483,-2.08,0.59,0.14733333333333334
2484,-2.08,0.6,0.15133333333333332
2485,-2.08,0.61,0.158
2486,-2.08,0.62,0.15866666666666668
2487,-2.08,0.63,0.13733333333333334
2488,-2.08,0.64,0.15133333333333332
2489,-2.08,0.65,0.15566666666666668
2490,-2.08,0.66,0.16833333333333333
2491,-2.08,0.67,0.15933333333333333
2492,-2.08,0.68,0.163
2493,-2.08,0.69,0.17266666666666666
2494,-2.08,0.7,0.17866666666666667
2495,-2.08,0.71,0.17566666666666667
2496,-2.08,0.72,0.166
2497,-2.08,0.73,0.174
2498,-2.08,0.74,0.19566666666666666
2499,-2.08,0.75,0.181
2500,-2.08,0.76,0.202
2501,-2.08,0.77,0.18366666666666667
2502,-2.08,0.78,0.20566666666666666
2503,-2.08,0.79,0.205
2504,-2.08,0.8,0.211
2505,-2.08,0.81,0.21633333333333332
2506,-2.08,0.82,0.21833333333333332
2507,-2.08,0.83,0.23066666666666666
2508,-2.08,0.84,0.20733333333333334
2509,-2.08,0.85,0.23833333333333334
2510,-2.08,0.86,0.24466666666666667
2511,-2.08,0.87,0.24666666666666667
2512,-2.08,0.88,0.259
2513,-2.08,0.89,0.26566666666666666
2514,-2.08,0.9,0.25766666666666665
2515,-2.08,0.91,0.2826666666666667
2516,-2.08,0.92,0.274
2517,-2.08,0.93,0.2856666666666667
2518,-2.08,0.94,0.30366666666666664
2519,-2.08,0.95,0.291
2520,-2.08,0.96,0.31266666666666665
2521,-2.08,0.97,0.30366666666666664
2522,-2.08,0.98,0.311
2523,-2.08,0.99,0.3293333333333333
2524,-2.08,1.0,0.34
2525,-2.0,0.0,0.105
2526,-2.0,0.01,0.10033333333333333
2527,-2.0,0.02,0.1
2528,-2.0,0.03,0.09966666666666667
2529,-2.0,0.04,0.10033333333333333
2530,-2.0,0.05,0.10366666666666667
2531,-2.0,0.06,0.10633333333333334
2532,-2.0,0.07,0.10066666666666667
2533,-2.0,0.08,0.103
2534,-2.0,0.09,0.113
2535,-2.0,0.1,0.117
2536,-2.0,0.11,0.10166666666666667
2537,-2.0,0.12,0.099
2538,-2.0,0.13,0.104
2539,-2.0,0.14,0.10666666666666667
2540,-2.0,0.15,0.118
2541,-2.0,0.16,0.10766666666666666
2542,-2.0,0.17,0.11533333333333333
2543,-2.0,0.18,0.112
2544,-2.0,0.19,0.10233333333333333
2545,-2.0,0.2,0.106
2546,-2.0,0.21,0.10966666666666666
2547,-2.0,0.22,0.10666666666666667
2548,-2.0,0.23,0.105
2549,-2.0,0.24,0.118
2550,-2.0,0.25,0.11466666666666667
2551,-2.0,0.26,0.11366666666666667
2552,-2.0,0.27,0.107
2553,-2.0,0.28,0.12033333333333333
2554,-2.0,0.29,0.11666666666666667
2555,-2.0,0.3,0.12033333333333333
2556,-2.0,0.31,0.10966666666666666
2557,-2.0,0.32,0.111
2558,-2.0,0.33,0.116
2559,-2.0,0.34,0.117
2560,-2.0,0.35,0.11733333333333333
2561,-2.0,0.36,0.12266666666666666
2562,-2.0,0.37,0.11966666666666667
2563,-2.0,0.38,0.115
2564,-2.0,0.39,0.11566666666666667
2565,-2.0,0.4,0.11
2566,-2.0,0.41,0.13
2567,-2.0,0.42,0.12666666666666668
2568,-2.0,0.43,0.12033333333333333
2569,-2.0,0.44,0.131
2570,-2.0,0.45,0.12533333333333332
2571,-2.0,0.46,0.125
2572,-2.0,0.47,0.13466666666666666
2573,-2.0,0.48,0.12833333333333333
2574,-2.0,0.49,0.13033333333333333
2575,-2.0,0.5,0.13066666666666665
2576,-2.0,0.51,0.12666666666666668
2577,-2.0,0.52,0.14566666666666667
2578,-2.0,0.53,0.139
2579,-2.0,0.54,0.14733333333333334
2580,-2.0,0.55,0.15066666666666667
2581,-2.0,0.56,0.137
2582,-2.0,0.57,0.13433333333333333
2583,-2.0,0.58,0.15066666666666667
2584,-2.0,0.59,0.152
2585,-2.0,0.6,0.14466666666666667
2586,-2.0,0.61,0.15733333333333333
2587,-2.0,0.62,0.16
2588,-2.0,0.63,0.158
2589,-2.0,0.64,0.14533333333333334
2590,-2.0,0.65,0.169
2591,-2.0,0.66,0.17633333333333334
2592,-2.0,0.67,0.17666666666666667
2593,-2.0,0.68,0.16733333333333333
2594,-2.0,0.69,0.175
2595,-2.0,0.7,0.17633333333333334
2596,-2.0,0.71,0.183
2597,-2.0,0.72,0.19733333333333333
2598,-2.0,0.73,0.19133333333333333
2599,-2.0,0.74,0.19366666666666665
2600,-2.0,0.75,0.20366666666666666
2601,-2.0,0.76,0.214
2602,-2.0,0.77,0.20533333333333334
2603,-2.0,0.78,0.22366666666666668
2604,-2.0,0.79,0.22766666666666666
2605,-2.0,0.8,0.22833333333333333
2606,-2.0,0.81,0.23033333333333333
2607,-2.0,0.82,0.23633333333333334
2608,-2.0,0.83,0.256
2609,-2.0,0.84,0.244
2610,-2.0,0.85,0.25633333333333336
2611,-2.0,0.86,0.25166666666666665
2612,-2.0,0.87,0.275
2613,-2.0,0.88,0.264
2614,-2.0,0.89,0.2733333333333333
2615,-2.0,0.9,0.2876666666666667
2616,-2.0,0.91,0.29133333333333333
2617,-2.0,0.92,0.2813333333333333
2618,-2.0,0.93,0.3
2619,-2.0,0.94,0.31566666666666665
2620,-2.0,0.95,0.31666666666666665
2621,-2.0,0.96,0.33666666666666667
2622,-2.0,0.97,0.32966666666666666
2623,-2.0,0.98,0.32066666666666666
2624,-2.0,0.99,0.3396666666666667
2625,-2.0,1.0,0.3546666666666667
2626,-1.92,0.0,0.10233333333333333
2627,-1.92,0.01,0.11066666666666666
2628,-1.92,0.02,0.10166666666666667
2629,-1.92,0.03,0.10033333333333333
2630,-1.92,0.04,0.10133333333333333
2631,-1.92,0.05,0.11
2632,-1.92,0.06,0.113
2633,-1.92,0.07,0.09766666666666667
2634,-1.92,0.08,0.12
2635,-1.92,0.09,0.09366666666666666
2636,-1.92,0.1,0.10633333333333334
2637,-1.92,0.11,0.1
2638,-1.92,0.12,0.11166666666666666
2639,-1.92,0.13,0.103
2640,-1.92,0.14,0.10733333333333334
2641,-1.92,0.15,0.108
2642,-1.92,0.16,0.111
2643,-1.92,0.17,0.106
2644,-1.92,0.18,0.11233333333333333
2645,-1.92,0.19,0.10666666666666667
2646,-1.92,0.2,0.10666666666666667
2647,-1.92,0.21,0.11166666666666666
2648,-1.92,0.22,0.11066666666666666
2649,-1.92,0.23,0.10566666666666667
2650,-1.92,0.24,0.09833333333333333
2651,-1.92,0.25,0.11766666666666667
2652,-1.92,0.26,0.09866666666666667
2653,-1.92,0.27,0.12533333333333332
2654,-1.92,0.28,0.118
2655,-1.92,0.29,0.11866666666666667
2656,-1.92,0.3,0.118
2657,-1.92,0.31,0.12966666666666668
2658,-1.92,0.32,0.118
2659,-1.92,0.33,0.12266666666666666
2660,-1.92,0.34,0.12533333333333332
2661,-1.92,0.35,0.111
2662,-1.92,0.36,0.12666666666666668
2663,-1.92,0.37,0.12566666666666668
2664,-1.92,0.38,0.12033333333333333
2665,-1.92,0.39,0.12566666666666668
2666,-1.92,0.4,0.13066666666666665
2667,-1.92,0.41,0.13766666666666666
2668,-1.92,0.42,0.133
2669,-1.92,0.43,0.14866666666666667
2670,-1.92,0.44,0.132
2671,-1.92,0.45,0.13933333333333334
2672,-1.92,0.46,0.12266666666666666
2673,-1.92,0.47,0.12766666666666668
2674,-1.92,0.48,0.13666666666666666
2675,-1.92,0.49,0.13666666666666666
2676,-1.92,0.5,0.14366666666666666
2677,-1.92,0.51,0.133
2678,-1.92,0.52,0.14266666666666666
2679,-1.92,0.53,0.14966666666666667
2680,-1.92,0.54,0.14466666666666667
2681,-1.92,0.55,0.145
2682,-1.92,0.56,0.16433333333333333
2683,-1.92,0.57,0.16733333333333333
2684,-1.92,0.58,0.163
2685,-1.92,0.59,0.16733333333333333
2686,-1.92,0.6,0.15033333333333335
2687,-1.92,0.61,0.15333333333333332
2688,-1.92,0.62,0.162
2689,-1.92,0.63,0.16833333333333333
2690,-1.92,0.64,0.17033333333333334
2691,-1.92,0.65,0.173
2692,-1.92,0.66,0.178
2693,-1.92,0.67,0.18066666666666667
2694,-1.92,0.68,0.202
2695,-1.92,0.69,0.189
2696,-1.92,0.7,0.19633333333333333
2697,-1.92,0.71,0.20033333333333334
2698,-1.92,0.72,0.21466666666666667
2699,-1.92,0.73,0.21433333333333332
2700,-1.92,0.74,0.21466666666666667
2701,-1.92,0.75,0.223
2702,-1.92,0.76,0.23266666666666666
2703,-1.92,0.77,0.23266666666666666
2704,-1.92,0.78,0.22533333333333333
2705,-1.92,0.79,0.23533333333333334
2706,-1.92,0.8,0.24366666666666667
2707,-1.92,0.81,0.24966666666666668
2708,-1.92,0.82,0.265
2709,-1.92,0.83,0.24933333333333332
2710,-1.92,0.84,0.256
2711,-1.92,0.85,0.26866666666666666
2712,-1.92,0.86,0.2816666666666667
2713,-1.92,0.87,0.29933333333333334
2714,-1.92,0.88,0.302
2715,-1.92,0.89,0.298
2716,-1.92,0.9,0.29833333333333334
2717,-1.92,0.91,0.321
2718,-1.92,0.92,0.3263333333333333
2719,-1.92,0.93,0.322
2720,-1.92,0.94,0.3466666666666667
2721,-1.92,0.95,0.343
2722,-1.92,0.96,0.35533333333333333
2723,-1.92,0.97,0.353
2724,-1.92,0.98,0.359
2725,-1.92,0.99,0.37
2726,-1.92,1.0,0.38266666666666665
2727,-1.84,0.0,0.095
2728,-1.84,0.01,0.09766666666666667
2729,-1.84,0.02,0.107
2730,-1.84,0.03,0.098
2731,-1.84,0.04,0.10566666666666667
2732,-1.84,0.05,0.10666666666666667
2733,-1.84,0.06,0.113
2734,-1.84,0.07,0.09666666666666666
2735,-1.84,0.08,0.10233333333333333
2736,-1.84,0.09,0.095
2737,-1.84,0.1,0.10766666666666666
2738,-1.84,0.11,0.09733333333333333
2739,-1.84,0.12,0.097
2740,-1.84,0.13,0.10433333333333333
2741,-1.84,0.14,0.11033333333333334
2742,-1.84,0.15,0.11066666666666666
2743,-1.84,0.16,0.10566666666666667
2744,-1.84,0.17,0.117
2745,-1.84,0.18,0.09866666666666667
2746,-1.84,0.19,0.11633333333333333
2747,-1.84,0.2,0.11566666666666667
2748,-1.84,0.21,0.11533333333333333
2749,-1.84,0.22,0.104
2750,-1.84,0.23,0.10566666666666667
2751,-1.84,0.24,0.11933333333333333
2752,-1.84,0.25,0.11933333333333333
2753,-1.84,0.26,0.12833333333333333
2754,-1.84,0.27,0.11266666666666666
2755,-1.84,0.28,0.11666666666666667
2756,-1.84,0.29,0.11466666666666667
2757,-1.84,0.3,0.11166666666666666
2758,-1.84,0.31,0.12466666666666666
2759,-1.84,0.32,0.121
2760,-1.84,0.33,0.12766666666666668
2761,-1.84,0.34,0.12066666666666667
2762,-1.84,0.35,0.125
2763,-1.84,0.36,0.11633333333333333
2764,-1.84,0.37,0.12833333333333333
2765,-1.84,0.38,0.129
2766,-1.84,0.39,0.13766666666666666
2767,-1.84,0.4,0.12333333333333334
2768,-1.84,0.41,0.135
2769,-1.84,0.42,0.12733333333333333
2770,-1.84,0.43,0.138
2771,-1.84,0.44,0.132
2772,-1.84,0.45,0.13266666666666665
2773,-1.84,0.46,0.13266666666666665
2774,-1.84,0.47,0.144
2775,-1.84,0.48,0.13533333333333333
2776,-1.84,0.49,0.136
2777,-1.84,0.5,0.136
2778,-1.84,0.51,0.15066666666666667
2779,-1.84,0.52,0.147
2780,-1.84,0.53,0.15666666666666668
2781,-1.84,0.54,0.15033333333333335
2782,-1.84,0.55,0.15966666666666668
2783,-1.84,0.56,0.15833333333333333
2784,-1.84,0.57,0.15933333333333333
2785,-1.84,0.58,0.15566666666666668
2786,-1.84,0.59,0.16566666666666666
2787,-1.84,0.6,0.16366666666666665
2788,-1.84,0.61,0.176
2789,-1.84,0.62,0.18433333333333332
2790,-1.84,0.63,0.191
2791,-1.84,0.64,0.19066666666666668
2792,-1.84,0.65,0.19466666666666665
2793,-1.84,0.66,0.19
2794,-1.84,0.67,0.21266666666666667
2795,-1.84,0.68,0.197
2796,-1.84,0.69,0.20666666666666667
2797,-1.84,0.7,0.19833333333333333
2798,-1.84,0.71,0.20833333333333334
2799,-1.84,0.72,0.21733333333333332
2800,-1.84,0.73,0.21233333333333335
2801,-1.84,0.74,0.22266666666666668
2802,-1.84,0.75,0.229
2803,-1.84,0.76,0.25233333333333335
2804,-1.84,0.77,0.25266666666666665
2805,-1.84,0.78,0.256
2806,-1.84,0.79,0.23966666666666667
2807,-1.84,0.8,0.272
2808,-1.84,0.81,0.2753333333333333
2809,-1.84,0.82,0.2843333333333333
2810,-1.84,0.83,0.291
2811,-1.84,0.84,0.28733333333333333
2812,-1.84,0.85,0.291
