,avg_correct_ranking,avg_incrt,avg_incrt_w_n,avg_pval,mum,sigm,success_rate
0,0.3485,0.022411111111111517,0.02227777777777823,0.1396756421193122,400,0,0.9205
1,0.421,0.01844444444444457,0.01839444444444461,0.11065669547503655,600,0,0.9465
2,0.477,0.015955555555555504,0.016,0.10846241894493425,800,0,0.942
3,0.515,0.014511111111111065,0.014438888888888874,,1000,0,0.952
4,0.543,0.013066666666666626,0.01313888888888888,0.08803798201130866,1200,0,0.9565
5,0.5625,0.01227777777777774,0.012338888888888871,0.08905757592976214,1400,0,0.9585
6,0.598,0.011166666666666632,0.011183333333333318,0.07342001137538558,1600,0,0.9625
7,0.6265,0.010077777777777748,0.010022222222222201,0.061346882743991644,1800,0,0.969
8,0.62,0.010266666666666634,0.01027777777777775,0.06413141773643646,2000,0,0.9645
9,0.3765,0.023305555555556003,0.022261111111111453,0.1368207983201489,400,5,0.9325
10,0.4405,0.018300000000000233,0.017988888888889,,600,5,0.9395
11,0.495,0.015550000000000055,0.015416666666666618,0.10241085581026052,800,5,0.9505
12,0.526,0.014305555555555577,0.014094444444444399,0.08899334061481144,1000,5,0.955
13,0.546,0.013755555555555576,0.013388888888888848,0.08336475611055659,1200,5,0.9515
14,0.574,0.012511111111111134,0.012266666666666629,0.07229884349188065,1400,5,0.9625
15,0.604,0.011294444444444444,0.011116666666666632,0.07444349858661435,1600,5,0.965
16,0.6285,0.010461111111111098,0.010327777777777745,0.07408177786565633,1800,5,0.961
17,0.6545,0.009649999999999985,0.00954999999999997,0.059012248016246514,2000,5,0.974
18,0.394,0.0237111111111116,0.020972222222222486,0.13843696215609236,400,10,0.9265
19,0.4515,0.019066666666666995,0.017677777777777855,,600,10,0.9485
20,0.5035,0.016261111111111268,0.015344444444444397,0.10019126018127701,800,10,0.949
21,0.521,0.015550000000000114,0.0144444444444444,0.09156865923675749,1000,10,0.95
22,0.5675,0.013277777777777847,0.012761111111111072,0.0783336156004298,1200,10,0.962
23,0.5865,0.012372222222222274,0.011811111111111074,0.07452169603717344,1400,10,0.958
24,0.6115,0.011083333333333348,0.01082222222222219,0.07692010944580738,1600,10,0.9625
25,0.6365,0.010222222222222235,0.009805555555555526,0.07731064263684492,1800,10,0.9645
26,0.62,0.010900000000000007,0.010511111111111077,0.05654034287862337,2000,10,0.968
27,0.3805,0.026705555555556162,0.02158333333333368,,400,15,0.921
28,0.441,0.02137777777777821,0.018161111111111204,0.11488036133529658,600,15,0.9395
29,0.487,0.017566666666666928,0.01558888888888884,0.10429834246206006,800,15,0.9475
30,0.542,0.015550000000000178,0.013861111111111069,0.0865463269679283,1000,15,0.9555
31,0.56,0.01379444444444457,0.01258888888888885,0.07572866100154353,1200,15,0.96
32,0.5815,0.012650000000000083,0.011755555555555519,0.07071603941348026,1400,15,0.9645
33,0.613,0.011811111111111168,0.01084444444444441,0.07385386720419132,1600,15,0.9735
34,0.631,0.011122222222222259,0.010266666666666634,0.06407686622010941,1800,15,0.963
35,0.6445,0.010405555555555574,0.009744444444444415,0.06239316289056336,2000,15,0.964
36,0.3865,0.028161111111111647,0.021422222222222544,0.1326462151026904,400,20,0.93
37,0.427,0.023072222222222702,0.0184555555555557,0.11851923257055104,600,20,0.938
38,0.4965,0.01902777777777815,0.015927777777777725,0.09831842630917391,800,20,0.9485
39,0.5155,0.01687777777777803,0.01437777777777773,0.08998866063394101,1000,20,0.955
40,0.559,0.014772222222222407,0.012761111111111072,0.07735046826420595,1200,20,0.964
41,0.586,0.013250000000000118,0.011772222222222187,0.07308828684576557,1400,20,0.96
42,0.606,0.012994444444444553,0.011166666666666632,0.07433071679946932,1600,20,0.9635
43,0.6305,0.011188888888888948,0.010133333333333302,0.06771746293263198,1800,20,0.9645
44,0.6555,0.01052222222222226,0.00949999999999997,0.06275674243435911,2000,20,0.9705
45,0.3575,0.03366111111111167,0.02333333333333374,0.13726534309397243,400,25,0.9255
46,0.4545,0.02393888888888943,0.01780000000000009,0.10894842310850182,600,25,0.94
47,0.494,0.020172222222222657,0.015694444444444396,0.10027797583756735,800,25,0.944
48,0.507,0.0173500000000003,0.01447777777777773,0.08936149237428696,1000,25,0.945
49,0.538,0.016333333333333568,0.013522222222222179,0.08649820969894965,1200,25,0.955
50,0.5755,0.014277777777777965,0.011933333333333294,0.07974171158685286,1400,25,0.9585
51,0.5785,0.013755555555555724,0.011799999999999963,0.06606808439093328,1600,25,0.9665
52,0.6275,0.012000000000000103,0.010516666666666634,0.07235727248441519,1800,25,0.9685
53,0.649,0.0110833333333334,0.009694444444444415,0.05967142639552603,2000,25,0.971
54,0.3565,0.03586111111111168,0.02282222222222264,0.147845571502153,400,30,0.9155
55,0.423,0.027255555555556085,0.019155555555555738,0.1140744985070253,600,30,0.9445
56,0.503,0.020966666666667126,0.015272222222222173,0.104481543262991,800,30,0.952
57,0.5455,0.017877777777778117,0.013494444444444401,0.08930711724895071,1000,30,0.957
58,0.5395,0.01703333333333366,0.01372222222222218,0.08264981222270737,1200,30,0.957
59,0.584,0.01470000000000023,0.011844444444444407,0.07214503326087182,1400,30,0.966
60,0.597,0.013922222222222412,0.011505555555555519,0.06663185959547997,1600,30,0.9655
61,0.6035,0.013227777777777948,0.011177777777777741,0.06873021493469754,1800,30,0.9645
62,0.6295,0.012322222222222368,0.010355555555555522,0.06359388833931759,2000,30,0.9705
63,0.369,0.037144444444445084,0.021711111111111445,0.1336119699180738,400,35,0.931
64,0.465,0.027083333333333962,0.017711111111111184,0.11216072711335673,600,35,0.9495
65,0.5065,0.022666666666667237,0.015588888888888841,0.10200822492514487,800,35,0.9515
66,0.534,0.019572222222222678,0.013938888888888844,0.08757447227345712,1000,35,0.9545
67,0.566,0.01700000000000031,0.012844444444444407,0.07926017511252356,1200,35,0.959
68,0.587,0.016433333333333626,0.012361111111111071,0.07461349912077066,1400,35,0.957
69,0.6045,0.01450555555555577,0.011266666666666631,0.06758920642048885,1600,35,0.9655
70,0.639,0.013077777777777959,0.009999999999999969,0.06815141035557963,1800,35,0.963
71,0.6405,0.01208333333333345,0.009933333333333301,0.06248709710396476,2000,35,0.97
72,0.3575,0.04017777777777835,0.022172222222222617,,400,40,0.9355
73,0.4465,0.0294000000000006,0.018044444444444536,0.11433001980438179,600,40,0.939
74,0.482,0.02443333333333397,0.015777777777777727,0.09563003056866076,800,40,0.9475
75,0.534,0.020722222222222718,0.01421666666666662,0.09224668327911453,1000,40,0.9535
76,0.566,0.018988888888889305,0.012883333333333294,0.08379084156994122,1200,40,0.953
77,0.582,0.016361111111111413,0.011944444444444405,0.07638878444093146,1400,40,0.962
78,0.5985,0.015022222222222463,0.01127777777777774,0.08106471097232879,1600,40,0.963
79,0.6385,0.013572222222222412,0.010027777777777747,0.0707083296238568,1800,40,0.9685
80,0.64,0.013116666666666834,0.010188888888888858,0.07113809519306546,2000,40,0.965
81,0.3695,0.04367222222222282,0.0226222222222226,,400,45,0.9205
82,0.445,0.03182222222222283,0.0175500000000001,0.1136629824814454,600,45,0.944
83,0.4905,0.025566666666667244,0.015877777777777727,,800,45,0.944
84,0.5235,0.022200000000000535,0.013972222222222178,,1000,45,0.958
85,0.5545,0.019455555555556024,0.013061111111111069,,1200,45,0.9585
86,0.596,0.01651666666666699,0.011111111111111075,0.07309597927610344,1400,45,0.9695
87,0.6255,0.014961111111111364,0.010588888888888856,0.07019513948588696,1600,45,0.961
88,0.617,0.014722222222222445,0.01095555555555552,0.06838568668795313,1800,45,0.966
89,0.633,0.013377777777777971,0.009916666666666636,0.06719191443926369,2000,45,0.9635
90,0.3775,0.045405555555556136,0.021805555555555873,,400,50,0.9255
91,0.4325,0.03368333333333398,0.018105555555555704,0.11971876390000073,600,50,0.934
92,0.496,0.02698888888888947,0.015544444444444395,0.09770625093695808,800,50,0.9475
93,0.5265,0.02256111111111167,0.013899999999999954,0.09002939994886187,1000,50,0.9525
94,0.55,0.02028333333333381,0.013088888888888846,0.08390201902996874,1200,50,0.9525
95,0.585,0.018177777777778185,0.012016666666666629,0.08402507712814707,1400,50,0.958
96,0.6095,0.015938888888889176,0.010933333333333298,0.07527837004892211,1600,50,0.9605
97,0.636,0.014638888888889137,0.010277777777777745,0.06921149403544906,1800,50,0.962
98,0.6295,0.013833333333333534,0.010099999999999968,0.05994404291075323,2000,50,0.9715
99,0.3545,0.048594444444445065,0.022788888888889275,0.13649490426221736,400,55,0.925
100,0.4405,0.03519444444444507,0.017938888888888994,0.1072731769809643,600,55,0.949
101,0.501,0.028516666666667332,0.015755555555555505,0.09537782730188872,800,55,0.95
102,0.53,0.023677777777778356,0.014188888888888845,0.09604412095693313,1000,55,0.952
103,0.5785,0.020788888888889363,0.012211111111111072,0.08885078549098943,1200,55,0.9635
104,0.591,0.01882777777777819,0.011533333333333297,0.07733788931388325,1400,55,0.958
105,0.6115,0.01672222222222255,0.010772222222222188,0.07745888587832021,1600,55,0.9585
106,0.6325,0.015300000000000279,0.010066666666666635,0.06485376176347332,1800,55,0.9725
107,0.66,0.014277777777778018,0.00961111111111108,0.0666126972273737,2000,55,0.9675
108,0.3815,0.05183333333333401,0.022311111111111465,0.13447147096718662,400,60,0.9355
109,0.438,0.038122222222222925,0.01861111111111124,0.11034954777913321,600,60,0.9425
110,0.474,0.030394444444445085,0.01599444444444439,0.10353752372630418,800,60,0.9475
111,0.5375,0.024916666666667246,0.013599999999999956,0.09173063209223807,1000,60,0.956
112,0.56,0.022277777777778323,0.013016666666666626,0.08649312790662647,1200,60,0.9475
113,0.614,0.018611111111111543,0.010711111111111076,0.07350823521816312,1400,60,0.968
114,0.6135,0.017255555555555958,0.010766666666666633,0.07181244561082155,1600,60,0.966
115,0.63,0.015966666666666983,0.010238888888888856,0.06794479875445787,1800,60,0.9615
116,0.6275,0.015527777777778085,0.010211111111111079,0.05789221751812133,2000,60,0.9715
117,0.3675,0.05490000000000063,0.022155555555555925,,400,65,0.9325
118,0.4485,0.03873888888888952,0.0177611111111112,,600,65,0.9465
119,0.488,0.03126666666666734,0.015888888888888838,0.10099889799486829,800,65,0.9465
120,0.5465,0.025927777777778382,0.013716666666666622,0.09173061319497725,1000,65,0.9485
121,0.557,0.023222222222222786,0.012888888888888847,0.07205329851921197,1200,65,0.9645
122,0.5935,0.02015000000000045,0.011494444444444406,0.07221563891746059,1400,65,0.967
123,0.5975,0.018650000000000458,0.011144444444444408,0.06894418719318733,1600,65,0.9635
124,0.6295,0.01646111111111146,0.010205555555555525,0.06943592946327826,1800,65,0.963
125,0.656,0.015494444444444746,0.009649999999999968,0.061438245589616164,2000,65,0.964
126,0.3725,0.056855555555556124,0.021900000000000332,0.1384793017010619,400,70,0.9235
127,0.4235,0.04148888888888955,0.018677777777777925,0.11533274970261985,600,70,0.9415
128,0.502,0.032316666666667306,0.015038888888888841,0.09629082315084564,800,70,0.952
129,0.5025,0.028194444444445105,0.015033333333333286,0.09461908729429391,1000,70,0.955
130,0.564,0.024044444444444965,0.013038888888888846,0.07908401364333367,1200,70,0.956
131,0.594,0.02153333333333387,0.011766666666666628,0.08185824126183532,1400,70,0.9625
132,0.61,0.018700000000000418,0.010855555555555521,0.06717491455412845,1600,70,0.9585
133,0.6035,0.01781111111111154,0.011149999999999965,0.07059615524933963,1800,70,0.9625
134,0.645,0.015894444444444756,0.009899999999999968,0.05990940094789222,2000,70,0.9685
135,0.3645,0.06001111111111171,0.02305000000000037,0.1397594177729508,400,75,0.925
136,0.4455,0.04245555555555619,0.01753888888888896,0.1180573230925001,600,75,0.9425
137,0.478,0.03435000000000064,0.016138888888888845,,800,75,0.95
138,0.531,0.028783333333333893,0.014233333333333289,0.09678709409964711,1000,75,0.946
139,0.557,0.025261111111111716,0.013044444444444402,0.09039524150872098,1200,75,0.9505
140,0.5925,0.021750000000000515,0.011866666666666628,0.07563912937163866,1400,75,0.962
141,0.619,0.019727777777778253,0.010816666666666632,0.07034642309789205,1600,75,0.9585
142,0.6425,0.017866666666667082,0.009844444444444413,0.06656291596703895,1800,75,0.972
143,0.64,0.016750000000000334,0.009766666666666635,0.06224682310380777,2000,75,0.9635
144,0.34,0.06193888888888974,0.023444444444444868,0.1457965028312485,400,80,0.936
145,0.438,0.04512777777777835,0.01825555555555565,0.11404716322247013,600,80,0.945
146,0.497,0.03627777777777842,0.01573888888888884,0.10118843387453112,800,80,0.944
147,0.523,0.029783333333333956,0.014138888888888845,0.08573882263211448,1000,80,0.957
148,0.5465,0.02625000000000067,0.013188888888888847,0.07960551183967485,1200,80,0.9555
149,0.5785,0.02370000000000056,0.012277777777777738,0.07331241540032175,1400,80,0.9655
150,0.5965,0.02065000000000055,0.011333333333333296,0.07437869485644763,1600,80,0.9565
151,0.6165,0.018727777777778228,0.010766666666666633,0.0622290022628973,1800,80,0.9705
152,0.628,0.017694444444444825,0.010155555555555524,0.06025986375010294,2000,80,0.9695
153,0.3615,0.06461111111111181,0.02250555555555592,0.1424727201751841,400,85,0.9285
154,0.4235,0.047166666666667356,0.01898888888888906,0.10700645069786477,600,85,0.9385
155,0.48,0.037577777777778286,0.016383333333333312,0.09587293516154052,800,85,0.943
156,0.5015,0.0315111111111117,0.014505555555555508,0.08913273070627836,1000,85,0.954
157,0.5775,0.026211111111111723,0.01238888888888885,0.08787749078548235,1200,85,0.9545
158,0.5775,0.023555555555556124,0.01197777777777774,0.0789696793050898,1400,85,0.966
159,0.6135,0.021272222222222744,0.010688888888888855,0.062085689982997204,1600,85,0.9695
160,0.6205,0.01948888888888936,0.010361111111111078,0.059249365446106116,1800,85,0.963
161,0.6105,0.01862777777777823,0.010766666666666633,0.06083224394522894,2000,85,0.9725
162,0.357,0.06845555555555594,0.023294444444444857,0.1375513746627407,400,90,0.935
163,0.4455,0.04813888888888958,0.017661111111111214,0.11230612122896531,600,90,0.9455
164,0.4835,0.03895555555555607,0.016611111111111108,0.10851339257425979,800,90,0.934
165,0.551,0.03213888888888957,0.013405555555555513,0.08649060662352673,1000,90,0.9575
166,0.555,0.028705555555556178,0.01332222222222218,0.08085399954474043,1200,90,0.964
167,0.593,0.02456111111111175,0.011699999999999964,0.08312277429131255,1400,90,0.9535
168,0.613,0.02167222222222275,0.011122222222222188,0.0663897696814585,1600,90,0.9625
169,0.6065,0.02077222222222275,0.010883333333333299,0.06624184599431439,1800,90,0.9635
170,0.642,0.018127777777778215,0.009888888888888857,0.07087053155707732,2000,90,0.9715
171,0.3625,0.07078333333333381,0.02325555555555595,0.14236662492276952,400,95,0.9255
172,0.4555,0.05050555555555623,0.017750000000000096,0.12076911702313897,600,95,0.93
173,0.5135,0.03838333333333387,0.015011111111111064,0.09420695945561967,800,95,0.9565
174,0.536,0.03326111111111173,0.014161111111111067,0.09293846387033292,1000,95,0.958
175,0.566,0.028533333333333934,0.012811111111111068,0.08606068082245752,1200,95,0.96
176,0.5965,0.024677777777778343,0.011222222222222187,0.07341481807460257,1400,95,0.9665
177,0.6145,0.022605555555556114,0.010827777777777743,0.07069733598822074,1600,95,0.9625
178,0.606,0.021411111111111648,0.010899999999999965,0.08548125289597158,1800,95,0.958
179,0.642,0.0187277777777782,0.009644444444444414,0.05981731154587312,2000,95,0.9685
180,0.3535,0.07356111111111174,0.023238888888889298,,400,100,0.9185
181,0.4335,0.05247777777777843,0.018038888888889028,0.12335792092770473,600,100,0.9375
182,0.4835,0.040766666666667235,0.015594444444444395,,800,100,0.9425
183,0.5275,0.03466111111111165,0.014222222222222178,0.08925569318191681,1000,100,0.9545
184,0.571,0.029872222222222865,0.012677777777777736,0.07335317074590958,1200,100,0.9665
185,0.586,0.02586666666666727,0.01199999999999996,0.076374043232657,1400,100,0.9585
186,0.5925,0.023772222222222774,0.01162777777777774,,1600,100,0.9585
187,0.636,0.020722222222222725,0.009805555555555526,0.07126140111927898,1800,100,0.969
188,0.651,0.019716666666667167,0.009666666666666638,0.058217699720245826,2000,100,0.974
189,0.361,0.07576111111111171,0.022900000000000382,,400,105,0.9225
190,0.4265,0.05442222222222293,0.01823888888888904,0.11204254523737082,600,105,0.9425
191,0.505,0.042672222222222875,0.015555555555555505,0.09884202830266893,800,105,0.9485
192,0.534,0.035638888888889476,0.014383333333333286,0.08403371248210972,1000,105,0.9455
193,0.546,0.030900000000000687,0.013038888888888846,0.07438017671914254,1200,105,0.964
194,0.5985,0.026622222222222828,0.011411111111111077,0.08001049531319769,1400,105,0.958
195,0.605,0.02465555555555614,0.011233333333333297,0.07281294675979572,1600,105,0.964
196,0.643,0.022427777777778338,0.010044444444444413,0.06730010303483007,1800,105,0.9685
197,0.6575,0.019772222222222663,0.009399999999999971,0.0634145576957562,2000,105,0.97
198,0.36,0.07777777777777845,0.023400000000000427,0.13326441775334005,400,110,0.93
199,0.4275,0.056005555555556225,0.01856111111111128,0.11305860387945682,600,110,0.945
200,0.478,0.04415555555555611,0.015777777777777724,0.10866411624951235,800,110,0.946
201,0.5335,0.036050000000000595,0.013688888888888844,0.08583214421583038,1000,110,0.9575
202,0.551,0.03149444444444512,0.012977777777777737,0.07262126766024371,1200,110,0.959
203,0.577,0.027944444444445105,0.01218888888888885,0.07732084657877275,1400,110,0.9655
204,0.628,0.024800000000000606,0.010377777777777744,0.06495458331409684,1600,110,0.9685
205,0.6265,0.022711111111111723,0.010544444444444412,0.06773672806665865,1800,110,0.966
206,0.631,0.02078333333333384,0.010077777777777746,0.061157438977634336,2000,110,0.967
207,0.3605,0.08165555555555604,0.023500000000000455,0.14468310736244464,400,115,0.9265
208,0.419,0.05710555555555614,0.019022222222222402,0.11032596996702132,600,115,0.93
209,0.51,0.04490555555555615,0.01537777777777773,0.10466233296656346,800,115,0.9485
210,0.526,0.03813888888888958,0.014566666666666618,0.09404703323843282,1000,115,0.9505
211,0.5515,0.031977777777778424,0.013044444444444402,0.08711868760237183,1200,115,0.961
212,0.5795,0.028988888888889515,0.012055555555555516,0.08053778811403493,1400,115,0.96
213,0.615,0.02569444444444508,0.01105555555555552,0.0728091004389862,1600,115,0.9525
214,0.63,0.02335555555555609,0.010283333333333299,0.069061731881264,1800,115,0.9645
215,0.63,0.021872222222222758,0.010044444444444413,0.06681971900883218,2000,115,0.9645
216,0.362,0.08358888888888949,0.0229000000000004,,400,120,0.925
217,0.4185,0.05966111111111173,0.01974444444444466,0.12194387217549936,600,120,0.935
218,0.5075,0.047727777777778396,0.015572222222222171,0.09691866521597887,800,120,0.9495
219,0.536,0.03848333333333389,0.01406666666666662,0.09192566672945233,1000,120,0.95
220,0.5575,0.03433333333333396,0.013022222222222182,0.08024133718275722,1200,120,0.963
221,0.595,0.02941111111111171,0.011599999999999963,0.08306415931272125,1400,120,0.957
222,0.61,0.026272222222222866,0.011161111111111077,0.07052639296763076,1600,120,0.9625
223,0.636,0.024555555555556195,0.010449999999999968,0.06396838730696358,1800,120,0.9675
224,0.6525,0.022638888888889448,0.009722222222222191,0.06509326752150726,2000,120,0.968
225,0.326,0.08602777777777834,0.02501666666666721,,400,125,0.913
226,0.4365,0.061127777777778544,0.018483333333333445,0.1243984647906562,600,125,0.9345
227,0.489,0.049211111111111816,0.01589999999999995,0.09343154431228187,800,125,0.9495
228,0.5085,0.041500000000000634,0.014888888888888842,0.09470085511009757,1000,125,0.9445
229,0.5565,0.03510000000000062,0.012777777777777735,0.08194574979027923,1200,125,0.9585
230,0.573,0.030050000000000614,0.011966666666666629,0.07549231698168775,1400,125,0.9655
231,0.6195,0.026505555555556122,0.01044444444444441,0.07111710316669677,1600,125,0.9615
232,0.621,0.024844444444445016,0.010588888888888854,0.06341793327287208,1800,125,0.9675
233,0.63,0.023105555555556143,0.010088888888888857,0.05498730645138823,2000,125,0.9705
234,0.341,0.08921666666666728,0.02451666666666715,,400,130,0.917
235,0.4365,0.06342777777777846,0.018911111111111236,,600,130,0.939
236,0.4815,0.05031666666666725,0.015972222222222172,0.10255858664649103,800,130,0.948
237,0.5185,0.041388888888889565,0.014005555555555512,0.09109794075980679,1000,130,0.956
238,0.5595,0.036155555555556176,0.012838888888888848,,1200,130,0.951
239,0.589,0.03150000000000066,0.011744444444444406,0.07876087421016106,1400,130,0.9585
240,0.5965,0.028844444444445134,0.011483333333333297,0.07293253354396521,1600,130,0.962
241,0.6305,0.025605555555556193,0.01041111111111108,0.06633423745541318,1800,130,0.9635
242,0.642,0.022811111111111743,0.009844444444444413,0.06434803189617762,2000,130,0.9645
243,0.3445,0.09135555555555605,0.02474444444444494,,400,135,0.9095
244,0.4365,0.06512777777777835,0.018272222222222332,0.11420051177761509,600,135,0.9375
245,0.489,0.05018888888888953,0.01531111111111106,0.09091239041140807,800,135,0.957
246,0.5125,0.04259444444444505,0.014299999999999953,0.0997042527526777,1000,135,0.9475
247,0.5615,0.03581666666666725,0.012599999999999958,0.08046151577785336,1200,135,0.9595
248,0.6115,0.03182222222222289,0.01090555555555552,0.07304571528261986,1400,135,0.967
249,0.607,0.028705555555556213,0.011138888888888854,0.07418135801833974,1600,135,0.961
250,0.6245,0.025994444444445063,0.010311111111111078,0.06571362479602062,1800,135,0.9645
251,0.629,0.023944444444445028,0.0100333333333333,0.06488852399803208,2000,135,0.9645
252,0.329,0.09347222222222269,0.026077777777778283,,400,140,0.909
253,0.4265,0.06592777777777833,0.018688888888889022,0.115551463164619,600,140,0.944
254,0.4975,0.05210555555555627,0.015877777777777727,0.09801469640367813,800,140,0.9545
255,0.5225,0.04473888888888948,0.0143444444444444,0.09004248735539275,1000,140,0.9565
256,0.5615,0.038100000000000536,0.013177777777777736,0.07534738268632288,1200,140,0.9575
257,0.5795,0.03257777777777837,0.011905555555555518,0.07174039320988043,1400,140,0.956
258,0.6175,0.029416666666667292,0.010888888888888856,0.07216355364044429,1600,140,0.9645
259,0.61,0.02695000000000065,0.01084444444444441,0.06960126200999386,1800,140,0.9675
260,0.6455,0.02471111111111169,0.009727777777777748,,2000,140,0.964
261,0.3225,0.09640555555555624,0.026805555555556134,,400,145,0.9
262,0.415,0.06802777777777834,0.019183333333333514,0.11929993891257162,600,145,0.941
263,0.4705,0.05442222222222288,0.016499999999999987,0.09373085585934747,800,145,0.9475
264,0.5155,0.04480555555555624,0.014722222222222177,0.09691779797905965,1000,145,0.945
265,0.566,0.0382111111111117,0.012811111111111072,0.07520672839563516,1200,145,0.9565
266,0.5985,0.034150000000000645,0.011261111111111078,,1400,145,0.956
267,0.6035,0.030300000000000632,0.011344444444444407,0.07731409436175499,1600,145,0.9585
268,0.6165,0.027977777777778386,0.010622222222222187,0.06650680752455432,1800,145,0.961
269,0.6345,0.02621111111111174,0.010044444444444413,0.06847419354293241,2000,145,0.9615
270,0.325,0.09879444444444509,0.02732222222222281,,400,150,0.901
271,0.4455,0.06983888888888941,0.017972222222222344,0.11041131707121359,600,150,0.943
272,0.4925,0.05543333333333403,0.015455555555555505,0.10355921239220241,800,150,0.9565
273,0.5385,0.04580555555555625,0.013588888888888845,0.09130165906235371,1000,150,0.952
274,0.562,0.03864444444444508,0.012688888888888849,0.07607084819265271,1200,150,0.958
275,0.573,0.03509444444444505,0.01233888888888885,0.06926443550494348,1400,150,0.9625
276,0.5875,0.031172222222222833,0.011344444444444407,0.07720341830902666,1600,150,0.9625
277,0.62,0.027900000000000622,0.010788888888888855,0.06319012738384548,1800,150,0.964
