nop,mum,success_rate,avg_pval,avg_incrt,avg_incrt_w_n
5.0,1920.0,0.978,0.044189469452460425,0.019225000000000023,0.009499999999999998
5.0,1540.0,0.9715,0.05248343316365538,0.024974999999999952,0.012500000000000037
5.0,1080.0,0.9695,0.06111913656079155,0.03137499999999973,0.013275000000000039
5.0,1260.0,0.983,0.04623276024951072,0.02762499999999985,0.011950000000000034
5.0,1360.0,0.973,0.04745374180881517,0.026299999999999876,0.012000000000000031
10.0,720.0,0.954,0.09761541168637408,0.044961111111111805,0.016261111111111087
5.0,1640.0,0.98,0.050605211865461075,0.023774999999999904,0.010600000000000009
5.0,1180.0,0.97,0.05374370405303888,0.03179999999999974,0.013900000000000062
10.0,560.0,0.94,0.10987954134993046,0.05537777777777844,0.019155555555555724
5.0,1740.0,0.972,0.04091209812613808,0.023374999999999917,0.012500000000000037
10.0,920.0,0.9475,0.09841285858464478,0.037344444444445096,0.014827777777777731
5.0,1860.0,0.98,0.04399841534218718,0.021374999999999957,0.010250000000000007
5.0,1460.0,0.978,0.04922748963350895,0.025099999999999855,0.01100000000000002
10.0,1000.0,0.955,0.0940310456362309,0.03543333333333392,0.014155555555555508
10.0,840.0,0.9545,0.097160589598571,0.04033888888888955,0.015533333333333284
5.0,1280.0,0.97,0.05438207832485583,0.02764999999999984,0.011950000000000034
5.0,1560.0,0.971,0.04712734304728309,0.023699999999999957,0.011600000000000027
5.0,1380.0,0.9735,0.05177775388346356,0.024924999999999854,0.01180000000000003
10.0,640.0,0.9405,0.11726819564037776,0.048900000000000644,0.016822222222222235
5.0,1940.0,0.9815,0.04118086447411667,0.019775000000000036,0.01025000000000001
10.0,580.0,0.9335,0.12582769486977666,0.05520000000000071,0.01994444444444471
5.0,1660.0,0.971,0.04082228740322124,0.023474999999999933,0.013000000000000043
5.0,1880.0,0.9805,0.04260404697690211,0.021024999999999967,0.008899999999999993
10.0,740.0,0.9465,0.11442017036032849,0.04351111111111177,0.016149999999999963
5.0,1480.0,0.976,0.04697278092082639,0.02364999999999993,0.01110000000000002
10.0,940.0,0.957,0.08665930626497612,0.03585000000000059,0.01415555555555551
5.0,1760.0,0.977,0.04596809046311315,0.022824999999999956,0.010100000000000005
10.0,1100.0,0.9575,0.08261618417421289,0.03238333333333397,0.014022222222222177
10.0,860.0,0.95,0.09895868495382733,0.039088888888889624,0.015411111111111061
5.0,1580.0,0.9795,0.04740470090609285,0.02399999999999991,0.010200000000000002
10.0,1200.0,0.965,0.08425860392065328,0.03006666666666729,0.012733333333333293
10.0,660.0,0.953,0.10473276327683513,0.04920555555555636,0.017533333333333415
5.0,1960.0,0.9775,0.038373475681590205,0.02027499999999998,0.011200000000000022
10.0,1020.0,0.9525,0.09037996754243655,0.03357777777777835,0.014227777777777732
5.0,1680.0,0.98,0.048339845696497075,0.02407499999999991,0.010850000000000018
10.0,960.0,0.9545,0.08205308066011975,0.03645000000000059,0.014744444444444395
10.0,1500.0,0.9615,0.07573058017302745,0.02476666666666728,0.011544444444444408
10.0,760.0,0.9525,0.09741443641904185,0.042683333333333906,0.01533888888888884
5.0,1780.0,0.9795,0.04276810222649249,0.02289999999999992,0.010950000000000019
10.0,1300.0,0.968,0.07443611972251706,0.028250000000000622,0.012822222222222181
10.0,880.0,0.9435,0.09847235213636957,0.038677777777778345,0.015477777777777727
10.0,1600.0,0.958,0.0727598229762134,0.024088888888889458,0.010977777777777744
10.0,1400.0,0.9555,0.0745148777450833,0.02726111111111173,0.012855555555555516
10.0,1120.0,0.9545,0.07977203095548586,0.031738888888889545,0.013399999999999955
10.0,680.0,0.9395,0.11521108422551989,0.04743888888888954,0.017516666666666736
5.0,1980.0,0.98,0.046130040917034126,0.02065,0.010450000000000013
10.0,980.0,0.9545,0.08746953930489514,0.035661111111111705,0.014622222222222175
10.0,1700.0,0.9655,0.06277948975900668,0.02335555555555617,0.011011111111111076
10.0,1040.0,0.9565,0.08170406351298709,0.03343888888888961,0.013666666666666626
10.0,1220.0,0.9585,0.073889983609075,0.029833333333333965,0.012627777777777736
10.0,780.0,0.9445,0.10490508816777719,0.042127777777778416,0.015533333333333283
10.0,1520.0,0.9665,0.06927822276329167,0.024511111111111747,0.011755555555555517
10.0,1800.0,0.9665,0.06825696120332195,0.021027777777778305,0.010494444444444412
10.0,1620.0,0.9655,0.06547183309551576,0.023861111111111697,0.011255555555555519
10.0,1320.0,0.9645,0.0773303091449845,0.027838888888889454,0.011994444444444407
10.0,1900.0,0.9645,0.06904989315641166,0.020416666666667187,0.009899999999999968
20.0,600.0,0.905,0.1748094609924344,0.05284342105263179,0.018246052631579024
10.0,1420.0,0.955,0.07478428550418514,0.026400000000000708,0.012322222222222182
10.0,1140.0,0.946,0.08042558705215559,0.03108333333333398,0.013377777777777735
10.0,1060.0,0.955,0.09168650056067555,0.033694444444445026,0.014616666666666622
20.0,500.0,0.8995,0.18168424701924518,0.06051842105263166,0.020325000000000024
10.0,1540.0,0.9655,0.06835914683630226,0.024600000000000573,0.011333333333333296
10.0,1240.0,0.963,0.07661030235363123,0.029233333333333982,0.012333333333333293
10.0,1640.0,0.961,0.07086105821555587,0.02267222222222277,0.010555555555555521
10.0,1720.0,0.9655,0.06574712654651502,0.022116666666667183,0.010633333333333298
20.0,900.0,0.9295,0.13154139673307605,0.03726710526315795,0.014863157894736915
10.0,1340.0,0.9615,0.07819212647362492,0.027116666666667257,0.011894444444444405
20.0,700.0,0.923,0.1413026049671888,0.045642105263158046,0.016376315789473714
10.0,1160.0,0.953,0.08848556770529221,0.030911111111111726,0.01289999999999996
10.0,1820.0,0.968,0.059901893149481016,0.021255555555556083,0.0103333333333333
20.0,800.0,0.9265,0.14563334752021453,0.04157631578947363,0.015552631578947412
10.0,1440.0,0.9645,0.07210555136787797,0.02491666666666731,0.011572222222222185
10.0,1080.0,0.958,0.08691555035757892,0.031838888888889555,0.013038888888888846
20.0,620.0,0.9125,0.16425907612931684,0.051065789473684176,0.01825263157894743
10.0,1560.0,0.962,0.07784546348461541,0.024572222222222797,0.011249999999999963
10.0,1920.0,0.961,0.07103127534099239,0.020066666666667198,0.010133333333333302
10.0,1260.0,0.9645,0.0723225970555646,0.02883888888888952,0.012483333333333294
10.0,1660.0,0.9625,0.06625655726265023,0.0223277777777783,0.0107333333333333
20.0,1000.0,0.931,0.1374998384095898,0.034734210526315805,0.013963157894736886
10.0,1180.0,0.962,0.0790699265375495,0.030033333333333998,0.012777777777777735
20.0,520.0,0.9095,0.16808615730110466,0.05973552631578966,0.020157894736842128
10.0,1360.0,0.9505,0.07767263794325985,0.027138888888889504,0.012533333333333294
10.0,1740.0,0.9675,0.06776953367272068,0.02265555555555616,0.011122222222222186
10.0,1580.0,0.9635,0.07793918927355287,0.023677777777778367,0.010927777777777743
20.0,920.0,0.923,0.1350991054742598,0.036905263157894865,0.014673684210526361
10.0,1460.0,0.9575,0.07636682476948473,0.02525000000000062,0.011777777777777741
10.0,1840.0,0.971,0.06532545035978997,0.0214888888888894,0.01054444444444441
10.0,1280.0,0.958,0.0804426584366929,0.029566666666667313,0.012999999999999958
20.0,820.0,0.929,0.14001802406202568,0.03976315789473694,0.015180263157894783
20.0,640.0,0.91,0.15699366399620138,0.0495342105263159,0.018072368421052674
20.0,720.0,0.9255,0.14964084617523774,0.04572763157894742,0.017269736842105345
20.0,1100.0,0.9475,0.11878068465542473,0.031682894736842215,0.01310921052631584
10.0,1940.0,0.9705,0.06595462495870814,0.020477777777778275,0.010066666666666637
10.0,1680.0,0.966,0.0630883812759215,0.023077777777778374,0.011077777777777744
10.0,1380.0,0.961,0.07170088716518384,0.02660000000000062,0.012233333333333296
10.0,1760.0,0.9665,0.07158010049230018,0.022005555555556125,0.011055555555555522
10.0,1480.0,0.9645,0.072946528064793,0.025188888888889472,0.01151666666666663
20.0,540.0,0.907,0.176282350006758,0.056128947368421216,0.018896052631579018
20.0,940.0,0.9255,0.1295085511835534,0.03629210526315798,0.014538157894736909
10.0,1860.0,0.9715,0.06192873394597752,0.021261111111111602,0.010522222222222188
20.0,1300.0,0.943,0.11239278208512893,0.027802631578947495,0.012628947368421083
20.0,1020.0,0.933,0.12232959325557415,0.03461578947368421,0.014142105263157949
20.0,660.0,0.9085,0.16111949166799808,0.04863947368421056,0.017486842105263217
10.0,1960.0,0.971,0.06159092121470469,0.020111111111111583,0.009988888888888856
20.0,1200.0,0.942,0.11040769228391416,0.029876315789473765,0.012940789473684244
20.0,1120.0,0.93,0.1268530438957491,0.03170394736842112,0.013509210526315799
20.0,840.0,0.925,0.14069153806606627,0.03958421052631584,0.015423684210526343
20.0,740.0,0.921,0.1359623669125099,0.04369736842105266,0.01666578947368423
10.0,1780.0,0.9625,0.07033333870749613,0.021433333333333887,0.010299999999999967
20.0,1400.0,0.942,0.10319279307999529,0.026590789473684318,0.011793421052631588
20.0,960.0,0.927,0.13240482403861545,0.03559210526315793,0.014143421052631644
10.0,1880.0,0.966,0.06804788554512073,0.020550000000000502,0.010188888888888857
20.0,560.0,0.8965,0.17366192891255566,0.0557447368421054,0.019280263157894786
20.0,680.0,0.9165,0.15661178658505534,0.04762105263157918,0.017165789473684266
20.0,1320.0,0.9365,0.1171761248461482,0.028122368421052785,0.012640789473684222
10.0,1980.0,0.969,0.06750275588213493,0.020038888888889397,0.010655555555555522
20.0,1500.0,0.9485,0.10123395074436396,0.025222368421052768,0.011856578947368416
20.0,1040.0,0.932,0.12208330880723191,0.03351315789473693,0.013909210526315854
20.0,1600.0,0.954,0.10032765917779472,0.023902631578947453,0.011380263157894732
20.0,1140.0,0.9315,0.12223995311214417,0.03113157894736853,0.013267105263157938
20.0,760.0,0.9195,0.15204520602206678,0.0435657894736843,0.016051315789473705
20.0,1220.0,0.942,0.12236000705057698,0.029440789473684337,0.012598684210526335
20.0,1700.0,0.946,0.11215980589171372,0.022186842105263293,0.01072236842105259
20.0,860.0,0.929,0.13611844091576936,0.038482894736842126,0.01558947368421055
20.0,980.0,0.9325,0.12980187884218503,0.03501578947368428,0.013981578947368463
20.0,580.0,0.9075,0.17137921033487305,0.053256578947368675,0.01883815789473688
20.0,1340.0,0.941,0.11267161505085305,0.02693421052631587,0.012142105263157912
20.0,1800.0,0.953,0.09723713838493563,0.0210802631578948,0.010423684210526293
20.0,1060.0,0.9395,0.11845886241220667,0.03321447368421056,0.013556578947368472
20.0,1160.0,0.946,0.11334575067640766,0.030427631578947414,0.01321842105263159
20.0,1420.0,0.955,0.10513897082289449,0.026011842105263167,0.011639473684210522
20.0,1520.0,0.9445,0.10761535484515117,0.024759210526315915,0.011851315789473705
20.0,880.0,0.9325,0.13758726851033234,0.03880263157894743,0.01506710526315793
20.0,1240.0,0.9445,0.11550647375458696,0.028947368421052663,0.012534210526315813
20.0,780.0,0.925,0.15096939860293787,0.041669736842105266,0.015694736842105303
20.0,1620.0,0.9445,0.10192147053358708,0.023431578947368498,0.011178947368421054
20.0,1900.0,0.9565,0.09170837989719102,0.02037500000000007,0.010221052631578883
20.0,1080.0,0.9435,0.12381416315280787,0.03252368421052644,0.013468421052631602
20.0,1720.0,0.947,0.10750134749079643,0.022261842105263264,0.010790789473684176
20.0,1360.0,0.939,0.12135520842941888,0.026909210526315848,0.012163157894736846
20.0,1180.0,0.94,0.11696012562635677,0.029561842105263275,0.012713157894736864
20.0,1820.0,0.9425,0.1020649845171277,0.021425000000000086,0.010327631578947326
20.0,1260.0,0.9495,0.10980354413161911,0.029107894736842214,0.01264210526315791
20.0,1440.0,0.9385,0.10541712245341373,0.02565263157894749,0.011902631578947373
20.0,1540.0,0.939,0.11321097999361172,0.02438684210526325,0.01134342105263157
20.0,1640.0,0.954,0.09934448047216453,0.02327236842105266,0.01092105263157895
20.0,1920.0,0.947,0.1016532160672591,0.02033026315789479,0.010090789473684152
20.0,1380.0,0.946,0.0992114768753546,0.026577631578947495,0.011888157894736873
20.0,1740.0,0.957,0.09463452934283638,0.022184210526315893,0.010560526315789439
20.0,1280.0,0.941,0.11662999564303869,0.028106578947368475,0.012328947368421076
20.0,1460.0,0.9435,0.11006624269049431,0.02544736842105276,0.011485526315789472
20.0,1840.0,0.9575,0.08487942934896782,0.021247368421052678,0.010448684210526265
20.0,1560.0,0.941,0.103301541870038,0.024105263157894786,0.011021052631578933
20.0,1660.0,0.9455,0.10349258540596926,0.02308157894736849,0.01081052631578944
20.0,1940.0,0.9475,0.09263269626282986,0.020334210526315778,0.010086842105263075
20.0,1480.0,0.948,0.10048099293438167,0.02529605263157899,0.011788157894736844
20.0,1760.0,0.9495,0.09939215703239448,0.021603947368421122,0.010560526315789435
20.0,1860.0,0.9575,0.09458053106875375,0.02077631578947379,0.01013289473684206
20.0,1580.0,0.9415,0.10935870177560629,0.023997368421052743,0.01131447368421052
20.0,1680.0,0.954,0.09289994504267568,0.02259078947368431,0.010907894736842083
20.0,1960.0,0.953,0.08917335871308672,0.01984210526315793,0.010019736842105192
20.0,1780.0,0.9435,0.08974520728876438,0.02198289473684217,0.010664473684210501
20.0,1880.0,0.9535,0.09049601933961104,0.02063026315789481,0.010286842105263127
20.0,1980.0,0.951,0.0911098387019279,0.020296052631579017,0.010160526315789415
