,avg_incrt,avg_incrt_w_n,avg_pval,mum,nop,success_rate
110,0.028949999999999795,0.012600000000000031,0.057570022709595624,1200,5,0.9755
111,0.028499999999999793,0.013525000000000056,0.05052694877919676,1220,5,0.9705
112,0.02957499999999981,0.013200000000000047,0.049909362310109444,1240,5,0.9715
113,0.029499999999999797,0.013500000000000045,0.05411586824951145,1260,5,0.9745
114,0.028174999999999825,0.012050000000000033,0.0492403209616681,1280,5,0.9765
115,0.029174999999999774,0.01245000000000004,0.05917918146420866,1300,5,0.9685
116,0.02664999999999987,0.011650000000000023,0.04703488705447989,1320,5,0.979
117,0.028224999999999823,0.01275000000000004,0.052959486412785486,1340,5,0.9775
118,0.025374999999999884,0.011500000000000024,0.04880130263419912,1360,5,0.975
119,0.026549999999999876,0.011450000000000024,0.04945409793818775,1380,5,0.972
120,0.025774999999999864,0.012100000000000027,0.0544857009306403,1400,5,0.97
121,0.02572499999999987,0.011850000000000025,0.05450143920969184,1420,5,0.9685
122,0.026349999999999884,0.01125000000000002,0.04612779402992694,1440,5,0.9765
123,0.025124999999999856,0.01215000000000003,0.046710280201606856,1460,5,0.977
124,0.026124999999999836,0.012050000000000038,0.04603670789900545,1480,5,0.9775
125,0.024599999999999938,0.010600000000000012,0.049235844910984726,1500,5,0.9755
126,0.026274999999999892,0.012750000000000034,0.04906168083910223,1520,5,0.9675
127,0.02592499999999992,0.012300000000000033,0.05346422504152512,1540,5,0.9735
128,0.024399999999999887,0.011550000000000026,0.044072321929807715,1560,5,0.9785
129,0.023274999999999962,0.011250000000000026,0.049416031231813366,1580,5,0.9695
130,0.02387499999999989,0.010725000000000018,0.04539176734612268,1600,5,0.978
131,0.022999999999999944,0.010300000000000014,0.04339555755057709,1620,5,0.981
132,0.02249999999999995,0.011700000000000023,0.0443045510524779,1640,5,0.978
133,0.023949999999999926,0.011000000000000017,0.04639788807971042,1660,5,0.981
134,0.02269999999999993,0.010700000000000012,0.05044735086563882,1680,5,0.974
135,0.021974999999999963,0.010550000000000016,0.05149022511660047,1700,5,0.9735
136,0.021174999999999982,0.010100000000000007,0.046784981178923365,1720,5,0.9745
137,0.02274999999999994,0.010300000000000005,0.050691490183585854,1740,5,0.978
138,0.02299999999999997,0.012800000000000044,0.048529706682123475,1760,5,0.972
139,0.022999999999999948,0.011100000000000018,0.05199279192129432,1780,5,0.976
140,0.02259999999999991,0.011450000000000023,0.04390121533039613,1800,5,0.9765
141,0.020874999999999998,0.010850000000000014,0.04522728465663,1820,5,0.977
142,0.02072499999999999,0.009700000000000002,0.04358405549923083,1840,5,0.9805
143,0.021749999999999974,0.010250000000000009,0.04095971356383938,1860,5,0.986
144,0.019425000000000026,0.009149999999999993,0.041207212104828535,1880,5,0.9775
145,0.021874999999999988,0.011250000000000026,0.042337260943197265,1900,5,0.977
146,0.02000000000000003,0.01055000000000001,0.04198535501856801,1920,5,0.977
147,0.019875000000000004,0.010400000000000013,0.04766650565688131,1940,5,0.9755
148,0.018850000000000044,0.009099999999999994,0.046102073474084244,1960,5,0.985
149,0.019950000000000016,0.009399999999999999,0.044819806835495184,1980,5,0.9785
150,0.06089444444444521,0.02005555555555581,0.12120789133159897,500,10,0.94
151,0.05758333333333401,0.019094444444444626,0.10760966034746508,520,10,0.943
152,0.05741666666666745,0.019494444444444634,0.12902996452361873,540,10,0.9425
153,0.0548222222222229,0.018533333333333468,0.116090672029246,560,10,0.9445
154,0.05505000000000073,0.01912777777777798,0.12270920588348963,580,10,0.936
155,0.05327222222222286,0.018483333333333463,0.10789617815710635,600,10,0.9405
156,0.05141111111111168,0.01823888888888901,0.11893032119380775,620,10,0.9375
157,0.04917777777777846,0.017466666666666745,0.11158848686581793,640,10,0.9405
158,0.04840000000000061,0.017805555555555658,0.11620225505495203,660,10,0.939
159,0.04755000000000063,0.01653333333333333,0.10621549320033132,680,10,0.943
160,0.04577777777777846,0.01618333333333331,0.107149297552416,700,10,0.944
161,0.04485000000000063,0.017005555555555593,0.10610252195615395,720,10,0.9395
162,0.04478888888888947,0.01697222222222225,0.1067764291102449,740,10,0.942
163,0.04300000000000055,0.015872222222222173,0.09912674887749576,760,10,0.9465
164,0.04154444444444509,0.01529999999999995,0.09856777399651949,780,10,0.949
165,0.04186666666666735,0.015949999999999947,0.09973842097984278,800,10,0.9485
166,0.040638888888889564,0.015916666666666614,0.09514058266317522,820,10,0.9505
167,0.039911111111111675,0.01491666666666662,0.10301775026231952,840,10,0.945
168,0.03941666666666736,0.015833333333333283,0.09141445645755408,860,10,0.9485
169,0.037950000000000636,0.015322222222222173,0.10338144323614767,880,10,0.9495
170,0.037166666666667306,0.014488888888888841,0.09445122899556739,900,10,0.953
171,0.03743888888888953,0.014644444444444397,0.09761100654778775,920,10,0.954
172,0.036722222222222864,0.014577777777777731,0.0953095380178733,940,10,0.95
173,0.035677777777778336,0.014327777777777733,0.08825604559957333,960,10,0.9495
174,0.034966666666667284,0.013899999999999956,0.09010081964603316,980,10,0.957
175,0.03408333333333393,0.013322222222222178,0.08341091193095221,1000,10,0.9595
176,0.03332777777777848,0.014299999999999955,0.08779808692423466,1020,10,0.951
177,0.032994444444445076,0.013899999999999956,0.08843569143463224,1040,10,0.9495
178,0.03361111111111166,0.014122222222222177,0.09275049700425393,1060,10,0.953
179,0.032627777777778394,0.013766666666666623,0.09379522299316545,1080,10,0.9595
180,0.031033333333334023,0.01302222222222218,0.09033219076874369,1100,10,0.957
181,0.031866666666667376,0.01338333333333329,0.08425118331362859,1120,10,0.958
182,0.030161111111111697,0.01284999999999996,0.08061537039372839,1140,10,0.956
183,0.031050000000000626,0.013711111111111068,0.08398870937604647,1160,10,0.957
184,0.03078333333333397,0.013277777777777734,0.07633033691265097,1180,10,0.957
185,0.03053888888888956,0.012844444444444405,0.07816514746266996,1200,10,0.9665
186,0.029416666666667306,0.013088888888888846,0.08040128577072359,1220,10,0.9585
187,0.02970555555555623,0.01348333333333329,0.07858424266542936,1240,10,0.958
188,0.02844444444444507,0.01227777777777774,0.08585529150234701,1260,10,0.958
189,0.029000000000000574,0.012977777777777737,0.07429618311412475,1280,10,0.9595
190,0.028122222222222885,0.012277777777777738,0.07967652701154489,1300,10,0.954
191,0.026866666666667337,0.011716666666666629,0.07346836551507735,1320,10,0.962
192,0.027450000000000654,0.012561111111111073,0.07528381912118381,1340,10,0.963
193,0.026322222222222833,0.011666666666666629,0.07475075149417734,1360,10,0.961
194,0.026505555555556153,0.012355555555555515,0.080211937888143,1380,10,0.9575
195,0.02670000000000061,0.011761111111111076,0.07970046694031772,1400,10,0.9585
196,0.02531666666666728,0.01186666666666663,0.07951317038821992,1420,10,0.9615
197,0.02660555555555614,0.011744444444444406,0.07887717900564899,1440,10,0.964
198,0.02535000000000064,0.012211111111111072,0.07158747794096562,1460,10,0.9615
199,0.024650000000000605,0.011266666666666631,0.07779264501486204,1480,10,0.9635
200,0.025400000000000575,0.011983333333333297,0.07514325373929216,1500,10,0.9635
201,0.023927777777778363,0.011538888888888854,0.07777798368297696,1520,10,0.9605
202,0.024166666666667218,0.011666666666666629,0.08420724842257768,1540,10,0.9565
203,0.023950000000000592,0.010927777777777743,0.07604285431130856,1560,10,0.961
204,0.023505555555556126,0.010649999999999967,0.07092124678267196,1580,10,0.967
205,0.02351666666666721,0.010916666666666632,0.07331887251937971,1600,10,0.959
206,0.023427777777778356,0.011599999999999965,0.08137581797258878,1620,10,0.954
207,0.02326666666666719,0.011233333333333297,0.07010195700520225,1640,10,0.961
208,0.0237111111111117,0.011233333333333297,0.06546782875634434,1660,10,0.962
209,0.022950000000000543,0.010766666666666634,0.06384344596013308,1680,10,0.963
210,0.022677777777778345,0.011049999999999964,0.06276040335731653,1700,10,0.9665
211,0.021488888888889415,0.010588888888888854,0.06920506885564068,1720,10,0.9675
212,0.022155555555556053,0.01095555555555552,0.06870800754617772,1740,10,0.963
213,0.02206666666666722,0.010399999999999967,0.07621921305899415,1760,10,0.968
214,0.021911111111111683,0.010599999999999965,0.06861788046372505,1780,10,0.9645
215,0.02097222222222273,0.010777777777777744,0.06889913258206791,1800,10,0.97
216,0.0207666666666672,0.010077777777777746,0.06967748060076032,1820,10,0.9635
217,0.02027222222222269,0.010188888888888857,0.06214125359341762,1840,10,0.964
218,0.021133333333333858,0.009988888888888858,0.06857398886339772,1860,10,0.9665
219,0.020650000000000508,0.010477777777777744,0.07516930019661629,1880,10,0.9625
220,0.020633333333333836,0.010055555555555526,0.06784261965595717,1900,10,0.9635
221,0.019800000000000467,0.009966666666666634,0.06433101603902851,1920,10,0.9755
222,0.020394444444444944,0.010211111111111079,0.06195614181030073,1940,10,0.9715
223,0.019672222222222677,0.009988888888888856,0.056964793689554295,1960,10,0.9735
224,0.020311111111111647,0.010299999999999967,0.06901151952056549,1980,10,0.9675
225,0.06089473684210543,0.020080263157894716,0.17597919540316595,500,20,0.8935
226,0.05946710526315818,0.019638157894736857,0.18478842454845953,520,20,0.9045
227,0.05667105263157905,0.019353947368421116,0.1687642554556146,540,20,0.8995
228,0.055217105263158074,0.01888289473684215,0.17299416284502617,560,20,0.917
229,0.0533065789473685,0.018611842105263208,0.1686408353800059,580,20,0.91
230,0.052622368421052786,0.018343421052631655,0.1611643939528048,600,20,0.9225
231,0.050738157894736985,0.017897368421052693,0.1742670133113149,620,20,0.9085
232,0.04958157894736847,0.017785526315789515,0.15532425672155975,640,20,0.9235
233,0.048298684210526445,0.017627631578947416,0.15578535714564973,660,20,0.922
234,0.046880263157894786,0.016585526315789512,0.15219273074319598,680,20,0.9155
235,0.046593421052631645,0.01745131578947377,0.14569050422625376,700,20,0.926
236,0.04515394736842121,0.01668421052631587,0.14914416211651196,720,20,0.922
237,0.043888157894736955,0.016180263157894795,0.1400353819048891,740,20,0.922
238,0.04348947368421053,0.01622631578947372,0.1471713667412416,760,20,0.9105
239,0.04207894736842107,0.01614342105263165,0.13855631253973194,780,20,0.9235
240,0.041764473684210573,0.016336842105263226,0.14151441111666596,800,20,0.926
241,0.04031578947368428,0.01563947368421057,0.14093160645592825,820,20,0.9205
242,0.04025000000000001,0.01535789473684214,0.13951647156006397,840,20,0.924
243,0.038989473684210504,0.015314473684210572,0.13507070197536983,860,20,0.9305
244,0.03829342105263166,0.015264473684210566,0.128575485443927,880,20,0.9295
245,0.03773157894736847,0.014672368421052689,0.12825985930111286,900,20,0.931
246,0.03670526315789486,0.014607894736842158,0.13418728798942048,920,20,0.925
247,0.03614736842105271,0.014446052631578995,0.1316773090896022,940,20,0.936
248,0.03560921052631584,0.014456578947368457,0.12447455462545327,960,20,0.9355
249,0.0358486842105265,0.014346052631579,0.1310253169633946,980,20,0.9335
250,0.03448552631578945,0.013846052631578986,0.132670612365911,1000,20,0.9235
251,0.03384736842105265,0.013897368421052667,0.12666909691321246,1020,20,0.929
252,0.0336776315789475,0.01400657894736846,0.11916300582975445,1040,20,0.9365
253,0.03290131578947379,0.013831578947368459,0.13376846223484837,1060,20,0.933
254,0.03241315789473686,0.013463157894736885,0.1392805614623273,1080,20,0.9355
255,0.03185394736842115,0.013202631578947396,0.12115016742521667,1100,20,0.936
256,0.03122368421052641,0.01308289473684217,0.1268619393741704,1120,20,0.9305
257,0.031080263157894857,0.012935526315789507,0.11419564183185742,1140,20,0.9475
258,0.03101447368421059,0.013240789473684253,0.11584571663024379,1160,20,0.938
259,0.030126315789473727,0.012857894736842155,0.1169036778703388,1180,20,0.9405
260,0.02990000000000005,0.012819736842105274,0.1174267911890517,1200,20,0.935
261,0.02931052631578955,0.012552631578947385,0.11337745593397822,1220,20,0.9435
262,0.028944736842105318,0.012652631578947415,0.1180541495521008,1240,20,0.933
263,0.028767105263157972,0.012461842105263172,0.11110883922669718,1260,20,0.942
264,0.028290789473684293,0.012342105263157903,0.11298911637710982,1280,20,0.9435
265,0.02799736842105272,0.012219736842105288,0.11354922729335527,1300,20,0.9405
266,0.02750657894736856,0.012357894736842161,0.11555153185729199,1320,20,0.945
267,0.02728026315789483,0.012472368421052635,0.11696194544901814,1340,20,0.939
268,0.027059210526315852,0.012114473684210545,0.11743072975019923,1360,20,0.9365
269,0.026757894736842133,0.011990789473684224,0.11359855938800437,1380,20,0.933
270,0.02621315789473693,0.012130263157894759,0.1081287620054963,1400,20,0.9365
271,0.026197368421052757,0.011927631578947401,0.10260799593167591,1420,20,0.951
272,0.02574473684210537,0.011901315789473696,0.11799820071793314,1440,20,0.9485
273,0.02544868421052651,0.011432894736842102,0.10307013566626994,1460,20,0.9495
274,0.025094736842105392,0.011621052631578943,0.1034613158474915,1480,20,0.939
275,0.02528157894736848,0.011698684210526292,0.10258703234097552,1500,20,0.946
276,0.024572368421052752,0.011380263157894739,0.10262031191019705,1520,20,0.946
277,0.02378552631578954,0.010849999999999981,0.10216672089188113,1540,20,0.943
278,0.024752631578947477,0.011305263157894705,0.09510877236584879,1560,20,0.952
279,0.02401184210526327,0.011332894736842115,0.1064714980943741,1580,20,0.938
280,0.023514473684210613,0.010828947368421044,0.09599789281710856,1600,20,0.9485
281,0.023767105263157957,0.011082894736842099,0.10574003191806203,1620,20,0.9445
282,0.023023684210526387,0.011061842105263165,0.100343053788038,1640,20,0.948
283,0.022961842105263246,0.011139473684210508,0.10291473402824888,1660,20,0.952
284,0.022827631578947457,0.011007894736842078,0.09676464805085432,1680,20,0.952
285,0.022521052631579,0.010776315789473665,0.11246112741210845,1700,20,0.9435
286,0.022109210526315867,0.010618421052631529,0.10051648731683045,1720,20,0.95
287,0.022365789473684308,0.0108723684210526,0.10001110476311684,1740,20,0.9475
288,0.021842105263157982,0.010430263157894703,0.09675561804326585,1760,20,0.9475
289,0.021915789473684298,0.010684210526315765,0.10160951760356582,1780,20,0.947
290,0.021605263157894825,0.010624999999999971,0.09548095502060651,1800,20,0.937
291,0.021205263157894783,0.010413157894736813,0.0928240331178137,1820,20,0.9465
292,0.021357894736842083,0.010615789473684181,0.09848112253881189,1840,20,0.9595
293,0.020631578947368452,0.009978947368420985,0.09797400879557396,1860,20,0.948
294,0.020723684210526404,0.010197368421052589,0.08901757450343642,1880,20,0.9585
295,0.020628947368421073,0.010056578947368383,0.09182898846888014,1900,20,0.9475
296,0.020364473684210602,0.00999342105263152,0.09919542715333819,1920,20,0.944
297,0.020348684210526387,0.010288157894736822,0.09460246237735864,1940,20,0.951
298,0.020190789473684294,0.010181578947368358,0.08634810670093856,1960,20,0.956
299,0.019832894736842126,0.00975394736842097,0.09363206809404406,1980,20,0.9475
