$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
3.16,6.32,2.56,2.56,0.797
1.4,2.8,2.88,2.88,0.865
3.96,7.92,2.4,2.4,0.705
0.96,1.92,2.48,2.48,0.878
2.84,5.68,2.36,2.36,0.808
1.64,3.28,2.12,2.12,0.839
2.24,4.48,2.72,2.72,0.838
2.04,4.08,2.52,2.52,0.841
2.44,4.88,2.92,2.92,0.88
0.6,1.2,2.08,2.08,0.87
3.64,7.28,2.0,2.0,0.639
1.16,2.32,2.68,2.68,0.889
1.84,3.68,2.32,2.32,0.845
3.28,6.56,2.76,2.76,0.81
3.8,7.6,2.2,2.2,0.689
0.32,0.64,2.84,2.84,0.884
0.8,1.6,2.28,2.28,0.86
4.0,8.0,2.4,2.4,0.698
3.56,7.12,2.96,2.96,0.811
1.44,2.88,2.88,2.88,0.875
2.28,4.56,2.72,2.72,0.837
2.72,5.44,2.16,2.16,0.79
3.2,6.4,2.56,2.56,0.8
0.16,0.32,2.64,2.64,0.87
2.08,4.16,2.52,2.52,0.859
2.88,5.76,2.36,2.36,0.804
1.0,2.0,2.48,2.48,0.86
2.48,4.96,2.92,2.92,0.859
1.68,3.36,2.12,2.12,0.842
3.68,7.36,2.0,2.0,0.665
1.2,2.4,2.68,2.68,0.863
3.84,7.68,2.2,2.2,0.667
0.64,1.28,2.08,2.08,0.872
1.88,3.76,2.32,2.32,0.85
0.84,1.68,2.28,2.28,0.887
3.32,6.64,2.76,2.76,0.816
0.36,0.72,2.84,2.84,0.874
0.2,0.4,2.64,2.64,0.862
3.6,7.2,2.96,2.96,0.803
0.0,0.0,2.44,2.44,0.867
2.32,4.64,2.72,2.72,0.863
3.24,6.48,2.56,2.56,0.775
1.48,2.96,2.88,2.88,0.866
2.76,5.52,2.16,2.16,0.76
2.12,4.24,2.52,2.52,0.853
3.88,7.76,2.2,2.2,0.685
2.52,5.04,2.92,2.92,0.85
0.88,1.76,2.28,2.28,0.883
1.04,2.08,2.48,2.48,0.855
2.92,5.84,2.36,2.36,0.779
1.72,3.44,2.12,2.12,0.844
1.24,2.48,2.68,2.68,0.871
1.92,3.84,2.32,2.32,0.84
0.68,1.36,2.08,2.08,0.861
3.36,6.72,2.76,2.76,0.813
3.72,7.44,2.0,2.0,0.644
0.4,0.8,2.84,2.84,0.878
0.24,0.48,2.64,2.64,0.873
3.64,7.28,2.96,2.96,0.812
3.28,6.56,2.56,2.56,0.797
0.04,0.08,2.44,2.44,0.868
2.8,5.6,2.16,2.16,0.776
1.52,3.04,2.88,2.88,0.878
0.92,1.84,2.28,2.28,0.856
2.36,4.72,2.72,2.72,0.828
2.16,4.32,2.52,2.52,0.843
1.76,3.52,2.12,2.12,0.843
2.56,5.12,2.92,2.92,0.841
3.92,7.84,2.2,2.2,0.677
1.96,3.92,2.32,2.32,0.845
0.72,1.44,2.08,2.08,0.889
2.96,5.92,2.36,2.36,0.781
1.08,2.16,2.48,2.48,0.87
3.4,6.8,2.76,2.76,0.803
0.44,0.88,2.84,2.84,0.863
3.68,7.36,2.96,2.96,0.814
1.28,2.56,2.68,2.68,0.871
3.76,7.52,2.0,2.0,0.654
0.28,0.56,2.64,2.64,0.886
0.08,0.16,2.44,2.44,0.854
1.56,3.12,2.88,2.88,0.882
2.84,5.68,2.16,2.16,0.732
3.32,6.64,2.56,2.56,0.784
2.4,4.8,2.72,2.72,0.861
2.2,4.4,2.52,2.52,0.836
0.96,1.92,2.28,2.28,0.892
2.6,5.2,2.92,2.92,0.854
3.0,6.0,2.36,2.36,0.785
3.44,6.88,2.76,2.76,0.794
1.8,3.6,2.12,2.12,0.852
0.76,1.52,2.08,2.08,0.871
3.72,7.44,2.96,2.96,0.793
3.8,7.6,2.0,2.0,0.63
2.0,4.0,2.32,2.32,0.829
1.12,2.24,2.48,2.48,0.881
3.96,7.92,2.2,2.2,0.657
0.48,0.96,2.84,2.84,0.864
0.12,0.24,2.44,2.44,0.896
1.32,2.64,2.68,2.68,0.881
1.6,3.2,2.88,2.88,0.869
0.32,0.64,2.64,2.64,0.891
2.88,5.76,2.16,2.16,0.767
3.36,6.72,2.56,2.56,0.789
2.44,4.88,2.72,2.72,0.866
2.24,4.48,2.52,2.52,0.844
3.84,7.68,2.0,2.0,0.622
2.64,5.28,2.92,2.92,0.836
1.0,2.0,2.28,2.28,0.883
3.04,6.08,2.36,2.36,0.747
3.48,6.96,2.76,2.76,0.787
0.8,1.6,2.08,2.08,0.873
1.84,3.68,2.12,2.12,0.847
2.04,4.08,2.32,2.32,0.85
1.16,2.32,2.48,2.48,0.868
3.76,7.52,2.96,2.96,0.799
4.0,8.0,2.2,2.2,0.69
0.52,1.04,2.84,2.84,0.878
0.16,0.32,2.44,2.44,0.86
1.64,3.28,2.88,2.88,0.869
2.92,5.84,2.16,2.16,0.731
1.36,2.72,2.68,2.68,0.862
2.48,4.96,2.72,2.72,0.823
0.36,0.72,2.64,2.64,0.884
3.88,7.76,2.0,2.0,0.636
3.4,6.8,2.56,2.56,0.778
1.2,2.4,2.48,2.48,0.866
3.52,7.04,2.76,2.76,0.795
2.28,4.56,2.52,2.52,0.846
2.68,5.36,2.92,2.92,0.833
3.08,6.16,2.36,2.36,0.77
1.04,2.08,2.28,2.28,0.882
0.84,1.68,2.08,2.08,0.887
0.56,1.12,2.84,2.84,0.882
0.2,0.4,2.44,2.44,0.874
2.08,4.16,2.32,2.32,0.842
1.88,3.76,2.12,2.12,0.804
3.8,7.6,2.96,2.96,0.795
1.68,3.36,2.88,2.88,0.86
2.96,5.92,2.16,2.16,0.75
0.0,0.0,2.24,2.24,0.882
3.92,7.84,2.0,2.0,0.626
1.4,2.8,2.68,2.68,0.869
1.24,2.48,2.48,2.48,0.894
2.52,5.04,2.72,2.72,0.86
0.4,0.8,2.64,2.64,0.862
3.56,7.12,2.76,2.76,0.771
1.92,3.84,2.12,2.12,0.824
2.32,4.64,2.52,2.52,0.829
3.12,6.24,2.36,2.36,0.772
3.44,6.88,2.56,2.56,0.777
0.88,1.76,2.08,2.08,0.865
0.24,0.48,2.44,2.44,0.879
2.72,5.44,2.92,2.92,0.838
1.44,2.88,2.68,2.68,0.866
3.0,6.0,2.16,2.16,0.778
0.6,1.2,2.84,2.84,0.867
2.12,4.24,2.32,2.32,0.837
1.08,2.16,2.28,2.28,0.88
3.84,7.68,2.96,2.96,0.81
1.72,3.44,2.88,2.88,0.859
3.96,7.92,2.0,2.0,0.658
2.56,5.12,2.72,2.72,0.846
0.44,0.88,2.64,2.64,0.891
0.04,0.08,2.24,2.24,0.883
3.6,7.2,2.76,2.76,0.812
1.28,2.56,2.48,2.48,0.852
1.96,3.92,2.12,2.12,0.82
2.36,4.72,2.52,2.52,0.857
0.92,1.84,2.08,2.08,0.858
0.28,0.56,2.44,2.44,0.862
3.16,6.32,2.36,2.36,0.777
3.48,6.96,2.56,2.56,0.773
3.04,6.08,2.16,2.16,0.748
1.48,2.96,2.68,2.68,0.875
2.16,4.32,2.32,2.32,0.835
4.0,8.0,2.0,2.0,0.629
2.76,5.52,2.92,2.92,0.837
1.76,3.52,2.88,2.88,0.855
0.64,1.28,2.84,2.84,0.886
3.64,7.28,2.76,2.76,0.791
3.88,7.76,2.96,2.96,0.785
1.12,2.24,2.28,2.28,0.892
0.32,0.64,2.44,2.44,0.867
2.6,5.2,2.72,2.72,0.847
0.48,0.96,2.64,2.64,0.886
0.96,1.92,2.08,2.08,0.867
2.4,4.8,2.52,2.52,0.814
0.08,0.16,2.24,2.24,0.893
1.32,2.64,2.48,2.48,0.864
2.0,4.0,2.12,2.12,0.82
3.08,6.16,2.16,2.16,0.755
3.2,6.4,2.36,2.36,0.779
2.2,4.4,2.32,2.32,0.818
3.52,7.04,2.56,2.56,0.757
0.0,0.0,2.04,2.04,0.88
1.8,3.6,2.88,2.88,0.862
1.52,3.04,2.68,2.68,0.873
2.8,5.6,2.92,2.92,0.85
0.68,1.36,2.84,2.84,0.885
3.68,7.36,2.76,2.76,0.781
3.92,7.84,2.96,2.96,0.762
1.16,2.32,2.28,2.28,0.878
0.36,0.72,2.44,2.44,0.873
1.0,2.0,2.08,2.08,0.867
2.44,4.88,2.52,2.52,0.835
1.36,2.72,2.48,2.48,0.875
0.52,1.04,2.64,2.64,0.876
0.12,0.24,2.24,2.24,0.863
2.64,5.28,2.72,2.72,0.845
3.12,6.24,2.16,2.16,0.731
0.04,0.08,2.04,2.04,0.88
2.04,4.08,2.12,2.12,0.827
3.24,6.48,2.36,2.36,0.762
2.24,4.48,2.32,2.32,0.828
3.72,7.44,2.76,2.76,0.771
3.56,7.12,2.56,2.56,0.769
1.84,3.68,2.88,2.88,0.871
2.48,4.96,2.52,2.52,0.833
1.4,2.8,2.48,2.48,0.852
1.56,3.12,2.68,2.68,0.863
3.96,7.92,2.96,2.96,0.772
2.84,5.68,2.92,2.92,0.841
0.72,1.44,2.84,2.84,0.886
0.56,1.12,2.64,2.64,0.866
0.16,0.32,2.24,2.24,0.881
1.04,2.08,2.08,2.08,0.878
0.4,0.8,2.44,2.44,0.878
1.2,2.4,2.28,2.28,0.884
3.16,6.32,2.16,2.16,0.732
2.68,5.36,2.72,2.72,0.843
2.08,4.16,2.12,2.12,0.802
3.76,7.52,2.76,2.76,0.761
4.0,8.0,2.96,2.96,0.776
2.28,4.56,2.32,2.32,0.837
0.08,0.16,2.04,2.04,0.897
1.88,3.76,2.88,2.88,0.875
3.28,6.56,2.36,2.36,0.768
3.6,7.2,2.56,2.56,0.785
2.88,5.76,2.92,2.92,0.847
1.44,2.88,2.48,2.48,0.863
1.6,3.2,2.68,2.68,0.881
2.52,5.04,2.52,2.52,0.825
1.08,2.16,2.08,2.08,0.868
0.76,1.52,2.84,2.84,0.884
0.6,1.2,2.64,2.64,0.868
0.44,0.88,2.44,2.44,0.873
1.24,2.48,2.28,2.28,0.867
0.2,0.4,2.24,2.24,0.906
3.2,6.4,2.16,2.16,0.759
2.72,5.44,2.72,2.72,0.833
3.8,7.6,2.76,2.76,0.775
2.12,4.24,2.12,2.12,0.821
3.32,6.64,2.36,2.36,0.737
1.92,3.84,2.88,2.88,0.872
1.48,2.96,2.48,2.48,0.875
2.92,5.84,2.92,2.92,0.83
1.12,2.24,2.08,2.08,0.879
0.12,0.24,2.04,2.04,0.876
2.32,4.64,2.32,2.32,0.827
3.64,7.28,2.56,2.56,0.752
0.0,0.0,3.0,3.0,0.867
1.64,3.28,2.68,2.68,0.878
2.56,5.12,2.52,2.52,0.828
0.8,1.6,2.84,2.84,0.868
1.28,2.56,2.28,2.28,0.869
0.64,1.28,2.64,2.64,0.881
0.48,0.96,2.44,2.44,0.873
3.24,6.48,2.16,2.16,0.714
0.24,0.48,2.24,2.24,0.883
2.16,4.32,2.12,2.12,0.803
3.36,6.72,2.36,2.36,0.746
3.84,7.68,2.76,2.76,0.78
2.76,5.52,2.72,2.72,0.838
1.16,2.32,2.08,2.08,0.865
1.52,3.04,2.48,2.48,0.888
3.68,7.36,2.56,2.56,0.764
2.96,5.92,2.92,2.92,0.831
1.96,3.92,2.88,2.88,0.878
2.6,5.2,2.52,2.52,0.819
2.36,4.72,2.32,2.32,0.815
0.04,0.08,3.0,3.0,0.849
0.84,1.68,2.84,2.84,0.877
0.16,0.32,2.04,2.04,0.887
1.32,2.64,2.28,2.28,0.855
1.68,3.36,2.68,2.68,0.868
0.68,1.36,2.64,2.64,0.87
3.28,6.56,2.16,2.16,0.703
1.2,2.4,2.08,2.08,0.865
0.52,1.04,2.44,2.44,0.88
1.56,3.12,2.48,2.48,0.844
0.28,0.56,2.24,2.24,0.886
3.4,6.8,2.36,2.36,0.772
3.0,6.0,2.92,2.92,0.84
2.64,5.28,2.52,2.52,0.828
3.88,7.76,2.76,2.76,0.764
0.88,1.76,2.84,2.84,0.887
2.2,4.4,2.12,2.12,0.816
2.8,5.6,2.72,2.72,0.826
2.0,4.0,2.88,2.88,0.852
2.4,4.8,2.32,2.32,0.825
1.36,2.72,2.28,2.28,0.855
3.72,7.44,2.56,2.56,0.747
1.72,3.44,2.68,2.68,0.879
0.72,1.44,2.64,2.64,0.883
0.2,0.4,2.04,2.04,0.898
0.08,0.16,3.0,3.0,0.879
1.24,2.48,2.08,2.08,0.853
3.44,6.88,2.36,2.36,0.728
1.6,3.2,2.48,2.48,0.86
0.32,0.64,2.24,2.24,0.88
2.68,5.36,2.52,2.52,0.818
3.92,7.84,2.76,2.76,0.758
3.32,6.64,2.16,2.16,0.728
0.92,1.84,2.84,2.84,0.879
0.56,1.12,2.44,2.44,0.854
2.84,5.68,2.72,2.72,0.819
1.4,2.8,2.28,2.28,0.876
3.04,6.08,2.92,2.92,0.851
2.44,4.88,2.32,2.32,0.792
3.76,7.52,2.56,2.56,0.748
2.24,4.48,2.12,2.12,0.827
0.24,0.48,2.04,2.04,0.872
2.04,4.08,2.88,2.88,0.869
0.76,1.52,2.64,2.64,0.887
0.12,0.24,3.0,3.0,0.871
1.76,3.52,2.68,2.68,0.869
1.28,2.56,2.08,2.08,0.863
1.64,3.28,2.48,2.48,0.856
3.36,6.72,2.16,2.16,0.746
0.96,1.92,2.84,2.84,0.887
3.48,6.96,2.36,2.36,0.753
0.36,0.72,2.24,2.24,0.887
2.72,5.44,2.52,2.52,0.805
2.88,5.76,2.72,2.72,0.827
1.44,2.88,2.28,2.28,0.855
3.8,7.6,2.56,2.56,0.745
3.96,7.92,2.76,2.76,0.774
0.6,1.2,2.44,2.44,0.874
2.48,4.96,2.32,2.32,0.793
3.08,6.16,2.92,2.92,0.809
0.28,0.56,2.04,2.04,0.886
2.28,4.56,2.12,2.12,0.802
2.08,4.16,2.88,2.88,0.87
0.16,0.32,3.0,3.0,0.828
0.8,1.6,2.64,2.64,0.875
1.8,3.6,2.68,2.68,0.873
1.32,2.64,2.08,2.08,0.877
1.68,3.36,2.48,2.48,0.862
1.0,2.0,2.84,2.84,0.875
3.52,7.04,2.36,2.36,0.723
3.4,6.8,2.16,2.16,0.683
2.52,5.04,2.32,2.32,0.823
0.4,0.8,2.24,2.24,0.892
3.84,7.68,2.56,2.56,0.756
0.64,1.28,2.44,2.44,0.892
1.48,2.96,2.28,2.28,0.862
4.0,8.0,2.76,2.76,0.761
0.32,0.64,2.04,2.04,0.876
2.76,5.52,2.52,2.52,0.817
3.12,6.24,2.92,2.92,0.825
2.92,5.84,2.72,2.72,0.815
1.36,2.72,2.08,2.08,0.858
0.2,0.4,3.0,3.0,0.858
2.32,4.64,2.12,2.12,0.794
0.84,1.68,2.64,2.64,0.863
2.12,4.24,2.88,2.88,0.859
1.84,3.68,2.68,2.68,0.856
1.72,3.44,2.48,2.48,0.869
0.44,0.88,2.24,2.24,0.882
3.56,7.12,2.36,2.36,0.722
0.0,0.0,2.8,2.8,0.853
1.52,3.04,2.28,2.28,0.849
0.36,0.72,2.04,2.04,0.885
1.04,2.08,2.84,2.84,0.858
2.56,5.12,2.32,2.32,0.8
3.88,7.76,2.56,2.56,0.727
0.68,1.36,2.44,2.44,0.888
3.44,6.88,2.16,2.16,0.714
2.8,5.6,2.52,2.52,0.844
2.96,5.92,2.72,2.72,0.829
0.24,0.48,3.0,3.0,0.852
1.4,2.8,2.08,2.08,0.853
3.16,6.32,2.92,2.92,0.833
0.48,0.96,2.24,2.24,0.879
0.88,1.76,2.64,2.64,0.879
2.36,4.72,2.12,2.12,0.784
1.76,3.52,2.48,2.48,0.882
2.16,4.32,2.88,2.88,0.84
1.88,3.76,2.68,2.68,0.868
3.6,7.2,2.36,2.36,0.732
1.56,3.12,2.28,2.28,0.883
2.6,5.2,2.32,2.32,0.794
0.4,0.8,2.04,2.04,0.881
0.04,0.08,2.8,2.8,0.867
0.72,1.44,2.44,2.44,0.897
1.44,2.88,2.08,2.08,0.865
3.0,6.0,2.72,2.72,0.818
2.84,5.68,2.52,2.52,0.821
3.92,7.84,2.56,2.56,0.729
0.52,1.04,2.24,2.24,0.87
1.08,2.16,2.84,2.84,0.875
0.28,0.56,3.0,3.0,0.878
3.48,6.96,2.16,2.16,0.711
3.2,6.4,2.92,2.92,0.831
1.8,3.6,2.48,2.48,0.871
2.64,5.28,2.32,2.32,0.789
0.44,0.88,2.04,2.04,0.863
2.4,4.8,2.12,2.12,0.785
0.92,1.84,2.64,2.64,0.88
1.6,3.2,2.28,2.28,0.87
2.2,4.4,2.88,2.88,0.873
0.08,0.16,2.8,2.8,0.872
0.76,1.52,2.44,2.44,0.892
1.48,2.96,2.08,2.08,0.851
3.64,7.28,2.36,2.36,0.749
1.92,3.84,2.68,2.68,0.863
3.04,6.08,2.72,2.72,0.839
2.88,5.76,2.52,2.52,0.782
1.84,3.68,2.48,2.48,0.859
3.96,7.92,2.56,2.56,0.737
0.56,1.12,2.24,2.24,0.871
1.12,2.24,2.84,2.84,0.877
0.32,0.64,3.0,3.0,0.881
3.24,6.48,2.92,2.92,0.819
2.68,5.36,2.32,2.32,0.803
3.52,7.04,2.16,2.16,0.693
1.52,3.04,2.08,2.08,0.85
0.48,0.96,2.04,2.04,0.887
3.08,6.16,2.72,2.72,0.808
0.8,1.6,2.44,2.44,0.894
1.64,3.28,2.28,2.28,0.852
3.68,7.36,2.36,2.36,0.718
0.96,1.92,2.64,2.64,0.877
2.44,4.88,2.12,2.12,0.817
2.24,4.48,2.88,2.88,0.874
0.12,0.24,2.8,2.8,0.872
2.92,5.84,2.52,2.52,0.796
1.96,3.92,2.68,2.68,0.863
1.88,3.76,2.48,2.48,0.871
1.16,2.32,2.84,2.84,0.864
3.28,6.56,2.92,2.92,0.831
0.6,1.2,2.24,2.24,0.872
4.0,8.0,2.56,2.56,0.761
0.36,0.72,3.0,3.0,0.859
2.72,5.44,2.32,2.32,0.79
1.56,3.12,2.08,2.08,0.825
3.56,7.12,2.16,2.16,0.696
0.52,1.04,2.04,2.04,0.889
3.72,7.44,2.36,2.36,0.751
3.12,6.24,2.72,2.72,0.815
1.0,2.0,2.64,2.64,0.89
0.84,1.68,2.44,2.44,0.881
1.68,3.36,2.28,2.28,0.854
2.28,4.56,2.88,2.88,0.841
2.0,4.0,2.68,2.68,0.862
3.32,6.64,2.92,2.92,0.818
2.96,5.92,2.52,2.52,0.791
1.2,2.4,2.84,2.84,0.885
0.64,1.28,2.24,2.24,0.886
2.48,4.96,2.12,2.12,0.795
1.92,3.84,2.48,2.48,0.825
0.16,0.32,2.8,2.8,0.861
0.0,0.0,2.6,2.6,0.848
2.76,5.52,2.32,2.32,0.813
1.6,3.2,2.08,2.08,0.853
0.4,0.8,3.0,3.0,0.861
3.76,7.52,2.36,2.36,0.733
3.6,7.2,2.16,2.16,0.692
0.56,1.12,2.04,2.04,0.876
0.88,1.76,2.44,2.44,0.88
1.72,3.44,2.28,2.28,0.86
2.04,4.08,2.68,2.68,0.865
1.04,2.08,2.64,2.64,0.878
1.24,2.48,2.84,2.84,0.873
3.16,6.32,2.72,2.72,0.818
2.32,4.64,2.88,2.88,0.889
3.36,6.72,2.92,2.92,0.828
2.52,5.04,2.12,2.12,0.776
3.0,6.0,2.52,2.52,0.795
1.96,3.92,2.48,2.48,0.855
0.2,0.4,2.8,2.8,0.859
0.68,1.36,2.24,2.24,0.894
0.04,0.08,2.6,2.6,0.883
1.64,3.28,2.08,2.08,0.845
2.8,5.6,2.32,2.32,0.777
3.8,7.6,2.36,2.36,0.705
1.76,3.52,2.28,2.28,0.851
0.44,0.88,3.0,3.0,0.886
0.6,1.2,2.04,2.04,0.879
3.64,7.28,2.16,2.16,0.683
0.92,1.84,2.44,2.44,0.848
2.08,4.16,2.68,2.68,0.853
2.36,4.72,2.88,2.88,0.858
1.08,2.16,2.64,2.64,0.862
2.56,5.12,2.12,2.12,0.789
3.2,6.4,2.72,2.72,0.822
3.4,6.8,2.92,2.92,0.821
0.24,0.48,2.8,2.8,0.862
3.04,6.08,2.52,2.52,0.778
1.28,2.56,2.84,2.84,0.878
0.08,0.16,2.6,2.6,0.886
2.0,4.0,2.48,2.48,0.849
2.84,5.68,2.32,2.32,0.77
0.72,1.44,2.24,2.24,0.862
3.84,7.68,2.36,2.36,0.712
0.48,0.96,3.0,3.0,0.872
2.4,4.8,2.88,2.88,0.825
0.64,1.28,2.04,2.04,0.871
2.12,4.24,2.68,2.68,0.856
1.68,3.36,2.08,2.08,0.825
0.96,1.92,2.44,2.44,0.879
3.68,7.36,2.16,2.16,0.674
1.32,2.64,2.84,2.84,0.863
1.8,3.6,2.28,2.28,0.826
3.08,6.16,2.52,2.52,0.788
2.6,5.2,2.12,2.12,0.751
1.12,2.24,2.64,2.64,0.876
3.24,6.48,2.72,2.72,0.814
0.28,0.56,2.8,2.8,0.879
3.44,6.88,2.92,2.92,0.811
0.12,0.24,2.6,2.6,0.86
0.76,1.52,2.24,2.24,0.867
2.04,4.08,2.48,2.48,0.861
2.88,5.76,2.32,2.32,0.757
2.16,4.32,2.68,2.68,0.848
1.36,2.72,2.84,2.84,0.872
0.52,1.04,3.0,3.0,0.886
1.72,3.44,2.08,2.08,0.833
3.88,7.76,2.36,2.36,0.705
2.44,4.88,2.88,2.88,0.845
0.68,1.36,2.04,2.04,0.868
1.16,2.32,2.64,2.64,0.872
1.0,2.0,2.44,2.44,0.873
3.72,7.44,2.16,2.16,0.684
1.84,3.68,2.28,2.28,0.852
3.28,6.56,2.72,2.72,0.81
3.48,6.96,2.92,2.92,0.808
3.12,6.24,2.52,2.52,0.785
2.64,5.28,2.12,2.12,0.758
0.16,0.32,2.6,2.6,0.864
0.32,0.64,2.8,2.8,0.864
2.2,4.4,2.68,2.68,0.852
2.08,4.16,2.48,2.48,0.825
2.92,5.84,2.32,2.32,0.792
0.56,1.12,3.0,3.0,0.856
0.8,1.6,2.24,2.24,0.87
1.4,2.8,2.84,2.84,0.884
1.2,2.4,2.64,2.64,0.863
1.76,3.52,2.08,2.08,0.847
3.92,7.84,2.36,2.36,0.684
1.04,2.08,2.44,2.44,0.9
3.32,6.64,2.72,2.72,0.813
1.88,3.76,2.28,2.28,0.831
0.72,1.44,2.04,2.04,0.883
2.48,4.96,2.88,2.88,0.843
3.76,7.52,2.16,2.16,0.698
0.2,0.4,2.6,2.6,0.87
3.52,7.04,2.92,2.92,0.798
2.24,4.48,2.68,2.68,0.861
2.12,4.24,2.48,2.48,0.857
2.68,5.36,2.12,2.12,0.784
3.16,6.32,2.52,2.52,0.791
0.36,0.72,2.8,2.8,0.883
0.6,1.2,3.0,3.0,0.864
2.96,5.92,2.32,2.32,0.784
1.44,2.88,2.84,2.84,0.877
1.24,2.48,2.64,2.64,0.889
1.08,2.16,2.44,2.44,0.876
1.8,3.6,2.08,2.08,0.821
0.84,1.68,2.24,2.24,0.857
3.36,6.72,2.72,2.72,0.806
3.96,7.92,2.36,2.36,0.693
3.8,7.6,2.16,2.16,0.666
2.28,4.56,2.68,2.68,0.866
0.24,0.48,2.6,2.6,0.867
2.72,5.44,2.12,2.12,0.734
1.92,3.84,2.28,2.28,0.843
0.76,1.52,2.04,2.04,0.861
2.52,5.04,2.88,2.88,0.853
0.4,0.8,2.8,2.8,0.885
3.56,7.12,2.92,2.92,0.809
3.2,6.4,2.52,2.52,0.799
2.16,4.32,2.48,2.48,0.856
0.64,1.28,3.0,3.0,0.877
1.48,2.96,2.84,2.84,0.89
3.0,6.0,2.32,2.32,0.786
0.88,1.76,2.24,2.24,0.872
1.28,2.56,2.64,2.64,0.865
1.12,2.24,2.44,2.44,0.869
2.32,4.64,2.68,2.68,0.852
1.84,3.68,2.08,2.08,0.837
3.4,6.8,2.72,2.72,0.805
3.84,7.68,2.16,2.16,0.667
2.76,5.52,2.12,2.12,0.774
2.56,5.12,2.88,2.88,0.856
0.8,1.6,2.04,2.04,0.867
0.44,0.88,2.8,2.8,0.851
4.0,8.0,2.36,2.36,0.675
0.28,0.56,2.6,2.6,0.873
1.96,3.92,2.28,2.28,0.823
2.2,4.4,2.48,2.48,0.836
3.24,6.48,2.52,2.52,0.784
0.68,1.36,3.0,3.0,0.846
1.52,3.04,2.84,2.84,0.859
3.6,7.2,2.92,2.92,0.8
3.04,6.08,2.32,2.32,0.757
0.92,1.84,2.24,2.24,0.879
1.16,2.32,2.44,2.44,0.866
2.36,4.72,2.68,2.68,0.845
3.44,6.88,2.72,2.72,0.812
2.8,5.6,2.12,2.12,0.76
1.88,3.76,2.08,2.08,0.814
2.6,5.2,2.88,2.88,0.868
1.32,2.64,2.64,2.64,0.878
0.48,0.96,2.8,2.8,0.864
3.88,7.76,2.16,2.16,0.664
0.84,1.68,2.04,2.04,0.861
0.0,0.0,2.4,2.4,0.866
2.0,4.0,2.28,2.28,0.824
2.24,4.48,2.48,2.48,0.862
1.56,3.12,2.84,2.84,0.872
0.72,1.44,3.0,3.0,0.878
0.32,0.64,2.6,2.6,0.875
3.64,7.28,2.92,2.92,0.816
1.2,2.4,2.44,2.44,0.89
3.28,6.56,2.52,2.52,0.79
2.4,4.8,2.68,2.68,0.838
0.96,1.92,2.24,2.24,0.877
2.84,5.68,2.12,2.12,0.769
3.48,6.96,2.72,2.72,0.786
3.08,6.16,2.32,2.32,0.771
2.64,5.28,2.88,2.88,0.859
1.92,3.84,2.08,2.08,0.826
3.92,7.84,2.16,2.16,0.66
0.52,1.04,2.8,2.8,0.872
1.36,2.72,2.64,2.64,0.872
0.88,1.76,2.04,2.04,0.875
2.04,4.08,2.28,2.28,0.841
2.28,4.56,2.48,2.48,0.823
0.04,0.08,2.4,2.4,0.855
0.76,1.52,3.0,3.0,0.876
3.68,7.36,2.92,2.92,0.807
1.6,3.2,2.84,2.84,0.861
2.44,4.88,2.68,2.68,0.836
1.0,2.0,2.24,2.24,0.871
2.88,5.76,2.12,2.12,0.735
2.68,5.36,2.88,2.88,0.831
1.96,3.92,2.08,2.08,0.805
0.36,0.72,2.6,2.6,0.887
1.24,2.48,2.44,2.44,0.867
3.32,6.64,2.52,2.52,0.786
3.96,7.92,2.16,2.16,0.668
3.52,7.04,2.72,2.72,0.79
3.12,6.24,2.32,2.32,0.787
0.56,1.12,2.8,2.8,0.876
1.4,2.8,2.64,2.64,0.871
3.72,7.44,2.92,2.92,0.795
0.92,1.84,2.04,2.04,0.848
2.08,4.16,2.28,2.28,0.817
0.08,0.16,2.4,2.4,0.876
0.8,1.6,3.0,3.0,0.885
2.48,4.96,2.68,2.68,0.84
2.32,4.64,2.48,2.48,0.832
1.04,2.08,2.24,2.24,0.881
1.64,3.28,2.84,2.84,0.865
0.4,0.8,2.6,2.6,0.884
2.72,5.44,2.88,2.88,0.857
2.0,4.0,2.08,2.08,0.835
3.36,6.72,2.52,2.52,0.768
2.92,5.84,2.12,2.12,0.72
3.16,6.32,2.32,2.32,0.76
1.28,2.56,2.44,2.44,0.878
3.56,7.12,2.72,2.72,0.787
1.44,2.88,2.64,2.64,0.862
4.0,8.0,2.16,2.16,0.681
0.6,1.2,2.8,2.8,0.866
0.96,1.92,2.04,2.04,0.861
3.76,7.52,2.92,2.92,0.787
0.12,0.24,2.4,2.4,0.892
0.84,1.68,3.0,3.0,0.889
2.52,5.04,2.68,2.68,0.825
2.12,4.24,2.28,2.28,0.848
1.08,2.16,2.24,2.24,0.882
2.36,4.72,2.48,2.48,0.828
0.44,0.88,2.6,2.6,0.855
1.68,3.36,2.84,2.84,0.858
1.32,2.64,2.44,2.44,0.854
2.76,5.52,2.88,2.88,0.835
2.04,4.08,2.08,2.08,0.799
3.4,6.8,2.52,2.52,0.792
2.96,5.92,2.12,2.12,0.743
1.0,2.0,2.04,2.04,0.866
1.48,2.96,2.64,2.64,0.873
0.0,0.0,2.2,2.2,0.871
3.2,6.4,2.32,2.32,0.752
0.16,0.32,2.4,2.4,0.878
3.6,7.2,2.72,2.72,0.784
