$\mu_{x_1}$,$\mu_{x_2}$,$\mu_{h_1}$,$\mu_{h_2}$,success_rate
-1.0,4.0,-2.5,2.5,0.66
9.4,14.4,-2.3,2.7,0.118
-3.1,1.9,-4.0,1.0,0.771
0.4,5.4,-1.5,3.5,0.551
7.2,12.2,-3.8,1.2000000000000002,0.101
13.6,18.6,0.7,5.7,0.118
-1.7,3.3,-3.0,2.0,0.71
-0.3,4.7,-2.0,3.0,0.619
1.1,6.1,-1.0,4.0,0.485
2.6,7.6,0.0,5.0,0.363
12.2,17.2,-0.3,4.7,0.118
11.5,16.5,-0.8,4.2,0.118
1.8,6.8,-0.5,4.5,0.428
8.0,13.0,-3.3,1.7000000000000002,0.1
8.8,13.8,-2.8,2.2,0.093
-2.4,2.6,-3.5,1.5,0.759
12.9,17.9,0.2,5.2,0.118
3.2,8.2,0.5,5.5,0.337
10.2,15.2,-1.8,3.2,0.093
-1.6,3.4,-3.0,2.0,0.7
9.5,14.5,-2.3,2.7,0.093
-0.9,4.1,-2.5,2.5,0.643
10.8,15.8,-1.3,3.7,0.118
0.5,5.5,-1.5,3.5,0.525
-3.0,2.0,-4.0,1.0,0.775
-0.2,4.8,-2.0,3.0,0.568
1.2,6.2,-1.0,4.0,0.469
13.7,18.7,0.7,5.7,0.093
7.3,12.3,-3.8,1.2000000000000002,0.1
2.7,7.7,0.0,5.0,0.341
11.6,16.6,-0.8,4.2,0.093
12.3,17.3,-0.3,4.7,0.093
-0.8,4.2,-2.5,2.5,0.624
8.1,13.1,-3.3,1.7000000000000002,0.091
-1.5,3.5,-3.0,2.0,0.653
13.0,18.0,0.2,5.2,0.093
-2.3,2.7,-3.5,1.5,0.752
1.9,6.9,-0.5,4.5,0.401
8.9,13.9,-2.8,2.2,0.108
10.3,15.3,-1.8,3.2,0.108
3.3,8.3,0.5,5.5,0.323
1.3,6.3,-1.0,4.0,0.438
10.9,15.9,-1.3,3.7,0.093
-2.9,2.1,-4.0,1.0,0.762
9.6,14.6,-2.3,2.7,0.108
-0.1,4.9,-2.0,3.0,0.566
-1.4,3.6,-3.0,2.0,0.646
-0.7,4.3,-2.5,2.5,0.569
0.6,5.6,-1.5,3.5,0.476
13.8,18.8,0.7,5.7,0.108
2.8,7.8,0.0,5.0,0.305
11.7,16.7,-0.8,4.2,0.108
7.4,12.4,-3.8,1.2000000000000002,0.091
8.2,13.2,-3.3,1.7000000000000002,0.119
13.1,18.1,0.2,5.2,0.108
12.4,17.4,-0.3,4.7,0.108
9.0,14.0,-2.8,2.2,0.097
-2.2,2.8,-3.5,1.5,0.731
2.0,7.0,-0.5,4.5,0.374
10.4,15.4,-1.8,3.2,0.097
-2.8,2.2,-4.0,1.0,0.74
-1.3,3.7,-3.0,2.0,0.599
11.0,16.0,-1.3,3.7,0.108
9.7,14.7,-2.3,2.7,0.097
3.4,8.4,0.5,5.5,0.306
-0.6,4.4,-2.5,2.5,0.526
1.4,6.4,-1.0,4.0,0.427
2.9,7.9,0.0,5.0,0.325
13.9,18.9,0.7,5.7,0.097
0.0,5.0,-2.0,3.0,0.511
11.8,16.8,-0.8,4.2,0.097
0.7,5.7,-1.5,3.5,0.469
8.3,13.3,-3.3,1.7000000000000002,0.107
7.5,12.5,-3.8,1.2000000000000002,0.105
12.5,17.5,-0.3,4.7,0.097
9.1,14.1,-2.8,2.2,0.097
-2.7,2.3,-4.0,1.0,0.718
2.1,7.1,-0.5,4.5,0.352
10.5,15.5,-1.8,3.2,0.097
13.2,18.2,0.2,5.2,0.097
9.8,14.8,-2.3,2.7,0.097
3.5,8.5,0.5,5.5,0.27
-2.1,2.9,-3.5,1.5,0.696
11.1,16.1,-1.3,3.7,0.097
-1.2,3.8,-3.0,2.0,0.582
0.1,5.1,-2.0,3.0,0.472
14.0,19.0,0.7,5.7,0.097
-0.5,4.5,-2.5,2.5,0.504
3.0,8.0,0.0,5.0,0.278
8.4,13.4,-3.3,1.7000000000000002,0.101
11.9,16.9,-0.8,4.2,0.097
1.5,6.5,-1.0,4.0,0.393
-2.6,2.4,-4.0,1.0,0.679
0.8,5.8,-1.5,3.5,0.438
7.6,12.6,-3.8,1.2000000000000002,0.092
12.6,17.6,-0.3,4.7,0.097
9.2,14.2,-2.8,2.2,0.098
2.2,7.2,-0.5,4.5,0.327
11.2,16.2,-1.3,3.7,0.097
10.6,15.6,-1.8,3.2,0.098
9.9,14.9,-2.3,2.7,0.098
3.6,8.6,0.5,5.5,0.268
-2.0,3.0,-3.5,1.5,0.662
14.1,19.1,0.7,5.7,0.098
13.3,18.3,0.2,5.2,0.097
0.2,5.2,-2.0,3.0,0.476
8.5,13.5,-3.3,1.7000000000000002,0.103
-1.1,3.9,-3.0,2.0,0.546
1.6,6.6,-1.0,4.0,0.337
-0.4,4.6,-2.5,2.5,0.446
11.3,16.3,-1.3,3.7,0.098
0.9,5.9,-1.5,3.5,0.402
7.7,12.7,-3.8,1.2000000000000002,0.108
3.1,8.1,0.0,5.0,0.276
-2.5,2.5,-4.0,1.0,0.672
12.0,17.0,-0.8,4.2,0.098
9.3,14.3,-2.8,2.2,0.1
12.7,17.7,-0.3,4.7,0.098
10.7,15.7,-1.8,3.2,0.1
10.0,15.0,-2.3,2.7,0.1
2.3,7.3,-0.5,4.5,0.303
0.3,5.3,-2.0,3.0,0.428
14.2,19.2,0.7,5.7,0.1
3.7,8.7,0.5,5.5,0.256
-1.9,3.1,-3.5,1.5,0.613
13.4,18.4,0.2,5.2,0.098
8.6,13.6,-3.3,1.7000000000000002,0.095
12.8,17.8,-0.3,4.7,0.1
3.2,8.2,0.0,5.0,0.259
-0.3,4.7,-2.5,2.5,0.448
1.0,6.0,-1.5,3.5,0.368
-2.4,2.6,-4.0,1.0,0.656
-1.0,4.0,-3.0,2.0,0.518
7.8,12.8,-3.8,1.2000000000000002,0.117
9.4,14.4,-2.8,2.2,0.108
11.4,16.4,-1.3,3.7,0.1
1.7,6.7,-1.0,4.0,0.337
0.4,5.4,-2.0,3.0,0.437
12.1,17.1,-0.8,4.2,0.1
10.8,15.8,-1.8,3.2,0.108
2.4,7.4,-0.5,4.5,0.317
10.1,15.1,-2.3,2.7,0.108
3.8,8.8,0.5,5.5,0.24
3.3,8.3,0.0,5.0,0.259
13.5,18.5,0.2,5.2,0.1
-1.8,3.2,-3.5,1.5,0.667
14.3,19.3,0.7,5.7,0.108
12.9,17.9,-0.3,4.7,0.108
-2.3,2.7,-4.0,1.0,0.62
8.7,13.7,-3.3,1.7000000000000002,0.108
-0.2,4.8,-2.5,2.5,0.447
1.1,6.1,-1.5,3.5,0.345
0.5,5.5,-2.0,3.0,0.388
9.5,14.5,-2.8,2.2,0.099
-0.9,4.1,-3.0,2.0,0.493
1.8,6.8,-1.0,4.0,0.31
11.5,16.5,-1.3,3.7,0.108
7.9,12.9,-3.8,1.2000000000000002,0.091
2.5,7.5,-0.5,4.5,0.285
12.2,17.2,-0.8,4.2,0.108
10.9,15.9,-1.8,3.2,0.099
13.6,18.6,0.2,5.2,0.108
3.9,8.9,0.5,5.5,0.252
10.2,15.2,-2.3,2.7,0.099
14.4,19.4,0.7,5.7,0.099
13.0,18.0,-0.3,4.7,0.099
-1.7,3.3,-3.5,1.5,0.591
0.6,5.6,-2.0,3.0,0.355
-2.2,2.8,-4.0,1.0,0.577
1.2,6.2,-1.5,3.5,0.332
3.4,8.4,0.0,5.0,0.233
-0.1,4.9,-2.5,2.5,0.403
8.8,13.8,-3.3,1.7000000000000002,0.099
1.9,6.9,-1.0,4.0,0.302
9.6,14.6,-2.8,2.2,0.095
12.3,17.3,-0.8,4.2,0.099
-0.8,4.2,-3.0,2.0,0.434
8.0,13.0,-3.8,1.2000000000000002,0.084
11.6,16.6,-1.3,3.7,0.099
11.0,16.0,-1.8,3.2,0.095
2.6,7.6,-0.5,4.5,0.281
13.7,18.7,0.2,5.2,0.099
-1.6,3.4,-3.5,1.5,0.539
14.5,19.5,0.7,5.7,0.095
0.7,5.7,-2.0,3.0,0.335
1.3,6.3,-1.5,3.5,0.341
4.0,9.0,0.5,5.5,0.245
13.1,18.1,-0.3,4.7,0.095
10.3,15.3,-2.3,2.7,0.095
-2.1,2.9,-4.0,1.0,0.549
3.5,8.5,0.0,5.0,0.235
12.4,17.4,-0.8,4.2,0.095
0.0,5.0,-2.5,2.5,0.335
2.0,7.0,-1.0,4.0,0.271
8.9,13.9,-3.3,1.7000000000000002,0.095
8.1,13.1,-3.8,1.2000000000000002,0.11
11.1,16.1,-1.8,3.2,0.113
9.7,14.7,-2.8,2.2,0.113
-0.7,4.3,-3.0,2.0,0.427
13.8,18.8,0.2,5.2,0.095
11.7,16.7,-1.3,3.7,0.095
0.8,5.8,-2.0,3.0,0.313
-1.5,3.5,-3.5,1.5,0.496
2.7,7.7,-0.5,4.5,0.237
1.4,6.4,-1.5,3.5,0.306
4.1,9.1,0.5,5.5,0.21
13.2,18.2,-0.3,4.7,0.113
14.6,19.6,0.7,5.7,0.113
12.5,17.5,-0.8,4.2,0.113
0.1,5.1,-2.5,2.5,0.349
8.2,13.2,-3.8,1.2000000000000002,0.101
10.4,15.4,-2.3,2.7,0.113
2.1,7.1,-1.0,4.0,0.257
9.0,14.0,-3.3,1.7000000000000002,0.113
11.2,16.2,-1.8,3.2,0.088
-2.0,3.0,-4.0,1.0,0.515
3.6,8.6,0.0,5.0,0.236
13.9,18.9,0.2,5.2,0.113
-0.6,4.4,-3.0,2.0,0.41
0.9,5.9,-2.0,3.0,0.306
9.8,14.8,-2.8,2.2,0.088
11.8,16.8,-1.3,3.7,0.113
-1.4,3.6,-3.5,1.5,0.478
4.2,9.2,0.5,5.5,0.227
2.8,7.8,-0.5,4.5,0.254
1.5,6.5,-1.5,3.5,0.291
0.2,5.2,-2.5,2.5,0.358
14.7,19.7,0.7,5.7,0.088
12.6,17.6,-0.8,4.2,0.088
13.3,18.3,-0.3,4.7,0.088
14.0,19.0,0.2,5.2,0.088
11.3,16.3,-1.8,3.2,0.105
9.1,14.1,-3.3,1.7000000000000002,0.088
10.5,15.5,-2.3,2.7,0.088
8.3,13.3,-3.8,1.2000000000000002,0.113
1.0,6.0,-2.0,3.0,0.297
-0.5,4.5,-3.0,2.0,0.39
2.2,7.2,-1.0,4.0,0.253
-1.9,3.1,-4.0,1.0,0.478
3.7,8.7,0.0,5.0,0.214
-1.3,3.7,-3.5,1.5,0.457
4.3,9.3,0.5,5.5,0.209
9.9,14.9,-2.8,2.2,0.105
11.9,16.9,-1.3,3.7,0.088
14.8,19.8,0.7,5.7,0.105
12.7,17.7,-0.8,4.2,0.105
0.3,5.3,-2.5,2.5,0.301
13.4,18.4,-0.3,4.7,0.105
1.6,6.6,-1.5,3.5,0.284
9.2,14.2,-3.3,1.7000000000000002,0.106
2.9,7.9,-0.5,4.5,0.25
14.1,19.1,0.2,5.2,0.105
11.4,16.4,-1.8,3.2,0.095
1.1,6.1,-2.0,3.0,0.255
8.4,13.4,-3.8,1.2000000000000002,0.088
2.3,7.3,-1.0,4.0,0.275
3.8,8.8,0.0,5.0,0.232
-1.8,3.2,-4.0,1.0,0.454
10.6,15.6,-2.3,2.7,0.105
-0.4,4.6,-3.0,2.0,0.332
-1.2,3.8,-3.5,1.5,0.419
12.0,17.0,-1.3,3.7,0.105
1.7,6.7,-1.5,3.5,0.257
14.9,19.9,0.7,5.7,0.095
10.0,15.0,-2.8,2.2,0.095
0.4,5.4,-2.5,2.5,0.303
4.4,9.4,0.5,5.5,0.222
14.2,19.2,0.2,5.2,0.095
12.8,17.8,-0.8,4.2,0.095
13.5,18.5,-0.3,4.7,0.095
1.2,6.2,-2.0,3.0,0.281
9.3,14.3,-3.3,1.7000000000000002,0.094
3.0,8.0,-0.5,4.5,0.243
3.9,8.9,0.0,5.0,0.231
11.5,16.5,-1.8,3.2,0.108
8.5,13.5,-3.8,1.2000000000000002,0.105
10.7,15.7,-2.3,2.7,0.095
-1.7,3.3,-4.0,1.0,0.419
2.4,7.4,-1.0,4.0,0.237
15.0,20.0,0.7,5.7,0.108
-1.1,3.9,-3.5,1.5,0.424
12.1,17.1,-1.3,3.7,0.095
-0.3,4.7,-3.0,2.0,0.334
14.3,19.3,0.2,5.2,0.108
10.1,15.1,-2.8,2.2,0.108
1.8,6.8,-1.5,3.5,0.277
13.6,18.6,-0.3,4.7,0.108
12.9,17.9,-0.8,4.2,0.108
1.3,6.3,-2.0,3.0,0.252
0.5,5.5,-2.5,2.5,0.278
4.5,9.5,0.5,5.5,0.187
4.0,9.0,0.0,5.0,0.209
10.8,15.8,-2.3,2.7,0.108
8.6,13.6,-3.8,1.2000000000000002,0.095
3.1,8.1,-0.5,4.5,0.215
9.4,14.4,-3.3,1.7000000000000002,0.108
11.6,16.6,-1.8,3.2,0.088
15.1,20.1,0.7,5.7,0.088
-0.2,4.8,-3.0,2.0,0.319
-1.0,4.0,-3.5,1.5,0.373
-1.6,3.4,-4.0,1.0,0.402
14.4,19.4,0.2,5.2,0.088
2.5,7.5,-1.0,4.0,0.256
12.2,17.2,-1.3,3.7,0.108
13.7,18.7,-0.3,4.7,0.088
10.2,15.2,-2.8,2.2,0.088
4.1,9.1,0.0,5.0,0.193
0.6,5.6,-2.5,2.5,0.277
1.4,6.4,-2.0,3.0,0.249
13.0,18.0,-0.8,4.2,0.088
4.6,9.6,0.5,5.5,0.199
8.7,13.7,-3.8,1.2000000000000002,0.108
1.9,6.9,-1.5,3.5,0.248
10.9,15.9,-2.3,2.7,0.088
3.2,8.2,-0.5,4.5,0.224
9.5,14.5,-3.3,1.7000000000000002,0.088
14.5,19.5,0.2,5.2,0.098
-0.1,4.9,-3.0,2.0,0.314
15.2,20.2,0.7,5.7,0.098
-1.5,3.5,-4.0,1.0,0.365
11.7,16.7,-1.8,3.2,0.098
13.8,18.8,-0.3,4.7,0.098
2.6,7.6,-1.0,4.0,0.224
-0.9,4.1,-3.5,1.5,0.322
10.3,15.3,-2.8,2.2,0.098
4.2,9.2,0.0,5.0,0.234
12.3,17.3,-1.3,3.7,0.088
13.1,18.1,-0.8,4.2,0.098
8.8,13.8,-3.8,1.2000000000000002,0.088
0.7,5.7,-2.5,2.5,0.245
1.5,6.5,-2.0,3.0,0.223
11.0,16.0,-2.3,2.7,0.098
4.7,9.7,0.5,5.5,0.215
9.6,14.6,-3.3,1.7000000000000002,0.098
15.3,20.3,0.7,5.7,0.087
14.6,19.6,0.2,5.2,0.087
2.0,7.0,-1.5,3.5,0.218
-1.4,3.6,-4.0,1.0,0.365
3.3,8.3,-0.5,4.5,0.248
2.7,7.7,-1.0,4.0,0.253
13.9,18.9,-0.3,4.7,0.087
10.4,15.4,-2.8,2.2,0.087
0.0,5.0,-3.0,2.0,0.323
11.8,16.8,-1.8,3.2,0.087
4.3,9.3,0.0,5.0,0.205
8.9,13.9,-3.8,1.2000000000000002,0.098
-0.8,4.2,-3.5,1.5,0.339
13.2,18.2,-0.8,4.2,0.087
9.7,14.7,-3.3,1.7000000000000002,0.087
0.8,5.8,-2.5,2.5,0.227
11.1,16.1,-2.3,2.7,0.087
12.4,17.4,-1.3,3.7,0.098
15.4,20.4,0.7,5.7,0.106
-1.3,3.7,-4.0,1.0,0.343
1.6,6.6,-2.0,3.0,0.236
2.1,7.1,-1.5,3.5,0.244
4.8,9.8,0.5,5.5,0.225
14.0,19.0,-0.3,4.7,0.106
14.7,19.7,0.2,5.2,0.106
2.8,7.8,-1.0,4.0,0.238
10.5,15.5,-2.8,2.2,0.106
3.4,8.4,-0.5,4.5,0.237
9.0,14.0,-3.8,1.2000000000000002,0.087
0.9,5.9,-2.5,2.5,0.247
9.8,14.8,-3.3,1.7000000000000002,0.106
13.3,18.3,-0.8,4.2,0.106
0.1,5.1,-3.0,2.0,0.261
4.4,9.4,0.0,5.0,0.205
11.9,16.9,-1.8,3.2,0.106
11.2,16.2,-2.3,2.7,0.106
15.5,20.5,0.7,5.7,0.089
-1.2,3.8,-4.0,1.0,0.316
-0.7,4.3,-3.5,1.5,0.314
2.2,7.2,-1.5,3.5,0.225
14.8,19.8,0.2,5.2,0.089
14.1,19.1,-0.3,4.7,0.089
12.5,17.5,-1.3,3.7,0.087
1.7,6.7,-2.0,3.0,0.203
10.6,15.6,-2.8,2.2,0.089
9.1,14.1,-3.8,1.2000000000000002,0.106
3.5,8.5,-0.5,4.5,0.211
1.0,6.0,-2.5,2.5,0.247
4.9,9.9,0.5,5.5,0.215
2.9,7.9,-1.0,4.0,0.188
0.2,5.2,-3.0,2.0,0.25
4.5,9.5,0.0,5.0,0.214
12.0,17.0,-1.8,3.2,0.089
9.9,14.9,-3.3,1.7000000000000002,0.089
14.9,19.9,0.2,5.2,0.115
13.4,18.4,-0.8,4.2,0.089
2.3,7.3,-1.5,3.5,0.197
-1.1,3.9,-4.0,1.0,0.269
11.3,16.3,-2.3,2.7,0.089
12.6,17.6,-1.3,3.7,0.106
14.2,19.2,-0.3,4.7,0.115
-0.6,4.4,-3.5,1.5,0.328
15.6,20.6,0.7,5.7,0.115
9.2,14.2,-3.8,1.2000000000000002,0.089
3.6,8.6,-0.5,4.5,0.209
10.7,15.7,-2.8,2.2,0.115
1.1,6.1,-2.5,2.5,0.225
4.6,9.6,0.0,5.0,0.218
1.8,6.8,-2.0,3.0,0.23
3.0,8.0,-1.0,4.0,0.231
5.0,10.0,0.5,5.5,0.212
2.4,7.4,-1.5,3.5,0.2
-1.0,4.0,-4.0,1.0,0.31
15.0,20.0,0.2,5.2,0.111
10.0,15.0,-3.3,1.7000000000000002,0.115
0.3,5.3,-3.0,2.0,0.252
12.1,17.1,-1.8,3.2,0.115
14.3,19.3,-0.3,4.7,0.111
13.5,18.5,-0.8,4.2,0.115
11.4,16.4,-2.3,2.7,0.115
15.7,20.7,0.7,5.7,0.111
9.3,14.3,-3.8,1.2000000000000002,0.115
-0.5,4.5,-3.5,1.5,0.25
12.7,17.7,-1.3,3.7,0.089
10.8,15.8,-2.8,2.2,0.111
4.7,9.7,0.0,5.0,0.212
1.9,6.9,-2.0,3.0,0.22
2.5,7.5,-1.5,3.5,0.21
-0.9,4.1,-4.0,1.0,0.278
3.7,8.7,-0.5,4.5,0.193
3.1,8.1,-1.0,4.0,0.213
0.4,5.4,-3.0,2.0,0.233
5.1,10.1,0.5,5.5,0.214
1.2,6.2,-2.5,2.5,0.231
10.1,15.1,-3.3,1.7000000000000002,0.111
15.8,20.8,0.7,5.7,0.094
14.4,19.4,-0.3,4.7,0.094
11.5,16.5,-2.3,2.7,0.111
15.1,20.1,0.2,5.2,0.094
12.2,17.2,-1.8,3.2,0.111
12.8,17.8,-1.3,3.7,0.115
13.6,18.6,-0.8,4.2,0.111
9.4,14.4,-3.8,1.2000000000000002,0.111
4.8,9.8,0.0,5.0,0.19
-0.4,4.6,-3.5,1.5,0.259
2.0,7.0,-2.0,3.0,0.223
10.9,15.9,-2.8,2.2,0.094
2.6,7.6,-1.5,3.5,0.205
3.8,8.8,-0.5,4.5,0.194
5.2,10.2,0.5,5.5,0.2
-0.8,4.2,-4.0,1.0,0.279
0.5,5.5,-3.0,2.0,0.226
10.2,15.2,-3.3,1.7000000000000002,0.094
15.9,20.9,0.7,5.7,0.118
15.2,20.2,0.2,5.2,0.118
11.6,16.6,-2.3,2.7,0.094
1.3,6.3,-2.5,2.5,0.218
3.2,8.2,-1.0,4.0,0.206
14.5,19.5,-0.3,4.7,0.118
12.9,17.9,-1.3,3.7,0.111
13.7,18.7,-0.8,4.2,0.094
12.3,17.3,-1.8,3.2,0.094
9.5,14.5,-3.8,1.2000000000000002,0.094
11.0,16.0,-2.8,2.2,0.118
4.9,9.9,0.0,5.0,0.197
2.7,7.7,-1.5,3.5,0.208
