nop,$\mu_{m}$,success_rate,avg_pvalue,Wrong_ranking_cost_without_no,Wrong_ranking_cost_with_no_proportion
10,1100,0.566,0.6989347474426363,0.045155555555555935,0.035433333333333705
10,1120,0.549,0.7381082231680353,0.04702222222222277,0.037455555555555915
10,1140,0.58,0.7181156891701592,0.04577777777777819,0.03721111111111152
10,1160,0.563,0.7203670198750142,0.043577777777778236,0.03466666666666702
10,1180,0.547,0.7209979484689719,0.046266666666667094,0.03776666666666709
10,1200,0.56,0.7202951594293219,0.04385555555555597,0.03505555555555594
10,1220,0.584,0.6886199499203176,0.04161111111111142,0.033666666666667004
10,1240,0.601,0.7091546727595819,0.04203333333333379,0.034111111111111474
10,1260,0.603,0.7137173768897684,0.04257777777777815,0.03362222222222262
10,1280,0.549,0.6968600956721471,0.04120000000000042,0.03317777777777815
10,1300,0.607,0.7013636478954993,0.04446666666666715,0.03537777777777813
10,1320,0.555,0.6842373688007625,0.04157777777777816,0.03368888888888927
10,1340,0.609,0.6837529217754956,0.038500000000000326,0.032577777777778066
10,1360,0.592,0.6906988350904484,0.03936666666666704,0.03174444444444479
10,1380,0.589,0.6778318818356485,0.03997777777777819,0.03225555555555587
10,1400,0.598,0.6904753341676464,0.03963333333333364,0.03305555555555591
10,1420,0.614,0.6631726097336003,0.038988888888889274,0.032066666666667014
10,1440,0.597,0.6770507539266756,0.041133333333333764,0.03432222222222254
10,1460,0.595,0.6960678905276255,0.03733333333333364,0.031133333333333665
10,1480,0.621,0.6818224673898821,0.03850000000000033,0.03112222222222256
10,1500,0.588,0.701275909915064,0.036722222222222475,0.031500000000000326
10,1520,0.602,0.6765234937585125,0.03885555555555597,0.03132222222222252
10,1540,0.62,0.6645495843016107,0.03772222222222254,0.030733333333333657
10,1560,0.617,0.6745528531421453,0.03625555555555592,0.029055555555555848
10,1580,0.604,0.6612718287860999,0.03627777777777814,0.030044444444444755
10,1600,0.594,0.6709113791522842,0.03876666666666697,0.032366666666667016
10,1620,0.564,0.6781592914025063,0.035600000000000284,0.030277777777778094
10,1640,0.61,0.6801416725893995,0.036677777777778066,0.030177777777778112
10,1660,0.621,0.6491349285250176,0.03587777777777802,0.02972222222222251
10,1680,0.592,0.6753152231358375,0.0365333333333337,0.030566666666667
10,1700,0.635,0.637749415822892,0.03575555555555587,0.028311111111111387
10,1720,0.616,0.665332034850929,0.034322222222222504,0.02915555555555584
10,1740,0.578,0.6722790494377014,0.03776666666666703,0.03261111111111148
10,1760,0.599,0.6532953386795924,0.034688888888889165,0.029233333333333635
10,1780,0.655,0.6364356009791193,0.03353333333333357,0.028222222222222492
10,1800,0.647,0.6389964015160732,0.03480000000000026,0.028788888888889176
10,1820,0.62,0.6654651146522572,0.034788888888889175,0.03072222222222252
10,1840,0.654,0.6218969891350193,0.03203333333333352,0.02703333333333361
10,1860,0.628,0.6396517465706436,0.03367777777777805,0.028566666666666917
10,1880,0.63,0.6699593136829648,0.03397777777777799,0.029666666666666987
10,1900,0.633,0.6339089854715909,0.03276666666666685,0.026755555555555834
10,1920,0.609,0.6426272765993709,0.033777777777778004,0.029200000000000323
10,1940,0.626,0.6207178310209835,0.033366666666666885,0.027911111111111355
10,1960,0.637,0.6567016824455613,0.034300000000000226,0.029422222222222502
10,1980,0.639,0.640686533053633,0.033744444444444646,0.028244444444444686
20,500,0.225,0.9907414055586795,0.07171842105263163,0.052905263157894775
20,520,0.21,0.989384731442658,0.06787631578947363,0.049210526315789455
20,540,0.242,0.982825012356751,0.06780526315789473,0.0485578947368421
20,560,0.219,0.9841755451494613,0.06588947368421057,0.048676315789473644
20,580,0.259,0.9767034803677062,0.06308947368421063,0.045681578947368344
20,600,0.268,0.9793134362636229,0.06261578947368428,0.04619736842105264
20,620,0.255,0.9808718332942269,0.06151842105263173,0.04521315789473688
20,640,0.252,0.9808924754728688,0.061550000000000014,0.04527105263157899
20,660,0.26,0.9771136859448859,0.060107894736842096,0.04451315789473687
20,680,0.282,0.9756260316675127,0.057184210526315865,0.041810526315789485
20,700,0.267,0.9762772673372387,0.057615789473684176,0.04398421052631576
20,720,0.286,0.979197879761463,0.05696578947368426,0.04283684210526312
20,740,0.265,0.9737762970926633,0.05543421052631571,0.04206052631578947
20,760,0.285,0.9774900171406805,0.055623684210526186,0.04199736842105256
20,780,0.265,0.9743157885382898,0.055594736842105315,0.04287631578947363
20,800,0.287,0.9663676645655331,0.052231578947368434,0.03962368421052637
20,820,0.29,0.9725276220022093,0.05336052631578955,0.04077368421052626
20,840,0.272,0.9648191194046193,0.052586842105263085,0.040447368421052635
20,860,0.274,0.9650381817968762,0.05098947368421047,0.03903421052631578
20,880,0.279,0.958527366360821,0.051360526315789495,0.03950789473684202
20,900,0.271,0.9780140842996647,0.051392105263157906,0.040147368421052564
20,920,0.292,0.9639260224583899,0.05045000000000003,0.039626315789473746
20,940,0.278,0.9486200089062681,0.04945263157894732,0.038373684210526234
20,960,0.288,0.9754906952500493,0.04957631578947368,0.03823684210526316
20,980,0.281,0.9660642424153018,0.04841578947368416,0.03778947368421044
20,1000,0.297,0.9573964216530063,0.04822105263157894,0.038026315789473686
20,1020,0.31,0.9619469342486219,0.04706052631578944,0.037457894736842086
20,1040,0.306,0.9556134857466222,0.04608947368421055,0.036547368421052565
20,1060,0.311,0.9602303374364538,0.04556052631578945,0.03688157894736835
20,1080,0.274,0.9638219117871466,0.045273684210526306,0.03606842105263154
20,1100,0.299,0.9620310583721474,0.04639210526315789,0.037002631578947356
20,1120,0.306,0.955746597588984,0.04520526315789473,0.0360421052631579
20,1140,0.286,0.9642835007367788,0.044289473684210524,0.03547631578947371
20,1160,0.317,0.9492465819811436,0.043510526315789416,0.034815789473684154
20,1180,0.304,0.9561571750374326,0.04379210526315792,0.03519210526315785
20,1200,0.321,0.960694985648806,0.043400000000000015,0.035165789473684136
20,1220,0.302,0.9599314406685046,0.04293157894736847,0.035857894736842096
20,1240,0.309,0.9391279088762841,0.04155263157894737,0.033368421052631464
20,1260,0.31,0.9411413634357493,0.04240000000000003,0.03411315789473682
20,1280,0.308,0.9496981859665224,0.04191315789473688,0.03418684210526315
20,1300,0.328,0.9587535544011149,0.04144473684210535,0.03329473684210519
20,1320,0.331,0.9458975436538246,0.04014736842105266,0.03299736842105259
20,1340,0.335,0.9388678405746543,0.040255263157894704,0.03257105263157886
20,1360,0.325,0.9531492045506121,0.041865789473684176,0.03464736842105264
20,1380,0.342,0.9424937116033484,0.04016052631578946,0.03265789473684207
20,1400,0.312,0.9416794606404132,0.0395473684210526,0.03192894736842102
20,1420,0.329,0.9357800838971473,0.03851052631578944,0.030789473684210478
20,1440,0.346,0.9464060715735618,0.04000526315789473,0.032555263157894684
20,1460,0.299,0.9460297830925928,0.03940526315789478,0.03219736842105254
20,1480,0.345,0.9439549153447,0.03828684210526318,0.03169473684210518
20,1500,0.341,0.9405175946778757,0.03787894736842103,0.031373684210526304
20,1520,0.327,0.9426975859543277,0.03921052631578946,0.03221315789473679
20,1540,0.325,0.933647816990088,0.037905263157894754,0.03113421052631573
20,1560,0.339,0.9254803860928077,0.03805263157894738,0.03084736842105256
20,1580,0.339,0.924020902614296,0.03722894736842103,0.030821052631578888
20,1600,0.345,0.9390354136973874,0.03734736842105261,0.031123684210526272
20,1620,0.345,0.9342266817168756,0.037139473684210535,0.030605263157894684
20,1640,0.34,0.9320136714945684,0.03664999999999998,0.030897368421052583
20,1660,0.344,0.9413672236855466,0.03693947368421052,0.03069473684210522
20,1680,0.317,0.9301597049720722,0.036126315789473624,0.030023684210526234
20,1700,0.364,0.9268909822341999,0.03739736842105254,0.03111842105263155
20,1720,0.334,0.9253479579478029,0.036018421052631554,0.02991315789473679
20,1740,0.341,0.9398112918722838,0.0357736842105263,0.030031578947368354
20,1760,0.346,0.9251864688090822,0.034784210526315765,0.029084210526315754
20,1780,0.364,0.935383180416826,0.03495526315789473,0.029749999999999898
20,1800,0.366,0.9226825156941809,0.034976315789473696,0.029323684210526304
20,1820,0.353,0.9261760957526147,0.035381578947368396,0.029873684210526268
20,1840,0.359,0.9277870052254582,0.03521842105263154,0.029692105263157863
20,1860,0.325,0.9264842646046733,0.034805263157894666,0.029199999999999917
20,1880,0.36,0.92426520324486,0.03392631578947368,0.028831578947368364
20,1900,0.378,0.911838614175185,0.034231578947368356,0.02900526315789469
20,1920,0.367,0.9141013708009531,0.034905263157894766,0.02884999999999994
20,1940,0.387,0.8981155110947177,0.03327631578947366,0.0279868421052631
20,1960,0.324,0.9235688481281676,0.03417105263157891,0.02907368421052631
20,1980,0.342,0.9302429718437718,0.033144736842105185,0.02821578947368413
