nop,$\mu_{m}$,success_rate,avg_pvalue,Wrong_ranking_cost_without_no,Wrong_ranking_cost_with_no_proportion
10,1440,0.883,0.14502046365755653,0.03782222222222265,0.012755555555555518
10,1460,0.88,0.142065617829817,0.037866666666667076,0.0121333333333333
10,1480,0.886,0.12222349359106181,0.038166666666667105,0.012611111111111073
10,1500,0.873,0.1305416501028987,0.03866666666666713,0.013044444444444405
10,1520,0.899,0.12515258238496085,0.035644444444444826,0.011999999999999964
10,1540,0.887,0.1302881690717868,0.036511111111111536,0.012111111111111076
10,1560,0.897,0.12962317133289888,0.03642222222222262,0.012244444444444409
10,1580,0.872,0.12686006259508503,0.035911111111111504,0.012333333333333299
10,1600,0.889,0.12257706253993639,0.03705555555555596,0.012622222222222186
10,1620,0.881,0.1300038407077014,0.03564444444444484,0.012844444444444408
10,1640,0.893,0.1262210410005451,0.03591111111111149,0.012533333333333296
10,1660,0.916,0.11384186480725818,0.03510000000000039,0.012244444444444409
10,1680,0.901,0.13207196847462457,0.034155555555555966,0.011333333333333301
10,1700,0.89,0.12279527047563962,0.03382222222222257,0.0117333333333333
10,1720,0.899,0.11233115493157991,0.033600000000000366,0.012222222222222186
10,1740,0.884,0.1294332257384285,0.035988888888889334,0.013355555555555516
10,1760,0.905,0.11958663923621264,0.03532222222222258,0.011499999999999967
10,1780,0.896,0.13126374834179153,0.034466666666667034,0.012777777777777742
10,1800,0.918,0.11396062571298081,0.034133333333333724,0.012733333333333294
10,1820,0.892,0.1343622149993419,0.032988888888889276,0.012644444444444408
10,1840,0.901,0.12410834420267398,0.033000000000000355,0.011444444444444412
10,1860,0.888,0.13192723546628723,0.031100000000000346,0.010844444444444414
10,1880,0.885,0.12949402491706705,0.033388888888889225,0.01142222222222219
10,1900,0.886,0.11927795197899159,0.032500000000000376,0.011311111111111077
10,1920,0.919,0.10645599067390782,0.03128888888888918,0.010466666666666636
10,1940,0.902,0.10773664188217463,0.03090000000000034,0.010955555555555526
10,1960,0.906,0.11427095035467957,0.031922222222222525,0.011955555555555518
10,1980,0.895,0.12976652990491971,0.030933333333333618,0.011311111111111077
20,500,0.535,0.3545581414544443,0.08468157894736832,0.022799999999999966
20,520,0.567,0.3476131164797644,0.08431842105263158,0.02246842105263153
20,540,0.548,0.33968716414069305,0.08253947368421059,0.021997368421052637
20,560,0.569,0.32451791580694095,0.07913947368421062,0.02113157894736836
20,580,0.588,0.3541151592237358,0.07675789473684222,0.02033684210526313
20,600,0.606,0.3424644610932689,0.07624473684210532,0.021594736842105226
20,620,0.576,0.35044938960164024,0.07374736842105267,0.020181578947368373
20,640,0.615,0.33795874902650586,0.07098421052631582,0.019986842105263084
20,660,0.629,0.3181941706392765,0.06926315789473689,0.019510526315789405
20,680,0.625,0.32748779106671355,0.06911315789473671,0.019123684210526244
20,700,0.657,0.3281549686624129,0.06687105263157897,0.019544736842105212
20,720,0.609,0.32950308939568956,0.06513947368421051,0.018878947368420964
20,740,0.661,0.3164764280779484,0.0635631578947368,0.01788947368421044
20,760,0.68,0.3136305754846318,0.06272368421052633,0.018428947368420937
20,780,0.671,0.300392490239711,0.06076315789473683,0.01786315789473671
20,800,0.728,0.28554289236711855,0.060386842105263135,0.017449999999999865
20,820,0.705,0.2995653425529123,0.05920000000000013,0.017386842105263013
20,840,0.686,0.3074175384047823,0.05779210526315795,0.017218421052631428
20,860,0.681,0.2943884027812443,0.05739473684210532,0.017326315789473568
20,880,0.696,0.29285033443466346,0.056586842105263165,0.01713157894736831
20,900,0.711,0.2870038904081268,0.05640526315789476,0.016586842105263
20,920,0.71,0.2879589705054744,0.05507105263157897,0.016457894736841953
20,940,0.703,0.30872163388340684,0.05387631578947368,0.016605263157894606
20,960,0.728,0.29236405852077424,0.052894736842105335,0.01623947368421037
20,980,0.727,0.27630803907096246,0.0522105263157895,0.01594736842105246
20,1000,0.686,0.29052623326709864,0.05208947368421054,0.015684210526315648
20,1020,0.725,0.2819633916441364,0.05049473684210523,0.01551052631578933
20,1040,0.735,0.27675382699991935,0.04952105263157894,0.0154026315789472
20,1060,0.775,0.2817446114509219,0.04911842105263162,0.015481578947368258
20,1080,0.743,0.2678637985994503,0.048423684210526244,0.014818421052631424
20,1100,0.735,0.27454900010686256,0.04692368421052631,0.014863157894736674
20,1120,0.766,0.27921882889283345,0.0470947368421053,0.014936842105262998
20,1140,0.762,0.27273250787141357,0.04727105263157891,0.014760526315789302
20,1160,0.769,0.2454511225784211,0.0458684210526316,0.014686842105262986
20,1180,0.769,0.2613163096630278,0.04585000000000002,0.0142526315789472
20,1200,0.764,0.26992695331593825,0.044976315789473746,0.014818421052631398
20,1220,0.751,0.25989913757093486,0.04439473684210516,0.01472368421052615
20,1240,0.771,0.26203253457958603,0.04392631578947364,0.013989473684210373
20,1260,0.761,0.2863007583003428,0.04338421052631581,0.014128947368420908
20,1280,0.777,0.26704575997309443,0.04277894736842103,0.014118421052631423
20,1300,0.771,0.2699833693018014,0.04237894736842101,0.013492105263157727
20,1320,0.768,0.24437317753265492,0.041968421052631565,0.013760526315789312
20,1340,0.767,0.25506526823458664,0.041897368421052614,0.013026315789473523
20,1360,0.762,0.2615414278316334,0.04147631578947372,0.014071052631578774
20,1380,0.785,0.24867111577683432,0.039755263157894766,0.013189473684210353
20,1400,0.77,0.23757131232729203,0.04031842105263159,0.01314473684210511
20,1420,0.809,0.23050671448445997,0.03971842105263149,0.013107894736841959
20,1440,0.775,0.2419782196031137,0.040415789473684224,0.013205263157894588
20,1460,0.777,0.258093952435961,0.038142105263157894,0.012994736842105102
20,1480,0.816,0.24637217556580066,0.03769473684210525,0.012515789473684036
20,1500,0.783,0.24629971905605355,0.037368421052631565,0.012578947368420875
20,1520,0.808,0.23375858953003548,0.037760526315789425,0.012889473684210374
20,1540,0.799,0.24214321610740125,0.03706052631578944,0.012463157894736685
20,1560,0.791,0.24305071591770508,0.03617631578947365,0.012121052631578783
20,1580,0.778,0.2320058669301449,0.0360131578947368,0.012615789473684054
20,1600,0.804,0.2416108331098296,0.036063157894736846,0.012436842105263003
20,1620,0.818,0.2347096478840401,0.03577631578947365,0.012228947368420895
20,1640,0.774,0.26218147750294024,0.03526315789473684,0.012194736842105107
20,1660,0.803,0.24971866151537084,0.035121052631579,0.012089473684210374
20,1680,0.829,0.22369091593902488,0.03436052631578941,0.0118052631578946
20,1700,0.823,0.21079438930988237,0.034792105263157944,0.011981578947368265
20,1720,0.815,0.23973716738049777,0.03461578947368424,0.012573684210526168
20,1740,0.82,0.2367462540622251,0.03410789473684207,0.012052631578947216
20,1760,0.808,0.23225200079414454,0.0343052631578947,0.012142105263157734
20,1780,0.815,0.2340217383454731,0.033081578947368386,0.011421052631578811
20,1800,0.82,0.23090033613887695,0.03270000000000002,0.011744736842105112
20,1820,0.819,0.2203246744072644,0.033263157894736856,0.011844736842105116
20,1840,0.816,0.2464134094430941,0.032086842105263115,0.011631578947368255
20,1860,0.831,0.22749700372885265,0.032026315789473694,0.011315789473684066
20,1880,0.82,0.21666117455507158,0.03181052631578941,0.011078947368420921
20,1900,0.823,0.23956441142296805,0.0314,0.01133947368421038
20,1920,0.799,0.2412666951764288,0.032210526315789446,0.011299999999999852
20,1940,0.824,0.21970182588948048,0.030513157894736798,0.010994736842105121
20,1960,0.832,0.23053943713537464,0.03126578947368417,0.011289473684210382
20,1980,0.847,0.22286665676559253,0.031671052631578885,0.011978947368420895
