mux1,mux2,muh1,muh2,success_rate
14.9,14.9,1.2,2.4,0.09
9.2,9.2,5.0,10.0,0.837
6.8,6.8,3.0,6.0,0.651
8.0,8.0,4.0,8.0,0.813
4.7,4.7,1.0,2.0,0.156
-1.7,-1.7,4.3,8.6,0.091
-1.1,-1.1,4.8,9.6,0.115
9.6,9.6,5.5,11.0,0.838
5.6,5.6,2.0,4.0,0.414
-2.3,-2.3,3.8,7.6,0.121
8.6,8.6,4.5,9.0,0.812
7.4,7.4,3.5,7.0,0.753
6.2,6.2,2.5,5.0,0.581
-0.2,-0.2,5.8,11.6,0.109
-3.5,-3.5,2.8,5.6,0.086
-2.9,-2.9,3.3,6.6,0.095
15.4,15.4,1.7,3.4,0.089
-0.5,-0.5,5.3,10.6,0.115
5.1,5.1,1.5,3.0,0.235
16.0,16.0,2.2,4.4,0.093
9.3,9.3,5.0,10.0,0.866
6.9,6.9,3.0,6.0,0.645
15.0,15.0,1.2,2.4,0.101
8.1,8.1,4.0,8.0,0.789
-1.6,-1.6,4.3,8.6,0.113
-1.0,-1.0,4.8,9.6,0.082
4.8,4.8,1.0,2.0,0.15
9.7,9.7,5.5,11.0,0.859
-2.2,-2.2,3.8,7.6,0.101
5.7,5.7,2.0,4.0,0.366
8.7,8.7,4.5,9.0,0.82
6.3,6.3,2.5,5.0,0.509
-0.1,-0.1,5.8,11.6,0.102
7.5,7.5,3.5,7.0,0.73
-2.8,-2.8,3.3,6.6,0.097
-3.4,-3.4,2.8,5.6,0.105
15.5,15.5,1.7,3.4,0.105
-0.4,-0.4,5.3,10.6,0.11
-4.0,-4.0,2.3,4.6,0.101
5.2,5.2,1.5,3.0,0.235
9.4,9.4,5.0,10.0,0.84
-0.9,-0.9,4.8,9.6,0.103
15.1,15.1,1.2,2.4,0.096
-1.5,-1.5,4.3,8.6,0.115
7.0,7.0,3.0,6.0,0.584
8.2,8.2,4.0,8.0,0.773
4.9,4.9,1.0,2.0,0.138
9.8,9.8,5.5,11.0,0.83
-2.1,-2.1,3.8,7.6,0.096
5.8,5.8,2.0,4.0,0.333
8.8,8.8,4.5,9.0,0.807
7.6,7.6,3.5,7.0,0.711
6.4,6.4,2.5,5.0,0.457
0.0,0.0,5.8,11.6,0.117
-2.7,-2.7,3.3,6.6,0.096
-3.3,-3.3,2.8,5.6,0.116
-0.3,-0.3,5.3,10.6,0.109
-3.9,-3.9,2.3,4.6,0.099
15.6,15.6,1.7,3.4,0.092
9.5,9.5,5.0,10.0,0.832
5.3,5.3,1.5,3.0,0.219
-0.8,-0.8,4.8,9.6,0.118
-1.4,-1.4,4.3,8.6,0.106
15.2,15.2,1.2,2.4,0.105
7.1,7.1,3.0,6.0,0.564
8.3,8.3,4.0,8.0,0.756
-2.0,-2.0,3.8,7.6,0.093
5.0,5.0,1.0,2.0,0.151
9.9,9.9,5.5,11.0,0.842
5.9,5.9,2.0,4.0,0.287
8.9,8.9,4.5,9.0,0.815
-2.6,-2.6,3.3,6.6,0.111
7.7,7.7,3.5,7.0,0.669
0.1,0.1,5.8,11.6,0.101
6.5,6.5,2.5,5.0,0.414
-0.2,-0.2,5.3,10.6,0.125
-3.2,-3.2,2.8,5.6,0.104
-3.8,-3.8,2.3,4.6,0.09
15.7,15.7,1.7,3.4,0.1
5.4,5.4,1.5,3.0,0.196
9.6,9.6,5.0,10.0,0.812
-0.7,-0.7,4.8,9.6,0.121
-1.3,-1.3,4.3,8.6,0.119
15.3,15.3,1.2,2.4,0.118
7.2,7.2,3.0,6.0,0.537
8.4,8.4,4.0,8.0,0.717
-1.9,-1.9,3.8,7.6,0.118
5.1,5.1,1.0,2.0,0.115
10.0,10.0,5.5,11.0,0.853
6.0,6.0,2.0,4.0,0.287
0.2,0.2,5.8,11.6,0.107
-2.5,-2.5,3.3,6.6,0.101
9.0,9.0,4.5,9.0,0.795
7.8,7.8,3.5,7.0,0.665
-3.1,-3.1,2.8,5.6,0.1
-0.1,-0.1,5.3,10.6,0.107
6.6,6.6,2.5,5.0,0.391
-3.7,-3.7,2.3,4.6,0.116
9.7,9.7,5.0,10.0,0.822
5.5,5.5,1.5,3.0,0.179
15.8,15.8,1.7,3.4,0.097
-0.6,-0.6,4.8,9.6,0.109
-1.2,-1.2,4.3,8.6,0.124
15.4,15.4,1.2,2.4,0.1
7.3,7.3,3.0,6.0,0.503
8.5,8.5,4.0,8.0,0.723
-1.8,-1.8,3.8,7.6,0.126
10.1,10.1,5.5,11.0,0.835
5.2,5.2,1.0,2.0,0.126
6.1,6.1,2.0,4.0,0.265
0.3,0.3,5.8,11.6,0.131
-2.4,-2.4,3.3,6.6,0.104
7.9,7.9,3.5,7.0,0.617
9.1,9.1,4.5,9.0,0.778
0.0,0.0,5.3,10.6,0.131
-3.0,-3.0,2.8,5.6,0.106
6.7,6.7,2.5,5.0,0.376
-3.6,-3.6,2.3,4.6,0.113
9.8,9.8,5.0,10.0,0.823
5.6,5.6,1.5,3.0,0.178
-0.5,-0.5,4.8,9.6,0.13
15.9,15.9,1.7,3.4,0.105
-1.1,-1.1,4.3,8.6,0.117
15.5,15.5,1.2,2.4,0.091
7.4,7.4,3.0,6.0,0.473
-1.7,-1.7,3.8,7.6,0.09
8.6,8.6,4.0,8.0,0.704
10.2,10.2,5.5,11.0,0.838
0.4,0.4,5.8,11.6,0.128
-2.3,-2.3,3.3,6.6,0.114
5.3,5.3,1.0,2.0,0.117
0.1,0.1,5.3,10.6,0.103
6.2,6.2,2.0,4.0,0.243
9.2,9.2,4.5,9.0,0.786
6.8,6.8,2.5,5.0,0.326
-3.5,-3.5,2.3,4.6,0.094
-2.9,-2.9,2.8,5.6,0.136
8.0,8.0,3.5,7.0,0.609
9.9,9.9,5.0,10.0,0.794
-0.4,-0.4,4.8,9.6,0.14
-1.0,-1.0,4.3,8.6,0.109
5.7,5.7,1.5,3.0,0.174
15.6,15.6,1.2,2.4,0.095
16.0,16.0,1.7,3.4,0.117
7.5,7.5,3.0,6.0,0.411
8.7,8.7,4.0,8.0,0.718
-1.6,-1.6,3.8,7.6,0.123
-2.2,-2.2,3.3,6.6,0.12
0.5,0.5,5.8,11.6,0.126
10.3,10.3,5.5,11.0,0.843
0.2,0.2,5.3,10.6,0.144
6.3,6.3,2.0,4.0,0.205
5.4,5.4,1.0,2.0,0.102
9.3,9.3,4.5,9.0,0.78
-3.4,-3.4,2.3,4.6,0.116
-2.8,-2.8,2.8,5.6,0.118
6.9,6.9,2.5,5.0,0.294
10.0,10.0,5.0,10.0,0.801
8.1,8.1,3.5,7.0,0.556
-0.3,-0.3,4.8,9.6,0.155
-0.9,-0.9,4.3,8.6,0.123
-4.0,-4.0,1.8,3.6,0.111
15.7,15.7,1.2,2.4,0.105
5.8,5.8,1.5,3.0,0.146
7.6,7.6,3.0,6.0,0.395
-1.5,-1.5,3.8,7.6,0.115
-2.1,-2.1,3.3,6.6,0.136
0.6,0.6,5.8,11.6,0.13
8.8,8.8,4.0,8.0,0.678
10.4,10.4,5.5,11.0,0.84
0.3,0.3,5.3,10.6,0.149
6.4,6.4,2.0,4.0,0.172
5.5,5.5,1.0,2.0,0.1
-3.3,-3.3,2.3,4.6,0.106
9.4,9.4,4.5,9.0,0.738
10.1,10.1,5.0,10.0,0.762
-2.7,-2.7,2.8,5.6,0.117
7.0,7.0,2.5,5.0,0.257
-0.2,-0.2,4.8,9.6,0.131
8.2,8.2,3.5,7.0,0.532
-0.8,-0.8,4.3,8.6,0.124
-3.9,-3.9,1.8,3.6,0.096
15.8,15.8,1.2,2.4,0.101
5.9,5.9,1.5,3.0,0.147
-1.4,-1.4,3.8,7.6,0.144
0.7,0.7,5.8,11.6,0.143
7.7,7.7,3.0,6.0,0.36
-2.0,-2.0,3.3,6.6,0.135
10.5,10.5,5.5,11.0,0.842
8.9,8.9,4.0,8.0,0.643
0.4,0.4,5.3,10.6,0.158
5.6,5.6,1.0,2.0,0.117
6.5,6.5,2.0,4.0,0.175
-3.2,-3.2,2.3,4.6,0.117
-2.6,-2.6,2.8,5.6,0.117
9.5,9.5,4.5,9.0,0.724
10.2,10.2,5.0,10.0,0.775
7.1,7.1,2.5,5.0,0.222
-0.1,-0.1,4.8,9.6,0.145
8.3,8.3,3.5,7.0,0.511
-0.7,-0.7,4.3,8.6,0.148
-3.8,-3.8,1.8,3.6,0.114
15.9,15.9,1.2,2.4,0.115
-1.3,-1.3,3.8,7.6,0.135
6.0,6.0,1.5,3.0,0.159
-1.9,-1.9,3.3,6.6,0.114
0.8,0.8,5.8,11.6,0.135
7.8,7.8,3.0,6.0,0.307
10.6,10.6,5.5,11.0,0.838
9.0,9.0,4.0,8.0,0.609
0.5,0.5,5.3,10.6,0.168
-3.1,-3.1,2.3,4.6,0.119
-2.5,-2.5,2.8,5.6,0.13
5.7,5.7,1.0,2.0,0.12
6.6,6.6,2.0,4.0,0.181
9.6,9.6,4.5,9.0,0.726
10.3,10.3,5.0,10.0,0.758
0.0,0.0,4.8,9.6,0.172
7.2,7.2,2.5,5.0,0.228
-0.6,-0.6,4.3,8.6,0.155
8.4,8.4,3.5,7.0,0.448
-3.7,-3.7,1.8,3.6,0.112
16.0,16.0,1.2,2.4,0.1
-1.2,-1.2,3.8,7.6,0.151
-1.8,-1.8,3.3,6.6,0.153
0.9,0.9,5.8,11.6,0.169
7.9,7.9,3.0,6.0,0.311
6.1,6.1,1.5,3.0,0.132
10.7,10.7,5.5,11.0,0.827
0.6,0.6,5.3,10.6,0.211
9.1,9.1,4.0,8.0,0.589
-3.0,-3.0,2.3,4.6,0.128
-2.4,-2.4,2.8,5.6,0.13
5.8,5.8,1.0,2.0,0.112
6.7,6.7,2.0,4.0,0.166
7.3,7.3,2.5,5.0,0.191
9.7,9.7,4.5,9.0,0.69
0.1,0.1,4.8,9.6,0.18
10.4,10.4,5.0,10.0,0.734
-0.5,-0.5,4.3,8.6,0.188
-3.6,-3.6,1.8,3.6,0.114
8.5,8.5,3.5,7.0,0.432
-4.0,-4.0,1.3,2.6,0.126
-1.1,-1.1,3.8,7.6,0.161
-1.7,-1.7,3.3,6.6,0.152
8.0,8.0,3.0,6.0,0.285
1.0,1.0,5.8,11.6,0.178
6.2,6.2,1.5,3.0,0.129
10.8,10.8,5.5,11.0,0.82
0.7,0.7,5.3,10.6,0.239
9.2,9.2,4.0,8.0,0.501
-2.9,-2.9,2.3,4.6,0.143
-2.3,-2.3,2.8,5.6,0.143
5.9,5.9,1.0,2.0,0.109
6.8,6.8,2.0,4.0,0.154
0.2,0.2,4.8,9.6,0.225
-0.4,-0.4,4.3,8.6,0.198
9.8,9.8,4.5,9.0,0.658
7.4,7.4,2.5,5.0,0.196
10.5,10.5,5.0,10.0,0.72
-3.5,-3.5,1.8,3.6,0.125
-3.9,-3.9,1.3,2.6,0.113
8.6,8.6,3.5,7.0,0.405
-1.0,-1.0,3.8,7.6,0.188
-1.6,-1.6,3.3,6.6,0.167
1.1,1.1,5.8,11.6,0.21
8.1,8.1,3.0,6.0,0.26
10.9,10.9,5.5,11.0,0.818
0.8,0.8,5.3,10.6,0.241
6.3,6.3,1.5,3.0,0.129
-2.8,-2.8,2.3,4.6,0.14
9.3,9.3,4.0,8.0,0.504
-2.2,-2.2,2.8,5.6,0.152
9.9,9.9,4.5,9.0,0.616
6.9,6.9,2.0,4.0,0.151
6.0,6.0,1.0,2.0,0.092
0.3,0.3,4.8,9.6,0.238
-0.3,-0.3,4.3,8.6,0.221
7.5,7.5,2.5,5.0,0.178
-3.4,-3.4,1.8,3.6,0.128
-3.8,-3.8,1.3,2.6,0.134
10.6,10.6,5.0,10.0,0.729
-0.9,-0.9,3.8,7.6,0.2
8.7,8.7,3.5,7.0,0.381
-1.5,-1.5,3.3,6.6,0.185
1.2,1.2,5.8,11.6,0.223
8.2,8.2,3.0,6.0,0.217
0.9,0.9,5.3,10.6,0.262
-2.7,-2.7,2.3,4.6,0.171
-2.1,-2.1,2.8,5.6,0.16
11.0,11.0,5.5,11.0,0.805
6.4,6.4,1.5,3.0,0.115
9.4,9.4,4.0,8.0,0.444
0.4,0.4,4.8,9.6,0.256
-0.2,-0.2,4.3,8.6,0.249
7.0,7.0,2.0,4.0,0.138
10.0,10.0,4.5,9.0,0.597
6.1,6.1,1.0,2.0,0.108
-3.3,-3.3,1.8,3.6,0.153
-3.7,-3.7,1.3,2.6,0.146
7.6,7.6,2.5,5.0,0.179
10.7,10.7,5.0,10.0,0.696
-0.8,-0.8,3.8,7.6,0.215
-1.4,-1.4,3.3,6.6,0.204
8.8,8.8,3.5,7.0,0.323
1.3,1.3,5.8,11.6,0.278
8.3,8.3,3.0,6.0,0.189
-2.6,-2.6,2.3,4.6,0.18
1.0,1.0,5.3,10.6,0.3
-2.0,-2.0,2.8,5.6,0.205
9.5,9.5,4.0,8.0,0.435
11.1,11.1,5.5,11.0,0.77
6.5,6.5,1.5,3.0,0.111
0.5,0.5,4.8,9.6,0.303
-0.1,-0.1,4.3,8.6,0.26
7.1,7.1,2.0,4.0,0.131
-3.2,-3.2,1.8,3.6,0.144
10.1,10.1,4.5,9.0,0.568
-3.6,-3.6,1.3,2.6,0.164
6.2,6.2,1.0,2.0,0.099
10.8,10.8,5.0,10.0,0.68
-0.7,-0.7,3.8,7.6,0.25
7.7,7.7,2.5,5.0,0.134
-1.3,-1.3,3.3,6.6,0.215
1.4,1.4,5.8,11.6,0.261
8.9,8.9,3.5,7.0,0.286
8.4,8.4,3.0,6.0,0.192
1.1,1.1,5.3,10.6,0.327
-2.5,-2.5,2.3,4.6,0.187
-1.9,-1.9,2.8,5.6,0.183
6.6,6.6,1.5,3.0,0.121
9.6,9.6,4.0,8.0,0.385
0.6,0.6,4.8,9.6,0.342
11.2,11.2,5.5,11.0,0.777
0.0,0.0,4.3,8.6,0.293
-3.1,-3.1,1.8,3.6,0.17
7.2,7.2,2.0,4.0,0.139
10.2,10.2,4.5,9.0,0.522
6.3,6.3,1.0,2.0,0.091
7.8,7.8,2.5,5.0,0.14
-3.5,-3.5,1.3,2.6,0.191
-0.6,-0.6,3.8,7.6,0.272
10.9,10.9,5.0,10.0,0.612
1.5,1.5,5.8,11.6,0.294
9.0,9.0,3.5,7.0,0.26
-1.2,-1.2,3.3,6.6,0.221
8.5,8.5,3.0,6.0,0.193
1.2,1.2,5.3,10.6,0.365
-2.4,-2.4,2.3,4.6,0.184
-1.8,-1.8,2.8,5.6,0.221
0.1,0.1,4.3,8.6,0.316
9.7,9.7,4.0,8.0,0.325
6.7,6.7,1.5,3.0,0.109
0.7,0.7,4.8,9.6,0.333
11.3,11.3,5.5,11.0,0.755
-3.0,-3.0,1.8,3.6,0.178
7.3,7.3,2.0,4.0,0.128
10.3,10.3,4.5,9.0,0.466
6.4,6.4,1.0,2.0,0.109
7.9,7.9,2.5,5.0,0.169
-0.5,-0.5,3.8,7.6,0.302
-3.4,-3.4,1.3,2.6,0.207
11.0,11.0,5.0,10.0,0.59
-1.1,-1.1,3.3,6.6,0.249
1.6,1.6,5.8,11.6,0.302
-1.7,-1.7,2.8,5.6,0.225
9.1,9.1,3.5,7.0,0.244
-2.3,-2.3,2.3,4.6,0.204
1.3,1.3,5.3,10.6,0.415
8.6,8.6,3.0,6.0,0.154
0.2,0.2,4.3,8.6,0.356
9.8,9.8,4.0,8.0,0.343
0.8,0.8,4.8,9.6,0.392
-2.9,-2.9,1.8,3.6,0.201
6.8,6.8,1.5,3.0,0.102
11.4,11.4,5.5,11.0,0.769
7.4,7.4,2.0,4.0,0.124
10.4,10.4,4.5,9.0,0.483
-3.3,-3.3,1.3,2.6,0.217
6.5,6.5,1.0,2.0,0.107
-0.4,-0.4,3.8,7.6,0.322
8.0,8.0,2.5,5.0,0.133
11.1,11.1,5.0,10.0,0.564
-1.0,-1.0,3.3,6.6,0.311
1.7,1.7,5.8,11.6,0.387
-2.2,-2.2,2.3,4.6,0.251
9.2,9.2,3.5,7.0,0.239
-1.6,-1.6,2.8,5.6,0.26
1.4,1.4,5.3,10.6,0.451
8.7,8.7,3.0,6.0,0.165
0.3,0.3,4.3,8.6,0.382
0.9,0.9,4.8,9.6,0.423
-2.8,-2.8,1.8,3.6,0.228
9.9,9.9,4.0,8.0,0.289
6.9,6.9,1.5,3.0,0.127
11.5,11.5,5.5,11.0,0.739
-3.2,-3.2,1.3,2.6,0.259
7.5,7.5,2.0,4.0,0.102
10.5,10.5,4.5,9.0,0.44
-0.3,-0.3,3.8,7.6,0.356
-0.9,-0.9,3.3,6.6,0.319
6.6,6.6,1.0,2.0,0.1
8.1,8.1,2.5,5.0,0.14
11.2,11.2,5.0,10.0,0.542
1.8,1.8,5.8,11.6,0.363
-2.1,-2.1,2.3,4.6,0.292
9.3,9.3,3.5,7.0,0.209
-1.5,-1.5,2.8,5.6,0.313
1.5,1.5,5.3,10.6,0.459
8.8,8.8,3.0,6.0,0.136
0.4,0.4,4.3,8.6,0.416
-2.7,-2.7,1.8,3.6,0.224
1.0,1.0,4.8,9.6,0.465
10.0,10.0,4.0,8.0,0.273
7.0,7.0,1.5,3.0,0.103
-3.1,-3.1,1.3,2.6,0.281
10.6,10.6,4.5,9.0,0.375
-0.2,-0.2,3.8,7.6,0.398
11.6,11.6,5.5,11.0,0.697
-0.8,-0.8,3.3,6.6,0.359
7.6,7.6,2.0,4.0,0.125
6.7,6.7,1.0,2.0,0.088
11.3,11.3,5.0,10.0,0.475
8.2,8.2,2.5,5.0,0.132
1.9,1.9,5.8,11.6,0.393
-2.0,-2.0,2.3,4.6,0.303
9.4,9.4,3.5,7.0,0.217
1.6,1.6,5.3,10.6,0.496
-1.4,-1.4,2.8,5.6,0.301
0.5,0.5,4.3,8.6,0.441
8.9,8.9,3.0,6.0,0.127
-2.6,-2.6,1.8,3.6,0.27
1.1,1.1,4.8,9.6,0.493
-3.0,-3.0,1.3,2.6,0.307
10.1,10.1,4.0,8.0,0.258
7.1,7.1,1.5,3.0,0.12
-0.7,-0.7,3.3,6.6,0.427
-0.1,-0.1,3.8,7.6,0.411
10.7,10.7,4.5,9.0,0.346
11.7,11.7,5.5,11.0,0.68
6.8,6.8,1.0,2.0,0.108
2.0,2.0,5.8,11.6,0.49
-1.9,-1.9,2.3,4.6,0.294
7.7,7.7,2.0,4.0,0.111
8.3,8.3,2.5,5.0,0.139
11.4,11.4,5.0,10.0,0.455
-1.3,-1.3,2.8,5.6,0.369
1.7,1.7,5.3,10.6,0.545
9.5,9.5,3.5,7.0,0.18
0.6,0.6,4.3,8.6,0.511
9.0,9.0,3.0,6.0,0.152
-2.5,-2.5,1.8,3.6,0.276
-2.9,-2.9,1.3,2.6,0.324
1.2,1.2,4.8,9.6,0.517
7.2,7.2,1.5,3.0,0.097
10.2,10.2,4.0,8.0,0.222
-0.6,-0.6,3.3,6.6,0.435
0.0,0.0,3.8,7.6,0.467
10.8,10.8,4.5,9.0,0.327
11.8,11.8,5.5,11.0,0.651
2.1,2.1,5.8,11.6,0.532
-1.8,-1.8,2.3,4.6,0.387
6.9,6.9,1.0,2.0,0.097
7.8,7.8,2.0,4.0,0.115
8.4,8.4,2.5,5.0,0.119
-1.2,-1.2,2.8,5.6,0.36
1.8,1.8,5.3,10.6,0.567
11.5,11.5,5.0,10.0,0.422
9.6,9.6,3.5,7.0,0.178
0.7,0.7,4.3,8.6,0.528
9.1,9.1,3.0,6.0,0.137
-2.4,-2.4,1.8,3.6,0.349
-2.8,-2.8,1.3,2.6,0.387
1.3,1.3,4.8,9.6,0.551
0.1,0.1,3.8,7.6,0.503
-0.5,-0.5,3.3,6.6,0.467
10.3,10.3,4.0,8.0,0.241
7.3,7.3,1.5,3.0,0.096
10.9,10.9,4.5,9.0,0.312
11.9,11.9,5.5,11.0,0.662
2.2,2.2,5.8,11.6,0.555
-1.7,-1.7,2.3,4.6,0.394
7.9,7.9,2.0,4.0,0.104
-1.1,-1.1,2.8,5.6,0.429
8.5,8.5,2.5,5.0,0.112
7.0,7.0,1.0,2.0,0.091
1.9,1.9,5.3,10.6,0.6
9.7,9.7,3.5,7.0,0.168
11.6,11.6,5.0,10.0,0.404
0.8,0.8,4.3,8.6,0.553
9.2,9.2,3.0,6.0,0.132
-2.3,-2.3,1.8,3.6,0.369
-2.7,-2.7,1.3,2.6,0.418
1.4,1.4,4.8,9.6,0.596
0.2,0.2,3.8,7.6,0.542
-0.4,-0.4,3.3,6.6,0.52
10.4,10.4,4.0,8.0,0.189
2.3,2.3,5.8,11.6,0.598
11.0,11.0,4.5,9.0,0.275
12.0,12.0,5.5,11.0,0.587
7.4,7.4,1.5,3.0,0.107
-1.6,-1.6,2.3,4.6,0.445
8.0,8.0,2.0,4.0,0.119
-1.0,-1.0,2.8,5.6,0.462
8.6,8.6,2.5,5.0,0.102
2.0,2.0,5.3,10.6,0.628
0.9,0.9,4.3,8.6,0.592
7.1,7.1,1.0,2.0,0.096
11.7,11.7,5.0,10.0,0.367
9.8,9.8,3.5,7.0,0.15
9.3,9.3,3.0,6.0,0.111
-2.2,-2.2,1.8,3.6,0.417
-2.6,-2.6,1.3,2.6,0.434
1.5,1.5,4.8,9.6,0.628
0.3,0.3,3.8,7.6,0.558
-0.3,-0.3,3.3,6.6,0.544
2.4,2.4,5.8,11.6,0.587
10.5,10.5,4.0,8.0,0.191
12.1,12.1,5.5,11.0,0.547
-1.5,-1.5,2.3,4.6,0.465
11.1,11.1,4.5,9.0,0.276
7.5,7.5,1.5,3.0,0.077
2.1,2.1,5.3,10.6,0.627
8.1,8.1,2.0,4.0,0.12
-0.9,-0.9,2.8,5.6,0.526
8.7,8.7,2.5,5.0,0.122
7.2,7.2,1.0,2.0,0.118
1.0,1.0,4.3,8.6,0.654
11.8,11.8,5.0,10.0,0.336
-2.5,-2.5,1.3,2.6,0.483
9.9,9.9,3.5,7.0,0.152
-2.1,-2.1,1.8,3.6,0.437
9.4,9.4,3.0,6.0,0.109
1.6,1.6,4.8,9.6,0.675
0.4,0.4,3.8,7.6,0.583
-0.2,-0.2,3.3,6.6,0.566
2.5,2.5,5.8,11.6,0.611
12.2,12.2,5.5,11.0,0.563
-1.4,-1.4,2.3,4.6,0.506
7.6,7.6,1.5,3.0,0.112
11.2,11.2,4.5,9.0,0.233
10.6,10.6,4.0,8.0,0.169
2.2,2.2,5.3,10.6,0.683
8.8,8.8,2.5,5.0,0.097
-0.8,-0.8,2.8,5.6,0.528
8.2,8.2,2.0,4.0,0.117
1.1,1.1,4.3,8.6,0.639
7.3,7.3,1.0,2.0,0.102
11.9,11.9,5.0,10.0,0.28
-2.4,-2.4,1.3,2.6,0.478
9.5,9.5,3.0,6.0,0.096
-2.0,-2.0,1.8,3.6,0.467
10.0,10.0,3.5,7.0,0.153
1.7,1.7,4.8,9.6,0.659
0.5,0.5,3.8,7.6,0.635
-0.1,-0.1,3.3,6.6,0.554
2.6,2.6,5.8,11.6,0.646
12.3,12.3,5.5,11.0,0.511
-1.3,-1.3,2.3,4.6,0.535
10.7,10.7,4.0,8.0,0.179
7.7,7.7,1.5,3.0,0.083
11.3,11.3,4.5,9.0,0.197
2.3,2.3,5.3,10.6,0.693
-0.7,-0.7,2.8,5.6,0.57
8.9,8.9,2.5,5.0,0.09
1.2,1.2,4.3,8.6,0.675
8.3,8.3,2.0,4.0,0.097
-2.3,-2.3,1.3,2.6,0.534
12.0,12.0,5.0,10.0,0.273
-1.9,-1.9,1.8,3.6,0.51
7.4,7.4,1.0,2.0,0.109
1.8,1.8,4.8,9.6,0.677
0.6,0.6,3.8,7.6,0.632
9.6,9.6,3.0,6.0,0.112
0.0,0.0,3.3,6.6,0.599
10.1,10.1,3.5,7.0,0.141
2.7,2.7,5.8,11.6,0.679
-1.2,-1.2,2.3,4.6,0.582
12.4,12.4,5.5,11.0,0.465
10.8,10.8,4.0,8.0,0.15
-0.6,-0.6,2.8,5.6,0.6
2.4,2.4,5.3,10.6,0.735
7.8,7.8,1.5,3.0,0.102
11.4,11.4,4.5,9.0,0.178
1.3,1.3,4.3,8.6,0.704
9.0,9.0,2.5,5.0,0.117
8.4,8.4,2.0,4.0,0.113
-1.8,-1.8,1.8,3.6,0.525
-2.2,-2.2,1.3,2.6,0.558
12.1,12.1,5.0,10.0,0.246
0.7,0.7,3.8,7.6,0.682
1.9,1.9,4.8,9.6,0.711
7.5,7.5,1.0,2.0,0.089
0.1,0.1,3.3,6.6,0.647
9.7,9.7,3.0,6.0,0.082
10.2,10.2,3.5,7.0,0.153
2.8,2.8,5.8,11.6,0.726
-1.1,-1.1,2.3,4.6,0.592
12.5,12.5,5.5,11.0,0.421
10.9,10.9,4.0,8.0,0.127
-0.5,-0.5,2.8,5.6,0.628
7.9,7.9,1.5,3.0,0.102
2.5,2.5,5.3,10.6,0.723
11.5,11.5,4.5,9.0,0.172
1.4,1.4,4.3,8.6,0.741
9.1,9.1,2.5,5.0,0.098
-1.7,-1.7,1.8,3.6,0.552
-2.1,-2.1,1.3,2.6,0.594
8.5,8.5,2.0,4.0,0.113
2.0,2.0,4.8,9.6,0.771
0.8,0.8,3.8,7.6,0.699
12.2,12.2,5.0,10.0,0.225
7.6,7.6,1.0,2.0,0.091
0.2,0.2,3.3,6.6,0.693
9.8,9.8,3.0,6.0,0.116
2.9,2.9,5.8,11.6,0.704
10.3,10.3,3.5,7.0,0.114
-1.0,-1.0,2.3,4.6,0.635
-0.4,-0.4,2.8,5.6,0.663
12.6,12.6,5.5,11.0,0.412
11.0,11.0,4.0,8.0,0.14
8.0,8.0,1.5,3.0,0.114
2.6,2.6,5.3,10.6,0.757
11.6,11.6,4.5,9.0,0.16
1.5,1.5,4.3,8.6,0.75
-1.6,-1.6,1.8,3.6,0.589
-2.0,-2.0,1.3,2.6,0.649
9.2,9.2,2.5,5.0,0.108
2.1,2.1,4.8,9.6,0.72
8.6,8.6,2.0,4.0,0.107
0.9,0.9,3.8,7.6,0.717
12.3,12.3,5.0,10.0,0.199
0.3,0.3,3.3,6.6,0.703
9.9,9.9,3.0,6.0,0.126
7.7,7.7,1.0,2.0,0.103
3.0,3.0,5.8,11.6,0.738
10.4,10.4,3.5,7.0,0.143
-0.9,-0.9,2.3,4.6,0.648
-0.3,-0.3,2.8,5.6,0.677
12.7,12.7,5.5,11.0,0.344
11.1,11.1,4.0,8.0,0.155
2.7,2.7,5.3,10.6,0.777
8.1,8.1,1.5,3.0,0.09
-1.5,-1.5,1.8,3.6,0.623
1.6,1.6,4.3,8.6,0.763
11.7,11.7,4.5,9.0,0.147
-1.9,-1.9,1.3,2.6,0.674
2.2,2.2,4.8,9.6,0.761
8.7,8.7,2.0,4.0,0.093
9.3,9.3,2.5,5.0,0.131
1.0,1.0,3.8,7.6,0.744
12.4,12.4,5.0,10.0,0.193
0.4,0.4,3.3,6.6,0.739
10.0,10.0,3.0,6.0,0.097
7.8,7.8,1.0,2.0,0.095
3.1,3.1,5.8,11.6,0.779
-0.8,-0.8,2.3,4.6,0.648
10.5,10.5,3.5,7.0,0.11
-0.2,-0.2,2.8,5.6,0.701
11.2,11.2,4.0,8.0,0.139
12.8,12.8,5.5,11.0,0.314
8.2,8.2,1.5,3.0,0.085
2.8,2.8,5.3,10.6,0.773
1.7,1.7,4.3,8.6,0.789
-1.4,-1.4,1.8,3.6,0.674
-1.8,-1.8,1.3,2.6,0.682
11.8,11.8,4.5,9.0,0.134
2.3,2.3,4.8,9.6,0.794
1.1,1.1,3.8,7.6,0.737
0.5,0.5,3.3,6.6,0.747
8.8,8.8,2.0,4.0,0.119
12.5,12.5,5.0,10.0,0.183
9.4,9.4,2.5,5.0,0.109
10.1,10.1,3.0,6.0,0.113
7.9,7.9,1.0,2.0,0.1
3.2,3.2,5.8,11.6,0.773
-0.7,-0.7,2.3,4.6,0.732
-0.1,-0.1,2.8,5.6,0.713
