,muh1,muh2,mux1,mux2,success_rate
0,-4.0,-8.0,-4.0,-8.0,0.778
1,-4.0,-8.0,-3.9,-7.8,0.79
2,-4.0,-8.0,-3.8,-7.6,0.793
3,-4.0,-8.0,-3.7,-7.4,0.783
4,-4.0,-8.0,-3.6,-7.2,0.758
5,-4.0,-8.0,-3.5,-7.0,0.724
6,-4.0,-8.0,-3.4,-6.8,0.714
7,-4.0,-8.0,-3.3,-6.6,0.679
8,-4.0,-8.0,-3.2,-6.4,0.684
9,-4.0,-8.0,-3.1,-6.2,0.624
10,-4.0,-8.0,-3.0,-6.0,0.599
11,-4.0,-8.0,-2.9,-5.8,0.565
12,-4.0,-8.0,-2.8,-5.6,0.513
13,-4.0,-8.0,-2.7,-5.4,0.512
14,-4.0,-8.0,-2.6,-5.2,0.486
15,-4.0,-8.0,-2.5,-5.0,0.466
16,-4.0,-8.0,-2.4,-4.8,0.426
17,-4.0,-8.0,-2.3,-4.6,0.339
18,-4.0,-8.0,-2.2,-4.4,0.321
19,-4.0,-8.0,-2.1,-4.2,0.301
20,-4.0,-8.0,-2.0,-4.0,0.282
21,-4.0,-8.0,-1.9,-3.8,0.233
22,-4.0,-8.0,-1.8,-3.6,0.237
23,-4.0,-8.0,-1.7,-3.4,0.209
24,-4.0,-8.0,-1.6,-3.2,0.196
25,-4.0,-8.0,-1.5,-3.0,0.197
26,-4.0,-8.0,-1.4,-2.8,0.181
27,-4.0,-8.0,-1.3,-2.6,0.167
28,-4.0,-8.0,-1.2,-2.4,0.142
29,-4.0,-8.0,-1.1,-2.2,0.156
30,-4.0,-8.0,-1.0,-2.0,0.131
31,-4.0,-8.0,-0.9,-1.8,0.126
32,-4.0,-8.0,-0.8,-1.6,0.133
33,-4.0,-8.0,-0.7,-1.4,0.128
34,-4.0,-8.0,-0.6,-1.2,0.12
35,-4.0,-8.0,-0.5,-1.0,0.109
36,-4.0,-8.0,-0.4,-0.8,0.122
37,-4.0,-8.0,-0.3,-0.6,0.117
38,-4.0,-8.0,-0.2,-0.4,0.097
39,-4.0,-8.0,-0.1,-0.2,0.099
40,-4.0,-8.0,0.0,0.0,0.126
41,-4.0,-8.0,0.1,0.2,0.088
42,-4.0,-8.0,0.2,0.4,0.104
43,-4.0,-8.0,0.3,0.6,0.106
44,-4.0,-8.0,0.4,0.8,0.1
45,-4.0,-8.0,0.5,1.0,0.117
46,-4.0,-8.0,0.6,1.2,0.102
47,-4.0,-8.0,0.7,1.4,0.108
48,-4.0,-8.0,0.8,1.6,0.079
49,-4.0,-8.0,0.9,1.8,0.126
50,-4.0,-8.0,1.0,2.0,0.099
51,-4.0,-8.0,1.1,2.2,0.106
52,-4.0,-8.0,1.2,2.4,0.076
53,-4.0,-8.0,1.3,2.6,0.096
54,-4.0,-8.0,1.4,2.8,0.096
55,-4.0,-8.0,1.5,3.0,0.097
56,-4.0,-8.0,1.6,3.2,0.102
57,-4.0,-8.0,1.7,3.4,0.098
58,-4.0,-8.0,1.8,3.6,0.102
59,-4.0,-8.0,1.9,3.8,0.105
60,-4.0,-8.0,2.0,4.0,0.091
61,-4.0,-8.0,2.1,4.2,0.117
62,-4.0,-8.0,2.2,4.4,0.076
63,-4.0,-8.0,2.3,4.6,0.091
64,-4.0,-8.0,2.4,4.8,0.106
65,-4.0,-8.0,2.5,5.0,0.097
66,-4.0,-8.0,2.6,5.2,0.087
67,-4.0,-8.0,2.7,5.4,0.092
68,-4.0,-8.0,2.8,5.6,0.111
69,-4.0,-8.0,2.9,5.8,0.105
70,-4.0,-8.0,3.0,6.0,0.108
71,-4.0,-8.0,3.1,6.2,0.12
72,-4.0,-8.0,3.2,6.4,0.107
73,-4.0,-8.0,3.3,6.6,0.1
74,-4.0,-8.0,3.4,6.8,0.092
75,-4.0,-8.0,3.5,7.0,0.112
76,-4.0,-8.0,3.6,7.2,0.09
77,-4.0,-8.0,3.7,7.4,0.096
78,-4.0,-8.0,3.8,7.6,0.118
79,-4.0,-8.0,3.9,7.8,0.086
80,-4.0,-8.0,4.0,8.0,0.086
81,-4.0,-8.0,4.1,8.2,0.079
82,-4.0,-8.0,4.2,8.4,0.097
83,-4.0,-8.0,4.3,8.6,0.108
84,-4.0,-8.0,4.4,8.8,0.09
85,-4.0,-8.0,4.5,9.0,0.113
86,-4.0,-8.0,4.6,9.2,0.09
87,-4.0,-8.0,4.7,9.4,0.108
88,-4.0,-8.0,4.8,9.6,0.094
89,-4.0,-8.0,4.9,9.8,0.109
90,-4.0,-8.0,5.0,10.0,0.09
91,-4.0,-8.0,5.1,10.2,0.072
92,-4.0,-8.0,5.2,10.4,0.115
93,-4.0,-8.0,5.3,10.6,0.085
94,-4.0,-8.0,5.4,10.8,0.123
95,-4.0,-8.0,5.5,11.0,0.081
96,-4.0,-8.0,5.6,11.2,0.084
97,-4.0,-8.0,5.7,11.4,0.1
98,-4.0,-8.0,5.8,11.6,0.101
99,-4.0,-8.0,5.9,11.8,0.086
100,-4.0,-8.0,6.0,12.0,0.09
101,-4.0,-8.0,6.1,12.2,0.094
102,-4.0,-8.0,6.2,12.4,0.095
103,-4.0,-8.0,6.3,12.6,0.099
104,-4.0,-8.0,6.4,12.8,0.104
105,-4.0,-8.0,6.5,13.0,0.107
106,-4.0,-8.0,6.6,13.2,0.095
107,-4.0,-8.0,6.7,13.4,0.097
108,-4.0,-8.0,6.8,13.6,0.096
109,-4.0,-8.0,6.9,13.8,0.087
110,-4.0,-8.0,7.0,14.0,0.074
111,-4.0,-8.0,7.1,14.2,0.095
112,-4.0,-8.0,7.2,14.4,0.073
113,-4.0,-8.0,7.3,14.6,0.108
114,-4.0,-8.0,7.4,14.8,0.088
115,-4.0,-8.0,7.5,15.0,0.09
116,-4.0,-8.0,7.6,15.2,0.118
117,-4.0,-8.0,7.7,15.4,0.103
118,-4.0,-8.0,7.8,15.6,0.095
119,-4.0,-8.0,7.9,15.8,0.097
120,-4.0,-8.0,8.0,16.0,0.102
121,-4.0,-8.0,8.1,16.2,0.089
122,-4.0,-8.0,8.2,16.4,0.097
123,-4.0,-8.0,8.3,16.6,0.1
124,-4.0,-8.0,8.4,16.8,0.094
125,-4.0,-8.0,8.5,17.0,0.099
126,-4.0,-8.0,8.6,17.2,0.096
127,-4.0,-8.0,8.7,17.4,0.099
128,-4.0,-8.0,8.8,17.6,0.094
129,-4.0,-8.0,8.9,17.8,0.097
130,-4.0,-8.0,9.0,18.0,0.097
131,-4.0,-8.0,9.1,18.2,0.096
132,-4.0,-8.0,9.2,18.4,0.1
133,-4.0,-8.0,9.3,18.6,0.103
134,-4.0,-8.0,9.4,18.8,0.113
135,-4.0,-8.0,9.5,19.0,0.089
136,-4.0,-8.0,9.6,19.2,0.114
137,-4.0,-8.0,9.7,19.4,0.096
138,-4.0,-8.0,9.8,19.6,0.091
139,-4.0,-8.0,9.9,19.8,0.095
140,-4.0,-8.0,10.0,20.0,0.084
141,-4.0,-8.0,10.1,20.2,0.105
142,-4.0,-8.0,10.2,20.4,0.108
143,-4.0,-8.0,10.3,20.6,0.085
144,-4.0,-8.0,10.4,20.8,0.088
145,-4.0,-8.0,10.5,21.0,0.087
146,-4.0,-8.0,10.6,21.2,0.086
147,-4.0,-8.0,10.7,21.4,0.092
148,-4.0,-8.0,10.8,21.6,0.081
149,-4.0,-8.0,10.9,21.8,0.099
150,-4.0,-8.0,11.0,22.0,0.095
151,-4.0,-8.0,11.1,22.2,0.111
152,-4.0,-8.0,11.2,22.4,0.082
153,-4.0,-8.0,11.3,22.6,0.101
154,-4.0,-8.0,11.4,22.8,0.096
155,-4.0,-8.0,11.5,23.0,0.108
156,-4.0,-8.0,11.6,23.2,0.098
157,-4.0,-8.0,11.7,23.4,0.091
158,-4.0,-8.0,11.8,23.6,0.108
159,-4.0,-8.0,11.9,23.8,0.08
160,-4.0,-8.0,12.0,24.0,0.112
161,-4.0,-8.0,12.1,24.2,0.114
162,-4.0,-8.0,12.2,24.4,0.11
163,-4.0,-8.0,12.3,24.6,0.11
164,-4.0,-8.0,12.4,24.8,0.089
165,-4.0,-8.0,12.5,25.0,0.117
166,-4.0,-8.0,12.6,25.2,0.099
167,-4.0,-8.0,12.7,25.4,0.085
168,-4.0,-8.0,12.8,25.6,0.101
169,-4.0,-8.0,12.9,25.8,0.088
170,-4.0,-8.0,13.0,26.0,0.098
171,-4.0,-8.0,13.1,26.2,0.106
172,-4.0,-8.0,13.2,26.4,0.096
173,-4.0,-8.0,13.3,26.6,0.113
174,-4.0,-8.0,13.4,26.8,0.109
175,-4.0,-8.0,13.5,27.0,0.104
176,-4.0,-8.0,13.6,27.2,0.096
177,-4.0,-8.0,13.7,27.4,0.102
178,-4.0,-8.0,13.8,27.6,0.104
179,-4.0,-8.0,13.9,27.8,0.094
180,-4.0,-8.0,14.0,28.0,0.094
181,-4.0,-8.0,14.1,28.2,0.093
182,-4.0,-8.0,14.2,28.4,0.106
183,-4.0,-8.0,14.3,28.6,0.11
184,-4.0,-8.0,14.4,28.8,0.102
185,-4.0,-8.0,14.5,29.0,0.105
186,-4.0,-8.0,14.6,29.2,0.088
187,-4.0,-8.0,14.7,29.4,0.097
188,-4.0,-8.0,14.8,29.6,0.097
189,-4.0,-8.0,14.9,29.8,0.078
190,-4.0,-8.0,15.0,30.0,0.109
191,-4.0,-8.0,15.1,30.2,0.099
192,-4.0,-8.0,15.2,30.4,0.103
193,-4.0,-8.0,15.3,30.6,0.1
194,-4.0,-8.0,15.4,30.8,0.116
195,-4.0,-8.0,15.5,31.0,0.097
196,-4.0,-8.0,15.6,31.2,0.092
197,-4.0,-8.0,15.7,31.4,0.103
198,-4.0,-8.0,15.8,31.6,0.093
199,-4.0,-8.0,15.9,31.8,0.105
200,-4.0,-8.0,16.0,32.0,0.1
201,-3.9,-7.8,-4.0,-8.0,0.814
202,-3.9,-7.8,-3.9,-7.8,0.788
203,-3.9,-7.8,-3.8,-7.6,0.766
204,-3.9,-7.8,-3.7,-7.4,0.814
205,-3.9,-7.8,-3.6,-7.2,0.775
206,-3.9,-7.8,-3.5,-7.0,0.765
207,-3.9,-7.8,-3.4,-6.8,0.752
208,-3.9,-7.8,-3.3,-6.6,0.711
209,-3.9,-7.8,-3.2,-6.4,0.667
210,-3.9,-7.8,-3.1,-6.2,0.641
211,-3.9,-7.8,-3.0,-6.0,0.64
212,-3.9,-7.8,-2.9,-5.8,0.572
213,-3.9,-7.8,-2.8,-5.6,0.564
214,-3.9,-7.8,-2.7,-5.4,0.525
215,-3.9,-7.8,-2.6,-5.2,0.526
216,-3.9,-7.8,-2.5,-5.0,0.469
217,-3.9,-7.8,-2.4,-4.8,0.434
218,-3.9,-7.8,-2.3,-4.6,0.379
219,-3.9,-7.8,-2.2,-4.4,0.358
220,-3.9,-7.8,-2.1,-4.2,0.289
221,-3.9,-7.8,-2.0,-4.0,0.306
222,-3.9,-7.8,-1.9,-3.8,0.282
223,-3.9,-7.8,-1.8,-3.6,0.23
224,-3.9,-7.8,-1.7,-3.4,0.229
225,-3.9,-7.8,-1.6,-3.2,0.223
226,-3.9,-7.8,-1.5,-3.0,0.182
227,-3.9,-7.8,-1.4,-2.8,0.181
228,-3.9,-7.8,-1.3,-2.6,0.173
229,-3.9,-7.8,-1.2,-2.4,0.167
230,-3.9,-7.8,-1.1,-2.2,0.167
231,-3.9,-7.8,-1.0,-2.0,0.133
232,-3.9,-7.8,-0.9,-1.8,0.129
233,-3.9,-7.8,-0.8,-1.6,0.114
234,-3.9,-7.8,-0.7,-1.4,0.133
235,-3.9,-7.8,-0.6,-1.2,0.131
236,-3.9,-7.8,-0.5,-1.0,0.109
237,-3.9,-7.8,-0.4,-0.8,0.121
238,-3.9,-7.8,-0.3,-0.6,0.113
239,-3.9,-7.8,-0.2,-0.4,0.124
240,-3.9,-7.8,-0.1,-0.2,0.112
241,-3.9,-7.8,0.0,0.0,0.101
242,-3.9,-7.8,0.1,0.2,0.104
243,-3.9,-7.8,0.2,0.4,0.09
244,-3.9,-7.8,0.3,0.6,0.105
245,-3.9,-7.8,0.4,0.8,0.104
246,-3.9,-7.8,0.5,1.0,0.099
247,-3.9,-7.8,0.6,1.2,0.1
248,-3.9,-7.8,0.7,1.4,0.096
249,-3.9,-7.8,0.8,1.6,0.104
250,-3.9,-7.8,0.9,1.8,0.102
251,-3.9,-7.8,1.0,2.0,0.119
252,-3.9,-7.8,1.1,2.2,0.091
253,-3.9,-7.8,1.2,2.4,0.096
254,-3.9,-7.8,1.3,2.6,0.094
255,-3.9,-7.8,1.4,2.8,0.11
256,-3.9,-7.8,1.5,3.0,0.098
257,-3.9,-7.8,1.6,3.2,0.102
258,-3.9,-7.8,1.7,3.4,0.097
259,-3.9,-7.8,1.8,3.6,0.106
260,-3.9,-7.8,1.9,3.8,0.086
261,-3.9,-7.8,2.0,4.0,0.084
262,-3.9,-7.8,2.1,4.2,0.096
263,-3.9,-7.8,2.2,4.4,0.091
264,-3.9,-7.8,2.3,4.6,0.1
265,-3.9,-7.8,2.4,4.8,0.1
266,-3.9,-7.8,2.5,5.0,0.098
267,-3.9,-7.8,2.6,5.2,0.107
268,-3.9,-7.8,2.7,5.4,0.101
269,-3.9,-7.8,2.8,5.6,0.093
270,-3.9,-7.8,2.9,5.8,0.094
271,-3.9,-7.8,3.0,6.0,0.096
272,-3.9,-7.8,3.1,6.2,0.098
273,-3.9,-7.8,3.2,6.4,0.102
274,-3.9,-7.8,3.3,6.6,0.086
275,-3.9,-7.8,3.4,6.8,0.108
276,-3.9,-7.8,3.5,7.0,0.094
277,-3.9,-7.8,3.6,7.2,0.081
278,-3.9,-7.8,3.7,7.4,0.099
279,-3.9,-7.8,3.8,7.6,0.078
280,-3.9,-7.8,3.9,7.8,0.1
281,-3.9,-7.8,4.0,8.0,0.096
282,-3.9,-7.8,4.1,8.2,0.097
283,-3.9,-7.8,4.2,8.4,0.107
284,-3.9,-7.8,4.3,8.6,0.089
285,-3.9,-7.8,4.4,8.8,0.109
286,-3.9,-7.8,4.5,9.0,0.109
287,-3.9,-7.8,4.6,9.2,0.102
288,-3.9,-7.8,4.7,9.4,0.096
289,-3.9,-7.8,4.8,9.6,0.093
290,-3.9,-7.8,4.9,9.8,0.093
291,-3.9,-7.8,5.0,10.0,0.103
292,-3.9,-7.8,5.1,10.2,0.099
293,-3.9,-7.8,5.2,10.4,0.113
294,-3.9,-7.8,5.3,10.6,0.105
295,-3.9,-7.8,5.4,10.8,0.096
296,-3.9,-7.8,5.5,11.0,0.106
297,-3.9,-7.8,5.6,11.2,0.1
298,-3.9,-7.8,5.7,11.4,0.099
299,-3.9,-7.8,5.8,11.6,0.101
300,-3.9,-7.8,5.9,11.8,0.105
301,-3.9,-7.8,6.0,12.0,0.099
302,-3.9,-7.8,6.1,12.2,0.102
303,-3.9,-7.8,6.2,12.4,0.095
304,-3.9,-7.8,6.3,12.6,0.108
305,-3.9,-7.8,6.4,12.8,0.097
306,-3.9,-7.8,6.5,13.0,0.114
307,-3.9,-7.8,6.6,13.2,0.103
308,-3.9,-7.8,6.7,13.4,0.101
309,-3.9,-7.8,6.8,13.6,0.103
310,-3.9,-7.8,6.9,13.8,0.1
311,-3.9,-7.8,7.0,14.0,0.112
312,-3.9,-7.8,7.1,14.2,0.104
313,-3.9,-7.8,7.2,14.4,0.097
314,-3.9,-7.8,7.3,14.6,0.085
315,-3.9,-7.8,7.4,14.8,0.111
316,-3.9,-7.8,7.5,15.0,0.114
317,-3.9,-7.8,7.6,15.2,0.103
318,-3.9,-7.8,7.7,15.4,0.098
319,-3.9,-7.8,7.8,15.6,0.091
320,-3.9,-7.8,7.9,15.8,0.112
321,-3.9,-7.8,8.0,16.0,0.1
322,-3.9,-7.8,8.1,16.2,0.104
323,-3.9,-7.8,8.2,16.4,0.11
324,-3.9,-7.8,8.3,16.6,0.092
325,-3.9,-7.8,8.4,16.8,0.118
326,-3.9,-7.8,8.5,17.0,0.107
327,-3.9,-7.8,8.6,17.2,0.108
328,-3.9,-7.8,8.7,17.4,0.092
329,-3.9,-7.8,8.8,17.6,0.089
330,-3.9,-7.8,8.9,17.8,0.114
331,-3.9,-7.8,9.0,18.0,0.093
332,-3.9,-7.8,9.1,18.2,0.106
333,-3.9,-7.8,9.2,18.4,0.097
334,-3.9,-7.8,9.3,18.6,0.111
335,-3.9,-7.8,9.4,18.8,0.108
336,-3.9,-7.8,9.5,19.0,0.096
337,-3.9,-7.8,9.6,19.2,0.104
338,-3.9,-7.8,9.7,19.4,0.104
339,-3.9,-7.8,9.8,19.6,0.098
340,-3.9,-7.8,9.9,19.8,0.115
341,-3.9,-7.8,10.0,20.0,0.106
342,-3.9,-7.8,10.1,20.2,0.113
343,-3.9,-7.8,10.2,20.4,0.097
344,-3.9,-7.8,10.3,20.6,0.076
345,-3.9,-7.8,10.4,20.8,0.096
346,-3.9,-7.8,10.5,21.0,0.102
347,-3.9,-7.8,10.6,21.2,0.111
348,-3.9,-7.8,10.7,21.4,0.091
349,-3.9,-7.8,10.8,21.6,0.097
350,-3.9,-7.8,10.9,21.8,0.101
351,-3.9,-7.8,11.0,22.0,0.087
352,-3.9,-7.8,11.1,22.2,0.096
353,-3.9,-7.8,11.2,22.4,0.098
354,-3.9,-7.8,11.3,22.6,0.099
355,-3.9,-7.8,11.4,22.8,0.081
356,-3.9,-7.8,11.5,23.0,0.105
357,-3.9,-7.8,11.6,23.2,0.118
358,-3.9,-7.8,11.7,23.4,0.096
359,-3.9,-7.8,11.8,23.6,0.093
360,-3.9,-7.8,11.9,23.8,0.107
361,-3.9,-7.8,12.0,24.0,0.1
362,-3.9,-7.8,12.1,24.2,0.092
363,-3.9,-7.8,12.2,24.4,0.093
364,-3.9,-7.8,12.3,24.6,0.095
365,-3.9,-7.8,12.4,24.8,0.095
366,-3.9,-7.8,12.5,25.0,0.093
367,-3.9,-7.8,12.6,25.2,0.1
368,-3.9,-7.8,12.7,25.4,0.105
369,-3.9,-7.8,12.8,25.6,0.096
370,-3.9,-7.8,12.9,25.8,0.104
371,-3.9,-7.8,13.0,26.0,0.084
372,-3.9,-7.8,13.1,26.2,0.091
373,-3.9,-7.8,13.2,26.4,0.109
374,-3.9,-7.8,13.3,26.6,0.097
375,-3.9,-7.8,13.4,26.8,0.099
376,-3.9,-7.8,13.5,27.0,0.084
377,-3.9,-7.8,13.6,27.2,0.094
378,-3.9,-7.8,13.7,27.4,0.104
379,-3.9,-7.8,13.8,27.6,0.109
380,-3.9,-7.8,13.9,27.8,0.108
381,-3.9,-7.8,14.0,28.0,0.095
382,-3.9,-7.8,14.1,28.2,0.099
383,-3.9,-7.8,14.2,28.4,0.097
384,-3.9,-7.8,14.3,28.6,0.098
385,-3.9,-7.8,14.4,28.8,0.092
386,-3.9,-7.8,14.5,29.0,0.087
387,-3.9,-7.8,14.6,29.2,0.105
388,-3.9,-7.8,14.7,29.4,0.08
389,-3.9,-7.8,14.8,29.6,0.086
390,-3.9,-7.8,14.9,29.8,0.103
391,-3.9,-7.8,15.0,30.0,0.11
392,-3.9,-7.8,15.1,30.2,0.106
393,-3.9,-7.8,15.2,30.4,0.076
394,-3.9,-7.8,15.3,30.6,0.098
395,-3.9,-7.8,15.4,30.8,0.102
396,-3.9,-7.8,15.5,31.0,0.091
397,-3.9,-7.8,15.6,31.2,0.106
398,-3.9,-7.8,15.7,31.4,0.092
399,-3.9,-7.8,15.8,31.6,0.102
400,-3.9,-7.8,15.9,31.8,0.097
401,-3.9,-7.8,16.0,32.0,0.089
402,-3.8,-7.6,-4.0,-8.0,0.829
403,-3.8,-7.6,-3.9,-7.8,0.804
404,-3.8,-7.6,-3.8,-7.6,0.798
405,-3.8,-7.6,-3.7,-7.4,0.788
406,-3.8,-7.6,-3.6,-7.2,0.786
407,-3.8,-7.6,-3.5,-7.0,0.757
408,-3.8,-7.6,-3.4,-6.8,0.754
409,-3.8,-7.6,-3.3,-6.6,0.747
410,-3.8,-7.6,-3.2,-6.4,0.701
411,-3.8,-7.6,-3.1,-6.2,0.715
412,-3.8,-7.6,-3.0,-6.0,0.635
413,-3.8,-7.6,-2.9,-5.8,0.632
414,-3.8,-7.6,-2.8,-5.6,0.596
415,-3.8,-7.6,-2.7,-5.4,0.588
416,-3.8,-7.6,-2.6,-5.2,0.545
417,-3.8,-7.6,-2.5,-5.0,0.525
418,-3.8,-7.6,-2.4,-4.8,0.477
419,-3.8,-7.6,-2.3,-4.6,0.436
420,-3.8,-7.6,-2.2,-4.4,0.377
421,-3.8,-7.6,-2.1,-4.2,0.368
422,-3.8,-7.6,-2.0,-4.0,0.31
423,-3.8,-7.6,-1.9,-3.8,0.273
424,-3.8,-7.6,-1.8,-3.6,0.283
425,-3.8,-7.6,-1.7,-3.4,0.251
426,-3.8,-7.6,-1.6,-3.2,0.237
427,-3.8,-7.6,-1.5,-3.0,0.209
428,-3.8,-7.6,-1.4,-2.8,0.199
429,-3.8,-7.6,-1.3,-2.6,0.182
430,-3.8,-7.6,-1.2,-2.4,0.164
431,-3.8,-7.6,-1.1,-2.2,0.165
432,-3.8,-7.6,-1.0,-2.0,0.169
433,-3.8,-7.6,-0.9,-1.8,0.13
434,-3.8,-7.6,-0.8,-1.6,0.125
435,-3.8,-7.6,-0.7,-1.4,0.146
436,-3.8,-7.6,-0.6,-1.2,0.129
437,-3.8,-7.6,-0.5,-1.0,0.112
438,-3.8,-7.6,-0.4,-0.8,0.114
439,-3.8,-7.6,-0.3,-0.6,0.117
440,-3.8,-7.6,-0.2,-0.4,0.119
441,-3.8,-7.6,-0.1,-0.2,0.126
442,-3.8,-7.6,0.0,0.0,0.112
443,-3.8,-7.6,0.1,0.2,0.104
444,-3.8,-7.6,0.2,0.4,0.107
445,-3.8,-7.6,0.3,0.6,0.115
446,-3.8,-7.6,0.4,0.8,0.11
447,-3.8,-7.6,0.5,1.0,0.1
448,-3.8,-7.6,0.6,1.2,0.095
449,-3.8,-7.6,0.7,1.4,0.102
450,-3.8,-7.6,0.8,1.6,0.097
451,-3.8,-7.6,0.9,1.8,0.096
452,-3.8,-7.6,1.0,2.0,0.099
453,-3.8,-7.6,1.1,2.2,0.092
454,-3.8,-7.6,1.2,2.4,0.11
455,-3.8,-7.6,1.3,2.6,0.109
456,-3.8,-7.6,1.4,2.8,0.111
457,-3.8,-7.6,1.5,3.0,0.1
458,-3.8,-7.6,1.6,3.2,0.091
459,-3.8,-7.6,1.7,3.4,0.073
460,-3.8,-7.6,1.8,3.6,0.105
461,-3.8,-7.6,1.9,3.8,0.092
462,-3.8,-7.6,2.0,4.0,0.098
463,-3.8,-7.6,2.1,4.2,0.091
464,-3.8,-7.6,2.2,4.4,0.089
465,-3.8,-7.6,2.3,4.6,0.105
466,-3.8,-7.6,2.4,4.8,0.099
467,-3.8,-7.6,2.5,5.0,0.11
468,-3.8,-7.6,2.6,5.2,0.11
469,-3.8,-7.6,2.7,5.4,0.085
470,-3.8,-7.6,2.8,5.6,0.089
471,-3.8,-7.6,2.9,5.8,0.111
472,-3.8,-7.6,3.0,6.0,0.102
473,-3.8,-7.6,3.1,6.2,0.1
474,-3.8,-7.6,3.2,6.4,0.097
475,-3.8,-7.6,3.3,6.6,0.1
476,-3.8,-7.6,3.4,6.8,0.103
477,-3.8,-7.6,3.5,7.0,0.11
478,-3.8,-7.6,3.6,7.2,0.099
479,-3.8,-7.6,3.7,7.4,0.096
480,-3.8,-7.6,3.8,7.6,0.122
481,-3.8,-7.6,3.9,7.8,0.101
482,-3.8,-7.6,4.0,8.0,0.091
483,-3.8,-7.6,4.1,8.2,0.096
484,-3.8,-7.6,4.2,8.4,0.111
485,-3.8,-7.6,4.3,8.6,0.089
486,-3.8,-7.6,4.4,8.8,0.089
487,-3.8,-7.6,4.5,9.0,0.112
488,-3.8,-7.6,4.6,9.2,0.121
489,-3.8,-7.6,4.7,9.4,0.092
490,-3.8,-7.6,4.8,9.6,0.108
491,-3.8,-7.6,4.9,9.8,0.096
492,-3.8,-7.6,5.0,10.0,0.097
493,-3.8,-7.6,5.1,10.2,0.095
494,-3.8,-7.6,5.2,10.4,0.095
495,-3.8,-7.6,5.3,10.6,0.079
496,-3.8,-7.6,5.4,10.8,0.099
497,-3.8,-7.6,5.5,11.0,0.089
498,-3.8,-7.6,5.6,11.2,0.093
499,-3.8,-7.6,5.7,11.4,0.097
500,-3.8,-7.6,5.8,11.6,0.097
501,-3.8,-7.6,5.9,11.8,0.093
502,-3.8,-7.6,6.0,12.0,0.111
503,-3.8,-7.6,6.1,12.2,0.086
504,-3.8,-7.6,6.2,12.4,0.094
505,-3.8,-7.6,6.3,12.6,0.072
506,-3.8,-7.6,6.4,12.8,0.096
507,-3.8,-7.6,6.5,13.0,0.101
508,-3.8,-7.6,6.6,13.2,0.104
509,-3.8,-7.6,6.7,13.4,0.094
510,-3.8,-7.6,6.8,13.6,0.098
511,-3.8,-7.6,6.9,13.8,0.112
512,-3.8,-7.6,7.0,14.0,0.104
513,-3.8,-7.6,7.1,14.2,0.096
514,-3.8,-7.6,7.2,14.4,0.106
515,-3.8,-7.6,7.3,14.6,0.098
516,-3.8,-7.6,7.4,14.8,0.096
517,-3.8,-7.6,7.5,15.0,0.118
518,-3.8,-7.6,7.6,15.2,0.105
519,-3.8,-7.6,7.7,15.4,0.095
520,-3.8,-7.6,7.8,15.6,0.093
521,-3.8,-7.6,7.9,15.8,0.106
522,-3.8,-7.6,8.0,16.0,0.115
523,-3.8,-7.6,8.1,16.2,0.1
524,-3.8,-7.6,8.2,16.4,0.09
525,-3.8,-7.6,8.3,16.6,0.121
526,-3.8,-7.6,8.4,16.8,0.122
527,-3.8,-7.6,8.5,17.0,0.068
528,-3.8,-7.6,8.6,17.2,0.094
529,-3.8,-7.6,8.7,17.4,0.097
530,-3.8,-7.6,8.8,17.6,0.1
531,-3.8,-7.6,8.9,17.8,0.106
532,-3.8,-7.6,9.0,18.0,0.109
533,-3.8,-7.6,9.1,18.2,0.096
534,-3.8,-7.6,9.2,18.4,0.096
535,-3.8,-7.6,9.3,18.6,0.101
536,-3.8,-7.6,9.4,18.8,0.091
537,-3.8,-7.6,9.5,19.0,0.106
538,-3.8,-7.6,9.6,19.2,0.11
539,-3.8,-7.6,9.7,19.4,0.105
540,-3.8,-7.6,9.8,19.6,0.088
541,-3.8,-7.6,9.9,19.8,0.11
542,-3.8,-7.6,10.0,20.0,0.107
543,-3.8,-7.6,10.1,20.2,0.087
544,-3.8,-7.6,10.2,20.4,0.096
545,-3.8,-7.6,10.3,20.6,0.1
546,-3.8,-7.6,10.4,20.8,0.096
547,-3.8,-7.6,10.5,21.0,0.105
548,-3.8,-7.6,10.6,21.2,0.101
549,-3.8,-7.6,10.7,21.4,0.12
550,-3.8,-7.6,10.8,21.6,0.112
551,-3.8,-7.6,10.9,21.8,0.1
552,-3.8,-7.6,11.0,22.0,0.104
553,-3.8,-7.6,11.1,22.2,0.082
554,-3.8,-7.6,11.2,22.4,0.101
555,-3.8,-7.6,11.3,22.6,0.111
556,-3.8,-7.6,11.4,22.8,0.102
557,-3.8,-7.6,11.5,23.0,0.099
558,-3.8,-7.6,11.6,23.2,0.1
559,-3.8,-7.6,11.7,23.4,0.107
560,-3.8,-7.6,11.8,23.6,0.102
561,-3.8,-7.6,11.9,23.8,0.108
562,-3.8,-7.6,12.0,24.0,0.115
563,-3.8,-7.6,12.1,24.2,0.104
564,-3.8,-7.6,12.2,24.4,0.097
565,-3.8,-7.6,12.3,24.6,0.084
566,-3.8,-7.6,12.4,24.8,0.091
567,-3.8,-7.6,12.5,25.0,0.109
568,-3.8,-7.6,12.6,25.2,0.11
569,-3.8,-7.6,12.7,25.4,0.098
570,-3.8,-7.6,12.8,25.6,0.114
571,-3.8,-7.6,12.9,25.8,0.096
