mux1,mux2,muh1,muh2,success_rate
3.2,6.4,10.1,20.2,0.093
2.0,4.0,9.1,18.2,0.109
12.3,24.6,9.3,18.6,0.149
1.4,2.8,8.6,17.2,0.104
13.5,27.0,10.3,20.6,0.122
-1.3,-2.6,6.6,13.2,0.096
12.9,25.8,9.8,19.6,0.144
10.5,21.0,7.8,15.6,0.179
9.3,18.6,6.8,13.6,0.371
0.1,0.2,7.6,15.2,0.108
2.6,5.2,9.6,19.2,0.083
9.8,19.6,7.3,14.6,0.259
11.1,22.2,8.3,16.6,0.165
8.7,17.4,6.3,12.6,0.51
11.8,23.6,8.8,17.6,0.14
0.8,1.6,8.1,16.2,0.107
-1.9,-3.8,6.1,12.2,0.096
3.9,7.8,10.6,21.2,0.093
-0.6,-1.2,7.1,14.2,0.099
3.3,6.6,10.1,20.2,0.084
12.4,24.8,9.3,18.6,0.137
14.2,28.4,10.8,21.6,0.12
2.1,4.2,9.1,18.2,0.104
1.5,3.0,8.6,17.2,0.107
-1.2,-2.4,6.6,13.2,0.101
13.6,27.2,10.3,20.6,0.122
10.6,21.2,7.8,15.6,0.214
13.0,26.0,9.8,19.6,0.13
9.4,18.8,6.8,13.6,0.356
0.2,0.4,7.6,15.2,0.104
9.9,19.8,7.3,14.6,0.276
2.7,5.4,9.6,19.2,0.108
11.2,22.4,8.3,16.6,0.171
8.8,17.6,6.3,12.6,0.512
0.9,1.8,8.1,16.2,0.1
11.9,23.8,8.8,17.6,0.135
-0.5,-1.0,7.1,14.2,0.097
4.0,8.0,10.6,21.2,0.084
-1.8,-3.6,6.1,12.2,0.092
2.2,4.4,9.1,18.2,0.107
3.4,6.8,10.1,20.2,0.108
14.3,28.6,10.8,21.6,0.11
12.5,25.0,9.3,18.6,0.156
1.6,3.2,8.6,17.2,0.099
-1.1,-2.2,6.6,13.2,0.092
13.7,27.4,10.3,20.6,0.126
10.7,21.4,7.8,15.6,0.19
0.3,0.6,7.6,15.2,0.104
13.1,26.2,9.8,19.6,0.125
9.5,19.0,6.8,13.6,0.405
10.0,20.0,7.3,14.6,0.242
2.8,5.6,9.6,19.2,0.086
11.3,22.6,8.3,16.6,0.157
8.9,17.8,6.3,12.6,0.537
1.0,2.0,8.1,16.2,0.107
12.0,24.0,8.8,17.6,0.149
-0.4,-0.8,7.1,14.2,0.092
-1.7,-3.4,6.1,12.2,0.1
4.1,8.2,10.6,21.2,0.108
2.3,4.6,9.1,18.2,0.099
3.5,7.0,10.1,20.2,0.085
14.4,28.8,10.8,21.6,0.106
12.6,25.2,9.3,18.6,0.114
1.7,3.4,8.6,17.2,0.108
-1.0,-2.0,6.6,13.2,0.098
13.8,27.6,10.3,20.6,0.113
10.8,21.6,7.8,15.6,0.206
0.4,0.8,7.6,15.2,0.1
13.2,26.4,9.8,19.6,0.108
2.9,5.8,9.6,19.2,0.118
9.6,19.2,6.8,13.6,0.433
10.1,20.2,7.3,14.6,0.279
11.4,22.8,8.3,16.6,0.177
1.1,2.2,8.1,16.2,0.1
9.0,18.0,6.3,12.6,0.546
12.1,24.2,8.8,17.6,0.125
-0.3,-0.6,7.1,14.2,0.099
2.4,4.8,9.1,18.2,0.108
4.2,8.4,10.6,21.2,0.085
-1.6,-3.2,6.1,12.2,0.095
3.6,7.2,10.1,20.2,0.127
14.5,29.0,10.8,21.6,0.096
12.7,25.4,9.3,18.6,0.134
-0.9,-1.8,6.6,13.2,0.096
1.8,3.6,8.6,17.2,0.1
13.9,27.8,10.3,20.6,0.096
10.9,21.8,7.8,15.6,0.2
0.5,1.0,7.6,15.2,0.097
3.0,6.0,9.6,19.2,0.104
10.2,20.4,7.3,14.6,0.296
9.7,19.4,6.8,13.6,0.476
13.3,26.6,9.8,19.6,0.1
11.5,23.0,8.3,16.6,0.168
1.2,2.4,8.1,16.2,0.097
9.1,18.2,6.3,12.6,0.602
4.3,8.6,10.6,21.2,0.121
-0.2,-0.4,7.1,14.2,0.096
2.5,5.0,9.1,18.2,0.1
12.2,24.4,8.8,17.6,0.125
-1.5,-3.0,6.1,12.2,0.103
3.7,7.4,10.1,20.2,0.102
14.6,29.2,10.8,21.6,0.102
-0.8,-1.6,6.6,13.2,0.104
1.9,3.8,8.6,17.2,0.095
12.8,25.6,9.3,18.6,0.127
14.0,28.0,10.3,20.6,0.114
11.0,22.0,7.8,15.6,0.26
0.6,1.2,7.6,15.2,0.102
3.1,6.2,9.6,19.2,0.086
10.3,20.6,7.3,14.6,0.322
13.4,26.8,9.8,19.6,0.132
9.8,19.6,6.8,13.6,0.476
11.6,23.2,8.3,16.6,0.174
1.3,2.6,8.1,16.2,0.102
9.2,18.4,6.3,12.6,0.605
4.4,8.8,10.6,21.2,0.121
-0.1,-0.2,7.1,14.2,0.103
2.6,5.2,9.1,18.2,0.104
-1.4,-2.8,6.1,12.2,0.106
12.3,24.6,8.8,17.6,0.126
3.8,7.6,10.1,20.2,0.088
2.0,4.0,8.6,17.2,0.105
-0.7,-1.4,6.6,13.2,0.104
14.7,29.4,10.8,21.6,0.112
12.9,25.8,9.3,18.6,0.146
14.1,28.2,10.3,20.6,0.119
3.2,6.4,9.6,19.2,0.095
11.1,22.2,7.8,15.6,0.264
0.7,1.4,7.6,15.2,0.104
10.4,20.8,7.3,14.6,0.367
11.7,23.4,8.3,16.6,0.174
13.5,27.0,9.8,19.6,0.119
9.9,19.8,6.8,13.6,0.496
1.4,2.8,8.1,16.2,0.104
9.3,18.6,6.3,12.6,0.608
4.5,9.0,10.6,21.2,0.095
0.0,0.0,7.1,14.2,0.104
2.7,5.4,9.1,18.2,0.109
-1.3,-2.6,6.1,12.2,0.104
12.4,24.8,8.8,17.6,0.158
2.1,4.2,8.6,17.2,0.105
3.9,7.8,10.1,20.2,0.101
-0.6,-1.2,6.6,13.2,0.111
14.8,29.6,10.8,21.6,0.106
13.0,26.0,9.3,18.6,0.119
3.3,6.6,9.6,19.2,0.104
14.2,28.4,10.3,20.6,0.112
0.8,1.6,7.6,15.2,0.111
11.2,22.4,7.8,15.6,0.301
10.5,21.0,7.3,14.6,0.373
11.8,23.6,8.3,16.6,0.19
1.5,3.0,8.1,16.2,0.11
13.6,27.2,9.8,19.6,0.112
10.0,20.0,6.8,13.6,0.555
9.4,18.8,6.3,12.6,0.665
0.1,0.2,7.1,14.2,0.111
4.6,9.2,10.6,21.2,0.11
2.8,5.6,9.1,18.2,0.105
-1.2,-2.4,6.1,12.2,0.092
12.5,25.0,8.8,17.6,0.151
2.2,4.4,8.6,17.2,0.104
-0.5,-1.0,6.6,13.2,0.104
4.0,8.0,10.1,20.2,0.1
14.9,29.8,10.8,21.6,0.097
13.1,26.2,9.3,18.6,0.124
3.4,6.8,9.6,19.2,0.116
0.9,1.8,7.6,15.2,0.104
14.3,28.6,10.3,20.6,0.123
11.3,22.6,7.8,15.6,0.317
10.6,21.2,7.3,14.6,0.421
1.6,3.2,8.1,16.2,0.106
11.9,23.8,8.3,16.6,0.222
10.1,20.2,6.8,13.6,0.561
13.7,27.4,9.8,19.6,0.111
9.5,19.0,6.3,12.6,0.701
0.2,0.4,7.1,14.2,0.106
4.7,9.4,10.6,21.2,0.104
2.9,5.8,9.1,18.2,0.109
-1.1,-2.2,6.1,12.2,0.1
2.3,4.6,8.6,17.2,0.11
12.6,25.2,8.8,17.6,0.157
-0.4,-0.8,6.6,13.2,0.1
4.1,8.2,10.1,20.2,0.108
15.0,30.0,10.8,21.6,0.122
13.2,26.4,9.3,18.6,0.139
3.5,7.0,9.6,19.2,0.105
1.0,2.0,7.6,15.2,0.105
14.4,28.8,10.3,20.6,0.097
11.4,22.8,7.8,15.6,0.351
1.7,3.4,8.1,16.2,0.094
10.7,21.4,7.3,14.6,0.436
12.0,24.0,8.3,16.6,0.235
10.2,20.4,6.8,13.6,0.603
13.8,27.6,9.8,19.6,0.122
0.3,0.6,7.1,14.2,0.099
4.8,9.6,10.6,21.2,0.102
3.0,6.0,9.1,18.2,0.111
9.6,19.2,6.3,12.6,0.706
-1.0,-2.0,6.1,12.2,0.099
2.4,4.8,8.6,17.2,0.108
12.7,25.4,8.8,17.6,0.177
-0.3,-0.6,6.6,13.2,0.106
4.2,8.4,10.1,20.2,0.112
13.3,26.6,9.3,18.6,0.14
15.1,30.2,10.8,21.6,0.096
1.8,3.6,8.1,16.2,0.099
3.6,7.2,9.6,19.2,0.098
1.1,2.2,7.6,15.2,0.113
14.5,29.0,10.3,20.6,0.111
11.5,23.0,7.8,15.6,0.377
12.1,24.2,8.3,16.6,0.243
10.8,21.6,7.3,14.6,0.45
10.3,20.6,6.8,13.6,0.648
0.4,0.8,7.1,14.2,0.105
4.9,9.8,10.6,21.2,0.105
13.9,27.8,9.8,19.6,0.118
-0.9,-1.8,6.1,12.2,0.107
3.1,6.2,9.1,18.2,0.11
9.7,19.4,6.3,12.6,0.729
2.5,5.0,8.6,17.2,0.096
-0.2,-0.4,6.6,13.2,0.106
12.8,25.6,8.8,17.6,0.169
4.3,8.6,10.1,20.2,0.111
1.9,3.8,8.1,16.2,0.103
13.4,26.8,9.3,18.6,0.128
3.7,7.4,9.6,19.2,0.085
15.2,30.4,10.8,21.6,0.096
1.2,2.4,7.6,15.2,0.102
14.6,29.2,10.3,20.6,0.106
11.6,23.2,7.8,15.6,0.399
0.5,1.0,7.1,14.2,0.109
12.2,24.4,8.3,16.6,0.299
5.0,10.0,10.6,21.2,0.114
10.9,21.8,7.3,14.6,0.501
3.2,6.4,9.1,18.2,0.098
-0.8,-1.6,6.1,12.2,0.09
10.4,20.8,6.8,13.6,0.657
9.8,19.6,6.3,12.6,0.728
14.0,28.0,9.8,19.6,0.11
-0.1,-0.2,6.6,13.2,0.093
2.6,5.2,8.6,17.2,0.082
12.9,25.8,8.8,17.6,0.192
4.4,8.8,10.1,20.2,0.095
2.0,4.0,8.1,16.2,0.108
13.5,27.0,9.3,18.6,0.156
3.8,7.6,9.6,19.2,0.105
1.3,2.6,7.6,15.2,0.098
15.3,30.6,10.8,21.6,0.101
14.7,29.4,10.3,20.6,0.102
11.7,23.4,7.8,15.6,0.443
0.6,1.2,7.1,14.2,0.106
3.3,6.6,9.1,18.2,0.1
12.3,24.6,8.3,16.6,0.281
5.1,10.2,10.6,21.2,0.112
11.0,22.0,7.3,14.6,0.513
-0.7,-1.4,6.1,12.2,0.098
10.5,21.0,6.8,13.6,0.687
0.0,0.0,6.6,13.2,0.096
9.9,19.8,6.3,12.6,0.769
14.1,28.2,9.8,19.6,0.11
2.7,5.4,8.6,17.2,0.095
4.5,9.0,10.1,20.2,0.106
13.0,26.0,8.8,17.6,0.226
2.1,4.2,8.1,16.2,0.104
13.6,27.2,9.3,18.6,0.14
3.9,7.8,9.6,19.2,0.104
15.4,30.8,10.8,21.6,0.093
1.4,2.8,7.6,15.2,0.106
14.8,29.6,10.3,20.6,0.115
11.8,23.6,7.8,15.6,0.455
0.7,1.4,7.1,14.2,0.104
12.4,24.8,8.3,16.6,0.321
3.4,6.8,9.1,18.2,0.108
5.2,10.4,10.6,21.2,0.12
-0.6,-1.2,6.1,12.2,0.091
10.6,21.2,6.8,13.6,0.704
11.1,22.2,7.3,14.6,0.588
0.1,0.2,6.6,13.2,0.092
10.0,20.0,6.3,12.6,0.77
14.2,28.4,9.8,19.6,0.123
2.8,5.6,8.6,17.2,0.1
2.2,4.4,8.1,16.2,0.098
4.6,9.2,10.1,20.2,0.114
13.1,26.2,8.8,17.6,0.251
13.7,27.4,9.3,18.6,0.165
4.0,8.0,9.6,19.2,0.099
15.5,31.0,10.8,21.6,0.116
1.5,3.0,7.6,15.2,0.105
14.9,29.8,10.3,20.6,0.123
0.8,1.6,7.1,14.2,0.106
11.9,23.8,7.8,15.6,0.522
3.5,7.0,9.1,18.2,0.115
10.7,21.4,6.8,13.6,0.754
-0.5,-1.0,6.1,12.2,0.094
12.5,25.0,8.3,16.6,0.381
0.2,0.4,6.6,13.2,0.099
11.2,22.4,7.3,14.6,0.593
5.3,10.6,10.6,21.2,0.109
10.1,20.2,6.3,12.6,0.806
14.3,28.6,9.8,19.6,0.123
2.3,4.6,8.1,16.2,0.088
2.9,5.8,8.6,17.2,0.131
4.7,9.4,10.1,20.2,0.126
13.2,26.4,8.8,17.6,0.271
13.8,27.6,9.3,18.6,0.17
1.6,3.2,7.6,15.2,0.097
4.1,8.2,9.6,19.2,0.126
15.6,31.2,10.8,21.6,0.104
0.9,1.8,7.1,14.2,0.11
15.0,30.0,10.3,20.6,0.111
12.0,24.0,7.8,15.6,0.544
-0.4,-0.8,6.1,12.2,0.09
3.6,7.2,9.1,18.2,0.116
10.8,21.6,6.8,13.6,0.761
0.3,0.6,6.6,13.2,0.104
12.6,25.2,8.3,16.6,0.389
11.3,22.6,7.3,14.6,0.614
5.4,10.8,10.6,21.2,0.129
10.2,20.4,6.3,12.6,0.779
14.4,28.8,9.8,19.6,0.125
2.4,4.8,8.1,16.2,0.106
3.0,6.0,8.6,17.2,0.113
4.8,9.6,10.1,20.2,0.146
13.3,26.6,8.8,17.6,0.31
13.9,27.8,9.3,18.6,0.207
1.7,3.4,7.6,15.2,0.113
4.2,8.4,9.6,19.2,0.118
1.0,2.0,7.1,14.2,0.103
15.1,30.2,10.3,20.6,0.106
15.7,31.4,10.8,21.6,0.101
12.1,24.2,7.8,15.6,0.552
-0.3,-0.6,6.1,12.2,0.108
0.4,0.8,6.6,13.2,0.115
10.9,21.8,6.8,13.6,0.759
3.7,7.4,9.1,18.2,0.093
5.5,11.0,10.6,21.2,0.154
11.4,22.8,7.3,14.6,0.666
12.7,25.4,8.3,16.6,0.399
10.3,20.6,6.3,12.6,0.782
14.5,29.0,9.8,19.6,0.124
2.5,5.0,8.1,16.2,0.107
3.1,6.2,8.6,17.2,0.12
4.9,9.8,10.1,20.2,0.128
13.4,26.8,8.8,17.6,0.355
14.0,28.0,9.3,18.6,0.213
1.8,3.6,7.6,15.2,0.104
1.1,2.2,7.1,14.2,0.103
4.3,8.6,9.6,19.2,0.121
15.8,31.6,10.8,21.6,0.098
15.2,30.4,10.3,20.6,0.124
12.2,24.4,7.8,15.6,0.605
-0.2,-0.4,6.1,12.2,0.097
0.5,1.0,6.6,13.2,0.115
3.8,7.6,9.1,18.2,0.142
5.6,11.2,10.6,21.2,0.146
11.0,22.0,6.8,13.6,0.763
11.5,23.0,7.3,14.6,0.681
2.6,5.2,8.1,16.2,0.119
12.8,25.6,8.3,16.6,0.489
10.4,20.8,6.3,12.6,0.813
3.2,6.4,8.6,17.2,0.128
14.6,29.2,9.8,19.6,0.142
13.5,27.0,8.8,17.6,0.371
5.0,10.0,10.1,20.2,0.142
14.1,28.2,9.3,18.6,0.247
1.9,3.8,7.6,15.2,0.097
1.2,2.4,7.1,14.2,0.106
4.4,8.8,9.6,19.2,0.132
15.9,31.8,10.8,21.6,0.089
15.3,30.6,10.3,20.6,0.137
12.3,24.6,7.8,15.6,0.642
0.6,1.2,6.6,13.2,0.101
-0.1,-0.2,6.1,12.2,0.125
3.9,7.8,9.1,18.2,0.142
5.7,11.4,10.6,21.2,0.165
11.1,22.2,6.8,13.6,0.764
2.7,5.4,8.1,16.2,0.125
11.6,23.2,7.3,14.6,0.7
12.9,25.8,8.3,16.6,0.52
3.3,6.6,8.6,17.2,0.128
10.5,21.0,6.3,12.6,0.833
14.7,29.4,9.8,19.6,0.165
5.1,10.2,10.1,20.2,0.164
13.6,27.2,8.8,17.6,0.376
14.2,28.4,9.3,18.6,0.251
2.0,4.0,7.6,15.2,0.118
1.3,2.6,7.1,14.2,0.092
4.5,9.0,9.6,19.2,0.143
16.0,32.0,10.8,21.6,0.13
15.4,30.8,10.3,20.6,0.132
0.7,1.4,6.6,13.2,0.126
4.0,8.0,9.1,18.2,0.132
0.0,0.0,6.1,12.2,0.117
12.4,24.8,7.8,15.6,0.668
5.8,11.6,10.6,21.2,0.167
13.0,26.0,8.3,16.6,0.553
11.7,23.4,7.3,14.6,0.736
11.2,22.4,6.8,13.6,0.779
2.8,5.6,8.1,16.2,0.142
3.4,6.8,8.6,17.2,0.135
10.6,21.2,6.3,12.6,0.852
5.2,10.4,10.1,20.2,0.183
14.8,29.6,9.8,19.6,0.194
13.7,27.4,8.8,17.6,0.422
14.3,28.6,9.3,18.6,0.286
2.1,4.2,7.6,15.2,0.115
1.4,2.8,7.1,14.2,0.117
4.6,9.2,9.6,19.2,0.149
-4.0,-8.0,10.9,21.8,0.088
15.5,31.0,10.3,20.6,0.132
4.1,8.2,9.1,18.2,0.16
0.1,0.2,6.1,12.2,0.101
0.8,1.6,6.6,13.2,0.119
5.9,11.8,10.6,21.2,0.194
12.5,25.0,7.8,15.6,0.676
11.8,23.6,7.3,14.6,0.733
2.9,5.8,8.1,16.2,0.123
13.1,26.2,8.3,16.6,0.579
3.5,7.0,8.6,17.2,0.142
11.3,22.6,6.8,13.6,0.809
10.7,21.4,6.3,12.6,0.812
5.3,10.6,10.1,20.2,0.191
14.9,29.8,9.8,19.6,0.213
13.8,27.6,8.8,17.6,0.466
14.4,28.8,9.3,18.6,0.339
2.2,4.4,7.6,15.2,0.123
1.5,3.0,7.1,14.2,0.101
4.7,9.4,9.6,19.2,0.159
-3.9,-7.8,10.9,21.8,0.107
0.2,0.4,6.1,12.2,0.12
15.6,31.2,10.3,20.6,0.16
0.9,1.8,6.6,13.2,0.106
4.2,8.4,9.1,18.2,0.177
3.6,7.2,8.6,17.2,0.151
12.6,25.2,7.8,15.6,0.729
6.0,12.0,10.6,21.2,0.218
3.0,6.0,8.1,16.2,0.121
11.9,23.8,7.3,14.6,0.752
5.4,10.8,10.1,20.2,0.204
13.2,26.4,8.3,16.6,0.596
11.4,22.8,6.8,13.6,0.772
10.8,21.6,6.3,12.6,0.821
15.0,30.0,9.8,19.6,0.223
13.9,27.8,8.8,17.6,0.504
14.5,29.0,9.3,18.6,0.375
2.3,4.6,7.6,15.2,0.152
1.6,3.2,7.1,14.2,0.126
4.8,9.6,9.6,19.2,0.179
-3.8,-7.6,10.9,21.8,0.09
0.3,0.6,6.1,12.2,0.094
4.3,8.6,9.1,18.2,0.175
3.7,7.4,8.6,17.2,0.171
15.7,31.4,10.3,20.6,0.15
1.0,2.0,6.6,13.2,0.107
6.1,12.2,10.6,21.2,0.25
12.7,25.4,7.8,15.6,0.714
3.1,6.2,8.1,16.2,0.139
5.5,11.0,10.1,20.2,0.231
12.0,24.0,7.3,14.6,0.765
13.3,26.6,8.3,16.6,0.63
10.9,21.8,6.3,12.6,0.841
11.5,23.0,6.8,13.6,0.807
15.1,30.2,9.8,19.6,0.237
2.4,4.8,7.6,15.2,0.144
14.0,28.0,8.8,17.6,0.526
14.6,29.2,9.3,18.6,0.397
4.9,9.8,9.6,19.2,0.172
1.7,3.4,7.1,14.2,0.117
-3.7,-7.4,10.9,21.8,0.104
0.4,0.8,6.1,12.2,0.113
4.4,8.8,9.1,18.2,0.178
3.8,7.6,8.6,17.2,0.176
1.1,2.2,6.6,13.2,0.111
15.8,31.6,10.3,20.6,0.164
3.2,6.4,8.1,16.2,0.154
12.8,25.6,7.8,15.6,0.741
6.2,12.4,10.6,21.2,0.277
5.6,11.2,10.1,20.2,0.251
12.1,24.2,7.3,14.6,0.79
13.4,26.8,8.3,16.6,0.644
11.0,22.0,6.3,12.6,0.828
15.2,30.4,9.8,19.6,0.261
2.5,5.0,7.6,15.2,0.159
11.6,23.2,6.8,13.6,0.822
14.1,28.2,8.8,17.6,0.566
14.7,29.4,9.3,18.6,0.436
1.8,3.6,7.1,14.2,0.111
5.0,10.0,9.6,19.2,0.229
-3.6,-7.2,10.9,21.8,0.103
4.5,9.0,9.1,18.2,0.244
0.5,1.0,6.1,12.2,0.127
1.2,2.4,6.6,13.2,0.131
3.9,7.8,8.6,17.2,0.197
15.9,31.8,10.3,20.6,0.178
12.9,25.8,7.8,15.6,0.764
5.7,11.4,10.1,20.2,0.261
3.3,6.6,8.1,16.2,0.209
6.3,12.6,10.6,21.2,0.289
12.2,24.4,7.3,14.6,0.786
11.1,22.2,6.3,12.6,0.837
13.5,27.0,8.3,16.6,0.664
2.6,5.2,7.6,15.2,0.17
15.3,30.6,9.8,19.6,0.295
14.8,29.6,9.3,18.6,0.467
14.2,28.4,8.8,17.6,0.584
11.7,23.4,6.8,13.6,0.814
-3.5,-7.0,10.9,21.8,0.1
1.9,3.8,7.1,14.2,0.133
4.6,9.2,9.1,18.2,0.218
5.1,10.2,9.6,19.2,0.269
1.3,2.6,6.6,13.2,0.132
0.6,1.2,6.1,12.2,0.111
4.0,8.0,8.6,17.2,0.22
16.0,32.0,10.3,20.6,0.207
5.8,11.6,10.1,20.2,0.301
13.0,26.0,7.8,15.6,0.759
3.4,6.8,8.1,16.2,0.231
6.4,12.8,10.6,21.2,0.343
12.3,24.6,7.3,14.6,0.798
2.7,5.4,7.6,15.2,0.185
13.6,27.2,8.3,16.6,0.694
11.2,22.4,6.3,12.6,0.836
15.4,30.8,9.8,19.6,0.337
-3.4,-6.8,10.9,21.8,0.093
4.7,9.4,9.1,18.2,0.232
14.9,29.8,9.3,18.6,0.495
11.8,23.6,6.8,13.6,0.839
14.3,28.6,8.8,17.6,0.625
5.2,10.4,9.6,19.2,0.271
0.7,1.4,6.1,12.2,0.12
2.0,4.0,7.1,14.2,0.14
1.4,2.8,6.6,13.2,0.123
-4.0,-8.0,10.4,20.8,0.091
4.1,8.2,8.6,17.2,0.245
5.9,11.8,10.1,20.2,0.328
13.1,26.2,7.8,15.6,0.78
3.5,7.0,8.1,16.2,0.216
6.5,13.0,10.6,21.2,0.36
12.4,24.8,7.3,14.6,0.804
2.8,5.6,7.6,15.2,0.186
11.3,22.6,6.3,12.6,0.847
13.7,27.4,8.3,16.6,0.746
-3.3,-6.6,10.9,21.8,0.088
15.5,31.0,9.8,19.6,0.346
4.8,9.6,9.1,18.2,0.307
5.3,10.6,9.6,19.2,0.315
15.0,30.0,9.3,18.6,0.51
14.4,28.8,8.8,17.6,0.67
11.9,23.8,6.8,13.6,0.827
1.5,3.0,6.6,13.2,0.115
0.8,1.6,6.1,12.2,0.134
2.1,4.2,7.1,14.2,0.17
-3.9,-7.8,10.4,20.8,0.1
4.2,8.4,8.6,17.2,0.278
6.0,12.0,10.1,20.2,0.343
3.6,7.2,8.1,16.2,0.245
13.2,26.4,7.8,15.6,0.788
6.6,13.2,10.6,21.2,0.391
2.9,5.8,7.6,15.2,0.214
12.5,25.0,7.3,14.6,0.797
11.4,22.8,6.3,12.6,0.85
13.8,27.6,8.3,16.6,0.707
-3.2,-6.4,10.9,21.8,0.095
15.6,31.2,9.8,19.6,0.388
4.9,9.8,9.1,18.2,0.318
15.1,30.2,9.3,18.6,0.566
5.4,10.8,9.6,19.2,0.318
12.0,24.0,6.8,13.6,0.838
14.5,29.0,8.8,17.6,0.682
2.2,4.4,7.1,14.2,0.169
1.6,3.2,6.6,13.2,0.157
0.9,1.8,6.1,12.2,0.123
4.3,8.6,8.6,17.2,0.284
-3.8,-7.6,10.4,20.8,0.109
6.1,12.2,10.1,20.2,0.379
3.7,7.4,8.1,16.2,0.278
6.7,13.4,10.6,21.2,0.431
13.3,26.6,7.8,15.6,0.786
3.0,6.0,7.6,15.2,0.2
12.6,25.2,7.3,14.6,0.824
11.5,23.0,6.3,12.6,0.871
13.9,27.8,8.3,16.6,0.739
-3.1,-6.2,10.9,21.8,0.102
15.2,30.4,9.3,18.6,0.59
5.0,10.0,9.1,18.2,0.325
5.5,11.0,9.6,19.2,0.35
15.7,31.4,9.8,19.6,0.429
14.6,29.2,8.8,17.6,0.705
2.3,4.6,7.1,14.2,0.192
1.7,3.4,6.6,13.2,0.17
1.0,2.0,6.1,12.2,0.151
12.1,24.2,6.8,13.6,0.821
-3.7,-7.4,10.4,20.8,0.086
6.2,12.4,10.1,20.2,0.424
4.4,8.8,8.6,17.2,0.322
3.8,7.6,8.1,16.2,0.292
6.8,13.6,10.6,21.2,0.492
13.4,26.8,7.8,15.6,0.802
3.1,6.2,7.6,15.2,0.221
11.6,23.2,6.3,12.6,0.842
12.7,25.4,7.3,14.6,0.811
14.0,28.0,8.3,16.6,0.763
-3.0,-6.0,10.9,21.8,0.101
5.1,10.2,9.1,18.2,0.4
15.3,30.6,9.3,18.6,0.608
5.6,11.2,9.6,19.2,0.4
2.4,4.8,7.1,14.2,0.188
1.8,3.6,6.6,13.2,0.195
14.7,29.4,8.8,17.6,0.726
15.8,31.6,9.8,19.6,0.463
1.1,2.2,6.1,12.2,0.148
12.2,24.4,6.8,13.6,0.859
-3.6,-7.2,10.4,20.8,0.109
4.5,9.0,8.6,17.2,0.359
3.9,7.8,8.1,16.2,0.305
6.3,12.6,10.1,20.2,0.455
6.9,13.8,10.6,21.2,0.511
13.5,27.0,7.8,15.6,0.821
12.8,25.6,7.3,14.6,0.822
3.2,6.4,7.6,15.2,0.25
11.7,23.4,6.3,12.6,0.853
14.1,28.2,8.3,16.6,0.78
5.2,10.4,9.1,18.2,0.445
-2.9,-5.8,10.9,21.8,0.104
5.7,11.4,9.6,19.2,0.414
2.5,5.0,7.1,14.2,0.212
15.4,30.8,9.3,18.6,0.642
1.9,3.8,6.6,13.2,0.196
15.9,31.8,9.8,19.6,0.498
14.8,29.6,8.8,17.6,0.744
1.2,2.4,6.1,12.2,0.17
12.3,24.6,6.8,13.6,0.846
-3.5,-7.0,10.4,20.8,0.095
4.6,9.2,8.6,17.2,0.38
4.0,8.0,8.1,16.2,0.351
6.4,12.8,10.1,20.2,0.505
7.0,14.0,10.6,21.2,0.54
12.9,25.8,7.3,14.6,0.816
13.6,27.2,7.8,15.6,0.821
3.3,6.6,7.6,15.2,0.297
5.3,10.6,9.1,18.2,0.473
11.8,23.6,6.3,12.6,0.841
14.2,28.4,8.3,16.6,0.808
-2.8,-5.6,10.9,21.8,0.083
5.8,11.6,9.6,19.2,0.483
2.6,5.2,7.1,14.2,0.215
2.0,4.0,6.6,13.2,0.239
15.5,31.0,9.3,18.6,0.684
16.0,32.0,9.8,19.6,0.518
14.9,29.8,8.8,17.6,0.747
-3.4,-6.8,10.4,20.8,0.089
1.3,2.6,6.1,12.2,0.183
12.4,24.8,6.8,13.6,0.842
4.1,8.2,8.1,16.2,0.411
4.7,9.4,8.6,17.2,0.419
6.5,13.0,10.1,20.2,0.513
7.1,14.2,10.6,21.2,0.578
13.0,26.0,7.3,14.6,0.846
3.4,6.8,7.6,15.2,0.338
13.7,27.4,7.8,15.6,0.822
5.4,10.8,9.1,18.2,0.529
11.9,23.8,6.3,12.6,0.826
-2.7,-5.4,10.9,21.8,0.104
5.9,11.8,9.6,19.2,0.497
2.7,5.4,7.1,14.2,0.287
14.3,28.6,8.3,16.6,0.788
2.1,4.2,6.6,13.2,0.234
-4.0,-8.0,9.9,19.8,0.103
15.6,31.2,9.3,18.6,0.714
15.0,30.0,8.8,17.6,0.786
-3.3,-6.6,10.4,20.8,0.104
1.4,2.8,6.1,12.2,0.198
4.2,8.4,8.1,16.2,0.423
12.5,25.0,6.8,13.6,0.855
4.8,9.6,8.6,17.2,0.461
6.6,13.2,10.1,20.2,0.569
7.2,14.4,10.6,21.2,0.612
3.5,7.0,7.6,15.2,0.382
13.8,27.6,7.8,15.6,0.839
13.1,26.2,7.3,14.6,0.842
5.5,11.0,9.1,18.2,0.525
12.0,24.0,6.3,12.6,0.836
6.0,12.0,9.6,19.2,0.527
-2.6,-5.2,10.9,21.8,0.104
2.8,5.6,7.1,14.2,0.274
14.4,28.8,8.3,16.6,0.819
2.2,4.4,6.6,13.2,0.275
-3.9,-7.8,9.9,19.8,0.098
15.7,31.4,9.3,18.6,0.711
15.1,30.2,8.8,17.6,0.786
-3.2,-6.4,10.4,20.8,0.094
1.5,3.0,6.1,12.2,0.241
