$\mu_{x_1}$,$\mu_{x_2}$,$\mu_{h_1}$,$\mu_{h_2}$,success_rate
10.4,12.4,-1.8,-1.8,0.101
13.1,15.1,0.2,0.2,0.095
9.7,11.7,-2.3,-2.3,0.101
2.1,4.1,-0.5,-0.5,0.107
-2.7,-0.7000000000000002,-4.0,-4.0,0.25
11.9,13.9,-0.8,-0.8,0.098
0.7,2.7,-1.5,-1.5,0.169
3.4,5.4,0.5,0.5,0.127
13.8,15.8,0.7,0.7,0.095
2.7,4.7,0.0,0.0,0.133
8.3,10.3,-3.3,-3.3,0.101
-2.1,-0.10000000000000009,-3.5,-3.5,0.227
-1.3,0.7,-3.0,-3.0,0.181
0.0,2.0,-2.0,-2.0,0.172
-0.7,1.3,-2.5,-2.5,0.165
9.0,11.0,-2.8,-2.8,0.101
1.3,3.3,-1.0,-1.0,0.142
7.6,9.6,-3.8,-3.8,0.101
11.2,13.2,-1.3,-1.3,0.098
12.6,14.6,-0.3,-0.3,0.098
9.8,11.8,-2.3,-2.3,0.098
13.2,15.2,0.2,0.2,0.101
10.5,12.5,-1.8,-1.8,0.098
-2.6,-0.6000000000000001,-4.0,-4.0,0.226
0.8,2.8,-1.5,-1.5,0.15
3.5,5.5,0.5,0.5,0.129
8.4,10.4,-3.3,-3.3,0.098
13.9,15.9,0.7,0.7,0.101
2.2,4.2,-0.5,-0.5,0.118
-0.6,1.4,-2.5,-2.5,0.175
0.1,2.1,-2.0,-2.0,0.16
12.0,14.0,-0.8,-0.8,0.102
12.7,14.7,-0.3,-0.3,0.102
-2.0,0.0,-3.5,-3.5,0.222
2.8,4.8,0.0,0.0,0.099
11.3,13.3,-1.3,-1.3,0.102
-1.2,0.8,-3.0,-3.0,0.171
9.1,11.1,-2.8,-2.8,0.098
7.7,9.7,-3.8,-3.8,0.098
1.4,3.4,-1.0,-1.0,0.149
-2.5,-0.5,-4.0,-4.0,0.224
9.9,11.9,-2.3,-2.3,0.102
13.3,15.3,0.2,0.2,0.098
-0.5,1.5,-2.5,-2.5,0.175
0.9,2.9,-1.5,-1.5,0.161
14.0,16.0,0.7,0.7,0.098
12.8,14.8,-0.3,-0.3,0.097
2.3,4.3,-0.5,-0.5,0.125
10.6,12.6,-1.8,-1.8,0.102
8.5,10.5,-3.3,-3.3,0.102
0.2,2.2,-2.0,-2.0,0.155
-1.9,0.10000000000000009,-3.5,-3.5,0.191
3.6,5.6,0.5,0.5,0.125
-1.1,0.8999999999999999,-3.0,-3.0,0.161
12.1,14.1,-0.8,-0.8,0.097
11.4,13.4,-1.3,-1.3,0.097
-2.4,-0.3999999999999999,-4.0,-4.0,0.204
2.9,4.9,0.0,0.0,0.122
9.2,11.2,-2.8,-2.8,0.102
13.4,15.4,0.2,0.2,0.102
7.8,9.8,-3.8,-3.8,0.102
1.5,3.5,-1.0,-1.0,0.157
10.0,12.0,-2.3,-2.3,0.097
-0.4,1.6,-2.5,-2.5,0.16
14.1,16.1,0.7,0.7,0.102
12.9,14.9,-0.3,-0.3,0.095
2.4,4.4,-0.5,-0.5,0.136
10.7,12.7,-1.8,-1.8,0.097
-1.0,1.0,-3.0,-3.0,0.181
1.0,3.0,-1.5,-1.5,0.132
8.6,10.6,-3.3,-3.3,0.097
-1.8,0.19999999999999996,-3.5,-3.5,0.195
0.3,2.3,-2.0,-2.0,0.157
12.2,14.2,-0.8,-0.8,0.095
3.7,5.7,0.5,0.5,0.097
3.0,5.0,0.0,0.0,0.111
9.3,11.3,-2.8,-2.8,0.097
-2.3,-0.2999999999999998,-4.0,-4.0,0.203
11.5,13.5,-1.3,-1.3,0.095
7.9,9.9,-3.8,-3.8,0.097
10.1,12.1,-2.3,-2.3,0.095
1.6,3.6,-1.0,-1.0,0.133
13.5,15.5,0.2,0.2,0.097
10.8,12.8,-1.8,-1.8,0.095
13.0,15.0,-0.3,-0.3,0.104
2.5,4.5,-0.5,-0.5,0.106
-0.9,1.1,-3.0,-3.0,0.162
14.2,16.2,0.7,0.7,0.097
-0.3,1.7,-2.5,-2.5,0.167
8.7,10.7,-3.3,-3.3,0.095
1.1,3.1,-1.5,-1.5,0.132
-1.7,0.30000000000000004,-3.5,-3.5,0.174
0.4,2.4,-2.0,-2.0,0.152
12.3,14.3,-0.8,-0.8,0.104
9.4,11.4,-2.8,-2.8,0.095
-2.2,-0.20000000000000018,-4.0,-4.0,0.186
3.1,5.1,0.0,0.0,0.109
11.6,13.6,-1.3,-1.3,0.104
3.8,5.8,0.5,0.5,0.098
8.0,10.0,-3.8,-3.8,0.095
10.9,12.9,-1.8,-1.8,0.104
13.1,15.1,-0.3,-0.3,0.095
2.6,4.6,-0.5,-0.5,0.109
-0.8,1.2,-3.0,-3.0,0.148
1.7,3.7,-1.0,-1.0,0.126
8.8,10.8,-3.3,-3.3,0.104
10.2,12.2,-2.3,-2.3,0.104
13.6,15.6,0.2,0.2,0.095
-0.2,1.8,-2.5,-2.5,0.148
1.2,3.2,-1.5,-1.5,0.146
14.3,16.3,0.7,0.7,0.095
-1.6,0.3999999999999999,-3.5,-3.5,0.19
0.5,2.5,-2.0,-2.0,0.157
12.4,14.4,-0.8,-0.8,0.095
11.7,13.7,-1.3,-1.3,0.095
9.5,11.5,-2.8,-2.8,0.104
-2.1,-0.10000000000000009,-4.0,-4.0,0.2
8.1,10.1,-3.8,-3.8,0.104
3.9,5.9,0.5,0.5,0.115
11.0,13.0,-1.8,-1.8,0.095
13.2,15.2,-0.3,-0.3,0.105
2.7,4.7,-0.5,-0.5,0.11
3.2,5.2,0.0,0.0,0.137
8.9,10.9,-3.3,-3.3,0.095
1.8,3.8,-1.0,-1.0,0.113
1.3,3.3,-1.5,-1.5,0.143
-0.7,1.3,-3.0,-3.0,0.164
13.7,15.7,0.2,0.2,0.104
-0.1,1.9,-2.5,-2.5,0.146
10.3,12.3,-2.3,-2.3,0.095
-1.5,0.5,-3.5,-3.5,0.185
14.4,16.4,0.7,0.7,0.104
0.6,2.6,-2.0,-2.0,0.12
9.6,11.6,-2.8,-2.8,0.095
12.5,14.5,-0.8,-0.8,0.105
2.8,4.8,-0.5,-0.5,0.103
1.9,3.9,-1.0,-1.0,0.128
4.0,6.0,0.5,0.5,0.111
11.8,13.8,-1.3,-1.3,0.105
13.3,15.3,-0.3,-0.3,0.108
11.1,13.1,-1.8,-1.8,0.105
9.0,11.0,-3.3,-3.3,0.105
8.2,10.2,-3.8,-3.8,0.095
-2.0,0.0,-4.0,-4.0,0.162
1.4,3.4,-1.5,-1.5,0.132
3.3,5.3,0.0,0.0,0.123
13.8,15.8,0.2,0.2,0.095
2.9,4.9,-0.5,-0.5,0.107
-0.6,1.4,-3.0,-3.0,0.147
9.7,11.7,-2.8,-2.8,0.105
0.0,2.0,-2.5,-2.5,0.131
0.7,2.7,-2.0,-2.0,0.126
-1.4,0.6000000000000001,-3.5,-3.5,0.178
10.4,12.4,-2.3,-2.3,0.105
14.5,16.5,0.7,0.7,0.095
12.6,14.6,-0.8,-0.8,0.108
11.9,13.9,-1.3,-1.3,0.108
4.1,6.1,0.5,0.5,0.093
2.0,4.0,-1.0,-1.0,0.125
1.5,3.5,-1.5,-1.5,0.104
8.3,10.3,-3.8,-3.8,0.105
3.0,5.0,-0.5,-0.5,0.122
13.4,15.4,-0.3,-0.3,0.088
11.2,13.2,-1.8,-1.8,0.108
-1.9,0.10000000000000009,-4.0,-4.0,0.151
9.1,11.1,-3.3,-3.3,0.108
12.7,14.7,-0.8,-0.8,0.088
-0.5,1.5,-3.0,-3.0,0.132
9.8,11.8,-2.8,-2.8,0.108
3.4,5.4,0.0,0.0,0.123
13.9,15.9,0.2,0.2,0.105
10.5,12.5,-2.3,-2.3,0.108
4.2,6.2,0.5,0.5,0.122
14.6,16.6,0.7,0.7,0.105
0.1,2.1,-2.5,-2.5,0.141
0.8,2.8,-2.0,-2.0,0.126
-1.3,0.7,-3.5,-3.5,0.145
2.1,4.1,-1.0,-1.0,0.128
12.0,14.0,-1.3,-1.3,0.088
-1.8,0.19999999999999996,-4.0,-4.0,0.144
12.8,14.8,-0.8,-0.8,0.098
11.3,13.3,-1.8,-1.8,0.088
1.6,3.6,-1.5,-1.5,0.116
8.4,10.4,-3.8,-3.8,0.108
3.1,5.1,-0.5,-0.5,0.104
13.5,15.5,-0.3,-0.3,0.098
10.6,12.6,-2.3,-2.3,0.088
14.0,16.0,0.2,0.2,0.108
9.2,11.2,-3.3,-3.3,0.088
3.5,5.5,0.0,0.0,0.115
-0.4,1.6,-3.0,-3.0,0.144
14.7,16.7,0.7,0.7,0.108
9.9,11.9,-2.8,-2.8,0.088
4.3,6.3,0.5,0.5,0.11
-1.2,0.8,-3.5,-3.5,0.162
12.9,14.9,-0.8,-0.8,0.115
0.2,2.2,-2.5,-2.5,0.132
-1.7,0.30000000000000004,-4.0,-4.0,0.163
2.2,4.2,-1.0,-1.0,0.117
0.9,2.9,-2.0,-2.0,0.141
8.5,10.5,-3.8,-3.8,0.088
1.7,3.7,-1.5,-1.5,0.112
11.4,13.4,-1.8,-1.8,0.098
12.1,14.1,-1.3,-1.3,0.098
10.7,12.7,-2.3,-2.3,0.098
3.6,5.6,0.0,0.0,0.105
14.1,16.1,0.2,0.2,0.088
-0.3,1.7,-3.0,-3.0,0.122
3.2,5.2,-0.5,-0.5,0.119
13.6,15.6,-0.3,-0.3,0.115
14.8,16.8,0.7,0.7,0.088
9.3,11.3,-3.3,-3.3,0.098
13.0,15.0,-0.8,-0.8,0.095
10.0,12.0,-2.8,-2.8,0.098
-1.1,0.8999999999999999,-3.5,-3.5,0.133
-1.6,0.3999999999999999,-4.0,-4.0,0.134
1.0,3.0,-2.0,-2.0,0.116
4.4,6.4,0.5,0.5,0.095
11.5,13.5,-1.8,-1.8,0.115
8.6,10.6,-3.8,-3.8,0.098
2.3,4.3,-1.0,-1.0,0.1
0.3,2.3,-2.5,-2.5,0.128
14.2,16.2,0.2,0.2,0.098
1.8,3.8,-1.5,-1.5,0.106
13.7,15.7,-0.3,-0.3,0.095
12.2,14.2,-1.3,-1.3,0.115
-0.2,1.8,-3.0,-3.0,0.135
3.7,5.7,0.0,0.0,0.111
10.8,12.8,-2.3,-2.3,0.115
3.3,5.3,-0.5,-0.5,0.097
14.9,16.9,0.7,0.7,0.098
-1.0,1.0,-3.5,-3.5,0.135
9.4,11.4,-3.3,-3.3,0.115
1.1,3.1,-2.0,-2.0,0.141
13.1,15.1,-0.8,-0.8,0.1
-1.5,0.5,-4.0,-4.0,0.156
4.5,6.5,0.5,0.5,0.11
0.4,2.4,-2.5,-2.5,0.115
10.1,12.1,-2.8,-2.8,0.115
2.4,4.4,-1.0,-1.0,0.112
11.6,13.6,-1.8,-1.8,0.095
8.7,10.7,-3.8,-3.8,0.115
12.3,14.3,-1.3,-1.3,0.095
14.3,16.3,0.2,0.2,0.115
1.9,3.9,-1.5,-1.5,0.128
13.8,15.8,-0.3,-0.3,0.1
-0.1,1.9,-3.0,-3.0,0.134
15.0,17.0,0.7,0.7,0.115
3.4,5.4,-0.5,-0.5,0.111
-0.9,1.1,-3.5,-3.5,0.154
10.9,12.9,-2.3,-2.3,0.095
3.8,5.8,0.0,0.0,0.095
1.2,3.2,-2.0,-2.0,0.108
-1.4,0.6000000000000001,-4.0,-4.0,0.156
13.2,15.2,-0.8,-0.8,0.11
9.5,11.5,-3.3,-3.3,0.095
10.2,12.2,-2.8,-2.8,0.095
0.5,2.5,-2.5,-2.5,0.134
11.7,13.7,-1.8,-1.8,0.1
4.6,6.6,0.5,0.5,0.092
13.9,15.9,-0.3,-0.3,0.11
8.8,10.8,-3.8,-3.8,0.095
12.4,14.4,-1.3,-1.3,0.1
0.0,2.0,-3.0,-3.0,0.13
14.4,16.4,0.2,0.2,0.095
2.5,4.5,-1.0,-1.0,0.112
15.1,17.1,0.7,0.7,0.095
2.0,4.0,-1.5,-1.5,0.107
11.0,13.0,-2.3,-2.3,0.1
-1.3,0.7,-4.0,-4.0,0.117
10.3,12.3,-2.8,-2.8,0.1
3.5,5.5,-0.5,-0.5,0.108
3.9,5.9,0.0,0.0,0.107
-0.8,1.2,-3.5,-3.5,0.142
13.3,15.3,-0.8,-0.8,0.102
0.6,2.6,-2.5,-2.5,0.115
1.3,3.3,-2.0,-2.0,0.116
11.8,13.8,-1.8,-1.8,0.11
9.6,11.6,-3.3,-3.3,0.1
14.0,16.0,-0.3,-0.3,0.102
0.1,2.1,-3.0,-3.0,0.125
8.9,10.9,-3.8,-3.8,0.1
12.5,14.5,-1.3,-1.3,0.11
4.7,6.7,0.5,0.5,0.104
11.1,13.1,-2.3,-2.3,0.11
2.6,4.6,-1.0,-1.0,0.105
3.6,5.6,-0.5,-0.5,0.109
14.5,16.5,0.2,0.2,0.1
2.1,4.1,-1.5,-1.5,0.096
15.2,17.2,0.7,0.7,0.1
-0.7,1.3,-3.5,-3.5,0.127
10.4,12.4,-2.8,-2.8,0.11
-1.2,0.8,-4.0,-4.0,0.13
4.0,6.0,0.0,0.0,0.116
0.7,2.7,-2.5,-2.5,0.117
9.7,11.7,-3.3,-3.3,0.11
11.9,13.9,-1.8,-1.8,0.102
0.2,2.2,-3.0,-3.0,0.112
13.4,15.4,-0.8,-0.8,0.099
1.4,3.4,-2.0,-2.0,0.113
3.7,5.7,-0.5,-0.5,0.115
11.2,13.2,-2.3,-2.3,0.102
9.0,11.0,-3.8,-3.8,0.11
14.1,16.1,-0.3,-0.3,0.099
14.6,16.6,0.2,0.2,0.11
12.6,14.6,-1.3,-1.3,0.102
4.8,6.8,0.5,0.5,0.1
-1.1,0.8999999999999999,-4.0,-4.0,0.147
2.7,4.7,-1.0,-1.0,0.105
0.8,2.8,-2.5,-2.5,0.122
-0.6,1.4,-3.5,-3.5,0.112
0.3,2.3,-3.0,-3.0,0.108
2.2,4.2,-1.5,-1.5,0.104
10.5,12.5,-2.8,-2.8,0.102
15.3,17.3,0.7,0.7,0.11
4.1,6.1,0.0,0.0,0.091
14.2,16.2,-0.3,-0.3,0.096
9.8,11.8,-3.3,-3.3,0.102
12.0,14.0,-1.8,-1.8,0.099
3.8,5.8,-0.5,-0.5,0.098
14.7,16.7,0.2,0.2,0.102
9.1,11.1,-3.8,-3.8,0.102
13.5,15.5,-0.8,-0.8,0.096
11.3,13.3,-2.3,-2.3,0.099
1.5,3.5,-2.0,-2.0,0.121
-1.0,1.0,-4.0,-4.0,0.143
12.7,14.7,-1.3,-1.3,0.099
0.4,2.4,-3.0,-3.0,0.126
4.9,6.9,0.5,0.5,0.089
14.3,16.3,-0.3,-0.3,0.092
0.9,2.9,-2.5,-2.5,0.118
2.8,4.8,-1.0,-1.0,0.121
-0.5,1.5,-3.5,-3.5,0.128
2.3,4.3,-1.5,-1.5,0.102
4.2,6.2,0.0,0.0,0.109
10.6,12.6,-2.8,-2.8,0.099
9.9,11.9,-3.3,-3.3,0.099
15.4,17.4,0.7,0.7,0.102
12.1,14.1,-1.8,-1.8,0.096
3.9,5.9,-0.5,-0.5,0.114
11.4,13.4,-2.3,-2.3,0.096
13.6,15.6,-0.8,-0.8,0.092
14.8,16.8,0.2,0.2,0.099
1.6,3.6,-2.0,-2.0,0.124
9.2,11.2,-3.8,-3.8,0.099
14.4,16.4,-0.3,-0.3,0.103
0.5,2.5,-3.0,-3.0,0.1
-0.9,1.1,-4.0,-4.0,0.131
-0.4,1.6,-3.5,-3.5,0.104
5.0,7.0,0.5,0.5,0.111
1.0,3.0,-2.5,-2.5,0.113
2.9,4.9,-1.0,-1.0,0.092
10.7,12.7,-2.8,-2.8,0.096
12.8,14.8,-1.3,-1.3,0.096
2.4,4.4,-1.5,-1.5,0.102
15.5,17.5,0.7,0.7,0.099
4.3,6.3,0.0,0.0,0.108
12.2,14.2,-1.8,-1.8,0.092
4.0,6.0,-0.5,-0.5,0.096
13.7,15.7,-0.8,-0.8,0.103
1.7,3.7,-2.0,-2.0,0.108
10.0,12.0,-3.3,-3.3,0.096
14.9,16.9,0.2,0.2,0.096
14.5,16.5,-0.3,-0.3,0.095
11.5,13.5,-2.3,-2.3,0.092
-0.3,1.7,-3.5,-3.5,0.108
9.3,11.3,-3.8,-3.8,0.096
5.1,7.1,0.5,0.5,0.099
10.8,12.8,-2.8,-2.8,0.092
15.6,17.6,0.7,0.7,0.096
3.0,5.0,-1.0,-1.0,0.086
0.6,2.6,-3.0,-3.0,0.099
-0.8,1.2,-4.0,-4.0,0.121
1.1,3.1,-2.5,-2.5,0.11
12.9,14.9,-1.3,-1.3,0.092
