mux1,mux2,muh1,muh2,success_rate
12.5,25.0,-3.6,-3.6,0.107
3.0,6.0,-3.3,-3.3,0.1
2.3,4.6,-3.8,-3.8,0.083
-1.5,-3.0,0.5,0.5,0.862
3.7,7.4,-2.8,-2.8,0.084
6.7,13.4,-0.8,-0.8,0.1
7.5,15.0,-0.3,-0.3,0.105
8.9,17.8,0.7,0.7,0.104
8.2,16.4,0.2,0.2,0.106
-3.9,-7.8,-1.0,-1.0,0.738
4.7,9.4,-2.3,-2.3,0.112
15.6,31.2,-1.6,-1.6,0.104
13.4,26.8,-3.1,-3.1,0.085
5.3,10.6,-1.8,-1.8,0.091
14.9,29.8,-2.1,-2.1,0.105
5.8,11.6,-1.3,-1.3,0.084
-3.2,-6.4,-0.5,-0.5,0.81
-0.5,-1.0,1.0,1.0,0.875
-2.1,-4.2,0.0,0.0,0.873
14.4,28.8,-2.6,-2.6,0.104
3.1,6.2,-3.3,-3.3,0.09
12.6,25.2,-3.6,-3.6,0.091
2.4,4.8,-3.8,-3.8,0.082
-1.4,-2.8,0.5,0.5,0.875
6.8,13.6,-0.8,-0.8,0.106
7.6,15.2,-0.3,-0.3,0.096
3.8,7.6,-2.8,-2.8,0.088
9.0,18.0,0.7,0.7,0.095
8.3,16.6,0.2,0.2,0.095
5.4,10.8,-1.8,-1.8,0.112
4.8,9.6,-2.3,-2.3,0.09
-3.8,-7.6,-1.0,-1.0,0.745
15.7,31.4,-1.6,-1.6,0.101
13.5,27.0,-3.1,-3.1,0.104
15.0,30.0,-2.1,-2.1,0.101
-2.0,-4.0,0.0,0.0,0.887
-3.1,-6.2,-0.5,-0.5,0.823
-0.4,-0.8,1.0,1.0,0.898
5.9,11.8,-1.3,-1.3,0.089
14.5,29.0,-2.6,-2.6,0.095
3.2,6.4,-3.3,-3.3,0.09
12.7,25.4,-3.6,-3.6,0.085
2.5,5.0,-3.8,-3.8,0.11
6.9,13.8,-0.8,-0.8,0.095
-1.3,-2.6,0.5,0.5,0.882
7.7,15.4,-0.3,-0.3,0.085
3.9,7.8,-2.8,-2.8,0.092
9.1,18.2,0.7,0.7,0.086
8.4,16.8,0.2,0.2,0.085
5.5,11.0,-1.8,-1.8,0.09
-3.7,-7.4,-1.0,-1.0,0.799
4.9,9.8,-2.3,-2.3,0.126
13.6,27.2,-3.1,-3.1,0.102
15.8,31.6,-1.6,-1.6,0.103
-1.9,-3.8,0.0,0.0,0.884
15.1,30.2,-2.1,-2.1,0.103
-0.3,-0.6,1.0,1.0,0.906
-3.0,-6.0,-0.5,-0.5,0.817
6.0,12.0,-1.3,-1.3,0.091
12.8,25.6,-3.6,-3.6,0.104
14.6,29.2,-2.6,-2.6,0.086
2.6,5.2,-3.8,-3.8,0.093
3.3,6.6,-3.3,-3.3,0.099
7.0,14.0,-0.8,-0.8,0.085
-1.2,-2.4,0.5,0.5,0.894
7.8,15.6,-0.3,-0.3,0.104
4.0,8.0,-2.8,-2.8,0.112
9.2,18.4,0.7,0.7,0.104
-3.6,-7.2,-1.0,-1.0,0.803
8.5,17.0,0.2,0.2,0.105
5.6,11.2,-1.8,-1.8,0.126
13.7,27.4,-3.1,-3.1,0.103
5.0,10.0,-2.3,-2.3,0.107
15.9,31.8,-1.6,-1.6,0.095
-1.8,-3.6,0.0,0.0,0.891
-2.9,-5.8,-0.5,-0.5,0.827
15.2,30.4,-2.1,-2.1,0.095
-0.2,-0.4,1.0,1.0,0.88
6.1,12.2,-1.3,-1.3,0.112
-1.1,-2.2,0.5,0.5,0.898
14.7,29.4,-2.6,-2.6,0.104
12.9,25.8,-3.6,-3.6,0.102
7.9,15.8,-0.3,-0.3,0.088
2.7,5.4,-3.8,-3.8,0.099
7.1,14.2,-0.8,-0.8,0.105
3.4,6.8,-3.3,-3.3,0.09
4.1,8.2,-2.8,-2.8,0.09
9.3,18.6,0.7,0.7,0.087
-3.5,-7.0,-1.0,-1.0,0.82
8.6,17.2,0.2,0.2,0.087
5.7,11.4,-1.8,-1.8,0.107
13.8,27.6,-3.1,-3.1,0.095
5.1,10.2,-2.3,-2.3,0.108
-1.7,-3.4,0.0,0.0,0.891
15.3,30.6,-2.1,-2.1,0.087
16.0,32.0,-1.6,-1.6,0.087
-2.8,-5.6,-0.5,-0.5,0.864
-0.1,-0.2,1.0,1.0,0.887
-1.0,-2.0,0.5,0.5,0.91
6.2,12.4,-1.3,-1.3,0.09
8.0,16.0,-0.3,-0.3,0.095
14.8,29.6,-2.6,-2.6,0.087
2.8,5.6,-3.8,-3.8,0.095
13.0,26.0,-3.6,-3.6,0.103
3.5,7.0,-3.3,-3.3,0.128
7.2,14.4,-0.8,-0.8,0.087
4.2,8.4,-2.8,-2.8,0.126
-3.4,-6.8,-1.0,-1.0,0.838
9.4,18.8,0.7,0.7,0.096
5.8,11.6,-1.8,-1.8,0.108
13.9,27.8,-3.1,-3.1,0.086
8.7,17.4,0.2,0.2,0.095
-1.6,-3.2,0.0,0.0,0.9
5.2,10.4,-2.3,-2.3,0.097
-4.0,-8.0,-1.5,-1.5,0.83
15.4,30.8,-2.1,-2.1,0.104
-2.7,-5.4,-0.5,-0.5,0.858
0.0,0.0,1.0,1.0,0.886
-0.9,-1.8,0.5,0.5,0.877
3.6,7.2,-3.3,-3.3,0.105
14.9,29.8,-2.6,-2.6,0.096
6.3,12.6,-1.3,-1.3,0.126
8.1,16.2,-0.3,-0.3,0.114
2.9,5.8,-3.8,-3.8,0.095
13.1,26.2,-3.6,-3.6,0.095
-3.3,-6.6,-1.0,-1.0,0.835
7.3,14.6,-0.8,-0.8,0.096
4.3,8.6,-2.8,-2.8,0.107
9.5,19.0,0.7,0.7,0.115
5.9,11.8,-1.8,-1.8,0.097
14.0,28.0,-3.1,-3.1,0.104
8.8,17.6,0.2,0.2,0.115
-1.5,-3.0,0.0,0.0,0.907
-3.9,-7.8,-1.5,-1.5,0.848
5.3,10.6,-2.3,-2.3,0.1
15.5,31.0,-2.1,-2.1,0.086
-2.6,-5.2,-0.5,-0.5,0.883
0.1,0.2,1.0,1.0,0.886
-0.8,-1.6,0.5,0.5,0.872
15.0,30.0,-2.6,-2.6,0.115
3.7,7.4,-3.3,-3.3,0.109
8.2,16.4,-0.3,-0.3,0.106
13.2,26.4,-3.6,-3.6,0.086
6.4,12.8,-1.3,-1.3,0.107
3.0,6.0,-3.8,-3.8,0.109
-3.2,-6.4,-1.0,-1.0,0.878
7.4,14.8,-0.8,-0.8,0.114
4.4,8.8,-2.8,-2.8,0.106
9.6,19.2,0.7,0.7,0.106
14.1,28.2,-3.1,-3.1,0.087
6.0,12.0,-1.8,-1.8,0.1
-1.4,-2.8,0.0,0.0,0.88
8.9,17.8,0.2,0.2,0.106
15.6,31.2,-2.1,-2.1,0.097
-3.8,-7.6,-1.5,-1.5,0.851
-2.5,-5.0,-0.5,-0.5,0.874
5.4,10.8,-2.3,-2.3,0.089
0.2,0.4,1.0,1.0,0.888
-0.7,-1.4,0.5,0.5,0.896
15.1,30.2,-2.6,-2.6,0.106
-3.1,-6.2,-1.0,-1.0,0.858
8.3,16.6,-0.3,-0.3,0.106
6.5,13.0,-1.3,-1.3,0.107
3.8,7.6,-3.3,-3.3,0.099
3.1,6.2,-3.8,-3.8,0.099
13.3,26.6,-3.6,-3.6,0.104
7.5,15.0,-0.8,-0.8,0.106
9.7,19.4,0.7,0.7,0.106
4.5,9.0,-2.8,-2.8,0.099
14.2,28.4,-3.1,-3.1,0.096
-1.3,-2.6,0.0,0.0,0.914
6.1,12.2,-1.8,-1.8,0.089
9.0,18.0,0.2,0.2,0.105
-2.4,-4.8,-0.5,-0.5,0.894
15.7,31.4,-2.1,-2.1,0.114
-3.7,-7.4,-1.5,-1.5,0.877
5.5,11.0,-2.3,-2.3,0.108
0.3,0.6,1.0,1.0,0.891
-0.6,-1.2,0.5,0.5,0.887
15.2,30.4,-2.6,-2.6,0.106
-3.0,-6.0,-1.0,-1.0,0.873
3.9,7.8,-3.3,-3.3,0.098
3.2,6.4,-3.8,-3.8,0.098
6.6,13.2,-1.3,-1.3,0.098
8.4,16.8,-0.3,-0.3,0.103
13.4,26.8,-3.6,-3.6,0.087
7.6,15.2,-0.8,-0.8,0.106
4.6,9.2,-2.8,-2.8,0.1
-1.2,-2.4,0.0,0.0,0.884
9.8,19.6,0.7,0.7,0.102
14.3,28.6,-3.1,-3.1,0.115
-2.3,-4.6,-0.5,-0.5,0.871
9.1,18.2,0.2,0.2,0.104
6.2,12.4,-1.8,-1.8,0.108
-3.6,-7.2,-1.5,-1.5,0.896
15.8,31.6,-2.1,-2.1,0.108
5.6,11.2,-2.3,-2.3,0.103
-0.5,-1.0,0.5,0.5,0.903
0.4,0.8,1.0,1.0,0.869
6.7,13.4,-1.3,-1.3,0.1
15.3,30.6,-2.6,-2.6,0.102
-2.9,-5.8,-1.0,-1.0,0.886
13.5,27.0,-3.6,-3.6,0.096
4.0,8.0,-3.3,-3.3,0.088
3.3,6.6,-3.8,-3.8,0.088
8.5,17.0,-0.3,-0.3,0.099
7.7,15.4,-0.8,-0.8,0.103
-1.1,-2.2,0.0,0.0,0.906
4.7,9.4,-2.8,-2.8,0.089
9.9,19.8,0.7,0.7,0.1
-2.2,-4.4,-0.5,-0.5,0.885
-3.5,-7.0,-1.5,-1.5,0.863
14.4,28.8,-3.1,-3.1,0.106
9.2,18.4,0.2,0.2,0.099
6.3,12.6,-1.8,-1.8,0.103
15.9,31.8,-2.1,-2.1,0.104
5.7,11.4,-2.3,-2.3,0.099
-0.4,-0.8,0.5,0.5,0.899
0.5,1.0,1.0,1.0,0.87
-2.8,-5.6,-1.0,-1.0,0.897
6.8,13.6,-1.3,-1.3,0.089
15.4,30.8,-2.6,-2.6,0.1
13.6,27.2,-3.6,-3.6,0.115
8.6,17.2,-0.3,-0.3,0.104
4.1,8.2,-3.3,-3.3,0.109
3.4,6.8,-3.8,-3.8,0.109
-1.0,-2.0,0.0,0.0,0.895
7.8,15.6,-0.8,-0.8,0.099
4.8,9.6,-2.8,-2.8,0.107
-2.1,-4.2,-0.5,-0.5,0.892
-3.4,-6.8,-1.5,-1.5,0.904
10.0,20.0,0.7,0.7,0.103
14.5,29.0,-3.1,-3.1,0.106
-0.3,-0.6,0.5,0.5,0.9
9.3,18.6,0.2,0.2,0.104
6.4,12.8,-1.8,-1.8,0.099
16.0,32.0,-2.1,-2.1,0.103
0.6,1.2,1.0,1.0,0.875
5.8,11.6,-2.3,-2.3,0.104
-2.7,-5.4,-1.0,-1.0,0.886
6.9,13.8,-1.3,-1.3,0.108
15.5,31.0,-2.6,-2.6,0.103
13.7,27.4,-3.6,-3.6,0.106
8.7,17.4,-0.3,-0.3,0.098
3.5,7.0,-3.8,-3.8,0.102
4.2,8.4,-3.3,-3.3,0.102
-0.9,-1.8,0.0,0.0,0.899
-2.0,-4.0,-0.5,-0.5,0.903
-3.3,-6.6,-1.5,-1.5,0.89
4.9,9.8,-2.8,-2.8,0.104
7.9,15.8,-0.8,-0.8,0.104
10.1,20.2,0.7,0.7,0.097
-0.2,-0.4,0.5,0.5,0.915
14.6,29.2,-3.1,-3.1,0.102
9.4,18.8,0.2,0.2,0.097
-4.0,-8.0,-2.0,-2.0,0.892
6.5,13.0,-1.8,-1.8,0.104
0.7,1.4,1.0,1.0,0.877
5.9,11.8,-2.3,-2.3,0.097
-2.6,-5.2,-1.0,-1.0,0.897
15.6,31.2,-2.6,-2.6,0.097
7.0,14.0,-1.3,-1.3,0.103
13.8,27.6,-3.6,-3.6,0.106
8.8,17.6,-0.3,-0.3,0.101
3.6,7.2,-3.8,-3.8,0.1
4.3,8.6,-3.3,-3.3,0.1
-0.8,-1.6,0.0,0.0,0.903
-1.9,-3.8,-0.5,-0.5,0.897
-3.2,-6.4,-1.5,-1.5,0.91
5.0,10.0,-2.8,-2.8,0.099
8.0,16.0,-0.8,-0.8,0.097
-0.1,-0.2,0.5,0.5,0.877
9.5,19.0,0.2,0.2,0.102
10.2,20.4,0.7,0.7,0.104
14.7,29.4,-3.1,-3.1,0.1
-3.9,-7.8,-2.0,-2.0,0.892
6.6,13.2,-1.8,-1.8,0.097
0.8,1.6,1.0,1.0,0.857
6.0,12.0,-2.3,-2.3,0.103
-2.5,-5.0,-1.0,-1.0,0.913
15.7,31.4,-2.6,-2.6,0.104
7.1,14.2,-1.3,-1.3,0.099
13.9,27.8,-3.6,-3.6,0.102
8.9,17.8,-0.3,-0.3,0.094
4.4,8.8,-3.3,-3.3,0.103
3.7,7.4,-3.8,-3.8,0.103
-1.8,-3.6,-0.5,-0.5,0.916
-0.7,-1.4,0.0,0.0,0.909
-3.1,-6.2,-1.5,-1.5,0.903
5.1,10.2,-2.8,-2.8,0.104
0.0,0.0,0.5,0.5,0.884
-3.8,-7.6,-2.0,-2.0,0.911
9.6,19.2,0.2,0.2,0.094
8.1,16.2,-0.8,-0.8,0.103
10.3,20.6,0.7,0.7,0.093
14.8,29.6,-3.1,-3.1,0.103
6.7,13.4,-1.8,-1.8,0.103
0.9,1.8,1.0,1.0,0.824
6.1,12.2,-2.3,-2.3,0.094
-2.4,-4.8,-1.0,-1.0,0.908
14.0,28.0,-3.6,-3.6,0.1
15.8,31.6,-2.6,-2.6,0.093
7.2,14.4,-1.3,-1.3,0.104
-1.7,-3.4,-0.5,-0.5,0.918
9.0,18.0,-0.3,-0.3,0.115
4.5,9.0,-3.3,-3.3,0.097
3.8,7.6,-3.8,-3.8,0.097
-3.0,-6.0,-1.5,-1.5,0.899
-0.6,-1.2,0.0,0.0,0.879
0.1,0.2,0.5,0.5,0.886
5.2,10.4,-2.8,-2.8,0.097
9.7,19.4,0.2,0.2,0.115
-3.7,-7.4,-2.0,-2.0,0.884
8.2,16.4,-0.8,-0.8,0.094
14.9,29.8,-3.1,-3.1,0.098
10.4,20.8,0.7,0.7,0.116
6.8,13.6,-1.8,-1.8,0.094
1.0,2.0,1.0,1.0,0.804
-2.3,-4.6,-1.0,-1.0,0.915
14.1,28.2,-3.6,-3.6,0.103
6.2,12.4,-2.3,-2.3,0.115
7.3,14.6,-1.3,-1.3,0.097
15.9,31.8,-2.6,-2.6,0.116
-1.6,-3.2,-0.5,-0.5,0.915
9.1,18.2,-0.3,-0.3,0.11
4.6,9.2,-3.3,-3.3,0.104
-2.9,-5.8,-1.5,-1.5,0.91
-0.5,-1.0,0.0,0.0,0.893
3.9,7.8,-3.8,-3.8,0.104
0.2,0.4,0.5,0.5,0.865
5.3,10.6,-2.8,-2.8,0.102
9.8,19.6,0.2,0.2,0.109
-3.6,-7.2,-2.0,-2.0,0.895
15.0,30.0,-3.1,-3.1,0.103
8.3,16.6,-0.8,-0.8,0.115
10.5,21.0,0.7,0.7,0.109
6.9,13.8,-1.8,-1.8,0.115
1.1,2.2,1.0,1.0,0.799
-2.2,-4.4,-1.0,-1.0,0.918
14.2,28.4,-3.6,-3.6,0.099
6.3,12.6,-2.3,-2.3,0.109
7.4,14.8,-1.3,-1.3,0.102
-1.5,-3.0,-0.5,-0.5,0.902
16.0,32.0,-2.6,-2.6,0.109
9.2,18.4,-0.3,-0.3,0.098
4.7,9.4,-3.3,-3.3,0.093
-2.8,-5.6,-1.5,-1.5,0.914
-0.4,-0.8,0.0,0.0,0.879
4.0,8.0,-3.8,-3.8,0.093
0.3,0.6,0.5,0.5,0.863
5.4,10.8,-2.8,-2.8,0.094
-3.5,-7.0,-2.0,-2.0,0.9
9.9,19.8,0.2,0.2,0.098
15.1,30.2,-3.1,-3.1,0.094
8.4,16.8,-0.8,-0.8,0.109
10.6,21.2,0.7,0.7,0.096
1.2,2.4,1.0,1.0,0.749
7.0,14.0,-1.8,-1.8,0.109
-2.1,-4.2,-1.0,-1.0,0.914
6.4,12.8,-2.3,-2.3,0.097
14.3,28.6,-3.6,-3.6,0.102
-1.4,-2.8,-0.5,-0.5,0.906
-4.0,-8.0,-2.5,-2.5,0.91
7.5,15.0,-1.3,-1.3,0.095
9.3,18.6,-0.3,-0.3,0.096
-2.7,-5.4,-1.5,-1.5,0.901
4.8,9.6,-3.3,-3.3,0.116
-0.3,-0.6,0.0,0.0,0.874
0.4,0.8,0.5,0.5,0.832
-3.4,-6.8,-2.0,-2.0,0.906
4.1,8.2,-3.8,-3.8,0.116
10.0,20.0,0.2,0.2,0.096
15.2,30.4,-3.1,-3.1,0.115
10.7,21.4,0.7,0.7,0.096
5.5,11.0,-2.8,-2.8,0.115
8.5,17.0,-0.8,-0.8,0.097
1.3,2.6,1.0,1.0,0.683
-2.0,-4.0,-1.0,-1.0,0.924
7.1,14.2,-1.8,-1.8,0.097
-1.3,-2.6,-0.5,-0.5,0.905
-3.9,-7.8,-2.5,-2.5,0.887
6.5,13.0,-2.3,-2.3,0.096
14.4,28.8,-3.6,-3.6,0.094
9.4,18.8,-0.3,-0.3,0.092
7.6,15.2,-1.3,-1.3,0.114
-2.6,-5.2,-1.5,-1.5,0.91
4.9,9.8,-3.3,-3.3,0.109
-0.2,-0.4,0.0,0.0,0.876
-3.3,-6.6,-2.0,-2.0,0.915
0.5,1.0,0.5,0.5,0.834
10.1,20.2,0.2,0.2,0.092
4.2,8.4,-3.8,-3.8,0.109
7.2,14.4,-1.8,-1.8,0.096
15.3,30.6,-3.1,-3.1,0.109
10.8,21.6,0.7,0.7,0.092
8.6,17.2,-0.8,-0.8,0.096
5.6,11.2,-2.8,-2.8,0.109
1.4,2.8,1.0,1.0,0.608
-1.9,-3.8,-1.0,-1.0,0.915
-1.2,-2.4,-0.5,-0.5,0.905
-3.8,-7.6,-2.5,-2.5,0.906
-2.5,-5.0,-1.5,-1.5,0.924
6.6,13.2,-2.3,-2.3,0.092
14.5,29.0,-3.6,-3.6,0.116
7.7,15.4,-1.3,-1.3,0.109
9.5,19.0,-0.3,-0.3,0.09
-3.2,-6.4,-2.0,-2.0,0.913
5.0,10.0,-3.3,-3.3,0.096
-0.1,-0.2,0.0,0.0,0.873
0.6,1.2,0.5,0.5,0.835
7.3,14.6,-1.8,-1.8,0.092
10.9,21.8,0.7,0.7,0.092
4.3,8.6,-3.8,-3.8,0.096
10.2,20.4,0.2,0.2,0.09
15.4,30.8,-3.1,-3.1,0.096
-1.8,-3.6,-1.0,-1.0,0.918
8.7,17.4,-0.8,-0.8,0.092
5.7,11.4,-2.8,-2.8,0.098
1.5,3.0,1.0,1.0,0.548
-1.1,-2.2,-0.5,-0.5,0.913
-2.4,-4.8,-1.5,-1.5,0.904
-3.7,-7.4,-2.5,-2.5,0.917
6.7,13.4,-2.3,-2.3,0.09
9.6,19.2,-0.3,-0.3,0.092
-3.1,-6.2,-2.0,-2.0,0.906
7.8,15.6,-1.3,-1.3,0.098
14.6,29.2,-3.6,-3.6,0.109
5.1,10.2,-3.3,-3.3,0.096
0.0,0.0,0.0,0.0,0.845
4.4,8.8,-3.8,-3.8,0.096
0.7,1.4,0.5,0.5,0.804
7.4,14.8,-1.8,-1.8,0.09
-1.7,-3.4,-1.0,-1.0,0.909
11.0,22.0,0.7,0.7,0.09
10.3,20.6,0.2,0.2,0.092
15.5,31.0,-3.1,-3.1,0.096
5.8,11.6,-2.8,-2.8,0.096
1.6,3.2,1.0,1.0,0.504
-1.0,-2.0,-0.5,-0.5,0.896
8.8,17.6,-0.8,-0.8,0.09
-2.3,-4.6,-1.5,-1.5,0.918
-3.6,-7.2,-2.5,-2.5,0.915
6.8,13.6,-2.3,-2.3,0.092
-3.0,-6.0,-2.0,-2.0,0.915
9.7,19.4,-0.3,-0.3,0.087
14.7,29.4,-3.6,-3.6,0.095
0.1,0.2,0.0,0.0,0.858
7.9,15.8,-1.3,-1.3,0.096
5.2,10.4,-3.3,-3.3,0.092
4.5,9.0,-3.8,-3.8,0.092
0.8,1.6,0.5,0.5,0.76
-1.6,-3.2,-1.0,-1.0,0.904
11.1,22.2,0.7,0.7,0.087
7.5,15.0,-1.8,-1.8,0.092
10.4,20.8,0.2,0.2,0.087
15.6,31.2,-3.1,-3.1,0.092
5.9,11.8,-2.8,-2.8,0.092
-0.9,-1.8,-0.5,-0.5,0.879
-2.2,-4.4,-1.5,-1.5,0.927
1.7,3.4,1.0,1.0,0.447
8.9,17.8,-0.8,-0.8,0.092
-3.5,-7.0,-2.5,-2.5,0.908
6.9,13.8,-2.3,-2.3,0.087
-2.9,-5.8,-2.0,-2.0,0.916
8.0,16.0,-1.3,-1.3,0.092
9.8,19.6,-0.3,-0.3,0.12
0.2,0.4,0.0,0.0,0.829
5.3,10.6,-3.3,-3.3,0.092
14.8,29.6,-3.6,-3.6,0.096
4.6,9.2,-3.8,-3.8,0.092
-1.5,-3.0,-1.0,-1.0,0.917
0.9,1.8,0.5,0.5,0.732
11.2,22.4,0.7,0.7,0.122
10.5,21.0,0.2,0.2,0.121
-0.8,-1.6,-0.5,-0.5,0.884
7.6,15.2,-1.8,-1.8,0.087
6.0,12.0,-2.8,-2.8,0.09
15.7,31.4,-3.1,-3.1,0.092
-2.1,-4.2,-1.5,-1.5,0.905
-3.4,-6.8,-2.5,-2.5,0.902
1.8,3.6,1.0,1.0,0.391
9.0,18.0,-0.8,-0.8,0.087
-2.8,-5.6,-2.0,-2.0,0.911
7.0,14.0,-2.3,-2.3,0.121
9.9,19.8,-0.3,-0.3,0.082
0.3,0.6,0.0,0.0,0.805
14.9,29.8,-3.6,-3.6,0.092
8.1,16.2,-1.3,-1.3,0.09
5.4,10.8,-3.3,-3.3,0.09
-1.4,-2.8,-1.0,-1.0,0.906
-0.7,-1.4,-0.5,-0.5,0.901
4.7,9.4,-3.8,-3.8,0.09
10.6,21.2,0.2,0.2,0.081
1.0,2.0,0.5,0.5,0.672
11.3,22.6,0.7,0.7,0.081
6.1,12.2,-2.8,-2.8,0.092
7.7,15.4,-1.8,-1.8,0.121
15.8,31.6,-3.1,-3.1,0.09
-2.0,-4.0,-1.5,-1.5,0.917
-3.3,-6.6,-2.5,-2.5,0.921
9.1,18.2,-0.8,-0.8,0.121
1.9,3.8,1.0,1.0,0.329
-2.7,-5.4,-2.0,-2.0,0.924
7.1,14.2,-2.3,-2.3,0.082
10.0,20.0,-0.3,-0.3,0.099
0.4,0.8,0.0,0.0,0.794
-1.3,-2.6,-1.0,-1.0,0.897
8.2,16.4,-1.3,-1.3,0.092
5.5,11.0,-3.3,-3.3,0.087
15.0,30.0,-3.6,-3.6,0.092
-0.6,-1.2,-0.5,-0.5,0.859
1.1,2.2,0.5,0.5,0.603
10.7,21.4,0.2,0.2,0.1
4.8,9.6,-3.8,-3.8,0.087
11.4,22.8,0.7,0.7,0.099
7.8,15.6,-1.8,-1.8,0.082
6.2,12.4,-2.8,-2.8,0.087
15.9,31.8,-3.1,-3.1,0.087
-1.9,-3.8,-1.5,-1.5,0.905
-3.2,-6.4,-2.5,-2.5,0.914
2.0,4.0,1.0,1.0,0.299
9.2,18.4,-0.8,-0.8,0.082
-2.6,-5.2,-2.0,-2.0,0.926
7.2,14.4,-2.3,-2.3,0.099
10.1,20.2,-0.3,-0.3,0.096
-1.2,-2.4,-1.0,-1.0,0.89
0.5,1.0,0.0,0.0,0.758
8.3,16.6,-1.3,-1.3,0.087
15.1,30.2,-3.6,-3.6,0.09
5.6,11.2,-3.3,-3.3,0.122
-0.5,-1.0,-0.5,-0.5,0.844
1.2,2.4,0.5,0.5,0.59
11.5,23.0,0.7,0.7,0.096
4.9,9.8,-3.8,-3.8,0.122
7.9,15.8,-1.8,-1.8,0.099
16.0,32.0,-3.1,-3.1,0.122
6.3,12.6,-2.8,-2.8,0.121
-1.8,-3.6,-1.5,-1.5,0.915
-3.1,-6.2,-2.5,-2.5,0.901
2.1,4.2,1.0,1.0,0.243
9.3,18.6,-0.8,-0.8,0.099
-2.5,-5.0,-2.0,-2.0,0.917
7.3,14.6,-2.3,-2.3,0.096
0.6,1.2,0.0,0.0,0.72
-1.1,-2.2,-1.0,-1.0,0.907
8.4,16.8,-1.3,-1.3,0.121
15.2,30.4,-3.6,-3.6,0.087
10.2,20.4,-0.3,-0.3,0.102
5.7,11.4,-3.3,-3.3,0.081
-0.4,-0.8,-0.5,-0.5,0.854
1.3,2.6,0.5,0.5,0.505
11.6,23.2,0.7,0.7,0.102
5.0,10.0,-3.8,-3.8,0.081
-4.0,-8.0,-3.0,-3.0,0.919
8.0,16.0,-1.8,-1.8,0.096
-3.0,-6.0,-2.5,-2.5,0.916
-1.7,-3.4,-1.5,-1.5,0.901
6.4,12.8,-2.8,-2.8,0.081
2.2,4.4,1.0,1.0,0.262
9.4,18.8,-0.8,-0.8,0.096
-2.4,-4.8,-2.0,-2.0,0.904
7.4,14.8,-2.3,-2.3,0.101
15.3,30.6,-3.6,-3.6,0.122
-1.0,-2.0,-1.0,-1.0,0.89
0.7,1.4,0.0,0.0,0.679
10.3,20.6,-0.3,-0.3,0.098
8.5,17.0,-1.3,-1.3,0.082
5.8,11.6,-3.3,-3.3,0.099
-0.3,-0.6,-0.5,-0.5,0.861
10.8,21.6,0.2,0.2,0.096
1.4,2.8,0.5,0.5,0.42
5.1,10.2,-3.8,-3.8,0.099
-3.9,-7.8,-3.0,-3.0,0.916
11.7,23.4,0.7,0.7,0.102
-1.6,-3.2,-1.5,-1.5,0.891
-2.9,-5.8,-2.5,-2.5,0.913
6.5,13.0,-2.8,-2.8,0.1
8.1,16.2,-1.8,-1.8,0.101
-2.3,-4.6,-2.0,-2.0,0.902
2.3,4.6,1.0,1.0,0.247
9.5,19.0,-0.8,-0.8,0.101
7.5,15.0,-2.3,-2.3,0.103
8.6,17.2,-1.3,-1.3,0.099
15.4,30.8,-3.6,-3.6,0.081
5.9,11.8,-3.3,-3.3,0.096
-0.9,-1.8,-1.0,-1.0,0.884
-0.2,-0.4,-0.5,-0.5,0.844
10.4,20.8,-0.3,-0.3,0.095
0.8,1.6,0.0,0.0,0.606
-3.8,-7.6,-3.0,-3.0,0.906
11.8,23.6,0.7,0.7,0.091
1.5,3.0,0.5,0.5,0.394
-1.5,-3.0,-1.5,-1.5,0.902
5.2,10.4,-3.8,-3.8,0.096
-2.8,-5.6,-2.5,-2.5,0.906
6.6,13.2,-2.8,-2.8,0.096
8.2,16.4,-1.8,-1.8,0.103
2.4,4.8,1.0,1.0,0.188
-2.2,-4.4,-2.0,-2.0,0.906
9.6,19.2,-0.8,-0.8,0.103
8.7,17.4,-1.3,-1.3,0.096
7.6,15.2,-2.3,-2.3,0.091
-0.1,-0.2,-0.5,-0.5,0.835
6.0,12.0,-3.3,-3.3,0.102
0.9,1.8,0.0,0.0,0.582
-0.8,-1.6,-1.0,-1.0,0.888
15.5,31.0,-3.6,-3.6,0.1
10.5,21.0,-0.3,-0.3,0.114
11.9,23.8,0.7,0.7,0.114
-3.7,-7.4,-3.0,-3.0,0.919
-2.7,-5.4,-2.5,-2.5,0.909
-1.4,-2.8,-1.5,-1.5,0.885
1.6,3.2,0.5,0.5,0.318
5.3,10.6,-3.8,-3.8,0.102
6.7,13.4,-2.8,-2.8,0.101
8.3,16.6,-1.8,-1.8,0.091
2.5,5.0,1.0,1.0,0.214
-2.1,-4.2,-2.0,-2.0,0.894
9.7,19.4,-0.8,-0.8,0.091
8.8,17.6,-1.3,-1.3,0.101
0.0,0.0,-0.5,-0.5,0.786
7.7,15.4,-2.3,-2.3,0.114
1.0,2.0,0.0,0.0,0.538
15.6,31.2,-3.6,-3.6,0.095
6.1,12.2,-3.3,-3.3,0.102
-0.7,-1.4,-1.0,-1.0,0.857
10.6,21.2,-0.3,-0.3,0.088
10.9,21.8,0.2,0.2,0.101
-3.6,-7.2,-3.0,-3.0,0.927
12.0,24.0,0.7,0.7,0.087
-1.3,-2.6,-1.5,-1.5,0.888
-2.6,-5.2,-2.5,-2.5,0.919
1.7,3.4,0.5,0.5,0.315
