,$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
5786,2.28,2.28,1.16,2.32,0.862
5787,2.28,2.28,1.2,2.4,0.876
5788,2.28,2.28,1.24,2.48,0.86
5789,2.28,2.28,1.28,2.56,0.858
5790,2.28,2.28,1.32,2.64,0.862
5791,2.28,2.28,1.36,2.72,0.874
5792,2.28,2.28,1.4,2.8,0.861
5793,2.28,2.28,1.44,2.88,0.858
5794,2.28,2.28,1.48,2.96,0.867
5795,2.28,2.28,1.52,3.04,0.859
5796,2.28,2.28,1.56,3.12,0.866
5797,2.28,2.28,1.6,3.2,0.852
5798,2.28,2.28,1.64,3.28,0.859
5799,2.28,2.28,1.68,3.36,0.849
5800,2.28,2.28,1.72,3.44,0.847
5801,2.28,2.28,1.76,3.52,0.862
5802,2.28,2.28,1.8,3.6,0.857
5803,2.28,2.28,1.84,3.68,0.844
5804,2.28,2.28,1.88,3.76,0.856
5805,2.28,2.28,1.92,3.84,0.836
5806,2.28,2.28,1.96,3.92,0.834
5807,2.28,2.28,2,4,0.833
5808,2.28,2.28,2.04,4.08,0.841
5809,2.28,2.28,2.08,4.16,0.835
5810,2.28,2.28,2.12,4.24,0.834
5811,2.28,2.28,2.16,4.32,0.816
5812,2.28,2.28,2.2,4.4,0.835
5813,2.28,2.28,2.24,4.48,0.797
5814,2.28,2.28,2.28,4.56,0.812
5815,2.28,2.28,2.32,4.64,0.804
5816,2.28,2.28,2.36,4.72,0.805
5817,2.28,2.28,2.4,4.8,0.824
5818,2.28,2.28,2.44,4.88,0.812
5819,2.28,2.28,2.48,4.96,0.795
5820,2.28,2.28,2.52,5.04,0.799
5821,2.28,2.28,2.56,5.12,0.774
5822,2.28,2.28,2.6,5.2,0.771
5823,2.28,2.28,2.64,5.28,0.768
5824,2.28,2.28,2.68,5.36,0.764
5825,2.28,2.28,2.72,5.44,0.76
5826,2.28,2.28,2.76,5.52,0.767
5827,2.28,2.28,2.8,5.6,0.779
5828,2.28,2.28,2.84,5.68,0.744
5829,2.28,2.28,2.88,5.76,0.74
5830,2.28,2.28,2.92,5.84,0.774
5831,2.28,2.28,2.96,5.92,0.746
5832,2.28,2.28,3,6,0.729
5833,2.28,2.28,3.04,6.08,0.773
5834,2.28,2.28,3.08,6.16,0.728
5835,2.28,2.28,3.12,6.24,0.7
5836,2.28,2.28,3.16,6.32,0.745
5837,2.28,2.28,3.2,6.4,0.702
5838,2.28,2.28,3.24,6.48,0.713
5839,2.28,2.28,3.28,6.56,0.708
5840,2.28,2.28,3.32,6.64,0.715
5841,2.28,2.28,3.36,6.72,0.699
5842,2.28,2.28,3.4,6.8,0.677
5843,2.28,2.28,3.44,6.88,0.693
5844,2.28,2.28,3.48,6.96,0.697
5845,2.28,2.28,3.52,7.04,0.67
5846,2.28,2.28,3.56,7.12,0.663
5847,2.28,2.28,3.6,7.2,0.67
5848,2.28,2.28,3.64,7.28,0.644
5849,2.28,2.28,3.68,7.36,0.657
5850,2.28,2.28,3.72,7.44,0.671
5851,2.28,2.28,3.76,7.52,0.659
5852,2.28,2.28,3.8,7.6,0.626
5853,2.28,2.28,3.84,7.68,0.652
5854,2.28,2.28,3.88,7.76,0.636
5855,2.28,2.28,3.92,7.84,0.629
5856,2.28,2.28,3.96,7.92,0.62
5857,2.28,2.28,4,8,0.635
5858,2.32,2.32,0,0,0.188
5859,2.32,2.32,0.04,0.08,0.291
5860,2.32,2.32,0.08,0.16,0.363
5861,2.32,2.32,0.12,0.24,0.46
5862,2.32,2.32,0.16,0.32,0.551
5863,2.32,2.32,0.2,0.4,0.601
5864,2.32,2.32,0.24,0.48,0.642
5865,2.32,2.32,0.28,0.56,0.705
5866,2.32,2.32,0.32,0.64,0.713
5867,2.32,2.32,0.36,0.72,0.71
5868,2.32,2.32,0.4,0.8,0.756
5869,2.32,2.32,0.44,0.88,0.775
5870,2.32,2.32,0.48,0.96,0.78
5871,2.32,2.32,0.52,1.04,0.788
5872,2.32,2.32,0.56,1.12,0.826
5873,2.32,2.32,0.6,1.2,0.805
5874,2.32,2.32,0.64,1.28,0.828
5875,2.32,2.32,0.68,1.36,0.84
5876,2.32,2.32,0.72,1.44,0.829
5877,2.32,2.32,0.76,1.52,0.844
5878,2.32,2.32,0.8,1.6,0.846
5879,2.32,2.32,0.84,1.68,0.841
5880,2.32,2.32,0.88,1.76,0.837
5881,2.32,2.32,0.92,1.84,0.853
5882,2.32,2.32,0.96,1.92,0.842
5883,2.32,2.32,1,2,0.872
5884,2.32,2.32,1.04,2.08,0.866
5885,2.32,2.32,1.08,2.16,0.864
5886,2.32,2.32,1.12,2.24,0.872
5887,2.32,2.32,1.16,2.32,0.869
5888,2.32,2.32,1.2,2.4,0.853
5889,2.32,2.32,1.24,2.48,0.873
5890,2.32,2.32,1.28,2.56,0.851
5891,2.32,2.32,1.32,2.64,0.874
5892,2.32,2.32,1.36,2.72,0.879
5893,2.32,2.32,1.4,2.8,0.858
5894,2.32,2.32,1.44,2.88,0.869
5895,2.32,2.32,1.48,2.96,0.833
5896,2.32,2.32,1.52,3.04,0.852
5897,2.32,2.32,1.56,3.12,0.881
5898,2.32,2.32,1.6,3.2,0.857
5899,2.32,2.32,1.64,3.28,0.856
5900,2.32,2.32,1.68,3.36,0.852
5901,2.32,2.32,1.72,3.44,0.867
5902,2.32,2.32,1.76,3.52,0.864
5903,2.32,2.32,1.8,3.6,0.845
5904,2.32,2.32,1.84,3.68,0.841
5905,2.32,2.32,1.88,3.76,0.839
5906,2.32,2.32,1.92,3.84,0.839
5907,2.32,2.32,1.96,3.92,0.827
5908,2.32,2.32,2,4,0.835
5909,2.32,2.32,2.04,4.08,0.843
5910,2.32,2.32,2.08,4.16,0.841
5911,2.32,2.32,2.12,4.24,0.805
5912,2.32,2.32,2.16,4.32,0.83
5913,2.32,2.32,2.2,4.4,0.825
5914,2.32,2.32,2.24,4.48,0.802
5915,2.32,2.32,2.28,4.56,0.822
5916,2.32,2.32,2.32,4.64,0.812
5917,2.32,2.32,2.36,4.72,0.803
5918,2.32,2.32,2.4,4.8,0.798
5919,2.32,2.32,2.44,4.88,0.796
5920,2.32,2.32,2.48,4.96,0.809
5921,2.32,2.32,2.52,5.04,0.805
5922,2.32,2.32,2.56,5.12,0.791
5923,2.32,2.32,2.6,5.2,0.808
5924,2.32,2.32,2.64,5.28,0.766
5925,2.32,2.32,2.68,5.36,0.773
5926,2.32,2.32,2.72,5.44,0.763
5927,2.32,2.32,2.76,5.52,0.77
5928,2.32,2.32,2.8,5.6,0.744
5929,2.32,2.32,2.84,5.68,0.76
5930,2.32,2.32,2.88,5.76,0.742
5931,2.32,2.32,2.92,5.84,0.763
5932,2.32,2.32,2.96,5.92,0.744
5933,2.32,2.32,3,6,0.741
5934,2.32,2.32,3.04,6.08,0.689
5935,2.32,2.32,3.08,6.16,0.714
5936,2.32,2.32,3.12,6.24,0.709
5937,2.32,2.32,3.16,6.32,0.73
5938,2.32,2.32,3.2,6.4,0.718
5939,2.32,2.32,3.24,6.48,0.705
5940,2.32,2.32,3.28,6.56,0.703
5941,2.32,2.32,3.32,6.64,0.699
5942,2.32,2.32,3.36,6.72,0.707
5943,2.32,2.32,3.4,6.8,0.718
5944,2.32,2.32,3.44,6.88,0.692
5945,2.32,2.32,3.48,6.96,0.702
5946,2.32,2.32,3.52,7.04,0.696
5947,2.32,2.32,3.56,7.12,0.675
5948,2.32,2.32,3.6,7.2,0.673
5949,2.32,2.32,3.64,7.28,0.675
5950,2.32,2.32,3.68,7.36,0.658
5951,2.32,2.32,3.72,7.44,0.664
5952,2.32,2.32,3.76,7.52,0.651
5953,2.32,2.32,3.8,7.6,0.677
5954,2.32,2.32,3.84,7.68,0.646
5955,2.32,2.32,3.88,7.76,0.641
5956,2.32,2.32,3.92,7.84,0.649
5957,2.32,2.32,3.96,7.92,0.64
5958,2.32,2.32,4,8,0.619
5959,2.36,2.36,0,0,0.218
5960,2.36,2.36,0.04,0.08,0.294
5961,2.36,2.36,0.08,0.16,0.392
5962,2.36,2.36,0.12,0.24,0.507
5963,2.36,2.36,0.16,0.32,0.546
5964,2.36,2.36,0.2,0.4,0.639
5965,2.36,2.36,0.24,0.48,0.63
5966,2.36,2.36,0.28,0.56,0.67
5967,2.36,2.36,0.32,0.64,0.701
5968,2.36,2.36,0.36,0.72,0.722
5969,2.36,2.36,0.4,0.8,0.755
5970,2.36,2.36,0.44,0.88,0.783
5971,2.36,2.36,0.48,0.96,0.786
5972,2.36,2.36,0.52,1.04,0.79
5973,2.36,2.36,0.56,1.12,0.793
5974,2.36,2.36,0.6,1.2,0.804
5975,2.36,2.36,0.64,1.28,0.82
5976,2.36,2.36,0.68,1.36,0.841
5977,2.36,2.36,0.72,1.44,0.815
5978,2.36,2.36,0.76,1.52,0.845
5979,2.36,2.36,0.8,1.6,0.828
5980,2.36,2.36,0.84,1.68,0.851
5981,2.36,2.36,0.88,1.76,0.865
5982,2.36,2.36,0.92,1.84,0.854
5983,2.36,2.36,0.96,1.92,0.856
5984,2.36,2.36,1,2,0.842
5985,2.36,2.36,1.04,2.08,0.86
5986,2.36,2.36,1.08,2.16,0.855
5987,2.36,2.36,1.12,2.24,0.886
5988,2.36,2.36,1.16,2.32,0.88
5989,2.36,2.36,1.2,2.4,0.867
5990,2.36,2.36,1.24,2.48,0.854
5991,2.36,2.36,1.28,2.56,0.876
5992,2.36,2.36,1.32,2.64,0.871
5993,2.36,2.36,1.36,2.72,0.881
5994,2.36,2.36,1.4,2.8,0.868
5995,2.36,2.36,1.44,2.88,0.874
5996,2.36,2.36,1.48,2.96,0.872
5997,2.36,2.36,1.52,3.04,0.858
5998,2.36,2.36,1.56,3.12,0.886
5999,2.36,2.36,1.6,3.2,0.864
6000,2.36,2.36,1.64,3.28,0.85
6001,2.36,2.36,1.68,3.36,0.865
6002,2.36,2.36,1.72,3.44,0.853
6003,2.36,2.36,1.76,3.52,0.86
6004,2.36,2.36,1.8,3.6,0.851
6005,2.36,2.36,1.84,3.68,0.843
6006,2.36,2.36,1.88,3.76,0.869
6007,2.36,2.36,1.92,3.84,0.853
6008,2.36,2.36,1.96,3.92,0.828
6009,2.36,2.36,2,4,0.845
6010,2.36,2.36,2.04,4.08,0.851
6011,2.36,2.36,2.08,4.16,0.849
6012,2.36,2.36,2.12,4.24,0.858
6013,2.36,2.36,2.16,4.32,0.853
6014,2.36,2.36,2.2,4.4,0.827
6015,2.36,2.36,2.24,4.48,0.84
6016,2.36,2.36,2.28,4.56,0.829
6017,2.36,2.36,2.32,4.64,0.834
6018,2.36,2.36,2.36,4.72,0.82
6019,2.36,2.36,2.4,4.8,0.829
6020,2.36,2.36,2.44,4.88,0.8
6021,2.36,2.36,2.48,4.96,0.822
6022,2.36,2.36,2.52,5.04,0.807
6023,2.36,2.36,2.56,5.12,0.784
6024,2.36,2.36,2.6,5.2,0.801
6025,2.36,2.36,2.64,5.28,0.765
6026,2.36,2.36,2.68,5.36,0.776
6027,2.36,2.36,2.72,5.44,0.805
6028,2.36,2.36,2.76,5.52,0.768
6029,2.36,2.36,2.8,5.6,0.758
6030,2.36,2.36,2.84,5.68,0.771
6031,2.36,2.36,2.88,5.76,0.754
6032,2.36,2.36,2.92,5.84,0.771
6033,2.36,2.36,2.96,5.92,0.741
6034,2.36,2.36,3,6,0.728
6035,2.36,2.36,3.04,6.08,0.739
6036,2.36,2.36,3.08,6.16,0.727
6037,2.36,2.36,3.12,6.24,0.736
6038,2.36,2.36,3.16,6.32,0.736
6039,2.36,2.36,3.2,6.4,0.726
6040,2.36,2.36,3.24,6.48,0.713
6041,2.36,2.36,3.28,6.56,0.725
6042,2.36,2.36,3.32,6.64,0.701
6043,2.36,2.36,3.36,6.72,0.694
6044,2.36,2.36,3.4,6.8,0.693
6045,2.36,2.36,3.44,6.88,0.698
6046,2.36,2.36,3.48,6.96,0.688
6047,2.36,2.36,3.52,7.04,0.683
6048,2.36,2.36,3.56,7.12,0.691
6049,2.36,2.36,3.6,7.2,0.702
6050,2.36,2.36,3.64,7.28,0.68
6051,2.36,2.36,3.68,7.36,0.675
6052,2.36,2.36,3.72,7.44,0.668
6053,2.36,2.36,3.76,7.52,0.657
6054,2.36,2.36,3.8,7.6,0.664
6055,2.36,2.36,3.84,7.68,0.678
6056,2.36,2.36,3.88,7.76,0.681
6057,2.36,2.36,3.92,7.84,0.674
6058,2.36,2.36,3.96,7.92,0.664
6059,2.36,2.36,4,8,0.644
6060,2.4,2.4,0,0,0.196
6061,2.4,2.4,0.04,0.08,0.282
6062,2.4,2.4,0.08,0.16,0.364
6063,2.4,2.4,0.12,0.24,0.477
6064,2.4,2.4,0.16,0.32,0.548
6065,2.4,2.4,0.2,0.4,0.621
6066,2.4,2.4,0.24,0.48,0.637
6067,2.4,2.4,0.28,0.56,0.661
6068,2.4,2.4,0.32,0.64,0.709
6069,2.4,2.4,0.36,0.72,0.741
6070,2.4,2.4,0.4,0.8,0.749
6071,2.4,2.4,0.44,0.88,0.74
6072,2.4,2.4,0.48,0.96,0.772
6073,2.4,2.4,0.52,1.04,0.768
6074,2.4,2.4,0.56,1.12,0.807
6075,2.4,2.4,0.6,1.2,0.835
6076,2.4,2.4,0.64,1.28,0.82
6077,2.4,2.4,0.68,1.36,0.824
6078,2.4,2.4,0.72,1.44,0.831
6079,2.4,2.4,0.76,1.52,0.838
6080,2.4,2.4,0.8,1.6,0.843
6081,2.4,2.4,0.84,1.68,0.865
6082,2.4,2.4,0.88,1.76,0.845
6083,2.4,2.4,0.92,1.84,0.869
6084,2.4,2.4,0.96,1.92,0.858
6085,2.4,2.4,1,2,0.847
6086,2.4,2.4,1.04,2.08,0.848
6087,2.4,2.4,1.08,2.16,0.863
6088,2.4,2.4,1.12,2.24,0.864
6089,2.4,2.4,1.16,2.32,0.857
6090,2.4,2.4,1.2,2.4,0.846
6091,2.4,2.4,1.24,2.48,0.874
6092,2.4,2.4,1.28,2.56,0.864
6093,2.4,2.4,1.32,2.64,0.871
6094,2.4,2.4,1.36,2.72,0.864
6095,2.4,2.4,1.4,2.8,0.869
6096,2.4,2.4,1.44,2.88,0.87
6097,2.4,2.4,1.48,2.96,0.866
6098,2.4,2.4,1.52,3.04,0.846
6099,2.4,2.4,1.56,3.12,0.877
6100,2.4,2.4,1.6,3.2,0.856
6101,2.4,2.4,1.64,3.28,0.865
6102,2.4,2.4,1.68,3.36,0.858
6103,2.4,2.4,1.72,3.44,0.859
6104,2.4,2.4,1.76,3.52,0.871
6105,2.4,2.4,1.8,3.6,0.844
6106,2.4,2.4,1.84,3.68,0.843
6107,2.4,2.4,1.88,3.76,0.843
6108,2.4,2.4,1.92,3.84,0.856
6109,2.4,2.4,1.96,3.92,0.847
6110,2.4,2.4,2,4,0.854
6111,2.4,2.4,2.04,4.08,0.86
6112,2.4,2.4,2.08,4.16,0.862
6113,2.4,2.4,2.12,4.24,0.828
6114,2.4,2.4,2.16,4.32,0.835
6115,2.4,2.4,2.2,4.4,0.85
6116,2.4,2.4,2.24,4.48,0.809
6117,2.4,2.4,2.28,4.56,0.839
6118,2.4,2.4,2.32,4.64,0.808
6119,2.4,2.4,2.36,4.72,0.812
6120,2.4,2.4,2.4,4.8,0.827
6121,2.4,2.4,2.44,4.88,0.799
6122,2.4,2.4,2.48,4.96,0.809
6123,2.4,2.4,2.52,5.04,0.795
6124,2.4,2.4,2.56,5.12,0.795
6125,2.4,2.4,2.6,5.2,0.805
6126,2.4,2.4,2.64,5.28,0.793
6127,2.4,2.4,2.68,5.36,0.784
6128,2.4,2.4,2.72,5.44,0.768
6129,2.4,2.4,2.76,5.52,0.789
6130,2.4,2.4,2.8,5.6,0.765
6131,2.4,2.4,2.84,5.68,0.777
6132,2.4,2.4,2.88,5.76,0.786
6133,2.4,2.4,2.92,5.84,0.772
6134,2.4,2.4,2.96,5.92,0.742
6135,2.4,2.4,3,6,0.756
6136,2.4,2.4,3.04,6.08,0.773
6137,2.4,2.4,3.08,6.16,0.758
6138,2.4,2.4,3.12,6.24,0.738
6139,2.4,2.4,3.16,6.32,0.753
6140,2.4,2.4,3.2,6.4,0.736
6141,2.4,2.4,3.24,6.48,0.741
6142,2.4,2.4,3.28,6.56,0.724
6143,2.4,2.4,3.32,6.64,0.734
6144,2.4,2.4,3.36,6.72,0.706
6145,2.4,2.4,3.4,6.8,0.716
6146,2.4,2.4,3.44,6.88,0.703
6147,2.4,2.4,3.48,6.96,0.723
6148,2.4,2.4,3.52,7.04,0.727
6149,2.4,2.4,3.56,7.12,0.717
6150,2.4,2.4,3.6,7.2,0.685
6151,2.4,2.4,3.64,7.28,0.687
6152,2.4,2.4,3.68,7.36,0.701
6153,2.4,2.4,3.72,7.44,0.694
6154,2.4,2.4,3.76,7.52,0.682
6155,2.4,2.4,3.8,7.6,0.644
6156,2.4,2.4,3.84,7.68,0.663
6157,2.4,2.4,3.88,7.76,0.659
6158,2.4,2.4,3.92,7.84,0.664
6159,2.4,2.4,3.96,7.92,0.658
6160,2.4,2.4,4,8,0.658
6161,2.44,2.44,0,0,0.211
6162,2.44,2.44,0.04,0.08,0.295
6163,2.44,2.44,0.08,0.16,0.39
6164,2.44,2.44,0.12,0.24,0.494
6165,2.44,2.44,0.16,0.32,0.534
6166,2.44,2.44,0.2,0.4,0.613
6167,2.44,2.44,0.24,0.48,0.647
6168,2.44,2.44,0.28,0.56,0.664
6169,2.44,2.44,0.32,0.64,0.714
6170,2.44,2.44,0.36,0.72,0.714
6171,2.44,2.44,0.4,0.8,0.751
6172,2.44,2.44,0.44,0.88,0.744
6173,2.44,2.44,0.48,0.96,0.778
6174,2.44,2.44,0.52,1.04,0.803
6175,2.44,2.44,0.56,1.12,0.806
6176,2.44,2.44,0.6,1.2,0.825
6177,2.44,2.44,0.64,1.28,0.811
6178,2.44,2.44,0.68,1.36,0.83
6179,2.44,2.44,0.72,1.44,0.833
6180,2.44,2.44,0.76,1.52,0.831
6181,2.44,2.44,0.8,1.6,0.809
6182,2.44,2.44,0.84,1.68,0.833
6183,2.44,2.44,0.88,1.76,0.828
6184,2.44,2.44,0.92,1.84,0.838
6185,2.44,2.44,0.96,1.92,0.855
6186,2.44,2.44,1,2,0.839
6187,2.44,2.44,1.04,2.08,0.86
6188,2.44,2.44,1.08,2.16,0.861
6189,2.44,2.44,1.12,2.24,0.856
6190,2.44,2.44,1.16,2.32,0.875
6191,2.44,2.44,1.2,2.4,0.873
6192,2.44,2.44,1.24,2.48,0.865
6193,2.44,2.44,1.28,2.56,0.85
6194,2.44,2.44,1.32,2.64,0.866
6195,2.44,2.44,1.36,2.72,0.867
6196,2.44,2.44,1.4,2.8,0.838
6197,2.44,2.44,1.44,2.88,0.867
6198,2.44,2.44,1.48,2.96,0.874
6199,2.44,2.44,1.52,3.04,0.874
6200,2.44,2.44,1.56,3.12,0.868
6201,2.44,2.44,1.6,3.2,0.874
6202,2.44,2.44,1.64,3.28,0.852
6203,2.44,2.44,1.68,3.36,0.873
6204,2.44,2.44,1.72,3.44,0.861
6205,2.44,2.44,1.76,3.52,0.849
6206,2.44,2.44,1.8,3.6,0.857
6207,2.44,2.44,1.84,3.68,0.867
6208,2.44,2.44,1.88,3.76,0.87
6209,2.44,2.44,1.92,3.84,0.855
6210,2.44,2.44,1.96,3.92,0.83
6211,2.44,2.44,2,4,0.857
6212,2.44,2.44,2.04,4.08,0.837
6213,2.44,2.44,2.08,4.16,0.851
6214,2.44,2.44,2.12,4.24,0.83
6215,2.44,2.44,2.16,4.32,0.836
6216,2.44,2.44,2.2,4.4,0.851
6217,2.44,2.44,2.24,4.48,0.801
6218,2.44,2.44,2.28,4.56,0.839
6219,2.44,2.44,2.32,4.64,0.837
6220,2.44,2.44,2.36,4.72,0.82
6221,2.44,2.44,2.4,4.8,0.834
6222,2.44,2.44,2.44,4.88,0.808
6223,2.44,2.44,2.48,4.96,0.819
6224,2.44,2.44,2.52,5.04,0.798
6225,2.44,2.44,2.56,5.12,0.81
6226,2.44,2.44,2.6,5.2,0.811
6227,2.44,2.44,2.64,5.28,0.794
6228,2.44,2.44,2.68,5.36,0.815
6229,2.44,2.44,2.72,5.44,0.799
6230,2.44,2.44,2.76,5.52,0.792
6231,2.44,2.44,2.8,5.6,0.779
6232,2.44,2.44,2.84,5.68,0.789
6233,2.44,2.44,2.88,5.76,0.806
6234,2.44,2.44,2.92,5.84,0.775
6235,2.44,2.44,2.96,5.92,0.768
6236,2.44,2.44,3,6,0.777
6237,2.44,2.44,3.04,6.08,0.769
6238,2.44,2.44,3.08,6.16,0.769
6239,2.44,2.44,3.12,6.24,0.753
6240,2.44,2.44,3.16,6.32,0.756
6241,2.44,2.44,3.2,6.4,0.75
6242,2.44,2.44,3.24,6.48,0.742
6243,2.44,2.44,3.28,6.56,0.745
6244,2.44,2.44,3.32,6.64,0.73
6245,2.44,2.44,3.36,6.72,0.732
6246,2.44,2.44,3.4,6.8,0.707
6247,2.44,2.44,3.44,6.88,0.723
6248,2.44,2.44,3.48,6.96,0.715
6249,2.44,2.44,3.52,7.04,0.711
6250,2.44,2.44,3.56,7.12,0.71
6251,2.44,2.44,3.6,7.2,0.69
6252,2.44,2.44,3.64,7.28,0.699
6253,2.44,2.44,3.68,7.36,0.706
6254,2.44,2.44,3.72,7.44,0.715
6255,2.44,2.44,3.76,7.52,0.683
6256,2.44,2.44,3.8,7.6,0.663
6257,2.44,2.44,3.84,7.68,0.661
6258,2.44,2.44,3.88,7.76,0.663
6259,2.44,2.44,3.92,7.84,0.669
6260,2.44,2.44,3.96,7.92,0.675
6261,2.44,2.44,4,8,0.68
6262,2.48,2.48,0,0,0.218
6263,2.48,2.48,0.04,0.08,0.294
6264,2.48,2.48,0.08,0.16,0.39
6265,2.48,2.48,0.12,0.24,0.454
6266,2.48,2.48,0.16,0.32,0.538
6267,2.48,2.48,0.2,0.4,0.547
6268,2.48,2.48,0.24,0.48,0.633
6269,2.48,2.48,0.28,0.56,0.673
6270,2.48,2.48,0.32,0.64,0.713
6271,2.48,2.48,0.36,0.72,0.693
6272,2.48,2.48,0.4,0.8,0.729
6273,2.48,2.48,0.44,0.88,0.763
6274,2.48,2.48,0.48,0.96,0.791
6275,2.48,2.48,0.52,1.04,0.786
6276,2.48,2.48,0.56,1.12,0.799
6277,2.48,2.48,0.6,1.2,0.812
6278,2.48,2.48,0.64,1.28,0.807
6279,2.48,2.48,0.68,1.36,0.804
6280,2.48,2.48,0.72,1.44,0.841
6281,2.48,2.48,0.76,1.52,0.821
6282,2.48,2.48,0.8,1.6,0.841
6283,2.48,2.48,0.84,1.68,0.863
6284,2.48,2.48,0.88,1.76,0.845
6285,2.48,2.48,0.92,1.84,0.858
6286,2.48,2.48,0.96,1.92,0.844
6287,2.48,2.48,1,2,0.86
6288,2.48,2.48,1.04,2.08,0.842
6289,2.48,2.48,1.08,2.16,0.847
6290,2.48,2.48,1.12,2.24,0.885
6291,2.48,2.48,1.16,2.32,0.849
6292,2.48,2.48,1.2,2.4,0.845
6293,2.48,2.48,1.24,2.48,0.861
6294,2.48,2.48,1.28,2.56,0.861
6295,2.48,2.48,1.32,2.64,0.876
6296,2.48,2.48,1.36,2.72,0.858
6297,2.48,2.48,1.4,2.8,0.866
6298,2.48,2.48,1.44,2.88,0.872
6299,2.48,2.48,1.48,2.96,0.864
6300,2.48,2.48,1.52,3.04,0.85
6301,2.48,2.48,1.56,3.12,0.853
6302,2.48,2.48,1.6,3.2,0.872
6303,2.48,2.48,1.64,3.28,0.849
6304,2.48,2.48,1.68,3.36,0.874
6305,2.48,2.48,1.72,3.44,0.867
6306,2.48,2.48,1.76,3.52,0.871
6307,2.48,2.48,1.8,3.6,0.852
6308,2.48,2.48,1.84,3.68,0.845
6309,2.48,2.48,1.88,3.76,0.839
6310,2.48,2.48,1.92,3.84,0.847
6311,2.48,2.48,1.96,3.92,0.85
6312,2.48,2.48,2,4,0.861
6313,2.48,2.48,2.04,4.08,0.83
6314,2.48,2.48,2.08,4.16,0.845
6315,2.48,2.48,2.12,4.24,0.831
6316,2.48,2.48,2.16,4.32,0.836
6317,2.48,2.48,2.2,4.4,0.859
6318,2.48,2.48,2.24,4.48,0.831
6319,2.48,2.48,2.28,4.56,0.853
6320,2.48,2.48,2.32,4.64,0.831
6321,2.48,2.48,2.36,4.72,0.816
6322,2.48,2.48,2.4,4.8,0.809
6323,2.48,2.48,2.44,4.88,0.816
6324,2.48,2.48,2.48,4.96,0.812
6325,2.48,2.48,2.52,5.04,0.805
6326,2.48,2.48,2.56,5.12,0.823
6327,2.48,2.48,2.6,5.2,0.825
6328,2.48,2.48,2.64,5.28,0.797
6329,2.48,2.48,2.68,5.36,0.816
6330,2.48,2.48,2.72,5.44,0.77
6331,2.48,2.48,2.76,5.52,0.785
6332,2.48,2.48,2.8,5.6,0.791
6333,2.48,2.48,2.84,5.68,0.788
6334,2.48,2.48,2.88,5.76,0.802
6335,2.48,2.48,2.92,5.84,0.79
6336,2.48,2.48,2.96,5.92,0.785
6337,2.48,2.48,3,6,0.766
6338,2.48,2.48,3.04,6.08,0.757
6339,2.48,2.48,3.08,6.16,0.766
6340,2.48,2.48,3.12,6.24,0.771
6341,2.48,2.48,3.16,6.32,0.761
6342,2.48,2.48,3.2,6.4,0.757
6343,2.48,2.48,3.24,6.48,0.743
6344,2.48,2.48,3.28,6.56,0.74
6345,2.48,2.48,3.32,6.64,0.739
6346,2.48,2.48,3.36,6.72,0.735
6347,2.48,2.48,3.4,6.8,0.712
6348,2.48,2.48,3.44,6.88,0.735
6349,2.48,2.48,3.48,6.96,0.685
6350,2.48,2.48,3.52,7.04,0.708
6351,2.48,2.48,3.56,7.12,0.715
6352,2.48,2.48,3.6,7.2,0.741
6353,2.48,2.48,3.64,7.28,0.702
6354,2.48,2.48,3.68,7.36,0.704
6355,2.48,2.48,3.72,7.44,0.687
6356,2.48,2.48,3.76,7.52,0.683
6357,2.48,2.48,3.8,7.6,0.693
6358,2.48,2.48,3.84,7.68,0.661
6359,2.48,2.48,3.88,7.76,0.674
6360,2.48,2.48,3.92,7.84,0.657
6361,2.48,2.48,3.96,7.92,0.671
6362,2.48,2.48,4,8,0.645
6363,2.52,2.52,0,0,0.214
6364,2.52,2.52,0.04,0.08,0.291
6365,2.52,2.52,0.08,0.16,0.396
6366,2.52,2.52,0.12,0.24,0.459
6367,2.52,2.52,0.16,0.32,0.536
6368,2.52,2.52,0.2,0.4,0.593
6369,2.52,2.52,0.24,0.48,0.617
6370,2.52,2.52,0.28,0.56,0.659
6371,2.52,2.52,0.32,0.64,0.703
6372,2.52,2.52,0.36,0.72,0.694
6373,2.52,2.52,0.4,0.8,0.729
6374,2.52,2.52,0.44,0.88,0.74
6375,2.52,2.52,0.48,0.96,0.764
6376,2.52,2.52,0.52,1.04,0.757
6377,2.52,2.52,0.56,1.12,0.772
6378,2.52,2.52,0.6,1.2,0.821
6379,2.52,2.52,0.64,1.28,0.802
6380,2.52,2.52,0.68,1.36,0.811
6381,2.52,2.52,0.72,1.44,0.821
6382,2.52,2.52,0.76,1.52,0.837
6383,2.52,2.52,0.8,1.6,0.834
6384,2.52,2.52,0.84,1.68,0.828
6385,2.52,2.52,0.88,1.76,0.826
6386,2.52,2.52,0.92,1.84,0.85
6387,2.52,2.52,0.96,1.92,0.842
6388,2.52,2.52,1,2,0.847
6389,2.52,2.52,1.04,2.08,0.864
6390,2.52,2.52,1.08,2.16,0.863
6391,2.52,2.52,1.12,2.24,0.856
6392,2.52,2.52,1.16,2.32,0.872
6393,2.52,2.52,1.2,2.4,0.879
6394,2.52,2.52,1.24,2.48,0.871
6395,2.52,2.52,1.28,2.56,0.875
6396,2.52,2.52,1.32,2.64,0.857
