,$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0,0,0,0,0,0.194
1,0,0,0.04,0.08,0.122
2,0,0,0.08,0.16,0.137
3,0,0,0.12,0.24,0.146
4,0,0,0.16,0.32,0.158
5,0,0,0.2,0.4,0.138
6,0,0,0.24,0.48,0.123
7,0,0,0.28,0.56,0.119
8,0,0,0.32,0.64,0.156
9,0,0,0.36,0.72,0.143
10,0,0,0.4,0.8,0.183
11,0,0,0.44,0.88,0.161
12,0,0,0.48,0.96,0.153
13,0,0,0.52,1.04,0.179
14,0,0,0.56,1.12,0.139
15,0,0,0.6,1.2,0.161
16,0,0,0.64,1.28,0.183
17,0,0,0.68,1.36,0.153
18,0,0,0.72,1.44,0.173
19,0,0,0.76,1.52,0.182
20,0,0,0.8,1.6,0.163
21,0,0,0.84,1.68,0.178
22,0,0,0.88,1.76,0.181
23,0,0,0.92,1.84,0.197
24,0,0,0.96,1.92,0.173
25,0,0,1,2,0.214
26,0,0,1.04,2.08,0.182
27,0,0,1.08,2.16,0.202
28,0,0,1.12,2.24,0.188
29,0,0,1.16,2.32,0.201
30,0,0,1.2,2.4,0.189
31,0,0,1.24,2.48,0.184
32,0,0,1.28,2.56,0.196
33,0,0,1.32,2.64,0.18
34,0,0,1.36,2.72,0.193
35,0,0,1.4,2.8,0.181
36,0,0,1.44,2.88,0.176
37,0,0,1.48,2.96,0.193
38,0,0,1.52,3.04,0.193
39,0,0,1.56,3.12,0.194
40,0,0,1.6,3.2,0.181
41,0,0,1.64,3.28,0.192
42,0,0,1.68,3.36,0.202
43,0,0,1.72,3.44,0.196
44,0,0,1.76,3.52,0.211
45,0,0,1.8,3.6,0.212
46,0,0,1.84,3.68,0.181
47,0,0,1.88,3.76,0.198
48,0,0,1.92,3.84,0.202
49,0,0,1.96,3.92,0.196
50,0,0,2,4,0.23
51,0,0,2.04,4.08,0.189
52,0,0,2.08,4.16,0.214
53,0,0,2.12,4.24,0.228
54,0,0,2.16,4.32,0.211
55,0,0,2.2,4.4,0.2
56,0,0,2.24,4.48,0.214
57,0,0,2.28,4.56,0.185
58,0,0,2.32,4.64,0.215
59,0,0,2.36,4.72,0.171
60,0,0,2.4,4.8,0.212
61,0,0,2.44,4.88,0.232
62,0,0,2.48,4.96,0.219
63,0,0,2.52,5.04,0.193
64,0,0,2.56,5.12,0.2
65,0,0,2.6,5.2,0.222
66,0,0,2.64,5.28,0.197
67,0,0,2.68,5.36,0.19
68,0,0,2.72,5.44,0.222
69,0,0,2.76,5.52,0.216
70,0,0,2.8,5.6,0.222
71,0,0,2.84,5.68,0.207
72,0,0,2.88,5.76,0.197
73,0,0,2.92,5.84,0.194
74,0,0,2.96,5.92,0.207
75,0,0,3,6,0.201
76,0,0,3.04,6.08,0.211
77,0,0,3.08,6.16,0.212
78,0,0,3.12,6.24,0.208
79,0,0,3.16,6.32,0.193
80,0,0,3.2,6.4,0.214
81,0,0,3.24,6.48,0.212
82,0,0,3.28,6.56,0.215
83,0,0,3.32,6.64,0.238
84,0,0,3.36,6.72,0.22
85,0,0,3.4,6.8,0.2
86,0,0,3.44,6.88,0.197
87,0,0,3.48,6.96,0.206
88,0,0,3.52,7.04,0.218
89,0,0,3.56,7.12,0.212
90,0,0,3.6,7.2,0.216
91,0,0,3.64,7.28,0.223
92,0,0,3.68,7.36,0.225
93,0,0,3.72,7.44,0.202
94,0,0,3.76,7.52,0.212
95,0,0,3.8,7.6,0.183
96,0,0,3.84,7.68,0.218
97,0,0,3.88,7.76,0.194
98,0,0,3.92,7.84,0.215
99,0,0,3.96,7.92,0.211
100,0,0,4,8,0.227
101,0.04,0.04,0,0,0.216
102,0.04,0.04,0.04,0.08,0.198
103,0.04,0.04,0.08,0.16,0.189
104,0.04,0.04,0.12,0.24,0.168
105,0.04,0.04,0.16,0.32,0.161
106,0.04,0.04,0.2,0.4,0.156
107,0.04,0.04,0.24,0.48,0.142
108,0.04,0.04,0.28,0.56,0.151
109,0.04,0.04,0.32,0.64,0.154
110,0.04,0.04,0.36,0.72,0.141
111,0.04,0.04,0.4,0.8,0.188
112,0.04,0.04,0.44,0.88,0.179
113,0.04,0.04,0.48,0.96,0.17
114,0.04,0.04,0.52,1.04,0.156
115,0.04,0.04,0.56,1.12,0.192
116,0.04,0.04,0.6,1.2,0.184
117,0.04,0.04,0.64,1.28,0.179
118,0.04,0.04,0.68,1.36,0.199
119,0.04,0.04,0.72,1.44,0.179
120,0.04,0.04,0.76,1.52,0.191
121,0.04,0.04,0.8,1.6,0.185
122,0.04,0.04,0.84,1.68,0.183
123,0.04,0.04,0.88,1.76,0.176
124,0.04,0.04,0.92,1.84,0.225
125,0.04,0.04,0.96,1.92,0.187
126,0.04,0.04,1,2,0.188
127,0.04,0.04,1.04,2.08,0.196
128,0.04,0.04,1.08,2.16,0.198
129,0.04,0.04,1.12,2.24,0.205
130,0.04,0.04,1.16,2.32,0.18
131,0.04,0.04,1.2,2.4,0.218
132,0.04,0.04,1.24,2.48,0.19
133,0.04,0.04,1.28,2.56,0.19
134,0.04,0.04,1.32,2.64,0.184
135,0.04,0.04,1.36,2.72,0.182
136,0.04,0.04,1.4,2.8,0.216
137,0.04,0.04,1.44,2.88,0.209
138,0.04,0.04,1.48,2.96,0.222
139,0.04,0.04,1.52,3.04,0.195
140,0.04,0.04,1.56,3.12,0.204
141,0.04,0.04,1.6,3.2,0.226
142,0.04,0.04,1.64,3.28,0.202
143,0.04,0.04,1.68,3.36,0.213
144,0.04,0.04,1.72,3.44,0.201
145,0.04,0.04,1.76,3.52,0.209
146,0.04,0.04,1.8,3.6,0.228
147,0.04,0.04,1.84,3.68,0.252
148,0.04,0.04,1.88,3.76,0.197
149,0.04,0.04,1.92,3.84,0.217
150,0.04,0.04,1.96,3.92,0.212
151,0.04,0.04,2,4,0.213
152,0.04,0.04,2.04,4.08,0.198
153,0.04,0.04,2.08,4.16,0.205
154,0.04,0.04,2.12,4.24,0.205
155,0.04,0.04,2.16,4.32,0.215
156,0.04,0.04,2.2,4.4,0.224
157,0.04,0.04,2.24,4.48,0.219
158,0.04,0.04,2.28,4.56,0.206
159,0.04,0.04,2.32,4.64,0.233
160,0.04,0.04,2.36,4.72,0.206
161,0.04,0.04,2.4,4.8,0.202
162,0.04,0.04,2.44,4.88,0.206
163,0.04,0.04,2.48,4.96,0.238
164,0.04,0.04,2.52,5.04,0.2
165,0.04,0.04,2.56,5.12,0.212
166,0.04,0.04,2.6,5.2,0.187
167,0.04,0.04,2.64,5.28,0.218
168,0.04,0.04,2.68,5.36,0.217
169,0.04,0.04,2.72,5.44,0.22
170,0.04,0.04,2.76,5.52,0.213
171,0.04,0.04,2.8,5.6,0.223
172,0.04,0.04,2.84,5.68,0.22
173,0.04,0.04,2.88,5.76,0.198
174,0.04,0.04,2.92,5.84,0.221
175,0.04,0.04,2.96,5.92,0.231
176,0.04,0.04,3,6,0.213
177,0.04,0.04,3.04,6.08,0.206
178,0.04,0.04,3.08,6.16,0.219
179,0.04,0.04,3.12,6.24,0.214
180,0.04,0.04,3.16,6.32,0.212
181,0.04,0.04,3.2,6.4,0.226
182,0.04,0.04,3.24,6.48,0.2
183,0.04,0.04,3.28,6.56,0.217
184,0.04,0.04,3.32,6.64,0.217
185,0.04,0.04,3.36,6.72,0.232
186,0.04,0.04,3.4,6.8,0.212
187,0.04,0.04,3.44,6.88,0.233
188,0.04,0.04,3.48,6.96,0.213
189,0.04,0.04,3.52,7.04,0.239
190,0.04,0.04,3.56,7.12,0.227
191,0.04,0.04,3.6,7.2,0.226
192,0.04,0.04,3.64,7.28,0.215
193,0.04,0.04,3.68,7.36,0.219
194,0.04,0.04,3.72,7.44,0.217
195,0.04,0.04,3.76,7.52,0.202
196,0.04,0.04,3.8,7.6,0.213
197,0.04,0.04,3.84,7.68,0.218
198,0.04,0.04,3.88,7.76,0.224
199,0.04,0.04,3.92,7.84,0.224
200,0.04,0.04,3.96,7.92,0.239
201,0.04,0.04,4,8,0.218
202,0.08,0.08,0,0,0.209
203,0.08,0.08,0.04,0.08,0.189
204,0.08,0.08,0.08,0.16,0.197
205,0.08,0.08,0.12,0.24,0.194
206,0.08,0.08,0.16,0.32,0.169
207,0.08,0.08,0.2,0.4,0.188
208,0.08,0.08,0.24,0.48,0.177
209,0.08,0.08,0.28,0.56,0.193
210,0.08,0.08,0.32,0.64,0.192
211,0.08,0.08,0.36,0.72,0.185
212,0.08,0.08,0.4,0.8,0.189
213,0.08,0.08,0.44,0.88,0.189
214,0.08,0.08,0.48,0.96,0.187
215,0.08,0.08,0.52,1.04,0.21
216,0.08,0.08,0.56,1.12,0.184
217,0.08,0.08,0.6,1.2,0.201
218,0.08,0.08,0.64,1.28,0.192
219,0.08,0.08,0.68,1.36,0.203
220,0.08,0.08,0.72,1.44,0.176
221,0.08,0.08,0.76,1.52,0.175
222,0.08,0.08,0.8,1.6,0.211
223,0.08,0.08,0.84,1.68,0.19
224,0.08,0.08,0.88,1.76,0.198
225,0.08,0.08,0.92,1.84,0.202
226,0.08,0.08,0.96,1.92,0.211
227,0.08,0.08,1,2,0.229
228,0.08,0.08,1.04,2.08,0.207
229,0.08,0.08,1.08,2.16,0.219
230,0.08,0.08,1.12,2.24,0.216
231,0.08,0.08,1.16,2.32,0.211
232,0.08,0.08,1.2,2.4,0.195
233,0.08,0.08,1.24,2.48,0.22
234,0.08,0.08,1.28,2.56,0.198
235,0.08,0.08,1.32,2.64,0.228
236,0.08,0.08,1.36,2.72,0.194
237,0.08,0.08,1.4,2.8,0.203
238,0.08,0.08,1.44,2.88,0.199
239,0.08,0.08,1.48,2.96,0.209
240,0.08,0.08,1.52,3.04,0.222
241,0.08,0.08,1.56,3.12,0.198
242,0.08,0.08,1.6,3.2,0.216
243,0.08,0.08,1.64,3.28,0.235
244,0.08,0.08,1.68,3.36,0.21
245,0.08,0.08,1.72,3.44,0.223
246,0.08,0.08,1.76,3.52,0.234
247,0.08,0.08,1.8,3.6,0.22
248,0.08,0.08,1.84,3.68,0.202
249,0.08,0.08,1.88,3.76,0.236
250,0.08,0.08,1.92,3.84,0.224
251,0.08,0.08,1.96,3.92,0.225
252,0.08,0.08,2,4,0.217
253,0.08,0.08,2.04,4.08,0.208
254,0.08,0.08,2.08,4.16,0.226
255,0.08,0.08,2.12,4.24,0.227
256,0.08,0.08,2.16,4.32,0.225
257,0.08,0.08,2.2,4.4,0.211
258,0.08,0.08,2.24,4.48,0.212
259,0.08,0.08,2.28,4.56,0.219
260,0.08,0.08,2.32,4.64,0.212
261,0.08,0.08,2.36,4.72,0.219
262,0.08,0.08,2.4,4.8,0.251
263,0.08,0.08,2.44,4.88,0.226
264,0.08,0.08,2.48,4.96,0.208
265,0.08,0.08,2.52,5.04,0.205
266,0.08,0.08,2.56,5.12,0.229
267,0.08,0.08,2.6,5.2,0.236
268,0.08,0.08,2.64,5.28,0.185
269,0.08,0.08,2.68,5.36,0.244
270,0.08,0.08,2.72,5.44,0.236
271,0.08,0.08,2.76,5.52,0.234
272,0.08,0.08,2.8,5.6,0.215
273,0.08,0.08,2.84,5.68,0.202
274,0.08,0.08,2.88,5.76,0.238
275,0.08,0.08,2.92,5.84,0.213
276,0.08,0.08,2.96,5.92,0.211
277,0.08,0.08,3,6,0.226
278,0.08,0.08,3.04,6.08,0.206
279,0.08,0.08,3.08,6.16,0.222
280,0.08,0.08,3.12,6.24,0.218
281,0.08,0.08,3.16,6.32,0.228
282,0.08,0.08,3.2,6.4,0.236
283,0.08,0.08,3.24,6.48,0.248
284,0.08,0.08,3.28,6.56,0.214
285,0.08,0.08,3.32,6.64,0.241
286,0.08,0.08,3.36,6.72,0.215
287,0.08,0.08,3.4,6.8,0.233
288,0.08,0.08,3.44,6.88,0.213
289,0.08,0.08,3.48,6.96,0.236
290,0.08,0.08,3.52,7.04,0.211
291,0.08,0.08,3.56,7.12,0.226
292,0.08,0.08,3.6,7.2,0.235
293,0.08,0.08,3.64,7.28,0.209
294,0.08,0.08,3.68,7.36,0.22
295,0.08,0.08,3.72,7.44,0.212
296,0.08,0.08,3.76,7.52,0.232
297,0.08,0.08,3.8,7.6,0.225
298,0.08,0.08,3.84,7.68,0.204
299,0.08,0.08,3.88,7.76,0.223
300,0.08,0.08,3.92,7.84,0.223
301,0.08,0.08,3.96,7.92,0.208
302,0.08,0.08,4,8,0.231
303,0.12,0.12,0,0,0.206
304,0.12,0.12,0.04,0.08,0.194
305,0.12,0.12,0.08,0.16,0.195
306,0.12,0.12,0.12,0.24,0.218
307,0.12,0.12,0.16,0.32,0.214
308,0.12,0.12,0.2,0.4,0.218
309,0.12,0.12,0.24,0.48,0.192
310,0.12,0.12,0.28,0.56,0.206
311,0.12,0.12,0.32,0.64,0.207
312,0.12,0.12,0.36,0.72,0.201
313,0.12,0.12,0.4,0.8,0.196
314,0.12,0.12,0.44,0.88,0.229
315,0.12,0.12,0.48,0.96,0.227
316,0.12,0.12,0.52,1.04,0.209
317,0.12,0.12,0.56,1.12,0.206
318,0.12,0.12,0.6,1.2,0.231
319,0.12,0.12,0.64,1.28,0.189
320,0.12,0.12,0.68,1.36,0.249
321,0.12,0.12,0.72,1.44,0.221
322,0.12,0.12,0.76,1.52,0.218
323,0.12,0.12,0.8,1.6,0.224
324,0.12,0.12,0.84,1.68,0.205
325,0.12,0.12,0.88,1.76,0.216
326,0.12,0.12,0.92,1.84,0.25
327,0.12,0.12,0.96,1.92,0.229
328,0.12,0.12,1,2,0.198
329,0.12,0.12,1.04,2.08,0.218
330,0.12,0.12,1.08,2.16,0.218
331,0.12,0.12,1.12,2.24,0.217
332,0.12,0.12,1.16,2.32,0.231
333,0.12,0.12,1.2,2.4,0.23
334,0.12,0.12,1.24,2.48,0.225
335,0.12,0.12,1.28,2.56,0.227
336,0.12,0.12,1.32,2.64,0.23
337,0.12,0.12,1.36,2.72,0.22
338,0.12,0.12,1.4,2.8,0.22
339,0.12,0.12,1.44,2.88,0.226
340,0.12,0.12,1.48,2.96,0.216
341,0.12,0.12,1.52,3.04,0.249
342,0.12,0.12,1.56,3.12,0.214
343,0.12,0.12,1.6,3.2,0.199
344,0.12,0.12,1.64,3.28,0.248
345,0.12,0.12,1.68,3.36,0.24
346,0.12,0.12,1.72,3.44,0.204
347,0.12,0.12,1.76,3.52,0.224
348,0.12,0.12,1.8,3.6,0.238
349,0.12,0.12,1.84,3.68,0.216
350,0.12,0.12,1.88,3.76,0.227
351,0.12,0.12,1.92,3.84,0.237
352,0.12,0.12,1.96,3.92,0.243
353,0.12,0.12,2,4,0.236
354,0.12,0.12,2.04,4.08,0.227
355,0.12,0.12,2.08,4.16,0.246
356,0.12,0.12,2.12,4.24,0.216
357,0.12,0.12,2.16,4.32,0.218
358,0.12,0.12,2.2,4.4,0.2
359,0.12,0.12,2.24,4.48,0.214
360,0.12,0.12,2.28,4.56,0.247
361,0.12,0.12,2.32,4.64,0.232
362,0.12,0.12,2.36,4.72,0.209
363,0.12,0.12,2.4,4.8,0.225
364,0.12,0.12,2.44,4.88,0.246
365,0.12,0.12,2.48,4.96,0.241
366,0.12,0.12,2.52,5.04,0.227
367,0.12,0.12,2.56,5.12,0.221
368,0.12,0.12,2.6,5.2,0.225
369,0.12,0.12,2.64,5.28,0.249
370,0.12,0.12,2.68,5.36,0.223
371,0.12,0.12,2.72,5.44,0.227
372,0.12,0.12,2.76,5.52,0.212
373,0.12,0.12,2.8,5.6,0.221
374,0.12,0.12,2.84,5.68,0.252
375,0.12,0.12,2.88,5.76,0.262
376,0.12,0.12,2.92,5.84,0.218
377,0.12,0.12,2.96,5.92,0.21
378,0.12,0.12,3,6,0.232
379,0.12,0.12,3.04,6.08,0.215
380,0.12,0.12,3.08,6.16,0.224
381,0.12,0.12,3.12,6.24,0.223
382,0.12,0.12,3.16,6.32,0.204
383,0.12,0.12,3.2,6.4,0.247
384,0.12,0.12,3.24,6.48,0.234
385,0.12,0.12,3.28,6.56,0.239
386,0.12,0.12,3.32,6.64,0.22
387,0.12,0.12,3.36,6.72,0.223
388,0.12,0.12,3.4,6.8,0.226
389,0.12,0.12,3.44,6.88,0.247
390,0.12,0.12,3.48,6.96,0.231
391,0.12,0.12,3.52,7.04,0.226
392,0.12,0.12,3.56,7.12,0.225
393,0.12,0.12,3.6,7.2,0.237
394,0.12,0.12,3.64,7.28,0.223
395,0.12,0.12,3.68,7.36,0.217
396,0.12,0.12,3.72,7.44,0.228
397,0.12,0.12,3.76,7.52,0.222
398,0.12,0.12,3.8,7.6,0.251
399,0.12,0.12,3.84,7.68,0.221
400,0.12,0.12,3.88,7.76,0.236
401,0.12,0.12,3.92,7.84,0.213
402,0.12,0.12,3.96,7.92,0.237
403,0.12,0.12,4,8,0.22
404,0.16,0.16,0,0,0.188
405,0.16,0.16,0.04,0.08,0.218
406,0.16,0.16,0.08,0.16,0.203
407,0.16,0.16,0.12,0.24,0.201
408,0.16,0.16,0.16,0.32,0.218
409,0.16,0.16,0.2,0.4,0.229
410,0.16,0.16,0.24,0.48,0.221
411,0.16,0.16,0.28,0.56,0.226
412,0.16,0.16,0.32,0.64,0.242
413,0.16,0.16,0.36,0.72,0.211
414,0.16,0.16,0.4,0.8,0.238
415,0.16,0.16,0.44,0.88,0.248
416,0.16,0.16,0.48,0.96,0.23
417,0.16,0.16,0.52,1.04,0.229
418,0.16,0.16,0.56,1.12,0.237
419,0.16,0.16,0.6,1.2,0.231
420,0.16,0.16,0.64,1.28,0.25
421,0.16,0.16,0.68,1.36,0.255
422,0.16,0.16,0.72,1.44,0.245
423,0.16,0.16,0.76,1.52,0.24
424,0.16,0.16,0.8,1.6,0.233
425,0.16,0.16,0.84,1.68,0.251
426,0.16,0.16,0.88,1.76,0.251
427,0.16,0.16,0.92,1.84,0.241
428,0.16,0.16,0.96,1.92,0.263
429,0.16,0.16,1,2,0.258
430,0.16,0.16,1.04,2.08,0.251
431,0.16,0.16,1.08,2.16,0.223
432,0.16,0.16,1.12,2.24,0.245
433,0.16,0.16,1.16,2.32,0.244
434,0.16,0.16,1.2,2.4,0.268
435,0.16,0.16,1.24,2.48,0.249
436,0.16,0.16,1.28,2.56,0.226
437,0.16,0.16,1.32,2.64,0.253
438,0.16,0.16,1.36,2.72,0.234
439,0.16,0.16,1.4,2.8,0.244
440,0.16,0.16,1.44,2.88,0.216
441,0.16,0.16,1.48,2.96,0.236
442,0.16,0.16,1.52,3.04,0.212
443,0.16,0.16,1.56,3.12,0.226
444,0.16,0.16,1.6,3.2,0.246
445,0.16,0.16,1.64,3.28,0.257
446,0.16,0.16,1.68,3.36,0.227
447,0.16,0.16,1.72,3.44,0.227
448,0.16,0.16,1.76,3.52,0.238
449,0.16,0.16,1.8,3.6,0.246
450,0.16,0.16,1.84,3.68,0.239
451,0.16,0.16,1.88,3.76,0.237
452,0.16,0.16,1.92,3.84,0.252
453,0.16,0.16,1.96,3.92,0.222
454,0.16,0.16,2,4,0.236
455,0.16,0.16,2.04,4.08,0.23
456,0.16,0.16,2.08,4.16,0.224
457,0.16,0.16,2.12,4.24,0.237
458,0.16,0.16,2.16,4.32,0.234
459,0.16,0.16,2.2,4.4,0.245
460,0.16,0.16,2.24,4.48,0.227
461,0.16,0.16,2.28,4.56,0.238
462,0.16,0.16,2.32,4.64,0.219
463,0.16,0.16,2.36,4.72,0.231
464,0.16,0.16,2.4,4.8,0.238
465,0.16,0.16,2.44,4.88,0.233
466,0.16,0.16,2.48,4.96,0.244
467,0.16,0.16,2.52,5.04,0.261
468,0.16,0.16,2.56,5.12,0.25
469,0.16,0.16,2.6,5.2,0.233
470,0.16,0.16,2.64,5.28,0.232
471,0.16,0.16,2.68,5.36,0.236
472,0.16,0.16,2.72,5.44,0.238
473,0.16,0.16,2.76,5.52,0.251
474,0.16,0.16,2.8,5.6,0.219
475,0.16,0.16,2.84,5.68,0.254
476,0.16,0.16,2.88,5.76,0.237
477,0.16,0.16,2.92,5.84,0.24
478,0.16,0.16,2.96,5.92,0.238
479,0.16,0.16,3,6,0.221
480,0.16,0.16,3.04,6.08,0.226
481,0.16,0.16,3.08,6.16,0.261
482,0.16,0.16,3.12,6.24,0.235
483,0.16,0.16,3.16,6.32,0.254
484,0.16,0.16,3.2,6.4,0.255
485,0.16,0.16,3.24,6.48,0.235
486,0.16,0.16,3.28,6.56,0.236
487,0.16,0.16,3.32,6.64,0.239
488,0.16,0.16,3.36,6.72,0.221
489,0.16,0.16,3.4,6.8,0.227
490,0.16,0.16,3.44,6.88,0.26
491,0.16,0.16,3.48,6.96,0.233
492,0.16,0.16,3.52,7.04,0.251
493,0.16,0.16,3.56,7.12,0.236
494,0.16,0.16,3.6,7.2,0.218
495,0.16,0.16,3.64,7.28,0.221
496,0.16,0.16,3.68,7.36,0.219
497,0.16,0.16,3.72,7.44,0.249
498,0.16,0.16,3.76,7.52,0.229
499,0.16,0.16,3.8,7.6,0.229
500,0.16,0.16,3.84,7.68,0.226
501,0.16,0.16,3.88,7.76,0.264
502,0.16,0.16,3.92,7.84,0.232
503,0.16,0.16,3.96,7.92,0.229
504,0.16,0.16,4,8,0.245
505,0.2,0.2,0,0,0.216
506,0.2,0.2,0.04,0.08,0.202
507,0.2,0.2,0.08,0.16,0.189
508,0.2,0.2,0.12,0.24,0.213
509,0.2,0.2,0.16,0.32,0.216
510,0.2,0.2,0.2,0.4,0.231
511,0.2,0.2,0.24,0.48,0.228
512,0.2,0.2,0.28,0.56,0.275
513,0.2,0.2,0.32,0.64,0.249
514,0.2,0.2,0.36,0.72,0.245
515,0.2,0.2,0.4,0.8,0.286
516,0.2,0.2,0.44,0.88,0.267
517,0.2,0.2,0.48,0.96,0.259
518,0.2,0.2,0.52,1.04,0.254
519,0.2,0.2,0.56,1.12,0.263
520,0.2,0.2,0.6,1.2,0.262
521,0.2,0.2,0.64,1.28,0.255
522,0.2,0.2,0.68,1.36,0.281
523,0.2,0.2,0.72,1.44,0.286
524,0.2,0.2,0.76,1.52,0.276
525,0.2,0.2,0.8,1.6,0.26
526,0.2,0.2,0.84,1.68,0.257
527,0.2,0.2,0.88,1.76,0.258
528,0.2,0.2,0.92,1.84,0.258
529,0.2,0.2,0.96,1.92,0.244
530,0.2,0.2,1,2,0.239
531,0.2,0.2,1.04,2.08,0.264
532,0.2,0.2,1.08,2.16,0.248
533,0.2,0.2,1.12,2.24,0.271
534,0.2,0.2,1.16,2.32,0.25
535,0.2,0.2,1.2,2.4,0.247
536,0.2,0.2,1.24,2.48,0.229
537,0.2,0.2,1.28,2.56,0.257
538,0.2,0.2,1.32,2.64,0.26
539,0.2,0.2,1.36,2.72,0.252
540,0.2,0.2,1.4,2.8,0.252
541,0.2,0.2,1.44,2.88,0.235
542,0.2,0.2,1.48,2.96,0.257
543,0.2,0.2,1.52,3.04,0.251
544,0.2,0.2,1.56,3.12,0.25
545,0.2,0.2,1.6,3.2,0.235
546,0.2,0.2,1.64,3.28,0.248
547,0.2,0.2,1.68,3.36,0.24
548,0.2,0.2,1.72,3.44,0.269
549,0.2,0.2,1.76,3.52,0.257
550,0.2,0.2,1.8,3.6,0.256
551,0.2,0.2,1.84,3.68,0.254
552,0.2,0.2,1.88,3.76,0.247
553,0.2,0.2,1.92,3.84,0.256
554,0.2,0.2,1.96,3.92,0.246
555,0.2,0.2,2,4,0.232
556,0.2,0.2,2.04,4.08,0.237
557,0.2,0.2,2.08,4.16,0.246
558,0.2,0.2,2.12,4.24,0.257
559,0.2,0.2,2.16,4.32,0.22
560,0.2,0.2,2.2,4.4,0.239
561,0.2,0.2,2.24,4.48,0.245
562,0.2,0.2,2.28,4.56,0.223
563,0.2,0.2,2.32,4.64,0.23
564,0.2,0.2,2.36,4.72,0.249
565,0.2,0.2,2.4,4.8,0.238
566,0.2,0.2,2.44,4.88,0.255
567,0.2,0.2,2.48,4.96,0.241
568,0.2,0.2,2.52,5.04,0.284
569,0.2,0.2,2.56,5.12,0.253
570,0.2,0.2,2.6,5.2,0.228
571,0.2,0.2,2.64,5.28,0.226
572,0.2,0.2,2.68,5.36,0.22
573,0.2,0.2,2.72,5.44,0.277
574,0.2,0.2,2.76,5.52,0.257
575,0.2,0.2,2.8,5.6,0.222
576,0.2,0.2,2.84,5.68,0.244
577,0.2,0.2,2.88,5.76,0.227
578,0.2,0.2,2.92,5.84,0.225
579,0.2,0.2,2.96,5.92,0.244
580,0.2,0.2,3,6,0.223
581,0.2,0.2,3.04,6.08,0.241
582,0.2,0.2,3.08,6.16,0.243
583,0.2,0.2,3.12,6.24,0.238
584,0.2,0.2,3.16,6.32,0.231
585,0.2,0.2,3.2,6.4,0.233
586,0.2,0.2,3.24,6.48,0.221
587,0.2,0.2,3.28,6.56,0.246
588,0.2,0.2,3.32,6.64,0.223
589,0.2,0.2,3.36,6.72,0.248
590,0.2,0.2,3.4,6.8,0.246
591,0.2,0.2,3.44,6.88,0.232
592,0.2,0.2,3.48,6.96,0.227
593,0.2,0.2,3.52,7.04,0.241
594,0.2,0.2,3.56,7.12,0.234
595,0.2,0.2,3.6,7.2,0.253
596,0.2,0.2,3.64,7.28,0.239
597,0.2,0.2,3.68,7.36,0.244
598,0.2,0.2,3.72,7.44,0.246
599,0.2,0.2,3.76,7.52,0.25
600,0.2,0.2,3.8,7.6,0.236
601,0.2,0.2,3.84,7.68,0.241
602,0.2,0.2,3.88,7.76,0.24
603,0.2,0.2,3.92,7.84,0.231
604,0.2,0.2,3.96,7.92,0.256
605,0.2,0.2,4,8,0.234
606,0.24,0.24,0,0,0.205
607,0.24,0.24,0.04,0.08,0.206
608,0.24,0.24,0.08,0.16,0.19
609,0.24,0.24,0.12,0.24,0.201
610,0.24,0.24,0.16,0.32,0.24
611,0.24,0.24,0.2,0.4,0.26
612,0.24,0.24,0.24,0.48,0.275
613,0.24,0.24,0.28,0.56,0.294
614,0.24,0.24,0.32,0.64,0.292
615,0.24,0.24,0.36,0.72,0.293
616,0.24,0.24,0.4,0.8,0.282
617,0.24,0.24,0.44,0.88,0.314
618,0.24,0.24,0.48,0.96,0.295
619,0.24,0.24,0.52,1.04,0.303
620,0.24,0.24,0.56,1.12,0.3
621,0.24,0.24,0.6,1.2,0.268
622,0.24,0.24,0.64,1.28,0.284
623,0.24,0.24,0.68,1.36,0.312
624,0.24,0.24,0.72,1.44,0.254
625,0.24,0.24,0.76,1.52,0.296
626,0.24,0.24,0.8,1.6,0.267
627,0.24,0.24,0.84,1.68,0.305
628,0.24,0.24,0.88,1.76,0.273
629,0.24,0.24,0.92,1.84,0.273
630,0.24,0.24,0.96,1.92,0.266
631,0.24,0.24,1,2,0.271
632,0.24,0.24,1.04,2.08,0.297
633,0.24,0.24,1.08,2.16,0.264
634,0.24,0.24,1.12,2.24,0.268
635,0.24,0.24,1.16,2.32,0.269
636,0.24,0.24,1.2,2.4,0.26
637,0.24,0.24,1.24,2.48,0.267
638,0.24,0.24,1.28,2.56,0.275
639,0.24,0.24,1.32,2.64,0.287
640,0.24,0.24,1.36,2.72,0.241
641,0.24,0.24,1.4,2.8,0.283
642,0.24,0.24,1.44,2.88,0.256
643,0.24,0.24,1.48,2.96,0.286
644,0.24,0.24,1.52,3.04,0.267
645,0.24,0.24,1.56,3.12,0.271
646,0.24,0.24,1.6,3.2,0.255
647,0.24,0.24,1.64,3.28,0.273
648,0.24,0.24,1.68,3.36,0.252
649,0.24,0.24,1.72,3.44,0.267
650,0.24,0.24,1.76,3.52,0.255
651,0.24,0.24,1.8,3.6,0.26
652,0.24,0.24,1.84,3.68,0.249
653,0.24,0.24,1.88,3.76,0.248
654,0.24,0.24,1.92,3.84,0.288
655,0.24,0.24,1.96,3.92,0.263
656,0.24,0.24,2,4,0.24
657,0.24,0.24,2.04,4.08,0.241
