sigx,sigh,success_rate
1.84,1.4,0.746
3.48,1.88,0.769
2.16,1.64,0.749
2.68,1.16,0.783
3.04,1.32,0.793
1.8,1.96,0.73
4.0,1.2,0.787
1.68,1.52,0.749
3.96,1.56,0.769
2.32,1.04,0.787
0.48,1.72,0.637
3.52,1.44,0.793
1.88,1.4,0.782
2.72,1.16,0.781
2.84,1.76,0.76
0.96,1.28,0.758
4.0,1.08,0.707
1.16,1.84,0.715
3.52,1.88,0.776
0.0,1.24,0.11
2.2,1.64,0.77
3.08,1.32,0.795
2.36,1.04,0.787
1.92,1.4,0.776
1.84,1.96,0.739
1.72,1.52,0.736
2.76,1.16,0.775
4.0,1.56,0.785
0.52,1.72,0.618
3.56,1.44,0.785
0.04,1.24,0.381
2.88,1.76,0.771
2.4,1.04,0.777
1.0,1.28,0.744
0.0,1.12,0.095
1.2,1.84,0.713
1.96,1.4,0.767
3.56,1.88,0.771
2.24,1.64,0.767
2.8,1.16,0.784
3.12,1.32,0.769
1.88,1.96,0.73
0.08,1.24,0.487
1.76,1.52,0.777
0.0,1.6,0.099
2.44,1.04,0.771
0.56,1.72,0.642
3.6,1.44,0.767
2.0,1.4,0.769
2.84,1.16,0.79
2.92,1.76,0.752
1.04,1.28,0.745
0.04,1.12,0.419
1.24,1.84,0.714
3.6,1.88,0.767
0.12,1.24,0.545
2.28,1.64,0.76
3.16,1.32,0.768
2.48,1.04,0.774
2.04,1.4,0.76
1.92,1.96,0.752
1.8,1.52,0.762
2.88,1.16,0.77
0.04,1.6,0.36
0.6,1.72,0.628
3.64,1.44,0.783
0.16,1.24,0.544
2.52,1.04,0.768
2.96,1.76,0.779
1.08,1.28,0.717
0.08,1.12,0.494
1.28,1.84,0.719
2.08,1.4,0.759
3.64,1.88,0.756
2.32,1.64,0.767
2.92,1.16,0.771
3.2,1.32,0.797
1.96,1.96,0.743
0.2,1.24,0.615
1.84,1.52,0.789
0.08,1.6,0.43
2.56,1.04,0.749
0.64,1.72,0.653
3.68,1.44,0.788
2.12,1.4,0.799
2.96,1.16,0.768
3.0,1.76,0.742
1.12,1.28,0.734
0.12,1.12,0.558
1.32,1.84,0.718
3.68,1.88,0.764
2.36,1.64,0.777
0.24,1.24,0.607
3.24,1.32,0.782
2.6,1.04,0.754
2.16,1.4,0.769
2.0,1.96,0.73
1.88,1.52,0.783
3.0,1.16,0.77
0.12,1.6,0.466
0.68,1.72,0.645
3.72,1.44,0.756
0.28,1.24,0.628
3.04,1.76,0.772
2.64,1.04,0.769
1.16,1.28,0.755
0.16,1.12,0.618
1.36,1.84,0.721
2.2,1.4,0.766
3.72,1.88,0.778
2.4,1.64,0.778
3.04,1.16,0.78
3.28,1.32,0.789
2.04,1.96,0.71
0.32,1.24,0.66
1.92,1.52,0.769
0.16,1.6,0.54
2.68,1.04,0.761
0.72,1.72,0.676
3.76,1.44,0.763
2.24,1.4,0.768
3.08,1.16,0.755
3.08,1.76,0.773
1.2,1.28,0.741
0.2,1.12,0.622
1.4,1.84,0.729
3.76,1.88,0.749
2.44,1.64,0.794
0.36,1.24,0.65
3.32,1.32,0.788
2.72,1.04,0.785
2.08,1.96,0.744
2.28,1.4,0.778
1.96,1.52,0.764
3.12,1.16,0.773
0.2,1.6,0.557
0.76,1.72,0.686
3.8,1.44,0.774
0.4,1.24,0.65
3.12,1.76,0.732
1.24,1.28,0.741
0.24,1.12,0.611
1.44,1.84,0.752
2.76,1.04,0.796
3.8,1.88,0.782
2.32,1.4,0.768
2.48,1.64,0.758
3.36,1.32,0.783
3.16,1.16,0.776
2.12,1.96,0.743
2.0,1.52,0.738
0.44,1.24,0.653
0.24,1.6,0.561
0.8,1.72,0.669
3.84,1.44,0.773
2.8,1.04,0.748
2.36,1.4,0.765
3.2,1.16,0.778
3.16,1.76,0.767
1.28,1.28,0.762
0.28,1.12,0.622
1.48,1.84,0.71
3.84,1.88,0.759
2.52,1.64,0.764
0.48,1.24,0.703
3.4,1.32,0.806
2.84,1.04,0.784
2.16,1.96,0.762
2.4,1.4,0.797
2.04,1.52,0.763
3.24,1.16,0.782
0.28,1.6,0.577
0.84,1.72,0.672
3.88,1.44,0.808
0.52,1.24,0.669
3.2,1.76,0.763
1.32,1.28,0.757
0.32,1.12,0.64
1.52,1.84,0.716
2.88,1.04,0.76
3.88,1.88,0.757
2.56,1.64,0.76
2.44,1.4,0.767
3.44,1.32,0.769
3.28,1.16,0.804
2.2,1.96,0.742
2.08,1.52,0.758
0.56,1.24,0.7
0.32,1.6,0.593
0.88,1.72,0.71
3.92,1.44,0.778
2.92,1.04,0.799
2.48,1.4,0.782
3.24,1.76,0.785
3.32,1.16,0.778
1.36,1.28,0.769
0.36,1.12,0.635
1.56,1.84,0.732
3.92,1.88,0.765
2.6,1.64,0.771
0.6,1.24,0.7
3.48,1.32,0.762
2.96,1.04,0.753
2.24,1.96,0.75
2.52,1.4,0.741
2.12,1.52,0.763
0.36,1.6,0.575
3.36,1.16,0.764
0.92,1.72,0.68
3.96,1.44,0.775
0.64,1.24,0.729
3.28,1.76,0.793
1.4,1.28,0.738
0.4,1.12,0.675
1.6,1.84,0.73
3.0,1.04,0.792
3.96,1.88,0.776
2.64,1.64,0.757
2.56,1.4,0.757
3.52,1.32,0.768
3.4,1.16,0.769
2.28,1.96,0.747
2.16,1.52,0.75
0.68,1.24,0.714
0.4,1.6,0.636
0.96,1.72,0.666
4.0,1.44,0.761
3.04,1.04,0.771
2.6,1.4,0.763
3.32,1.76,0.789
1.44,1.28,0.764
3.44,1.16,0.76
0.44,1.12,0.678
1.64,1.84,0.723
4.0,1.88,0.778
2.68,1.64,0.758
0.72,1.24,0.732
3.56,1.32,0.772
3.08,1.04,0.76
2.32,1.96,0.736
2.64,1.4,0.764
2.2,1.52,0.743
0.44,1.6,0.637
1.0,1.72,0.7
3.48,1.16,0.777
0.0,1.48,0.096
0.76,1.24,0.744
3.36,1.76,0.781
1.48,1.28,0.762
0.48,1.12,0.707
1.68,1.84,0.71
3.12,1.04,0.781
2.72,1.64,0.762
0.0,1.92,0.094
2.68,1.4,0.764
3.6,1.32,0.783
3.52,1.16,0.758
2.36,1.96,0.733
2.24,1.52,0.765
0.8,1.24,0.709
0.48,1.6,0.656
1.04,1.72,0.693
0.04,1.48,0.392
3.16,1.04,0.76
2.72,1.4,0.768
3.4,1.76,0.753
1.52,1.28,0.765
0.52,1.12,0.707
3.56,1.16,0.789
1.72,1.84,0.75
2.76,1.64,0.747
0.04,1.92,0.312
3.64,1.32,0.764
0.84,1.24,0.717
3.2,1.04,0.769
2.4,1.96,0.759
2.76,1.4,0.791
2.28,1.52,0.765
0.52,1.6,0.654
1.08,1.72,0.679
3.6,1.16,0.783
0.08,1.48,0.431
1.56,1.28,0.761
3.44,1.76,0.791
0.56,1.12,0.692
0.88,1.24,0.76
3.24,1.04,0.775
1.76,1.84,0.71
2.8,1.64,0.782
0.08,1.92,0.413
2.8,1.4,0.798
3.68,1.32,0.782
3.64,1.16,0.802
2.44,1.96,0.768
2.32,1.52,0.789
0.56,1.6,0.653
1.12,1.72,0.694
0.12,1.48,0.509
3.28,1.04,0.773
0.92,1.24,0.749
2.84,1.4,0.775
1.6,1.28,0.757
3.48,1.76,0.743
0.6,1.12,0.687
3.68,1.16,0.789
2.84,1.64,0.788
1.8,1.84,0.717
0.12,1.92,0.455
3.72,1.32,0.767
3.32,1.04,0.77
0.96,1.24,0.729
2.48,1.96,0.728
2.88,1.4,0.762
2.36,1.52,0.753
0.6,1.6,0.668
1.16,1.72,0.69
3.72,1.16,0.759
0.16,1.48,0.523
1.64,1.28,0.747
3.52,1.76,0.781
0.64,1.12,0.733
3.36,1.04,0.758
1.0,1.24,0.733
2.88,1.64,0.754
0.16,1.92,0.439
1.84,1.84,0.738
2.92,1.4,0.78
3.76,1.32,0.788
3.76,1.16,0.766
2.52,1.96,0.722
2.4,1.52,0.77
0.64,1.6,0.691
1.2,1.72,0.711
0.2,1.48,0.569
3.4,1.04,0.779
1.04,1.24,0.73
2.96,1.4,0.767
1.68,1.28,0.758
3.56,1.76,0.773
0.68,1.12,0.716
3.8,1.16,0.774
2.92,1.64,0.773
0.2,1.92,0.502
1.88,1.84,0.72
3.8,1.32,0.788
3.44,1.04,0.766
1.08,1.24,0.746
2.56,1.96,0.714
2.44,1.52,0.763
3.0,1.4,0.775
0.68,1.6,0.69
1.24,1.72,0.731
3.84,1.16,0.788
0.24,1.48,0.604
1.72,1.28,0.753
3.6,1.76,0.763
0.72,1.12,0.721
2.96,1.64,0.77
3.48,1.04,0.784
1.12,1.24,0.75
0.24,1.92,0.522
1.92,1.84,0.752
3.04,1.4,0.773
3.84,1.32,0.762
3.88,1.16,0.762
2.6,1.96,0.757
2.48,1.52,0.766
1.28,1.72,0.724
0.72,1.6,0.676
0.28,1.48,0.592
3.52,1.04,0.752
1.16,1.24,0.731
1.76,1.28,0.741
3.08,1.4,0.77
3.64,1.76,0.771
0.76,1.12,0.737
3.92,1.16,0.768
3.0,1.64,0.765
0.28,1.92,0.521
1.96,1.84,0.765
3.88,1.32,0.773
3.56,1.04,0.753
1.2,1.24,0.752
2.64,1.96,0.751
2.52,1.52,0.785
3.12,1.4,0.796
1.32,1.72,0.695
3.96,1.16,0.784
0.76,1.6,0.707
0.32,1.48,0.628
1.8,1.28,0.762
3.68,1.76,0.782
0.8,1.12,0.721
3.04,1.64,0.775
3.6,1.04,0.778
1.24,1.24,0.759
0.32,1.92,0.536
2.0,1.84,0.741
3.16,1.4,0.769
3.92,1.32,0.758
4.0,1.16,0.736
2.68,1.96,0.739
2.56,1.52,0.748
1.36,1.72,0.748
0.8,1.6,0.669
0.36,1.48,0.619
3.64,1.04,0.749
1.28,1.24,0.753
1.84,1.28,0.75
3.2,1.4,0.787
3.72,1.76,0.79
0.84,1.12,0.729
0.0,1.2,0.098
3.08,1.64,0.784
0.36,1.92,0.574
2.04,1.84,0.755
3.96,1.32,0.796
3.68,1.04,0.75
1.32,1.24,0.751
2.72,1.96,0.756
2.6,1.52,0.766
3.24,1.4,0.78
1.4,1.72,0.726
0.04,1.2,0.388
0.84,1.6,0.673
0.4,1.48,0.631
1.88,1.28,0.768
3.76,1.76,0.776
0.88,1.12,0.724
3.12,1.64,0.782
3.72,1.04,0.759
1.36,1.24,0.739
0.4,1.92,0.595
2.08,1.84,0.755
3.28,1.4,0.775
4.0,1.32,0.77
0.08,1.2,0.479
2.76,1.96,0.766
2.64,1.52,0.793
1.44,1.72,0.743
0.88,1.6,0.686
0.44,1.48,0.639
2.8,2.0,0.757
1.4,1.24,0.759
1.92,1.28,0.777
3.8,1.76,0.778
3.32,1.4,0.758
0.92,1.12,0.743
0.12,1.2,0.549
3.16,1.64,0.793
0.44,1.92,0.601
2.12,1.84,0.744
0.0,1.36,0.101
2.84,2.0,0.756
1.44,1.24,0.751
2.8,1.96,0.785
2.68,1.52,0.761
3.36,1.4,0.765
1.48,1.72,0.746
0.92,1.6,0.706
0.16,1.2,0.586
0.48,1.48,0.66
1.96,1.28,0.779
3.84,1.76,0.776
0.96,1.12,0.741
3.2,1.64,0.753
2.88,2.0,0.762
0.48,1.92,0.615
1.48,1.24,0.749
2.16,1.84,0.751
3.4,1.4,0.758
0.04,1.36,0.396
0.2,1.2,0.607
2.84,1.96,0.751
2.72,1.52,0.777
1.52,1.72,0.752
0.96,1.6,0.685
0.52,1.48,0.655
2.92,2.0,0.766
1.52,1.24,0.763
2.0,1.28,0.789
3.88,1.76,0.77
1.0,1.12,0.753
3.44,1.4,0.779
0.24,1.2,0.625
3.24,1.64,0.781
0.52,1.92,0.601
2.2,1.84,0.762
0.08,1.36,0.462
2.96,2.0,0.757
1.56,1.24,0.762
2.88,1.96,0.749
2.76,1.52,0.777
3.48,1.4,0.773
1.56,1.72,0.741
1.0,1.6,0.714
0.28,1.2,0.634
0.56,1.48,0.665
2.04,1.28,0.787
3.92,1.76,0.78
1.04,1.12,0.742
3.28,1.64,0.777
0.56,1.92,0.631
3.0,2.0,0.753
2.24,1.84,0.764
1.6,1.24,0.774
0.12,1.36,0.483
3.52,1.4,0.788
0.32,1.2,0.609
2.92,1.96,0.751
2.8,1.52,0.778
1.6,1.72,0.761
1.04,1.6,0.701
0.6,1.48,0.668
3.04,2.0,0.788
1.64,1.24,0.773
2.08,1.28,0.794
1.08,1.12,0.753
3.96,1.76,0.77
3.56,1.4,0.765
3.32,1.64,0.755
0.36,1.2,0.643
0.6,1.92,0.659
2.28,1.84,0.742
0.16,1.36,0.547
3.08,2.0,0.785
1.68,1.24,0.763
2.96,1.96,0.751
2.84,1.52,0.775
1.64,1.72,0.744
3.6,1.4,0.754
1.08,1.6,0.712
1.12,2.08,0.693
0.64,1.48,0.679
2.12,1.28,0.76
1.12,1.12,0.766
4.0,1.76,0.779
3.36,1.64,0.777
0.64,1.92,0.622
2.32,1.84,0.731
3.12,2.0,0.753
1.72,1.24,0.767
0.2,1.36,0.521
3.64,1.4,0.762
1.16,2.08,0.677
3.0,1.96,0.745
2.88,1.52,0.768
1.68,1.72,0.723
1.12,1.6,0.713
0.68,1.48,0.694
3.16,2.0,0.76
1.76,1.24,0.787
2.16,1.28,0.766
1.16,1.12,0.77
0.0,1.8,0.099
3.68,1.4,0.784
3.4,1.64,0.801
0.68,1.92,0.653
2.36,1.84,0.777
1.2,2.08,0.695
0.24,1.36,0.59
3.2,2.0,0.782
1.8,1.24,0.773
3.04,1.96,0.755
2.92,1.52,0.771
1.72,1.72,0.764
1.16,1.6,0.707
3.72,1.4,0.759
0.72,1.48,0.7
2.2,1.28,0.765
1.24,2.08,0.705
1.2,1.12,0.752
0.04,1.8,0.35
3.44,1.64,0.763
0.72,1.92,0.671
2.4,1.84,0.729
1.84,1.24,0.749
3.24,2.0,0.766
0.28,1.36,0.624
3.08,1.96,0.74
1.28,2.08,0.724
2.96,1.52,0.732
3.76,1.4,0.79
1.76,1.72,0.764
1.2,1.6,0.738
0.76,1.48,0.724
2.24,1.28,0.777
1.88,1.24,0.783
1.24,1.12,0.77
3.28,2.0,0.75
0.08,1.8,0.385
3.48,1.64,0.771
0.76,1.92,0.654
2.44,1.84,0.753
1.32,2.08,0.699
3.8,1.4,0.783
0.32,1.36,0.624
1.92,1.24,0.774
3.12,1.96,0.742
3.0,1.52,0.788
3.32,2.0,0.768
1.8,1.72,0.754
1.24,1.6,0.713
0.8,1.48,0.726
2.28,1.28,0.775
1.36,2.08,0.712
3.84,1.4,0.775
1.28,1.12,0.758
0.12,1.8,0.461
3.52,1.64,0.753
0.8,1.92,0.672
2.48,1.84,0.751
1.96,1.24,0.776
3.36,2.0,0.758
0.36,1.36,0.655
3.16,1.96,0.777
3.04,1.52,0.792
1.4,2.08,0.71
3.88,1.4,0.782
1.84,1.72,0.773
1.28,1.6,0.717
0.84,1.48,0.727
2.32,1.28,0.778
2.0,1.24,0.798
3.4,2.0,0.754
1.32,1.12,0.758
0.16,1.8,0.502
3.56,1.64,0.782
0.84,1.92,0.679
2.52,1.84,0.75
3.92,1.4,0.802
1.44,2.08,0.698
0.4,1.36,0.669
3.2,1.96,0.768
3.08,1.52,0.768
3.44,2.0,0.76
2.04,1.24,0.763
1.88,1.72,0.764
1.32,1.6,0.728
0.88,1.48,0.712
3.6,1.64,0.786
2.36,1.28,0.767
1.48,2.08,0.687
1.36,1.12,0.774
0.2,1.8,0.504
3.96,1.4,0.783
2.56,1.84,0.742
0.88,1.92,0.679
3.48,2.0,0.773
2.08,1.24,0.798
0.44,1.36,0.662
3.64,1.64,0.771
3.24,1.96,0.767
3.12,1.52,0.761
1.52,2.08,0.687
1.92,1.72,0.733
1.36,1.6,0.744
0.92,1.48,0.721
2.4,1.28,0.777
3.52,2.0,0.778
1.4,1.12,0.76
0.24,1.8,0.535
2.12,1.24,0.765
4.0,1.4,0.767
3.68,1.64,0.782
2.6,1.84,0.749
0.92,1.92,0.7
1.56,2.08,0.688
0.48,1.36,0.659
3.28,1.96,0.741
3.16,1.52,0.776
3.56,2.0,0.787
1.96,1.72,0.739
1.4,1.6,0.725
2.16,1.24,0.765
0.96,1.48,0.714
3.72,1.64,0.771
2.44,1.28,0.782
1.44,1.12,0.761
1.6,2.08,0.694
0.28,1.8,0.557
0.0,1.44,0.12
2.64,1.84,0.761
0.96,1.92,0.67
3.6,2.0,0.77
0.52,1.36,0.686
2.2,1.24,0.775
3.76,1.64,0.777
3.32,1.96,0.778
3.2,1.52,0.739
1.64,2.08,0.708
2.0,1.72,0.757
1.44,1.6,0.731
1.0,1.48,0.74
2.48,1.28,0.767
3.64,2.0,0.757
1.48,1.12,0.758
0.32,1.8,0.552
2.24,1.24,0.772
0.04,1.44,0.375
2.68,1.84,0.757
1.0,1.92,0.679
3.8,1.64,0.785
0.56,1.36,0.697
1.68,2.08,0.709
3.36,1.96,0.768
3.24,1.52,0.755
3.68,2.0,0.756
2.04,1.72,0.739
1.48,1.6,0.745
2.28,1.24,0.787
1.04,1.48,0.689
2.52,1.28,0.764
3.84,1.64,0.753
1.52,1.12,0.773
1.72,2.08,0.709
0.36,1.8,0.564
0.08,1.44,0.462
2.72,1.84,0.78
1.04,1.92,0.695
3.72,2.0,0.775
0.6,1.36,0.683
2.32,1.24,0.802
3.4,1.96,0.762
3.28,1.52,0.788
3.88,1.64,0.782
2.08,1.72,0.737
1.76,2.08,0.727
1.52,1.6,0.731
1.08,1.48,0.734
2.56,1.28,0.774
1.56,1.12,0.779
3.76,2.0,0.76
0.4,1.8,0.601
2.36,1.24,0.769
0.12,1.44,0.474
2.76,1.84,0.753
1.08,1.92,0.688
3.92,1.64,0.776
0.64,1.36,0.698
1.8,2.08,0.75
3.44,1.96,0.762
3.32,1.52,0.791
3.8,2.0,0.773
2.12,1.72,0.744
1.56,1.6,0.711
2.4,1.24,0.765
1.12,1.48,0.724
2.6,1.28,0.791
3.96,1.64,0.775
1.6,1.12,0.761
0.44,1.8,0.614
1.84,2.08,0.725
0.16,1.44,0.528
2.8,1.84,0.753
1.12,1.92,0.677
3.84,2.0,0.756
0.68,1.36,0.696
2.44,1.24,0.785
3.48,1.96,0.768
3.36,1.52,0.776
4.0,1.64,0.786
2.16,1.72,0.719
1.88,2.08,0.727
1.6,1.6,0.727
1.16,1.48,0.738
2.64,1.28,0.797
1.64,1.12,0.771
3.88,2.0,0.765
0.48,1.8,0.614
2.48,1.24,0.788
0.2,1.44,0.567
2.84,1.84,0.771
1.16,1.92,0.668
0.0,1.68,0.099
0.72,1.36,0.692
1.92,2.08,0.71
3.52,1.96,0.772
3.4,1.52,0.759
3.92,2.0,0.786
2.2,1.72,0.771
1.64,1.6,0.725
2.52,1.24,0.777
2.68,1.28,0.785
1.2,1.48,0.73
0.04,1.68,0.365
1.68,1.12,0.761
0.52,1.8,0.608
1.96,2.08,0.725
0.24,1.44,0.584
2.88,1.84,0.766
1.2,1.92,0.692
3.96,2.0,0.753
0.76,1.36,0.706
2.56,1.24,0.785
3.56,1.96,0.781
3.44,1.52,0.777
0.08,1.68,0.449
2.24,1.72,0.746
2.0,2.08,0.748
1.68,1.6,0.748
2.72,1.28,0.766
1.24,1.48,0.743
1.72,1.12,0.769
4.0,2.0,0.78
0.56,1.8,0.641
2.6,1.24,0.757
0.28,1.44,0.594
2.92,1.84,0.744
1.24,1.92,0.701
0.12,1.68,0.453
0.8,1.36,0.73
2.04,2.08,0.723
3.6,1.96,0.765
3.48,1.52,0.775
0.0,2.04,0.096
2.28,1.72,0.768
1.72,1.6,0.736
2.64,1.24,0.776
2.76,1.28,0.773
1.28,1.48,0.754
0.16,1.68,0.521
1.76,1.12,0.765
0.6,1.8,0.621
2.08,2.08,0.739
0.32,1.44,0.627
2.96,1.84,0.738
1.28,1.92,0.667
0.04,2.04,0.294
0.84,1.36,0.711
2.68,1.24,0.743
3.64,1.96,0.772
3.52,1.52,0.752
0.2,1.68,0.503
2.32,1.72,0.75
1.76,1.6,0.723
2.12,2.08,0.702
2.8,1.28,0.785
1.32,1.48,0.728
1.8,1.12,0.758
0.08,2.04,0.364
0.64,1.8,0.653
0.36,1.44,0.648
2.72,1.24,0.783
3.0,1.84,0.76
1.32,1.92,0.726
0.24,1.68,0.556
0.88,1.36,0.719
2.16,2.08,0.746
3.68,1.96,0.793
3.56,1.52,0.786
2.36,1.72,0.757
0.12,2.04,0.408
1.8,1.6,0.712
2.84,1.28,0.776
1.36,1.48,0.753
3.48,2.12,0.742
1.84,1.12,0.771
0.68,1.8,0.66
0.28,1.68,0.576
2.2,2.08,0.738
0.4,1.44,0.642
3.04,1.84,0.757
1.36,1.92,0.733
3.72,1.96,0.775
0.16,2.04,0.451
0.92,1.36,0.721
3.52,2.12,0.729
3.6,1.52,0.77
2.4,1.72,0.753
1.84,1.6,0.743
2.24,2.08,0.743
2.88,1.28,0.766
1.4,1.48,0.721
3.76,1.96,0.763
1.88,1.12,0.789
0.2,2.04,0.449
0.72,1.8,0.651
0.32,1.68,0.593
0.44,1.44,0.634
3.08,1.84,0.77
3.56,2.12,0.736
1.4,1.92,0.689
0.96,1.36,0.736
2.28,2.08,0.708
3.8,1.96,0.77
3.64,1.52,0.753
2.44,1.72,0.782
0.24,2.04,0.51
1.88,1.6,0.76
2.92,1.28,0.767
1.44,1.48,0.751
3.6,2.12,0.755
1.92,1.12,0.761
0.76,1.8,0.662
0.36,1.68,0.602
2.32,2.08,0.75
0.48,1.44,0.656
3.12,1.84,0.748
1.44,1.92,0.701
3.84,1.96,0.806
1.0,1.36,0.748
0.28,2.04,0.518
3.68,1.52,0.743
3.64,2.12,0.745
2.48,1.72,0.767
1.92,1.6,0.738
2.96,1.28,0.788
2.36,2.08,0.763
1.48,1.48,0.735
1.96,1.12,0.799
0.8,1.8,0.678
3.88,1.96,0.76
0.4,1.68,0.598
0.32,2.04,0.565
3.16,1.84,0.759
0.52,1.44,0.647
1.48,1.92,0.718
3.68,2.12,0.773
1.04,1.36,0.729
2.4,2.08,0.739
3.72,1.52,0.771
2.52,1.72,0.765
1.96,1.6,0.753
3.92,1.96,0.747
3.0,1.28,0.757
0.36,2.04,0.556
1.52,1.48,0.755
2.0,1.12,0.779
3.72,2.12,0.754
0.84,1.8,0.677
0.44,1.68,0.644
3.2,1.84,0.76
0.56,1.44,0.678
1.52,1.92,0.711
2.44,2.08,0.756
1.08,1.36,0.751
3.96,1.96,0.742
0.4,2.04,0.573
3.76,1.52,0.794
2.56,1.72,0.792
3.76,2.12,0.732
2.0,1.6,0.769
3.04,1.28,0.761
1.56,1.48,0.785
2.04,1.12,0.785
2.48,2.08,0.728
0.88,1.8,0.641
4.0,1.96,0.77
0.48,1.68,0.65
3.24,1.84,0.773
0.6,1.44,0.696
0.44,2.04,0.598
1.56,1.92,0.728
3.8,2.12,0.747
1.12,1.36,0.761
3.8,1.52,0.762
2.6,1.72,0.765
2.52,2.08,0.748
2.04,1.6,0.747
0.0,2.0,0.111
3.08,1.28,0.801
1.6,1.48,0.747
0.48,2.04,0.574
1.8,2.2,0.709
3.84,2.12,0.759
0.92,1.8,0.698
0.52,1.68,0.621
3.28,1.84,0.777
0.64,1.44,0.653
1.6,1.92,0.706
1.16,1.36,0.741
2.56,2.08,0.755
0.04,2.0,0.32
0.52,2.04,0.609
3.84,1.52,0.788
2.64,1.72,0.762
3.88,2.12,0.749
2.08,1.6,0.747
3.12,1.28,0.778
1.64,1.48,0.723
1.84,2.2,0.717
0.96,1.8,0.697
2.6,2.08,0.748
0.56,1.68,0.65
0.08,2.0,0.361
3.32,1.84,0.771
0.68,1.44,0.721
0.56,2.04,0.62
1.64,1.92,0.712
1.2,1.36,0.724
3.92,2.12,0.773
3.88,1.52,0.763
2.68,1.72,0.774
2.12,1.6,0.771
2.64,2.08,0.738
0.12,2.0,0.449
3.16,1.28,0.788
1.68,1.48,0.753
0.6,2.04,0.617
1.88,2.2,0.728
1.0,1.8,0.684
3.96,2.12,0.763
0.6,1.68,0.646
3.36,1.84,0.764
0.72,1.44,0.687
1.68,1.92,0.728
1.24,1.36,0.74
0.16,2.0,0.467
2.68,2.08,0.752
0.64,2.04,0.614
3.92,1.52,0.767
2.72,1.72,0.755
4.0,2.12,0.768
2.16,1.6,0.743
3.2,1.28,0.785
1.72,1.48,0.74
1.92,2.2,0.724
1.04,1.8,0.691
0.64,1.68,0.67
3.4,1.84,0.736
0.2,2.0,0.483
0.76,1.44,0.702
2.72,2.08,0.78
1.72,1.92,0.743
0.68,2.04,0.615
1.28,1.36,0.734
0.0,2.16,0.092
3.96,1.52,0.79
2.76,1.72,0.781
2.2,1.6,0.76
3.24,1.28,0.773
0.24,2.0,0.512
2.76,2.08,0.761
1.76,1.48,0.764
0.72,2.04,0.63
1.96,2.2,0.729
1.08,1.8,0.71
0.04,2.16,0.293
0.68,1.68,0.642
3.44,1.84,0.777
0.8,1.44,0.704
1.76,1.92,0.73
1.32,1.36,0.764
0.28,2.0,0.556
2.8,2.08,0.754
4.0,1.52,0.77
0.76,2.04,0.645
2.8,1.72,0.777
0.08,2.16,0.375
2.24,1.6,0.771
3.28,1.28,0.758
1.8,1.48,0.754
2.0,2.2,0.719
1.12,1.8,0.676
0.72,1.68,0.698
3.48,1.84,0.739
0.32,2.0,0.536
0.84,1.44,0.7
2.84,2.08,0.75
1.8,1.92,0.749
0.8,2.04,0.619
1.36,1.36,0.767
0.12,2.16,0.441
0.0,1.56,0.104
2.84,1.72,0.77
2.28,1.6,0.764
3.32,1.28,0.773
0.36,2.0,0.575
2.88,2.08,0.777
1.84,1.48,0.774
0.84,2.04,0.647
2.04,2.2,0.733
1.16,1.8,0.698
0.16,2.16,0.43
0.76,1.68,0.683
3.52,1.84,0.755
0.88,1.44,0.731
1.84,1.92,0.748
1.4,1.36,0.776
0.4,2.0,0.575
2.92,2.08,0.745
0.04,1.56,0.371
0.88,2.04,0.677
2.88,1.72,0.743
2.32,1.6,0.743
0.2,2.16,0.462
3.36,1.28,0.774
1.88,1.48,0.758
2.08,2.2,0.728
1.2,1.8,0.711
0.8,1.68,0.679
3.56,1.84,0.784
0.92,1.44,0.705
0.44,2.0,0.603
2.96,2.08,0.759
1.88,1.92,0.758
0.92,2.04,0.635
1.44,1.36,0.769
0.24,2.16,0.484
0.08,1.56,0.436
2.92,1.72,0.781
2.36,1.6,0.765
3.4,1.28,0.784
0.48,2.0,0.578
3.0,2.08,0.767
1.92,1.48,0.774
0.96,2.04,0.686
2.12,2.2,0.727
1.24,1.8,0.706
0.84,1.68,0.669
0.28,2.16,0.508
3.6,1.84,0.789
0.96,1.44,0.73
1.92,1.92,0.743
1.48,1.36,0.756
0.52,2.0,0.563
3.04,2.08,0.741
0.12,1.56,0.515
1.0,2.04,0.653
2.96,1.72,0.744
2.4,1.6,0.775
0.32,2.16,0.543
3.44,1.28,0.783
1.96,1.48,0.76
2.16,2.2,0.719
1.28,1.8,0.674
0.88,1.68,0.701
3.64,1.84,0.804
1.0,1.44,0.722
0.56,2.0,0.63
3.08,2.08,0.76
1.96,1.92,0.723
1.04,2.04,0.669
1.52,1.36,0.762
0.36,2.16,0.559
0.16,1.56,0.53
3.0,1.72,0.786
2.44,1.6,0.776
3.48,1.28,0.769
0.6,2.0,0.623
3.12,2.08,0.785
2.0,1.48,0.764
2.2,2.2,0.74
1.08,2.04,0.687
1.32,1.8,0.707
0.92,1.68,0.683
0.4,2.16,0.574
3.68,1.84,0.804
1.04,1.44,0.714
2.0,1.92,0.74
1.56,1.36,0.778
0.64,2.0,0.624
3.16,2.08,0.753
0.2,1.56,0.55
1.12,2.04,0.685
3.04,1.72,0.762
2.48,1.6,0.742
3.52,1.28,0.807
0.44,2.16,0.554
2.04,1.48,0.758
2.24,2.2,0.726
1.36,1.8,0.714
0.96,1.68,0.685
3.72,1.84,0.792
