,$\mu_h$,$\mu_x$,success_rate
2158,-2.32,-1.04,0.647
2159,-2.32,-0.96,0.606
2160,-2.32,-0.88,0.605
2161,-2.32,-0.8,0.587
2162,-2.32,-0.72,0.574
2163,-2.32,-0.64,0.563
2164,-2.32,-0.56,0.53
2165,-2.32,-0.48,0.505
2166,-2.32,-0.4,0.509
2167,-2.32,-0.32,0.459
2168,-2.32,-0.24,0.443
2169,-2.32,-0.16,0.389
2170,-2.32,-0.08,0.384
2171,-2.32,0,0.378
2172,-2.32,0.08,0.339
2173,-2.32,0.16,0.32
2174,-2.32,0.24,0.296
2175,-2.32,0.32,0.295
2176,-2.32,0.4,0.268
2177,-2.32,0.48,0.24
2178,-2.32,0.56,0.227
2179,-2.32,0.64,0.237
2180,-2.32,0.72,0.22
2181,-2.32,0.8,0.181
2182,-2.32,0.88,0.205
2183,-2.32,0.96,0.183
2184,-2.32,1.04,0.164
2185,-2.32,1.12,0.192
2186,-2.32,1.2,0.16
2187,-2.32,1.28,0.165
2188,-2.32,1.36,0.13
2189,-2.32,1.44,0.154
2190,-2.32,1.52,0.117
2191,-2.32,1.6,0.12
2192,-2.32,1.68,0.12
2193,-2.32,1.76,0.124
2194,-2.32,1.84,0.115
2195,-2.32,1.92,0.128
2196,-2.32,2,0.139
2197,-2.32,2.08,0.109
2198,-2.32,2.16,0.124
2199,-2.32,2.24,0.095
2200,-2.32,2.32,0.103
2201,-2.32,2.4,0.094
2202,-2.32,2.48,0.094
2203,-2.32,2.56,0.096
2204,-2.32,2.64,0.092
2205,-2.32,2.72,0.108
2206,-2.32,2.8,0.097
2207,-2.32,2.88,0.104
2208,-2.32,2.96,0.113
2209,-2.32,3.04,0.081
2210,-2.32,3.12,0.1
2211,-2.32,3.2,0.095
2212,-2.32,3.28,0.103
2213,-2.32,3.36,0.118
2214,-2.32,3.44,0.099
2215,-2.32,3.52,0.095
2216,-2.32,3.6,0.114
2217,-2.32,3.68,0.071
2218,-2.32,3.76,0.1
2219,-2.32,3.84,0.085
2220,-2.32,3.92,0.086
2221,-2.32,4,0.097
2222,-2.24,-4,0.763
2223,-2.24,-3.92,0.768
2224,-2.24,-3.84,0.781
2225,-2.24,-3.76,0.786
2226,-2.24,-3.68,0.791
2227,-2.24,-3.6,0.817
2228,-2.24,-3.52,0.773
2229,-2.24,-3.44,0.756
2230,-2.24,-3.36,0.781
2231,-2.24,-3.28,0.786
2232,-2.24,-3.2,0.797
2233,-2.24,-3.12,0.807
2234,-2.24,-3.04,0.802
2235,-2.24,-2.96,0.777
2236,-2.24,-2.88,0.798
2237,-2.24,-2.8,0.782
2238,-2.24,-2.72,0.771
2239,-2.24,-2.64,0.775
2240,-2.24,-2.56,0.797
2241,-2.24,-2.48,0.775
2242,-2.24,-2.4,0.762
2243,-2.24,-2.32,0.775
2244,-2.24,-2.24,0.752
2245,-2.24,-2.16,0.749
2246,-2.24,-2.08,0.755
2247,-2.24,-2,0.757
2248,-2.24,-1.92,0.731
2249,-2.24,-1.84,0.731
2250,-2.24,-1.76,0.74
2251,-2.24,-1.68,0.709
2252,-2.24,-1.6,0.706
2253,-2.24,-1.52,0.709
2254,-2.24,-1.44,0.711
2255,-2.24,-1.36,0.688
2256,-2.24,-1.28,0.687
2257,-2.24,-1.2,0.646
2258,-2.24,-1.12,0.665
2259,-2.24,-1.04,0.625
2260,-2.24,-0.96,0.64
2261,-2.24,-0.88,0.625
2262,-2.24,-0.8,0.574
2263,-2.24,-0.72,0.559
2264,-2.24,-0.64,0.55
2265,-2.24,-0.56,0.528
2266,-2.24,-0.48,0.547
2267,-2.24,-0.4,0.496
2268,-2.24,-0.32,0.501
2269,-2.24,-0.24,0.45
2270,-2.24,-0.16,0.463
2271,-2.24,-0.08,0.406
2272,-2.24,0,0.378
2273,-2.24,0.08,0.361
2274,-2.24,0.16,0.323
2275,-2.24,0.24,0.356
2276,-2.24,0.32,0.3
2277,-2.24,0.4,0.281
2278,-2.24,0.48,0.259
2279,-2.24,0.56,0.277
2280,-2.24,0.64,0.242
2281,-2.24,0.72,0.21
2282,-2.24,0.8,0.24
2283,-2.24,0.88,0.219
2284,-2.24,0.96,0.196
2285,-2.24,1.04,0.189
2286,-2.24,1.12,0.191
2287,-2.24,1.2,0.171
2288,-2.24,1.28,0.154
2289,-2.24,1.36,0.15
2290,-2.24,1.44,0.142
2291,-2.24,1.52,0.142
2292,-2.24,1.6,0.15
2293,-2.24,1.68,0.144
2294,-2.24,1.76,0.127
2295,-2.24,1.84,0.113
2296,-2.24,1.92,0.112
2297,-2.24,2,0.133
2298,-2.24,2.08,0.118
2299,-2.24,2.16,0.108
2300,-2.24,2.24,0.117
2301,-2.24,2.32,0.106
2302,-2.24,2.4,0.126
2303,-2.24,2.48,0.114
2304,-2.24,2.56,0.115
2305,-2.24,2.64,0.11
2306,-2.24,2.72,0.109
2307,-2.24,2.8,0.095
2308,-2.24,2.88,0.102
2309,-2.24,2.96,0.09
2310,-2.24,3.04,0.098
2311,-2.24,3.12,0.09
2312,-2.24,3.2,0.095
2313,-2.24,3.28,0.122
2314,-2.24,3.36,0.105
2315,-2.24,3.44,0.101
2316,-2.24,3.52,0.106
2317,-2.24,3.6,0.116
2318,-2.24,3.68,0.099
2319,-2.24,3.76,0.093
2320,-2.24,3.84,0.078
2321,-2.24,3.92,0.099
2322,-2.24,4,0.102
2323,-2.16,-4,0.767
2324,-2.16,-3.92,0.783
2325,-2.16,-3.84,0.795
2326,-2.16,-3.76,0.803
2327,-2.16,-3.68,0.806
2328,-2.16,-3.6,0.796
2329,-2.16,-3.52,0.784
2330,-2.16,-3.44,0.769
2331,-2.16,-3.36,0.783
2332,-2.16,-3.28,0.776
2333,-2.16,-3.2,0.791
2334,-2.16,-3.12,0.797
2335,-2.16,-3.04,0.802
2336,-2.16,-2.96,0.799
2337,-2.16,-2.88,0.787
2338,-2.16,-2.8,0.805
2339,-2.16,-2.72,0.779
2340,-2.16,-2.64,0.76
2341,-2.16,-2.56,0.788
2342,-2.16,-2.48,0.761
2343,-2.16,-2.4,0.768
2344,-2.16,-2.32,0.764
2345,-2.16,-2.24,0.773
2346,-2.16,-2.16,0.762
2347,-2.16,-2.08,0.767
2348,-2.16,-2,0.758
2349,-2.16,-1.92,0.751
2350,-2.16,-1.84,0.74
2351,-2.16,-1.76,0.729
2352,-2.16,-1.68,0.722
2353,-2.16,-1.6,0.743
2354,-2.16,-1.52,0.73
2355,-2.16,-1.44,0.694
2356,-2.16,-1.36,0.689
2357,-2.16,-1.28,0.694
2358,-2.16,-1.2,0.7
2359,-2.16,-1.12,0.677
2360,-2.16,-1.04,0.69
2361,-2.16,-0.96,0.659
2362,-2.16,-0.88,0.65
2363,-2.16,-0.8,0.617
2364,-2.16,-0.72,0.584
2365,-2.16,-0.64,0.596
2366,-2.16,-0.56,0.543
2367,-2.16,-0.48,0.506
2368,-2.16,-0.4,0.539
2369,-2.16,-0.32,0.504
2370,-2.16,-0.24,0.464
2371,-2.16,-0.16,0.432
2372,-2.16,-0.08,0.43
2373,-2.16,0,0.388
2374,-2.16,0.08,0.4
2375,-2.16,0.16,0.38
2376,-2.16,0.24,0.33
2377,-2.16,0.32,0.321
2378,-2.16,0.4,0.323
2379,-2.16,0.48,0.266
2380,-2.16,0.56,0.266
2381,-2.16,0.64,0.243
2382,-2.16,0.72,0.237
2383,-2.16,0.8,0.212
2384,-2.16,0.88,0.213
2385,-2.16,0.96,0.205
2386,-2.16,1.04,0.206
2387,-2.16,1.12,0.202
2388,-2.16,1.2,0.185
2389,-2.16,1.28,0.165
2390,-2.16,1.36,0.144
2391,-2.16,1.44,0.164
2392,-2.16,1.52,0.17
2393,-2.16,1.6,0.144
2394,-2.16,1.68,0.131
2395,-2.16,1.76,0.135
2396,-2.16,1.84,0.12
2397,-2.16,1.92,0.128
2398,-2.16,2,0.119
2399,-2.16,2.08,0.111
2400,-2.16,2.16,0.116
2401,-2.16,2.24,0.119
2402,-2.16,2.32,0.115
2403,-2.16,2.4,0.101
2404,-2.16,2.48,0.095
2405,-2.16,2.56,0.117
2406,-2.16,2.64,0.11
2407,-2.16,2.72,0.126
2408,-2.16,2.8,0.109
2409,-2.16,2.88,0.103
2410,-2.16,2.96,0.114
2411,-2.16,3.04,0.101
2412,-2.16,3.12,0.097
2413,-2.16,3.2,0.1
2414,-2.16,3.28,0.089
2415,-2.16,3.36,0.116
2416,-2.16,3.44,0.094
2417,-2.16,3.52,0.088
2418,-2.16,3.6,0.084
2419,-2.16,3.68,0.102
2420,-2.16,3.76,0.107
2421,-2.16,3.84,0.085
2422,-2.16,3.92,0.099
2423,-2.16,4,0.101
2424,-2.08,-4,0.802
2425,-2.08,-3.92,0.783
2426,-2.08,-3.84,0.812
2427,-2.08,-3.76,0.797
2428,-2.08,-3.68,0.817
2429,-2.08,-3.6,0.794
2430,-2.08,-3.52,0.795
2431,-2.08,-3.44,0.781
2432,-2.08,-3.36,0.785
2433,-2.08,-3.28,0.792
2434,-2.08,-3.2,0.791
2435,-2.08,-3.12,0.797
2436,-2.08,-3.04,0.781
2437,-2.08,-2.96,0.821
2438,-2.08,-2.88,0.79
2439,-2.08,-2.8,0.792
2440,-2.08,-2.72,0.777
2441,-2.08,-2.64,0.755
2442,-2.08,-2.56,0.776
2443,-2.08,-2.48,0.777
2444,-2.08,-2.4,0.762
2445,-2.08,-2.32,0.787
2446,-2.08,-2.24,0.788
2447,-2.08,-2.16,0.742
2448,-2.08,-2.08,0.752
2449,-2.08,-2,0.746
2450,-2.08,-1.92,0.746
2451,-2.08,-1.84,0.741
2452,-2.08,-1.76,0.736
2453,-2.08,-1.68,0.728
2454,-2.08,-1.6,0.721
2455,-2.08,-1.52,0.713
2456,-2.08,-1.44,0.718
2457,-2.08,-1.36,0.696
2458,-2.08,-1.28,0.697
2459,-2.08,-1.2,0.697
2460,-2.08,-1.12,0.69
2461,-2.08,-1.04,0.658
2462,-2.08,-0.96,0.65
2463,-2.08,-0.88,0.652
2464,-2.08,-0.8,0.597
2465,-2.08,-0.72,0.63
2466,-2.08,-0.64,0.575
2467,-2.08,-0.56,0.547
2468,-2.08,-0.48,0.538
2469,-2.08,-0.4,0.552
2470,-2.08,-0.32,0.501
2471,-2.08,-0.24,0.494
2472,-2.08,-0.16,0.497
2473,-2.08,-0.08,0.473
2474,-2.08,0,0.444
2475,-2.08,0.08,0.412
2476,-2.08,0.16,0.398
2477,-2.08,0.24,0.373
2478,-2.08,0.32,0.349
2479,-2.08,0.4,0.344
2480,-2.08,0.48,0.309
2481,-2.08,0.56,0.308
2482,-2.08,0.64,0.278
2483,-2.08,0.72,0.239
2484,-2.08,0.8,0.241
2485,-2.08,0.88,0.232
2486,-2.08,0.96,0.22
2487,-2.08,1.04,0.202
2488,-2.08,1.12,0.215
2489,-2.08,1.2,0.214
2490,-2.08,1.28,0.169
2491,-2.08,1.36,0.17
2492,-2.08,1.44,0.149
2493,-2.08,1.52,0.152
2494,-2.08,1.6,0.152
2495,-2.08,1.68,0.148
2496,-2.08,1.76,0.142
2497,-2.08,1.84,0.135
2498,-2.08,1.92,0.135
2499,-2.08,2,0.124
2500,-2.08,2.08,0.127
2501,-2.08,2.16,0.124
2502,-2.08,2.24,0.131
2503,-2.08,2.32,0.105
2504,-2.08,2.4,0.104
2505,-2.08,2.48,0.109
2506,-2.08,2.56,0.101
2507,-2.08,2.64,0.097
2508,-2.08,2.72,0.116
2509,-2.08,2.8,0.095
2510,-2.08,2.88,0.102
2511,-2.08,2.96,0.106
2512,-2.08,3.04,0.099
2513,-2.08,3.12,0.099
2514,-2.08,3.2,0.115
2515,-2.08,3.28,0.101
2516,-2.08,3.36,0.102
2517,-2.08,3.44,0.098
2518,-2.08,3.52,0.097
2519,-2.08,3.6,0.092
2520,-2.08,3.68,0.122
2521,-2.08,3.76,0.112
2522,-2.08,3.84,0.087
2523,-2.08,3.92,0.12
2524,-2.08,4,0.098
2525,-2,-4,0.771
2526,-2,-3.92,0.774
2527,-2,-3.84,0.775
2528,-2,-3.76,0.763
2529,-2,-3.68,0.79
2530,-2,-3.6,0.784
2531,-2,-3.52,0.79
2532,-2,-3.44,0.797
2533,-2,-3.36,0.78
2534,-2,-3.28,0.792
2535,-2,-3.2,0.814
2536,-2,-3.12,0.793
2537,-2,-3.04,0.798
2538,-2,-2.96,0.808
2539,-2,-2.88,0.797
2540,-2,-2.8,0.798
2541,-2,-2.72,0.787
2542,-2,-2.64,0.792
2543,-2,-2.56,0.795
2544,-2,-2.48,0.776
2545,-2,-2.4,0.761
2546,-2,-2.32,0.757
2547,-2,-2.24,0.784
2548,-2,-2.16,0.768
2549,-2,-2.08,0.773
2550,-2,-2,0.77
2551,-2,-1.92,0.744
2552,-2,-1.84,0.721
2553,-2,-1.76,0.761
2554,-2,-1.68,0.744
2555,-2,-1.6,0.725
2556,-2,-1.52,0.703
2557,-2,-1.44,0.717
2558,-2,-1.36,0.714
2559,-2,-1.28,0.669
2560,-2,-1.2,0.665
2561,-2,-1.12,0.69
2562,-2,-1.04,0.688
2563,-2,-0.96,0.651
2564,-2,-0.88,0.653
2565,-2,-0.8,0.663
2566,-2,-0.72,0.619
2567,-2,-0.64,0.614
2568,-2,-0.56,0.593
2569,-2,-0.48,0.579
2570,-2,-0.4,0.553
2571,-2,-0.32,0.54
2572,-2,-0.24,0.56
2573,-2,-0.16,0.474
2574,-2,-0.08,0.485
2575,-2,0,0.466
2576,-2,0.08,0.419
2577,-2,0.16,0.409
2578,-2,0.24,0.364
2579,-2,0.32,0.362
2580,-2,0.4,0.326
2581,-2,0.48,0.307
2582,-2,0.56,0.313
2583,-2,0.64,0.305
2584,-2,0.72,0.289
2585,-2,0.8,0.241
2586,-2,0.88,0.251
2587,-2,0.96,0.215
2588,-2,1.04,0.226
2589,-2,1.12,0.22
2590,-2,1.2,0.186
2591,-2,1.28,0.205
2592,-2,1.36,0.185
2593,-2,1.44,0.162
2594,-2,1.52,0.159
2595,-2,1.6,0.178
2596,-2,1.68,0.149
2597,-2,1.76,0.156
2598,-2,1.84,0.137
2599,-2,1.92,0.125
2600,-2,2,0.153
2601,-2,2.08,0.093
2602,-2,2.16,0.129
2603,-2,2.24,0.148
2604,-2,2.32,0.126
2605,-2,2.4,0.115
2606,-2,2.48,0.098
2607,-2,2.56,0.099
2608,-2,2.64,0.118
2609,-2,2.72,0.1
2610,-2,2.8,0.108
2611,-2,2.88,0.101
2612,-2,2.96,0.1
2613,-2,3.04,0.111
2614,-2,3.12,0.09
2615,-2,3.2,0.1
2616,-2,3.28,0.089
2617,-2,3.36,0.085
2618,-2,3.44,0.103
2619,-2,3.52,0.118
2620,-2,3.6,0.112
2621,-2,3.68,0.104
2622,-2,3.76,0.082
2623,-2,3.84,0.087
2624,-2,3.92,0.111
2625,-2,4,0.101
2626,-1.92,-4,0.795
2627,-1.92,-3.92,0.776
2628,-1.92,-3.84,0.779
2629,-1.92,-3.76,0.778
2630,-1.92,-3.68,0.779
2631,-1.92,-3.6,0.777
2632,-1.92,-3.52,0.793
2633,-1.92,-3.44,0.78
2634,-1.92,-3.36,0.792
2635,-1.92,-3.28,0.801
2636,-1.92,-3.2,0.776
2637,-1.92,-3.12,0.782
2638,-1.92,-3.04,0.786
2639,-1.92,-2.96,0.797
2640,-1.92,-2.88,0.795
2641,-1.92,-2.8,0.783
2642,-1.92,-2.72,0.773
2643,-1.92,-2.64,0.789
2644,-1.92,-2.56,0.786
2645,-1.92,-2.48,0.794
2646,-1.92,-2.4,0.778
2647,-1.92,-2.32,0.768
2648,-1.92,-2.24,0.775
2649,-1.92,-2.16,0.762
2650,-1.92,-2.08,0.757
2651,-1.92,-2,0.755
2652,-1.92,-1.92,0.756
2653,-1.92,-1.84,0.734
2654,-1.92,-1.76,0.758
2655,-1.92,-1.68,0.739
2656,-1.92,-1.6,0.727
2657,-1.92,-1.52,0.722
2658,-1.92,-1.44,0.726
2659,-1.92,-1.36,0.702
2660,-1.92,-1.28,0.711
2661,-1.92,-1.2,0.695
2662,-1.92,-1.12,0.689
2663,-1.92,-1.04,0.688
2664,-1.92,-0.96,0.667
2665,-1.92,-0.88,0.659
2666,-1.92,-0.8,0.66
2667,-1.92,-0.72,0.645
2668,-1.92,-0.64,0.621
2669,-1.92,-0.56,0.61
2670,-1.92,-0.48,0.581
2671,-1.92,-0.4,0.594
2672,-1.92,-0.32,0.553
2673,-1.92,-0.24,0.545
2674,-1.92,-0.16,0.505
2675,-1.92,-0.08,0.501
2676,-1.92,0,0.464
2677,-1.92,0.08,0.451
2678,-1.92,0.16,0.446
2679,-1.92,0.24,0.426
2680,-1.92,0.32,0.387
2681,-1.92,0.4,0.381
2682,-1.92,0.48,0.353
2683,-1.92,0.56,0.324
2684,-1.92,0.64,0.315
2685,-1.92,0.72,0.276
2686,-1.92,0.8,0.255
2687,-1.92,0.88,0.266
2688,-1.92,0.96,0.273
2689,-1.92,1.04,0.246
2690,-1.92,1.12,0.219
2691,-1.92,1.2,0.206
2692,-1.92,1.28,0.216
2693,-1.92,1.36,0.177
2694,-1.92,1.44,0.173
2695,-1.92,1.52,0.163
2696,-1.92,1.6,0.171
2697,-1.92,1.68,0.145
2698,-1.92,1.76,0.154
2699,-1.92,1.84,0.146
2700,-1.92,1.92,0.129
2701,-1.92,2,0.135
2702,-1.92,2.08,0.138
2703,-1.92,2.16,0.132
2704,-1.92,2.24,0.145
2705,-1.92,2.32,0.128
2706,-1.92,2.4,0.134
2707,-1.92,2.48,0.124
2708,-1.92,2.56,0.097
2709,-1.92,2.64,0.109
2710,-1.92,2.72,0.117
2711,-1.92,2.8,0.116
2712,-1.92,2.88,0.105
2713,-1.92,2.96,0.107
2714,-1.92,3.04,0.115
2715,-1.92,3.12,0.098
2716,-1.92,3.2,0.088
2717,-1.92,3.28,0.109
2718,-1.92,3.36,0.089
2719,-1.92,3.44,0.105
2720,-1.92,3.52,0.106
2721,-1.92,3.6,0.083
2722,-1.92,3.68,0.106
2723,-1.92,3.76,0.105
2724,-1.92,3.84,0.1
2725,-1.92,3.92,0.095
2726,-1.92,4,0.087
2727,-1.84,-4,0.781
2728,-1.84,-3.92,0.788
2729,-1.84,-3.84,0.775
2730,-1.84,-3.76,0.783
2731,-1.84,-3.68,0.788
2732,-1.84,-3.6,0.794
2733,-1.84,-3.52,0.793
2734,-1.84,-3.44,0.808
2735,-1.84,-3.36,0.787
2736,-1.84,-3.28,0.789
2737,-1.84,-3.2,0.765
2738,-1.84,-3.12,0.797
2739,-1.84,-3.04,0.811
2740,-1.84,-2.96,0.812
2741,-1.84,-2.88,0.794
2742,-1.84,-2.8,0.793
2743,-1.84,-2.72,0.812
2744,-1.84,-2.64,0.777
2745,-1.84,-2.56,0.768
2746,-1.84,-2.48,0.8
2747,-1.84,-2.4,0.77
2748,-1.84,-2.32,0.758
2749,-1.84,-2.24,0.807
2750,-1.84,-2.16,0.748
2751,-1.84,-2.08,0.75
2752,-1.84,-2,0.758
2753,-1.84,-1.92,0.736
2754,-1.84,-1.84,0.784
2755,-1.84,-1.76,0.746
2756,-1.84,-1.68,0.742
2757,-1.84,-1.6,0.752
2758,-1.84,-1.52,0.772
2759,-1.84,-1.44,0.718
2760,-1.84,-1.36,0.723
2761,-1.84,-1.28,0.699
2762,-1.84,-1.2,0.693
2763,-1.84,-1.12,0.718
2764,-1.84,-1.04,0.691
2765,-1.84,-0.96,0.691
2766,-1.84,-0.88,0.678
2767,-1.84,-0.8,0.688
2768,-1.84,-0.72,0.677
2769,-1.84,-0.64,0.643
2770,-1.84,-0.56,0.631
2771,-1.84,-0.48,0.627
2772,-1.84,-0.4,0.571
2773,-1.84,-0.32,0.591
2774,-1.84,-0.24,0.549
2775,-1.84,-0.16,0.501
2776,-1.84,-0.08,0.512
2777,-1.84,0,0.496
2778,-1.84,0.08,0.516
2779,-1.84,0.16,0.44
2780,-1.84,0.24,0.438
2781,-1.84,0.32,0.381
2782,-1.84,0.4,0.397
2783,-1.84,0.48,0.369
2784,-1.84,0.56,0.354
2785,-1.84,0.64,0.306
2786,-1.84,0.72,0.309
2787,-1.84,0.8,0.284
2788,-1.84,0.88,0.282
2789,-1.84,0.96,0.249
2790,-1.84,1.04,0.246
2791,-1.84,1.12,0.263
2792,-1.84,1.2,0.217
2793,-1.84,1.28,0.208
2794,-1.84,1.36,0.209
2795,-1.84,1.44,0.179
2796,-1.84,1.52,0.198
2797,-1.84,1.6,0.181
2798,-1.84,1.68,0.168
2799,-1.84,1.76,0.166
2800,-1.84,1.84,0.14
2801,-1.84,1.92,0.156
2802,-1.84,2,0.149
2803,-1.84,2.08,0.145
2804,-1.84,2.16,0.144
2805,-1.84,2.24,0.129
2806,-1.84,2.32,0.108
2807,-1.84,2.4,0.113
2808,-1.84,2.48,0.102
2809,-1.84,2.56,0.1
2810,-1.84,2.64,0.114
2811,-1.84,2.72,0.115
2812,-1.84,2.8,0.111
2813,-1.84,2.88,0.11
2814,-1.84,2.96,0.092
2815,-1.84,3.04,0.099
2816,-1.84,3.12,0.105
2817,-1.84,3.2,0.099
2818,-1.84,3.28,0.107
2819,-1.84,3.36,0.103
2820,-1.84,3.44,0.096
2821,-1.84,3.52,0.113
2822,-1.84,3.6,0.101
2823,-1.84,3.68,0.098
2824,-1.84,3.76,0.105
2825,-1.84,3.84,0.095
2826,-1.84,3.92,0.099
2827,-1.84,4,0.108
2828,-1.76,-4,0.774
2829,-1.76,-3.92,0.79
2830,-1.76,-3.84,0.764
2831,-1.76,-3.76,0.767
2832,-1.76,-3.68,0.778
2833,-1.76,-3.6,0.785
2834,-1.76,-3.52,0.8
2835,-1.76,-3.44,0.796
2836,-1.76,-3.36,0.789
2837,-1.76,-3.28,0.809
2838,-1.76,-3.2,0.788
2839,-1.76,-3.12,0.798
2840,-1.76,-3.04,0.782
2841,-1.76,-2.96,0.789
2842,-1.76,-2.88,0.8
2843,-1.76,-2.8,0.766
2844,-1.76,-2.72,0.805
2845,-1.76,-2.64,0.762
2846,-1.76,-2.56,0.794
2847,-1.76,-2.48,0.771
2848,-1.76,-2.4,0.788
2849,-1.76,-2.32,0.762
2850,-1.76,-2.24,0.784
2851,-1.76,-2.16,0.788
2852,-1.76,-2.08,0.774
2853,-1.76,-2,0.781
2854,-1.76,-1.92,0.769
2855,-1.76,-1.84,0.77
2856,-1.76,-1.76,0.778
2857,-1.76,-1.68,0.78
2858,-1.76,-1.6,0.735
2859,-1.76,-1.52,0.742
2860,-1.76,-1.44,0.737
2861,-1.76,-1.36,0.723
2862,-1.76,-1.28,0.728
2863,-1.76,-1.2,0.718
2864,-1.76,-1.12,0.709
2865,-1.76,-1.04,0.694
2866,-1.76,-0.96,0.68
2867,-1.76,-0.88,0.685
2868,-1.76,-0.8,0.68
2869,-1.76,-0.72,0.66
2870,-1.76,-0.64,0.621
2871,-1.76,-0.56,0.654
2872,-1.76,-0.48,0.629
2873,-1.76,-0.4,0.63
2874,-1.76,-0.32,0.617
2875,-1.76,-0.24,0.55
2876,-1.76,-0.16,0.556
2877,-1.76,-0.08,0.537
2878,-1.76,0,0.501
2879,-1.76,0.08,0.5
2880,-1.76,0.16,0.463
2881,-1.76,0.24,0.467
2882,-1.76,0.32,0.446
2883,-1.76,0.4,0.4
2884,-1.76,0.48,0.378
2885,-1.76,0.56,0.367
2886,-1.76,0.64,0.351
2887,-1.76,0.72,0.321
2888,-1.76,0.8,0.3
2889,-1.76,0.88,0.277
2890,-1.76,0.96,0.284
2891,-1.76,1.04,0.285
2892,-1.76,1.12,0.247
2893,-1.76,1.2,0.229
2894,-1.76,1.28,0.224
2895,-1.76,1.36,0.182
2896,-1.76,1.44,0.195
2897,-1.76,1.52,0.171
2898,-1.76,1.6,0.198
2899,-1.76,1.68,0.16
2900,-1.76,1.76,0.166
2901,-1.76,1.84,0.128
2902,-1.76,1.92,0.163
2903,-1.76,2,0.157
2904,-1.76,2.08,0.144
2905,-1.76,2.16,0.14
2906,-1.76,2.24,0.144
2907,-1.76,2.32,0.121
2908,-1.76,2.4,0.107
2909,-1.76,2.48,0.109
2910,-1.76,2.56,0.133
2911,-1.76,2.64,0.095
2912,-1.76,2.72,0.118
2913,-1.76,2.8,0.11
2914,-1.76,2.88,0.123
2915,-1.76,2.96,0.099
2916,-1.76,3.04,0.099
2917,-1.76,3.12,0.107
2918,-1.76,3.2,0.106
2919,-1.76,3.28,0.095
2920,-1.76,3.36,0.109
2921,-1.76,3.44,0.101
2922,-1.76,3.52,0.098
2923,-1.76,3.6,0.093
2924,-1.76,3.68,0.112
2925,-1.76,3.76,0.096
2926,-1.76,3.84,0.101
2927,-1.76,3.92,0.081
2928,-1.76,4,0.099
2929,-1.68,-4,0.751
2930,-1.68,-3.92,0.781
2931,-1.68,-3.84,0.791
2932,-1.68,-3.76,0.779
2933,-1.68,-3.68,0.789
2934,-1.68,-3.6,0.786
2935,-1.68,-3.52,0.79
2936,-1.68,-3.44,0.777
2937,-1.68,-3.36,0.801
2938,-1.68,-3.28,0.775
2939,-1.68,-3.2,0.789
2940,-1.68,-3.12,0.791
2941,-1.68,-3.04,0.781
2942,-1.68,-2.96,0.796
2943,-1.68,-2.88,0.784
2944,-1.68,-2.8,0.785
2945,-1.68,-2.72,0.772
2946,-1.68,-2.64,0.794
2947,-1.68,-2.56,0.791
2948,-1.68,-2.48,0.797
2949,-1.68,-2.4,0.798
2950,-1.68,-2.32,0.784
2951,-1.68,-2.24,0.766
2952,-1.68,-2.16,0.777
2953,-1.68,-2.08,0.777
2954,-1.68,-2,0.778
2955,-1.68,-1.92,0.759
2956,-1.68,-1.84,0.756
2957,-1.68,-1.76,0.75
2958,-1.68,-1.68,0.754
2959,-1.68,-1.6,0.764
2960,-1.68,-1.52,0.756
2961,-1.68,-1.44,0.778
2962,-1.68,-1.36,0.722
2963,-1.68,-1.28,0.761
2964,-1.68,-1.2,0.715
2965,-1.68,-1.12,0.713
2966,-1.68,-1.04,0.707
2967,-1.68,-0.96,0.71
2968,-1.68,-0.88,0.683
2969,-1.68,-0.8,0.683
2970,-1.68,-0.72,0.678
2971,-1.68,-0.64,0.678
2972,-1.68,-0.56,0.644
2973,-1.68,-0.48,0.638
2974,-1.68,-0.4,0.612
2975,-1.68,-0.32,0.604
2976,-1.68,-0.24,0.604
2977,-1.68,-0.16,0.594
2978,-1.68,-0.08,0.569
2979,-1.68,0,0.505
2980,-1.68,0.08,0.502
2981,-1.68,0.16,0.497
2982,-1.68,0.24,0.47
2983,-1.68,0.32,0.446
2984,-1.68,0.4,0.403
2985,-1.68,0.48,0.419
2986,-1.68,0.56,0.387
2987,-1.68,0.64,0.345
2988,-1.68,0.72,0.31
2989,-1.68,0.8,0.33
2990,-1.68,0.88,0.317
2991,-1.68,0.96,0.314
2992,-1.68,1.04,0.255
2993,-1.68,1.12,0.268
2994,-1.68,1.2,0.225
2995,-1.68,1.28,0.224
2996,-1.68,1.36,0.19
2997,-1.68,1.44,0.213
2998,-1.68,1.52,0.205
2999,-1.68,1.6,0.182
3000,-1.68,1.68,0.198
3001,-1.68,1.76,0.147
3002,-1.68,1.84,0.178
3003,-1.68,1.92,0.151
3004,-1.68,2,0.144
3005,-1.68,2.08,0.151
3006,-1.68,2.16,0.142
3007,-1.68,2.24,0.13
3008,-1.68,2.32,0.128
3009,-1.68,2.4,0.152
3010,-1.68,2.48,0.121
3011,-1.68,2.56,0.112
3012,-1.68,2.64,0.125
3013,-1.68,2.72,0.11
3014,-1.68,2.8,0.112
3015,-1.68,2.88,0.108
3016,-1.68,2.96,0.113
3017,-1.68,3.04,0.118
3018,-1.68,3.12,0.109
3019,-1.68,3.2,0.115
3020,-1.68,3.28,0.098
3021,-1.68,3.36,0.12
3022,-1.68,3.44,0.102
