,sigh,sigx,success_rate
227,0.08,1.0,0.663
228,0.08,1.04,0.654
229,0.08,1.08,0.639
230,0.08,1.12,0.641
231,0.08,1.16,0.606
232,0.08,1.2,0.583
233,0.08,1.24,0.592
234,0.08,1.28,0.619
235,0.08,1.32,0.591
236,0.08,1.36,0.593
237,0.08,1.4,0.557
238,0.08,1.44,0.562
239,0.08,1.48,0.532
240,0.08,1.52,0.537
241,0.08,1.56,0.508
242,0.08,1.6,0.514
243,0.08,1.64,0.495
244,0.08,1.68,0.533
245,0.08,1.72,0.507
246,0.08,1.76,0.471
247,0.08,1.8,0.496
248,0.08,1.84,0.516
249,0.08,1.88,0.522
250,0.08,1.92,0.519
251,0.08,1.96,0.509
252,0.08,2.0,0.504
253,0.08,2.04,0.459
254,0.08,2.08,0.48
255,0.08,2.12,0.456
256,0.08,2.16,0.453
257,0.08,2.2,0.466
258,0.08,2.24,0.441
259,0.08,2.28,0.427
260,0.08,2.32,0.454
261,0.08,2.36,0.435
262,0.08,2.4,0.426
263,0.08,2.44,0.433
264,0.08,2.48,0.436
265,0.08,2.52,0.433
266,0.08,2.56,0.452
267,0.08,2.6,0.418
268,0.08,2.64,0.415
269,0.08,2.68,0.442
270,0.08,2.72,0.432
271,0.08,2.76,0.417
272,0.08,2.8,0.427
273,0.08,2.84,0.435
274,0.08,2.88,0.413
275,0.08,2.92,0.425
276,0.08,2.96,0.402
277,0.08,3.0,0.408
278,0.08,3.04,0.416
279,0.08,3.08,0.412
280,0.08,3.12,0.415
281,0.08,3.16,0.409
282,0.08,3.2,0.389
283,0.08,3.24,0.406
284,0.08,3.28,0.416
285,0.08,3.32,0.405
286,0.08,3.36,0.389
287,0.08,3.4,0.374
288,0.08,3.44,0.429
289,0.08,3.48,0.389
290,0.08,3.52,0.394
291,0.08,3.56,0.407
292,0.08,3.6,0.382
293,0.08,3.64,0.36
294,0.08,3.68,0.357
295,0.08,3.72,0.389
296,0.08,3.76,0.39
297,0.08,3.8,0.383
298,0.08,3.84,0.376
299,0.08,3.88,0.395
300,0.08,3.92,0.379
301,0.08,3.96,0.376
302,0.08,4.0,0.362
303,0.12,0.0,0.095
304,0.12,0.04,0.489
305,0.12,0.08,0.391
306,0.12,0.12,0.383
307,0.12,0.16,0.371
308,0.12,0.2,0.324
309,0.12,0.24,0.374
310,0.12,0.28,0.404
311,0.12,0.32,0.52
312,0.12,0.36,0.618
313,0.12,0.4,0.664
314,0.12,0.44,0.76
315,0.12,0.48,0.766
316,0.12,0.52,0.811
317,0.12,0.56,0.805
318,0.12,0.6,0.816
319,0.12,0.64,0.824
320,0.12,0.68,0.813
321,0.12,0.72,0.792
322,0.12,0.76,0.781
323,0.12,0.8,0.796
324,0.12,0.84,0.75
325,0.12,0.88,0.74
326,0.12,0.92,0.698
327,0.12,0.96,0.72
328,0.12,1.0,0.713
329,0.12,1.04,0.704
330,0.12,1.08,0.657
331,0.12,1.12,0.66
332,0.12,1.16,0.655
333,0.12,1.2,0.648
334,0.12,1.24,0.641
335,0.12,1.28,0.642
336,0.12,1.32,0.628
337,0.12,1.36,0.622
338,0.12,1.4,0.611
339,0.12,1.44,0.591
340,0.12,1.48,0.581
341,0.12,1.52,0.589
342,0.12,1.56,0.551
343,0.12,1.6,0.55
344,0.12,1.64,0.561
345,0.12,1.68,0.553
346,0.12,1.72,0.545
347,0.12,1.76,0.544
348,0.12,1.8,0.518
349,0.12,1.84,0.552
350,0.12,1.88,0.503
351,0.12,1.92,0.504
352,0.12,1.96,0.516
353,0.12,2.0,0.514
354,0.12,2.04,0.531
355,0.12,2.08,0.523
356,0.12,2.12,0.505
357,0.12,2.16,0.491
358,0.12,2.2,0.482
359,0.12,2.24,0.476
360,0.12,2.28,0.481
361,0.12,2.32,0.461
362,0.12,2.36,0.476
363,0.12,2.4,0.46
364,0.12,2.44,0.488
365,0.12,2.48,0.459
366,0.12,2.52,0.459
367,0.12,2.56,0.449
368,0.12,2.6,0.481
369,0.12,2.64,0.462
370,0.12,2.68,0.466
371,0.12,2.72,0.478
372,0.12,2.76,0.426
373,0.12,2.8,0.466
374,0.12,2.84,0.447
375,0.12,2.88,0.461
376,0.12,2.92,0.456
377,0.12,2.96,0.439
378,0.12,3.0,0.452
379,0.12,3.04,0.45
380,0.12,3.08,0.409
381,0.12,3.12,0.438
382,0.12,3.16,0.424
383,0.12,3.2,0.438
384,0.12,3.24,0.444
385,0.12,3.28,0.43
386,0.12,3.32,0.422
387,0.12,3.36,0.439
388,0.12,3.4,0.41
389,0.12,3.44,0.426
390,0.12,3.48,0.431
391,0.12,3.52,0.418
392,0.12,3.56,0.406
393,0.12,3.6,0.416
394,0.12,3.64,0.402
395,0.12,3.68,0.405
396,0.12,3.72,0.403
397,0.12,3.76,0.393
398,0.12,3.8,0.416
399,0.12,3.84,0.384
400,0.12,3.88,0.4
401,0.12,3.92,0.392
402,0.12,3.96,0.412
403,0.12,4.0,0.408
404,0.16,0.0,0.094
405,0.16,0.04,0.541
406,0.16,0.08,0.498
407,0.16,0.12,0.4
408,0.16,0.16,0.408
409,0.16,0.2,0.443
410,0.16,0.24,0.416
411,0.16,0.28,0.515
412,0.16,0.32,0.58
413,0.16,0.36,0.643
414,0.16,0.4,0.721
415,0.16,0.44,0.767
416,0.16,0.48,0.793
417,0.16,0.52,0.811
418,0.16,0.56,0.825
419,0.16,0.6,0.84
420,0.16,0.64,0.836
421,0.16,0.68,0.833
422,0.16,0.72,0.824
423,0.16,0.76,0.852
424,0.16,0.8,0.824
425,0.16,0.84,0.822
426,0.16,0.88,0.77
427,0.16,0.92,0.775
428,0.16,0.96,0.77
429,0.16,1.0,0.775
430,0.16,1.04,0.742
431,0.16,1.08,0.747
432,0.16,1.12,0.715
433,0.16,1.16,0.711
434,0.16,1.2,0.687
435,0.16,1.24,0.669
436,0.16,1.28,0.676
437,0.16,1.32,0.661
438,0.16,1.36,0.65
439,0.16,1.4,0.637
440,0.16,1.44,0.623
441,0.16,1.48,0.618
442,0.16,1.52,0.614
443,0.16,1.56,0.583
444,0.16,1.6,0.595
445,0.16,1.64,0.591
446,0.16,1.68,0.586
447,0.16,1.72,0.572
448,0.16,1.76,0.555
449,0.16,1.8,0.557
450,0.16,1.84,0.564
451,0.16,1.88,0.529
452,0.16,1.92,0.557
453,0.16,1.96,0.538
454,0.16,2.0,0.526
455,0.16,2.04,0.536
456,0.16,2.08,0.544
457,0.16,2.12,0.535
458,0.16,2.16,0.548
459,0.16,2.2,0.514
460,0.16,2.24,0.5
461,0.16,2.28,0.518
462,0.16,2.32,0.499
463,0.16,2.36,0.501
464,0.16,2.4,0.49
465,0.16,2.44,0.504
466,0.16,2.48,0.489
467,0.16,2.52,0.512
468,0.16,2.56,0.496
469,0.16,2.6,0.452
470,0.16,2.64,0.502
471,0.16,2.68,0.493
472,0.16,2.72,0.487
473,0.16,2.76,0.485
474,0.16,2.8,0.467
475,0.16,2.84,0.458
476,0.16,2.88,0.477
477,0.16,2.92,0.502
478,0.16,2.96,0.431
479,0.16,3.0,0.465
480,0.16,3.04,0.442
481,0.16,3.08,0.473
482,0.16,3.12,0.465
483,0.16,3.16,0.417
484,0.16,3.2,0.425
485,0.16,3.24,0.463
486,0.16,3.28,0.408
487,0.16,3.32,0.443
488,0.16,3.36,0.438
489,0.16,3.4,0.42
490,0.16,3.44,0.444
491,0.16,3.48,0.401
492,0.16,3.52,0.467
493,0.16,3.56,0.422
494,0.16,3.6,0.41
495,0.16,3.64,0.422
496,0.16,3.68,0.398
497,0.16,3.72,0.41
498,0.16,3.76,0.416
499,0.16,3.8,0.449
500,0.16,3.84,0.421
501,0.16,3.88,0.402
502,0.16,3.92,0.402
503,0.16,3.96,0.399
504,0.16,4.0,0.451
505,0.2,0.0,0.102
506,0.2,0.04,0.572
507,0.2,0.08,0.529
508,0.2,0.12,0.52
509,0.2,0.16,0.477
510,0.2,0.2,0.482
511,0.2,0.24,0.531
512,0.2,0.28,0.587
513,0.2,0.32,0.62
514,0.2,0.36,0.694
515,0.2,0.4,0.711
516,0.2,0.44,0.79
517,0.2,0.48,0.779
518,0.2,0.52,0.807
519,0.2,0.56,0.812
520,0.2,0.6,0.846
521,0.2,0.64,0.811
522,0.2,0.68,0.82
523,0.2,0.72,0.846
524,0.2,0.76,0.842
525,0.2,0.8,0.801
526,0.2,0.84,0.825
527,0.2,0.88,0.826
528,0.2,0.92,0.794
529,0.2,0.96,0.781
530,0.2,1.0,0.783
531,0.2,1.04,0.778
532,0.2,1.08,0.77
533,0.2,1.12,0.754
534,0.2,1.16,0.745
535,0.2,1.2,0.741
536,0.2,1.24,0.731
537,0.2,1.28,0.706
538,0.2,1.32,0.698
539,0.2,1.36,0.683
540,0.2,1.4,0.693
541,0.2,1.44,0.672
542,0.2,1.48,0.672
543,0.2,1.52,0.684
544,0.2,1.56,0.649
545,0.2,1.6,0.659
546,0.2,1.64,0.62
547,0.2,1.68,0.611
548,0.2,1.72,0.613
549,0.2,1.76,0.597
550,0.2,1.8,0.593
551,0.2,1.84,0.619
552,0.2,1.88,0.576
553,0.2,1.92,0.601
554,0.2,1.96,0.559
555,0.2,2.0,0.569
556,0.2,2.04,0.573
557,0.2,2.08,0.573
558,0.2,2.12,0.545
559,0.2,2.16,0.54
560,0.2,2.2,0.553
561,0.2,2.24,0.553
562,0.2,2.28,0.551
563,0.2,2.32,0.553
564,0.2,2.36,0.509
565,0.2,2.4,0.542
566,0.2,2.44,0.506
567,0.2,2.48,0.531
568,0.2,2.52,0.498
569,0.2,2.56,0.508
570,0.2,2.6,0.483
571,0.2,2.64,0.478
572,0.2,2.68,0.515
573,0.2,2.72,0.497
574,0.2,2.76,0.496
575,0.2,2.8,0.5
576,0.2,2.84,0.486
577,0.2,2.88,0.498
578,0.2,2.92,0.483
579,0.2,2.96,0.474
580,0.2,3.0,0.469
581,0.2,3.04,0.488
582,0.2,3.08,0.467
583,0.2,3.12,0.426
584,0.2,3.16,0.457
585,0.2,3.2,0.48
586,0.2,3.24,0.49
587,0.2,3.28,0.46
588,0.2,3.32,0.459
589,0.2,3.36,0.486
590,0.2,3.4,0.455
591,0.2,3.44,0.466
592,0.2,3.48,0.432
593,0.2,3.52,0.451
594,0.2,3.56,0.452
595,0.2,3.6,0.468
596,0.2,3.64,0.444
597,0.2,3.68,0.42
598,0.2,3.72,0.434
599,0.2,3.76,0.428
600,0.2,3.8,0.446
601,0.2,3.84,0.444
602,0.2,3.88,0.446
603,0.2,3.92,0.471
604,0.2,3.96,0.406
605,0.2,4.0,0.436
606,0.24,0.0,0.101
607,0.24,0.04,0.581
608,0.24,0.08,0.574
609,0.24,0.12,0.543
610,0.24,0.16,0.51
611,0.24,0.2,0.564
612,0.24,0.24,0.585
613,0.24,0.28,0.64
614,0.24,0.32,0.676
615,0.24,0.36,0.72
616,0.24,0.4,0.752
617,0.24,0.44,0.766
618,0.24,0.48,0.76
619,0.24,0.52,0.818
620,0.24,0.56,0.812
621,0.24,0.6,0.835
622,0.24,0.64,0.834
623,0.24,0.68,0.851
624,0.24,0.72,0.833
625,0.24,0.76,0.838
626,0.24,0.8,0.834
627,0.24,0.84,0.846
628,0.24,0.88,0.853
629,0.24,0.92,0.825
630,0.24,0.96,0.833
631,0.24,1.0,0.79
632,0.24,1.04,0.794
633,0.24,1.08,0.791
634,0.24,1.12,0.808
635,0.24,1.16,0.759
636,0.24,1.2,0.769
637,0.24,1.24,0.785
638,0.24,1.28,0.729
639,0.24,1.32,0.714
640,0.24,1.36,0.731
641,0.24,1.4,0.709
642,0.24,1.44,0.704
643,0.24,1.48,0.716
644,0.24,1.52,0.671
645,0.24,1.56,0.703
646,0.24,1.6,0.694
647,0.24,1.64,0.672
648,0.24,1.68,0.68
649,0.24,1.72,0.635
650,0.24,1.76,0.639
651,0.24,1.8,0.633
652,0.24,1.84,0.626
653,0.24,1.88,0.588
654,0.24,1.92,0.631
655,0.24,1.96,0.6
656,0.24,2.0,0.567
657,0.24,2.04,0.603
658,0.24,2.08,0.586
659,0.24,2.12,0.572
660,0.24,2.16,0.565
661,0.24,2.2,0.551
662,0.24,2.24,0.575
663,0.24,2.28,0.59
664,0.24,2.32,0.542
665,0.24,2.36,0.562
666,0.24,2.4,0.545
667,0.24,2.44,0.547
668,0.24,2.48,0.555
669,0.24,2.52,0.524
670,0.24,2.56,0.56
671,0.24,2.6,0.527
672,0.24,2.64,0.556
673,0.24,2.68,0.544
674,0.24,2.72,0.54
675,0.24,2.76,0.519
676,0.24,2.8,0.506
677,0.24,2.84,0.504
678,0.24,2.88,0.478
679,0.24,2.92,0.515
680,0.24,2.96,0.5
681,0.24,3.0,0.474
682,0.24,3.04,0.482
683,0.24,3.08,0.5
684,0.24,3.12,0.504
685,0.24,3.16,0.494
686,0.24,3.2,0.461
687,0.24,3.24,0.464
688,0.24,3.28,0.479
689,0.24,3.32,0.478
690,0.24,3.36,0.475
691,0.24,3.4,0.443
692,0.24,3.44,0.485
693,0.24,3.48,0.453
694,0.24,3.52,0.453
695,0.24,3.56,0.485
696,0.24,3.6,0.505
697,0.24,3.64,0.449
698,0.24,3.68,0.476
699,0.24,3.72,0.446
700,0.24,3.76,0.453
701,0.24,3.8,0.457
702,0.24,3.84,0.47
703,0.24,3.88,0.435
704,0.24,3.92,0.425
705,0.24,3.96,0.452
706,0.24,4.0,0.44
707,0.28,0.0,0.105
708,0.28,0.04,0.566
709,0.28,0.08,0.597
710,0.28,0.12,0.577
711,0.28,0.16,0.59
712,0.28,0.2,0.621
713,0.28,0.24,0.639
714,0.28,0.28,0.643
715,0.28,0.32,0.703
716,0.28,0.36,0.696
717,0.28,0.4,0.738
718,0.28,0.44,0.777
719,0.28,0.48,0.789
720,0.28,0.52,0.783
721,0.28,0.56,0.789
722,0.28,0.6,0.81
723,0.28,0.64,0.809
724,0.28,0.68,0.818
725,0.28,0.72,0.832
726,0.28,0.76,0.839
727,0.28,0.8,0.843
728,0.28,0.84,0.825
729,0.28,0.88,0.833
730,0.28,0.92,0.836
731,0.28,0.96,0.812
732,0.28,1.0,0.808
733,0.28,1.04,0.833
734,0.28,1.08,0.82
735,0.28,1.12,0.798
736,0.28,1.16,0.799
737,0.28,1.2,0.771
738,0.28,1.24,0.769
739,0.28,1.28,0.769
740,0.28,1.32,0.777
741,0.28,1.36,0.757
742,0.28,1.4,0.723
743,0.28,1.44,0.726
744,0.28,1.48,0.734
745,0.28,1.52,0.712
746,0.28,1.56,0.7
747,0.28,1.6,0.712
748,0.28,1.64,0.714
749,0.28,1.68,0.671
750,0.28,1.72,0.657
751,0.28,1.76,0.7
752,0.28,1.8,0.654
753,0.28,1.84,0.647
754,0.28,1.88,0.654
755,0.28,1.92,0.647
756,0.28,1.96,0.656
757,0.28,2.0,0.606
758,0.28,2.04,0.603
759,0.28,2.08,0.627
760,0.28,2.12,0.623
761,0.28,2.16,0.601
762,0.28,2.2,0.596
763,0.28,2.24,0.599
764,0.28,2.28,0.581
765,0.28,2.32,0.592
766,0.28,2.36,0.607
767,0.28,2.4,0.567
768,0.28,2.44,0.547
769,0.28,2.48,0.557
770,0.28,2.52,0.566
771,0.28,2.56,0.553
772,0.28,2.6,0.555
773,0.28,2.64,0.576
774,0.28,2.68,0.57
775,0.28,2.72,0.562
776,0.28,2.76,0.518
777,0.28,2.8,0.541
778,0.28,2.84,0.545
779,0.28,2.88,0.519
780,0.28,2.92,0.524
781,0.28,2.96,0.501
782,0.28,3.0,0.526
783,0.28,3.04,0.531
784,0.28,3.08,0.522
785,0.28,3.12,0.514
786,0.28,3.16,0.515
787,0.28,3.2,0.489
788,0.28,3.24,0.514
789,0.28,3.28,0.518
790,0.28,3.32,0.497
791,0.28,3.36,0.488
792,0.28,3.4,0.496
793,0.28,3.44,0.471
794,0.28,3.48,0.509
795,0.28,3.52,0.447
796,0.28,3.56,0.514
797,0.28,3.6,0.477
798,0.28,3.64,0.484
799,0.28,3.68,0.501
800,0.28,3.72,0.47
801,0.28,3.76,0.425
802,0.28,3.8,0.476
803,0.28,3.84,0.479
804,0.28,3.88,0.452
805,0.28,3.92,0.465
806,0.28,3.96,0.459
807,0.28,4.0,0.496
808,0.32,0.0,0.091
809,0.32,0.04,0.562
810,0.32,0.08,0.595
811,0.32,0.12,0.608
812,0.32,0.16,0.641
813,0.32,0.2,0.637
814,0.32,0.24,0.661
815,0.32,0.28,0.698
816,0.32,0.32,0.707
817,0.32,0.36,0.747
818,0.32,0.4,0.736
819,0.32,0.44,0.747
820,0.32,0.48,0.774
821,0.32,0.52,0.791
822,0.32,0.56,0.808
823,0.32,0.6,0.81
824,0.32,0.64,0.785
825,0.32,0.68,0.816
826,0.32,0.72,0.818
827,0.32,0.76,0.82
828,0.32,0.8,0.835
829,0.32,0.84,0.811
830,0.32,0.88,0.821
831,0.32,0.92,0.82
832,0.32,0.96,0.833
833,0.32,1.0,0.824
834,0.32,1.04,0.824
835,0.32,1.08,0.786
836,0.32,1.12,0.834
837,0.32,1.16,0.812
838,0.32,1.2,0.815
839,0.32,1.24,0.778
840,0.32,1.28,0.8
841,0.32,1.32,0.789
842,0.32,1.36,0.776
843,0.32,1.4,0.762
844,0.32,1.44,0.778
845,0.32,1.48,0.759
846,0.32,1.52,0.756
847,0.32,1.56,0.717
848,0.32,1.6,0.723
849,0.32,1.64,0.709
850,0.32,1.68,0.727
851,0.32,1.72,0.725
852,0.32,1.76,0.698
853,0.32,1.8,0.673
854,0.32,1.84,0.685
855,0.32,1.88,0.681
856,0.32,1.92,0.668
857,0.32,1.96,0.666
858,0.32,2.0,0.642
859,0.32,2.04,0.653
860,0.32,2.08,0.643
861,0.32,2.12,0.663
862,0.32,2.16,0.627
863,0.32,2.2,0.642
864,0.32,2.24,0.658
865,0.32,2.28,0.637
866,0.32,2.32,0.62
867,0.32,2.36,0.617
868,0.32,2.4,0.589
869,0.32,2.44,0.603
870,0.32,2.48,0.574
871,0.32,2.52,0.606
872,0.32,2.56,0.582
873,0.32,2.6,0.594
874,0.32,2.64,0.584
875,0.32,2.68,0.574
876,0.32,2.72,0.604
877,0.32,2.76,0.583
878,0.32,2.8,0.544
879,0.32,2.84,0.589
880,0.32,2.88,0.583
881,0.32,2.92,0.545
882,0.32,2.96,0.541
883,0.32,3.0,0.533
884,0.32,3.04,0.536
885,0.32,3.08,0.533
886,0.32,3.12,0.553
887,0.32,3.16,0.546
888,0.32,3.2,0.517
889,0.32,3.24,0.513
890,0.32,3.28,0.508
891,0.32,3.32,0.54
892,0.32,3.36,0.519
893,0.32,3.4,0.494
894,0.32,3.44,0.488
895,0.32,3.48,0.494
896,0.32,3.52,0.517
897,0.32,3.56,0.517
898,0.32,3.6,0.509
899,0.32,3.64,0.487
900,0.32,3.68,0.501
901,0.32,3.72,0.519
902,0.32,3.76,0.498
903,0.32,3.8,0.519
904,0.32,3.84,0.494
905,0.32,3.88,0.48
906,0.32,3.92,0.476
907,0.32,3.96,0.464
908,0.32,4.0,0.466
909,0.36,0.0,0.087
910,0.36,0.04,0.559
911,0.36,0.08,0.596
912,0.36,0.12,0.63
913,0.36,0.16,0.619
914,0.36,0.2,0.651
915,0.36,0.24,0.662
916,0.36,0.28,0.68
917,0.36,0.32,0.689
918,0.36,0.36,0.738
919,0.36,0.4,0.754
920,0.36,0.44,0.766
921,0.36,0.48,0.757
922,0.36,0.52,0.778
923,0.36,0.56,0.788
924,0.36,0.6,0.806
925,0.36,0.64,0.815
926,0.36,0.68,0.81
927,0.36,0.72,0.831
928,0.36,0.76,0.829
929,0.36,0.8,0.842
930,0.36,0.84,0.841
931,0.36,0.88,0.819
932,0.36,0.92,0.826
933,0.36,0.96,0.799
934,0.36,1.0,0.831
935,0.36,1.04,0.794
936,0.36,1.08,0.824
937,0.36,1.12,0.809
938,0.36,1.16,0.801
939,0.36,1.2,0.8
940,0.36,1.24,0.807
941,0.36,1.28,0.798
942,0.36,1.32,0.801
943,0.36,1.36,0.795
944,0.36,1.4,0.786
945,0.36,1.44,0.799
946,0.36,1.48,0.771
947,0.36,1.52,0.776
948,0.36,1.56,0.748
949,0.36,1.6,0.766
950,0.36,1.64,0.747
951,0.36,1.68,0.74
952,0.36,1.72,0.753
953,0.36,1.76,0.714
954,0.36,1.8,0.734
955,0.36,1.84,0.721
956,0.36,1.88,0.693
957,0.36,1.92,0.704
958,0.36,1.96,0.692
959,0.36,2.0,0.689
960,0.36,2.04,0.675
961,0.36,2.08,0.694
962,0.36,2.12,0.669
963,0.36,2.16,0.667
964,0.36,2.2,0.678
965,0.36,2.24,0.647
966,0.36,2.28,0.665
967,0.36,2.32,0.616
968,0.36,2.36,0.645
969,0.36,2.4,0.637
970,0.36,2.44,0.616
971,0.36,2.48,0.624
972,0.36,2.52,0.626
973,0.36,2.56,0.598
974,0.36,2.6,0.571
975,0.36,2.64,0.649
976,0.36,2.68,0.595
977,0.36,2.72,0.588
978,0.36,2.76,0.599
979,0.36,2.8,0.568
980,0.36,2.84,0.582
981,0.36,2.88,0.612
982,0.36,2.92,0.57
983,0.36,2.96,0.582
984,0.36,3.0,0.564
985,0.36,3.04,0.568
986,0.36,3.08,0.554
987,0.36,3.12,0.575
988,0.36,3.16,0.562
989,0.36,3.2,0.533
990,0.36,3.24,0.576
991,0.36,3.28,0.516
992,0.36,3.32,0.514
993,0.36,3.36,0.547
994,0.36,3.4,0.554
995,0.36,3.44,0.553
