,sigh,sigx,success_rate
2360,0.92,1.48,0.756
2361,0.92,1.52,0.787
2362,0.92,1.56,0.746
2363,0.92,1.6,0.761
2364,0.92,1.64,0.771
2365,0.92,1.68,0.75
2366,0.92,1.72,0.784
2367,0.92,1.76,0.765
2368,0.92,1.8,0.797
2369,0.92,1.84,0.764
2370,0.92,1.88,0.789
2371,0.92,1.92,0.798
2372,0.92,1.96,0.791
2373,0.92,2.0,0.781
2374,0.92,2.04,0.783
2375,0.92,2.08,0.756
2376,0.92,2.12,0.79
2377,0.92,2.16,0.775
2378,0.92,2.2,0.747
2379,0.92,2.24,0.767
2380,0.92,2.28,0.769
2381,0.92,2.32,0.759
2382,0.92,2.36,0.794
2383,0.92,2.4,0.769
2384,0.92,2.44,0.766
2385,0.92,2.48,0.763
2386,0.92,2.52,0.781
2387,0.92,2.56,0.775
2388,0.92,2.6,0.784
2389,0.92,2.64,0.771
2390,0.92,2.68,0.781
2391,0.92,2.72,0.754
2392,0.92,2.76,0.792
2393,0.92,2.8,0.785
2394,0.92,2.84,0.77
2395,0.92,2.88,0.788
2396,0.92,2.92,0.765
2397,0.92,2.96,0.742
2398,0.92,3.0,0.784
2399,0.92,3.04,0.767
2400,0.92,3.08,0.782
2401,0.92,3.12,0.776
2402,0.92,3.16,0.773
2403,0.92,3.2,0.77
2404,0.92,3.24,0.759
2405,0.92,3.28,0.762
2406,0.92,3.32,0.755
2407,0.92,3.36,0.774
2408,0.92,3.4,0.737
2409,0.92,3.44,0.747
2410,0.92,3.48,0.742
2411,0.92,3.52,0.759
2412,0.92,3.56,0.726
2413,0.92,3.6,0.748
2414,0.92,3.64,0.728
2415,0.92,3.68,0.752
2416,0.92,3.72,0.76
2417,0.92,3.76,0.71
2418,0.92,3.8,0.744
2419,0.92,3.84,0.753
2420,0.92,3.88,0.733
2421,0.92,3.92,0.732
2422,0.92,3.96,0.734
2423,0.92,4.0,0.704
2424,0.96,0.0,0.106
2425,0.96,0.04,0.429
2426,0.96,0.08,0.494
2427,0.96,0.12,0.546
2428,0.96,0.16,0.623
2429,0.96,0.2,0.638
2430,0.96,0.24,0.628
2431,0.96,0.28,0.654
2432,0.96,0.32,0.656
2433,0.96,0.36,0.694
2434,0.96,0.4,0.673
2435,0.96,0.44,0.729
2436,0.96,0.48,0.704
2437,0.96,0.52,0.681
2438,0.96,0.56,0.705
2439,0.96,0.6,0.713
2440,0.96,0.64,0.73
2441,0.96,0.68,0.739
2442,0.96,0.72,0.743
2443,0.96,0.76,0.727
2444,0.96,0.8,0.758
2445,0.96,0.84,0.734
2446,0.96,0.88,0.781
2447,0.96,0.92,0.767
2448,0.96,0.96,0.748
2449,0.96,1.0,0.745
2450,0.96,1.04,0.767
2451,0.96,1.08,0.768
2452,0.96,1.12,0.786
2453,0.96,1.16,0.776
2454,0.96,1.2,0.788
2455,0.96,1.24,0.749
2456,0.96,1.28,0.764
2457,0.96,1.32,0.762
2458,0.96,1.36,0.773
2459,0.96,1.4,0.789
2460,0.96,1.44,0.765
2461,0.96,1.48,0.771
2462,0.96,1.52,0.79
2463,0.96,1.56,0.768
2464,0.96,1.6,0.769
2465,0.96,1.64,0.785
2466,0.96,1.68,0.79
2467,0.96,1.72,0.789
2468,0.96,1.76,0.786
2469,0.96,1.8,0.794
2470,0.96,1.84,0.766
2471,0.96,1.88,0.76
2472,0.96,1.92,0.763
2473,0.96,1.96,0.788
2474,0.96,2.0,0.773
2475,0.96,2.04,0.766
2476,0.96,2.08,0.779
2477,0.96,2.12,0.787
2478,0.96,2.16,0.778
2479,0.96,2.2,0.769
2480,0.96,2.24,0.76
2481,0.96,2.28,0.792
2482,0.96,2.32,0.778
2483,0.96,2.36,0.769
2484,0.96,2.4,0.753
2485,0.96,2.44,0.763
2486,0.96,2.48,0.774
2487,0.96,2.52,0.789
2488,0.96,2.56,0.762
2489,0.96,2.6,0.782
2490,0.96,2.64,0.767
2491,0.96,2.68,0.786
2492,0.96,2.72,0.773
2493,0.96,2.76,0.781
2494,0.96,2.8,0.762
2495,0.96,2.84,0.771
2496,0.96,2.88,0.783
2497,0.96,2.92,0.783
2498,0.96,2.96,0.774
2499,0.96,3.0,0.771
2500,0.96,3.04,0.734
2501,0.96,3.08,0.754
2502,0.96,3.12,0.786
2503,0.96,3.16,0.76
2504,0.96,3.2,0.762
2505,0.96,3.24,0.774
2506,0.96,3.28,0.732
2507,0.96,3.32,0.752
2508,0.96,3.36,0.732
2509,0.96,3.4,0.739
2510,0.96,3.44,0.75
2511,0.96,3.48,0.74
2512,0.96,3.52,0.744
2513,0.96,3.56,0.768
2514,0.96,3.6,0.737
2515,0.96,3.64,0.755
2516,0.96,3.68,0.778
2517,0.96,3.72,0.771
2518,0.96,3.76,0.747
2519,0.96,3.8,0.754
2520,0.96,3.84,0.732
2521,0.96,3.88,0.771
2522,0.96,3.92,0.757
2523,0.96,3.96,0.744
2524,0.96,4.0,0.751
2525,1.0,0.0,0.132
2526,1.0,0.04,0.425
2527,1.0,0.08,0.518
2528,1.0,0.12,0.577
2529,1.0,0.16,0.619
2530,1.0,0.2,0.604
2531,1.0,0.24,0.657
2532,1.0,0.28,0.662
2533,1.0,0.32,0.687
2534,1.0,0.36,0.692
2535,1.0,0.4,0.684
2536,1.0,0.44,0.694
2537,1.0,0.48,0.736
2538,1.0,0.52,0.729
2539,1.0,0.56,0.706
2540,1.0,0.6,0.733
2541,1.0,0.64,0.71
2542,1.0,0.68,0.724
2543,1.0,0.72,0.74
2544,1.0,0.76,0.741
2545,1.0,0.8,0.741
2546,1.0,0.84,0.749
2547,1.0,0.88,0.742
2548,1.0,0.92,0.736
2549,1.0,0.96,0.775
2550,1.0,1.0,0.772
2551,1.0,1.04,0.765
2552,1.0,1.08,0.781
2553,1.0,1.12,0.755
2554,1.0,1.16,0.764
2555,1.0,1.2,0.777
2556,1.0,1.24,0.763
2557,1.0,1.28,0.756
2558,1.0,1.32,0.752
2559,1.0,1.36,0.796
2560,1.0,1.4,0.78
2561,1.0,1.44,0.759
2562,1.0,1.48,0.753
2563,1.0,1.52,0.792
2564,1.0,1.56,0.767
2565,1.0,1.6,0.783
2566,1.0,1.64,0.769
2567,1.0,1.68,0.786
2568,1.0,1.72,0.786
2569,1.0,1.76,0.785
2570,1.0,1.8,0.8
2571,1.0,1.84,0.776
2572,1.0,1.88,0.743
2573,1.0,1.92,0.794
2574,1.0,1.96,0.774
2575,1.0,2.0,0.788
2576,1.0,2.04,0.795
2577,1.0,2.08,0.773
2578,1.0,2.12,0.764
2579,1.0,2.16,0.769
2580,1.0,2.2,0.79
2581,1.0,2.24,0.786
2582,1.0,2.28,0.789
2583,1.0,2.32,0.775
2584,1.0,2.36,0.769
2585,1.0,2.4,0.772
2586,1.0,2.44,0.754
2587,1.0,2.48,0.776
2588,1.0,2.52,0.786
2589,1.0,2.56,0.774
2590,1.0,2.6,0.77
2591,1.0,2.64,0.775
2592,1.0,2.68,0.769
2593,1.0,2.72,0.776
2594,1.0,2.76,0.789
2595,1.0,2.8,0.783
2596,1.0,2.84,0.771
2597,1.0,2.88,0.777
2598,1.0,2.92,0.767
2599,1.0,2.96,0.796
2600,1.0,3.0,0.776
2601,1.0,3.04,0.768
2602,1.0,3.08,0.766
2603,1.0,3.12,0.754
2604,1.0,3.16,0.782
2605,1.0,3.2,0.757
2606,1.0,3.24,0.797
2607,1.0,3.28,0.769
2608,1.0,3.32,0.776
2609,1.0,3.36,0.781
2610,1.0,3.4,0.768
2611,1.0,3.44,0.763
2612,1.0,3.48,0.745
2613,1.0,3.52,0.784
2614,1.0,3.56,0.785
2615,1.0,3.6,0.768
2616,1.0,3.64,0.752
2617,1.0,3.68,0.745
2618,1.0,3.72,0.752
2619,1.0,3.76,0.735
2620,1.0,3.8,0.763
2621,1.0,3.84,0.768
2622,1.0,3.88,0.733
2623,1.0,3.92,0.762
2624,1.0,3.96,0.733
2625,1.0,4.0,0.766
2626,1.04,0.0,0.093
2627,1.04,0.04,0.445
2628,1.04,0.08,0.481
2629,1.04,0.12,0.517
2630,1.04,0.16,0.557
2631,1.04,0.2,0.583
2632,1.04,0.24,0.632
2633,1.04,0.28,0.655
2634,1.04,0.32,0.656
2635,1.04,0.36,0.669
2636,1.04,0.4,0.702
2637,1.04,0.44,0.705
2638,1.04,0.48,0.7
2639,1.04,0.52,0.693
2640,1.04,0.56,0.721
2641,1.04,0.6,0.707
2642,1.04,0.64,0.734
2643,1.04,0.68,0.726
2644,1.04,0.72,0.773
2645,1.04,0.76,0.742
2646,1.04,0.8,0.721
2647,1.04,0.84,0.734
2648,1.04,0.88,0.762
2649,1.04,0.92,0.743
2650,1.04,0.96,0.763
2651,1.04,1.0,0.741
2652,1.04,1.04,0.764
2653,1.04,1.08,0.777
2654,1.04,1.12,0.768
2655,1.04,1.16,0.772
2656,1.04,1.2,0.742
2657,1.04,1.24,0.759
2658,1.04,1.28,0.766
2659,1.04,1.32,0.775
2660,1.04,1.36,0.742
2661,1.04,1.4,0.776
2662,1.04,1.44,0.762
2663,1.04,1.48,0.772
2664,1.04,1.52,0.786
2665,1.04,1.56,0.776
2666,1.04,1.6,0.777
2667,1.04,1.64,0.797
2668,1.04,1.68,0.772
2669,1.04,1.72,0.779
2670,1.04,1.76,0.8
2671,1.04,1.8,0.774
2672,1.04,1.84,0.774
2673,1.04,1.88,0.796
2674,1.04,1.92,0.777
2675,1.04,1.96,0.784
2676,1.04,2.0,0.791
2677,1.04,2.04,0.77
2678,1.04,2.08,0.791
2679,1.04,2.12,0.785
2680,1.04,2.16,0.764
2681,1.04,2.2,0.746
2682,1.04,2.24,0.792
2683,1.04,2.28,0.799
2684,1.04,2.32,0.787
2685,1.04,2.36,0.787
2686,1.04,2.4,0.777
2687,1.04,2.44,0.771
2688,1.04,2.48,0.774
2689,1.04,2.52,0.768
2690,1.04,2.56,0.749
2691,1.04,2.6,0.754
2692,1.04,2.64,0.769
2693,1.04,2.68,0.761
2694,1.04,2.72,0.785
2695,1.04,2.76,0.796
2696,1.04,2.8,0.748
2697,1.04,2.84,0.784
2698,1.04,2.88,0.76
2699,1.04,2.92,0.799
2700,1.04,2.96,0.753
2701,1.04,3.0,0.792
2702,1.04,3.04,0.771
2703,1.04,3.08,0.76
2704,1.04,3.12,0.781
2705,1.04,3.16,0.76
2706,1.04,3.2,0.769
2707,1.04,3.24,0.775
2708,1.04,3.28,0.773
2709,1.04,3.32,0.77
2710,1.04,3.36,0.758
2711,1.04,3.4,0.779
2712,1.04,3.44,0.766
2713,1.04,3.48,0.784
2714,1.04,3.52,0.752
2715,1.04,3.56,0.753
2716,1.04,3.6,0.778
2717,1.04,3.64,0.749
2718,1.04,3.68,0.75
2719,1.04,3.72,0.759
2720,1.04,3.76,0.753
2721,1.04,3.8,0.751
2722,1.04,3.84,0.775
2723,1.04,3.88,0.745
2724,1.04,3.92,0.765
2725,1.04,3.96,0.767
2726,1.04,4.0,0.754
2727,1.08,0.0,0.108
2728,1.08,0.04,0.419
2729,1.08,0.08,0.499
2730,1.08,0.12,0.552
2731,1.08,0.16,0.559
2732,1.08,0.2,0.582
2733,1.08,0.24,0.596
2734,1.08,0.28,0.637
2735,1.08,0.32,0.678
2736,1.08,0.36,0.663
2737,1.08,0.4,0.675
2738,1.08,0.44,0.684
2739,1.08,0.48,0.699
2740,1.08,0.52,0.705
2741,1.08,0.56,0.689
2742,1.08,0.6,0.713
2743,1.08,0.64,0.723
2744,1.08,0.68,0.74
2745,1.08,0.72,0.736
2746,1.08,0.76,0.723
2747,1.08,0.8,0.754
2748,1.08,0.84,0.743
2749,1.08,0.88,0.745
2750,1.08,0.92,0.747
2751,1.08,0.96,0.747
2752,1.08,1.0,0.731
2753,1.08,1.04,0.771
2754,1.08,1.08,0.744
2755,1.08,1.12,0.757
2756,1.08,1.16,0.739
2757,1.08,1.2,0.758
2758,1.08,1.24,0.734
2759,1.08,1.28,0.76
2760,1.08,1.32,0.758
2761,1.08,1.36,0.782
2762,1.08,1.4,0.754
2763,1.08,1.44,0.756
2764,1.08,1.48,0.754
2765,1.08,1.52,0.757
2766,1.08,1.56,0.793
2767,1.08,1.6,0.797
2768,1.08,1.64,0.772
2769,1.08,1.68,0.764
2770,1.08,1.72,0.804
2771,1.08,1.76,0.792
2772,1.08,1.8,0.779
2773,1.08,1.84,0.768
2774,1.08,1.88,0.778
2775,1.08,1.92,0.759
2776,1.08,1.96,0.774
2777,1.08,2.0,0.785
2778,1.08,2.04,0.77
2779,1.08,2.08,0.767
2780,1.08,2.12,0.795
2781,1.08,2.16,0.782
2782,1.08,2.2,0.798
2783,1.08,2.24,0.779
2784,1.08,2.28,0.787
2785,1.08,2.32,0.782
2786,1.08,2.36,0.779
2787,1.08,2.4,0.783
2788,1.08,2.44,0.794
2789,1.08,2.48,0.772
2790,1.08,2.52,0.806
2791,1.08,2.56,0.789
2792,1.08,2.6,0.778
2793,1.08,2.64,0.773
2794,1.08,2.68,0.794
2795,1.08,2.72,0.769
2796,1.08,2.76,0.78
2797,1.08,2.8,0.78
2798,1.08,2.84,0.775
2799,1.08,2.88,0.764
2800,1.08,2.92,0.774
2801,1.08,2.96,0.789
2802,1.08,3.0,0.794
2803,1.08,3.04,0.777
2804,1.08,3.08,0.77
2805,1.08,3.12,0.766
2806,1.08,3.16,0.792
2807,1.08,3.2,0.78
2808,1.08,3.24,0.76
2809,1.08,3.28,0.772
2810,1.08,3.32,0.764
2811,1.08,3.36,0.755
2812,1.08,3.4,0.79
2813,1.08,3.44,0.788
2814,1.08,3.48,0.775
2815,1.08,3.52,0.772
2816,1.08,3.56,0.773
2817,1.08,3.6,0.775
2818,1.08,3.64,0.751
2819,1.08,3.68,0.732
2820,1.08,3.72,0.778
2821,1.08,3.76,0.772
2822,1.08,3.8,0.773
2823,1.08,3.84,0.743
2824,1.08,3.88,0.764
2825,1.08,3.92,0.735
2826,1.08,3.96,0.777
2827,1.08,4.0,0.707
2828,1.12,0.0,0.095
2829,1.12,0.04,0.419
2830,1.12,0.08,0.494
2831,1.12,0.12,0.558
2832,1.12,0.16,0.618
2833,1.12,0.2,0.622
2834,1.12,0.24,0.611
2835,1.12,0.28,0.622
2836,1.12,0.32,0.64
2837,1.12,0.36,0.635
2838,1.12,0.4,0.675
2839,1.12,0.44,0.678
2840,1.12,0.48,0.707
2841,1.12,0.52,0.707
2842,1.12,0.56,0.692
2843,1.12,0.6,0.687
2844,1.12,0.64,0.733
2845,1.12,0.68,0.716
2846,1.12,0.72,0.721
2847,1.12,0.76,0.737
2848,1.12,0.8,0.721
2849,1.12,0.84,0.729
2850,1.12,0.88,0.724
2851,1.12,0.92,0.743
2852,1.12,0.96,0.741
2853,1.12,1.0,0.753
2854,1.12,1.04,0.742
2855,1.12,1.08,0.753
2856,1.12,1.12,0.766
2857,1.12,1.16,0.77
2858,1.12,1.2,0.752
2859,1.12,1.24,0.77
2860,1.12,1.28,0.758
2861,1.12,1.32,0.758
2862,1.12,1.36,0.774
2863,1.12,1.4,0.76
2864,1.12,1.44,0.761
2865,1.12,1.48,0.758
2866,1.12,1.52,0.773
2867,1.12,1.56,0.779
2868,1.12,1.6,0.761
2869,1.12,1.64,0.771
2870,1.12,1.68,0.761
2871,1.12,1.72,0.769
2872,1.12,1.76,0.765
2873,1.12,1.8,0.758
2874,1.12,1.84,0.771
2875,1.12,1.88,0.789
2876,1.12,1.92,0.761
2877,1.12,1.96,0.799
2878,1.12,2.0,0.779
2879,1.12,2.04,0.785
2880,1.12,2.08,0.753
2881,1.12,2.12,0.773
2882,1.12,2.16,0.817
2883,1.12,2.2,0.768
2884,1.12,2.24,0.775
2885,1.12,2.28,0.784
2886,1.12,2.32,0.78
2887,1.12,2.36,0.785
2888,1.12,2.4,0.75
2889,1.12,2.44,0.796
2890,1.12,2.48,0.788
2891,1.12,2.52,0.783
2892,1.12,2.56,0.772
2893,1.12,2.6,0.784
2894,1.12,2.64,0.764
2895,1.12,2.68,0.77
2896,1.12,2.72,0.761
2897,1.12,2.76,0.781
2898,1.12,2.8,0.792
2899,1.12,2.84,0.778
2900,1.12,2.88,0.793
2901,1.12,2.92,0.782
2902,1.12,2.96,0.782
2903,1.12,3.0,0.749
2904,1.12,3.04,0.797
2905,1.12,3.08,0.798
2906,1.12,3.12,0.746
2907,1.12,3.16,0.754
2908,1.12,3.2,0.797
2909,1.12,3.24,0.78
2910,1.12,3.28,0.774
2911,1.12,3.32,0.77
2912,1.12,3.36,0.784
2913,1.12,3.4,0.767
2914,1.12,3.44,0.786
2915,1.12,3.48,0.768
2916,1.12,3.52,0.773
2917,1.12,3.56,0.795
2918,1.12,3.6,0.754
2919,1.12,3.64,0.749
2920,1.12,3.68,0.752
2921,1.12,3.72,0.792
2922,1.12,3.76,0.757
2923,1.12,3.8,0.78
2924,1.12,3.84,0.751
2925,1.12,3.88,0.782
2926,1.12,3.92,0.743
2927,1.12,3.96,0.777
2928,1.12,4.0,0.761
2929,1.16,0.0,0.11
2930,1.16,0.04,0.395
2931,1.16,0.08,0.486
2932,1.16,0.12,0.537
2933,1.16,0.16,0.587
2934,1.16,0.2,0.587
2935,1.16,0.24,0.608
2936,1.16,0.28,0.628
2937,1.16,0.32,0.64
2938,1.16,0.36,0.646
2939,1.16,0.4,0.686
2940,1.16,0.44,0.684
2941,1.16,0.48,0.671
2942,1.16,0.52,0.697
2943,1.16,0.56,0.695
2944,1.16,0.6,0.693
2945,1.16,0.64,0.7
2946,1.16,0.68,0.756
2947,1.16,0.72,0.716
2948,1.16,0.76,0.71
2949,1.16,0.8,0.735
2950,1.16,0.84,0.718
2951,1.16,0.88,0.733
2952,1.16,0.92,0.725
2953,1.16,0.96,0.748
2954,1.16,1.0,0.73
2955,1.16,1.04,0.741
2956,1.16,1.08,0.734
2957,1.16,1.12,0.723
2958,1.16,1.16,0.737
2959,1.16,1.2,0.767
2960,1.16,1.24,0.771
2961,1.16,1.28,0.77
2962,1.16,1.32,0.762
2963,1.16,1.36,0.752
2964,1.16,1.4,0.766
2965,1.16,1.44,0.76
2966,1.16,1.48,0.789
2967,1.16,1.52,0.772
2968,1.16,1.56,0.758
2969,1.16,1.6,0.77
2970,1.16,1.64,0.782
2971,1.16,1.68,0.78
2972,1.16,1.72,0.757
2973,1.16,1.76,0.786
2974,1.16,1.8,0.786
2975,1.16,1.84,0.797
2976,1.16,1.88,0.77
2977,1.16,1.92,0.779
2978,1.16,1.96,0.758
2979,1.16,2.0,0.778
2980,1.16,2.04,0.79
2981,1.16,2.08,0.771
2982,1.16,2.12,0.754
2983,1.16,2.16,0.783
2984,1.16,2.2,0.783
2985,1.16,2.24,0.785
2986,1.16,2.28,0.781
2987,1.16,2.32,0.772
2988,1.16,2.36,0.792
2989,1.16,2.4,0.761
2990,1.16,2.44,0.79
2991,1.16,2.48,0.787
2992,1.16,2.52,0.778
2993,1.16,2.56,0.789
2994,1.16,2.6,0.759
2995,1.16,2.64,0.777
2996,1.16,2.68,0.783
2997,1.16,2.72,0.781
2998,1.16,2.76,0.775
2999,1.16,2.8,0.784
3000,1.16,2.84,0.79
3001,1.16,2.88,0.77
3002,1.16,2.92,0.771
3003,1.16,2.96,0.768
3004,1.16,3.0,0.77
3005,1.16,3.04,0.78
3006,1.16,3.08,0.755
3007,1.16,3.12,0.773
3008,1.16,3.16,0.776
3009,1.16,3.2,0.778
3010,1.16,3.24,0.782
3011,1.16,3.28,0.804
3012,1.16,3.32,0.778
3013,1.16,3.36,0.764
3014,1.16,3.4,0.769
3015,1.16,3.44,0.76
3016,1.16,3.48,0.777
3017,1.16,3.52,0.758
3018,1.16,3.56,0.789
3019,1.16,3.6,0.783
3020,1.16,3.64,0.802
3021,1.16,3.68,0.789
3022,1.16,3.72,0.759
3023,1.16,3.76,0.766
3024,1.16,3.8,0.774
3025,1.16,3.84,0.788
3026,1.16,3.88,0.762
3027,1.16,3.92,0.768
3028,1.16,3.96,0.784
3029,1.16,4.0,0.736
3030,1.2,0.0,0.098
3031,1.2,0.04,0.388
3032,1.2,0.08,0.479
3033,1.2,0.12,0.549
3034,1.2,0.16,0.586
3035,1.2,0.2,0.607
3036,1.2,0.24,0.625
3037,1.2,0.28,0.634
3038,1.2,0.32,0.609
3039,1.2,0.36,0.643
3040,1.2,0.4,0.677
3041,1.2,0.44,0.687
3042,1.2,0.48,0.698
3043,1.2,0.52,0.676
3044,1.2,0.56,0.722
3045,1.2,0.6,0.737
3046,1.2,0.64,0.713
3047,1.2,0.68,0.715
3048,1.2,0.72,0.691
3049,1.2,0.76,0.72
3050,1.2,0.8,0.721
3051,1.2,0.84,0.743
3052,1.2,0.88,0.742
3053,1.2,0.92,0.737
3054,1.2,0.96,0.714
3055,1.2,1.0,0.754
3056,1.2,1.04,0.754
3057,1.2,1.08,0.713
3058,1.2,1.12,0.771
3059,1.2,1.16,0.743
3060,1.2,1.2,0.739
3061,1.2,1.24,0.775
3062,1.2,1.28,0.776
3063,1.2,1.32,0.78
3064,1.2,1.36,0.767
3065,1.2,1.4,0.757
3066,1.2,1.44,0.758
3067,1.2,1.48,0.768
3068,1.2,1.52,0.778
3069,1.2,1.56,0.792
3070,1.2,1.6,0.772
3071,1.2,1.64,0.784
3072,1.2,1.68,0.77
3073,1.2,1.72,0.77
3074,1.2,1.76,0.768
3075,1.2,1.8,0.783
3076,1.2,1.84,0.801
3077,1.2,1.88,0.781
3078,1.2,1.92,0.774
3079,1.2,1.96,0.799
3080,1.2,2.0,0.794
3081,1.2,2.04,0.77
3082,1.2,2.08,0.76
3083,1.2,2.12,0.768
3084,1.2,2.16,0.761
3085,1.2,2.2,0.77
3086,1.2,2.24,0.773
3087,1.2,2.28,0.78
3088,1.2,2.32,0.779
3089,1.2,2.36,0.794
3090,1.2,2.4,0.776
3091,1.2,2.44,0.798
3092,1.2,2.48,0.789
3093,1.2,2.52,0.783
3094,1.2,2.56,0.801
3095,1.2,2.6,0.775
3096,1.2,2.64,0.758
3097,1.2,2.68,0.749
3098,1.2,2.72,0.788
3099,1.2,2.76,0.791
3100,1.2,2.8,0.794
3101,1.2,2.84,0.781
3102,1.2,2.88,0.783
3103,1.2,2.92,0.793
3104,1.2,2.96,0.769
3105,1.2,3.0,0.773
3106,1.2,3.04,0.799
3107,1.2,3.08,0.78
3108,1.2,3.12,0.79
3109,1.2,3.16,0.77
3110,1.2,3.2,0.804
3111,1.2,3.24,0.794
3112,1.2,3.28,0.773
3113,1.2,3.32,0.777
3114,1.2,3.36,0.785
3115,1.2,3.4,0.775
3116,1.2,3.44,0.777
3117,1.2,3.48,0.778
3118,1.2,3.52,0.769
3119,1.2,3.56,0.775
3120,1.2,3.6,0.765
3121,1.2,3.64,0.76
3122,1.2,3.68,0.798
3123,1.2,3.72,0.763
3124,1.2,3.76,0.79
3125,1.2,3.8,0.784
3126,1.2,3.84,0.796
3127,1.2,3.88,0.787
3128,1.2,3.92,0.754
3129,1.2,3.96,0.755
3130,1.2,4.0,0.787
3131,1.24,0.0,0.11
3132,1.24,0.04,0.381
3133,1.24,0.08,0.487
3134,1.24,0.12,0.545
3135,1.24,0.16,0.544
3136,1.24,0.2,0.615
3137,1.24,0.24,0.607
3138,1.24,0.28,0.628
3139,1.24,0.32,0.66
3140,1.24,0.36,0.65
3141,1.24,0.4,0.65
3142,1.24,0.44,0.653
3143,1.24,0.48,0.703
3144,1.24,0.52,0.669
3145,1.24,0.56,0.7
3146,1.24,0.6,0.7
3147,1.24,0.64,0.729
3148,1.24,0.68,0.714
3149,1.24,0.72,0.732
3150,1.24,0.76,0.744
3151,1.24,0.8,0.709
3152,1.24,0.84,0.717
3153,1.24,0.88,0.76
3154,1.24,0.92,0.749
3155,1.24,0.96,0.729
3156,1.24,1.0,0.733
3157,1.24,1.04,0.73
3158,1.24,1.08,0.746
3159,1.24,1.12,0.75
3160,1.24,1.16,0.731
3161,1.24,1.2,0.752
3162,1.24,1.24,0.759
3163,1.24,1.28,0.753
3164,1.24,1.32,0.751
3165,1.24,1.36,0.739
3166,1.24,1.4,0.759
3167,1.24,1.44,0.751
3168,1.24,1.48,0.749
3169,1.24,1.52,0.763
3170,1.24,1.56,0.762
3171,1.24,1.6,0.774
3172,1.24,1.64,0.773
3173,1.24,1.68,0.763
3174,1.24,1.72,0.767
3175,1.24,1.76,0.787
3176,1.24,1.8,0.773
3177,1.24,1.84,0.749
3178,1.24,1.88,0.783
3179,1.24,1.92,0.774
3180,1.24,1.96,0.776
3181,1.24,2.0,0.798
3182,1.24,2.04,0.763
3183,1.24,2.08,0.798
3184,1.24,2.12,0.765
3185,1.24,2.16,0.765
3186,1.24,2.2,0.775
3187,1.24,2.24,0.772
3188,1.24,2.28,0.787
3189,1.24,2.32,0.802
3190,1.24,2.36,0.769
3191,1.24,2.4,0.765
3192,1.24,2.44,0.785
3193,1.24,2.48,0.788
3194,1.24,2.52,0.777
3195,1.24,2.56,0.785
3196,1.24,2.6,0.757
3197,1.24,2.64,0.776
3198,1.24,2.68,0.743
3199,1.24,2.72,0.783
3200,1.24,2.76,0.793
3201,1.24,2.8,0.8
3202,1.24,2.84,0.771
3203,1.24,2.88,0.786
3204,1.24,2.92,0.785
3205,1.24,2.96,0.776
3206,1.24,3.0,0.778
3207,1.24,3.04,0.772
3208,1.24,3.08,0.8
3209,1.24,3.12,0.779
3210,1.24,3.16,0.797
3211,1.24,3.2,0.78
3212,1.24,3.24,0.79
3213,1.24,3.28,0.767
3214,1.24,3.32,0.766
3215,1.24,3.36,0.793
3216,1.24,3.4,0.779
3217,1.24,3.44,0.783
3218,1.24,3.48,0.764
3219,1.24,3.52,0.764
3220,1.24,3.56,0.775
3221,1.24,3.6,0.74
3222,1.24,3.64,0.786
3223,1.24,3.68,0.783
3224,1.24,3.72,0.786
3225,1.24,3.76,0.777
3226,1.24,3.8,0.759
3227,1.24,3.84,0.749
3228,1.24,3.88,0.771
3229,1.24,3.92,0.761
3230,1.24,3.96,0.781
3231,1.24,4.0,0.766
3232,1.28,0.0,0.091
3233,1.28,0.04,0.402
3234,1.28,0.08,0.458
3235,1.28,0.12,0.509
3236,1.28,0.16,0.561
3237,1.28,0.2,0.571
3238,1.28,0.24,0.595
3239,1.28,0.28,0.606
3240,1.28,0.32,0.641
3241,1.28,0.36,0.634
3242,1.28,0.4,0.644
3243,1.28,0.44,0.662
3244,1.28,0.48,0.66
3245,1.28,0.52,0.689
3246,1.28,0.56,0.696
3247,1.28,0.6,0.685
3248,1.28,0.64,0.713
3249,1.28,0.68,0.703
3250,1.28,0.72,0.713
3251,1.28,0.76,0.71
3252,1.28,0.8,0.712
3253,1.28,0.84,0.715
3254,1.28,0.88,0.741
3255,1.28,0.92,0.725
3256,1.28,0.96,0.758
3257,1.28,1.0,0.744
3258,1.28,1.04,0.745
3259,1.28,1.08,0.717
3260,1.28,1.12,0.734
3261,1.28,1.16,0.755
3262,1.28,1.2,0.741
3263,1.28,1.24,0.741
3264,1.28,1.28,0.762
3265,1.28,1.32,0.757
3266,1.28,1.36,0.769
3267,1.28,1.4,0.738
3268,1.28,1.44,0.764
3269,1.28,1.48,0.762
3270,1.28,1.52,0.765
3271,1.28,1.56,0.761
3272,1.28,1.6,0.757
3273,1.28,1.64,0.747
3274,1.28,1.68,0.758
3275,1.28,1.72,0.753
3276,1.28,1.76,0.741
3277,1.28,1.8,0.762
3278,1.28,1.84,0.75
3279,1.28,1.88,0.768
3280,1.28,1.92,0.777
3281,1.28,1.96,0.779
3282,1.28,2.0,0.789
3283,1.28,2.04,0.787
3284,1.28,2.08,0.794
3285,1.28,2.12,0.76
3286,1.28,2.16,0.766
3287,1.28,2.2,0.765
3288,1.28,2.24,0.777
3289,1.28,2.28,0.775
3290,1.28,2.32,0.778
3291,1.28,2.36,0.767
