sigx1,sigx2,sigh1,sigh2,success_rate
0.6,1.2,0.92,0.92,0.814
3.28,6.56,0.64,0.64,0.327
1.36,2.72,0.0,0.0,0.193
0.84,1.68,0.36,0.36,0.366
3.6,7.2,0.84,0.84,0.338
1.68,3.36,0.2,0.2,0.24
0.08,0.16,0.52,0.52,0.489
3.56,7.12,0.08,0.08,0.226
2.48,4.96,0.04,0.04,0.238
1.72,3.44,0.96,0.96,0.564
3.04,6.08,0.44,0.44,0.28
3.84,7.68,0.28,0.28,0.248
2.52,5.04,0.8,0.8,0.423
1.96,3.92,0.4,0.4,0.301
1.44,2.88,0.76,0.76,0.499
1.16,2.32,0.56,0.56,0.445
2.76,5.52,0.24,0.24,0.219
0.6,1.2,0.16,0.16,0.231
3.32,6.64,0.64,0.64,0.311
2.24,4.48,0.6,0.6,0.352
0.64,1.28,0.92,0.92,0.798
0.36,0.72,0.72,0.72,0.769
1.4,2.8,0.0,0.0,0.181
0.88,1.76,0.36,0.36,0.38
3.64,7.28,0.84,0.84,0.348
0.12,0.24,0.52,0.52,0.596
1.72,3.44,0.2,0.2,0.269
3.6,7.2,0.08,0.08,0.235
2.52,5.04,0.04,0.04,0.2
3.88,7.76,0.28,0.28,0.236
2.56,5.12,0.8,0.8,0.382
2.0,4.0,0.4,0.4,0.288
3.08,6.16,0.44,0.44,0.228
1.76,3.52,0.96,0.96,0.55
1.48,2.96,0.76,0.76,0.518
1.2,2.4,0.56,0.56,0.455
2.8,5.6,0.24,0.24,0.241
0.64,1.28,0.16,0.16,0.25
3.36,6.72,0.64,0.64,0.337
2.28,4.56,0.6,0.6,0.339
0.68,1.36,0.92,0.92,0.785
1.44,2.88,0.0,0.0,0.176
0.4,0.8,0.72,0.72,0.773
0.92,1.84,0.36,0.36,0.358
3.68,7.36,0.84,0.84,0.323
0.16,0.32,0.52,0.52,0.633
1.76,3.52,0.2,0.2,0.257
2.56,5.12,0.04,0.04,0.212
3.64,7.28,0.08,0.08,0.209
3.92,7.84,0.28,0.28,0.249
2.6,5.2,0.8,0.8,0.377
2.04,4.08,0.4,0.4,0.296
1.8,3.6,0.96,0.96,0.528
3.12,6.24,0.44,0.44,0.276
1.52,3.04,0.76,0.76,0.522
1.24,2.48,0.56,0.56,0.432
0.68,1.36,0.16,0.16,0.255
2.84,5.68,0.24,0.24,0.242
3.4,6.8,0.64,0.64,0.334
0.72,1.44,0.92,0.92,0.783
2.32,4.64,0.6,0.6,0.348
1.48,2.96,0.0,0.0,0.193
0.44,0.88,0.72,0.72,0.783
0.96,1.92,0.36,0.36,0.339
0.2,0.4,0.52,0.52,0.63
3.72,7.44,0.84,0.84,0.339
1.8,3.6,0.2,0.2,0.256
3.16,6.32,0.44,0.44,0.273
2.6,5.2,0.04,0.04,0.187
2.08,4.16,0.4,0.4,0.289
3.68,7.36,0.08,0.08,0.22
2.64,5.28,0.8,0.8,0.368
1.84,3.68,0.96,0.96,0.533
3.96,7.92,0.28,0.28,0.256
1.56,3.12,0.76,0.76,0.513
1.28,2.56,0.56,0.56,0.438
0.72,1.44,0.16,0.16,0.245
3.44,6.88,0.64,0.64,0.312
2.88,5.76,0.24,0.24,0.248
0.76,1.52,0.92,0.92,0.759
0.48,0.96,0.72,0.72,0.731
2.36,4.72,0.6,0.6,0.368
1.52,3.04,0.0,0.0,0.193
3.76,7.52,0.84,0.84,0.332
1.0,2.0,0.36,0.36,0.325
0.24,0.48,0.52,0.52,0.667
1.84,3.68,0.2,0.2,0.254
3.2,6.4,0.44,0.44,0.28
2.12,4.24,0.4,0.4,0.329
2.64,5.28,0.04,0.04,0.218
3.72,7.44,0.08,0.08,0.212
2.68,5.36,0.8,0.8,0.389
1.88,3.76,0.96,0.96,0.529
1.6,3.2,0.76,0.76,0.464
4.0,8.0,0.28,0.28,0.267
1.32,2.64,0.56,0.56,0.428
3.48,6.96,0.64,0.64,0.295
0.76,1.52,0.16,0.16,0.24
0.8,1.6,0.92,0.92,0.747
2.4,4.8,0.6,0.6,0.352
2.92,5.84,0.24,0.24,0.252
0.52,1.04,0.72,0.72,0.755
1.56,3.12,0.0,0.0,0.194
3.8,7.6,0.84,0.84,0.32
1.04,2.08,0.36,0.36,0.348
1.88,3.76,0.2,0.2,0.247
0.28,0.56,0.52,0.52,0.611
3.24,6.48,0.44,0.44,0.264
2.16,4.32,0.4,0.4,0.28
2.68,5.36,0.04,0.04,0.217
2.72,5.44,0.8,0.8,0.388
1.92,3.84,0.96,0.96,0.521
3.76,7.52,0.08,0.08,0.232
1.36,2.72,0.56,0.56,0.441
0.0,0.0,0.32,0.32,0.216
1.64,3.28,0.76,0.76,0.494
0.8,1.6,0.16,0.16,0.233
2.44,4.88,0.6,0.6,0.35
0.84,1.68,0.92,0.92,0.736
2.96,5.92,0.24,0.24,0.237
3.52,7.04,0.64,0.64,0.33
0.56,1.12,0.72,0.72,0.722
3.84,7.68,0.84,0.84,0.335
1.6,3.2,0.0,0.0,0.181
1.08,2.16,0.36,0.36,0.335
0.32,0.64,0.52,0.52,0.631
1.92,3.84,0.2,0.2,0.256
3.28,6.56,0.44,0.44,0.271
2.2,4.4,0.4,0.4,0.296
2.76,5.52,0.8,0.8,0.38
1.96,3.92,0.96,0.96,0.512
3.8,7.6,0.08,0.08,0.225
2.72,5.44,0.04,0.04,0.22
0.04,0.08,0.32,0.32,0.23
1.4,2.8,0.56,0.56,0.418
1.68,3.36,0.76,0.76,0.474
0.88,1.76,0.92,0.92,0.751
2.48,4.96,0.6,0.6,0.347
0.84,1.68,0.16,0.16,0.251
3.0,6.0,0.24,0.24,0.243
3.56,7.12,0.64,0.64,0.319
0.6,1.2,0.72,0.72,0.717
3.88,7.76,0.84,0.84,0.333
1.64,3.28,0.0,0.0,0.192
1.12,2.24,0.36,0.36,0.3
3.32,6.64,0.44,0.44,0.281
0.36,0.72,0.52,0.52,0.617
1.96,3.92,0.2,0.2,0.246
2.8,5.6,0.8,0.8,0.366
2.24,4.48,0.4,0.4,0.317
2.76,5.52,0.04,0.04,0.213
1.44,2.88,0.56,0.56,0.413
0.08,0.16,0.32,0.32,0.256
3.84,7.68,0.08,0.08,0.204
2.0,4.0,0.96,0.96,0.495
1.72,3.44,0.76,0.76,0.477
0.92,1.84,0.92,0.92,0.73
3.6,7.2,0.64,0.64,0.298
3.04,6.08,0.24,0.24,0.217
2.52,5.04,0.6,0.6,0.346
0.88,1.76,0.16,0.16,0.251
0.64,1.28,0.72,0.72,0.698
3.92,7.84,0.84,0.84,0.329
1.16,2.32,0.36,0.36,0.334
1.68,3.36,0.0,0.0,0.202
2.0,4.0,0.2,0.2,0.232
3.36,6.72,0.44,0.44,0.272
0.4,0.8,0.52,0.52,0.608
2.28,4.56,0.4,0.4,0.289
2.84,5.68,0.8,0.8,0.379
2.8,5.6,0.04,0.04,0.223
1.48,2.96,0.56,0.56,0.41
0.12,0.24,0.32,0.32,0.259
3.88,7.76,0.08,0.08,0.223
1.76,3.52,0.76,0.76,0.466
3.08,6.16,0.24,0.24,0.222
2.04,4.08,0.96,0.96,0.515
0.96,1.92,0.92,0.92,0.72
3.64,7.28,0.64,0.64,0.298
0.92,1.84,0.16,0.16,0.241
2.56,5.12,0.6,0.6,0.326
0.68,1.36,0.72,0.72,0.677
3.96,7.92,0.84,0.84,0.321
1.2,2.4,0.36,0.36,0.334
1.72,3.44,0.0,0.0,0.196
2.04,4.08,0.2,0.2,0.237
3.4,6.8,0.44,0.44,0.277
2.84,5.68,0.04,0.04,0.22
2.88,5.76,0.8,0.8,0.367
0.44,0.88,0.52,0.52,0.604
2.32,4.64,0.4,0.4,0.276
0.16,0.32,0.32,0.32,0.32
3.92,7.84,0.08,0.08,0.223
1.52,3.04,0.56,0.56,0.429
1.8,3.6,0.76,0.76,0.467
2.08,4.16,0.96,0.96,0.511
1.0,2.0,0.92,0.92,0.727
3.12,6.24,0.24,0.24,0.255
3.68,7.36,0.64,0.64,0.293
0.72,1.44,0.72,0.72,0.683
0.96,1.92,0.16,0.16,0.263
4.0,8.0,0.84,0.84,0.336
1.76,3.52,0.0,0.0,0.211
2.6,5.2,0.6,0.6,0.353
1.24,2.48,0.36,0.36,0.307
2.08,4.16,0.2,0.2,0.246
3.44,6.88,0.44,0.44,0.292
2.92,5.84,0.8,0.8,0.357
0.2,0.4,0.32,0.32,0.328
2.36,4.72,0.4,0.4,0.298
0.48,0.96,0.52,0.52,0.58
3.96,7.92,0.08,0.08,0.208
2.88,5.76,0.04,0.04,0.198
1.56,3.12,0.56,0.56,0.449
1.84,3.68,0.76,0.76,0.488
2.12,4.24,0.96,0.96,0.517
3.72,7.44,0.64,0.64,0.297
1.04,2.08,0.92,0.92,0.704
3.16,6.32,0.24,0.24,0.26
0.76,1.52,0.72,0.72,0.687
2.64,5.28,0.6,0.6,0.326
1.0,2.0,0.16,0.16,0.258
1.8,3.6,0.0,0.0,0.212
0.0,0.0,0.88,0.88,0.17
1.28,2.56,0.36,0.36,0.332
2.12,4.24,0.2,0.2,0.257
3.48,6.96,0.44,0.44,0.265
2.96,5.92,0.8,0.8,0.332
0.24,0.48,0.32,0.32,0.356
4.0,8.0,0.08,0.08,0.231
0.52,1.04,0.52,0.52,0.594
2.4,4.8,0.4,0.4,0.252
2.92,5.84,0.04,0.04,0.221
1.6,3.2,0.56,0.56,0.386
1.08,2.16,0.92,0.92,0.69
2.16,4.32,0.96,0.96,0.488
1.88,3.76,0.76,0.76,0.434
3.2,6.4,0.24,0.24,0.263
3.76,7.52,0.64,0.64,0.295
0.8,1.6,0.72,0.72,0.652
1.04,2.08,0.16,0.16,0.251
1.84,3.68,0.0,0.0,0.181
2.68,5.36,0.6,0.6,0.315
0.04,0.08,0.88,0.88,0.4
2.16,4.32,0.2,0.2,0.22
1.32,2.64,0.36,0.36,0.333
3.52,7.04,0.44,0.44,0.265
0.0,0.0,0.12,0.12,0.206
3.0,6.0,0.8,0.8,0.348
0.28,0.56,0.32,0.32,0.34
0.56,1.12,0.52,0.52,0.574
2.96,5.92,0.04,0.04,0.231
2.44,4.88,0.4,0.4,0.296
1.12,2.24,0.92,0.92,0.673
2.2,4.4,0.96,0.96,0.477
3.8,7.6,0.64,0.64,0.308
1.64,3.28,0.56,0.56,0.373
3.24,6.48,0.24,0.24,0.23
1.92,3.84,0.76,0.76,0.466
0.84,1.68,0.72,0.72,0.626
1.88,3.76,0.0,0.0,0.198
2.72,5.44,0.6,0.6,0.319
1.08,2.16,0.16,0.16,0.223
0.08,0.16,0.88,0.88,0.535
2.2,4.4,0.2,0.2,0.239
1.36,2.72,0.36,0.36,0.303
3.56,7.12,0.44,0.44,0.262
0.04,0.08,0.12,0.12,0.194
3.04,6.08,0.8,0.8,0.358
0.6,1.2,0.52,0.52,0.557
0.32,0.64,0.32,0.32,0.325
2.48,4.96,0.4,0.4,0.284
1.16,2.32,0.92,0.92,0.683
3.0,6.0,0.04,0.04,0.213
2.24,4.48,0.96,0.96,0.463
3.28,6.56,0.24,0.24,0.24
1.96,3.92,0.76,0.76,0.46
0.88,1.76,0.72,0.72,0.633
1.68,3.36,0.56,0.56,0.383
3.84,7.68,0.64,0.64,0.279
1.12,2.24,0.16,0.16,0.245
0.12,0.24,0.88,0.88,0.654
1.92,3.84,0.0,0.0,0.202
2.76,5.52,0.6,0.6,0.317
3.6,7.2,0.44,0.44,0.273
1.4,2.8,0.36,0.36,0.309
2.24,4.48,0.2,0.2,0.245
0.64,1.28,0.52,0.52,0.527
3.08,6.16,0.8,0.8,0.373
0.36,0.72,0.32,0.32,0.368
2.52,5.04,0.4,0.4,0.274
3.04,6.08,0.04,0.04,0.206
3.32,6.64,0.24,0.24,0.248
2.28,4.56,0.96,0.96,0.504
0.08,0.16,0.12,0.12,0.195
1.2,2.4,0.92,0.92,0.641
3.88,7.76,0.64,0.64,0.311
0.92,1.84,0.72,0.72,0.628
2.0,4.0,0.76,0.76,0.393
1.72,3.44,0.56,0.56,0.37
1.16,2.32,0.16,0.16,0.244
1.96,3.92,0.0,0.0,0.196
3.64,7.28,0.44,0.44,0.285
1.44,2.88,0.36,0.36,0.265
0.16,0.32,0.88,0.88,0.717
2.8,5.6,0.6,0.6,0.339
0.68,1.36,0.52,0.52,0.545
2.28,4.56,0.2,0.2,0.223
2.56,5.12,0.4,0.4,0.299
3.12,6.24,0.8,0.8,0.356
2.32,4.64,0.96,0.96,0.503
3.36,6.72,0.24,0.24,0.241
0.4,0.8,0.32,0.32,0.39
3.08,6.16,0.04,0.04,0.219
0.12,0.24,0.12,0.12,0.218
1.24,2.48,0.92,0.92,0.643
3.92,7.84,0.64,0.64,0.289
0.96,1.92,0.72,0.72,0.626
1.2,2.4,0.16,0.16,0.268
2.04,4.08,0.76,0.76,0.432
1.76,3.52,0.56,0.56,0.367
2.0,4.0,0.0,0.0,0.23
1.48,2.96,0.36,0.36,0.297
3.68,7.36,0.44,0.44,0.284
0.2,0.4,0.88,0.88,0.767
2.84,5.68,0.6,0.6,0.305
2.32,4.64,0.2,0.2,0.23
0.72,1.44,0.52,0.52,0.525
2.6,5.2,0.4,0.4,0.283
3.4,6.8,0.24,0.24,0.244
3.16,6.32,0.8,0.8,0.354
2.36,4.72,0.96,0.96,0.469
0.44,0.88,0.32,0.32,0.38
3.12,6.24,0.04,0.04,0.214
0.16,0.32,0.12,0.12,0.214
1.28,2.56,0.92,0.92,0.618
3.96,7.92,0.64,0.64,0.288
1.0,2.0,0.72,0.72,0.603
1.24,2.48,0.16,0.16,0.249
2.08,4.16,0.76,0.76,0.398
1.8,3.6,0.56,0.56,0.363
2.04,4.08,0.0,0.0,0.189
3.72,7.44,0.44,0.44,0.287
1.52,3.04,0.36,0.36,0.31
0.24,0.48,0.88,0.88,0.761
2.36,4.72,0.2,0.2,0.249
2.88,5.76,0.6,0.6,0.314
3.44,6.88,0.24,0.24,0.25
3.2,6.4,0.8,0.8,0.363
2.4,4.8,0.96,0.96,0.466
0.76,1.52,0.52,0.52,0.505
2.64,5.28,0.4,0.4,0.273
3.16,6.32,0.04,0.04,0.212
1.32,2.64,0.92,0.92,0.613
0.48,0.96,0.32,0.32,0.378
0.2,0.4,0.12,0.12,0.218
1.04,2.08,0.72,0.72,0.561
4.0,8.0,0.64,0.64,0.287
1.28,2.56,0.16,0.16,0.226
2.12,4.24,0.76,0.76,0.427
2.08,4.16,0.0,0.0,0.214
1.84,3.68,0.56,0.56,0.351
3.76,7.52,0.44,0.44,0.263
2.4,4.8,0.2,0.2,0.238
1.56,3.12,0.36,0.36,0.294
2.44,4.88,0.96,0.96,0.447
0.8,1.6,0.52,0.52,0.493
2.92,5.84,0.6,0.6,0.29
3.48,6.96,0.24,0.24,0.242
3.24,6.48,0.8,0.8,0.325
0.28,0.56,0.88,0.88,0.785
2.68,5.36,0.4,0.4,0.279
3.2,6.4,0.04,0.04,0.226
1.36,2.72,0.92,0.92,0.574
0.52,1.04,0.32,0.32,0.36
0.24,0.48,0.12,0.12,0.192
1.08,2.16,0.72,0.72,0.575
0.0,0.0,0.68,0.68,0.2
2.16,4.32,0.76,0.76,0.409
1.32,2.64,0.16,0.16,0.253
2.12,4.24,0.0,0.0,0.228
1.88,3.76,0.56,0.56,0.35
1.6,3.2,0.36,0.36,0.295
2.44,4.88,0.2,0.2,0.255
3.8,7.6,0.44,0.44,0.278
3.52,7.04,0.24,0.24,0.251
0.84,1.68,0.52,0.52,0.484
2.48,4.96,0.96,0.96,0.458
3.28,6.56,0.8,0.8,0.377
2.96,5.92,0.6,0.6,0.338
0.32,0.64,0.88,0.88,0.797
2.72,5.44,0.4,0.4,0.287
3.24,6.48,0.04,0.04,0.2
1.4,2.8,0.92,0.92,0.618
0.56,1.12,0.32,0.32,0.362
0.28,0.56,0.12,0.12,0.206
0.04,0.08,0.68,0.68,0.42
1.12,2.24,0.72,0.72,0.597
1.36,2.72,0.16,0.16,0.234
2.2,4.4,0.76,0.76,0.411
1.92,3.84,0.56,0.56,0.344
2.16,4.32,0.0,0.0,0.211
3.56,7.12,0.24,0.24,0.247
1.64,3.28,0.36,0.36,0.267
3.32,6.64,0.8,0.8,0.373
3.84,7.68,0.44,0.44,0.301
2.48,4.96,0.2,0.2,0.241
2.52,5.04,0.96,0.96,0.439
0.88,1.76,0.52,0.52,0.471
3.0,6.0,0.6,0.6,0.319
3.28,6.56,0.04,0.04,0.217
0.36,0.72,0.88,0.88,0.846
2.76,5.52,0.4,0.4,0.266
0.32,0.64,0.12,0.12,0.207
1.44,2.88,0.92,0.92,0.6
1.16,2.32,0.72,0.72,0.56
0.6,1.2,0.32,0.32,0.372
0.08,0.16,0.68,0.68,0.588
1.4,2.8,0.16,0.16,0.244
2.24,4.48,0.76,0.76,0.431
1.96,3.92,0.56,0.56,0.338
2.2,4.4,0.0,0.0,0.2
3.6,7.2,0.24,0.24,0.28
1.68,3.36,0.36,0.36,0.288
3.36,6.72,0.8,0.8,0.346
3.88,7.76,0.44,0.44,0.242
2.52,5.04,0.2,0.2,0.284
3.32,6.64,0.04,0.04,0.217
0.92,1.84,0.52,0.52,0.449
2.56,5.12,0.96,0.96,0.425
3.04,6.08,0.6,0.6,0.333
0.4,0.8,0.88,0.88,0.816
2.8,5.6,0.4,0.4,0.258
0.36,0.72,0.12,0.12,0.201
1.48,2.96,0.92,0.92,0.596
0.64,1.28,0.32,0.32,0.353
1.2,2.4,0.72,0.72,0.524
0.12,0.24,0.68,0.68,0.65
2.28,4.56,0.76,0.76,0.392
1.44,2.88,0.16,0.16,0.216
2.0,4.0,0.56,0.56,0.346
3.64,7.28,0.24,0.24,0.268
2.24,4.48,0.0,0.0,0.214
1.72,3.44,0.36,0.36,0.305
3.4,6.8,0.8,0.8,0.382
3.92,7.84,0.44,0.44,0.279
2.56,5.12,0.2,0.2,0.253
2.6,5.2,0.96,0.96,0.441
0.96,1.92,0.52,0.52,0.467
3.36,6.72,0.04,0.04,0.232
3.08,6.16,0.6,0.6,0.279
1.52,3.04,0.92,0.92,0.604
0.44,0.88,0.88,0.88,0.796
0.4,0.8,0.12,0.12,0.196
2.84,5.68,0.4,0.4,0.281
1.24,2.48,0.72,0.72,0.544
0.16,0.32,0.68,0.68,0.722
0.68,1.36,0.32,0.32,0.366
2.32,4.64,0.76,0.76,0.401
1.48,2.96,0.16,0.16,0.236
2.04,4.08,0.56,0.56,0.365
2.28,4.56,0.0,0.0,0.185
3.68,7.36,0.24,0.24,0.242
1.76,3.52,0.36,0.36,0.299
3.44,6.88,0.8,0.8,0.341
3.96,7.92,0.44,0.44,0.256
3.12,6.24,0.6,0.6,0.32
2.6,5.2,0.2,0.2,0.228
1.0,2.0,0.52,0.52,0.477
2.64,5.28,0.96,0.96,0.425
3.4,6.8,0.04,0.04,0.212
0.48,0.96,0.88,0.88,0.801
1.56,3.12,0.92,0.92,0.583
0.44,0.88,0.12,0.12,0.229
2.88,5.76,0.4,0.4,0.286
1.28,2.56,0.72,0.72,0.548
0.2,0.4,0.68,0.68,0.714
0.72,1.44,0.32,0.32,0.351
2.36,4.72,0.76,0.76,0.394
1.52,3.04,0.16,0.16,0.212
3.72,7.44,0.24,0.24,0.237
2.08,4.16,0.56,0.56,0.356
2.32,4.64,0.0,0.0,0.215
1.8,3.6,0.36,0.36,0.311
3.48,6.96,0.8,0.8,0.332
4.0,8.0,0.44,0.44,0.262
2.64,5.28,0.2,0.2,0.226
3.16,6.32,0.6,0.6,0.325
2.68,5.36,0.96,0.96,0.466
1.04,2.08,0.52,0.52,0.462
3.44,6.88,0.04,0.04,0.233
2.92,5.84,0.4,0.4,0.286
0.52,1.04,0.88,0.88,0.796
1.6,3.2,0.92,0.92,0.569
0.48,0.96,0.12,0.12,0.227
0.76,1.52,0.32,0.32,0.379
1.32,2.64,0.72,0.72,0.497
0.24,0.48,0.68,0.68,0.737
2.4,4.8,0.76,0.76,0.422
1.56,3.12,0.16,0.16,0.226
2.12,4.24,0.56,0.56,0.354
3.76,7.52,0.24,0.24,0.256
3.52,7.04,0.8,0.8,0.332
1.84,3.68,0.36,0.36,0.298
2.36,4.72,0.0,0.0,0.171
0.0,0.0,0.48,0.48,0.217
2.68,5.36,0.2,0.2,0.22
3.2,6.4,0.6,0.6,0.303
2.72,5.44,0.96,0.96,0.427
2.96,5.92,0.4,0.4,0.267
1.08,2.16,0.52,0.52,0.449
3.48,6.96,0.04,0.04,0.213
0.56,1.12,0.88,0.88,0.791
1.64,3.28,0.92,0.92,0.57
0.52,1.04,0.12,0.12,0.209
0.8,1.6,0.32,0.32,0.33
1.36,2.72,0.72,0.72,0.506
0.28,0.56,0.68,0.68,0.738
2.44,4.88,0.76,0.76,0.374
1.6,3.2,0.16,0.16,0.246
1.88,3.76,0.36,0.36,0.29
2.16,4.32,0.56,0.56,0.345
3.56,7.12,0.8,0.8,0.342
3.8,7.6,0.24,0.24,0.259
2.4,4.8,0.0,0.0,0.212
0.04,0.08,0.48,0.48,0.377
2.72,5.44,0.2,0.2,0.277
3.24,6.48,0.6,0.6,0.308
3.0,6.0,0.4,0.4,0.275
0.6,1.2,0.88,0.88,0.765
3.52,7.04,0.04,0.04,0.239
2.76,5.52,0.96,0.96,0.423
1.12,2.24,0.52,0.52,0.425
0.56,1.12,0.12,0.12,0.206
1.68,3.36,0.92,0.92,0.565
1.4,2.8,0.72,0.72,0.504
0.84,1.68,0.32,0.32,0.331
0.32,0.64,0.68,0.68,0.754
2.48,4.96,0.76,0.76,0.352
1.64,3.28,0.16,0.16,0.257
1.92,3.84,0.36,0.36,0.266
3.6,7.2,0.8,0.8,0.317
3.84,7.68,0.24,0.24,0.241
2.44,4.88,0.0,0.0,0.232
2.2,4.4,0.56,0.56,0.335
0.08,0.16,0.48,0.48,0.466
2.76,5.52,0.2,0.2,0.257
3.04,6.08,0.4,0.4,0.266
1.16,2.32,0.52,0.52,0.454
3.28,6.56,0.6,0.6,0.268
0.64,1.28,0.88,0.88,0.789
3.56,7.12,0.04,0.04,0.227
2.8,5.6,0.96,0.96,0.397
0.6,1.2,0.12,0.12,0.231
1.72,3.44,0.92,0.92,0.541
1.44,2.88,0.72,0.72,0.514
2.52,5.04,0.76,0.76,0.397
0.36,0.72,0.68,0.68,0.742
0.88,1.76,0.32,0.32,0.351
1.68,3.36,0.16,0.16,0.227
3.88,7.76,0.24,0.24,0.242
1.96,3.92,0.36,0.36,0.275
2.24,4.48,0.56,0.56,0.329
0.12,0.24,0.48,0.48,0.547
3.64,7.28,0.8,0.8,0.328
2.48,4.96,0.0,0.0,0.219
3.08,6.16,0.4,0.4,0.295
2.8,5.6,0.2,0.2,0.222
1.2,2.4,0.52,0.52,0.427
3.32,6.64,0.6,0.6,0.305
0.68,1.36,0.88,0.88,0.777
0.64,1.28,0.12,0.12,0.189
2.84,5.68,0.96,0.96,0.41
3.6,7.2,0.04,0.04,0.226
1.76,3.52,0.92,0.92,0.538
0.4,0.8,0.68,0.68,0.75
1.48,2.96,0.72,0.72,0.501
2.56,5.12,0.76,0.76,0.378
0.92,1.84,0.32,0.32,0.356
3.92,7.84,0.24,0.24,0.251
2.0,4.0,0.36,0.36,0.275
1.72,3.44,0.16,0.16,0.227
2.52,5.04,0.0,0.0,0.193
2.28,4.56,0.56,0.56,0.357
3.68,7.36,0.8,0.8,0.37
0.16,0.32,0.48,0.48,0.558
2.84,5.68,0.2,0.2,0.244
3.12,6.24,0.4,0.4,0.293
3.36,6.72,0.6,0.6,0.32
1.24,2.48,0.52,0.52,0.421
0.72,1.44,0.88,0.88,0.769
2.88,5.76,0.96,0.96,0.412
0.68,1.36,0.12,0.12,0.249
3.64,7.28,0.04,0.04,0.215
1.8,3.6,0.92,0.92,0.516
2.6,5.2,0.76,0.76,0.411
0.44,0.88,0.68,0.68,0.744
1.52,3.04,0.72,0.72,0.505
0.96,1.92,0.32,0.32,0.351
2.32,4.64,0.56,0.56,0.314
2.04,4.08,0.36,0.36,0.298
3.96,7.92,0.24,0.24,0.225
0.2,0.4,0.48,0.48,0.591
1.76,3.52,0.16,0.16,0.238
2.88,5.76,0.2,0.2,0.227
2.56,5.12,0.0,0.0,0.2
3.72,7.44,0.8,0.8,0.338
3.4,6.8,0.6,0.6,0.304
1.28,2.56,0.52,0.52,0.396
3.16,6.32,0.4,0.4,0.272
0.76,1.52,0.88,0.88,0.734
1.84,3.68,0.92,0.92,0.549
0.72,1.44,0.12,0.12,0.221
2.92,5.84,0.96,0.96,0.402
3.68,7.36,0.04,0.04,0.219
2.64,5.28,0.76,0.76,0.358
0.48,0.96,0.68,0.68,0.714
1.0,2.0,0.32,0.32,0.314
2.36,4.72,0.56,0.56,0.306
1.56,3.12,0.72,0.72,0.459
2.08,4.16,0.36,0.36,0.303
0.24,0.48,0.48,0.48,0.566
2.92,5.84,0.2,0.2,0.225
3.76,7.52,0.8,0.8,0.334
1.8,3.6,0.16,0.16,0.246
2.6,5.2,0.0,0.0,0.222
4.0,8.0,0.24,0.24,0.222
2.96,5.92,0.96,0.96,0.408
3.2,6.4,0.4,0.4,0.262
3.44,6.88,0.6,0.6,0.301
1.32,2.64,0.52,0.52,0.393
1.88,3.76,0.92,0.92,0.505
0.52,1.04,0.68,0.68,0.736
3.72,7.44,0.04,0.04,0.217
0.8,1.6,0.88,0.88,0.733
0.76,1.52,0.12,0.12,0.218
2.68,5.36,0.76,0.76,0.354
2.4,4.8,0.56,0.56,0.305
2.12,4.24,0.36,0.36,0.276
1.04,2.08,0.32,0.32,0.329
0.0,0.0,0.28,0.28,0.208
1.84,3.68,0.16,0.16,0.239
1.6,3.2,0.72,0.72,0.471
2.96,5.92,0.2,0.2,0.244
0.28,0.56,0.48,0.48,0.58
3.8,7.6,0.8,0.8,0.318
2.64,5.28,0.0,0.0,0.197
3.24,6.48,0.4,0.4,0.27
3.0,6.0,0.96,0.96,0.43
1.92,3.84,0.92,0.92,0.497
1.36,2.72,0.52,0.52,0.414
3.48,6.96,0.6,0.6,0.271
3.76,7.52,0.04,0.04,0.202
0.56,1.12,0.68,0.68,0.669
0.84,1.68,0.88,0.88,0.716
0.8,1.6,0.12,0.12,0.224
2.72,5.44,0.76,0.76,0.374
2.16,4.32,0.36,0.36,0.281
2.44,4.88,0.56,0.56,0.33
1.88,3.76,0.16,0.16,0.237
1.08,2.16,0.32,0.32,0.354
0.04,0.08,0.28,0.28,0.201
3.0,6.0,0.2,0.2,0.223
0.32,0.64,0.48,0.48,0.56
1.64,3.28,0.72,0.72,0.455
3.84,7.68,0.8,0.8,0.315
2.68,5.36,0.0,0.0,0.19
3.04,6.08,0.96,0.96,0.39
1.4,2.8,0.52,0.52,0.39
1.96,3.92,0.92,0.92,0.506
3.28,6.56,0.4,0.4,0.283
3.8,7.6,0.04,0.04,0.213
0.88,1.76,0.88,0.88,0.725
0.6,1.2,0.68,0.68,0.694
0.84,1.68,0.12,0.12,0.205
3.52,7.04,0.6,0.6,0.307
2.76,5.52,0.76,0.76,0.339
2.48,4.96,0.56,0.56,0.32
1.92,3.84,0.16,0.16,0.252
2.2,4.4,0.36,0.36,0.287
1.12,2.24,0.32,0.32,0.313
3.04,6.08,0.2,0.2,0.241
0.08,0.16,0.28,0.28,0.206
1.68,3.36,0.72,0.72,0.473
3.88,7.76,0.8,0.8,0.342
0.36,0.72,0.48,0.48,0.538
3.08,6.16,0.96,0.96,0.4
3.32,6.64,0.4,0.4,0.278
1.44,2.88,0.52,0.52,0.379
2.72,5.44,0.0,0.0,0.222
0.64,1.28,0.68,0.68,0.685
2.0,4.0,0.92,0.92,0.496
3.84,7.68,0.04,0.04,0.218
0.92,1.84,0.88,0.88,0.706
2.24,4.48,0.36,0.36,0.274
3.56,7.12,0.6,0.6,0.275
1.96,3.92,0.16,0.16,0.222
0.88,1.76,0.12,0.12,0.216
