,$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0,0.0,0.0,-4.0,1.0,0.663
1,0.0,0.0,-3.9,1.1,0.665
2,0.0,0.0,-3.8,1.2000000000000002,0.6
3,0.0,0.0,-3.7,1.2999999999999998,0.596
4,0.0,0.0,-3.6,1.4,0.58
5,0.0,0.0,-3.5,1.5,0.541
6,0.0,0.0,-3.4,1.6,0.508
7,0.0,0.0,-3.3,1.7000000000000002,0.51
8,0.0,0.0,-3.2,1.7999999999999998,0.502
9,0.0,0.0,-3.1,1.9,0.483
10,0.0,0.0,-3.0,2.0,0.463
11,0.0,0.0,-2.9,2.1,0.373
12,0.0,0.0,-2.8,2.2,0.396
13,0.0,0.0,-2.7,2.3,0.371
14,0.0,0.0,-2.6,2.4,0.346
15,0.0,0.0,-2.5,2.5,0.336
16,0.0,0.0,-2.4,2.6,0.339
17,0.0,0.0,-2.3,2.7,0.311
18,0.0,0.0,-2.2,2.8,0.296
19,0.0,0.0,-2.1,2.9,0.291
20,0.0,0.0,-2.0,3.0,0.266
21,0.0,0.0,-1.9,3.1,0.275
22,0.0,0.0,-1.8,3.2,0.253
23,0.0,0.0,-1.7,3.3,0.262
24,0.0,0.0,-1.6,3.4,0.252
25,0.0,0.0,-1.5,3.5,0.25
26,0.0,0.0,-1.4,3.6,0.242
27,0.0,0.0,-1.3,3.7,0.243
28,0.0,0.0,-1.2,3.8,0.219
29,0.0,0.0,-1.1,3.9,0.232
30,0.0,0.0,-1.0,4.0,0.267
31,0.0,0.0,-0.9,4.1,0.221
32,0.0,0.0,-0.8,4.2,0.227
33,0.0,0.0,-0.7,4.3,0.217
34,0.0,0.0,-0.6,4.4,0.244
35,0.0,0.0,-0.5,4.5,0.22
36,0.0,0.0,-0.4,4.6,0.239
37,0.0,0.0,-0.3,4.7,0.24
38,0.0,0.0,-0.2,4.8,0.245
39,0.0,0.0,-0.1,4.9,0.234
40,0.0,0.0,0.0,5.0,0.212
41,0.0,0.0,0.1,5.1,0.235
42,0.0,0.0,0.2,5.2,0.208
43,0.0,0.0,0.3,5.3,0.211
44,0.0,0.0,0.4,5.4,0.223
45,0.0,0.0,0.5,5.5,0.195
46,0.0,0.0,0.6,5.6,0.196
47,0.0,0.0,0.7,5.7,0.176
48,0.0,0.0,0.8,5.8,0.194
49,0.0,0.0,0.9,5.9,0.202
50,0.0,0.0,1.0,6.0,0.193
51,0.0,0.0,1.1,6.1,0.177
52,0.0,0.0,1.2,6.2,0.163
53,0.0,0.0,1.3,6.3,0.169
54,0.0,0.0,1.4,6.4,0.181
55,0.0,0.0,1.5,6.5,0.14
56,0.0,0.0,1.6,6.6,0.159
57,0.0,0.0,1.7,6.7,0.14
58,0.0,0.0,1.8,6.8,0.143
59,0.0,0.0,1.9,6.9,0.133
60,0.0,0.0,2.0,7.0,0.141
61,0.0,0.0,2.1,7.1,0.122
62,0.0,0.0,2.2,7.2,0.129
63,0.0,0.0,2.3,7.3,0.131
64,0.0,0.0,2.4,7.4,0.119
65,0.0,0.0,2.5,7.5,0.116
66,0.0,0.0,2.6,7.6,0.106
67,0.0,0.0,2.7,7.7,0.116
68,0.0,0.0,2.8,7.8,0.114
69,0.0,0.0,2.9,7.9,0.118
70,0.0,0.0,3.0,8.0,0.097
71,0.0,0.0,3.1,8.1,0.124
72,0.0,0.0,3.2,8.2,0.1
73,0.0,0.0,3.3,8.3,0.09
74,0.0,0.0,3.4,8.4,0.098
75,0.0,0.0,3.5,8.5,0.09
76,0.0,0.0,3.6,8.6,0.112
77,0.0,0.0,3.7,8.7,0.109
78,0.0,0.0,3.8,8.8,0.102
79,0.0,0.0,3.9,8.9,0.103
80,0.0,0.0,4.0,9.0,0.114
81,0.0,0.0,4.1,9.1,0.103
82,0.0,0.0,4.2,9.2,0.096
83,0.0,0.0,4.3,9.3,0.103
84,0.0,0.0,4.4,9.4,0.1
85,0.0,0.0,4.5,9.5,0.099
86,0.0,0.0,4.6,9.6,0.093
87,0.0,0.0,4.7,9.7,0.116
88,0.0,0.0,4.8,9.8,0.104
89,0.0,0.0,4.9,9.9,0.103
90,0.0,0.0,5.0,10.0,0.1
91,0.0,0.0,5.1,10.1,0.096
92,0.0,0.0,5.2,10.2,0.101
93,0.0,0.0,5.3,10.3,0.109
94,0.0,0.0,5.4,10.4,0.113
95,0.0,0.0,5.5,10.5,0.093
96,0.0,0.0,5.6,10.6,0.103
97,0.0,0.0,5.7,10.7,0.09
98,0.0,0.0,5.8,10.8,0.089
99,0.0,0.0,5.9,10.9,0.105
100,0.0,0.0,6.0,11.0,0.094
101,0.0,0.0,6.1,11.1,0.095
102,0.0,0.0,6.2,11.2,0.108
103,0.0,0.0,6.3,11.3,0.099
104,0.0,0.0,6.4,11.4,0.089
105,0.0,0.0,6.5,11.5,0.095
106,0.0,0.0,6.6,11.6,0.099
107,0.0,0.0,6.7,11.7,0.105
108,0.0,0.0,6.8,11.8,0.097
109,0.0,0.0,6.9,11.9,0.097
110,0.0,0.0,7.0,12.0,0.103
111,0.0,0.0,7.1,12.1,0.089
112,0.0,0.0,7.2,12.2,0.093
113,0.0,0.0,7.3,12.3,0.112
114,0.0,0.0,7.4,12.4,0.107
115,0.0,0.0,7.5,12.5,0.103
116,0.0,0.0,7.6,12.6,0.109
117,0.0,0.0,7.7,12.7,0.1
118,0.0,0.0,7.8,12.8,0.106
119,0.0,0.0,7.9,12.9,0.102
120,0.0,0.0,8.0,13.0,0.1
121,0.0,0.0,8.1,13.1,0.095
122,0.0,0.0,8.2,13.2,0.094
123,0.0,0.0,8.3,13.3,0.102
124,0.0,0.0,8.4,13.4,0.104
125,0.0,0.0,8.5,13.5,0.107
126,0.0,0.0,8.6,13.6,0.101
127,0.0,0.0,8.7,13.7,0.1
128,0.0,0.0,8.8,13.8,0.105
129,0.0,0.0,8.9,13.9,0.098
130,0.0,0.0,9.0,14.0,0.103
131,0.0,0.0,9.1,14.1,0.094
132,0.0,0.0,9.2,14.2,0.097
133,0.0,0.0,9.3,14.3,0.088
134,0.0,0.0,9.4,14.4,0.104
135,0.0,0.0,9.5,14.5,0.105
136,0.0,0.0,9.6,14.6,0.111
137,0.0,0.0,9.7,14.7,0.091
138,0.0,0.0,9.8,14.8,0.115
139,0.0,0.0,9.9,14.9,0.093
140,0.0,0.0,10.0,15.0,0.11
141,0.1,0.1,-4.0,1.0,0.683
142,0.1,0.1,-3.9,1.1,0.679
143,0.1,0.1,-3.8,1.2000000000000002,0.668
144,0.1,0.1,-3.7,1.2999999999999998,0.629
145,0.1,0.1,-3.6,1.4,0.615
146,0.1,0.1,-3.5,1.5,0.579
147,0.1,0.1,-3.4,1.6,0.528
148,0.1,0.1,-3.3,1.7000000000000002,0.543
149,0.1,0.1,-3.2,1.7999999999999998,0.504
150,0.1,0.1,-3.1,1.9,0.448
151,0.1,0.1,-3.0,2.0,0.429
152,0.1,0.1,-2.9,2.1,0.433
153,0.1,0.1,-2.8,2.2,0.43
154,0.1,0.1,-2.7,2.3,0.372
155,0.1,0.1,-2.6,2.4,0.373
156,0.1,0.1,-2.5,2.5,0.35
