$\mu_{x_1}$,$\mu_{x_2}$,$\mu_{h_1}$,$\mu_{h_2}$,success_rate
-4.0,2.0,-4.0,2.0,0.865
25.0,2.0,-3.0,2.0,0.239
-1.0,2.0,7.0,2.0,0.779
4.0,2.0,-1.0,2.0,0.523
12.0,2.0,2.0,2.0,0.207
41.0,2.0,3.0,2.0,0.252
33.0,2.0,0.0,2.0,0.239
20.0,2.0,5.0,2.0,0.246
-3.0,2.0,-4.0,2.0,0.877
0.0,2.0,7.0,2.0,0.768
5.0,2.0,-1.0,2.0,0.297
26.0,2.0,-3.0,2.0,0.215
34.0,2.0,0.0,2.0,0.215
21.0,2.0,5.0,2.0,0.226
42.0,2.0,3.0,2.0,0.217
13.0,2.0,2.0,2.0,0.251
1.0,2.0,7.0,2.0,0.741
6.0,2.0,-1.0,2.0,0.226
27.0,2.0,-3.0,2.0,0.238
-2.0,2.0,-4.0,2.0,0.844
43.0,2.0,3.0,2.0,0.222
14.0,2.0,2.0,2.0,0.243
22.0,2.0,5.0,2.0,0.224
35.0,2.0,0.0,2.0,0.237
2.0,2.0,7.0,2.0,0.646
7.0,2.0,-1.0,2.0,0.236
28.0,2.0,-3.0,2.0,0.241
44.0,2.0,3.0,2.0,0.229
-1.0,2.0,-4.0,2.0,0.87
23.0,2.0,5.0,2.0,0.221
15.0,2.0,2.0,2.0,0.225
36.0,2.0,0.0,2.0,0.22
3.0,2.0,7.0,2.0,0.513
45.0,2.0,3.0,2.0,0.224
0.0,2.0,-4.0,2.0,0.85
8.0,2.0,-1.0,2.0,0.218
29.0,2.0,-3.0,2.0,0.229
37.0,2.0,0.0,2.0,0.211
16.0,2.0,2.0,2.0,0.239
24.0,2.0,5.0,2.0,0.243
1.0,2.0,-4.0,2.0,0.841
9.0,2.0,-1.0,2.0,0.241
4.0,2.0,7.0,2.0,0.443
-4.0,2.0,4.0,2.0,0.886
38.0,2.0,0.0,2.0,0.24
17.0,2.0,2.0,2.0,0.258
30.0,2.0,-3.0,2.0,0.24
25.0,2.0,5.0,2.0,0.22
2.0,2.0,-4.0,2.0,0.812
5.0,2.0,7.0,2.0,0.659
10.0,2.0,-1.0,2.0,0.215
39.0,2.0,0.0,2.0,0.215
31.0,2.0,-3.0,2.0,0.215
-3.0,2.0,4.0,2.0,0.871
18.0,2.0,2.0,2.0,0.23
26.0,2.0,5.0,2.0,0.24
3.0,2.0,-4.0,2.0,0.706
11.0,2.0,-1.0,2.0,0.21
6.0,2.0,7.0,2.0,0.839
40.0,2.0,0.0,2.0,0.211
19.0,2.0,2.0,2.0,0.239
27.0,2.0,5.0,2.0,0.196
-2.0,2.0,4.0,2.0,0.88
32.0,2.0,-3.0,2.0,0.211
12.0,2.0,-1.0,2.0,0.229
4.0,2.0,-4.0,2.0,0.501
7.0,2.0,7.0,2.0,0.87
41.0,2.0,0.0,2.0,0.228
28.0,2.0,5.0,2.0,0.219
-1.0,2.0,4.0,2.0,0.88
20.0,2.0,2.0,2.0,0.227
33.0,2.0,-3.0,2.0,0.228
5.0,2.0,-4.0,2.0,0.306
8.0,2.0,7.0,2.0,0.765
13.0,2.0,-1.0,2.0,0.225
42.0,2.0,0.0,2.0,0.229
0.0,2.0,4.0,2.0,0.872
21.0,2.0,2.0,2.0,0.224
34.0,2.0,-3.0,2.0,0.228
29.0,2.0,5.0,2.0,0.235
9.0,2.0,7.0,2.0,0.544
6.0,2.0,-4.0,2.0,0.233
43.0,2.0,0.0,2.0,0.234
14.0,2.0,-1.0,2.0,0.219
1.0,2.0,4.0,2.0,0.864
22.0,2.0,2.0,2.0,0.225
35.0,2.0,-3.0,2.0,0.234
30.0,2.0,5.0,2.0,0.229
10.0,2.0,7.0,2.0,0.32
44.0,2.0,0.0,2.0,0.23
7.0,2.0,-4.0,2.0,0.217
15.0,2.0,-1.0,2.0,0.23
2.0,2.0,4.0,2.0,0.848
23.0,2.0,2.0,2.0,0.223
36.0,2.0,-3.0,2.0,0.23
31.0,2.0,5.0,2.0,0.22
11.0,2.0,7.0,2.0,0.236
8.0,2.0,-4.0,2.0,0.205
16.0,2.0,-1.0,2.0,0.204
45.0,2.0,0.0,2.0,0.204
3.0,2.0,4.0,2.0,0.848
24.0,2.0,2.0,2.0,0.219
37.0,2.0,-3.0,2.0,0.204
32.0,2.0,5.0,2.0,0.211
12.0,2.0,7.0,2.0,0.217
9.0,2.0,-4.0,2.0,0.212
-4.0,2.0,1.0,2.0,0.896
17.0,2.0,-1.0,2.0,0.212
4.0,2.0,4.0,2.0,0.855
25.0,2.0,2.0,2.0,0.216
33.0,2.0,5.0,2.0,0.227
38.0,2.0,-3.0,2.0,0.212
13.0,2.0,7.0,2.0,0.239
10.0,2.0,-4.0,2.0,0.238
-3.0,2.0,1.0,2.0,0.883
18.0,2.0,-1.0,2.0,0.238
26.0,2.0,2.0,2.0,0.228
5.0,2.0,4.0,2.0,0.767
34.0,2.0,5.0,2.0,0.239
39.0,2.0,-3.0,2.0,0.238
-2.0,2.0,1.0,2.0,0.871
14.0,2.0,7.0,2.0,0.232
19.0,2.0,-1.0,2.0,0.235
11.0,2.0,-4.0,2.0,0.235
27.0,2.0,2.0,2.0,0.226
6.0,2.0,4.0,2.0,0.532
35.0,2.0,5.0,2.0,0.234
40.0,2.0,-3.0,2.0,0.235
-1.0,2.0,1.0,2.0,0.898
15.0,2.0,7.0,2.0,0.23
12.0,2.0,-4.0,2.0,0.227
20.0,2.0,-1.0,2.0,0.226
28.0,2.0,2.0,2.0,0.257
7.0,2.0,4.0,2.0,0.325
36.0,2.0,5.0,2.0,0.232
41.0,2.0,-3.0,2.0,0.227
0.0,2.0,1.0,2.0,0.874
16.0,2.0,7.0,2.0,0.244
13.0,2.0,-4.0,2.0,0.228
21.0,2.0,-1.0,2.0,0.228
29.0,2.0,2.0,2.0,0.23
8.0,2.0,4.0,2.0,0.248
37.0,2.0,5.0,2.0,0.243
42.0,2.0,-3.0,2.0,0.228
1.0,2.0,1.0,2.0,0.85
17.0,2.0,7.0,2.0,0.255
14.0,2.0,-4.0,2.0,0.236
22.0,2.0,-1.0,2.0,0.237
30.0,2.0,2.0,2.0,0.2
9.0,2.0,4.0,2.0,0.229
38.0,2.0,5.0,2.0,0.255
43.0,2.0,-3.0,2.0,0.236
2.0,2.0,1.0,2.0,0.8
15.0,2.0,-4.0,2.0,0.243
18.0,2.0,7.0,2.0,0.237
23.0,2.0,-1.0,2.0,0.243
31.0,2.0,2.0,2.0,0.225
10.0,2.0,4.0,2.0,0.218
39.0,2.0,5.0,2.0,0.224
44.0,2.0,-3.0,2.0,0.243
3.0,2.0,1.0,2.0,0.708
19.0,2.0,7.0,2.0,0.206
16.0,2.0,-4.0,2.0,0.216
24.0,2.0,-1.0,2.0,0.215
32.0,2.0,2.0,2.0,0.212
11.0,2.0,4.0,2.0,0.25
40.0,2.0,5.0,2.0,0.256
45.0,2.0,-3.0,2.0,0.216
4.0,2.0,1.0,2.0,0.532
17.0,2.0,-4.0,2.0,0.217
25.0,2.0,-1.0,2.0,0.218
20.0,2.0,7.0,2.0,0.232
33.0,2.0,2.0,2.0,0.222
12.0,2.0,4.0,2.0,0.225
41.0,2.0,5.0,2.0,0.225
-4.0,2.0,-2.0,2.0,0.859
5.0,2.0,1.0,2.0,0.298
26.0,2.0,-1.0,2.0,0.231
18.0,2.0,-4.0,2.0,0.231
21.0,2.0,7.0,2.0,0.251
34.0,2.0,2.0,2.0,0.229
13.0,2.0,4.0,2.0,0.219
42.0,2.0,5.0,2.0,0.218
-3.0,2.0,-2.0,2.0,0.849
6.0,2.0,1.0,2.0,0.24
27.0,2.0,-1.0,2.0,0.224
19.0,2.0,-4.0,2.0,0.224
22.0,2.0,7.0,2.0,0.239
35.0,2.0,2.0,2.0,0.223
14.0,2.0,4.0,2.0,0.229
43.0,2.0,5.0,2.0,0.23
-2.0,2.0,-2.0,2.0,0.845
7.0,2.0,1.0,2.0,0.215
28.0,2.0,-1.0,2.0,0.201
23.0,2.0,7.0,2.0,0.206
20.0,2.0,-4.0,2.0,0.201
36.0,2.0,2.0,2.0,0.233
15.0,2.0,4.0,2.0,0.21
44.0,2.0,5.0,2.0,0.209
-1.0,2.0,-2.0,2.0,0.849
8.0,2.0,1.0,2.0,0.232
29.0,2.0,-1.0,2.0,0.235
24.0,2.0,7.0,2.0,0.207
21.0,2.0,-4.0,2.0,0.235
37.0,2.0,2.0,2.0,0.226
45.0,2.0,5.0,2.0,0.205
16.0,2.0,4.0,2.0,0.205
0.0,2.0,-2.0,2.0,0.853
9.0,2.0,1.0,2.0,0.212
22.0,2.0,-4.0,2.0,0.227
30.0,2.0,-1.0,2.0,0.226
25.0,2.0,7.0,2.0,0.2
38.0,2.0,2.0,2.0,0.234
-4.0,2.0,6.0,2.0,0.806
17.0,2.0,4.0,2.0,0.201
1.0,2.0,-2.0,2.0,0.835
10.0,2.0,1.0,2.0,0.215
23.0,2.0,-4.0,2.0,0.223
31.0,2.0,-1.0,2.0,0.224
26.0,2.0,7.0,2.0,0.216
39.0,2.0,2.0,2.0,0.245
-3.0,2.0,6.0,2.0,0.806
18.0,2.0,4.0,2.0,0.216
2.0,2.0,-2.0,2.0,0.788
11.0,2.0,1.0,2.0,0.228
24.0,2.0,-4.0,2.0,0.229
27.0,2.0,7.0,2.0,0.226
32.0,2.0,-1.0,2.0,0.228
40.0,2.0,2.0,2.0,0.219
-2.0,2.0,6.0,2.0,0.778
19.0,2.0,4.0,2.0,0.224
3.0,2.0,-2.0,2.0,0.735
12.0,2.0,1.0,2.0,0.216
25.0,2.0,-4.0,2.0,0.212
28.0,2.0,7.0,2.0,0.238
33.0,2.0,-1.0,2.0,0.213
41.0,2.0,2.0,2.0,0.222
20.0,2.0,4.0,2.0,0.24
-1.0,2.0,6.0,2.0,0.788
4.0,2.0,-2.0,2.0,0.526
13.0,2.0,1.0,2.0,0.225
26.0,2.0,-4.0,2.0,0.225
29.0,2.0,7.0,2.0,0.226
34.0,2.0,-1.0,2.0,0.225
42.0,2.0,2.0,2.0,0.221
21.0,2.0,4.0,2.0,0.224
0.0,2.0,6.0,2.0,0.809
5.0,2.0,-2.0,2.0,0.32
14.0,2.0,1.0,2.0,0.219
27.0,2.0,-4.0,2.0,0.218
30.0,2.0,7.0,2.0,0.236
35.0,2.0,-1.0,2.0,0.217
43.0,2.0,2.0,2.0,0.212
1.0,2.0,6.0,2.0,0.757
22.0,2.0,4.0,2.0,0.238
6.0,2.0,-2.0,2.0,0.262
15.0,2.0,1.0,2.0,0.213
28.0,2.0,-4.0,2.0,0.22
31.0,2.0,7.0,2.0,0.183
36.0,2.0,-1.0,2.0,0.221
44.0,2.0,2.0,2.0,0.214
2.0,2.0,6.0,2.0,0.628
23.0,2.0,4.0,2.0,0.184
