$\mu_{x_1}$,$\mu_{x_2}$,$\mu_{h_1}$,$\mu_{h_2}$,success_rate
-0.5,2.0,-3.6,2.0,0.633
-2.5,2.0,-4.0,2.0,0.625
-1.5,2.0,-3.8,2.0,0.65
-1.0,2.0,-3.7,2.0,0.602
-4.0,2.0,-3.7,2.0,0.66
-2.0,2.0,-3.6,2.0,0.605
-3.0,2.0,-3.5,2.0,0.614
-3.5,2.0,-3.9,2.0,0.643
-0.4,2.0,-3.6,2.0,0.624
-0.9,2.0,-3.7,2.0,0.624
-1.4,2.0,-3.8,2.0,0.644
-2.4,2.0,-4.0,2.0,0.635
-3.9,2.0,-3.7,2.0,0.633
-1.9,2.0,-3.6,2.0,0.626
-2.9,2.0,-3.5,2.0,0.632
-3.4,2.0,-3.9,2.0,0.628
-0.3,2.0,-3.6,2.0,0.636
-1.3,2.0,-3.8,2.0,0.643
-0.8,2.0,-3.7,2.0,0.631
-2.3,2.0,-4.0,2.0,0.638
-3.8,2.0,-3.7,2.0,0.599
-1.8,2.0,-3.6,2.0,0.631
-2.8,2.0,-3.5,2.0,0.642
-3.3,2.0,-3.9,2.0,0.607
-0.2,2.0,-3.6,2.0,0.605
-1.2,2.0,-3.8,2.0,0.632
-0.7,2.0,-3.7,2.0,0.614
-3.7,2.0,-3.7,2.0,0.591
-2.2,2.0,-4.0,2.0,0.629
-1.7,2.0,-3.6,2.0,0.615
-3.2,2.0,-3.9,2.0,0.584
-2.7,2.0,-3.5,2.0,0.645
-1.1,2.0,-3.8,2.0,0.64
-0.1,2.0,-3.6,2.0,0.605
-0.6,2.0,-3.7,2.0,0.643
-2.1,2.0,-4.0,2.0,0.627
-1.6,2.0,-3.6,2.0,0.638
-3.6,2.0,-3.7,2.0,0.639
-3.1,2.0,-3.9,2.0,0.655
-2.6,2.0,-3.5,2.0,0.675
-1.0,2.0,-3.8,2.0,0.614
-4.0,2.0,-3.5,2.0,0.624
-3.5,2.0,-3.7,2.0,0.64
-2.0,2.0,-4.0,2.0,0.631
-0.5,2.0,-3.7,2.0,0.621
-1.5,2.0,-3.6,2.0,0.625
-2.5,2.0,-3.5,2.0,0.643
-3.0,2.0,-3.9,2.0,0.617
-0.9,2.0,-3.8,2.0,0.631
-3.9,2.0,-3.5,2.0,0.641
-3.4,2.0,-3.7,2.0,0.663
-0.4,2.0,-3.7,2.0,0.63
-1.9,2.0,-4.0,2.0,0.607
-1.4,2.0,-3.6,2.0,0.66
-2.4,2.0,-3.5,2.0,0.609
-2.9,2.0,-3.9,2.0,0.619
-0.8,2.0,-3.8,2.0,0.609
-3.8,2.0,-3.5,2.0,0.636
-3.3,2.0,-3.7,2.0,0.616
-1.3,2.0,-3.6,2.0,0.637
-0.3,2.0,-3.7,2.0,0.61
-1.8,2.0,-4.0,2.0,0.627
