,$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0,0.0,5.0,-4.0,1.0,0.32
1,0.0,5.0,-3.9,1.1,0.319
2,0.0,5.0,-3.8,1.2000000000000002,0.263
3,0.0,5.0,-3.7,1.2999999999999998,0.31
4,0.0,5.0,-3.6,1.4,0.299
5,0.0,5.0,-3.5,1.5,0.295
6,0.0,5.0,-3.4,1.6,0.289
7,0.0,5.0,-3.3,1.7000000000000002,0.284
8,0.0,5.0,-3.2,1.7999999999999998,0.286
9,0.0,5.0,-3.1,1.9,0.297
10,0.0,5.0,-3.0,2.0,0.279
11,0.0,5.0,-2.9,2.1,0.297
12,0.0,5.0,-2.8,2.2,0.298
13,0.0,5.0,-2.7,2.3,0.304
14,0.0,5.0,-2.6,2.4,0.297
15,0.0,5.0,-2.5,2.5,0.31
16,0.0,5.0,-2.4,2.6,0.303
17,0.0,5.0,-2.3,2.7,0.346
18,0.0,5.0,-2.2,2.8,0.351
19,0.0,5.0,-2.1,2.9,0.362
20,0.0,5.0,-2.0,3.0,0.379
21,0.0,5.0,-1.9,3.1,0.363
22,0.0,5.0,-1.8,3.2,0.372
23,0.0,5.0,-1.7,3.3,0.423
24,0.0,5.0,-1.6,3.4,0.384
25,0.0,5.0,-1.5,3.5,0.379
26,0.0,5.0,-1.4,3.6,0.403
27,0.0,5.0,-1.3,3.7,0.406
28,0.0,5.0,-1.2,3.8,0.413
29,0.0,5.0,-1.1,3.9,0.438
30,0.0,5.0,-1.0,4.0,0.449
31,0.0,5.0,-0.9,4.1,0.457
32,0.0,5.0,-0.8,4.2,0.424
33,0.0,5.0,-0.7,4.3,0.421
34,0.0,5.0,-0.6,4.4,0.403
35,0.0,5.0,-0.5,4.5,0.407
36,0.0,5.0,-0.4,4.6,0.435
37,0.0,5.0,-0.3,4.7,0.433
38,0.0,5.0,-0.2,4.8,0.408
39,0.0,5.0,-0.1,4.9,0.384
40,0.0,5.0,0.0,5.0,0.354
41,0.0,5.0,0.1,5.1,0.367
42,0.0,5.0,0.2,5.2,0.352
43,0.0,5.0,0.3,5.3,0.37
44,0.0,5.0,0.4,5.4,0.324
45,0.0,5.0,0.5,5.5,0.327
46,0.0,5.0,0.6,5.6,0.317
47,0.0,5.0,0.7,5.7,0.322
48,0.0,5.0,0.8,5.8,0.315
49,0.0,5.0,0.9,5.9,0.296
50,0.0,5.0,1.0,6.0,0.31
51,0.0,5.0,1.1,6.1,0.3
52,0.0,5.0,1.2,6.2,0.277
53,0.0,5.0,1.3,6.3,0.281
54,0.0,5.0,1.4,6.4,0.267
55,0.0,5.0,1.5,6.5,0.265
56,0.0,5.0,1.6,6.6,0.275
57,0.0,5.0,1.7,6.7,0.27
58,0.0,5.0,1.8,6.8,0.234
59,0.0,5.0,1.9,6.9,0.233
60,0.0,5.0,2.0,7.0,0.227
61,0.0,5.0,2.1,7.1,0.246
62,0.0,5.0,2.2,7.2,0.232
63,0.0,5.0,2.3,7.3,0.232
64,0.0,5.0,2.4,7.4,0.221
65,0.0,5.0,2.5,7.5,0.23
66,0.0,5.0,2.6,7.6,0.244
67,0.0,5.0,2.7,7.7,0.206
68,0.0,5.0,2.8,7.8,0.224
69,0.0,5.0,2.9,7.9,0.229
70,0.0,5.0,3.0,8.0,0.217
71,0.0,5.0,3.1,8.1,0.218
72,0.0,5.0,3.2,8.2,0.203
73,0.0,5.0,3.3,8.3,0.208
74,0.0,5.0,3.4,8.4,0.193
75,0.0,5.0,3.5,8.5,0.195
76,0.0,5.0,3.6,8.6,0.207
77,0.0,5.0,3.7,8.7,0.183
78,0.0,5.0,3.8,8.8,0.2
79,0.0,5.0,3.9,8.9,0.174
80,0.0,5.0,4.0,9.0,0.144
81,0.0,5.0,4.1,9.1,0.179
82,0.0,5.0,4.2,9.2,0.181
83,0.0,5.0,4.3,9.3,0.182
84,0.0,5.0,4.4,9.4,0.164
85,0.0,5.0,4.5,9.5,0.153
86,0.0,5.0,4.6,9.6,0.141
87,0.0,5.0,4.7,9.7,0.149
88,0.0,5.0,4.8,9.8,0.149
89,0.0,5.0,4.9,9.9,0.132
90,0.0,5.0,5.0,10.0,0.14
91,0.0,5.0,5.1,10.1,0.136
92,0.0,5.0,5.2,10.2,0.146
93,0.0,5.0,5.3,10.3,0.137
94,0.0,5.0,5.4,10.4,0.119
95,0.0,5.0,5.5,10.5,0.141
96,0.0,5.0,5.6,10.6,0.139
97,0.0,5.0,5.7,10.7,0.118
98,0.0,5.0,5.8,10.8,0.108
99,0.0,5.0,5.9,10.9,0.14
100,0.0,5.0,6.0,11.0,0.113
101,0.0,5.0,6.1,11.1,0.122
102,0.0,5.0,6.2,11.2,0.108
103,0.0,5.0,6.3,11.3,0.127
104,0.0,5.0,6.4,11.4,0.111
105,0.0,5.0,6.5,11.5,0.119
106,0.0,5.0,6.6,11.6,0.121
107,0.0,5.0,6.7,11.7,0.094
108,0.0,5.0,6.8,11.8,0.105
109,0.0,5.0,6.9,11.9,0.104
110,0.0,5.0,7.0,12.0,0.094
111,0.0,5.0,7.1,12.1,0.098
112,0.0,5.0,7.2,12.2,0.105
113,0.0,5.0,7.3,12.3,0.111
114,0.0,5.0,7.4,12.4,0.098
115,0.0,5.0,7.5,12.5,0.115
116,0.0,5.0,7.6,12.6,0.106
117,0.0,5.0,7.7,12.7,0.099
118,0.0,5.0,7.8,12.8,0.107
119,0.0,5.0,7.9,12.9,0.101
120,0.0,5.0,8.0,13.0,0.104
121,0.0,5.0,8.1,13.1,0.09
122,0.0,5.0,8.2,13.2,0.077
123,0.0,5.0,8.3,13.3,0.109
124,0.0,5.0,8.4,13.4,0.1
125,0.0,5.0,8.5,13.5,0.105
126,0.0,5.0,8.6,13.6,0.102
127,0.0,5.0,8.7,13.7,0.091
128,0.0,5.0,8.8,13.8,0.087
129,0.0,5.0,8.9,13.9,0.098
130,0.0,5.0,9.0,14.0,0.099
131,0.0,5.0,9.1,14.1,0.089
132,0.0,5.0,9.2,14.2,0.112
133,0.0,5.0,9.3,14.3,0.102
134,0.0,5.0,9.4,14.4,0.097
135,0.0,5.0,9.5,14.5,0.086
136,0.0,5.0,9.6,14.6,0.128
137,0.0,5.0,9.7,14.7,0.096
138,0.0,5.0,9.8,14.8,0.08
139,0.0,5.0,9.9,14.9,0.1
140,0.0,5.0,10.0,15.0,0.102
141,0.1,5.1,-4.0,1.0,0.331
142,0.1,5.1,-3.9,1.1,0.312
143,0.1,5.1,-3.8,1.2000000000000002,0.312
144,0.1,5.1,-3.7,1.2999999999999998,0.294
145,0.1,5.1,-3.6,1.4,0.292
146,0.1,5.1,-3.5,1.5,0.325
147,0.1,5.1,-3.4,1.6,0.287
148,0.1,5.1,-3.3,1.7000000000000002,0.28
149,0.1,5.1,-3.2,1.7999999999999998,0.287
150,0.1,5.1,-3.1,1.9,0.303
151,0.1,5.1,-3.0,2.0,0.29
152,0.1,5.1,-2.9,2.1,0.307
153,0.1,5.1,-2.8,2.2,0.259
154,0.1,5.1,-2.7,2.3,0.295
155,0.1,5.1,-2.6,2.4,0.298
156,0.1,5.1,-2.5,2.5,0.297
157,0.1,5.1,-2.4,2.6,0.317
158,0.1,5.1,-2.3,2.7,0.32
159,0.1,5.1,-2.2,2.8,0.316
160,0.1,5.1,-2.1,2.9,0.347
161,0.1,5.1,-2.0,3.0,0.332
162,0.1,5.1,-1.9,3.1,0.337
163,0.1,5.1,-1.8,3.2,0.394
164,0.1,5.1,-1.7,3.3,0.397
165,0.1,5.1,-1.6,3.4,0.401
166,0.1,5.1,-1.5,3.5,0.406
167,0.1,5.1,-1.4,3.6,0.377
168,0.1,5.1,-1.3,3.7,0.407
169,0.1,5.1,-1.2,3.8,0.426
170,0.1,5.1,-1.1,3.9,0.428
171,0.1,5.1,-1.0,4.0,0.401
172,0.1,5.1,-0.9,4.1,0.405
173,0.1,5.1,-0.8,4.2,0.437
174,0.1,5.1,-0.7,4.3,0.414
175,0.1,5.1,-0.6,4.4,0.425
176,0.1,5.1,-0.5,4.5,0.412
177,0.1,5.1,-0.4,4.6,0.401
178,0.1,5.1,-0.3,4.7,0.39
179,0.1,5.1,-0.2,4.8,0.388
