,$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0,-4.0,2,-4.0,2,0.846
1,-4.0,2,-3.9,2,0.853
2,-4.0,2,-3.8,2,0.861
3,-4.0,2,-3.7,2,0.879
4,-4.0,2,-3.6,2,0.852
5,-4.0,2,-3.5,2,0.865
6,-4.0,2,-3.4,2,0.849
7,-4.0,2,-3.3,2,0.853
8,-4.0,2,-3.2,2,0.86
9,-4.0,2,-3.1,2,0.848
10,-4.0,2,-3.0,2,0.849
11,-4.0,2,-2.9,2,0.843
12,-4.0,2,-2.8,2,0.862
13,-4.0,2,-2.7,2,0.85
14,-4.0,2,-2.6,2,0.844
15,-4.0,2,-2.5,2,0.843
16,-4.0,2,-2.4,2,0.854
17,-4.0,2,-2.3,2,0.849
18,-4.0,2,-2.2,2,0.823
19,-4.0,2,-2.1,2,0.859
20,-4.0,2,-2.0,2,0.847
21,-4.0,2,-1.9,2,0.833
22,-4.0,2,-1.8,2,0.829
23,-4.0,2,-1.7,2,0.852
24,-4.0,2,-1.6,2,0.857
25,-4.0,2,-1.5,2,0.851
26,-4.0,2,-1.4,2,0.85
27,-4.0,2,-1.3,2,0.863
28,-4.0,2,-1.2,2,0.867
29,-4.0,2,-1.1,2,0.843
30,-4.0,2,-1.0,2,0.859
31,-4.0,2,-0.9,2,0.841
32,-4.0,2,-0.8,2,0.852
33,-4.0,2,-0.7,2,0.873
34,-4.0,2,-0.6,2,0.863
35,-4.0,2,-0.5,2,0.867
36,-4.0,2,-0.4,2,0.871
37,-4.0,2,-0.3,2,0.863
38,-4.0,2,-0.2,2,0.858
39,-4.0,2,-0.1,2,0.843
40,-3.9,2,-4.0,2,0.852
41,-3.9,2,-3.9,2,0.852
42,-3.9,2,-3.8,2,0.863
43,-3.9,2,-3.7,2,0.852
44,-3.9,2,-3.6,2,0.865
45,-3.9,2,-3.5,2,0.857
46,-3.9,2,-3.4,2,0.87
47,-3.9,2,-3.3,2,0.856
48,-3.9,2,-3.2,2,0.857
49,-3.9,2,-3.1,2,0.844
50,-3.9,2,-3.0,2,0.832
51,-3.9,2,-2.9,2,0.866
52,-3.9,2,-2.8,2,0.853
53,-3.9,2,-2.7,2,0.873
54,-3.9,2,-2.6,2,0.856
55,-3.9,2,-2.5,2,0.844
56,-3.9,2,-2.4,2,0.851
57,-3.9,2,-2.3,2,0.862
58,-3.9,2,-2.2,2,0.865
59,-3.9,2,-2.1,2,0.845
60,-3.9,2,-2.0,2,0.87
61,-3.9,2,-1.9,2,0.857
62,-3.9,2,-1.8,2,0.839
63,-3.9,2,-1.7,2,0.849
64,-3.9,2,-1.6,2,0.84
65,-3.9,2,-1.5,2,0.864
66,-3.9,2,-1.4,2,0.863
67,-3.9,2,-1.3,2,0.851
68,-3.9,2,-1.2,2,0.861
69,-3.9,2,-1.1,2,0.865
70,-3.9,2,-1.0,2,0.852
71,-3.9,2,-0.9,2,0.843
72,-3.9,2,-0.8,2,0.862
73,-3.9,2,-0.7,2,0.836
74,-3.9,2,-0.6,2,0.861
75,-3.9,2,-0.5,2,0.854
76,-3.9,2,-0.4,2,0.862
77,-3.9,2,-0.3,2,0.849
78,-3.9,2,-0.2,2,0.838
79,-3.9,2,-0.1,2,0.832
80,-3.8,2,-4.0,2,0.855
81,-3.8,2,-3.9,2,0.826
82,-3.8,2,-3.8,2,0.859
83,-3.8,2,-3.7,2,0.851
84,-3.8,2,-3.6,2,0.883
85,-3.8,2,-3.5,2,0.848
86,-3.8,2,-3.4,2,0.839
87,-3.8,2,-3.3,2,0.864
88,-3.8,2,-3.2,2,0.854
89,-3.8,2,-3.1,2,0.865
90,-3.8,2,-3.0,2,0.87
91,-3.8,2,-2.9,2,0.848
92,-3.8,2,-2.8,2,0.868
93,-3.8,2,-2.7,2,0.879
94,-3.8,2,-2.6,2,0.847
95,-3.8,2,-2.5,2,0.878
96,-3.8,2,-2.4,2,0.828
97,-3.8,2,-2.3,2,0.854
98,-3.8,2,-2.2,2,0.859
99,-3.8,2,-2.1,2,0.865
100,-3.8,2,-2.0,2,0.865
101,-3.8,2,-1.9,2,0.839
102,-3.8,2,-1.8,2,0.829
103,-3.8,2,-1.7,2,0.845
104,-3.8,2,-1.6,2,0.861
105,-3.8,2,-1.5,2,0.862
106,-3.8,2,-1.4,2,0.831
107,-3.8,2,-1.3,2,0.848
108,-3.8,2,-1.2,2,0.844
109,-3.8,2,-1.1,2,0.875
110,-3.8,2,-1.0,2,0.845
111,-3.8,2,-0.9,2,0.856
112,-3.8,2,-0.8,2,0.862
113,-3.8,2,-0.7,2,0.858
114,-3.8,2,-0.6,2,0.864
115,-3.8,2,-0.5,2,0.868
116,-3.8,2,-0.4,2,0.84
117,-3.8,2,-0.3,2,0.849
118,-3.8,2,-0.2,2,0.857
119,-3.8,2,-0.1,2,0.867
120,-3.7,2,-4.0,2,0.858
121,-3.7,2,-3.9,2,0.873
122,-3.7,2,-3.8,2,0.858
123,-3.7,2,-3.7,2,0.863
124,-3.7,2,-3.6,2,0.841
125,-3.7,2,-3.5,2,0.856
126,-3.7,2,-3.4,2,0.86
127,-3.7,2,-3.3,2,0.855
128,-3.7,2,-3.2,2,0.84
129,-3.7,2,-3.1,2,0.86
130,-3.7,2,-3.0,2,0.841
131,-3.7,2,-2.9,2,0.881
132,-3.7,2,-2.8,2,0.856
133,-3.7,2,-2.7,2,0.876
134,-3.7,2,-2.6,2,0.855
135,-3.7,2,-2.5,2,0.861
136,-3.7,2,-2.4,2,0.871
137,-3.7,2,-2.3,2,0.855
138,-3.7,2,-2.2,2,0.852
139,-3.7,2,-2.1,2,0.855
140,-3.7,2,-2.0,2,0.847
141,-3.7,2,-1.9,2,0.842
142,-3.7,2,-1.8,2,0.871
143,-3.7,2,-1.7,2,0.87
144,-3.7,2,-1.6,2,0.846
145,-3.7,2,-1.5,2,0.851
146,-3.7,2,-1.4,2,0.842
147,-3.7,2,-1.3,2,0.864
148,-3.7,2,-1.2,2,0.861
149,-3.7,2,-1.1,2,0.855
150,-3.7,2,-1.0,2,0.841
151,-3.7,2,-0.9,2,0.874
152,-3.7,2,-0.8,2,0.855
153,-3.7,2,-0.7,2,0.842
154,-3.7,2,-0.6,2,0.858
155,-3.7,2,-0.5,2,0.857
156,-3.7,2,-0.4,2,0.848
