$\mu_{x_1}$,$\mu_{x_2}$,$\mu_{h_1}$,$\mu_{h_2}$,success_rate
-4.0,2.0,-4.0,2.0,0.846
-3.5,2.0,-3.9,2.0,0.857
-1.0,2.0,-4.0,2.0,0.859
-1.5,2.0,-3.2,2.0,0.864
-0.5,2.0,-3.9,2.0,0.854
-3.5,2.0,-3.6,2.0,0.872
-2.5,2.0,-4.0,2.0,0.843
-3.0,2.0,-3.8,2.0,0.87
-3.9,2.0,-4.0,2.0,0.853
-1.4,2.0,-3.2,2.0,0.856
-3.4,2.0,-3.6,2.0,0.853
-0.9,2.0,-4.0,2.0,0.841
-3.4,2.0,-3.9,2.0,0.87
-2.4,2.0,-4.0,2.0,0.854
-2.9,2.0,-3.8,2.0,0.848
-0.4,2.0,-3.9,2.0,0.862
-3.8,2.0,-4.0,2.0,0.861
-1.3,2.0,-3.2,2.0,0.847
-3.3,2.0,-3.6,2.0,0.861
-0.8,2.0,-4.0,2.0,0.852
-3.3,2.0,-3.9,2.0,0.856
-2.3,2.0,-4.0,2.0,0.849
-0.3,2.0,-3.9,2.0,0.849
-2.8,2.0,-3.8,2.0,0.868
-3.7,2.0,-4.0,2.0,0.879
-3.2,2.0,-3.6,2.0,0.877
-1.2,2.0,-3.2,2.0,0.847
-0.7,2.0,-4.0,2.0,0.873
-2.2,2.0,-4.0,2.0,0.823
-3.2,2.0,-3.9,2.0,0.857
-2.7,2.0,-3.8,2.0,0.879
-0.2,2.0,-3.9,2.0,0.838
-3.6,2.0,-4.0,2.0,0.852
-1.1,2.0,-3.2,2.0,0.855
-0.6,2.0,-4.0,2.0,0.863
-3.1,2.0,-3.6,2.0,0.87
-2.1,2.0,-4.0,2.0,0.859
-3.1,2.0,-3.9,2.0,0.844
-2.6,2.0,-3.8,2.0,0.847
-0.1,2.0,-3.9,2.0,0.832
-3.5,2.0,-4.0,2.0,0.865
-1.0,2.0,-3.2,2.0,0.87
-3.0,2.0,-3.6,2.0,0.849
-0.5,2.0,-4.0,2.0,0.867
-2.0,2.0,-4.0,2.0,0.847
-3.0,2.0,-3.9,2.0,0.832
-2.5,2.0,-3.8,2.0,0.878
-4.0,2.0,-3.8,2.0,0.855
-3.4,2.0,-4.0,2.0,0.849
-2.9,2.0,-3.6,2.0,0.86
-0.4,2.0,-4.0,2.0,0.871
-0.9,2.0,-3.2,2.0,0.854
-1.9,2.0,-4.0,2.0,0.833
-2.4,2.0,-3.8,2.0,0.828
-2.9,2.0,-3.9,2.0,0.866
-3.9,2.0,-3.8,2.0,0.826
-3.3,2.0,-4.0,2.0,0.853
-0.3,2.0,-4.0,2.0,0.863
-2.8,2.0,-3.6,2.0,0.851
-0.8,2.0,-3.2,2.0,0.846
-1.8,2.0,-4.0,2.0,0.829
-2.3,2.0,-3.8,2.0,0.854
-3.8,2.0,-3.8,2.0,0.859
-2.8,2.0,-3.9,2.0,0.853
-3.2,2.0,-4.0,2.0,0.86
-2.7,2.0,-3.6,2.0,0.862
-0.2,2.0,-4.0,2.0,0.858
-0.7,2.0,-3.2,2.0,0.85
-1.7,2.0,-4.0,2.0,0.852
-3.7,2.0,-3.8,2.0,0.851
-2.2,2.0,-3.8,2.0,0.859
-2.7,2.0,-3.9,2.0,0.873
-3.1,2.0,-4.0,2.0,0.848
-0.1,2.0,-4.0,2.0,0.843
-2.6,2.0,-3.6,2.0,0.861
-0.6,2.0,-3.2,2.0,0.845
-1.6,2.0,-4.0,2.0,0.857
-3.6,2.0,-3.8,2.0,0.883
-2.6,2.0,-3.9,2.0,0.856
-2.1,2.0,-3.8,2.0,0.865
-3.0,2.0,-4.0,2.0,0.849
-4.0,2.0,-3.9,2.0,0.852
-2.5,2.0,-3.6,2.0,0.862
-0.5,2.0,-3.2,2.0,0.869
-1.5,2.0,-4.0,2.0,0.851
-3.5,2.0,-3.8,2.0,0.848
-2.5,2.0,-3.9,2.0,0.844
-2.0,2.0,-3.8,2.0,0.865
-2.9,2.0,-4.0,2.0,0.843
-3.9,2.0,-3.9,2.0,0.852
-2.4,2.0,-3.6,2.0,0.85
-0.4,2.0,-3.2,2.0,0.858
-1.4,2.0,-4.0,2.0,0.85
-3.4,2.0,-3.8,2.0,0.839
-2.4,2.0,-3.9,2.0,0.851
-1.9,2.0,-3.8,2.0,0.839
-2.8,2.0,-4.0,2.0,0.862
-3.8,2.0,-3.9,2.0,0.863
-2.3,2.0,-3.6,2.0,0.831
-0.3,2.0,-3.2,2.0,0.831
-1.3,2.0,-4.0,2.0,0.863
-3.3,2.0,-3.8,2.0,0.864
-2.3,2.0,-3.9,2.0,0.862
-1.8,2.0,-3.8,2.0,0.829
-2.7,2.0,-4.0,2.0,0.85
-3.7,2.0,-3.9,2.0,0.852
-2.2,2.0,-3.6,2.0,0.842
-0.2,2.0,-3.2,2.0,0.855
-1.2,2.0,-4.0,2.0,0.867
-2.2,2.0,-3.9,2.0,0.865
-3.2,2.0,-3.8,2.0,0.854
-1.7,2.0,-3.8,2.0,0.845
-2.6,2.0,-4.0,2.0,0.844
-3.6,2.0,-3.9,2.0,0.865
-2.1,2.0,-3.6,2.0,0.84
-0.1,2.0,-3.2,2.0,0.855
-1.1,2.0,-4.0,2.0,0.843
-2.1,2.0,-3.9,2.0,0.845
-3.1,2.0,-3.8,2.0,0.865
-1.6,2.0,-3.8,2.0,0.861
-2.0,2.0,-3.0,2.0,0.835
-3.0,2.0,-2.9,2.0,0.851
-1.5,2.0,-2.6,2.0,0.84
