,sigh,sigx,success_rate
467,0.16,2.52,0.523
468,0.16,2.56,0.515
469,0.16,2.6,0.493
470,0.16,2.64,0.462
471,0.16,2.68,0.464
472,0.16,2.72,0.47
473,0.16,2.76,0.464
474,0.16,2.8,0.472
475,0.16,2.84,0.457
476,0.16,2.88,0.468
477,0.16,2.92,0.475
478,0.16,2.96,0.468
479,0.16,3.0,0.425
480,0.16,3.04,0.434
481,0.16,3.08,0.459
482,0.16,3.12,0.462
483,0.16,3.16,0.412
484,0.16,3.2,0.433
485,0.16,3.24,0.427
486,0.16,3.28,0.416
487,0.16,3.32,0.428
488,0.16,3.36,0.425
489,0.16,3.4,0.435
490,0.16,3.44,0.377
491,0.16,3.48,0.432
492,0.16,3.52,0.388
493,0.16,3.56,0.392
494,0.16,3.6,0.41
495,0.16,3.64,0.386
496,0.16,3.68,0.381
497,0.16,3.72,0.372
498,0.16,3.76,0.392
499,0.16,3.8,0.385
500,0.16,3.84,0.392
501,0.16,3.88,0.373
502,0.16,3.92,0.361
503,0.16,3.96,0.366
504,0.16,4.0,0.366
505,0.2,0.0,0.088
506,0.2,0.04,0.178
507,0.2,0.08,0.269
508,0.2,0.12,0.377
509,0.2,0.16,0.476
510,0.2,0.2,0.577
511,0.2,0.24,0.649
512,0.2,0.28,0.704
513,0.2,0.32,0.738
514,0.2,0.36,0.753
515,0.2,0.4,0.797
516,0.2,0.44,0.801
517,0.2,0.48,0.834
518,0.2,0.52,0.818
519,0.2,0.56,0.826
520,0.2,0.6,0.828
521,0.2,0.64,0.835
522,0.2,0.68,0.842
523,0.2,0.72,0.841
524,0.2,0.76,0.875
525,0.2,0.8,0.851
526,0.2,0.84,0.848
527,0.2,0.88,0.862
528,0.2,0.92,0.842
529,0.2,0.96,0.88
530,0.2,1.0,0.85
531,0.2,1.04,0.853
532,0.2,1.08,0.85
533,0.2,1.12,0.839
534,0.2,1.16,0.827
535,0.2,1.2,0.816
536,0.2,1.24,0.813
537,0.2,1.28,0.821
538,0.2,1.32,0.807
539,0.2,1.36,0.799
540,0.2,1.4,0.801
541,0.2,1.44,0.801
542,0.2,1.48,0.747
543,0.2,1.52,0.744
544,0.2,1.56,0.713
545,0.2,1.6,0.705
546,0.2,1.64,0.708
547,0.2,1.68,0.695
548,0.2,1.72,0.705
549,0.2,1.76,0.682
550,0.2,1.8,0.675
551,0.2,1.84,0.66
552,0.2,1.88,0.633
553,0.2,1.92,0.661
554,0.2,1.96,0.614
555,0.2,2.0,0.605
556,0.2,2.04,0.568
557,0.2,2.08,0.608
558,0.2,2.12,0.596
559,0.2,2.16,0.575
560,0.2,2.2,0.579
561,0.2,2.24,0.568
562,0.2,2.28,0.558
563,0.2,2.32,0.564
564,0.2,2.36,0.52
565,0.2,2.4,0.513
566,0.2,2.44,0.53
567,0.2,2.48,0.546
568,0.2,2.52,0.506
569,0.2,2.56,0.505
570,0.2,2.6,0.492
571,0.2,2.64,0.486
572,0.2,2.68,0.457
573,0.2,2.72,0.484
574,0.2,2.76,0.51
575,0.2,2.8,0.48
576,0.2,2.84,0.476
577,0.2,2.88,0.46
578,0.2,2.92,0.48
579,0.2,2.96,0.458
580,0.2,3.0,0.451
581,0.2,3.04,0.437
582,0.2,3.08,0.428
583,0.2,3.12,0.461
584,0.2,3.16,0.469
585,0.2,3.2,0.438
586,0.2,3.24,0.434
587,0.2,3.28,0.441
588,0.2,3.32,0.418
589,0.2,3.36,0.404
590,0.2,3.4,0.402
591,0.2,3.44,0.429
592,0.2,3.48,0.397
593,0.2,3.52,0.403
594,0.2,3.56,0.39
595,0.2,3.6,0.378
596,0.2,3.64,0.426
597,0.2,3.68,0.393
598,0.2,3.72,0.406
599,0.2,3.76,0.392
600,0.2,3.8,0.387
601,0.2,3.84,0.389
602,0.2,3.88,0.385
603,0.2,3.92,0.392
604,0.2,3.96,0.39
605,0.2,4.0,0.383
606,0.24,0.0,0.103
607,0.24,0.04,0.204
608,0.24,0.08,0.266
609,0.24,0.12,0.389
610,0.24,0.16,0.457
611,0.24,0.2,0.559
612,0.24,0.24,0.648
613,0.24,0.28,0.677
614,0.24,0.32,0.723
615,0.24,0.36,0.748
616,0.24,0.4,0.781
617,0.24,0.44,0.771
618,0.24,0.48,0.822
619,0.24,0.52,0.805
620,0.24,0.56,0.806
621,0.24,0.6,0.816
622,0.24,0.64,0.848
623,0.24,0.68,0.839
624,0.24,0.72,0.849
625,0.24,0.76,0.829
626,0.24,0.8,0.84
627,0.24,0.84,0.865
628,0.24,0.88,0.842
629,0.24,0.92,0.854
630,0.24,0.96,0.851
631,0.24,1.0,0.862
632,0.24,1.04,0.86
633,0.24,1.08,0.849
634,0.24,1.12,0.85
635,0.24,1.16,0.85
636,0.24,1.2,0.839
637,0.24,1.24,0.832
638,0.24,1.28,0.82
639,0.24,1.32,0.822
640,0.24,1.36,0.822
641,0.24,1.4,0.78
642,0.24,1.44,0.799
643,0.24,1.48,0.78
644,0.24,1.52,0.765
645,0.24,1.56,0.76
646,0.24,1.6,0.75
647,0.24,1.64,0.746
648,0.24,1.68,0.71
649,0.24,1.72,0.724
650,0.24,1.76,0.669
651,0.24,1.8,0.704
652,0.24,1.84,0.69
653,0.24,1.88,0.688
654,0.24,1.92,0.63
655,0.24,1.96,0.635
656,0.24,2.0,0.65
657,0.24,2.04,0.604
658,0.24,2.08,0.612
659,0.24,2.12,0.605
660,0.24,2.16,0.577
661,0.24,2.2,0.614
662,0.24,2.24,0.564
663,0.24,2.28,0.553
664,0.24,2.32,0.553
665,0.24,2.36,0.557
666,0.24,2.4,0.55
667,0.24,2.44,0.525
668,0.24,2.48,0.528
669,0.24,2.52,0.523
670,0.24,2.56,0.542
671,0.24,2.6,0.525
672,0.24,2.64,0.542
673,0.24,2.68,0.501
674,0.24,2.72,0.522
675,0.24,2.76,0.499
676,0.24,2.8,0.52
677,0.24,2.84,0.48
678,0.24,2.88,0.468
679,0.24,2.92,0.454
680,0.24,2.96,0.436
681,0.24,3.0,0.458
682,0.24,3.04,0.495
683,0.24,3.08,0.442
684,0.24,3.12,0.465
685,0.24,3.16,0.442
686,0.24,3.2,0.457
687,0.24,3.24,0.436
688,0.24,3.28,0.437
689,0.24,3.32,0.427
690,0.24,3.36,0.441
691,0.24,3.4,0.434
692,0.24,3.44,0.447
693,0.24,3.48,0.404
694,0.24,3.52,0.42
695,0.24,3.56,0.419
696,0.24,3.6,0.437
697,0.24,3.64,0.411
698,0.24,3.68,0.4
699,0.24,3.72,0.404
700,0.24,3.76,0.38
701,0.24,3.8,0.4
702,0.24,3.84,0.419
703,0.24,3.88,0.418
704,0.24,3.92,0.377
705,0.24,3.96,0.373
706,0.24,4.0,0.429
707,0.28,0.0,0.117
708,0.28,0.04,0.159
709,0.28,0.08,0.27
710,0.28,0.12,0.377
711,0.28,0.16,0.51
712,0.28,0.2,0.544
713,0.28,0.24,0.641
714,0.28,0.28,0.673
715,0.28,0.32,0.743
716,0.28,0.36,0.741
717,0.28,0.4,0.788
718,0.28,0.44,0.763
719,0.28,0.48,0.817
720,0.28,0.52,0.81
721,0.28,0.56,0.805
722,0.28,0.6,0.812
723,0.28,0.64,0.847
724,0.28,0.68,0.842
725,0.28,0.72,0.833
726,0.28,0.76,0.859
727,0.28,0.8,0.864
728,0.28,0.84,0.865
729,0.28,0.88,0.86
730,0.28,0.92,0.851
731,0.28,0.96,0.86
732,0.28,1.0,0.852
733,0.28,1.04,0.86
734,0.28,1.08,0.845
735,0.28,1.12,0.864
736,0.28,1.16,0.838
737,0.28,1.2,0.838
738,0.28,1.24,0.828
739,0.28,1.28,0.823
740,0.28,1.32,0.825
741,0.28,1.36,0.82
742,0.28,1.4,0.801
743,0.28,1.44,0.789
744,0.28,1.48,0.781
745,0.28,1.52,0.787
746,0.28,1.56,0.756
747,0.28,1.6,0.762
748,0.28,1.64,0.739
749,0.28,1.68,0.746
750,0.28,1.72,0.737
751,0.28,1.76,0.724
752,0.28,1.8,0.706
753,0.28,1.84,0.692
754,0.28,1.88,0.678
755,0.28,1.92,0.671
756,0.28,1.96,0.658
757,0.28,2.0,0.643
758,0.28,2.04,0.631
759,0.28,2.08,0.615
760,0.28,2.12,0.614
761,0.28,2.16,0.603
762,0.28,2.2,0.61
763,0.28,2.24,0.59
764,0.28,2.28,0.614
765,0.28,2.32,0.579
766,0.28,2.36,0.579
767,0.28,2.4,0.55
768,0.28,2.44,0.58
769,0.28,2.48,0.546
770,0.28,2.52,0.533
771,0.28,2.56,0.538
772,0.28,2.6,0.495
773,0.28,2.64,0.539
774,0.28,2.68,0.516
775,0.28,2.72,0.538
776,0.28,2.76,0.488
777,0.28,2.8,0.517
778,0.28,2.84,0.505
779,0.28,2.88,0.501
780,0.28,2.92,0.493
781,0.28,2.96,0.466
782,0.28,3.0,0.488
783,0.28,3.04,0.459
784,0.28,3.08,0.471
785,0.28,3.12,0.419
786,0.28,3.16,0.425
787,0.28,3.2,0.429
788,0.28,3.24,0.493
789,0.28,3.28,0.445
790,0.28,3.32,0.445
791,0.28,3.36,0.422
792,0.28,3.4,0.423
793,0.28,3.44,0.441
794,0.28,3.48,0.45
795,0.28,3.52,0.42
796,0.28,3.56,0.412
797,0.28,3.6,0.437
798,0.28,3.64,0.418
799,0.28,3.68,0.417
800,0.28,3.72,0.441
801,0.28,3.76,0.405
802,0.28,3.8,0.411
803,0.28,3.84,0.376
804,0.28,3.88,0.424
805,0.28,3.92,0.402
806,0.28,3.96,0.412
807,0.28,4.0,0.373
808,0.32,0.0,0.098
809,0.32,0.04,0.189
810,0.32,0.08,0.31
811,0.32,0.12,0.42
812,0.32,0.16,0.476
813,0.32,0.2,0.522
814,0.32,0.24,0.599
815,0.32,0.28,0.676
816,0.32,0.32,0.688
817,0.32,0.36,0.735
818,0.32,0.4,0.748
819,0.32,0.44,0.775
820,0.32,0.48,0.782
821,0.32,0.52,0.792
822,0.32,0.56,0.836
823,0.32,0.6,0.835
824,0.32,0.64,0.81
825,0.32,0.68,0.844
826,0.32,0.72,0.846
827,0.32,0.76,0.824
828,0.32,0.8,0.852
829,0.32,0.84,0.85
830,0.32,0.88,0.845
831,0.32,0.92,0.845
832,0.32,0.96,0.853
833,0.32,1.0,0.851
834,0.32,1.04,0.864
835,0.32,1.08,0.846
836,0.32,1.12,0.86
837,0.32,1.16,0.857
838,0.32,1.2,0.834
839,0.32,1.24,0.857
840,0.32,1.28,0.835
841,0.32,1.32,0.836
842,0.32,1.36,0.843
843,0.32,1.4,0.82
844,0.32,1.44,0.818
845,0.32,1.48,0.803
846,0.32,1.52,0.781
847,0.32,1.56,0.771
848,0.32,1.6,0.786
849,0.32,1.64,0.76
850,0.32,1.68,0.752
851,0.32,1.72,0.708
852,0.32,1.76,0.709
853,0.32,1.8,0.707
854,0.32,1.84,0.681
855,0.32,1.88,0.68
856,0.32,1.92,0.701
857,0.32,1.96,0.695
858,0.32,2.0,0.674
859,0.32,2.04,0.626
860,0.32,2.08,0.62
861,0.32,2.12,0.672
862,0.32,2.16,0.63
863,0.32,2.2,0.626
864,0.32,2.24,0.602
865,0.32,2.28,0.601
866,0.32,2.32,0.612
867,0.32,2.36,0.593
868,0.32,2.4,0.584
869,0.32,2.44,0.59
870,0.32,2.48,0.559
871,0.32,2.52,0.532
872,0.32,2.56,0.553
873,0.32,2.6,0.548
874,0.32,2.64,0.533
875,0.32,2.68,0.501
876,0.32,2.72,0.544
877,0.32,2.76,0.527
878,0.32,2.8,0.511
879,0.32,2.84,0.532
880,0.32,2.88,0.552
881,0.32,2.92,0.5
882,0.32,2.96,0.51
883,0.32,3.0,0.494
884,0.32,3.04,0.48
885,0.32,3.08,0.5
886,0.32,3.12,0.44
887,0.32,3.16,0.473
888,0.32,3.2,0.456
889,0.32,3.24,0.476
890,0.32,3.28,0.459
891,0.32,3.32,0.494
892,0.32,3.36,0.437
893,0.32,3.4,0.456
894,0.32,3.44,0.459
895,0.32,3.48,0.468
896,0.32,3.52,0.46
897,0.32,3.56,0.439
898,0.32,3.6,0.407
899,0.32,3.64,0.413
900,0.32,3.68,0.421
901,0.32,3.72,0.4
902,0.32,3.76,0.406
903,0.32,3.8,0.448
904,0.32,3.84,0.432
905,0.32,3.88,0.408
906,0.32,3.92,0.427
907,0.32,3.96,0.401
908,0.32,4.0,0.404
909,0.36,0.0,0.092
910,0.36,0.04,0.188
911,0.36,0.08,0.29
912,0.36,0.12,0.423
913,0.36,0.16,0.516
914,0.36,0.2,0.557
915,0.36,0.24,0.606
916,0.36,0.28,0.656
917,0.36,0.32,0.698
918,0.36,0.36,0.727
919,0.36,0.4,0.782
920,0.36,0.44,0.759
921,0.36,0.48,0.788
922,0.36,0.52,0.802
923,0.36,0.56,0.83
924,0.36,0.6,0.828
925,0.36,0.64,0.848
926,0.36,0.68,0.833
927,0.36,0.72,0.831
928,0.36,0.76,0.85
929,0.36,0.8,0.859
930,0.36,0.84,0.852
931,0.36,0.88,0.836
932,0.36,0.92,0.833
933,0.36,0.96,0.865
934,0.36,1.0,0.855
935,0.36,1.04,0.842
936,0.36,1.08,0.873
937,0.36,1.12,0.857
938,0.36,1.16,0.843
939,0.36,1.2,0.87
940,0.36,1.24,0.854
941,0.36,1.28,0.86
942,0.36,1.32,0.841
943,0.36,1.36,0.849
944,0.36,1.4,0.816
945,0.36,1.44,0.816
946,0.36,1.48,0.808
947,0.36,1.52,0.805
948,0.36,1.56,0.795
949,0.36,1.6,0.783
950,0.36,1.64,0.781
951,0.36,1.68,0.76
952,0.36,1.72,0.755
953,0.36,1.76,0.749
954,0.36,1.8,0.729
955,0.36,1.84,0.711
956,0.36,1.88,0.702
957,0.36,1.92,0.686
958,0.36,1.96,0.681
959,0.36,2.0,0.676
960,0.36,2.04,0.67
961,0.36,2.08,0.687
962,0.36,2.12,0.637
963,0.36,2.16,0.644
964,0.36,2.2,0.609
965,0.36,2.24,0.635
966,0.36,2.28,0.645
967,0.36,2.32,0.606
968,0.36,2.36,0.606
969,0.36,2.4,0.604
970,0.36,2.44,0.571
971,0.36,2.48,0.569
972,0.36,2.52,0.56
973,0.36,2.56,0.556
974,0.36,2.6,0.55
975,0.36,2.64,0.538
976,0.36,2.68,0.541
977,0.36,2.72,0.534
978,0.36,2.76,0.532
979,0.36,2.8,0.549
980,0.36,2.84,0.504
981,0.36,2.88,0.498
982,0.36,2.92,0.529
983,0.36,2.96,0.499
984,0.36,3.0,0.501
985,0.36,3.04,0.492
986,0.36,3.08,0.534
987,0.36,3.12,0.465
988,0.36,3.16,0.47
989,0.36,3.2,0.48
990,0.36,3.24,0.457
991,0.36,3.28,0.444
992,0.36,3.32,0.468
993,0.36,3.36,0.457
994,0.36,3.4,0.46
995,0.36,3.44,0.466
