nop,$\mu_{m}$,success_rate,avg_pvalue,Wrong_ranking_cost_without_no,Wrong_ranking_cost_with_no_proportion
2,500,0.835,0.049261658441643735,0.0955,0.025
2,520,0.833,0.04336724850600916,0.0965,0.027
2,540,0.855,0.03850352482464222,0.0795,0.013
2,560,0.866,0.03618152114171877,0.0775,0.02
2,580,0.869,0.03776398144728273,0.074,0.015
2,600,0.869,0.03721619042309446,0.075,0.017
2,620,0.863,0.03334483903276489,0.0785,0.019
2,640,0.867,0.03274296947822749,0.075,0.017
2,660,0.862,0.03967506240380189,0.0805,0.021
2,680,0.89,0.037758938242087335,0.0655,0.016
2,700,0.863,0.030635256108832908,0.076,0.013
2,720,0.879,0.0406667289576573,0.0685,0.016
2,740,0.886,0.02930613491741656,0.064,0.007
2,760,0.892,0.027482876169543674,0.063,0.016
2,780,0.901,0.03631056457824101,0.056,0.012
2,800,0.879,0.04352641735228422,0.0695,0.017
2,820,0.891,0.03105444915990624,0.064,0.017
2,840,0.907,0.03066206571559295,0.054,0.012
2,860,0.906,0.03816251029932487,0.0535,0.011
2,880,0.912,0.02564838162100376,0.0485,0.009
2,900,0.916,0.033507605592750074,0.053,0.022
2,920,0.917,0.026924745790957997,0.047,0.01
2,940,0.911,0.032450679473775675,0.0515,0.013
2,960,0.908,0.037142403567758484,0.052,0.011
2,980,0.89,0.03854985760729848,0.066,0.02
2,1000,0.903,0.03478707878794182,0.056,0.015
2,1020,0.906,0.0338024170226723,0.0545,0.015
2,1040,0.905,0.027427232055475027,0.0555,0.015
2,1060,0.918,0.025197053787106707,0.049,0.014
2,1080,0.917,0.028698099019606974,0.051,0.018
2,1100,0.915,0.029469232878707178,0.0485,0.012
2,1120,0.916,0.02933638693791308,0.048,0.011
2,1140,0.913,0.028909548244258083,0.051,0.012
2,1160,0.927,0.031561833311111454,0.048,0.022
2,1180,0.923,0.03242827260514094,0.046,0.015
2,1200,0.935,0.027546741091458916,0.0365,0.009
2,1220,0.916,0.02313364652913631,0.0495,0.014
2,1240,0.93,0.024976051311240775,0.0425,0.014
2,1260,0.931,0.026328724590647078,0.04,0.01
2,1280,0.926,0.022684878425499776,0.042,0.01
2,1300,0.937,0.024787394278606732,0.036,0.008
2,1320,0.946,0.02960378606293072,0.0375,0.019
2,1340,0.928,0.023181385185588408,0.041,0.009
2,1360,0.932,0.032409594515738674,0.0395,0.01
2,1380,0.934,0.025710773568257655,0.0395,0.012
2,1400,0.943,0.029790966052648638,0.0395,0.021
2,1420,0.945,0.023562159790666098,0.0325,0.008
2,1440,0.923,0.03137121424393229,0.0465,0.015
2,1460,0.939,0.026628828204509115,0.037,0.012
2,1480,0.946,0.019015302774511363,0.0335,0.01
2,1500,0.923,0.031041553507824417,0.0485,0.019
2,1520,0.937,0.020929638409772012,0.0375,0.011
2,1540,0.939,0.02050878388963366,0.0355,0.008
2,1560,0.934,0.03177742633164222,0.0395,0.013
2,1580,0.945,0.02610100343505044,0.034,0.013
2,1600,0.944,0.025243841130151032,0.0355,0.014
2,1620,0.953,0.016204636092057547,0.0295,0.01
2,1640,0.95,0.028086052264249952,0.0345,0.017
2,1660,0.954,0.025461199898077384,0.0305,0.013
