nop,$\mu_{m}$,success_rate,avg_pvalue,Wrong_ranking_cost_without_no,Wrong_ranking_cost_with_no_proportion
20,1340,0.93,0.11465507233135215,0.012531578947368277,0.012499999999999902
20,1360,0.948,0.10111897181334349,0.011742105263157745,0.011686842105263029
20,1380,0.943,0.11582991714826031,0.012084210526315623,0.01206315789473671
20,1400,0.947,0.10469739860948733,0.011657894736841961,0.011586842105263052
20,1420,0.948,0.10673484301493288,0.01156842105263144,0.011586842105263048
20,1440,0.939,0.11349139716054163,0.011378947368420902,0.011376315789473554
20,1460,0.937,0.11568903654204449,0.011894736842105118,0.011876315789473572
20,1480,0.96,0.10253759079022484,0.011468421052631447,0.011476315789473576
20,1500,0.93,0.1193108478682782,0.011757894736841948,0.01176052631578935
20,1520,0.952,0.1005084448023296,0.011426315789473538,0.011413157894736724
20,1540,0.939,0.1154739962435754,0.011415789473684065,0.011378947368420936
20,1560,0.943,0.11313750437878513,0.010994736842105108,0.010957894736841983
20,1580,0.943,0.10597394267828752,0.01055263157894724,0.010531578947368326
20,1600,0.953,0.0960966445301508,0.010947368421052492,0.01094736842105251
20,1620,0.953,0.10800801226411601,0.011147368421052488,0.011165789473684093
20,1640,0.954,0.08882691976710688,0.011342105263157742,0.01130263157894724
20,1660,0.94,0.10541249514458396,0.010757894736841965,0.010781578947368304
20,1680,0.958,0.10514124602723626,0.010847368421052482,0.010857894736841992
20,1700,0.943,0.09368271338406885,0.010757894736841972,0.01071315789473673
20,1720,0.955,0.09903441213261034,0.01037368421052618,0.010378947368420937
20,1740,0.962,0.0929400860671263,0.010378947368420927,0.010360526315789365
20,1760,0.946,0.10854457935401421,0.011115789473684077,0.011142105263157783
20,1780,0.956,0.08957044383634152,0.010110526315789342,0.010149999999999885
20,1800,0.958,0.0908087396522587,0.010263157894736702,0.010271052631578832
20,1820,0.938,0.10661621334944502,0.010552631578947234,0.010521052631578834
20,1840,0.932,0.09954238858055246,0.010536842105263036,0.010568421052631475
20,1860,0.949,0.09289681892498708,0.01037368421052619,0.010386842105263056
20,1880,0.945,0.09678116074210798,0.010447368421052514,0.010457894736842001
20,1900,0.947,0.09807451757466482,0.010610526315789343,0.01057631578947358
20,1920,0.953,0.10839282810019714,0.009799999999999887,0.009826315789473584
20,1940,0.964,0.08577402733328662,0.009689473684210411,0.00967631578947359
20,1960,0.969,0.08486899856207486,0.009636842105263046,0.009652631578947276
20,1980,0.945,0.10551049119123035,0.010178947368420918,0.010155263157894624
