$\mu_{x_1}$,$\mu_{x_2}$,$\mu_{h_1}$,$\mu_{h_2}$,success_rate
-3.6,2.0,-4.0,2.0,0.852
-3.8,2.0,-3.9,2.0,0.868
-3.7,2.0,-4.0,2.0,0.854
-3.6,2.0,-3.9,2.0,0.872
-3.7,2.0,-3.8,2.0,0.879
-4.0,2.0,-3.9,2.0,0.874
-4.0,2.0,-4.0,2.0,0.862
-4.0,2.0,-3.6,2.0,0.871
-3.8,2.0,-3.6,2.0,0.874
-3.7,2.0,-3.7,2.0,0.854
-3.6,2.0,-3.7,2.0,0.893
-3.7,2.0,-3.6,2.0,0.863
-3.6,2.0,-3.6,2.0,0.862
