$\mu_{h}$,$\mu_{x}$,success_rate
0.08,-0.64,0.95
0.08,-0.56,0.947
0.08,-0.48,0.957
0.08,-0.4,0.956
0.08,-0.32,0.964
0.08,-0.24,0.967
0.08,-0.16,0.963
0.08,-0.08,0.961
0.08,0.0,0.964
0.08,0.08,0.943
0.08,0.16,0.951
0.08,0.24,0.948
0.08,0.32,0.967
0.08,0.4,0.948
0.08,0.48,0.965
0.08,0.56,0.955
0.08,0.64,0.961
0.08,0.72,0.952
0.08,0.8,0.948
0.08,0.88,0.945
0.08,0.96,0.953
0.08,1.04,0.948
0.08,1.12,0.942
0.08,1.2,0.932
0.08,1.28,0.937
0.08,1.36,0.925
0.08,1.44,0.934
0.08,1.52,0.919
0.08,1.6,0.923
0.08,1.68,0.909
0.08,1.76,0.904
0.08,1.84,0.891
0.08,1.92,0.911
0.08,2.0,0.888
0.08,2.08,0.899
0.08,2.16,0.872
0.08,2.24,0.869
0.08,2.32,0.841
0.08,2.4,0.835
0.08,2.48,0.837
0.08,2.56,0.835
0.08,2.64,0.79
0.08,2.72,0.818
0.08,2.8,0.792
0.08,2.88,0.765
0.08,2.96,0.76
0.08,3.04,0.751
0.08,3.12,0.721
0.08,3.2,0.709
0.08,3.28,0.707
0.08,3.36,0.673
0.08,3.44,0.667
0.08,3.52,0.67
0.08,3.6,0.633
0.08,3.68,0.606
0.08,3.76,0.609
0.08,3.84,0.596
0.08,3.92,0.565
0.08,4.0,0.59
0.16,-4.0,0.535
0.16,-3.92,0.577
0.16,-3.84,0.559
0.16,-3.76,0.598
0.16,-3.68,0.569
0.16,-3.6,0.632
0.16,-3.52,0.647
0.16,-3.44,0.61
0.16,-3.36,0.611
0.16,-3.28,0.661
0.16,-3.2,0.666
0.16,-3.12,0.699
0.16,-3.04,0.723
0.16,-2.96,0.695
0.16,-2.88,0.707
0.16,-2.8,0.762
0.16,-2.72,0.762
0.16,-2.64,0.744
0.16,-2.56,0.793
0.16,-2.48,0.812
0.16,-2.4,0.832
0.16,-2.32,0.838
0.16,-2.24,0.841
0.16,-2.16,0.849
0.16,-2.08,0.865
0.16,-2.0,0.873
0.16,-1.92,0.874
0.16,-1.84,0.87
0.16,-1.76,0.877
0.16,-1.68,0.883
0.16,-1.6,0.893
0.16,-1.52,0.91
0.16,-1.44,0.921
0.16,-1.36,0.93
0.16,-1.28,0.935
0.16,-1.2,0.94
0.16,-1.12,0.931
0.16,-1.04,0.939
0.16,-0.96,0.938
0.16,-0.88,0.945
0.16,-0.8,0.946
0.16,-0.72,0.958
0.16,-0.64,0.948
0.16,-0.56,0.95
0.16,-0.48,0.956
0.16,-0.4,0.957
0.16,-0.32,0.947
0.16,-0.24,0.961
0.16,-0.16,0.969
0.16,-0.08,0.95
0.16,0.0,0.961
0.16,0.08,0.964
0.16,0.16,0.943
0.16,0.24,0.951
0.16,0.32,0.948
0.16,0.4,0.967
0.16,0.48,0.948
0.16,0.56,0.965
0.16,0.64,0.955
0.16,0.72,0.961
0.16,0.8,0.952
0.16,0.88,0.948
0.16,0.96,0.945
0.16,1.04,0.953
0.16,1.12,0.948
0.16,1.2,0.942
0.16,1.28,0.932
0.16,1.36,0.937
0.16,1.44,0.925
0.16,1.52,0.934
0.16,1.6,0.919
0.16,1.68,0.923
0.16,1.76,0.933
0.16,1.84,0.891
0.16,1.92,0.894
0.16,2.0,0.911
0.16,2.08,0.886
0.16,2.16,0.88
0.16,2.24,0.877
0.16,2.32,0.865
0.16,2.4,0.876
0.16,2.48,0.836
0.16,2.56,0.837
0.16,2.64,0.835
0.16,2.72,0.795
0.16,2.8,0.818
0.16,2.88,0.783
0.16,2.96,0.765
0.16,3.04,0.745
0.16,3.12,0.751
0.16,3.2,0.712
0.16,3.28,0.707
0.16,3.36,0.692
0.16,3.44,0.673
0.16,3.52,0.675
0.16,3.6,0.67
0.16,3.68,0.631
0.16,3.76,0.648
0.16,3.84,0.593
0.16,3.92,0.591
0.16,4.0,0.565
0.24,-4.0,0.554
0.24,-3.92,0.535
0.24,-3.84,0.577
0.24,-3.76,0.559
0.24,-3.68,0.598
0.24,-3.6,0.569
0.24,-3.52,0.632
0.24,-3.44,0.647
0.24,-3.36,0.61
0.24,-3.28,0.611
0.24,-3.2,0.661
0.24,-3.12,0.666
0.24,-3.04,0.699
0.24,-2.96,0.723
0.24,-2.88,0.695
0.24,-2.8,0.707
0.24,-2.72,0.762
0.24,-2.64,0.762
0.24,-2.56,0.744
0.24,-2.48,0.793
0.24,-2.4,0.812
0.24,-2.32,0.814
0.24,-2.24,0.814
0.24,-2.16,0.828
0.24,-2.08,0.85
0.24,-2.0,0.846
0.24,-1.92,0.862
0.24,-1.84,0.882
0.24,-1.76,0.871
0.24,-1.68,0.888
0.24,-1.6,0.883
0.24,-1.52,0.908
0.24,-1.44,0.91
0.24,-1.36,0.907
0.24,-1.28,0.912
0.24,-1.2,0.926
0.24,-1.12,0.921
0.24,-1.04,0.931
0.24,-0.96,0.939
0.24,-0.88,0.931
0.24,-0.8,0.945
0.24,-0.72,0.943
0.24,-0.64,0.951
0.24,-0.56,0.945
0.24,-0.48,0.95
0.24,-0.4,0.954
0.24,-0.32,0.967
0.24,-0.24,0.947
0.24,-0.16,0.949
0.24,-0.08,0.969
0.24,0.0,0.95
0.24,0.08,0.961
0.24,0.16,0.964
0.24,0.24,0.943
0.24,0.32,0.951
0.24,0.4,0.948
0.24,0.48,0.967
0.24,0.56,0.948
0.24,0.64,0.965
0.24,0.72,0.955
0.24,0.8,0.961
0.24,0.88,0.952
0.24,0.96,0.948
0.24,1.04,0.945
0.24,1.12,0.953
0.24,1.2,0.948
0.24,1.28,0.942
0.24,1.36,0.932
0.24,1.44,0.937
0.24,1.52,0.925
0.24,1.6,0.934
0.24,1.68,0.927
0.24,1.76,0.925
0.24,1.84,0.929
0.24,1.92,0.892
0.24,2.0,0.891
0.24,2.08,0.911
0.24,2.16,0.886
0.24,2.24,0.88
0.24,2.32,0.867
0.24,2.4,0.862
0.24,2.48,0.869
0.24,2.56,0.832
0.24,2.64,0.831
0.24,2.72,0.809
0.24,2.8,0.788
0.24,2.88,0.818
0.24,2.96,0.797
0.24,3.04,0.765
0.24,3.12,0.765
0.24,3.2,0.751
0.24,3.28,0.713
0.24,3.36,0.707
0.24,3.44,0.695
0.24,3.52,0.673
0.24,3.6,0.682
0.24,3.68,0.667
0.24,3.76,0.625
0.24,3.84,0.631
0.24,3.92,0.593
0.24,4.0,0.591
0.32,-4.0,0.554
0.32,-3.92,0.544
0.32,-3.84,0.535
0.32,-3.76,0.577
0.32,-3.68,0.559
0.32,-3.6,0.598
0.32,-3.52,0.569
0.32,-3.44,0.632
0.32,-3.36,0.647
0.32,-3.28,0.61
0.32,-3.2,0.611
0.32,-3.12,0.661
0.32,-3.04,0.666
0.32,-2.96,0.699
0.32,-2.88,0.723
0.32,-2.8,0.695
0.32,-2.72,0.707
0.32,-2.64,0.762
0.32,-2.56,0.762
0.32,-2.48,0.744
0.32,-2.4,0.774
0.32,-2.32,0.794
0.32,-2.24,0.821
0.32,-2.16,0.814
0.32,-2.08,0.828
0.32,-2.0,0.85
0.32,-1.92,0.855
0.32,-1.84,0.862
0.32,-1.76,0.88
0.32,-1.68,0.87
0.32,-1.6,0.908
0.32,-1.52,0.883
0.32,-1.44,0.896
0.32,-1.36,0.91
0.32,-1.28,0.917
0.32,-1.2,0.931
0.32,-1.12,0.927
0.32,-1.04,0.921
0.32,-0.96,0.931
0.32,-0.88,0.939
0.32,-0.8,0.936
0.32,-0.72,0.945
0.32,-0.64,0.943
0.32,-0.56,0.951
0.32,-0.48,0.952
0.32,-0.4,0.954
0.32,-0.32,0.958
0.32,-0.24,0.955
0.32,-0.16,0.947
0.32,-0.08,0.949
0.32,0.0,0.969
0.32,0.08,0.95
0.32,0.16,0.961
0.32,0.24,0.964
0.32,0.32,0.943
0.32,0.4,0.951
0.32,0.48,0.948
0.32,0.56,0.967
0.32,0.64,0.948
0.32,0.72,0.965
0.32,0.8,0.955
0.32,0.88,0.961
0.32,0.96,0.952
0.32,1.04,0.948
0.32,1.12,0.945
0.32,1.2,0.953
0.32,1.28,0.948
0.32,1.36,0.942
0.32,1.44,0.932
0.32,1.52,0.937
0.32,1.6,0.946
0.32,1.68,0.937
0.32,1.76,0.935
0.32,1.84,0.92
0.32,1.92,0.935
0.32,2.0,0.891
0.32,2.08,0.913
0.32,2.16,0.911
0.32,2.24,0.888
0.32,2.32,0.899
0.32,2.4,0.868
0.32,2.48,0.862
0.32,2.56,0.877
0.32,2.64,0.836
0.32,2.72,0.831
0.32,2.8,0.81
0.32,2.88,0.788
0.32,2.96,0.818
0.32,3.04,0.797
0.32,3.12,0.765
0.32,3.2,0.757
0.32,3.28,0.749
0.32,3.36,0.724
0.32,3.44,0.709
0.32,3.52,0.721
0.32,3.6,0.668
0.32,3.68,0.637
0.32,3.76,0.635
0.32,3.84,0.625
0.32,3.92,0.631
0.32,4.0,0.593
0.4,-4.0,0.542
0.4,-3.92,0.554
0.4,-3.84,0.544
0.4,-3.76,0.535
0.4,-3.68,0.577
0.4,-3.6,0.559
0.4,-3.52,0.598
0.4,-3.44,0.569
0.4,-3.36,0.632
0.4,-3.28,0.647
0.4,-3.2,0.61
0.4,-3.12,0.611
0.4,-3.04,0.661
0.4,-2.96,0.666
0.4,-2.88,0.699
0.4,-2.8,0.723
0.4,-2.72,0.695
0.4,-2.64,0.707
0.4,-2.56,0.762
0.4,-2.48,0.76
0.4,-2.4,0.776
0.4,-2.32,0.797
0.4,-2.24,0.8
0.4,-2.16,0.819
0.4,-2.08,0.814
0.4,-2.0,0.827
0.4,-1.92,0.849
0.4,-1.84,0.848
0.4,-1.76,0.862
0.4,-1.68,0.872
0.4,-1.6,0.87
0.4,-1.52,0.875
0.4,-1.44,0.883
0.4,-1.36,0.898
0.4,-1.28,0.91
0.4,-1.2,0.907
0.4,-1.12,0.912
0.4,-1.04,0.927
0.4,-0.96,0.921
0.4,-0.88,0.932
0.4,-0.8,0.939
0.4,-0.72,0.949
0.4,-0.64,0.945
0.4,-0.56,0.945
0.4,-0.48,0.948
0.4,-0.4,0.944
0.4,-0.32,0.953
0.4,-0.24,0.958
0.4,-0.16,0.955
0.4,-0.08,0.947
0.4,0.0,0.949
0.4,0.08,0.969
0.4,0.16,0.95
0.4,0.24,0.961
0.4,0.32,0.964
0.4,0.4,0.943
0.4,0.48,0.951
0.4,0.56,0.948
0.4,0.64,0.967
0.4,0.72,0.948
0.4,0.8,0.965
0.4,0.88,0.955
0.4,0.96,0.961
0.4,1.04,0.952
0.4,1.12,0.948
0.4,1.2,0.945
0.4,1.28,0.953
0.4,1.36,0.948
0.4,1.44,0.942
0.4,1.52,0.947
0.4,1.6,0.929
0.4,1.68,0.946
0.4,1.76,0.937
0.4,1.84,0.934
0.4,1.92,0.92
0.4,2.0,0.921
0.4,2.08,0.89
0.4,2.16,0.903
0.4,2.24,0.911
0.4,2.32,0.87
0.4,2.4,0.899
0.4,2.48,0.881
0.4,2.56,0.865
0.4,2.64,0.853
0.4,2.72,0.835
0.4,2.8,0.831
0.4,2.88,0.809
0.4,2.96,0.783
0.4,3.04,0.818
0.4,3.12,0.794
0.4,3.2,0.766
0.4,3.28,0.759
0.4,3.36,0.751
0.4,3.44,0.736
0.4,3.52,0.712
0.4,3.6,0.694
0.4,3.68,0.679
0.4,3.76,0.637
0.4,3.84,0.635
0.4,3.92,0.625
0.4,4.0,0.631
0.48,-4.0,0.514
0.48,-3.92,0.565
0.48,-3.84,0.554
0.48,-3.76,0.544
0.48,-3.68,0.535
0.48,-3.6,0.577
0.48,-3.52,0.559
0.48,-3.44,0.598
0.48,-3.36,0.569
0.48,-3.28,0.632
0.48,-3.2,0.647
0.48,-3.12,0.61
0.48,-3.04,0.611
0.48,-2.96,0.661
0.48,-2.88,0.666
0.48,-2.8,0.699
0.48,-2.72,0.723
0.48,-2.64,0.695
0.48,-2.56,0.739
0.48,-2.48,0.759
0.48,-2.4,0.743
0.48,-2.32,0.768
0.48,-2.24,0.796
0.48,-2.16,0.8
0.48,-2.08,0.821
0.48,-2.0,0.814
0.48,-1.92,0.828
0.48,-1.84,0.849
0.48,-1.76,0.853
0.48,-1.68,0.864
0.48,-1.6,0.875
0.48,-1.52,0.87
0.48,-1.44,0.872
0.48,-1.36,0.884
0.48,-1.28,0.91
0.48,-1.2,0.91
0.48,-1.12,0.926
0.48,-1.04,0.913
0.48,-0.96,0.934
0.48,-0.88,0.94
0.48,-0.8,0.943
0.48,-0.72,0.939
0.48,-0.64,0.935
0.48,-0.56,0.955
0.48,-0.48,0.951
0.48,-0.4,0.957
0.48,-0.32,0.944
0.48,-0.24,0.953
0.48,-0.16,0.958
0.48,-0.08,0.955
0.48,0.0,0.947
0.48,0.08,0.949
0.48,0.16,0.969
0.48,0.24,0.95
0.48,0.32,0.961
0.48,0.4,0.964
0.48,0.48,0.943
0.48,0.56,0.951
0.48,0.64,0.948
0.48,0.72,0.967
0.48,0.8,0.948
0.48,0.88,0.965
0.48,0.96,0.955
0.48,1.04,0.961
0.48,1.12,0.952
0.48,1.2,0.948
0.48,1.28,0.945
0.48,1.36,0.953
0.48,1.44,0.957
0.48,1.52,0.945
0.48,1.6,0.939
0.48,1.68,0.931
0.48,1.76,0.933
0.48,1.84,0.937
0.48,1.92,0.939
0.48,2.0,0.92
0.48,2.08,0.93
0.48,2.16,0.891
0.48,2.24,0.906
0.48,2.32,0.911
0.48,2.4,0.899
0.48,2.48,0.899
0.48,2.56,0.872
0.48,2.64,0.869
0.48,2.72,0.876
0.48,2.8,0.836
0.48,2.88,0.822
0.48,2.96,0.81
0.48,3.04,0.787
0.48,3.12,0.818
0.48,3.2,0.769
0.48,3.28,0.766
0.48,3.36,0.768
0.48,3.44,0.698
0.48,3.52,0.715
0.48,3.6,0.7
0.48,3.68,0.694
0.48,3.76,0.679
0.48,3.84,0.637
0.48,3.92,0.635
0.48,4.0,0.625
0.56,-4.0,0.533
0.56,-3.92,0.514
0.56,-3.84,0.565
0.56,-3.76,0.554
0.56,-3.68,0.544
0.56,-3.6,0.535
0.56,-3.52,0.577
0.56,-3.44,0.559
0.56,-3.36,0.598
0.56,-3.28,0.569
0.56,-3.2,0.632
0.56,-3.12,0.647
0.56,-3.04,0.61
0.56,-2.96,0.611
0.56,-2.88,0.661
0.56,-2.8,0.666
0.56,-2.72,0.699
0.56,-2.64,0.681
0.56,-2.56,0.697
0.56,-2.48,0.738
0.56,-2.4,0.759
0.56,-2.32,0.755
0.56,-2.24,0.776
0.56,-2.16,0.798
0.56,-2.08,0.8
0.56,-2.0,0.809
0.56,-1.92,0.811
0.56,-1.84,0.842
0.56,-1.76,0.849
0.56,-1.68,0.861
0.56,-1.6,0.872
0.56,-1.52,0.881
0.56,-1.44,0.871
0.56,-1.36,0.875
0.56,-1.28,0.883
0.56,-1.2,0.91
0.56,-1.12,0.91
0.56,-1.04,0.931
0.56,-0.96,0.912
0.56,-0.88,0.934
0.56,-0.8,0.94
0.56,-0.72,0.937
0.56,-0.64,0.94
0.56,-0.56,0.944
0.56,-0.48,0.951
0.56,-0.4,0.951
0.56,-0.32,0.957
0.56,-0.24,0.944
0.56,-0.16,0.953
0.56,-0.08,0.958
0.56,0.0,0.955
0.56,0.08,0.947
0.56,0.16,0.949
0.56,0.24,0.969
0.56,0.32,0.95
0.56,0.4,0.961
0.56,0.48,0.964
0.56,0.56,0.943
0.56,0.64,0.951
0.56,0.72,0.948
0.56,0.8,0.967
0.56,0.88,0.948
0.56,0.96,0.965
0.56,1.04,0.955
0.56,1.12,0.961
0.56,1.2,0.952
0.56,1.28,0.948
0.56,1.36,0.941
0.56,1.44,0.933
0.56,1.52,0.952
0.56,1.6,0.945
0.56,1.68,0.939
0.56,1.76,0.931
0.56,1.84,0.937
0.56,1.92,0.937
0.56,2.0,0.922
0.56,2.08,0.923
0.56,2.16,0.93
0.56,2.24,0.891
0.56,2.32,0.903
0.56,2.4,0.911
0.56,2.48,0.886
0.56,2.56,0.88
0.56,2.64,0.883
0.56,2.72,0.865
0.56,2.8,0.856
0.56,2.88,0.829
0.56,2.96,0.838
0.56,3.04,0.835
0.56,3.12,0.787
0.56,3.2,0.818
0.56,3.28,0.797
0.56,3.36,0.76
0.56,3.44,0.739
0.56,3.52,0.748
0.56,3.6,0.715
0.56,3.68,0.7
0.56,3.76,0.694
0.56,3.84,0.679
0.56,3.92,0.637
0.56,4.0,0.635
0.64,-4.0,0.55
0.64,-3.92,0.529
0.64,-3.84,0.514
0.64,-3.76,0.565
0.64,-3.68,0.554
0.64,-3.6,0.544
0.64,-3.52,0.535
0.64,-3.44,0.577
0.64,-3.36,0.559
0.64,-3.28,0.598
0.64,-3.2,0.569
0.64,-3.12,0.632
0.64,-3.04,0.647
0.64,-2.96,0.61
0.64,-2.88,0.611
0.64,-2.8,0.661
0.64,-2.72,0.681
0.64,-2.64,0.688
0.64,-2.56,0.689
0.64,-2.48,0.695
0.64,-2.4,0.725
0.64,-2.32,0.759
0.64,-2.24,0.752
0.64,-2.16,0.776
0.64,-2.08,0.776
0.64,-2.0,0.806
0.64,-1.92,0.814
0.64,-1.84,0.814
0.64,-1.76,0.857
0.64,-1.68,0.85
0.64,-1.6,0.861
0.64,-1.52,0.871
0.64,-1.44,0.879
0.64,-1.36,0.87
0.64,-1.28,0.871
0.64,-1.2,0.883
0.64,-1.12,0.904
0.64,-1.04,0.91
0.64,-0.96,0.931
0.64,-0.88,0.912
0.64,-0.8,0.921
0.64,-0.72,0.939
0.64,-0.64,0.935
0.64,-0.56,0.935
0.64,-0.48,0.944
0.64,-0.4,0.951
0.64,-0.32,0.951
0.64,-0.24,0.957
0.64,-0.16,0.944
0.64,-0.08,0.953
0.64,0.0,0.958
0.64,0.08,0.955
0.64,0.16,0.947
0.64,0.24,0.949
0.64,0.32,0.969
0.64,0.4,0.95
0.64,0.48,0.961
0.64,0.56,0.964
0.64,0.64,0.943
0.64,0.72,0.951
0.64,0.8,0.948
0.64,0.88,0.967
0.64,0.96,0.948
0.64,1.04,0.965
0.64,1.12,0.955
0.64,1.2,0.961
0.64,1.28,0.944
0.64,1.36,0.95
0.64,1.44,0.939
0.64,1.52,0.933
0.64,1.6,0.943
0.64,1.68,0.945
0.64,1.76,0.942
0.64,1.84,0.93
0.64,1.92,0.946
0.64,2.0,0.937
0.64,2.08,0.935
0.64,2.16,0.92
0.64,2.24,0.934
0.64,2.32,0.891
0.64,2.4,0.896
0.64,2.48,0.912
0.64,2.56,0.888
0.64,2.64,0.899
0.64,2.72,0.872
0.64,2.8,0.869
0.64,2.88,0.864
0.64,2.96,0.832
0.64,3.04,0.817
0.64,3.12,0.81
0.64,3.2,0.811
0.64,3.28,0.778
0.64,3.36,0.77
0.64,3.44,0.764
0.64,3.52,0.739
0.64,3.6,0.748
0.64,3.68,0.715
0.64,3.76,0.7
0.64,3.84,0.694
0.64,3.92,0.679
0.64,4.0,0.637
0.72,-4.0,0.54
0.72,-3.92,0.55
0.72,-3.84,0.529
0.72,-3.76,0.514
0.72,-3.68,0.565
0.72,-3.6,0.554
0.72,-3.52,0.544
0.72,-3.44,0.535
0.72,-3.36,0.577
0.72,-3.28,0.559
0.72,-3.2,0.598
0.72,-3.12,0.569
0.72,-3.04,0.632
0.72,-2.96,0.647
0.72,-2.88,0.61
0.72,-2.8,0.61
0.72,-2.72,0.644
0.72,-2.64,0.688
0.72,-2.56,0.688
0.72,-2.48,0.676
0.72,-2.4,0.697
0.72,-2.32,0.73
0.72,-2.24,0.759
0.72,-2.16,0.743
0.72,-2.08,0.768
0.72,-2.0,0.776
0.72,-1.92,0.794
0.72,-1.84,0.809
0.72,-1.76,0.814
0.72,-1.68,0.847
0.72,-1.6,0.849
0.72,-1.52,0.855
0.72,-1.44,0.864
0.72,-1.36,0.875
0.72,-1.28,0.87
0.72,-1.2,0.872
0.72,-1.12,0.884
0.72,-1.04,0.904
0.72,-0.96,0.91
0.72,-0.88,0.909
0.72,-0.8,0.906
0.72,-0.72,0.929
0.72,-0.64,0.923
0.72,-0.56,0.935
0.72,-0.48,0.935
0.72,-0.4,0.944
0.72,-0.32,0.951
0.72,-0.24,0.951
0.72,-0.16,0.957
0.72,-0.08,0.944
0.72,0.0,0.953
0.72,0.08,0.958
0.72,0.16,0.955
0.72,0.24,0.947
0.72,0.32,0.949
0.72,0.4,0.969
0.72,0.48,0.95
0.72,0.56,0.961
0.72,0.64,0.964
0.72,0.72,0.943
0.72,0.8,0.951
0.72,0.88,0.948
0.72,0.96,0.967
0.72,1.04,0.948
0.72,1.12,0.965
0.72,1.2,0.935
0.72,1.28,0.94
0.72,1.36,0.953
0.72,1.44,0.943
0.72,1.52,0.95
0.72,1.6,0.943
0.72,1.68,0.935
0.72,1.76,0.945
0.72,1.84,0.942
0.72,1.92,0.93
0.72,2.0,0.942
0.72,2.08,0.937
0.72,2.16,0.936
0.72,2.24,0.92
0.72,2.32,0.936
0.72,2.4,0.891
0.72,2.48,0.898
0.72,2.56,0.912
0.72,2.64,0.887
0.72,2.72,0.899
0.72,2.8,0.869
0.72,2.88,0.863
0.72,2.96,0.873
0.72,3.04,0.836
0.72,3.12,0.83
0.72,3.2,0.83
0.72,3.28,0.812
0.72,3.36,0.782
0.72,3.44,0.77
0.72,3.52,0.764
0.72,3.6,0.739
0.72,3.68,0.748
0.72,3.76,0.715
0.72,3.84,0.7
0.72,3.92,0.694
0.72,4.0,0.679
0.8,-4.0,0.504
0.8,-3.92,0.51
0.8,-3.84,0.55
0.8,-3.76,0.529
0.8,-3.68,0.514
0.8,-3.6,0.565
0.8,-3.52,0.554
0.8,-3.44,0.544
0.8,-3.36,0.535
0.8,-3.28,0.577
0.8,-3.2,0.559
0.8,-3.12,0.598
0.8,-3.04,0.569
0.8,-2.96,0.632
0.8,-2.88,0.621
0.8,-2.8,0.62
0.8,-2.72,0.61
0.8,-2.64,0.644
0.8,-2.56,0.692
0.8,-2.48,0.687
0.8,-2.4,0.697
0.8,-2.32,0.703
0.8,-2.24,0.723
0.8,-2.16,0.759
0.8,-2.08,0.75
0.8,-2.0,0.776
0.8,-1.92,0.783
0.8,-1.84,0.806
0.8,-1.76,0.809
0.8,-1.68,0.811
0.8,-1.6,0.828
0.8,-1.52,0.85
0.8,-1.44,0.861
0.8,-1.36,0.871
0.8,-1.28,0.882
0.8,-1.2,0.87
0.8,-1.12,0.9
0.8,-1.04,0.884
0.8,-0.96,0.894
0.8,-0.88,0.913
0.8,-0.8,0.912
0.8,-0.72,0.928
0.8,-0.64,0.929
0.8,-0.56,0.923
0.8,-0.48,0.935
0.8,-0.4,0.935
0.8,-0.32,0.944
0.8,-0.24,0.951
0.8,-0.16,0.951
0.8,-0.08,0.957
0.8,0.0,0.944
0.8,0.08,0.953
0.8,0.16,0.958
0.8,0.24,0.955
0.8,0.32,0.947
0.8,0.4,0.949
0.8,0.48,0.969
0.8,0.56,0.95
0.8,0.64,0.961
0.8,0.72,0.964
0.8,0.8,0.943
0.8,0.88,0.951
0.8,0.96,0.948
0.8,1.04,0.967
0.8,1.12,0.955
0.8,1.2,0.956
0.8,1.28,0.954
0.8,1.36,0.956
0.8,1.44,0.956
0.8,1.52,0.95
0.8,1.6,0.938
0.8,1.68,0.933
0.8,1.76,0.935
0.8,1.84,0.945
0.8,1.92,0.93
0.8,2.0,0.93
0.8,2.08,0.94
0.8,2.16,0.937
0.8,2.24,0.937
0.8,2.32,0.92
0.8,2.4,0.929
0.8,2.48,0.891
0.8,2.56,0.903
0.8,2.64,0.911
0.8,2.72,0.888
0.8,2.8,0.899
0.8,2.88,0.884
0.8,2.96,0.865
0.8,3.04,0.858
0.8,3.12,0.861
0.8,3.2,0.834
0.8,3.28,0.8
0.8,3.36,0.812
0.8,3.44,0.782
0.8,3.52,0.77
0.8,3.6,0.764
0.8,3.68,0.739
0.8,3.76,0.748
0.8,3.84,0.715
0.8,3.92,0.7
0.8,4.0,0.694
0.88,-4.0,0.493
0.88,-3.92,0.504
0.88,-3.84,0.51
0.88,-3.76,0.55
0.88,-3.68,0.529
